step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
10000	-464.178395989903890	-471.033883940863291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633606607931721	1	-1	5	3	3	6	3	5	9	10	10	12	10	10	11	8	14	12	12	15	12	12	13	13	13	14	15	14	14	15	15	14	16	16	16	17	17	16	18	17	16	17	18	17	19	18	17	16	20	18	19	18	20	21	20	20	21	20	22	23	22	23	24	27	26	24	26	29	26	25	26	29	30	31	32	33	34	32	33	36	2	0	5	1	1	7	2	4	8	16	16	11	8	9	9	0	11	13	16	23	9	9	14	15	10	19	11	18	10	19	18	12	23	28	21	21	27	28	36	30	30	14	42	30	36	48	38	26	39	41	47	48	46	45	44	51	52	44	51	55	57	58	59	49	63	58	58	49	49	59	62	69	69	73	68	72	75	72	75	79	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	3	1	2	1	1	1	2	2	2	3	1	1	1	1	1	4	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	3	4	3	1	1	2	2	1	1	2	1	2	1	1
10500	-480.313656941651743	-487.169144892611143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606103488914157	2	1	3	4	5	6	6	7	8	10	11	12	11	11	11	9	13	13	12	15	12	12	13	13	14	12	14	15	13	14	15	14	15	16	16	15	17	16	17	16	17	15	16	19	20	18	18	17	19	18	19	18	20	19	20	20	20	20	22	22	22	24	24	26	26	24	27	26	26	26	27	29	30	32	32	35	34	33	35	36	2	0	2	1	3	3	4	7	6	16	16	10	6	9	9	0	11	15	11	15	9	13	14	14	16	16	10	18	16	16	18	12	23	28	21	21	27	28	9	29	40	23	36	25	36	25	38	12	33	41	47	12	29	36	30	47	48	48	56	55	57	58	59	23	47	58	62	9	42	59	66	69	64	68	72	72	75	72	75	75	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	2	2	1	1	1	1	2	2	2	1	6	2	1	1	1	3	2	2	1	2	2	1	1	2	4	3	2	1	2	2	1	2	1	3	1	6	3	2	1	8	5	2	2	2	3	3	1	3	1	1	2	2
11000	-464.664638472827562	-471.520126423786962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703545161720086	2	1	3	4	4	6	5	7	9	10	11	13	10	12	10	9	14	12	13	13	12	10	13	13	15	12	14	16	14	15	14	14	16	14	17	15	15	16	17	15	17	17	17	18	19	17	18	16	19	18	20	20	19	21	20	20	21	21	23	23	22	24	25	26	25	25	26	27	27	26	27	29	30	31	33	34	35	34	35	36	2	0	1	3	3	4	2	7	7	16	16	16	7	9	7	0	11	15	10	14	13	9	15	15	19	16	26	34	16	26	18	12	36	18	21	21	29	34	33	16	40	14	36	29	36	19	38	12	36	41	47	30	48	45	46	47	52	44	47	52	57	58	59	39	59	62	62	49	49	63	66	69	69	68	72	72	75	72	75	77	1	1	1	1	1	1	2	1	2	1	1	3	3	2	3	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	2	1	2	2	2	2	2	1	2	3	1	2	2	1	1	2	1	1	1	2	2	1	2	1	3	1	1	1	3	3	1	2	1	2	2	1	2	1	2	1	1
11500	-457.732061290463093	-464.587549241422494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682731459443340	2	1	3	3	5	4	6	6	8	10	11	11	10	11	11	9	14	12	12	15	12	13	13	14	14	13	15	16	13	14	14	15	15	17	17	14	16	15	17	17	16	17	16	18	19	18	18	17	20	18	20	19	20	20	20	19	21	19	22	22	22	23	24	25	26	24	26	29	26	26	27	30	31	31	33	32	35	31	35	36	2	0	2	2	3	1	4	4	8	16	16	10	9	13	7	0	29	15	16	14	9	9	14	22	29	16	12	18	19	19	15	19	23	38	21	21	19	15	43	26	27	33	21	26	21	26	38	30	33	40	47	44	44	45	48	47	52	48	51	55	52	58	56	39	59	58	62	64	49	59	66	69	68	69	72	69	75	72	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	2	2	2	1	2	1	2	2	1	2	1	1	2	2	4	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	3	3	2	2	1	2	3	2	2	2	2	2	2	3	1	1	1	2
12000	-463.908730195630824	-470.764218146590224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686910891517484	1	-1	4	4	5	5	6	7	10	10	11	12	11	11	12	9	14	13	12	14	12	13	14	14	14	13	14	14	14	13	15	15	15	16	16	15	16	15	18	17	16	18	17	19	19	19	17	17	19	18	19	20	19	20	20	19	19	20	22	22	22	22	24	24	25	24	26	28	26	26	27	29	29	29	32	34	34	32	34	36	2	0	1	2	3	1	6	6	8	16	16	10	8	9	14	0	10	9	16	14	9	14	15	9	26	16	10	9	12	16	18	26	23	28	21	21	27	28	33	30	30	33	36	27	39	17	38	29	33	41	47	30	17	45	26	47	48	26	56	55	52	58	59	49	63	58	62	69	64	63	67	64	68	68	68	78	75	72	75	75	1	1	1	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	2	1	3	1	2	2	1	1	3	2	1	3	1	2	5	2	1	1	1	1	3	1	2	3	2	1	1	1	2	1	1	1	1	1	1	1	2
12500	-442.548122759304647	-449.403610710264047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636530570779138	2	1	4	4	5	7	6	7	9	9	10	13	11	11	12	8	15	12	12	13	13	12	13	13	14	13	14	15	14	14	15	14	14	17	16	16	16	16	16	17	15	17	18	18	17	18	18	17	19	18	19	19	20	20	20	20	21	21	22	23	23	23	24	25	25	24	25	29	27	26	28	29	30	32	31	32	35	32	36	35	2	0	2	1	1	1	4	4	8	16	16	16	9	9	14	0	11	9	10	9	14	9	15	9	12	10	19	18	16	16	18	26	23	28	21	21	26	28	33	19	19	15	36	40	21	29	38	26	22	41	47	48	48	45	44	47	52	48	56	44	57	58	59	49	59	58	66	69	64	63	58	64	69	73	64	72	75	69	77	75	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	2	3	2	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2	3	1	1	1	2	2	1	1	2	2	1	2	1	1	1	3	2	1	1	2	1	1	3	2	2	1	3	2	2	3	1	1
13000	-465.381785199614228	-472.237273150573628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683555780009087	2	1	4	3	5	5	5	7	9	10	11	12	11	10	10	9	13	13	13	13	13	12	14	14	12	12	14	14	14	14	15	13	15	15	15	15	15	15	16	17	16	17	17	16	18	17	18	16	19	18	20	20	20	20	20	20	21	20	22	22	23	23	24	24	26	24	26	28	26	26	28	30	30	31	32	33	35	31	35	37	2	0	1	2	3	2	4	4	8	16	10	10	9	9	9	0	11	9	10	14	14	14	14	9	16	10	12	18	10	19	18	25	15	28	21	21	27	28	20	19	26	14	21	29	21	29	38	29	36	40	47	44	46	45	46	47	52	29	56	46	57	58	59	39	59	62	62	69	64	63	66	64	68	64	74	74	75	72	75	77	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	3	2	3	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	1	4	2	1	1	2	1	1	2	2	1	3	1	1	1	1	2	1
13500	-465.135787870782849	-471.991275821742249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691412839656759	2	1	5	3	4	3	6	7	10	10	11	11	12	11	11	9	14	12	13	15	12	11	13	13	14	14	14	13	14	12	15	14	15	17	17	16	15	16	17	16	16	16	17	17	19	18	18	16	18	17	20	19	20	20	20	19	20	20	22	22	22	24	22	25	26	22	26	28	26	27	26	29	30	31	32	34	33	31	35	36	2	0	5	1	1	2	4	7	8	16	16	16	14	9	9	0	11	15	16	23	9	9	15	14	10	30	30	18	19	10	18	10	23	28	33	21	25	28	20	25	29	15	33	11	33	26	38	10	14	41	47	48	46	36	48	47	52	48	56	55	52	66	47	23	59	58	62	69	64	65	58	64	69	73	72	75	75	72	75	75	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	3	1	2	1	1	1	2	1	3	3	2	1	3	3	1	1	1	1	2	2	1	1	2	2	1	1	1	1	6	2	1	1	1	1	1	3	3	2	1	2	1	1	1	2	2
14000	-455.459264219974841	-462.314752170934241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564640723310764	2	-1	4	4	2	6	6	7	9	9	11	11	12	10	11	8	15	13	12	14	13	11	14	13	13	14	14	15	14	14	16	15	14	17	17	16	16	16	17	18	16	15	17	17	19	17	18	16	19	19	20	19	21	20	21	19	22	19	22	21	23	24	25	27	26	25	27	28	26	26	28	29	30	31	32	34	35	33	36	37	2	0	5	1	2	1	4	7	8	16	10	10	15	8	9	0	19	15	10	15	14	9	15	9	12	16	12	18	19	25	23	26	9	38	36	21	27	28	33	41	12	15	21	12	21	30	38	30	39	41	56	44	44	36	46	47	52	44	56	46	44	58	56	49	59	62	62	64	49	59	66	64	64	64	64	69	75	72	77	77	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	3	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	3	4	2	1	2	1	3	2	2	1	1	2	2	4	1	2	1	1
14500	-478.782765576646341	-485.638253527605741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679539818873894	2	1	4	3	5	5	5	7	9	10	10	13	12	11	10	8	13	12	12	15	12	13	13	13	14	12	14	14	15	14	15	14	16	17	17	16	15	16	16	16	16	17	18	18	18	19	18	17	19	18	20	20	20	20	21	20	20	20	22	22	23	23	24	26	26	25	25	28	27	26	27	29	31	31	33	34	34	33	34	37	2	0	1	2	3	2	4	7	6	16	16	10	9	15	6	0	11	8	10	24	9	15	14	14	19	16	10	18	12	10	18	26	23	18	36	21	27	28	15	27	29	15	22	12	36	29	28	30	24	41	47	44	44	45	29	47	48	44	56	55	52	58	59	23	59	62	62	69	49	63	62	69	68	69	72	72	75	72	75	77	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	3	1	2	2	2	1	2	3	1	2	1	1	2	1	1	4	2	2	1	2	2	1	3	2	1	2	1	2	2	1	2	1	1	1	1	3	2	6	2	1	1	1	3	1	3	2	2	2	1	4	1	2	1	2
15000	-469.265023570978883	-476.120511521938283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639431925215335	2	1	5	4	4	6	6	8	9	10	11	12	11	12	10	9	14	12	12	14	13	12	13	13	14	14	15	14	14	14	15	15	15	15	17	16	16	15	18	18	16	17	18	18	20	18	17	16	19	19	18	19	20	20	21	20	21	20	22	21	23	23	24	24	25	24	26	28	26	26	28	29	30	31	30	34	33	33	35	36	2	0	5	2	1	1	2	7	8	16	16	10	9	9	9	0	11	15	10	8	15	9	9	14	10	16	10	18	12	16	23	10	8	28	36	21	17	28	42	30	25	14	36	29	36	30	38	19	9	41	47	44	48	36	46	47	52	48	56	46	52	58	59	33	59	58	66	64	64	65	66	69	69	69	68	64	75	68	77	75	1	1	1	1	1	2	3	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	3	2	2	1	1	3	1	3	4	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	6	1	1	1	2	2	2	1	1	2	1	1	2	2	1	3	2	2	1	2	2	1	2	1	1	3	1	5	1	3	1	3
15500	-467.342356692775070	-474.197844643734470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618552791062845	0	-1	3	3	5	5	7	8	9	10	11	12	11	11	10	8	14	12	11	14	12	13	14	14	15	12	14	14	15	14	16	12	13	15	17	16	17	15	17	17	17	18	17	18	18	18	17	16	19	18	20	19	20	21	20	18	22	20	22	22	23	23	24	26	26	25	26	28	26	26	27	30	31	31	32	33	34	33	34	36	2	0	2	2	3	2	6	7	4	16	16	16	15	15	8	0	16	15	16	33	9	9	33	9	12	10	19	18	30	26	18	19	14	28	36	21	27	28	33	30	17	39	21	17	36	25	38	19	39	41	47	48	46	36	48	47	52	29	47	55	52	58	59	42	63	58	66	64	39	59	66	64	72	69	64	72	75	72	75	77	1	1	2	2	1	2	1	1	3	1	2	2	1	1	1	1	2	1	2	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	3	2	1	3	1	2	1	1	1	1	1	3	2	1	2	2	3	2	2	1	1	4	1	2	1	1	4	2	1	2	1	3	3	2	1	2	1	1
16000	-471.685607699286095	-478.541095650245495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664900248821654	2	1	5	4	4	6	7	7	9	10	11	13	12	11	8	8	14	12	13	15	12	12	13	13	15	14	14	14	14	14	14	15	15	16	15	15	17	15	16	17	16	17	18	18	18	17	18	16	19	18	20	20	20	20	20	20	22	19	22	23	23	23	23	26	26	25	25	28	26	26	26	30	31	30	32	34	34	32	36	35	2	0	5	1	2	1	4	4	15	16	16	11	15	9	7	0	11	9	16	23	8	14	14	14	19	10	12	18	16	10	18	29	14	28	21	21	27	28	14	19	26	39	36	48	39	19	38	29	33	41	47	27	44	45	19	47	48	12	56	44	52	58	59	49	59	58	62	64	49	63	66	69	68	64	72	72	75	64	77	77	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	3	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	3	1	1	2	1	1	3	1	1	3	1	1	4	1	3	2	1	2	1	2	1	3	3	2	1	1	3	2	1	3	1	2	1	2	1	3	1	1
16500	-491.915053252062762	-498.770541203022162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646597565371701	2	1	2	4	4	5	6	7	8	10	11	13	11	11	11	9	14	13	11	14	12	11	14	13	14	14	13	15	13	14	14	15	15	16	16	14	16	16	17	18	16	16	16	16	18	17	18	17	19	18	20	19	19	20	20	20	21	20	22	22	23	23	23	26	27	24	27	27	25	26	27	29	31	31	32	35	33	33	35	37	2	0	2	1	3	2	4	4	7	16	16	16	7	9	8	0	11	15	16	15	15	8	14	15	12	11	16	9	10	10	15	30	14	28	36	21	30	28	33	41	30	14	21	26	21	26	28	29	33	41	47	48	48	45	19	47	52	26	56	17	57	58	59	39	63	58	58	39	49	63	66	69	72	64	72	68	75	72	75	77	1	1	1	1	1	2	1	2	2	1	1	2	2	2	3	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	3	1	2	2	2	1	1	1	1	1	4	2	1	3	1	3	1	2	1	4	2	2	2	3	2	2	1	3	1	2	2	4	1	3	2	2
17000	-449.099876456396203	-455.955364407355603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639741248539812	2	0	4	3	5	4	6	8	9	9	10	12	12	11	12	8	15	12	12	14	13	13	14	13	15	13	13	14	15	15	16	14	14	16	15	16	16	15	17	15	17	17	17	18	19	19	18	17	19	19	20	19	20	20	19	19	21	20	21	22	23	22	24	27	26	24	27	27	26	26	28	29	29	31	33	34	35	34	35	36	2	0	1	1	2	1	4	7	8	16	16	16	9	9	9	0	11	14	10	15	9	14	9	13	12	19	10	18	26	26	18	12	9	28	21	33	19	28	33	27	40	33	21	19	21	30	38	19	23	41	47	48	48	36	48	47	52	44	56	53	60	58	59	39	63	62	66	49	49	63	66	69	68	64	72	72	75	64	75	75	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	3	1	2	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	3	3	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	5	1	1	2	3	3	1	2	2	2	2	2	4	1	3	1	2
17500	-460.047915391574463	-466.903403342533863	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595134918414315	1	0	5	3	2	6	6	6	8	10	11	12	11	10	12	9	14	13	13	14	12	12	13	12	14	14	14	14	12	14	15	13	15	16	16	14	16	15	18	14	16	17	17	18	16	18	17	17	19	18	19	19	20	20	19	19	22	20	23	23	23	22	25	26	25	24	26	29	26	26	27	29	30	30	32	35	34	33	34	36	2	0	5	1	2	1	4	4	7	16	16	16	9	9	9	0	11	14	10	14	9	9	24	9	29	10	12	18	16	16	18	16	14	28	36	21	27	28	23	12	40	33	36	12	36	29	38	26	24	41	47	48	48	45	48	47	52	48	56	55	52	58	59	14	59	62	58	69	49	59	66	69	68	69	72	68	75	64	75	77	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	2	2	1	2	2	1	2	1	1	1	1	2	1	1	1	3	1	2	1	1	3	1	1	1	1	2	1	1	2	2	2	2	2	2	1	7	1	1	3	2	3	1	2	2	1	2	1	4	1	4	1	1
18000	-472.759128609152128	-479.614616560111529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623751349107977	2	1	3	4	5	5	7	6	8	10	11	13	12	11	11	9	14	13	12	14	12	12	13	14	14	13	15	15	14	14	15	14	15	17	16	16	17	16	18	17	15	16	18	18	20	18	18	17	19	17	19	18	20	17	18	20	22	21	22	22	23	23	24	25	26	24	24	28	26	26	28	28	30	31	32	35	34	33	35	35	2	0	1	3	4	1	4	4	8	16	16	16	9	9	9	0	11	14	10	15	9	9	14	13	16	16	30	18	16	10	18	26	13	28	33	13	27	28	23	41	26	24	36	12	54	30	38	12	33	41	47	30	29	36	12	47	44	52	47	46	52	58	59	39	63	58	58	69	39	63	66	64	64	68	72	78	75	68	75	77	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	3	2	1	1	3	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	2	3	2	1	2	2	1	3	3	1	3	1	2	2	2	1	3	1	1	3	1	2	1	1	3	1	2	2	2	1	2	1	1	2	1	1
18500	-475.746005155970863	-482.601493106930263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575780176377510	1	0	5	2	4	6	5	7	9	9	11	12	12	11	11	8	15	13	12	15	13	13	13	13	14	12	15	14	14	14	15	14	15	17	17	15	17	15	17	18	16	17	18	16	18	16	18	17	20	18	20	19	21	20	19	20	21	21	22	21	22	23	25	27	24	24	25	28	26	26	27	30	30	31	32	33	34	33	35	34	2	0	5	1	1	3	4	3	8	16	16	10	8	6	9	0	26	15	16	23	9	15	15	15	12	10	26	18	16	10	18	26	15	28	14	21	25	28	23	25	26	22	36	29	36	19	34	10	42	41	47	30	48	45	44	47	48	29	56	55	52	58	59	39	59	62	62	69	49	65	66	68	64	69	69	72	75	69	75	75	1	1	1	1	1	1	2	1	1	1	2	2	2	3	1	1	2	2	2	1	2	1	1	1	1	2	1	1	3	3	1	1	2	2	4	2	2	1	2	2	2	3	1	1	2	3	1	4	2	1	1	1	2	1	1	1	2	4	1	1	1	1	2	4	2	1	1	1	3	1	2	1	1	2	3	2	1	4	1	1
19000	-452.733969879020492	-459.589457829979892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576282212500663	2	1	3	3	4	6	7	7	8	10	11	12	10	10	12	9	14	13	12	14	13	13	12	14	14	13	14	14	15	15	15	14	15	17	16	16	16	15	16	17	16	17	17	18	20	18	17	16	18	18	19	19	20	20	20	19	21	20	23	23	22	23	25	25	27	24	26	27	26	27	28	29	30	31	32	34	35	34	35	37	2	0	2	2	3	2	4	6	6	16	16	10	9	9	9	0	11	9	16	13	14	9	9	23	16	10	12	18	12	25	18	12	23	18	14	21	27	18	23	26	25	15	36	48	21	48	38	29	23	41	47	48	44	36	46	47	48	44	56	46	52	58	59	49	63	58	66	64	49	63	66	64	68	64	72	72	75	69	75	77	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	4	1	1	1	2	2	2	4	1	2	3	1	1	1	2	1	1	2	1	2	1	1	1	1	2	3	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	3	2	4	2	1
19500	-462.132480633295927	-468.987968584255327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672727599402022	2	1	3	3	5	5	5	7	9	10	11	11	12	10	12	8	13	12	12	14	12	12	12	12	13	12	14	13	14	14	14	14	16	17	16	16	16	16	18	17	17	17	17	18	19	18	19	15	19	19	20	18	19	21	21	20	22	20	22	22	21	24	25	26	26	24	26	28	25	26	27	30	31	32	33	35	35	33	36	35	2	0	2	2	3	3	4	4	8	16	10	16	8	8	14	0	26	14	16	23	9	8	14	14	12	10	12	18	16	16	18	12	14	28	21	21	27	28	36	30	48	33	21	30	36	48	38	19	39	41	47	48	29	45	46	47	61	48	56	46	52	58	59	49	59	58	66	64	39	59	62	68	64	73	72	72	75	72	75	75	1	1	1	1	1	1	1	2	2	1	1	2	3	1	2	1	1	1	2	1	3	2	2	1	1	1	2	1	2	3	1	3	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	3	1	1	1	1	3	1	1	2	2	2	2	2	2	1	1	3	2	2	1	2	1	2	4	1	2	2	1
20000	-488.461353391520277	-495.316841342479677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606309836505413	2	1	4	2	4	5	6	7	9	9	10	12	11	11	8	8	15	11	12	14	13	11	13	13	15	12	12	13	14	13	15	14	14	16	16	16	15	16	17	16	15	16	16	17	19	17	17	17	19	18	20	19	20	21	20	19	21	21	20	21	22	24	24	26	26	25	27	29	27	25	28	28	31	30	33	35	34	33	35	35	2	0	1	2	1	5	2	1	15	16	16	11	9	15	8	0	11	15	16	14	18	9	9	14	26	16	16	18	19	10	18	12	23	28	21	21	27	18	33	27	12	13	21	25	36	11	34	30	33	41	47	48	48	45	48	47	44	46	56	55	48	58	59	23	59	58	66	72	49	59	62	69	68	69	72	72	75	72	75	75	1	1	1	1	1	1	3	3	1	1	1	2	2	2	1	1	2	2	2	1	2	1	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	3	2	2	2	3	1	2	2	3	1	3	1	2	1	1	2	1	1	1	3	2	1	1	3	2	2	7	3	2	1	1	4	3	2	1	1	2	1	3	1	2	1	1
20500	-461.101502733410314	-467.956990684369714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570540868886988	2	1	5	3	4	6	7	8	10	10	9	12	11	12	11	8	14	13	11	15	12	12	14	13	14	13	13	16	13	12	15	15	16	14	16	16	17	16	16	18	15	17	17	19	19	18	17	17	19	17	18	20	20	18	20	19	21	21	22	22	21	24	24	26	27	24	25	28	25	26	26	29	31	29	31	35	33	33	35	36	2	0	5	2	1	2	4	7	6	16	16	16	8	15	9	0	11	15	10	15	15	15	9	15	30	16	19	34	10	16	18	26	9	18	23	21	27	34	15	41	29	20	36	29	36	30	38	29	20	41	47	44	10	36	46	47	52	46	56	55	52	58	59	33	59	58	62	69	49	59	66	64	69	64	72	68	75	72	75	77	1	1	1	1	1	3	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	4	1	1	3	1	1	2	2	1	1	3	1	1	2	2	1	2	2	1	1	1	2	2	3	1	2	2	1	1	1	4	1	1	1	1	1	2	2	1	2	2	4	2	2	1	2	3	2	1	2	2	2	2	3	1	2	2	2
21000	-473.351093118413758	-480.206581069373158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606022494776719	0	-1	4	2	4	6	6	7	9	10	11	12	10	12	11	9	15	11	10	15	13	12	12	14	14	13	15	14	14	14	15	15	16	15	15	16	16	16	16	16	16	18	17	17	19	18	18	18	19	18	19	20	20	20	19	18	21	20	22	20	21	23	24	27	25	25	25	28	25	26	28	29	30	31	33	35	34	33	36	36	2	0	1	1	2	5	4	7	7	16	16	10	8	15	9	0	11	8	16	14	9	9	9	15	16	12	29	18	19	16	18	26	18	18	21	21	29	28	18	29	10	34	21	30	36	30	38	29	23	41	56	48	48	36	30	38	44	48	56	30	52	58	59	49	59	62	62	69	49	63	66	64	68	64	69	72	75	68	77	77	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	1	3	2	2	1	2	2	1	2	1	1	2	1	3	2	1	2	2	2	1	2	3	1	1	1	1	3	3	2	2	1	2	2	1	2	1	3	2	1	1	2	3	1	2	1	1	2	3	3	1	2	1	1
