step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
10000	-428.059739640148450	-434.915227591107850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637836302054505	0	3	7	10	11	14	13	15	17	18	19	17	17	22	20	19	19	22	23	23	25	24	25	25	26	26	26	26	26	27	28	25	28	28	27	28	28	30	30	28	30	31	29	30	30	31	31	31	30	33	31	32	31	34	33	32	32	35	34	34	35	34	37	36	35	38	37	36	38	41	38	40	43	46	46	48	48	49	0	0	2	0	4	5	4	7	5	5	9	6	8	12	12	9	0	16	14	0	17	18	20	20	20	17	18	24	21	23	25	20	32	27	28	28	27	30	30	35	32	37	30	40	31	22	40	20	43	39	40	33	39	55	53	53	53	50	51	25	41	53	64	53	50	58	55	25	55	66	65	61	66	73	73	74	75	0	1	1	2	1	1	2	2	1	3	2	1	2	1	3	2	1	1	2	1	1	2	1	1	1	1	4	2	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2	2	3	2	6	1	2	2	2	1	1	2	1	1	1	3	4	2	1	1	2	1	2	2	5	2	1	2	2	2	2	1	1	2	1
10500	-406.913211145397838	-413.768699096357238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683695134251890	0	4	8	10	12	14	16	16	17	19	16	17	19	22	21	20	21	22	23	22	23	24	23	24	27	26	26	26	25	27	27	25	28	28	27	27	28	28	29	29	28	30	29	30	30	33	32	31	30	33	31	32	31	34	34	33	33	37	34	34	35	34	34	35	35	38	37	37	38	40	38	40	42	46	45	47	48	49	0	0	2	0	4	5	5	5	7	8	6	6	7	6	10	7	0	16	15	0	17	16	20	20	32	29	22	24	21	23	32	20	32	27	28	28	22	30	30	36	32	37	38	40	31	34	44	25	43	39	36	32	49	53	53	53	53	50	47	31	41	43	50	53	62	50	53	61	55	58	65	68	66	73	73	74	75	0	1	1	2	1	1	1	2	2	1	2	1	1	1	3	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2	3	1	1	2	5	1	1	2	2	1	2	1	3	3	3	1	2	1	3	3	1	2	1	2	2	2	2	2	1	2	1
11000	-426.320157692075327	-433.175645643034727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606409528444804	0	3	8	10	12	14	15	16	17	17	19	18	19	21	21	19	20	21	23	22	22	24	24	24	27	25	25	27	27	28	27	26	29	29	28	28	27	30	30	28	30	27	30	29	30	32	31	31	32	33	30	31	31	33	34	34	32	36	34	32	32	34	38	35	36	38	38	35	37	38	39	40	42	47	46	49	48	49	0	0	2	0	4	5	6	5	7	8	9	9	8	8	12	8	0	16	15	0	17	16	20	20	32	21	13	24	26	23	32	24	25	42	28	28	22	30	30	28	25	27	30	40	31	42	44	25	43	49	40	25	43	53	57	53	53	50	51	33	25	53	58	53	50	58	53	52	57	58	65	68	70	73	73	74	75	0	1	1	3	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	4	1	2	1	2	2	2	1	3	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	3	2	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1	2	4	2	1	2	2	1	2	2	1	1	1
11500	-420.013052565941450	-426.868540516900850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671593467950808	-1	0	6	10	13	13	16	15	17	18	18	18	18	22	20	20	19	22	22	22	24	24	24	24	25	27	26	27	25	27	28	28	27	29	26	27	28	29	26	29	28	30	28	28	30	32	31	31	32	33	32	30	30	33	34	33	32	35	34	35	34	34	37	33	35	37	38	37	36	40	38	40	42	46	45	48	49	49	0	0	2	0	4	4	4	5	6	7	9	7	7	12	7	7	0	16	12	0	17	16	20	20	20	29	22	35	21	39	33	25	25	27	24	35	22	30	23	44	25	34	39	36	31	34	40	41	43	43	40	32	43	53	53	53	53	43	40	32	32	64	65	53	56	65	69	60	55	71	65	61	58	73	73	74	75	0	1	1	3	1	2	2	3	2	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	4	2	3	2	1	1	1	2	1	1	1	1	1	2	3	3	2	2	1	2	1
12000	-405.787148660412811	-412.642636611372211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688232903340052	-1	3	9	10	11	13	16	16	17	18	18	17	18	22	21	21	20	19	23	22	23	25	24	25	25	27	24	27	25	28	27	28	29	28	26	27	29	30	28	29	29	30	30	30	29	32	32	30	32	33	31	32	31	33	32	34	32	37	34	35	34	34	36	34	35	37	37	36	37	39	38	40	42	47	46	49	49	50	0	0	2	0	4	5	6	6	4	12	7	6	7	12	9	18	0	9	15	0	17	16	20	20	20	29	16	35	21	23	25	35	31	22	24	35	22	30	20	36	25	22	30	40	24	42	51	25	43	38	44	33	43	53	53	55	53	50	47	61	41	55	50	54	50	49	53	52	56	66	63	61	58	73	73	74	75	0	1	1	4	1	1	1	2	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	1	3	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	3	1	2	1	1	3	2	2	2	1	1	2	2	2	1	1	2	1
12500	-448.205982167242837	-455.061470118202237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462120464045504	0	2	9	10	13	13	15	16	18	18	18	18	19	22	20	19	20	21	24	23	24	23	25	24	26	26	26	25	25	27	27	27	27	25	27	28	28	29	30	28	29	30	29	30	29	32	31	32	32	33	31	29	31	33	34	34	32	36	34	33	34	34	37	35	34	37	34	36	37	40	38	39	42	46	46	49	49	49	0	0	2	0	4	4	4	5	6	6	6	6	8	5	12	7	0	7	15	0	17	16	20	20	20	29	18	24	17	23	25	23	20	18	28	28	34	30	23	35	32	34	30	40	31	34	40	52	43	39	40	32	43	39	43	53	53	55	40	41	41	54	64	53	50	38	53	25	56	63	67	61	70	73	73	74	74	0	1	1	3	1	2	1	3	1	3	3	2	2	2	4	1	3	1	2	2	1	3	2	1	1	2	1	3	1	2	1	1	1	2	2	1	2	1	1	4	1	2	2	1	1	1	4	2	2	1	2	2	1	1	2	2	2	1	1	4	2	3	1	1	2	1	3	2	5	2	2	2	2	1	2	2	2	2	1
13000	-437.714535622409585	-444.570023573368985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584287915386022	1	2	8	10	12	13	14	16	16	18	18	16	18	22	20	19	20	21	24	23	23	23	24	25	26	25	26	26	26	26	27	25	28	28	28	27	29	29	29	30	30	29	29	29	30	32	32	31	32	33	32	32	30	33	33	33	32	37	34	34	33	35	38	34	35	38	37	36	38	40	38	40	42	45	46	48	49	50	0	0	2	0	4	5	5	5	5	9	9	5	8	9	9	9	0	16	12	0	17	16	20	20	20	21	18	32	26	23	25	20	20	16	28	28	34	30	30	25	25	27	30	24	31	34	40	33	43	43	40	33	43	57	53	53	53	50	35	25	33	55	58	53	50	58	57	52	56	63	65	68	70	73	73	74	75	0	1	1	3	1	1	1	1	2	2	1	1	3	1	3	1	1	1	1	3	1	2	3	1	1	2	2	2	1	1	2	1	2	2	3	1	1	1	1	2	2	2	2	2	3	2	2	1	2	2	2	2	2	1	1	2	2	1	2	3	4	2	1	1	2	1	1	3	1	1	1	2	2	1	1	2	2	2	1
13500	-427.881028104190705	-434.736516055150105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569765187388625	1	4	8	11	12	14	15	15	17	17	18	18	17	22	20	20	20	21	23	22	24	24	24	23	25	25	26	25	26	28	27	28	28	28	27	27	28	29	29	28	29	30	29	29	30	32	32	31	31	33	32	33	31	32	34	32	33	36	34	34	35	34	38	35	35	38	37	37	37	41	39	40	42	46	47	46	48	49	0	0	2	0	4	5	5	6	7	5	6	9	8	12	12	9	0	16	9	0	17	16	20	20	20	17	18	24	21	23	25	25	25	22	28	24	22	30	30	36	25	37	30	40	31	34	40	28	43	43	44	32	43	53	56	49	56	43	44	48	32	53	50	56	62	50	56	61	64	71	65	61	70	73	73	73	75	0	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	3	1	2	3	1	1	2	2	3	1	1	2	1	2	2	2	1	3	2	1	1	1	2	1	1	1	2	2	2	3	2	2	2	2	2	1	2	1	1	3	2	1	3	2	2	2	1	3	3	2	1	1	2	3	1	2	2	2	1	1
14000	-392.128144986352027	-398.983632937311427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725911744000864	-1	1	8	11	12	14	15	16	17	18	18	17	18	22	21	20	21	22	20	23	24	24	25	24	26	26	26	26	25	27	28	26	28	29	27	28	28	30	29	29	30	31	29	30	31	32	31	31	31	33	32	33	31	34	34	34	33	37	34	35	35	35	36	35	35	38	36	37	37	40	38	40	42	45	47	48	48	49	0	0	2	0	4	5	5	6	7	6	7	5	8	12	19	8	0	16	12	0	17	18	20	20	20	21	22	24	17	23	32	20	25	37	28	35	27	39	30	36	32	27	30	40	33	27	40	28	43	49	40	33	43	53	53	53	53	50	44	52	52	57	50	53	50	50	53	61	54	66	65	60	58	73	73	74	75	0	1	1	3	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	3	1	3	1	1	2	3	1	2	2	2	2	2	2	1	1	1	1	2	1	2	3	1	2	1	2	3	2	1	2	2	1	1
14500	-413.211715951921121	-420.067203902880522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613899359485746	0	4	8	10	12	13	15	16	16	19	18	18	18	22	22	20	20	22	24	23	24	22	25	24	26	26	26	26	25	27	27	28	28	28	27	27	28	28	29	29	29	30	30	30	30	33	31	31	31	33	30	33	31	33	34	33	33	37	35	35	34	33	36	35	35	36	35	37	36	40	39	40	42	46	46	48	48	49	0	0	2	0	4	5	5	5	6	7	6	6	8	9	12	13	0	16	15	0	17	16	20	20	20	17	16	24	17	23	25	25	25	22	28	28	16	30	30	36	25	37	38	40	31	42	40	33	43	43	40	28	43	53	53	53	53	50	40	45	25	53	50	54	50	50	53	48	54	58	65	68	66	73	73	74	75	0	1	1	1	1	1	1	1	1	1	2	4	2	2	4	2	1	1	2	1	1	2	1	1	1	1	2	3	1	2	1	1	2	2	3	1	1	3	1	2	1	2	1	1	1	2	1	1	1	1	2	1	4	1	1	1	2	1	2	2	2	5	1	2	1	1	2	2	2	1	2	2	2	3	2	2	1	1	1
15000	-396.264536067172230	-403.120024018131630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623142876707107	0	3	7	10	13	11	15	16	16	18	18	17	18	22	22	20	19	22	23	22	23	24	24	25	24	27	26	26	27	25	27	28	28	28	27	27	28	29	27	29	28	30	30	30	30	32	30	30	32	33	31	32	31	33	33	33	33	36	33	34	33	34	37	35	35	37	37	37	37	40	38	40	42	47	45	49	48	49	0	0	2	0	6	4	4	5	5	9	9	7	8	12	12	13	0	16	14	0	17	18	20	20	20	21	22	24	21	23	25	25	25	27	20	28	27	23	30	35	25	27	38	40	31	42	40	25	43	43	47	48	38	53	53	53	53	61	47	33	48	50	50	56	54	58	53	52	55	71	65	68	58	73	73	74	75	0	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	3	1	1	2	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	2	2	2	3	2	1	1	2	1
15500	-407.837743634426090	-414.693231585385490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638655108170114	0	4	6	10	13	12	15	16	17	18	19	16	18	23	22	18	20	21	24	23	24	24	24	24	25	27	25	26	26	26	27	27	28	28	27	27	28	28	29	30	29	30	29	28	30	31	32	31	32	33	32	32	31	32	34	33	33	36	35	35	34	33	38	35	34	36	38	36	37	40	38	40	43	46	45	48	48	49	0	0	2	0	6	4	5	6	7	8	9	6	8	12	12	12	0	16	14	0	17	18	20	20	20	29	18	24	21	23	20	25	25	22	28	28	27	30	30	44	31	22	30	36	31	34	40	41	38	43	44	20	39	53	53	53	53	52	47	61	45	43	58	53	43	50	57	41	62	58	65	68	70	73	73	74	75	0	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	4	1	1	2	2	2	3	2	1	2	2	1	2	2	2	3	3	1	2	2	2	2	2	1	1	2	1
16000	-431.964046483178834	-438.819534434138234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684542843974814	0	4	8	10	13	13	14	16	18	19	17	17	18	21	19	20	21	21	24	23	25	23	25	25	25	24	26	26	26	27	26	27	28	27	27	27	28	27	29	30	29	30	29	28	31	32	31	31	32	33	31	33	31	33	34	33	30	36	34	34	35	33	37	34	34	37	37	38	37	39	38	40	43	47	45	49	48	50	0	0	2	0	4	4	6	7	7	7	5	5	8	15	9	13	0	16	15	0	17	16	20	20	20	17	18	24	26	23	20	25	25	22	28	28	27	23	30	44	20	34	30	36	31	42	44	25	43	38	36	48	30	53	57	53	38	53	40	25	52	53	58	56	50	58	64	52	56	58	65	61	66	73	73	74	75	0	1	1	2	1	2	3	1	1	3	2	2	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	3	1	1	1	1	2	2	2	1	1	1	1	1	1	3	2	1	1	3	1	2	2	1	2	2	1	2	1	2	2	1	2	2	3	1	1	1	1	1	1	2	3	1	2	2	2	2	2	1	1	2	1
16500	-416.452076209041877	-423.307564160001277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675074306001967	0	3	8	10	13	14	16	15	17	18	15	18	18	23	22	19	20	22	23	23	23	24	24	25	27	26	26	26	26	27	27	25	29	28	28	26	26	29	30	28	29	28	29	30	31	33	31	31	32	33	32	33	32	33	34	33	33	36	35	33	33	34	36	35	35	38	37	38	37	40	39	41	42	44	46	47	47	50	0	0	2	0	4	4	6	5	11	5	5	7	8	15	12	13	0	16	15	0	17	18	20	20	20	21	22	24	21	23	32	20	25	22	28	24	22	30	38	36	25	22	30	40	31	42	40	25	32	43	40	41	43	49	56	53	53	43	40	25	25	56	50	53	49	58	55	61	53	71	65	41	66	73	74	74	75	0	1	1	3	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	4	2	2	2	2	1	1	1	1	3	2	3	2	1	2	2	1	1	1	2	3	1	2	4	2	1	1	2	1	1
17000	-390.725070266086391	-397.580558217045791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718053517219080	0	2	7	10	12	14	16	16	17	19	18	16	18	23	20	20	20	22	23	23	24	24	24	24	28	26	26	26	27	26	27	25	28	28	28	28	28	29	30	29	29	30	28	30	29	32	32	30	32	33	31	32	30	34	33	32	31	34	34	34	35	33	37	34	35	37	37	37	37	38	38	39	42	45	45	47	48	49	0	0	2	0	4	5	6	5	6	5	7	6	8	12	12	13	0	16	15	0	17	18	20	20	32	21	22	24	26	23	32	20	32	27	28	28	22	30	43	36	32	37	30	40	31	42	41	32	43	38	40	41	43	53	53	53	53	50	44	52	48	56	58	56	58	65	55	61	64	63	65	68	70	73	73	74	75	0	1	1	2	1	1	1	1	1	2	3	2	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1
17500	-417.111662735932725	-423.967150686892126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525004923127988	0	3	8	11	12	13	15	14	18	18	17	16	19	21	21	19	20	21	23	22	23	25	24	24	27	25	27	27	26	26	28	26	29	29	26	28	27	28	28	29	29	30	29	30	30	32	31	31	32	32	31	33	29	34	32	32	32	35	34	34	32	35	36	36	36	38	37	37	38	39	38	39	43	46	45	47	49	49	0	0	2	0	4	5	6	5	11	7	6	5	8	12	12	8	0	16	14	0	17	18	20	20	32	21	22	35	26	23	32	24	25	18	24	35	13	30	30	36	32	27	38	40	31	42	40	20	38	38	40	32	38	55	53	53	53	50	47	52	41	53	50	53	58	65	53	41	64	71	65	68	70	73	73	74	75	0	1	1	2	1	1	1	1	1	1	2	2	2	3	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	5	2	1	1	2	2	1	1	1	2	1	4	1	2	1	3	1	1	2	2	1	2	2	1	2	2	2	3	1	1	2	3	2	1	1	1	2	2	1	1	2	1
18000	-397.122738820423479	-403.978226771382879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717020395549270	0	3	6	10	12	13	16	17	17	18	18	17	18	22	22	20	20	22	21	22	23	25	24	25	27	27	25	26	26	28	28	26	29	28	28	28	27	27	30	30	30	30	29	29	30	31	31	31	31	34	32	32	31	32	33	33	32	36	34	34	34	33	37	34	35	38	37	37	36	40	38	40	41	46	44	49	49	48	0	0	2	0	4	5	6	5	5	9	9	7	8	9	12	13	0	16	12	0	17	18	20	20	32	29	18	20	21	38	32	23	25	22	28	28	27	23	30	44	35	22	38	36	31	22	36	25	43	43	40	28	43	53	53	53	53	50	51	47	33	53	50	53	50	50	55	61	56	50	65	68	58	73	73	74	75	0	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	1
18500	-452.010337614886623	-458.865825565846023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565997776237780	-2	3	7	10	12	13	14	14	17	17	18	16	18	21	21	20	20	22	23	22	23	23	24	23	24	27	27	25	25	27	26	27	28	28	27	27	28	29	29	28	28	30	30	29	31	32	31	32	31	33	32	32	31	34	34	34	32	36	34	33	34	35	37	34	34	36	35	37	36	39	39	39	41	44	44	48	47	49	0	0	2	0	4	5	5	6	6	5	7	6	8	10	12	12	0	10	12	0	17	18	20	20	20	29	22	24	21	23	25	25	24	22	28	28	27	23	41	36	25	37	39	35	31	37	44	25	43	39	44	33	38	53	53	53	53	52	47	45	33	55	50	38	48	50	53	60	54	58	65	52	70	73	73	74	75	0	1	1	2	1	1	1	1	1	1	3	2	1	2	2	2	3	1	2	3	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	3	1	1	2	2	1	1	2	3	2	3	1	3	2	2	1	2	2	2	1	2	2	1	3	1	2	3	1	2	2	2	1	1	2	3	1	2	1	2	2	1
19000	-419.022722500581494	-425.878210451540895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639773817965510	1	4	9	9	12	14	14	16	16	18	18	17	17	22	21	20	20	22	23	23	24	25	25	25	27	27	25	26	26	28	27	27	25	28	28	27	28	27	30	28	29	30	30	30	31	31	31	31	32	33	31	32	31	33	33	34	33	36	35	34	34	35	37	35	35	38	37	36	34	39	39	40	43	45	46	49	49	49	0	0	2	0	4	5	5	6	7	5	9	7	6	15	12	7	0	16	15	0	17	16	20	20	33	21	16	24	17	23	33	33	20	22	28	28	22	23	30	36	25	27	30	40	31	34	40	25	43	43	36	32	43	53	53	53	53	50	44	52	41	55	50	53	50	58	62	61	55	58	65	68	71	73	74	74	75	0	1	1	4	1	1	1	2	1	1	3	1	2	1	1	2	3	1	2	1	1	2	2	1	1	1	2	2	1	3	2	1	2	1	2	1	1	2	1	1	1	2	5	1	2	2	2	2	2	1	2	3	3	1	1	2	2	1	2	2	1	3	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1
19500	-434.483561309134984	-441.339049260094384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699458402078601	0	3	6	10	13	14	15	15	17	18	18	18	18	22	21	20	21	22	24	23	23	24	24	24	27	26	26	25	24	25	27	26	29	28	27	27	28	30	29	28	30	30	30	30	30	32	31	32	32	34	31	32	31	33	34	34	32	36	34	32	35	35	37	36	35	38	38	37	37	40	38	40	41	45	45	48	48	49	0	0	2	0	4	5	5	6	5	7	9	9	8	12	12	9	0	16	15	0	17	18	20	20	20	29	22	24	21	23	32	20	32	16	20	28	27	39	30	25	33	27	39	40	31	42	40	36	43	38	40	45	43	53	53	53	43	50	48	41	60	54	50	53	50	50	69	41	55	71	65	68	69	70	73	74	75	0	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	3	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	4	1	1	2	2	1	2	1	2	2	1
20000	-428.598639633148139	-435.454127584107539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684043733837545	0	3	9	10	13	11	15	17	16	18	17	15	18	19	21	19	21	22	23	23	23	23	24	24	26	26	26	25	26	26	28	27	28	28	28	27	28	30	29	29	30	30	29	30	31	33	31	31	32	34	32	32	30	34	33	31	32	37	33	33	31	34	37	35	36	38	38	36	37	40	39	40	42	47	46	48	49	49	0	0	2	0	6	4	6	7	5	6	9	5	8	12	9	7	0	7	14	0	17	18	20	20	20	21	22	24	21	23	25	20	25	16	28	28	22	30	30	35	24	27	30	40	31	42	40	35	38	55	40	33	43	53	53	53	56	50	44	61	33	53	50	55	50	58	53	52	62	66	65	68	70	73	70	74	75	0	1	1	3	1	1	1	2	1	1	3	1	1	1	2	2	2	1	4	3	1	1	1	1	1	2	1	2	1	2	1	1	3	1	4	2	1	3	2	2	1	3	2	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	1	3	3	2	1	1	2	1	2	3	1	2	1
20500	-442.685870797877214	-449.541358748836615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594943390044663	1	3	9	11	13	14	15	14	18	19	17	16	17	22	21	19	20	20	23	23	25	24	25	24	26	24	26	26	26	27	27	27	27	27	28	27	28	28	29	30	29	30	29	28	30	32	31	32	33	34	29	32	31	34	33	32	33	37	32	34	34	34	37	35	36	38	37	36	36	40	39	38	42	45	46	48	48	49	0	0	2	0	4	5	6	5	11	13	5	6	8	12	12	8	0	7	12	0	17	16	20	20	20	17	18	24	26	23	20	20	25	16	28	28	34	23	30	44	25	37	30	36	31	27	44	32	53	38	44	25	39	55	53	53	53	50	51	35	33	49	50	53	50	69	53	60	56	69	65	61	58	73	74	73	75	0	1	1	3	1	1	1	1	1	1	1	2	1	2	3	3	3	1	3	3	1	2	3	1	1	1	2	4	1	2	1	2	2	1	3	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	3	1	2	1	1	1	1	2	2	2	3	3	1	1	2	1	1	2	1	2	2	2	2	3	1	1	3	1	1
21000	-406.376845045253162	-413.232332996212563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631698732840079	0	4	8	10	12	14	15	14	17	18	17	17	18	22	19	19	20	21	23	22	23	23	25	23	26	24	27	25	27	27	28	27	28	28	28	27	28	28	29	28	30	30	29	29	31	32	32	31	32	33	31	32	30	33	33	32	32	37	34	33	32	35	37	36	35	37	37	35	36	40	38	40	43	46	46	49	48	50	0	0	2	0	4	5	5	5	7	11	4	7	8	12	11	11	0	16	15	0	17	18	20	20	20	21	22	24	26	23	25	25	32	22	28	28	22	23	30	36	32	34	30	40	31	42	44	31	43	43	44	33	38	53	53	53	53	55	44	41	32	56	50	53	50	65	57	61	55	63	65	68	70	73	63	74	75	0	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	1	3	1	2	2	1	1	1	1	4	2	2	1
