step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-1716.650398389945394	-1723.505886340904681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.259145361999564	-1	0	2	2	4	2	4	4	5	5	5	5	5	6	7	7	7	8	8	6	7	7	6	8	7	9	9	9	9	8	9	9	8	11	10	11	10	11	11	12	11	14	15	15	17	16	16	17	19	20	19	19	20	18	19	19	20	20	21	21	21	20	21	21	22	23	23	23	23	22	23	24	25	27	26	27	26	26	26	28	30	31	32	36	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	3	3	3	3	4	4	4	4	5	5	4	4	4	4	5	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	7	6	8	8	8	9	9	9	9	10	11	10	10	11	10	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	13	13	14	14	14	14	14	14	15	16	16	17	19
500	-751.396056335060734	-758.251544286020135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.234436927646493	-1	1	3	1	5	3	4	4	6	4	5	4	5	6	5	7	7	8	8	6	8	8	5	8	7	9	9	10	10	7	8	9	8	12	10	11	9	11	12	12	8	14	15	15	14	16	14	17	20	20	19	19	21	19	18	19	20	21	21	22	21	20	18	21	22	24	23	24	23	23	23	24	26	27	24	26	27	26	27	29	31	31	32	37	0	1	1	1	3	1	3	1	1	1	10	3	1	23	6	10	8	23	16	6	12	4	7	14	20	5	10	17	18	10	7	19	9	20	13	37	13	23	19	23	8	21	17	8	6	0	0	43	47	11	21	37	42	45	17	45	41	45	37	42	55	41	41	42	47	63	9	21	50	45	45	41	26	41	45	33	41	41	45	53	21	0	49	65	1	1	2	1	1	2	1	2	3	2	1	1	3	1	1	1	2	1	1	2	2	4	1	1	1	3	2	1	2	2	3	1	1	3	2	1	3	3	2	4	3	2	4	5	5	1	1	1	4	8	5	6	4	4	6	3	9	4	7	5	2	6	6	6	6	2	8	8	2	5	5	9	11	9	6	10	12	8	9	6	13	1	8	13
1000	-626.027803482057038	-632.883291433016439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412503662282244	-1	1	3	2	4	2	4	4	5	5	6	4	6	6	7	7	7	8	9	6	8	7	7	8	6	9	9	10	10	8	10	9	7	12	10	12	11	12	11	12	11	13	15	15	18	17	15	16	20	20	19	20	20	15	17	18	20	20	22	22	21	21	21	21	22	23	22	23	22	23	22	24	24	27	26	27	27	25	27	28	30	32	33	37	0	1	1	1	2	1	6	6	6	3	6	4	3	5	10	3	1	23	16	8	13	12	14	14	1	6	17	17	18	15	25	21	12	26	7	30	26	24	25	23	26	33	25	4	41	0	0	44	47	41	12	54	45	1	17	55	42	45	48	61	45	51	50	50	47	56	58	62	50	42	42	54	48	70	55	68	42	53	54	78	54	0	54	49	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	4	1	1	1	2	2	1	1	4	3	1	1	1	1	1	1	2	1	2	3	1	2	3	2	1	4	4	5	3	1	1	1	3	3	7	3	1	9	4	1	4	1	3	1	2	2	1	1	3	2	1	1	1	5	4	6	5	2	5	2	8	4	8	2	8	1	7	9
1500	-583.467982248734302	-590.323470199693702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491498986409954	-1	1	2	1	3	3	5	3	3	6	5	4	5	6	7	7	7	8	7	5	6	8	7	9	7	8	10	8	10	8	8	9	9	10	10	9	10	12	11	13	11	14	15	15	17	15	16	16	19	20	19	18	20	18	18	20	19	21	22	19	21	20	20	21	22	22	23	23	24	22	23	24	25	27	27	27	27	26	25	28	30	31	31	35	0	1	1	1	2	4	1	3	1	6	6	4	6	5	13	4	11	23	8	9	7	12	14	14	8	11	15	19	18	8	19	17	21	9	9	16	11	24	32	38	21	41	26	26	16	0	0	37	47	42	42	48	45	42	42	45	45	51	52	45	41	54	55	54	47	45	54	50	63	57	54	68	52	66	58	72	71	68	57	68	78	0	65	65	1	1	2	1	1	1	3	1	2	2	1	1	2	2	1	3	1	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	4	3	1	2	2	2	1	2	2	3	3	5	1	1	2	2	5	2	1	2	3	1	1	1	1	2	1	5	1	1	2	3	2	3	2	3	2	3	1	3	2	3	1	3	2	3	2	3	1	5	9
2000	-631.448174066333308	-638.303662017292709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458982853134847	-1	1	2	3	4	3	4	4	5	6	6	5	4	5	8	6	6	8	8	6	8	7	6	9	8	8	10	9	10	7	10	9	8	9	10	12	11	11	11	12	9	14	15	15	18	16	16	17	19	18	19	19	20	17	20	20	20	19	21	22	22	20	21	21	23	24	24	22	23	22	23	24	26	27	23	27	26	26	25	28	30	31	32	36	0	1	1	1	4	3	3	6	6	9	9	13	6	2	4	3	6	14	11	8	7	12	14	14	30	6	15	10	24	17	9	10	12	13	6	3	32	14	19	24	33	41	30	32	12	0	0	43	47	42	54	32	54	33	45	50	45	42	43	51	51	45	45	57	49	45	58	54	54	64	63	62	59	56	45	78	55	62	70	68	76	0	65	65	1	1	2	2	1	1	1	1	1	1	1	1	1	2	3	3	1	2	1	1	2	1	1	2	1	3	1	1	1	1	2	2	2	2	3	4	1	3	3	2	1	3	2	3	7	1	1	2	2	2	1	6	2	5	1	1	1	2	3	2	2	1	2	1	2	3	3	2	3	1	1	2	3	3	3	1	3	3	2	3	1	1	5	9
2500	-538.641799433471988	-545.497287384431388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643819821174860	-1	1	2	2	4	1	5	4	6	6	5	5	5	4	7	7	7	8	8	6	7	7	6	9	8	9	9	9	10	8	9	10	8	11	9	11	10	12	10	12	11	11	15	16	18	17	17	17	19	20	19	19	19	18	20	19	20	21	21	20	22	21	21	21	22	24	22	23	23	22	22	23	25	27	23	27	27	25	26	28	31	32	32	37	0	1	1	1	2	1	1	4	8	13	6	6	3	2	13	13	3	23	7	7	12	12	14	14	13	16	16	7	24	7	7	16	21	28	19	8	19	24	16	24	3	33	37	37	33	0	0	44	47	42	41	48	45	42	54	45	54	45	52	51	51	45	55	50	49	56	51	62	63	50	55	62	52	66	58	78	63	72	70	76	80	0	49	83	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	2	2	2	1	1	2	2	3	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	5	2	2	2	5	1	1	1	2	3	3	1	1	3	1	1	1	2	1	1	2	2	1	1	2	3	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	4	4
3000	-509.758023520670918	-516.613511471630318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666917196259491	0	1	3	3	3	2	4	4	6	5	5	5	4	4	7	7	8	7	8	7	7	7	6	8	7	8	9	10	8	8	9	9	8	11	10	11	10	11	12	12	12	15	14	16	17	15	16	16	19	20	19	17	19	19	19	20	18	20	21	22	21	20	22	20	21	22	23	23	23	23	23	24	25	27	26	27	25	26	25	28	31	31	31	36	0	1	1	1	2	1	6	6	7	4	7	6	1	5	13	9	10	23	8	3	3	3	14	14	13	3	15	17	18	25	10	19	21	19	30	30	19	14	8	24	33	41	37	37	42	0	0	43	47	42	41	48	41	45	42	57	41	51	52	51	57	45	55	57	49	56	58	62	63	64	55	68	59	66	67	72	63	72	70	76	80	0	49	82	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	3	1	1	1	1	2	1	1	2	2	1	1	3	4	3	2	2	2	2	1	1	1	1	2	2	3	1	4	1	1	1	3	1	2	2	1	1	2	1	2	1	2	2	1	2	2	1	2	3	1	2	2	1	1	1	2	1	4	3
3500	-518.946991798672570	-525.802479749631971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605034611239310	-1	1	2	3	4	3	4	4	6	5	5	4	5	6	7	7	7	9	7	6	7	7	7	8	6	8	9	9	10	8	9	9	9	11	10	9	11	11	11	12	11	15	15	15	17	17	17	17	20	21	18	19	19	18	19	19	19	21	22	21	22	21	21	22	23	23	24	23	23	21	22	24	26	25	26	28	27	27	26	28	31	30	32	36	0	1	1	1	2	3	1	1	13	8	6	3	6	5	4	11	6	14	3	7	12	12	14	14	7	6	15	16	14	25	19	17	21	35	19	9	26	24	17	24	7	33	37	37	42	0	0	43	47	45	45	48	42	41	41	54	54	51	48	51	51	53	53	57	49	56	58	62	55	57	55	68	59	66	67	62	69	53	70	62	80	0	49	83	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	1	1	3	1	2	1	1	1	2	2	2	2	2	2	4	3	2	2	1	1	1	1	2	2	1	1	2	3	5	1	1	1	3	2	2	1	1	2	1	2	2	1	2	1	1	1	2	1	2	4	2	4	2	4	2	1	5	1
4000	-550.222265325571129	-557.077753276530530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650760521674235	-1	0	3	1	4	3	4	2	4	6	6	5	5	5	7	6	8	8	7	6	7	8	6	7	7	9	10	8	10	9	10	9	8	11	10	12	11	10	10	12	11	14	15	14	18	16	15	18	19	19	19	19	20	17	19	19	21	20	22	21	21	21	20	18	22	24	23	23	22	22	23	24	26	26	24	26	26	27	26	29	30	32	32	37	0	1	4	1	2	4	3	1	6	7	13	8	6	5	3	6	11	23	3	3	12	6	14	14	13	16	7	20	18	25	19	11	19	8	15	30	26	24	6	24	21	41	37	26	42	0	0	44	47	54	42	48	54	42	54	54	50	45	48	51	42	45	50	42	49	56	58	62	63	64	55	62	59	66	58	62	69	72	70	76	62	0	49	83	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	4	1	1	1	2	1	1	5	2	2	1	2	3	1	2	2	2	3	2	1	1	2	2	2	4	1	2	1	1	1	1	1	3	1	3	2	1	2	1	2	2	1	1	2	2	1	2	1	3	2	3	1	3	2	4	1	6	3
4500	-522.561006458976067	-529.416494409935467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580602473246938	-1	0	2	2	4	0	2	4	6	5	5	6	6	5	7	7	8	7	8	4	7	7	7	8	8	9	10	9	9	9	9	9	8	10	10	11	11	9	10	13	11	14	15	15	17	16	16	17	18	19	19	19	19	17	19	18	19	21	21	22	21	20	21	21	22	23	24	24	22	22	23	24	24	25	25	26	27	26	27	28	31	31	33	34	0	1	6	1	2	1	6	4	3	20	7	8	8	5	20	13	11	14	3	1	4	12	14	14	8	17	15	17	18	25	17	11	21	25	13	17	17	23	32	38	33	33	8	37	5	0	0	44	47	45	54	48	54	42	42	42	42	45	48	42	50	53	55	45	47	50	58	53	55	64	55	62	52	66	60	72	69	68	64	76	80	0	65	83	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	2	2	3	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	2	2	3	5	2	5	1	1	1	1	2	1	1	1	1	2	2	3	2	2	4	2	1	1	2	3	3	2	3	2	1	2	2	2	1	2	1	3	1	3	1	2	1	6	1
