step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
11500	-184.560849199176943	-183.098767114658074	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.919284020209414	3	2	5	4	4	6	6	7	6	7	7	9	12	9	8	11	8	12	11	9	13	11	11	11	15	11	13	14	15	13	15	17	17	16	19	17	18	20	20	20	21	22	23	22	23	24	24	24	25	25	23	23	23	26	25	25	26	25	26	27	25	26	26	27	27	30	32	35	38	2	0	1	2	2	5	1	6	4	3	3	10	17	15	7	10	7	17	20	15	24	17	14	20	23	12	22	23	24	23	21	28	29	29	36	31	34	31	37	37	38	40	38	38	42	44	44	52	53	45	41	42	35	46	45	51	46	35	44	47	46	46	49	59	58	65	66	67	68	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
12000	-211.668992408285902	-210.206910323767033	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.799126113373981	4	1	3	4	4	6	4	5	6	8	8	10	11	9	8	9	8	12	7	9	12	10	13	10	15	11	13	15	15	14	15	14	17	17	20	17	18	19	20	19	21	23	21	21	23	23	25	23	24	23	23	25	23	25	26	25	26	26	27	26	26	27	27	28	28	30	31	34	38	2	0	2	3	2	4	3	3	4	5	9	4	14	11	5	9	9	19	7	10	13	6	24	17	17	11	26	32	18	21	27	12	23	28	40	29	34	37	38	37	40	41	38	38	44	37	51	43	50	39	39	51	39	42	48	46	49	48	55	48	42	48	47	60	46	47	65	67	68	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1
12500	-177.470624948670917	-176.008542864152048	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.907113262197287	3	2	5	3	4	5	5	6	7	6	8	11	11	9	8	10	10	12	8	11	13	12	13	10	14	10	13	14	15	14	15	16	14	17	19	18	16	19	21	20	21	24	22	23	24	23	24	24	22	25	22	24	24	25	25	26	27	23	25	26	26	24	26	27	28	28	31	33	36	2	0	4	2	1	4	1	5	3	5	10	19	14	19	10	14	14	16	8	14	12	16	13	14	21	15	16	23	23	22	28	28	22	32	37	31	29	36	38	36	40	41	41	39	49	41	41	46	40	43	40	39	43	49	41	45	62	41	49	53	44	51	62	61	55	57	65	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-182.613460828696986	-181.151378744178118	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.931957554588485	3	1	4	2	4	6	6	5	6	8	7	11	10	9	8	9	9	11	11	10	11	10	12	12	14	12	13	14	15	13	16	16	15	18	19	18	19	19	21	21	21	23	22	23	23	24	24	23	24	26	24	24	24	27	26	24	27	26	26	26	25	26	25	28	27	30	30	34	36	2	0	1	2	2	5	5	5	5	7	9	22	7	1	6	11	9	20	17	16	9	15	20	21	23	17	18	26	28	22	28	33	27	26	36	32	31	32	37	37	38	41	39	39	35	43	41	39	43	49	39	43	43	61	49	39	56	47	44	45	52	52	53	43	56	64	65	66	68	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
13500	-179.399821605730665	-177.937739521211796	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.928951995940689	3	2	5	4	3	5	5	6	5	8	7	11	11	9	9	11	10	12	11	10	13	11	12	11	14	11	13	14	16	13	15	15	17	17	18	18	18	19	20	20	22	22	21	22	22	21	25	23	23	25	23	25	24	27	25	25	27	26	26	26	27	26	26	28	28	30	31	34	37	2	0	5	2	2	5	5	5	5	3	4	17	14	10	10	15	14	19	14	9	17	14	17	17	23	14	23	12	28	22	27	19	31	31	34	33	33	34	35	36	36	39	40	40	43	38	48	40	42	49	39	51	48	55	49	43	55	42	53	45	59	53	52	55	58	57	65	59	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1
14000	-194.204465650734619	-192.742383566215750	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.847015172069602	3	2	4	3	4	6	5	6	7	9	7	10	11	8	9	11	9	9	10	11	13	11	13	12	14	10	13	14	15	13	16	16	15	17	19	17	19	19	21	20	21	22	22	21	23	23	25	24	25	24	21	24	23	26	25	26	26	25	25	26	26	24	26	25	25	30	32	35	37	2	0	4	2	2	3	1	3	7	11	7	11	19	6	9	10	8	11	17	17	20	11	16	15	13	8	17	24	30	19	29	22	27	31	34	29	32	32	38	38	36	51	37	37	41	31	62	46	53	53	38	53	43	64	52	50	64	53	46	50	45	43	62	62	43	47	66	66	68	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1
14500	-165.138657535044359	-163.676575450525490	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938192734027813	4	2	5	4	5	5	6	6	6	7	8	9	11	9	8	10	9	12	8	10	12	11	12	12	14	11	13	14	16	15	15	16	16	18	18	18	17	18	20	20	21	24	22	21	23	23	24	22	24	25	23	24	23	27	25	25	27	27	25	27	25	26	26	27	27	31	32	34	36	2	0	4	2	1	1	3	1	6	4	9	8	12	15	8	12	7	11	8	10	20	14	13	20	24	16	23	27	31	18	27	31	25	32	37	29	29	32	35	36	38	45	44	38	41	44	43	39	40	51	41	51	48	62	51	42	50	61	47	50	53	52	52	47	56	65	65	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
15000	-161.802834339616680	-160.340752255097811	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.986070240830289	3	2	5	3	4	5	4	5	6	7	7	10	10	9	8	11	10	12	10	10	13	12	11	11	14	12	14	14	15	14	16	16	17	16	20	18	18	20	19	20	22	24	21	23	24	22	24	23	24	25	22	24	24	27	26	25	25	25	27	26	27	26	27	28	27	29	31	33	37	2	0	4	2	4	4	2	1	6	8	4	11	8	10	10	14	15	19	14	11	24	12	20	19	22	16	12	18	21	26	29	29	32	29	37	34	34	37	37	37	40	41	39	41	41	35	51	51	51	49	39	48	46	56	47	44	52	44	49	46	56	49	56	60	47	59	66	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-185.496337927828250	-184.034255843309381	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.904609922894778	3	1	5	3	3	6	4	6	7	8	7	10	11	9	9	11	7	12	10	10	11	12	13	12	14	12	13	14	16	13	15	17	15	17	18	18	17	19	21	20	21	23	22	22	22	23	23	24	24	25	24	24	25	25	24	25	26	26	25	26	26	27	27	27	26	29	31	34	37	2	0	4	2	2	1	2	4	2	6	6	10	19	11	6	14	3	20	8	8	19	19	16	21	18	14	13	18	21	14	25	31	23	33	31	33	33	36	38	38	38	44	41	35	38	43	39	43	43	45	45	42	42	45	40	47	48	56	55	52	55	59	57	59	43	64	66	66	68	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1
16000	-177.361018241120433	-175.898936156601565	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912445255894206	3	2	4	4	4	5	6	6	5	7	6	9	8	9	8	10	8	10	10	10	12	12	13	11	13	12	13	15	15	14	16	15	15	18	20	19	17	19	21	21	22	23	23	20	23	22	23	21	24	25	23	22	25	27	24	26	26	27	27	27	26	26	26	27	27	29	31	34	37	2	0	2	2	1	3	3	5	3	9	1	10	8	13	10	11	11	15	13	17	14	18	19	12	26	12	18	26	21	24	32	30	23	37	34	31	33	37	44	36	48	40	52	34	40	44	44	38	40	51	40	39	43	63	52	45	45	50	63	61	50	49	45	53	57	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-220.368175245519012	-218.906093161000143	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.783749137222644	3	1	4	3	4	6	5	6	7	9	7	8	12	10	8	10	9	12	11	11	10	10	12	11	14	12	14	14	16	15	16	17	16	18	20	19	18	19	21	20	21	22	23	21	23	23	24	24	25	25	23	23	24	27	25	25	27	27	26	24	27	25	26	28	27	28	31	34	37	2	0	2	2	2	1	1	5	7	6	7	11	19	7	6	17	8	16	10	21	17	12	20	1	18	20	13	17	28	27	25	26	27	33	31	32	29	32	36	34	36	29	41	29	42	36	39	42	45	41	35	41	42	62	43	52	48	50	60	52	47	51	46	45	46	46	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	3	1	1	1
17000	-207.854590811497076	-206.392508726978207	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.920993345842813	3	2	5	3	5	6	5	7	6	9	7	9	11	9	8	8	10	11	11	11	11	9	13	12	13	11	13	13	15	13	15	17	15	17	20	18	19	19	20	21	22	24	23	22	24	23	25	24	23	24	24	23	24	26	25	26	26	26	25	27	26	25	26	28	26	30	30	32	35	2	0	1	2	1	3	4	5	3	6	7	8	22	11	8	5	3	17	15	22	15	9	13	14	20	22	18	19	24	18	27	29	13	33	33	25	29	36	37	37	37	40	41	35	41	40	45	44	44	40	44	38	41	45	43	42	43	50	53	50	52	46	43	58	59	64	63	57	68	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
17500	-206.443873430898549	-204.981791346379680	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.830659834455652	4	2	4	4	5	4	6	6	6	8	7	11	11	8	8	9	9	11	11	11	12	12	12	11	14	11	14	13	14	15	15	16	17	18	20	16	18	20	19	20	21	23	21	22	23	24	25	23	24	25	23	24	24	25	25	26	26	26	27	25	26	23	26	27	25	30	28	35	37	2	0	2	2	4	2	4	3	4	5	8	16	16	7	8	7	7	7	10	5	16	16	13	8	22	11	22	17	13	18	13	31	27	32	33	31	32	34	33	34	39	33	34	43	44	44	46	35	44	48	38	45	62	52	62	46	53	42	61	42	54	38	54	52	45	47	52	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
18000	-173.695824622139781	-172.233742537620913	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.954324754669080	4	2	5	3	4	5	5	7	6	8	8	10	12	9	8	9	9	12	10	11	13	11	12	12	14	12	13	14	12	15	15	15	16	17	19	18	18	19	20	21	22	22	22	22	24	24	24	24	21	26	23	23	24	26	25	25	27	26	27	26	27	27	27	27	27	30	32	35	37	2	0	2	2	2	4	5	6	7	9	9	8	19	9	9	8	15	16	10	16	26	16	17	14	24	19	18	27	16	21	25	21	26	21	36	30	33	34	37	35	49	40	38	35	44	44	44	41	35	46	41	43	44	46	41	52	55	42	58	46	50	50	46	55	54	58	66	67	68	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
18500	-160.551348149622271	-159.089266065103402	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.964355817820332	2	1	5	3	4	5	4	6	6	7	7	10	12	10	8	10	9	11	10	10	12	11	12	12	14	11	14	14	14	15	15	16	17	16	20	18	19	19	20	21	21	22	23	22	22	23	24	23	25	25	23	24	25	26	23	25	26	26	25	25	26	26	27	27	25	30	32	34	36	2	0	5	2	1	4	4	3	7	3	6	11	16	10	11	15	15	16	17	10	16	17	14	26	13	17	26	26	24	29	13	27	27	13	30	32	34	33	36	39	38	39	35	37	39	41	42	40	42	55	44	42	48	50	42	47	59	48	47	47	49	47	62	59	48	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-183.077642498800117	-181.615560414281248	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.871284116669552	4	2	5	4	4	5	6	7	7	8	7	11	9	7	9	10	9	9	10	9	11	11	12	10	14	11	13	14	15	15	15	15	15	17	19	17	19	19	20	20	21	23	22	23	24	22	22	23	24	25	23	24	24	26	24	25	25	26	26	26	26	27	25	27	26	29	32	35	37	2	0	5	2	2	2	1	1	3	8	5	17	14	4	14	15	9	10	20	11	11	15	22	10	23	18	26	23	27	27	23	25	22	29	34	32	36	30	31	37	35	43	40	35	46	38	41	41	43	52	47	40	44	57	46	42	49	63	45	51	57	58	44	63	56	54	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
19500	-197.545132974567167	-196.083050890048298	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.811231568999224	3	2	4	3	4	6	6	7	7	9	8	10	10	8	8	9	8	11	10	9	12	11	13	10	14	11	12	15	16	13	15	16	16	18	19	18	19	18	20	20	20	24	22	22	24	24	24	22	25	25	23	25	24	26	25	25	27	27	27	26	27	27	26	27	27	30	31	35	37	2	0	2	2	2	5	5	6	6	14	9	11	17	8	3	7	6	16	10	8	12	10	22	16	21	10	19	6	23	18	23	31	31	28	32	32	34	32	34	38	27	51	40	36	43	51	44	34	53	47	48	51	44	53	47	53	45	55	63	45	52	55	44	55	55	58	66	67	67	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2
20000	-173.466778256044734	-172.004696171525865	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969176834452002	4	2	3	3	4	5	5	6	6	8	8	10	11	8	8	9	9	11	10	11	12	11	13	11	13	11	13	14	15	13	13	15	15	15	20	18	19	17	20	20	21	23	22	21	23	23	23	23	25	24	23	24	25	26	26	25	27	26	23	26	27	26	25	28	27	28	31	34	37	4	0	2	2	4	3	3	1	3	9	9	11	16	8	7	14	10	17	10	17	16	19	21	17	13	19	20	30	28	21	18	23	31	23	36	29	38	29	38	37	37	41	37	37	44	41	39	44	51	47	40	41	52	49	51	42	50	51	40	63	52	56	43	57	46	58	66	67	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-176.231171173045510	-174.769089088526641	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984291019146269	4	1	4	3	5	5	5	6	7	8	6	11	12	10	8	9	8	11	10	10	12	11	10	11	14	10	13	14	16	13	15	16	17	16	19	18	18	20	21	20	22	24	22	22	23	22	24	22	24	25	24	23	24	26	22	26	24	27	27	25	24	26	27	28	27	30	31	34	38	4	0	2	2	4	4	4	7	7	11	1	14	22	10	5	15	7	14	11	17	26	14	17	16	26	15	12	13	31	18	30	30	31	25	33	30	31	37	40	32	38	52	36	39	38	39	41	38	48	45	45	41	45	60	35	60	55	60	56	45	48	61	56	56	62	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-161.659440882402038	-160.197358797883169	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.988162110564811	3	2	4	4	4	5	6	6	7	8	7	10	11	10	8	10	8	12	9	11	13	11	12	11	13	11	13	14	16	14	15	16	17	16	18	18	18	20	19	20	20	23	22	21	23	22	24	23	25	25	23	25	24	26	25	24	26	27	27	25	25	24	26	27	27	30	31	34	36	2	0	1	2	2	4	5	4	6	9	6	7	19	10	1	15	11	26	9	14	13	15	24	12	13	15	24	22	25	13	21	31	32	28	29	33	33	33	34	33	37	46	40	41	43	39	48	43	43	62	44	42	46	56	45	43	49	63	57	42	47	43	55	52	57	65	59	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-182.343110028605793	-180.881027944086924	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.859734404736543	3	2	4	3	5	4	6	7	7	9	7	9	11	8	7	10	9	11	10	10	12	11	12	11	12	10	13	14	15	13	16	16	17	16	20	18	18	19	21	20	22	24	23	22	23	23	24	23	24	25	24	25	24	25	25	24	26	27	26	25	26	27	27	27	27	30	32	34	35	2	0	2	2	4	2	3	5	7	11	7	8	20	11	7	9	11	19	12	14	10	10	26	10	16	12	19	18	30	22	20	23	29	28	36	29	33	31	37	37	36	43	35	35	44	36	45	41	44	56	48	45	41	48	48	35	50	50	54	48	50	42	52	59	48	62	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
22000	-186.269261559363713	-184.807179474844844	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.909805088095786	3	1	5	3	4	4	6	7	5	7	7	10	11	9	9	10	9	11	9	10	12	12	12	11	14	10	14	14	15	14	14	15	17	17	20	18	17	19	20	20	22	24	21	21	23	23	23	23	25	25	22	24	24	26	26	26	26	26	24	27	25	26	27	27	24	30	32	34	37	2	0	5	2	1	1	5	9	4	1	3	19	12	11	10	7	11	17	11	17	13	17	16	19	13	17	16	12	31	22	21	28	32	32	38	29	32	37	37	36	40	44	40	39	51	35	38	44	45	48	40	45	41	52	50	47	52	51	44	50	46	59	55	52	38	64	56	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	1	1
22500	-171.584465700157892	-170.122383615639023	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.963860249844664	3	1	4	4	3	5	5	7	7	8	7	10	12	9	8	10	9	12	10	11	12	12	13	11	14	11	13	14	16	15	16	16	16	17	20	19	18	19	20	21	22	24	20	22	22	24	24	23	24	24	23	22	23	26	24	25	26	26	24	26	26	26	27	27	25	30	32	35	37	2	0	5	5	2	3	4	7	1	4	6	9	16	10	7	14	9	12	15	6	15	12	21	14	13	14	21	21	25	20	30	25	25	32	37	32	33	34	34	36	39	48	37	38	35	51	40	41	44	52	45	43	45	49	44	53	42	59	40	55	53	65	56	56	48	64	66	67	68	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-186.074700200405090	-184.612618115886221	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.857542073653498	3	2	5	3	4	5	5	6	6	9	7	10	10	8	8	10	9	12	10	11	13	12	13	11	15	12	14	14	15	15	15	16	16	17	20	18	18	18	19	20	20	23	22	21	24	22	23	23	24	25	22	25	24	26	25	24	27	27	25	27	25	26	27	27	27	30	32	34	36	2	0	1	2	2	4	4	6	6	3	7	15	14	6	6	17	11	19	14	17	22	12	20	14	21	12	18	18	24	24	26	27	28	28	38	21	25	25	38	37	37	46	41	40	46	35	44	35	47	47	39	46	44	42	45	46	50	52	48	61	35	44	62	56	56	63	60	67	68	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
23500	-171.739272704242381	-170.277190619723513	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.901782960653505	3	1	3	3	4	5	5	6	6	8	7	11	12	9	8	11	10	10	9	10	11	11	12	12	15	11	13	14	15	14	15	15	17	18	20	19	18	20	18	20	21	23	22	22	24	24	25	22	24	25	22	24	23	25	26	25	26	27	26	24	26	27	26	28	27	30	31	34	37	2	0	2	2	1	1	4	1	1	6	7	17	17	11	8	14	15	15	11	14	19	19	12	17	30	18	16	16	17	23	13	28	31	23	37	32	33	34	32	37	33	44	38	38	42	48	45	40	51	42	35	48	51	45	46	42	50	54	43	48	46	42	46	65	63	65	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
24000	-191.356651093177447	-189.894569008658578	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938335683091121	3	2	3	4	4	5	5	7	7	9	7	10	12	9	8	8	9	12	11	10	13	11	11	11	14	12	13	13	15	14	16	17	16	17	19	18	18	20	20	21	21	23	23	23	23	24	24	21	24	25	21	24	24	26	25	25	27	27	25	25	26	26	23	28	27	30	31	34	37	2	0	2	1	3	5	3	7	7	8	6	14	12	11	9	1	8	10	17	16	26	11	20	16	23	12	23	22	27	23	28	28	21	31	36	33	33	36	36	38	36	41	36	48	38	51	42	39	43	63	37	39	45	46	45	63	49	60	45	47	49	47	39	58	54	58	47	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1
