step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17
13000	-94.857281577719561	-101.712769528678933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673124296873467	3	5	5	8	9	9	10	11	11	13	11	14	13	16	16	24	29	0	1	1	0	3	4	2	3	5	8	6	4	8	12	6	12	16	1	1	1	1	2	1	2	3	1	2	2	3	1	1	3	4	3
13500	-99.758578941275957	-106.614066892235329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450030186267361	2	4	6	8	8	9	9	11	12	11	11	15	12	14	15	23	28	0	1	1	0	3	4	2	1	8	5	6	14	5	11	11	15	16	1	1	2	1	2	1	3	5	1	2	1	1	3	1	2	2	2
14000	-105.189094486531246	-112.044582437490618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521572991736531	3	6	7	8	7	10	11	10	12	10	12	14	12	15	16	21	28	0	1	1	0	1	4	2	3	3	5	6	11	5	11	14	14	16	1	1	3	1	2	2	4	2	2	2	1	1	3	2	1	3	4
14500	-102.124289152428588	-108.979777103387960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422560947447292	3	5	6	8	8	10	11	10	11	13	9	11	14	14	16	24	27	0	1	1	0	3	11	2	5	3	9	4	11	3	11	11	15	16	1	1	1	1	1	1	3	1	4	1	1	2	3	2	3	5	2
15000	-93.721933245181930	-100.577421196141302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573933812254131	3	5	5	8	8	10	10	10	12	13	9	14	13	16	17	22	28	0	1	1	0	1	11	2	3	8	8	4	6	8	12	12	15	16	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	3	3
15500	-90.367898391972403	-97.223386342931775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671976572134588	3	5	7	7	8	9	9	11	11	12	11	15	13	15	17	23	28	0	1	1	0	1	4	2	5	3	5	6	11	5	6	14	14	16	1	1	2	1	2	1	2	1	3	2	1	2	2	2	1	4	2
16000	-89.603764349169239	-96.459252300128611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652628189792224	4	6	6	7	8	9	10	11	11	12	11	14	12	15	17	24	28	0	1	1	0	3	4	2	5	5	9	4	11	8	11	14	14	16	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	3	2
16500	-85.925184873135976	-92.780672824095348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598394130204691	3	5	5	8	9	9	10	11	11	11	11	14	13	15	17	24	28	0	1	1	0	3	4	2	5	5	5	6	6	8	11	14	14	16	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	4	2
17000	-104.181013246427497	-111.036501197386869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422648431386880	2	5	7	7	9	9	10	10	11	13	11	15	12	14	16	23	28	0	1	2	0	3	4	2	1	5	8	6	11	3	4	12	12	16	1	2	1	1	2	2	3	4	1	1	1	2	3	2	1	4	2
17500	-96.735383865488444	-103.590871816447816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482430607080203	3	6	7	8	9	9	11	11	12	11	11	14	12	15	16	23	29	0	1	1	0	3	4	2	1	10	3	6	4	5	6	6	14	16	1	2	2	1	1	1	2	5	1	3	1	3	1	3	2	4	3
18000	-87.513796105267886	-94.369284056227258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685414784888725	4	6	6	8	8	10	11	11	11	12	12	14	14	16	16	23	28	0	1	1	0	3	4	2	3	5	8	6	11	8	6	6	15	16	1	1	1	1	1	1	2	2	2	1	1	1	1	3	3	4	2
18500	-91.508575295225654	-98.364063246185026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515638879319247	4	6	6	8	8	10	10	11	10	13	12	14	13	16	15	23	28	0	1	1	0	3	4	2	3	5	9	6	6	8	4	4	14	16	1	1	1	1	1	1	2	2	1	1	1	2	2	4	3	4	2
19000	-101.031355674391136	-107.886843625350508	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485389650546770	3	6	7	7	8	9	8	10	10	10	11	14	12	15	14	21	28	0	1	1	0	3	4	2	5	3	3	6	6	5	6	11	14	16	1	1	2	1	1	1	2	1	1	2	1	2	2	3	2	4	3
19500	-90.912592133269172	-97.768080084228544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468408140815315	4	5	6	8	7	9	10	11	11	12	10	14	14	14	16	23	27	0	1	1	0	3	4	2	5	5	9	6	6	8	6	11	12	16	1	1	1	1	1	1	2	2	2	1	1	3	2	2	2	4	2
20000	-95.646955463479856	-102.502443414439227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568917631477729	3	6	5	8	8	10	11	12	12	12	12	13	13	14	16	23	28	0	3	1	0	3	4	2	5	5	5	4	6	8	6	12	15	16	1	1	1	1	2	1	2	2	2	2	3	2	1	2	2	5	2
20500	-101.797085391833718	-108.652573342793090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348569769002123	3	5	6	7	8	9	10	11	11	12	10	15	10	13	15	22	27	0	1	1	0	1	4	2	5	5	9	6	6	3	11	14	14	16	1	1	2	1	3	1	2	2	2	1	1	2	2	1	1	4	2
21000	-88.896195657835875	-95.751683608795247	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472126629965859	3	4	7	7	7	9	10	10	12	11	11	14	13	14	16	23	29	0	1	1	0	1	4	2	3	10	5	6	11	8	11	6	15	16	1	1	2	1	2	1	3	1	1	2	1	1	2	2	3	3	3
21500	-104.143485674006897	-110.998973624966268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513913254024381	3	5	6	7	9	9	9	11	9	12	11	13	13	16	16	24	28	0	1	1	0	3	4	2	5	3	5	6	4	5	4	11	14	16	1	1	1	1	2	2	2	2	1	2	1	4	2	3	3	4	3
22000	-97.432156933974085	-104.287644884933457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596377987635616	3	5	7	8	8	10	9	11	11	12	11	15	14	15	16	23	27	0	1	1	0	1	4	2	5	5	9	6	6	3	11	12	15	16	1	1	2	1	2	2	2	1	1	1	1	2	3	2	1	5	2
22500	-97.908193499626378	-104.763681450585750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512513549285590	4	6	7	8	9	9	9	11	10	10	11	14	14	16	17	23	29	0	1	1	0	1	4	2	5	3	3	4	6	8	6	6	14	16	1	1	2	1	2	1	1	1	2	1	2	3	2	3	3	2	3
23000	-91.432352923259799	-98.287840874219171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575822982387998	3	5	5	8	8	9	9	10	10	13	11	14	12	14	17	23	28	0	1	1	0	3	4	2	5	3	9	6	11	8	11	14	14	16	1	1	1	1	1	1	3	1	2	2	1	2	1	2	2	3	2
23500	-92.854400207231791	-99.709888158191163	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667113159504483	4	6	7	8	8	10	8	10	9	13	11	14	14	14	17	23	28	0	1	1	0	3	4	2	3	3	8	6	6	8	11	11	15	16	1	1	1	1	1	1	1	2	1	1	1	2	2	2	3	3	2
24000	-100.214760710405841	-107.070248661365213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493103710366272	3	5	5	7	7	9	9	11	12	12	12	13	14	15	17	23	28	0	1	1	0	3	4	2	5	8	5	6	6	5	12	11	12	16	1	1	1	1	1	1	3	2	1	3	2	2	3	1	2	5	4
24500	-97.203295842014995	-104.058783792974367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797761305408399	4	6	6	8	7	9	11	10	11	12	12	14	12	15	16	22	28	0	1	1	0	3	4	2	3	8	3	6	6	8	11	12	15	16	1	1	1	1	1	1	2	2	1	3	2	2	1	2	1	3	3
25000	-108.494164939676779	-115.349652890636150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428677875957227	4	6	6	6	8	10	10	11	10	12	12	14	14	13	15	23	29	0	1	1	0	3	4	2	3	5	9	4	14	5	6	12	11	16	1	1	2	1	1	3	2	3	1	1	2	1	2	2	1	6	3
25500	-95.515375775024665	-102.370863725984037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451812757693870	4	6	6	6	9	9	10	10	12	12	12	14	14	16	16	24	28	0	1	1	0	1	4	2	3	5	5	6	6	8	6	11	14	16	1	1	1	1	2	1	2	1	2	2	2	2	2	4	1	3	2
26000	-95.053010283799395	-101.908498234758767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.357233247593680	4	6	7	8	9	10	11	11	10	12	11	15	14	15	17	22	29	0	1	1	0	3	4	2	3	3	9	4	11	1	6	11	15	16	1	1	2	1	1	1	3	2	2	1	2	2	5	2	3	2	4
26500	-97.661737003446319	-104.517224954405691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.373792584099547	4	6	6	9	9	10	10	9	9	11	11	14	13	15	16	24	29	0	1	1	0	3	4	2	3	3	9	6	6	5	11	12	15	16	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	3	3
27000	-92.848349839723213	-99.703837790682584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519438114608476	3	6	5	8	9	9	10	12	11	13	11	14	13	14	16	23	28	0	1	1	0	3	4	2	5	5	5	6	6	5	6	6	14	16	1	2	1	1	2	1	1	2	1	2	1	2	2	3	3	6	2
27500	-94.179807820678150	-101.035295771637522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472577273453136	3	5	6	8	9	10	9	11	12	13	12	14	13	15	16	23	28	0	1	1	0	3	4	2	3	5	9	4	11	8	11	12	15	16	1	1	2	1	2	2	2	2	2	1	2	2	1	2	1	4	2
28000	-91.207097039506905	-98.062584990466277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548361675015842	3	5	7	7	9	9	10	10	10	13	11	14	13	15	17	24	28	0	1	1	0	3	4	2	5	3	3	6	11	5	6	14	12	16	1	1	2	1	1	1	3	1	1	3	1	2	2	2	1	3	2
28500	-100.675588848918252	-107.531076799877624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.329757304227156	3	5	6	8	8	10	10	11	11	12	9	14	12	15	15	24	27	0	1	1	0	3	11	2	3	3	9	4	6	5	4	11	15	16	1	1	1	1	1	1	2	3	2	1	1	3	3	5	2	4	2
29000	-105.730757312247505	-112.586245263206877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557114680470396	3	5	6	8	8	9	10	10	10	10	12	15	11	16	17	23	28	0	1	1	0	3	4	2	5	3	3	6	4	3	6	14	14	16	1	2	1	1	1	1	2	1	1	1	2	3	2	4	1	4	3
29500	-105.582559943039200	-112.438047893998572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497787983518817	4	6	7	5	7	9	10	12	11	13	11	14	13	15	16	23	27	0	1	1	0	1	4	2	5	5	9	4	6	5	12	14	14	16	1	1	2	1	2	2	2	4	3	1	4	3	3	1	1	4	2
30000	-104.215179402374389	-111.070667353333761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496188072014584	3	5	5	7	8	10	9	10	11	10	10	15	13	14	17	23	28	0	1	1	0	1	4	2	3	10	3	4	14	8	4	4	15	16	1	1	1	1	2	2	2	2	1	3	1	1	1	2	5	2	4
30500	-90.716298756003212	-97.571786706962584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708116795746733	3	5	5	8	8	9	11	12	11	12	11	13	14	15	17	24	27	0	1	1	0	3	4	2	5	3	9	6	11	8	6	11	15	16	1	1	1	1	1	1	2	2	2	1	1	1	1	3	2	4	2
31000	-97.220183084867799	-104.075671035827170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553879405914457	3	5	5	8	8	9	11	11	10	13	10	12	14	15	16	22	26	0	1	1	0	3	4	2	5	5	9	6	4	8	12	14	15	16	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	3	2
31500	-89.860990690925163	-96.716478641884535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596632710937362	3	6	6	7	8	9	11	11	10	12	12	12	13	15	14	23	28	0	1	1	0	3	4	2	5	3	9	6	6	8	4	12	14	16	1	1	2	1	1	1	2	2	2	1	1	2	1	4	1	4	2
32000	-97.415310321102567	-104.270798272061938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483003593453168	3	6	6	7	7	9	10	10	10	12	11	14	13	15	16	22	29	0	1	1	0	1	4	2	5	3	8	6	4	5	6	12	14	16	1	1	2	1	2	1	2	1	2	1	2	3	3	3	1	3	3
32500	-104.892142389226393	-111.747630340185765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621706605951582	4	5	6	8	8	10	9	11	10	12	12	13	11	16	17	22	26	0	1	1	0	3	4	2	3	3	9	4	6	5	12	14	11	16	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	5	3
33000	-92.862969542452348	-99.718457493411719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574906717303667	3	5	6	8	8	10	9	11	11	12	9	14	13	13	15	24	28	0	1	1	0	1	11	2	3	5	8	4	6	8	6	14	12	16	1	1	2	1	2	1	2	2	2	1	1	2	1	2	1	4	2
33500	-97.758918224521466	-104.614406175480838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616661228076212	3	6	6	8	8	9	8	11	11	13	12	14	13	15	17	24	29	0	1	1	0	3	4	2	3	3	9	6	11	8	6	11	14	16	1	1	1	1	1	1	1	2	1	1	2	2	1	3	3	3	2
34000	-104.210012650511914	-111.065500601471285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439927415725251	4	6	6	7	8	9	10	12	10	12	12	12	12	15	15	24	27	0	1	1	0	3	4	2	3	5	5	6	6	3	6	12	12	16	1	1	1	1	1	1	3	2	1	2	2	2	2	2	1	5	2
34500	-98.917890039307665	-105.773377990267036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319610873600004	3	6	7	6	9	9	10	11	11	13	10	14	12	15	17	23	28	0	1	1	0	3	4	2	3	3	9	6	6	5	6	6	14	16	1	2	3	1	1	1	2	2	3	1	1	3	2	3	3	5	2
35000	-92.076332201397719	-98.931820152357091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565951503932917	3	5	5	8	8	10	11	12	11	12	11	15	13	15	15	23	28	0	1	1	0	3	4	2	3	5	9	6	6	3	6	6	14	16	1	1	1	1	1	1	3	4	2	1	1	2	3	3	2	3	2
35500	-101.526233979110259	-108.381721930069631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447347113656680	3	5	5	7	8	9	11	12	11	12	12	15	12	15	17	23	28	0	1	1	0	3	4	2	5	3	9	4	11	3	4	14	14	16	1	1	1	1	1	2	4	3	4	1	3	2	3	4	1	3	2
36000	-99.466516683741574	-106.322004634700946	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443791682185837	4	5	6	8	8	10	9	9	10	12	12	14	13	15	15	22	28	0	1	1	0	3	4	2	1	5	3	6	6	3	6	12	14	16	1	1	1	1	1	1	2	3	1	4	2	2	3	3	1	3	3
36500	-98.183665897248574	-105.039153848207945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588832939699894	3	5	6	7	8	10	9	11	10	12	11	14	13	15	17	24	27	0	1	1	0	3	4	2	3	3	9	4	6	3	6	11	15	16	1	1	1	1	2	2	2	3	2	1	2	2	3	2	2	2	2
37000	-87.983355331089030	-94.838843282048401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658078352294275	3	5	5	8	8	10	10	11	11	13	11	14	13	15	17	23	27	0	1	1	0	3	4	2	5	5	9	6	11	8	6	11	15	16	1	1	2	1	2	1	2	2	1	1	1	2	1	3	3	2	2
37500	-93.136985011882132	-99.992472962841504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663446205082764	3	5	6	8	9	9	10	8	12	11	11	13	13	15	16	23	28	0	1	1	0	8	4	2	3	10	3	6	6	8	11	14	14	16	1	1	1	1	1	1	3	1	1	2	1	3	3	2	1	3	2
38000	-94.755966381484399	-101.611454332443770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582289812104612	3	5	6	9	8	10	9	10	11	13	12	14	13	15	16	24	29	0	1	1	0	3	4	2	3	3	5	6	11	5	6	12	14	16	1	1	2	1	2	1	2	2	2	2	1	2	2	3	1	3	3
38500	-100.293760870219103	-107.149248821178475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670549663983712	3	6	7	8	9	9	10	10	11	12	11	13	14	13	15	22	25	0	1	1	0	3	4	2	5	5	3	6	11	5	4	4	15	16	1	1	2	1	1	1	2	1	1	2	1	1	3	3	4	4	2
39000	-94.550300822896787	-101.405788773856159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480896008156345	3	5	6	7	8	9	10	11	11	12	11	14	12	15	17	23	26	0	1	1	0	3	4	2	3	3	3	6	11	3	11	14	15	16	1	1	2	1	1	1	4	2	2	3	1	2	3	2	2	4	2
39500	-87.877652225150769	-94.733140176110140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432195599106351	3	5	7	8	8	9	11	10	11	12	12	14	14	15	16	24	29	0	1	1	0	1	4	2	5	5	9	6	6	8	6	12	14	16	1	1	2	1	2	1	3	1	2	1	2	2	2	3	1	3	2
40000	-94.394757733123441	-101.250245684082813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700754132078323	4	6	6	8	8	9	8	11	11	12	11	14	14	14	16	23	28	0	1	1	0	3	4	2	5	3	9	6	6	8	4	11	14	16	1	1	1	1	2	1	1	2	2	1	2	2	1	3	2	4	2
