step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-439.756611173550823	-446.612099124510223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.170009855877920	-1	1	6	5	7	7	8	8	7	8	7	9	10	10	9	11	10	10	9	11	11	10	10	12	10	12	11	13	12	11	11	13	12	13	15	12	13	13	12	12	12	14	13	14	14	16	15	13	14	14	14	15	14	14	15	14	15	15	14	14	14	14	16	16	15	17	17	16	16	18	16	18	18	19	18	18	19	19	18	21	22	22	22	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	4	5	5	4	5	4	5	6	6	5	6	6	6	5	6	6	6	6	7	6	7	6	7	7	6	6	7	7	7	8	7	7	7	7	7	7	8	7	8	8	9	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	8	9	9	9	9	10	9	10	10	10	10	10	10	10	10	11	12	12	12	13
500	-417.558434104662183	-424.413922055621583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.210941317422121	-3	1	5	6	8	8	8	8	6	9	7	9	9	10	9	12	9	10	9	11	11	10	10	12	9	11	11	13	12	11	12	13	10	13	16	12	14	12	13	12	13	14	13	14	13	16	15	13	14	14	15	15	14	14	16	13	15	16	15	14	15	13	16	16	16	18	16	15	17	18	16	18	18	20	16	17	19	20	18	20	22	22	23	24	0	1	2	3	3	9	4	4	1	3	9	11	9	19	9	8	3	11	2	10	11	11	7	2	11	17	12	19	25	3	6	33	4	14	51	14	21	7	22	30	17	15	21	25	1	1	36	25	34	1	8	19	33	7	62	27	41	29	34	30	40	1	1	1	36	69	8	8	1	60	7	7	36	2	4	28	42	2	17	60	41	4	2	1	1	2	2	1	2	1	1	1	4	2	1	1	2	1	2	2	2	1	3	1	3	1	1	6	1	1	1	2	1	3	2	1	2	2	1	1	1	2	3	1	2	3	1	4	9	10	2	2	1	8	3	3	2	2	2	1	1	2	1	2	1	7	9	12	2	1	3	4	9	2	4	6	3	13	6	2	3	11	4	3	5	9	14	13
1000	-352.323282690150847	-359.178770641110248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404331731863635	-1	1	6	4	7	7	8	8	7	9	7	9	10	10	9	11	11	10	9	11	12	10	10	12	10	12	11	13	12	12	12	13	13	13	14	12	13	13	13	12	12	14	14	14	14	16	15	12	13	13	13	14	15	14	14	14	15	15	14	14	13	14	16	16	15	16	17	17	16	18	17	17	19	18	18	19	19	18	19	21	20	22	23	23	0	1	4	2	4	4	11	3	4	3	3	1	3	15	11	7	12	4	5	5	12	7	8	18	19	5	3	25	19	5	22	27	31	36	1	3	23	48	12	13	20	9	21	36	27	4	28	9	17	22	9	41	41	3	10	18	38	61	9	37	23	27	42	1	36	52	55	49	60	32	3	12	28	61	12	29	25	2	67	57	12	5	1	70	1	1	1	1	1	1	1	1	2	2	1	4	1	1	1	2	1	4	1	2	2	1	1	1	1	2	3	2	1	2	1	1	1	1	7	3	1	1	2	1	1	3	1	1	1	6	1	3	1	2	3	1	2	3	2	2	1	1	3	1	2	1	1	9	2	1	2	3	1	2	4	3	3	4	4	3	6	10	1	2	6	8	12	2
1500	-347.901581979085449	-354.757069930044850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521203557403137	-1	1	6	5	8	7	9	9	7	9	8	8	9	10	10	11	10	10	10	10	11	11	9	11	8	12	12	12	11	11	10	13	12	13	16	13	13	13	11	12	12	14	12	13	14	15	15	13	14	14	14	16	14	15	16	14	16	16	15	15	14	12	16	16	15	16	17	16	17	17	16	17	18	18	18	17	20	19	19	20	23	20	22	25	0	1	2	2	6	2	11	25	4	5	4	9	25	13	5	18	12	4	5	4	11	10	6	13	6	4	9	7	15	8	3	28	16	9	26	62	30	18	12	9	10	39	31	22	31	43	33	27	34	18	40	49	40	39	54	11	21	60	42	48	15	3	24	18	31	26	66	12	57	65	44	31	29	59	21	59	63	60	47	51	64	65	4	80	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	1	1	2	1	1	3	3	1	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	3	3	1	1	1	2	2	2	4	2	2	1	3	1	1	2	3	2	1	4	1	1	1	2	3	2	2	7	3
2000	-310.362638296187583	-317.218126247146984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701599295980662	0	2	7	4	7	8	9	9	8	9	6	8	11	10	10	11	10	9	9	11	11	10	11	11	10	13	12	13	12	11	11	14	11	13	16	11	13	13	12	12	12	13	14	14	15	17	14	13	14	14	14	15	14	15	16	14	16	16	15	14	14	12	13	17	15	17	18	17	16	18	16	17	19	18	18	17	19	18	16	20	22	22	21	23	0	1	4	2	4	11	1	5	11	3	4	3	18	9	18	7	5	3	5	8	19	9	12	25	10	25	7	30	13	11	19	39	19	29	25	8	36	62	33	25	14	40	10	17	48	38	34	36	15	36	63	53	17	61	28	39	27	27	41	28	36	36	31	37	13	45	76	8	45	39	65	58	35	68	11	51	58	47	61	56	12	36	27	83	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	4	1	1	1	1	2	5	4	4	2
2500	-312.535629729388461	-319.391117680347861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619901810590620	-2	2	6	5	7	7	9	8	8	9	7	9	10	10	9	10	9	11	9	11	11	11	9	12	11	12	11	14	12	11	11	14	12	13	15	12	13	14	13	11	12	15	14	14	15	16	15	12	13	14	13	16	15	14	15	14	15	14	13	13	14	15	16	17	15	14	16	14	16	17	15	17	18	19	17	17	19	16	18	22	22	23	19	24	0	1	4	2	3	4	6	5	3	9	3	11	12	8	4	4	3	17	4	5	5	12	5	23	4	13	23	37	8	5	13	13	16	25	59	12	27	59	13	17	20	49	24	26	37	20	39	15	6	3	23	58	10	8	34	8	51	29	20	48	24	7	48	49	34	21	20	21	38	63	27	49	42	53	7	53	76	10	78	76	76	40	52	81	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	3	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	3	4	2	1	3	4	1	2	1	2	1	1	2	3	2	2	1	2	2	2	1	1	1	2	1	1	5	1	1	4	1	2	3	5	1	1
3000	-291.222039574458449	-298.077527525417850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734201018663907	-1	1	5	5	7	6	8	8	7	8	8	9	11	10	10	11	10	9	8	11	11	11	10	13	9	12	12	13	12	11	12	12	13	13	15	12	13	13	11	13	11	14	12	15	15	16	16	13	14	12	15	16	13	11	16	14	14	14	14	15	14	14	16	17	15	17	18	16	16	18	14	19	18	18	18	18	20	20	18	21	22	21	19	24	0	1	2	2	3	4	4	5	3	6	6	7	4	19	8	6	7	6	3	18	5	12	5	27	9	30	16	20	14	18	22	16	31	21	18	12	21	16	23	39	5	12	23	53	24	59	62	29	28	8	49	32	54	18	35	27	34	32	22	28	23	43	36	26	34	63	55	14	65	69	22	45	29	56	63	46	70	73	29	50	83	63	45	70	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	3	1	1	1	2	1	1	1	3	3	3	1	1	1	1	3	3	2	2	2	3
3500	-360.641155351174689	-367.496643302134089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571327544420896	0	2	7	6	5	6	8	8	8	9	7	10	10	11	9	12	10	10	9	11	11	11	10	12	11	13	12	14	12	10	10	11	12	11	16	13	13	12	11	13	13	15	13	13	13	16	14	12	13	15	15	16	14	12	14	12	14	15	14	14	14	14	15	16	15	16	17	17	16	18	16	17	19	18	19	17	19	19	18	20	22	20	22	24	0	1	5	1	2	5	5	11	6	9	2	3	7	3	3	18	2	19	6	10	10	31	11	8	23	54	30	32	17	8	10	3	21	13	4	21	19	34	19	15	23	3	48	20	8	27	21	7	20	8	33	12	49	14	27	4	45	38	30	25	24	12	29	17	59	32	42	51	50	55	13	45	67	52	67	61	52	66	30	71	22	6	32	64	1	1	1	3	2	1	1	1	1	1	3	2	1	2	2	1	4	1	2	1	1	1	2	2	1	1	1	1	1	2	1	3	1	1	5	1	2	1	1	1	2	4	1	1	3	3	1	2	1	3	1	3	1	1	1	3	1	2	2	1	1	2	1	2	1	4	1	1	1	1	2	2	1	1	1	1	3	2	3	1	7	5	3	4
4000	-354.631556196490465	-361.487044147449865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688386220131808	0	2	7	5	8	7	7	8	6	8	8	10	10	10	9	11	11	10	8	9	12	10	10	12	10	13	10	13	12	12	9	14	12	14	15	12	12	12	11	13	12	14	14	14	14	16	14	13	14	13	14	15	14	14	15	14	15	14	13	14	14	15	17	16	16	17	17	17	16	18	16	16	17	20	18	18	19	19	17	20	22	23	23	24	0	1	9	2	9	4	4	4	2	9	9	10	6	19	4	2	4	6	4	7	12	2	1	14	8	16	6	11	15	18	19	21	19	22	4	22	11	5	7	30	27	29	36	12	29	28	41	21	59	39	21	26	22	24	40	18	34	48	6	24	29	43	34	43	60	32	47	29	54	62	14	62	45	78	53	61	63	68	26	76	46	79	81	82	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	1	4	5	1	2	1	2	2	2	1	1	1	4	1	4	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	1	2	1	3	1	1	1	2	1	3	4	1	1
4500	-315.112895588150877	-321.968383539110278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639962999658797	-1	1	6	6	8	5	6	8	7	8	8	10	10	10	9	10	10	9	10	10	12	10	10	13	11	12	11	14	12	10	12	13	12	12	15	13	14	13	12	13	11	14	11	15	14	14	15	13	14	14	14	14	14	12	15	15	14	15	13	13	13	13	16	16	15	17	17	17	16	18	17	19	16	19	17	17	19	19	17	21	21	21	23	23	0	1	6	6	4	2	6	3	3	7	3	5	11	2	8	7	3	11	18	9	16	5	11	23	8	11	10	23	19	4	18	4	25	27	14	31	34	27	30	30	19	29	3	24	54	8	61	41	31	11	17	30	59	11	59	11	18	54	29	14	22	25	49	41	36	38	64	47	26	69	69	26	12	67	33	36	67	67	56	71	73	43	73	81	1	1	1	1	1	2	1	1	1	2	1	1	1	4	1	2	2	1	1	3	1	1	1	1	2	2	1	1	1	2	1	4	1	1	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	2	1	2	1	2	1	3	2	2	1	1	2	1	1	3	1	2	1	1	1	1	1	5	2	1	1	2	1	1	1	3	3	3	3	1
