step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
5000	-300.928517992220804	-298.402831893239295	-2.525686098981517	0.000014881960257	0.000057143885672	3.839809049544554	0.523939251846235	1	6	6	3	5	6	7	8	9	7	9	11	14	13	16	12	16	16	22	25	23	28	23	29	0	5	0	1	4	4	5	10	10	3	6	10	9	12	9	10	16	16	12	19	19	20	17	20	1	1	1	1	1	2	1	1	1	1	2	2	3	1	3	2	1	2	7	1	1	2	3	2
5500	-285.409846159667211	-283.070409989037444	-2.339436170629788	0.000021664518379	0.000070946709781	3.274788229244891	0.719466628389240	2	6	6	4	5	6	6	9	10	8	9	10	12	13	16	13	17	17	22	25	24	28	25	27	0	5	0	1	4	4	5	10	10	3	6	10	9	12	9	10	16	16	12	21	19	20	17	20	1	1	1	1	1	2	1	1	1	1	2	2	1	2	3	2	1	2	9	1	1	2	3	1
6000	-236.499117358476298	-234.821781909420281	-1.677335449056010	0.000036385521259	0.000056047101084	1.540368232889604	0.707495174194021	2	6	6	4	5	7	7	9	10	8	10	12	13	14	16	14	15	17	22	25	24	27	25	29	0	5	0	1	4	4	2	10	10	3	6	10	9	12	9	10	16	16	12	21	19	20	17	19	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	3	1	2	5	1	1	1	5	3
6500	-186.999577964765507	-185.636559389435718	-1.363018575329788	0.000159680937884	0.000083765148476	0.524578259536626	0.504448169055742	2	6	6	4	5	7	7	9	10	8	11	12	14	14	16	14	16	17	21	26	23	26	25	27	0	5	0	1	4	4	5	10	10	3	6	10	9	9	12	12	16	10	18	21	19	21	16	22	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	1	4	4	2	1	1	4	1
7000	-191.891171033269359	-190.517536191685565	-1.373634841583795	0.000240383262511	0.000112136069297	0.466488673650392	0.654806889915828	2	6	6	3	6	6	8	9	9	7	10	11	13	15	15	13	15	17	22	26	23	28	24	28	0	4	0	1	4	4	2	10	10	3	6	9	9	12	12	10	16	17	14	21	19	20	18	20	1	1	1	1	3	1	1	2	1	1	2	1	2	2	2	2	1	1	4	1	1	2	3	1
7500	-195.607239882759046	-194.206417831201918	-1.400822051557128	0.000362890462548	0.000145197078940	0.400112689433527	0.650464207757847	1	3	5	5	5	7	7	9	9	8	9	12	13	15	16	14	16	17	22	25	23	26	25	28	0	1	0	2	2	4	4	10	10	3	6	10	9	10	9	10	13	14	15	15	15	15	19	21	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	3	2	2	4	5	3	6	1	2
8000	-230.014582757519292	-228.623712927732811	-1.390869829786491	0.000445995609278	0.000187060170409	0.419421551507837	0.420242416654304	1	3	6	5	5	7	7	9	10	10	10	11	12	14	17	15	16	17	23	25	24	27	25	28	0	1	0	1	2	4	1	3	3	4	7	3	8	13	12	9	14	14	17	17	15	23	13	23	1	1	1	3	1	1	3	2	2	3	1	2	2	1	2	3	2	2	4	4	3	1	6	2
8500	-233.601730131534140	-232.142003323842204	-1.459726807691947	0.000583650664280	0.000190734719307	0.326796028822846	0.437070058647177	2	6	5	5	6	7	8	8	9	10	10	12	12	13	15	14	16	18	22	25	24	27	24	29	0	4	0	1	4	4	2	3	8	9	7	10	10	10	16	10	12	15	18	13	7	23	18	22	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	9	6	1	3	2
9000	-238.116055521240469	-236.543291293940030	-1.572764227300435	0.000611596805536	0.000154433332005	0.252508401952470	0.603126385214819	3	5	6	5	4	7	8	8	10	9	10	11	12	14	16	15	15	17	21	25	20	27	25	28	0	1	0	5	1	5	6	3	10	8	7	10	10	13	14	9	14	15	15	21	11	23	18	23	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	3	4	4	1	6	2
9500	-217.936211942113829	-216.569119988898194	-1.367091953215639	0.000362322010909	0.000179498851372	0.495412494873540	0.366808761591585	2	6	6	4	5	6	8	9	8	10	10	11	13	14	16	15	17	16	22	25	23	27	24	26	0	5	0	1	4	1	5	3	3	3	2	8	8	8	10	8	3	10	18	16	11	24	10	23	1	1	1	1	1	3	1	2	1	2	3	2	2	2	3	3	4	3	5	5	5	1	8	1
10000	-206.176258262818038	-204.699272800903202	-1.476985461914839	0.000217212475837	0.000067755008806	0.311929637306488	0.502125081947634	1	5	7	4	6	6	8	8	10	9	8	11	12	15	16	15	14	18	22	26	23	27	26	29	0	4	0	1	2	4	4	3	10	8	4	10	9	12	13	10	10	12	7	21	19	21	16	19	1	1	1	2	1	1	3	1	1	1	3	1	2	2	3	3	2	4	5	2	1	2	4	3
10500	-217.138473508301985	-215.743086816976955	-1.395386691325029	0.000415661374456	0.000170504729220	0.410201042719895	0.461188121789629	1	6	6	4	6	6	6	7	10	8	10	12	13	14	15	11	15	18	22	25	23	27	24	27	0	1	0	1	4	4	4	3	10	8	2	10	9	16	13	10	8	10	16	23	11	20	16	20	1	3	1	1	1	1	1	1	1	1	2	2	2	2	1	2	5	4	5	1	10	2	5	1
11000	-249.657180059999405	-248.208163882125660	-1.449016177873734	0.000468997910478	0.000158087022466	0.337074044327143	0.507925256123084	2	5	6	4	5	6	7	7	10	9	10	11	13	13	17	11	16	15	22	23	23	26	26	29	0	4	0	1	1	1	6	3	10	8	2	3	9	12	16	10	9	14	6	17	6	20	18	23	1	1	1	1	1	2	1	1	1	1	2	3	1	2	2	1	2	2	8	4	7	2	7	1
11500	-205.865842428487582	-204.390704867695973	-1.475137560791618	0.000540691020807	0.000169471033474	0.313434155464281	0.495024828514839	2	4	5	5	5	6	7	9	9	9	11	11	13	14	15	13	16	16	23	24	24	27	26	27	0	1	0	2	2	4	4	3	3	3	4	3	8	13	13	9	14	14	10	11	11	23	17	23	1	1	1	1	1	1	1	2	3	2	3	3	2	1	1	2	1	2	6	5	8	1	5	1
12000	-203.111633127667631	-201.720279107711093	-1.391354019956552	0.000514961325446	0.000215455324728	0.418391273445003	0.543635369575560	2	4	6	5	4	7	6	8	9	10	10	12	13	14	17	14	17	18	21	24	22	26	26	29	0	1	0	2	1	5	5	3	3	8	4	10	10	12	10	12	3	3	18	18	9	17	21	18	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	5	5	1	3	5	3	2	3
12500	-224.624613629335812	-223.170864396287556	-1.453749233048254	0.000530563901878	0.000176370011800	0.332419923737414	0.370235727073346	2	5	5	4	6	6	8	9	10	9	8	10	13	14	15	13	17	17	22	25	24	27	25	28	0	4	0	1	2	4	1	3	3	3	5	3	8	9	13	9	13	8	7	9	18	10	19	17	1	1	1	1	1	1	3	2	2	2	1	2	2	2	1	1	2	4	8	7	4	8	2	5
13000	-227.415215505794350	-226.011331130629571	-1.403884375164777	0.000517343437580	0.000204263773609	0.394832056948904	0.510470170906152	3	5	6	6	5	7	7	8	10	9	9	12	14	15	17	13	16	18	21	26	23	27	25	28	0	1	0	2	1	4	1	3	10	8	6	10	9	16	16	9	13	3	5	15	15	14	14	14	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	5	7	4	3	8	5	6
13500	-219.098699602539511	-217.704030931899780	-1.394668670639741	0.000438777731228	0.000180605867724	0.411611289430352	0.388580503317743	2	3	6	4	5	6	7	9	10	10	11	11	13	15	16	15	16	17	21	23	20	26	26	28	0	1	0	2	2	4	6	3	3	3	1	3	8	3	16	10	8	10	12	14	14	14	18	17	1	1	1	1	1	1	1	2	3	2	4	3	2	4	1	3	3	3	4	3	3	5	6	5
14000	-216.618434041111243	-215.192163380696087	-1.426270660415170	0.000589303734283	0.000213626654662	0.362506874187316	0.564288050837086	2	4	6	6	4	7	6	7	9	10	11	11	13	15	16	12	17	16	22	26	23	27	25	29	0	1	0	5	1	4	5	3	8	9	5	10	12	13	14	10	8	12	18	10	17	23	15	11	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	7	2	1	5	6
14500	-189.754068293334313	-188.299742823646909	-1.454325469687413	0.000402034102167	0.000133421371893	0.331865807338604	0.302175041994174	3	4	7	5	5	6	7	9	8	9	10	11	12	15	17	14	16	17	22	25	24	27	25	28	0	1	0	2	1	4	5	9	3	9	4	10	12	12	12	10	10	10	17	17	17	15	15	17	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	5	3	2	4	6	5	5	5
15000	-186.919565001977048	-185.496299849842273	-1.423265152134770	0.000466412702088	0.000170863644163	0.366335743854304	0.440420263215875	2	4	6	5	4	6	8	9	7	10	9	11	13	15	16	14	16	17	22	26	23	27	26	28	0	1	0	2	1	2	4	9	3	8	1	10	12	8	16	10	9	14	11	14	11	17	19	17	1	1	1	1	1	1	1	1	1	1	4	1	1	3	1	2	5	1	6	6	6	5	3	6
15500	-201.393840904322474	-199.966038872546704	-1.427802031775768	0.000586736206937	0.000211579926518	0.360604857883599	0.450325221955833	2	4	6	6	5	7	7	9	8	9	10	11	13	14	16	15	15	17	22	24	23	25	22	29	0	1	0	2	2	4	1	9	3	3	5	7	12	8	9	8	8	13	16	15	16	23	12	23	1	1	1	1	1	1	3	1	1	2	3	2	1	3	3	4	3	2	4	3	4	2	4	4
16000	-236.743274116530387	-235.336665357144597	-1.406608759385780	0.000705579969726	0.000275420168126	0.390345786364390	0.307420785213538	3	4	5	6	5	6	7	9	9	9	10	12	13	13	16	14	16	17	22	26	24	26	25	28	0	1	0	5	1	2	2	3	3	3	7	11	10	3	3	10	12	9	10	11	14	13	19	8	1	1	1	1	1	1	1	3	2	2	2	1	2	3	5	3	2	5	5	8	7	6	3	9
16500	-191.485820213481389	-190.038638045015489	-1.447182168465891	0.000697121750088	0.000236274662258	0.338928834494679	0.632643694411684	3	5	7	5	6	7	7	8	10	9	10	11	13	14	16	14	17	17	21	25	22	27	25	28	0	1	0	1	4	4	4	3	8	8	7	10	12	12	16	10	15	12	5	18	18	23	17	22	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	5	3	2	1	4	1
17000	-200.919764304701204	-199.425307471123887	-1.494456833577317	0.000481882553507	0.000143882669876	0.298584517802883	0.371183555208867	3	5	6	5	4	6	7	9	9	10	10	11	13	14	16	15	16	17	22	25	23	28	24	29	0	1	0	5	1	4	2	3	3	3	2	3	8	13	13	8	13	10	18	23	9	20	13	20	1	1	1	1	1	1	1	2	3	2	3	2	2	1	3	3	1	4	2	1	7	2	4	2
17500	-190.077819634082516	-188.653212117928831	-1.424607516153683	0.000506953660942	0.000184840132797	0.364609523586332	0.577987016651662	3	6	6	6	5	6	7	8	10	10	10	12	13	14	16	14	16	17	22	26	23	27	25	29	0	1	0	5	1	1	5	3	8	8	5	9	9	12	13	12	9	12	17	17	11	23	16	22	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	3	2	5	5	1	4	1
18000	-224.766549115214957	-223.325327858974191	-1.441221256240766	0.000435726749930	0.000150400335219	0.345171223119791	0.383357733068550	2	4	6	5	5	6	7	9	10	9	10	11	13	14	17	13	16	17	23	25	24	27	25	27	0	1	0	2	1	4	2	3	3	3	4	8	12	9	14	10	9	9	17	18	11	18	14	11	1	2	1	1	2	1	1	2	2	1	2	1	1	2	2	2	4	5	3	3	10	5	7	8
18500	-217.566033555985996	-216.193059198982127	-1.372974357003881	0.000365294135819	0.000171298755396	0.468933767610093	0.488533099401101	2	6	5	4	5	6	6	8	9	9	11	11	13	14	16	13	16	18	22	25	21	27	25	29	0	4	0	1	4	4	5	3	3	3	5	8	12	12	13	12	16	8	10	18	18	17	19	18	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	2	2	7	6	3	2	4	2	6
19000	-208.641901006253420	-207.199947292792899	-1.441953713460511	0.000463387298979	0.000159583981451	0.344385747737487	0.396129782531225	2	5	5	4	6	6	6	9	9	9	11	11	13	13	16	15	16	18	22	24	23	26	25	28	0	4	0	1	2	4	2	3	3	3	1	3	8	10	11	9	13	13	16	18	16	11	10	23	1	1	1	1	1	1	1	2	2	2	5	3	2	2	2	4	2	3	3	3	3	6	8	2
19500	-197.574923773718979	-196.143086790389191	-1.431836983329776	0.000425855535192	0.000151494273812	0.355740999688363	0.534859745289955	2	5	6	5	4	6	7	9	9	9	10	11	13	14	14	14	16	17	21	25	23	28	25	28	0	5	0	5	1	2	4	3	3	3	4	3	8	8	13	13	13	13	11	11	10	23	17	23	1	1	1	1	1	1	1	2	2	3	4	2	2	2	1	1	1	2	6	6	7	2	5	2
20000	-231.987308510431404	-230.481999267160262	-1.505309243271132	0.000503094289796	0.000146400602546	0.291000326411441	0.346001847430025	3	5	5	5	4	6	7	8	9	9	11	11	12	15	15	14	16	17	22	25	22	28	26	29	0	1	0	5	1	4	5	3	3	3	7	8	8	12	9	12	16	14	15	15	11	23	17	22	1	1	1	1	1	1	2	2	3	3	1	2	2	2	4	2	1	1	4	5	4	1	4	1
20500	-232.105012404719588	-230.714682311950241	-1.390330092769342	0.000396783021667	0.000166880150212	0.420582890646257	0.378035785497387	2	4	5	5	6	6	8	8	9	10	10	12	14	14	16	14	17	14	23	24	23	27	26	27	0	1	0	2	4	4	6	3	3	3	4	3	10	9	13	12	12	12	11	14	17	11	20	17	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	1	6	4	5	8	1	6
21000	-254.893944524468168	-253.477763411300629	-1.416181113167531	0.000526814934334	0.000198037785624	0.375915283939624	0.286284916229530	0	4	5	5	5	7	7	9	9	10	10	12	13	14	15	15	16	17	22	25	21	28	25	29	0	1	0	1	1	1	1	3	3	3	9	8	12	8	8	6	16	14	16	11	4	10	8	4	1	2	1	2	2	3	3	2	3	3	1	2	1	2	2	3	1	1	2	7	7	6	9	12
21500	-201.467960701374750	-200.086049721420579	-1.381910979954183	0.000451500499824	0.000199023309092	0.440804183315880	0.525022720803833	2	4	6	5	5	7	6	8	9	10	11	11	13	15	16	13	16	17	22	25	23	28	26	28	0	1	0	2	1	4	5	3	8	9	7	9	10	3	16	12	13	13	14	11	17	14	18	23	1	1	1	1	1	1	1	1	1	1	3	1	1	4	1	1	2	2	3	6	3	6	3	2
22000	-212.130210408144677	-210.664049014047407	-1.466161394097270	0.000365604474180	0.000117370142619	0.321030378202102	0.307920271400898	2	4	5	5	4	7	7	8	10	9	10	11	13	14	15	14	16	16	23	26	23	27	25	27	0	1	0	2	1	4	4	3	8	3	5	8	12	9	8	10	8	14	15	17	11	17	19	19	1	1	1	1	1	1	1	2	1	2	3	2	2	2	4	3	6	1	5	6	7	6	2	2
22500	-227.586894856786955	-226.140203452019563	-1.446691404767381	0.000418096244723	0.000141914506235	0.339430234129163	0.342125951240179	2	4	4	5	5	6	7	7	9	10	10	12	12	14	17	15	15	17	22	26	23	27	24	27	0	1	0	2	1	4	4	3	3	8	5	9	10	9	16	12	8	12	7	11	17	10	12	23	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	3	2	6	9	6	8	7	1
23000	-208.473334466017576	-207.071609938687743	-1.401724527329834	0.000366543337541	0.000146078047474	0.398528720926227	0.432396755288161	2	3	4	5	4	7	8	9	9	8	10	11	12	13	17	15	16	17	22	25	24	27	25	29	0	1	0	5	2	4	6	3	10	3	2	9	9	9	9	13	12	14	15	11	16	15	12	23	1	1	1	1	1	1	1	2	1	2	5	2	2	2	4	3	3	2	2	7	4	4	7	2
23500	-223.887263033651550	-222.499446784772260	-1.387816248879300	0.000550552837405	0.000234635765103	0.426182101264669	0.328974335568620	0	5	6	4	2	6	8	7	9	8	11	10	13	12	15	13	16	17	23	26	23	27	26	29	0	1	0	5	1	4	6	3	3	3	4	3	10	8	10	12	3	13	12	17	15	12	10	15	1	1	1	1	1	1	1	1	2	1	4	2	2	2	4	1	4	3	8	4	3	10	8	5
24000	-246.029661853581956	-244.661429087257261	-1.368232766324706	0.000427919143095	0.000209423431640	0.489399539653832	0.532128850148643	2	4	6	5	4	7	7	8	10	10	9	11	13	14	17	15	16	17	22	25	22	27	24	28	0	1	0	5	1	2	4	3	3	3	7	3	8	8	14	3	13	13	12	18	17	4	16	21	1	1	1	1	1	1	1	1	3	2	1	3	2	2	1	3	2	2	6	2	4	12	4	2
24500	-201.496590476215374	-200.039069320267430	-1.457521155947947	0.000386611817375	0.000127133327940	0.328839735947892	0.317164268928068	2	6	6	5	4	7	7	7	9	9	11	11	12	14	16	14	16	15	21	24	24	27	25	28	0	1	0	5	1	4	4	3	8	8	6	9	8	10	9	10	10	12	13	17	17	17	14	23	1	1	1	1	1	1	1	1	1	1	2	1	4	3	5	2	4	2	8	2	3	6	6	1
25000	-191.863263701602676	-190.437282835347958	-1.425980866254722	0.000457791231592	0.000166118905729	0.362870440202611	0.453504190219321	2	5	7	5	4	6	7	9	10	8	10	11	12	14	16	12	14	17	22	24	23	27	25	29	0	1	0	5	1	4	4	10	10	3	5	10	9	16	9	10	10	14	18	17	19	17	16	21	1	1	1	1	1	1	1	1	1	1	3	2	1	1	3	2	4	2	2	5	1	8	7	2
25500	-248.077039681211460	-246.579056940375494	-1.497982740835972	0.000613380055243	0.000181601086826	0.296066175079775	0.432576833447033	1	3	6	5	4	6	8	8	9	10	9	12	13	15	17	14	16	18	22	24	24	27	26	27	0	1	0	5	2	2	2	3	8	9	2	7	9	9	8	13	12	12	11	14	15	18	20	23	1	1	1	1	1	1	3	2	1	1	3	2	3	3	5	1	2	3	5	6	4	5	1	1
26000	-218.793206931467921	-217.374793149417826	-1.418413782050095	0.000677348232969	0.000252519597391	0.372806165425358	0.454557256398164	2	3	6	4	4	6	6	9	10	10	11	10	14	15	16	14	17	17	23	25	22	28	25	27	0	1	0	2	1	4	4	3	3	8	2	3	8	3	11	8	8	15	13	6	17	16	19	17	1	1	1	1	1	1	1	1	2	1	4	1	3	5	2	3	3	1	4	7	4	8	1	6
26500	-228.598368578420008	-227.236076509004192	-1.362292069415823	0.000420800712533	0.000224104715749	0.532567339062021	0.272291547172617	1	3	6	5	4	7	7	8	10	9	9	12	12	14	16	13	16	18	22	25	23	27	26	29	0	1	0	2	1	4	5	3	10	8	6	8	9	10	8	10	13	10	18	3	15	18	17	18	1	2	1	1	1	1	1	1	1	1	1	3	2	3	5	1	2	4	2	11	3	5	4	8
27000	-227.552935397056388	-226.058023230999765	-1.494912166056624	0.000343271990482	0.000102383013798	0.298256241804251	0.405993376792160	0	3	4	4	6	7	8	8	7	9	11	11	14	14	17	14	16	18	21	25	22	27	25	28	0	1	0	2	1	2	6	9	3	3	1	9	12	9	14	10	12	14	11	11	11	13	18	23	1	2	1	1	3	2	1	1	2	2	5	2	2	3	2	3	2	2	6	8	5	7	3	1
27500	-179.936660390004420	-178.272967624999325	-1.663692765005108	0.000329193142508	0.000070901624857	0.215380017689553	0.553836246981178	3	5	6	4	5	6	6	8	7	9	11	12	13	15	17	14	14	18	21	25	23	27	24	27	0	4	0	1	4	4	4	9	3	9	4	9	10	13	13	12	12	17	18	19	19	21	15	21	1	1	1	1	1	1	1	1	1	2	3	2	2	1	2	1	1	3	2	2	1	2	3	1
28000	-174.047641946427092	-172.470605478016978	-1.577036468410121	0.000256849913969	0.000064329574906	0.250455894307835	0.562082114477660	2	5	6	5	3	7	7	9	8	10	11	11	12	14	16	13	17	18	23	25	24	26	26	28	0	5	0	5	1	4	2	9	3	9	6	9	10	16	13	9	12	10	18	19	19	19	18	22	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	3	3	4	1	1	1	2	4	1
28500	-210.553051872585939	-209.129854968967095	-1.423196903618849	0.000366436324825	0.000134271144889	0.366424221052426	0.367657224005011	2	5	3	4	6	6	7	9	9	8	10	11	12	14	16	13	16	16	22	25	24	27	24	28	0	4	0	1	4	4	2	3	3	3	6	9	8	8	8	12	16	12	9	23	9	20	16	20	1	1	1	1	1	1	1	3	3	3	2	1	2	2	3	1	2	3	7	1	8	1	3	1
29000	-208.942194687742784	-207.556289746358061	-1.385904941384727	0.000261430913034	0.000112590187883	0.430668992341887	0.498217507463677	1	3	5	4	5	6	7	9	10	9	10	11	14	12	16	13	17	18	23	25	21	27	22	26	0	1	0	2	2	4	4	3	8	3	5	3	8	8	9	12	12	15	21	19	11	20	18	21	1	1	1	1	1	2	1	2	1	2	3	2	2	1	3	1	2	1	1	1	3	1	1	3
29500	-203.928108301394843	-202.509222673072685	-1.418885628322170	0.000426588550128	0.000158759239794	0.372160105437343	0.620583331874772	3	4	6	6	5	7	8	8	9	10	9	12	13	15	17	14	16	17	21	25	22	27	24	28	0	1	0	2	2	4	2	3	8	9	6	10	9	9	14	12	14	13	14	23	16	20	18	20	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	2	1	2	3	1	6	1	3	2
30000	-208.113511171188293	-206.580839955802446	-1.532671215385850	0.000536663899712	0.000146946860503	0.273815437524027	0.516004805355285	2	5	6	4	6	6	6	8	9	10	11	12	13	14	16	15	17	17	23	25	22	27	25	28	0	4	0	1	4	2	2	3	3	8	5	10	3	12	16	12	10	10	18	17	18	18	9	23	1	1	1	1	1	1	1	2	2	1	2	1	4	1	1	2	4	3	2	7	2	5	7	1
30500	-241.625382111846477	-240.139451449476354	-1.485930662370111	0.000481579864154	0.000146837375717	0.304907631415854	0.455191058963567	2	5	6	4	6	7	6	9	8	10	8	11	13	14	16	15	14	17	21	23	23	26	26	29	0	4	0	1	2	4	4	9	3	9	4	10	9	12	16	12	10	17	6	15	11	18	13	23	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	8	3	5	3	7	2
31000	-238.299016074590355	-236.873731620564882	-1.425284454025463	0.000491720774953	0.000178862919273	0.363748957506299	0.525197252653907	-1	6	6	3	5	7	7	8	10	10	11	10	13	14	13	13	15	17	23	24	24	26	24	25	0	4	0	1	4	4	4	3	3	3	5	3	12	16	3	10	3	9	17	18	17	23	16	23	1	2	1	2	1	2	2	2	2	2	3	2	3	1	4	1	3	3	3	2	3	1	5	1
