step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-22151.061202119515656	-22157.916690070476761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.999507799633583	0	3	6	8	9	10	9	9	11	10	12	14	14	13	16	17	17	17	18	19	20	19	19	20	20	20	21	22	22	23	22	24	23	23	23	24	23	23	24	24	24	26	25	25	27	27	26	27	27	27	28	27	28	29	30	28	30	30	31	31	30	34	33	32	33	34	33	33	32	34	34	34	34	34	35	36	36	36	37	38	41	41	41	41	42	43	43	43	43	45	46	48	48	50	50	50	49	50	53	52	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	6	5	6	7	7	7	8	9	9	9	9	10	10	10	10	10	10	10	11	11	11	12	11	12	12	12	12	12	12	12	12	12	12	13	13	13	14	14	13	14	14	14	14	14	14	15	15	14	15	15	16	16	15	17	17	16	17	17	17	17	16	17	17	17	17	17	18	18	18	18	19	19	21	21	21	21	21	22	22	22	22	23	23	24	24	25	25	25	25	25	27	26
500	-1120.611135260640367	-1127.466623211599654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.217413247042601	-1	3	5	8	10	9	9	9	11	10	12	12	15	14	15	16	16	18	17	17	21	19	17	20	20	19	21	22	22	22	22	21	24	24	23	24	21	22	24	24	24	23	26	24	28	27	25	27	27	24	27	27	28	29	31	27	31	30	32	31	30	35	34	32	34	35	34	33	32	34	34	34	34	35	35	37	37	36	38	38	41	40	42	41	43	43	42	43	44	46	46	48	49	50	51	51	49	50	54	53	0	1	0	3	7	3	4	3	5	4	6	4	8	11	11	5	11	17	11	6	23	18	11	19	13	20	17	20	19	21	26	9	32	13	23	16	20	19	20	38	35	21	30	23	37	31	22	42	41	17	34	44	41	48	53	40	45	28	8	19	33	61	32	39	53	32	69	6	5	48	50	36	19	0	28	20	20	69	60	51	19	51	50	50	42	50	15	42	51	17	42	50	42	58	50	54	42	50	38	50	1	2	1	2	1	2	1	2	1	2	2	2	3	1	2	3	2	1	3	5	2	1	2	2	1	1	2	2	2	1	1	6	1	5	4	5	2	3	4	1	1	2	2	3	3	3	2	3	2	6	3	1	2	1	2	2	2	6	16	10	4	3	10	5	4	8	1	12	14	3	7	4	10	1	8	18	11	2	4	8	12	7	11	10	13	11	16	11	9	18	17	21	17	12	21	17	21	11	16	21
1000	-873.426607741466228	-880.282095692425628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.217716370545263	-1	3	6	8	10	10	9	9	12	10	12	14	15	14	16	14	18	17	18	17	21	20	19	20	20	21	20	22	21	24	23	23	24	23	23	23	23	23	25	24	25	25	23	24	27	27	24	27	28	27	29	26	28	29	29	26	28	30	31	30	31	32	33	32	33	33	31	33	32	34	34	34	33	33	35	37	36	36	37	36	40	41	40	40	42	41	44	43	44	45	46	49	48	51	51	51	49	50	53	53	0	1	0	3	4	4	4	3	5	4	10	9	14	11	14	8	15	13	13	8	17	17	13	16	8	9	18	22	24	26	21	29	29	12	17	20	25	24	38	20	44	21	17	35	33	38	17	35	41	26	33	21	41	45	41	38	25	21	19	36	25	49	36	25	55	26	41	25	20	41	21	36	57	0	72	16	62	29	73	67	71	70	42	70	32	71	48	48	67	59	71	71	19	80	70	80	21	86	33	52	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	3	2	1	1	4	2	2	3	4	5	4	1	1	1	2	2	1	1	5	3	5	2	1	1	2	1	2	2	1	2	2	3	2	2	2	3	3	2	1	3	1	3	3	8	5	6	2	5	5	2	5	3	5	12	5	7	6	2	1	1	14	3	6	1	2	4	4	9	4	10	3	11	10	7	10	5	12	16	9	12	10	18	5	15	18
1500	-878.924698004007041	-885.780185954966441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.317260942733690	0	2	6	8	10	10	10	7	12	11	12	13	13	13	16	17	15	17	19	19	20	20	19	20	21	19	22	21	22	22	23	25	22	23	22	24	24	23	21	24	25	25	25	23	26	28	27	27	27	27	28	27	28	29	31	28	31	29	32	30	30	33	33	33	33	34	32	33	33	35	31	33	34	32	35	37	35	36	37	36	41	42	41	42	41	43	43	43	44	44	46	48	48	50	50	49	49	49	54	53	0	1	0	3	4	8	4	3	3	6	10	6	5	11	14	9	14	17	16	12	17	17	15	12	13	18	18	23	39	21	30	38	16	25	17	29	16	39	20	20	44	21	34	35	33	43	30	33	41	26	21	21	44	29	61	45	46	50	44	56	53	41	54	29	49	26	45	45	20	23	28	36	60	0	72	33	61	48	20	52	78	63	59	50	68	80	71	69	29	67	71	71	71	80	89	71	80	87	72	71	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	3	4	3	2	4	5	2	3	1	1	2	1	1	3	1	3	1	4	2	1	2	1	2	1	1	2	2	2	2	2	4	4	4	2	4	1	1	2	2	4	1	1	5	3	5	3	9	2	3	10	7	5	5	2	1	1	12	3	4	8	4	2	5	7	8	3	4	8	6	12	8	8	9	12	9	4	8	8	2	11	13
2000	-699.388657829410022	-706.244145780369422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.325617274820473	-1	3	6	8	9	10	10	10	11	10	12	12	14	13	16	17	16	18	17	20	19	20	20	20	20	20	21	20	23	24	22	25	22	22	24	25	23	23	24	24	24	26	24	23	28	27	27	27	27	28	28	27	28	30	30	29	30	31	32	30	30	34	33	32	34	34	33	34	32	34	32	33	33	34	35	36	37	36	36	38	42	41	42	42	42	43	44	43	43	45	46	47	48	51	49	51	49	51	54	53	0	1	0	3	4	4	4	4	5	4	10	6	14	11	13	5	11	15	15	12	17	18	19	16	6	17	26	17	33	23	19	20	20	15	21	29	33	16	29	16	44	23	19	26	38	35	37	34	41	42	38	23	41	45	53	46	36	42	49	32	53	58	57	25	59	20	47	32	57	56	48	60	36	0	66	20	32	58	66	58	80	61	71	42	76	80	50	58	76	88	71	90	80	26	86	83	83	91	97	80	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	4	2	1	1	2	4	2	1	2	1	2	3	3	1	2	3	2	1	3	1	4	1	3	4	1	2	2	2	2	2	1	2	3	2	1	1	1	2	3	3	3	1	2	2	6	1	6	3	4	1	2	2	1	5	1	1	5	7	3	2	3	3	6	5	10	2	2	9	5	3	1	8	1	6	11	4	5	4	3	4	8
2500	-668.221877568907644	-675.077365519867044	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467013470384957	0	3	5	8	9	11	10	9	11	10	12	15	14	14	16	17	17	17	16	19	20	19	19	21	20	18	21	22	19	23	22	25	22	24	22	25	24	24	24	22	25	26	24	24	27	27	25	27	27	26	28	27	27	28	30	27	30	30	32	30	30	35	32	33	32	35	34	33	32	34	34	34	34	32	34	36	36	37	38	38	42	41	41	42	42	41	43	43	44	45	46	48	47	49	49	51	49	49	54	53	0	1	0	3	4	5	4	1	5	4	10	9	9	11	14	13	11	15	13	16	23	18	17	16	16	17	22	24	16	17	23	25	29	28	26	33	33	33	33	25	44	28	27	35	33	23	30	34	41	23	39	23	41	50	44	39	45	50	49	45	56	37	60	25	49	29	55	63	60	43	58	63	69	0	32	69	17	71	76	52	80	62	78	52	46	77	70	77	84	88	81	91	87	30	81	91	83	91	96	86	1	1	1	2	1	1	1	6	1	2	2	2	1	1	1	2	3	1	1	1	1	2	1	2	2	1	1	1	1	3	2	3	1	1	2	1	1	1	2	1	1	3	2	1	3	5	1	1	2	4	2	4	2	1	5	2	2	2	2	2	1	4	1	8	2	9	2	1	1	4	2	1	1	1	3	2	10	1	1	7	2	2	2	8	7	2	4	5	1	1	2	1	4	16	4	2	5	1	2	7
3000	-749.334117473955416	-756.189605424914816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423074067895953	1	3	6	8	9	10	9	8	10	10	13	14	14	12	15	17	17	17	18	19	21	18	18	20	20	21	21	21	22	24	22	24	22	23	24	24	24	23	24	24	24	25	24	22	28	28	26	27	27	27	28	27	28	30	29	29	28	27	31	31	31	34	34	32	33	34	33	32	31	34	31	34	32	35	35	37	36	35	37	39	40	42	40	40	43	42	43	44	43	44	46	49	48	50	51	51	50	50	53	51	0	1	0	3	4	4	4	2	5	8	14	9	7	10	10	12	14	15	11	12	15	15	15	16	16	20	22	12	28	23	21	38	25	20	15	20	28	26	38	26	44	34	33	19	38	28	18	35	41	42	58	30	41	46	41	18	43	35	44	45	46	55	64	57	53	16	11	57	57	64	52	68	69	0	72	69	72	67	70	71	30	79	52	71	80	80	62	58	75	83	86	93	90	90	91	86	47	93	98	98	1	1	1	1	1	1	1	2	1	1	1	2	3	1	3	2	2	1	3	3	3	1	2	2	2	1	2	4	1	4	1	1	1	2	4	3	2	2	1	2	1	1	1	2	3	4	6	2	2	1	1	1	2	1	3	7	3	1	4	2	2	2	1	2	3	11	7	2	1	1	2	2	1	1	1	3	1	1	2	6	8	3	6	5	3	1	5	9	4	2	2	1	2	3	3	4	12	1	2	1
3500	-651.309397982572250	-658.164885933531650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382058142299773	0	3	5	8	10	10	9	8	12	11	12	14	15	14	15	16	17	17	18	18	18	20	19	20	20	21	22	21	22	23	22	24	23	24	24	24	24	24	25	24	25	26	24	24	26	27	26	27	27	28	28	27	29	29	30	27	30	28	32	30	30	34	33	32	34	34	33	34	33	33	34	34	35	34	35	36	37	36	36	39	42	41	40	41	42	43	44	44	42	44	47	47	46	51	49	50	50	50	53	52	0	1	0	3	7	7	8	3	5	4	4	8	10	4	11	12	11	14	12	16	14	18	15	20	20	23	18	22	25	31	21	25	29	24	23	29	33	33	32	19	44	23	27	23	38	41	22	15	41	42	56	31	41	3	41	40	39	52	41	39	52	56	56	36	53	39	51	54	56	56	26	64	60	0	69	69	72	66	66	67	71	58	80	42	30	80	71	71	74	80	93	88	86	95	91	93	81	95	95	98	1	1	1	2	1	1	1	1	1	1	2	2	3	2	1	1	3	1	3	1	2	2	3	1	1	1	3	1	1	1	2	3	1	2	3	1	1	1	1	3	1	4	1	3	1	2	3	7	1	1	1	2	2	11	2	1	5	1	3	4	3	3	3	4	3	5	2	2	4	3	8	1	3	1	1	2	1	1	2	3	4	7	1	7	10	1	4	6	5	2	1	1	1	2	1	2	6	1	2	1
4000	-692.963183753333851	-699.818671704293251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436100290836920	0	3	4	7	9	9	10	8	12	10	12	14	13	13	16	16	18	17	18	18	21	19	18	21	20	19	20	23	23	23	19	24	22	23	24	25	24	23	25	24	25	27	25	24	27	27	25	26	27	27	28	27	29	29	31	28	30	30	31	31	29	34	31	32	32	35	32	33	30	34	34	35	33	34	32	37	35	36	37	38	41	41	42	40	40	44	43	43	43	45	47	49	46	50	51	50	49	51	54	52	0	1	0	3	4	3	4	2	5	6	10	5	9	11	6	12	11	15	5	16	23	18	15	12	16	19	22	25	12	21	23	20	25	27	26	38	29	33	32	24	19	26	37	21	33	48	19	25	44	26	25	35	49	34	46	43	36	50	44	28	49	60	28	54	59	63	57	60	29	29	42	68	69	0	60	66	42	71	69	47	41	68	84	46	79	81	81	84	81	86	88	91	86	93	93	91	88	97	98	97	1	1	1	1	1	2	2	2	1	1	1	3	1	1	3	1	3	1	5	2	2	2	1	3	2	1	1	1	5	1	1	4	1	1	3	2	1	1	1	2	4	3	1	1	2	1	4	4	1	5	4	1	2	4	2	1	3	1	3	4	1	1	3	2	1	3	1	1	3	4	3	1	1	1	1	1	4	1	2	6	5	3	1	5	2	2	1	2	1	1	2	1	1	2	2	3	2	1	1	2
4500	-607.210870080990730	-614.066358031950131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552359137409237	-1	3	6	8	9	10	9	10	11	10	13	12	13	14	15	18	16	16	17	19	19	19	18	21	20	20	21	21	22	24	22	24	22	23	24	24	24	24	25	25	25	27	25	26	26	28	25	27	28	28	27	27	28	29	30	28	31	30	31	30	29	33	32	32	32	33	32	34	30	34	33	34	34	35	34	36	36	36	38	38	41	41	40	41	43	44	44	43	44	45	45	48	49	47	51	50	49	50	53	52	0	1	0	3	4	4	4	2	5	4	10	5	4	11	11	12	15	11	17	12	15	17	15	16	20	19	18	25	25	31	19	20	25	16	28	29	33	33	36	13	26	21	31	41	38	51	28	43	44	23	47	21	41	47	48	30	36	50	53	32	56	59	69	29	49	46	55	63	46	50	42	63	60	0	64	60	61	28	76	71	42	79	80	80	81	84	81	84	85	84	88	86	91	91	91	94	94	94	87	97	1	2	1	1	1	1	1	3	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	9	3	3	1	1	2	1	2	2	1	4	1	5	2	2	2	2	3	1	2	3	1	1	1	5	2	3	1	1	1	4	4	1	2	1	1	2	3	7	1	3	5	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	5	1
