step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-2070.572317075217597	-2079.623160455668767	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.004945573090758	-4	5	18	12	26	26	27	33	23	25	32	28	27	29	31	26	27	39	28	30	29	34	34	30	35	31	35	34	42	36	41	44	41	40	35	41	35	35	47	39	35	38	40	46	41	38	36	39	41	47	46	39	42	40	56	52	39	46	51	51	41	41	44	45	48	49	40	54	69	49	42	54	45	48	51	52	51	48	49	48	51	54	58	49	52	55	51	49	51	52	56	56	60	64	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-869.590260708840901	-878.641104089292298	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.019947604066013	-3	3	16	9	22	25	29	37	26	29	34	30	28	32	29	25	26	38	16	30	29	32	32	24	33	28	30	38	43	35	40	44	29	40	33	36	38	34	43	43	36	41	38	45	41	40	25	35	41	40	47	41	40	36	58	46	40	39	48	45	39	37	45	40	44	51	35	45	70	47	37	40	39	44	49	32	53	47	49	49	50	54	60	40	55	57	54	47	54	51	53	55	54	62	0	1	1	2	19	24	16	21	19	47	27	6	24	24	3	19	19	13	4	24	6	6	17	3	17	5	6	33	38	22	48	20	17	25	10	33	17	6	46	36	17	27	76	15	25	48	3	17	23	7	7	23	38	12	87	18	7	47	37	27	12	21	8	67	11	31	7	50	91	29	7	23	13	64	32	17	81	48	39	74	64	50	45	35	63	41	45	26	64	46	63	51	80	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-607.026455640627660	-616.077299021079057	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.326847350862274	-4	7	22	14	24	22	28	31	26	29	30	24	29	22	28	25	25	33	22	28	25	33	34	32	38	34	34	33	43	36	43	47	36	40	34	43	31	36	47	36	27	40	39	49	42	40	31	39	43	41	41	40	43	34	52	44	38	49	51	46	39	27	37	40	43	51	38	53	63	48	46	51	41	48	51	49	46	44	45	46	48	55	58	41	28	48	41	43	53	50	55	47	62	61	0	1	4	2	6	2	16	5	19	19	16	3	12	1	5	19	3	15	4	14	19	6	7	62	24	15	7	11	27	85	67	29	12	26	19	27	21	5	18	12	3	30	27	34	24	35	16	22	13	18	63	54	63	7	58	42	62	63	79	10	54	6	3	35	54	84	23	79	59	8	48	36	40	45	26	42	42	24	63	42	63	27	80	57	6	87	38	11	84	77	46	48	82	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-494.940500196847381	-503.991343577298721	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993180772686750	0	6	21	12	29	22	21	28	16	25	30	29	31	17	31	25	22	36	26	33	26	32	33	27	31	34	36	31	44	38	44	42	40	38	36	44	33	28	44	40	38	36	43	46	42	40	38	42	37	48	43	37	40	43	45	48	39	42	52	51	28	42	45	37	44	45	34	46	56	51	39	40	43	51	52	53	37	46	42	50	47	52	54	53	56	50	51	50	48	46	59	57	50	57	0	1	14	2	10	9	14	3	4	3	17	17	17	2	21	3	14	28	7	24	7	5	12	14	21	14	5	17	15	21	57	47	22	13	16	41	19	6	42	34	6	28	30	41	18	42	15	64	26	38	20	28	49	30	62	73	5	7	81	44	17	35	62	11	53	47	16	71	59	90	22	18	67	40	45	93	20	54	41	54	40	32	54	55	89	23	68	64	72	25	88	86	40	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-488.717448091138237	-497.768291471589578	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995538505430717	-3	4	17	13	30	20	30	33	25	28	36	28	23	29	27	25	29	41	24	32	30	36	33	22	38	26	37	33	39	34	37	29	42	40	33	40	32	36	46	36	33	35	37	34	38	32	33	38	43	50	44	42	39	36	57	52	39	45	51	46	38	38	40	47	43	50	42	54	58	40	39	51	46	47	42	34	48	49	51	47	46	53	51	51	49	45	47	48	44	55	54	47	59	60	0	1	4	1	24	3	16	9	3	19	37	24	6	13	24	3	9	29	4	15	13	12	15	6	46	24	28	19	37	21	10	19	53	11	21	76	9	32	43	17	26	10	28	32	24	26	24	20	31	44	5	57	76	21	50	85	37	40	64	36	7	44	11	52	20	46	30	66	36	46	7	18	44	43	63	12	63	14	60	75	62	92	92	51	18	45	52	81	8	72	84	22	90	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-496.917057636523509	-505.967901016974849	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992071673714499	-5	5	10	14	19	21	18	32	21	23	26	24	29	28	26	26	16	38	24	30	31	30	22	27	32	27	38	37	32	34	35	47	39	40	36	42	37	38	48	37	33	29	40	48	39	32	35	38	41	44	35	41	39	40	54	50	34	40	50	44	38	42	46	45	46	48	36	50	62	44	42	47	44	51	50	44	40	45	35	43	55	53	53	44	51	57	47	42	52	54	55	55	54	66	0	1	2	2	4	4	4	16	5	3	23	6	7	19	6	10	3	51	5	19	24	23	5	10	9	17	42	11	22	20	13	61	20	79	8	54	29	30	18	42	26	4	28	61	31	15	20	57	15	57	9	51	37	67	39	43	19	46	77	40	25	48	27	18	57	43	20	45	92	77	53	34	22	70	60	77	31	52	16	47	87	58	36	67	70	58	50	27	48	32	60	61	52	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-496.565864796090580	-505.616708176541920	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992218185514453	-8	9	17	16	22	22	22	29	20	25	36	27	25	33	31	23	24	38	30	23	31	36	33	31	36	30	38	29	42	38	43	37	39	37	34	44	37	28	43	41	26	39	40	46	42	40	29	38	39	44	48	41	39	43	47	54	34	48	52	46	34	42	34	44	47	51	41	45	62	43	33	42	46	49	53	36	48	43	48	40	51	55	56	48	47	58	50	45	47	46	57	47	57	51	0	1	2	2	4	4	4	13	3	3	35	6	6	12	6	9	3	57	7	4	20	21	47	10	13	9	15	6	48	19	11	14	11	38	19	3	26	5	63	47	6	12	23	67	42	63	16	63	25	11	53	76	23	61	72	36	16	46	51	45	41	43	28	33	54	44	34	45	85	6	41	32	78	88	77	28	22	71	43	37	29	59	78	30	80	64	36	45	52	39	79	49	75	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-494.311685818745161	-503.362529199196501	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973906325408401	-3	9	21	11	28	16	24	32	21	26	28	29	31	21	31	28	25	34	27	33	28	38	25	32	32	23	34	34	36	36	41	36	37	39	32	39	32	36	51	40	36	34	42	48	43	42	36	33	41	39	47	39	44	31	42	43	33	38	52	51	45	37	36	43	49	52	38	53	63	51	42	56	46	47	52	49	52	49	49	42	46	58	55	49	35	55	42	46	52	49	56	49	61	61	0	1	6	2	26	4	6	7	6	3	17	26	7	2	26	14	3	24	7	7	26	48	14	17	5	3	3	54	15	37	32	12	16	21	5	12	7	57	46	15	25	16	58	34	67	12	8	10	24	29	46	5	87	10	63	27	19	13	81	36	34	15	12	18	47	53	54	88	83	45	47	73	71	45	36	46	33	8	49	27	80	73	76	46	25	92	58	22	65	67	78	55	87	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-490.254823132215733	-499.305666512667074	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997316400157162	-3	3	12	15	26	21	26	27	22	22	31	20	28	31	26	26	28	35	30	27	22	25	30	30	30	33	35	35	41	34	40	41	36	42	34	43	29	36	44	33	32	40	36	45	38	38	35	37	42	49	40	41	42	40	53	43	30	32	52	42	44	39	43	46	47	36	43	50	57	50	40	44	46	44	48	53	52	42	44	44	44	50	53	45	49	53	38	47	44	38	51	49	49	52	0	1	2	3	12	3	6	12	12	4	15	4	6	12	12	12	6	25	22	6	2	12	22	20	7	21	17	24	43	19	13	46	16	35	19	38	6	14	62	21	8	40	6	34	11	11	58	21	28	89	27	25	46	40	93	58	8	7	53	18	48	13	28	90	53	57	87	78	68	71	27	71	51	71	34	71	50	87	90	28	45	88	63	60	72	88	35	46	27	24	66	31	29	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-490.540584645221543	-499.591428025672883	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996749537250812	-7	3	22	10	27	16	29	25	25	27	29	25	27	22	18	24	29	36	29	31	26	33	35	31	32	32	36	32	38	31	41	40	34	25	35	37	35	38	45	35	34	41	35	30	40	36	39	40	42	46	49	36	43	40	48	48	37	49	47	54	31	44	46	43	51	47	40	53	62	43	38	55	41	44	45	56	48	46	41	36	45	51	56	41	49	53	48	48	53	48	55	50	58	57	0	1	15	2	14	4	12	15	6	14	8	6	14	15	4	6	21	22	12	6	3	19	19	16	13	9	24	17	10	3	19	17	11	3	30	11	7	35	73	16	5	36	7	5	23	20	36	43	30	79	54	21	11	61	81	38	5	52	48	88	14	71	36	67	87	18	7	56	94	23	22	56	20	27	27	90	84	42	28	7	47	77	60	41	45	78	73	80	62	46	77	54	51	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
