step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-877.308568922418544	-884.164056873377945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.180380749733370	-1	3	2	5	4	5	5	6	6	7	6	8	7	9	7	9	8	9	8	8	9	10	9	9	8	10	9	9	10	10	9	11	10	9	10	11	11	10	11	12	10	10	11	12	12	12	11	14	13	13	11	12	12	12	13	13	13	13	13	12	12	14	14	13	14	14	15	14	13	14	15	15	15	15	15	15	14	15	14	16	17	16	16	16	16	18	17	16	18	17	17	17	18	18	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	4	4	4	4	5	4	5	4	5	5	5	5	5	5	6	5	5	5	6	5	5	6	6	5	6	6	5	6	6	6	6	6	7	6	6	6	7	7	7	6	8	7	7	6	7	7	7	7	7	7	7	7	7	7	8	8	7	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	10	9	9	10	9	9	9	10	10	11
500	-512.142389365031704	-518.997877315991104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433671866340863	-2	4	2	5	5	6	4	5	6	8	6	9	7	8	7	9	7	9	8	9	10	10	9	9	8	10	8	10	10	9	9	11	9	10	11	10	11	10	11	13	11	9	12	11	12	12	12	13	12	13	11	11	12	12	12	13	13	13	13	11	13	14	14	13	14	15	15	14	13	15	15	16	15	15	15	14	12	15	15	16	17	16	16	14	14	18	16	17	19	17	16	18	18	17	22	0	3	1	7	3	1	3	2	8	11	8	4	2	11	2	8	3	19	11	2	19	11	19	3	8	16	11	31	33	8	13	12	6	2	24	17	20	19	18	14	30	13	36	22	31	36	23	15	34	30	20	13	2	34	34	77	9	30	55	10	41	46	4	35	45	55	77	40	52	56	58	85	28	61	28	46	4	69	43	71	32	76	14	38	48	38	22	34	45	74	58	69	67	13	42	1	1	2	1	1	4	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	3	1	3	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	3	1	1	1	1	2	1	1	3	1	3	1	2	3	1	1	1	4	2	1	1	2	1	6	1	1	1	2	1	1	1	1	2	2	1	2	1	4	1	1	1	3	1	5	2	1	5	3	3	3	1	1	2	2	4	8
1000	-439.880325558712173	-446.735813509671573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779809106462008	0	4	2	6	5	5	4	6	5	7	7	8	8	7	7	10	8	7	9	7	10	8	10	9	8	10	9	9	11	11	9	11	10	9	11	11	11	11	11	12	10	9	11	12	12	12	11	15	13	14	11	12	12	12	13	13	14	13	13	13	13	15	13	12	15	15	16	13	14	15	15	14	15	15	15	15	15	14	14	16	17	16	15	17	16	17	16	15	17	16	18	16	18	18	21	0	3	1	2	2	2	3	7	7	4	7	9	8	4	1	15	20	6	5	5	11	10	42	18	14	34	4	11	34	28	14	10	22	22	11	24	34	13	26	18	31	20	24	16	21	21	42	41	40	54	19	43	41	23	29	33	55	30	35	8	54	55	29	43	40	56	68	25	20	68	58	32	60	61	19	46	58	4	37	46	65	35	68	80	75	50	61	46	31	75	82	69	81	67	81	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	3	1	2	1	3	1	1	1	2	2	1	2	1	1	1	1	1	2
1500	-439.577887599071403	-446.433375550030803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742638631938998	-1	4	2	6	4	5	5	5	6	6	6	8	7	7	7	8	9	10	7	8	7	10	9	9	7	10	9	9	11	10	9	12	10	9	10	10	11	10	11	12	11	10	12	12	13	12	12	12	13	13	11	12	13	12	14	13	12	13	13	13	12	14	14	14	13	14	16	13	13	15	15	16	16	15	15	16	15	15	14	16	18	15	16	14	15	18	16	16	18	18	16	17	18	17	21	0	3	1	6	3	3	5	2	3	3	2	11	4	5	5	15	9	34	11	11	2	16	21	25	4	20	25	11	42	4	15	26	12	14	20	23	13	11	31	20	20	24	27	34	35	36	33	18	34	26	31	9	41	20	29	32	24	52	36	39	38	36	29	53	46	38	68	54	32	55	52	2	52	38	47	58	68	69	52	69	60	65	55	46	60	30	66	61	94	87	65	79	71	67	81	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	1	3	1	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	7	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2
2000	-442.575225972111696	-449.430713923071096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694740468822527	-1	3	2	4	5	6	5	6	7	7	6	7	7	10	7	9	7	9	7	7	9	9	8	10	8	11	10	9	9	10	9	11	10	10	9	12	11	9	11	10	11	10	11	12	12	11	11	14	13	14	12	13	13	13	13	12	13	11	14	12	13	14	14	12	14	14	16	15	14	14	14	13	15	15	15	15	14	15	14	16	17	15	17	15	15	19	17	15	18	18	17	17	18	17	21	0	3	1	1	4	2	2	4	7	3	7	11	7	9	4	20	5	19	2	7	8	13	13	31	6	25	28	17	20	21	13	12	6	4	19	35	15	4	14	13	28	29	22	58	30	34	16	5	60	43	30	32	51	44	24	40	16	21	56	22	38	34	47	34	32	57	68	50	51	24	52	38	57	54	57	29	36	52	58	69	42	39	68	23	72	65	61	57	77	66	82	69	91	25	63	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	1	3	2	1	3	1	2	2	2	2	1	1	2	1	4	3
2500	-487.513063950025412	-494.368551900984812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663071565631535	-1	3	2	6	5	5	4	5	6	7	6	7	7	7	7	7	8	8	9	8	9	10	9	9	8	10	10	9	10	10	9	12	11	8	11	11	12	10	11	13	11	10	11	10	12	12	11	12	13	12	11	13	12	12	13	14	13	14	13	12	12	13	14	11	13	14	15	14	14	15	15	14	15	15	15	16	14	15	14	17	17	16	17	16	17	17	17	15	18	17	15	16	16	16	21	0	3	1	6	2	2	3	7	7	5	3	6	6	5	3	5	8	6	34	12	15	25	14	16	1	34	13	25	20	19	16	38	16	4	44	42	35	20	23	43	34	11	13	34	25	29	13	10	51	51	17	41	4	20	42	50	13	64	61	20	24	29	62	31	22	46	30	37	38	63	53	15	79	59	60	36	41	57	14	73	63	55	58	73	23	88	61	58	75	92	38	52	36	22	55	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	5	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	4	1	1	1	3	2	1	3	1	1	2	1	1	2	1	2	1	1	1	3	1	2	3	3
3000	-453.538284932436397	-460.393772883395798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772002037579527	-1	3	2	5	5	6	6	5	5	4	3	8	7	9	7	9	8	9	8	7	10	10	10	10	8	10	9	10	11	10	10	11	10	8	10	12	11	10	12	13	11	11	11	12	12	12	11	13	13	12	11	12	12	13	13	12	13	14	14	11	12	13	14	14	13	15	16	14	13	15	15	15	15	15	15	16	14	14	13	16	17	15	16	15	16	18	17	16	18	16	16	17	18	17	19	0	3	1	10	2	10	4	2	11	3	3	5	5	9	5	25	5	9	15	9	19	17	15	12	9	17	5	19	16	20	20	30	20	13	27	27	10	20	47	32	14	20	15	33	16	28	18	39	35	19	17	22	32	61	42	22	39	26	62	33	20	41	55	53	60	65	68	44	50	48	77	43	37	61	56	62	13	65	51	37	84	22	79	47	84	54	54	52	77	73	32	69	80	77	58	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	3	2	1	1	4	1	2	2	1	2	2	1	1	2
3500	-483.466224912294990	-490.321712863254390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718376160937934	0	4	3	5	5	6	6	6	7	7	6	7	8	9	8	9	8	9	8	9	9	10	10	9	9	11	10	10	10	9	9	12	8	8	11	12	12	10	11	12	9	11	11	12	12	12	10	15	13	14	11	13	11	13	13	13	10	14	13	10	12	13	14	14	15	14	15	15	12	14	16	15	15	13	15	14	14	15	13	16	16	15	14	16	16	18	15	16	19	15	17	18	18	18	21	0	3	1	2	2	3	3	2	7	6	3	5	8	4	5	10	8	10	6	17	10	30	7	34	9	60	17	12	11	10	10	29	8	7	16	42	29	13	19	22	34	29	16	28	51	42	21	60	35	14	34	22	2	39	42	33	13	34	47	13	23	24	46	53	76	45	77	52	33	37	45	11	51	51	79	28	35	69	35	48	47	31	37	50	28	44	54	63	67	52	82	83	66	78	75	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	2	3	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	3	1	1	1	1	1	2	2	1	3	4	1	1	2	3	1	1	2	1	1	2	1	2	5
4000	-426.293303839182101	-433.148791790141502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823224082923412	0	3	2	5	4	5	5	6	6	6	7	8	7	8	6	9	9	8	7	9	9	11	8	8	9	11	7	8	8	11	10	10	11	9	10	10	10	11	11	10	10	10	11	13	11	13	11	13	14	13	11	12	12	13	13	14	13	12	13	12	11	13	13	13	14	15	15	14	13	14	14	14	14	15	16	15	15	15	15	16	16	16	17	16	16	18	18	17	17	15	18	17	17	19	21	0	3	1	2	1	5	5	4	5	5	7	6	5	9	4	13	27	10	6	19	27	16	11	8	10	21	5	19	9	21	28	13	25	27	17	28	24	29	31	29	13	29	21	58	20	16	11	25	51	58	21	7	12	58	61	11	37	47	42	33	21	42	38	47	38	56	50	39	37	47	36	48	60	32	38	46	25	58	56	49	76	47	90	56	48	54	70	78	77	57	76	78	77	89	65	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	1	1	1	3	1	1	2	2	2	1	1	1	2	1	1	1	4
4500	-475.886277853916113	-482.741765804875513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758016342897428	-2	4	3	6	5	5	5	7	7	7	6	8	7	10	7	9	8	10	8	8	9	10	9	9	8	9	9	10	10	10	7	12	10	9	9	9	11	11	10	13	10	10	11	12	11	11	10	14	13	14	11	12	11	13	13	12	11	14	14	12	12	14	14	12	14	13	14	15	14	13	15	12	15	16	15	15	13	14	14	17	18	16	16	14	16	18	18	16	16	17	18	16	18	18	22	0	3	1	6	3	3	3	2	7	5	7	5	7	16	2	8	13	6	3	5	25	25	10	10	4	8	13	5	34	24	5	14	34	13	8	8	26	20	13	38	26	16	26	47	21	11	20	28	30	44	24	8	20	51	56	35	20	56	72	37	30	52	34	31	18	46	41	54	47	61	48	15	70	30	72	29	38	52	52	50	60	70	72	70	59	74	52	78	67	89	82	28	54	28	81	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	2	1	3	2	3	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	3	2	2	2
