step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-591.699262535611638	-590.237180451092740	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.132987865812167	-1	1	4	2	1	4	3	3	5	4	7	5	6	5	5	4	6	6	7	7	6	6	7	7	7	6	7	6	6	7	7	8	7	8	8	10	9	9	9	9	9	8	10	10	10	10	9	10	10	11	12	11	11	11	13	10	11	12	11	13	11	12	12	12	13	13	12	13	13	14	13	12	15	15	15	14	14	13	14	17	17	14	15	16	16	15	15	17	16	16	16	16	17	18	17	17	16	17	17	19	17	18	20	20	19	22	21	20	20	24	25	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	2	2	3	3	4	3	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	5	6	5	5	5	5	5	5	6	6	6	6	5	6	6	6	7	6	6	6	7	6	6	7	6	7	6	7	7	7	7	7	7	7	7	8	7	7	8	8	8	8	8	7	8	9	9	8	8	9	9	8	8	9	9	9	9	9	9	10	9	9	9	9	9	10	9	10	11	11	10	12	11	11	11	13	13	13
500	-439.715685717450583	-437.896937889681396	-1.818747827769186	0.000010004923760	0.000001723468423	0.172262024658892	0.465684328312494	-1	1	2	1	1	4	3	3	6	4	7	6	6	4	6	4	6	6	7	8	6	6	8	7	7	7	4	6	6	8	7	8	8	9	9	10	8	9	9	10	10	8	10	11	8	9	10	10	10	12	12	11	11	11	13	10	11	13	12	14	11	10	10	12	13	12	10	13	13	14	13	13	13	15	15	14	15	12	14	18	17	14	13	17	17	15	16	18	15	15	16	17	17	18	18	18	16	18	18	20	17	19	19	19	20	22	21	20	20	23	25	24	0	1	2	1	1	5	1	5	3	5	17	16	3	5	6	3	27	16	13	12	27	6	8	29	12	15	5	10	10	5	16	27	14	19	24	35	16	12	8	45	7	21	21	38	7	28	45	26	35	44	39	36	35	49	53	45	45	2	62	35	17	18	20	62	47	34	35	49	54	64	41	29	67	70	70	67	38	54	48	34	90	64	49	42	64	59	13	93	55	82	71	53	49	89	91	50	89	74	15	77	41	70	70	88	74	103	91	92	95	107	58	104	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	3	2	2	2	1	1	1	2	2	2	1	3	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	7	1	2	3	2	1	1	1	2	1	1	1	1	1	5	1	1	1	2	4	1	2	3	1	1	3	4	3	1	6	1	1	1	2	2	4	1	1	3	1	1	5	3	3	2	2	1	2	1	2	1	1	2	6	3
1000	-330.639993407886777	-329.163391279430869	-1.476602128455904	0.000009934586262	0.000003101976761	0.312240155678187	0.838924970913198	0	1	5	2	1	4	4	4	5	5	7	6	5	5	6	3	7	6	8	7	5	6	8	7	7	6	8	7	6	7	7	8	7	8	8	10	9	9	8	8	9	9	10	11	9	9	9	11	10	11	11	10	11	11	13	10	11	12	10	13	10	12	12	11	13	14	12	13	12	14	14	12	14	15	14	15	13	13	14	17	17	15	14	16	15	15	14	17	17	14	14	16	17	18	17	15	17	17	17	20	18	18	19	20	17	22	19	19	20	24	24	23	0	1	16	1	1	2	4	4	2	7	7	8	8	6	8	5	29	3	12	8	5	8	26	10	8	21	12	14	3	21	14	12	15	33	26	40	23	27	14	33	39	25	37	38	34	28	35	11	30	11	46	41	52	37	54	27	45	38	19	49	28	36	40	41	51	67	61	44	52	69	63	27	57	60	62	69	63	44	64	74	85	63	63	70	72	32	53	91	76	44	57	77	54	82	82	55	91	96	92	101	98	76	81	94	86	104	78	80	93	107	106	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
1500	-306.662558576619404	-304.885975334945726	-1.776583241673683	0.000009953666267	0.000001814131051	0.182257572467443	0.937409679603213	0	1	5	2	2	3	4	4	4	3	7	5	7	5	5	4	5	6	6	6	7	6	7	6	8	6	8	6	6	7	8	9	8	8	9	10	9	9	9	9	9	8	11	10	11	10	9	11	10	11	13	11	9	12	13	10	12	11	11	14	10	12	12	13	11	13	13	14	13	14	13	11	15	16	15	14	14	14	14	18	18	15	16	17	15	16	14	16	15	15	16	17	17	17	18	16	16	17	18	18	16	19	21	20	19	21	21	21	20	24	24	25	0	1	7	2	1	5	1	5	5	5	15	7	15	5	10	10	9	3	9	16	16	17	19	7	18	9	19	14	7	17	8	11	28	29	30	3	11	26	28	18	30	28	39	25	32	30	27	32	25	27	43	41	24	40	63	31	52	46	46	63	33	61	72	65	46	53	65	52	72	50	50	32	87	78	51	48	48	51	57	86	94	78	68	74	76	54	67	60	70	67	54	87	77	83	98	76	55	76	93	91	57	100	100	98	93	102	102	94	81	109	107	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1
2000	-294.732272825796940	-292.030470459800597	-2.701802365996339	0.000009959622539	0.000000732684749	0.073565513761235	0.949120610326067	0	1	5	2	1	5	3	3	5	3	7	4	5	4	5	5	5	6	7	6	7	7	8	6	8	6	8	7	7	7	7	8	6	8	8	10	8	9	8	9	9	9	10	9	10	10	8	8	10	10	13	11	11	12	13	11	10	12	11	14	11	13	11	11	12	12	12	12	13	14	14	13	13	15	15	14	14	13	15	16	16	15	13	15	17	15	15	17	16	17	17	16	16	16	17	17	16	17	17	18	18	18	20	19	18	21	22	20	19	24	25	24	0	1	8	2	1	12	1	5	7	5	17	4	10	2	10	4	8	14	6	14	13	16	30	9	9	17	24	3	15	24	13	26	8	6	9	27	9	6	19	32	11	27	21	16	31	41	18	18	23	48	52	50	44	44	59	41	35	50	23	54	50	58	57	48	49	50	41	57	68	69	78	48	50	65	51	58	42	61	78	75	74	78	59	78	79	73	78	92	83	89	74	84	70	52	81	79	82	82	74	97	80	97	101	101	98	108	102	101	91	108	107	106	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-358.441380649203836	-356.198807432766159	-2.242573216437692	0.000010020696384	0.000001085673437	0.108343112630208	0.769999917348171	-2	2	2	3	0	5	3	4	5	5	8	6	7	4	6	4	6	6	7	6	7	6	8	7	6	6	8	5	6	8	5	9	7	9	7	10	9	10	9	8	10	7	11	10	11	10	9	8	10	11	12	11	11	9	13	10	11	13	9	13	12	13	12	13	12	13	12	14	12	14	12	13	16	15	14	14	14	13	14	16	18	14	15	17	15	15	16	18	17	16	17	16	15	16	16	18	17	17	16	19	18	17	19	20	19	23	21	20	20	23	26	24	0	5	5	3	1	4	1	4	7	8	31	16	6	3	6	3	16	16	6	10	10	16	18	10	8	14	29	4	10	35	7	21	8	10	12	33	27	30	33	13	37	22	39	54	37	10	17	20	48	37	47	47	46	33	43	30	11	53	33	49	25	59	39	45	35	41	34	71	41	61	49	44	71	77	30	66	63	44	45	85	95	57	82	62	63	66	78	95	52	93	66	83	77	86	85	84	52	72	78	78	76	94	101	88	80	88	81	96	84	102	112	110	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	1	1	2	1	1	1	2	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	2	1	3	2	1	1	1	2	2	2	1	1	2	1	1
3000	-307.665728388661876	-306.149694592851006	-1.516033795810895	0.000010119265858	0.000002873462832	0.283959614517359	0.966148317364848	-1	2	5	2	0	5	3	4	6	4	8	5	4	5	6	4	7	6	5	7	7	6	8	7	7	6	7	7	6	6	8	8	7	9	8	9	9	10	8	8	10	8	10	10	10	9	10	10	11	11	12	11	11	9	13	11	9	13	12	13	11	12	13	12	12	13	12	13	14	14	14	12	16	16	15	15	14	13	14	18	18	15	15	15	16	16	15	16	16	17	14	15	15	18	17	18	15	16	17	18	18	19	20	17	20	22	21	20	20	25	23	24	0	5	10	1	1	16	5	4	16	4	27	2	2	7	3	7	12	3	4	29	14	8	27	22	15	8	22	13	14	7	24	33	22	39	22	40	23	35	26	27	39	18	40	20	20	42	11	29	44	39	44	41	46	21	52	46	17	51	48	41	35	48	65	41	50	45	38	41	49	58	60	44	91	77	72	66	67	61	59	73	90	66	66	78	79	58	63	75	82	82	67	58	53	90	76	74	70	93	93	93	89	74	104	87	95	105	109	89	100	108	107	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1
3500	-293.053563610760477	-290.262392212147006	-2.791171398613465	0.000010238273299	0.000000704293843	0.068790295238462	0.990184806924008	-1	1	5	2	1	4	3	3	5	5	8	6	5	4	6	4	7	7	6	7	6	7	7	7	8	5	8	7	7	8	6	8	8	8	9	10	9	9	10	9	8	9	10	10	11	11	9	10	10	10	11	11	12	10	13	10	12	12	10	14	12	12	12	12	13	12	12	13	14	14	12	11	15	14	15	14	13	14	15	17	14	15	13	15	17	14	15	18	16	17	17	16	16	18	16	18	16	17	18	20	17	18	18	20	19	22	20	20	20	23	25	22	0	1	14	1	1	7	2	5	7	6	3	3	8	4	16	7	6	26	7	10	3	6	26	9	23	7	9	21	9	22	14	20	29	23	24	47	28	22	40	34	29	23	17	28	56	39	11	30	27	25	37	36	49	12	66	21	35	39	41	67	54	19	48	54	50	44	48	61	83	53	50	25	53	67	66	39	66	63	68	69	71	60	57	81	82	77	53	93	70	82	79	65	70	92	66	70	70	53	89	99	73	84	79	102	97	104	88	94	80	112	112	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-273.031866256734077	-269.758112014690084	-3.273754242043990	0.000009761397148	0.000000482374178	0.049416509818814	0.976478399047775	-1	2	4	3	1	5	3	3	4	4	7	5	6	5	4	5	6	6	8	8	6	6	7	7	7	6	7	5	7	6	8	8	7	8	9	10	9	10	9	9	8	9	10	10	10	11	9	10	8	11	12	11	12	11	13	10	10	13	12	12	11	13	12	12	13	12	13	12	13	14	12	11	15	16	15	14	15	13	14	18	17	15	15	17	15	14	16	18	17	17	17	16	15	18	17	18	13	18	18	19	17	15	20	21	18	22	20	18	20	22	24	23	0	5	4	5	1	15	2	2	7	5	16	3	9	9	2	4	10	9	25	28	10	10	15	15	13	9	18	4	12	9	29	28	14	18	13	31	13	31	19	49	30	25	19	19	31	19	19	35	13	47	20	35	36	42	60	23	19	54	56	48	42	72	56	43	61	48	72	31	46	78	44	35	60	86	55	66	51	46	67	102	74	62	65	77	65	61	97	92	85	93	86	70	79	90	73	82	60	87	91	95	74	70	94	107	101	104	99	90	91	109	110	104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-315.358707136654800	-312.299907749680131	-3.058799386974672	0.000008824722891	0.000000502353854	0.056925736964238	0.822157666960364	0	2	4	3	2	4	3	3	5	5	8	5	6	5	5	5	6	7	6	6	6	7	6	6	7	7	7	5	6	7	7	8	8	8	8	9	9	9	9	8	8	8	10	9	10	10	8	10	11	12	12	11	11	11	13	11	12	12	12	12	11	13	11	11	13	13	13	13	14	15	14	12	15	15	15	13	15	12	14	15	17	14	15	16	16	15	15	17	16	15	16	17	18	18	17	17	17	17	18	19	16	16	20	20	19	23	21	19	21	23	25	23	0	1	5	5	1	2	5	1	7	8	13	8	4	8	8	4	16	19	9	4	4	13	2	10	16	14	24	7	16	16	16	22	26	24	20	41	21	42	19	19	25	27	41	21	33	35	26	34	39	11	11	11	36	23	49	16	42	54	43	53	28	52	38	48	58	59	54	72	65	57	49	43	53	65	78	59	66	63	78	67	59	66	82	60	76	65	62	60	68	65	56	101	97	95	90	90	83	86	89	92	79	72	86	94	95	100	95	95	94	100	106	109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1
