step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-2362.547515302757802	-2361.085433218238904	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.347937225952795	0	2	4	3	4	4	4	6	6	6	6	7	6	7	8	7	8	6	7	7	7	8	10	10	9	10	10	10	11	11	10	10	10	11	11	10	10	12	13	13	12	14	15	14	16	15	17	17	17	16	18	16	18	16	19	19	18	18	21	19	20	19	20	20	20	20	20	23	23	23	22	22	23	24	24	24	25	25	27	30	29	30	30	29	33	33	35	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	3	4	3	4	4	4	4	3	4	4	4	4	5	5	5	5	5	5	6	6	5	5	5	6	6	5	5	6	7	7	6	7	8	7	8	8	9	9	9	8	9	8	9	8	10	10	9	9	11	10	10	10	10	10	10	10	10	12	12	12	11	11	12	12	12	12	13	13	14	15	15	15	15	15	17	17	18	20
500	-1119.385547009685297	-1117.492629310642542	-1.892917699042773	0.000009987136508	0.000020661691985	2.068830436957001	0.220727696531953	0	1	2	3	5	4	3	6	5	6	4	6	6	7	9	7	8	7	8	4	7	9	7	10	9	11	10	9	10	12	10	9	11	11	12	11	10	11	12	10	13	14	16	13	17	15	17	17	14	13	19	16	18	16	20	19	16	19	21	19	21	20	20	20	18	20	21	24	23	23	23	22	23	25	25	25	26	26	27	31	29	31	30	30	34	33	36	39	0	1	1	2	3	7	3	1	4	4	2	9	6	5	5	5	6	6	7	3	11	10	9	10	11	15	10	23	11	40	20	10	32	9	40	23	28	25	24	5	20	40	40	38	40	38	31	31	31	20	20	9	52	31	49	49	20	20	20	34	20	40	34	58	31	49	20	20	40	53	50	11	40	49	50	34	65	50	65	50	65	50	50	50	20	50	65	9	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	4	2	1	4	1	2	1	2	1	3	4	2	3	1	4	2	4	3	3	7	8	8	1	4	3	4	6	9	11	3	12	6	7	1	5	3	12	11	9	3	6	7	9	8	9	7	8	8	4	13	7	15	16	12	16	11	10	18
1000	-893.040722076768020	-891.233564887643979	-1.807157189124047	0.000010059356846	0.000018671631264	1.856145631401252	0.249741055925059	0	2	4	3	4	4	4	6	5	6	6	8	7	8	8	6	7	6	7	6	8	8	8	9	9	10	11	9	11	9	9	11	11	9	10	11	11	12	13	11	13	14	16	14	17	16	18	17	15	13	19	17	18	16	19	17	17	19	21	19	20	17	19	21	17	20	21	24	24	23	20	21	22	25	24	25	25	26	27	30	29	31	31	29	32	34	36	39	0	1	1	2	1	1	1	5	4	2	4	11	6	5	3	5	6	6	7	3	9	10	9	10	11	15	11	23	11	20	20	24	24	9	30	28	28	25	27	31	30	30	40	38	41	44	54	43	31	31	20	34	34	40	62	49	50	30	30	34	30	49	34	55	31	62	49	50	62	72	50	34	66	66	50	63	65	50	75	71	71	20	50	65	65	71	85	11	1	1	2	1	2	2	2	1	2	2	2	1	2	2	2	1	2	1	2	2	1	1	2	2	2	1	3	1	2	2	2	1	2	2	1	1	1	2	1	2	2	4	3	1	2	2	1	1	4	2	7	5	2	2	2	1	2	5	8	5	6	2	7	1	4	1	5	6	6	1	6	5	2	3	7	5	4	7	2	8	3	15	13	11	12	10	4	16
1500	-791.037330940284505	-789.299617724441191	-1.737713215843334	0.000010036587300	0.000016928196836	1.686648691503896	0.343946007125725	0	2	4	4	5	4	5	6	5	6	6	8	6	7	8	7	7	6	7	7	7	9	9	9	8	11	10	10	12	11	9	10	10	12	11	11	11	12	14	13	12	14	15	14	16	15	17	16	16	15	17	17	19	13	19	19	19	18	20	19	20	17	19	20	17	20	20	23	23	24	22	23	22	25	25	24	25	25	28	30	28	31	31	27	34	34	36	37	0	1	1	2	1	1	6	5	2	9	2	10	6	5	3	5	6	6	7	5	9	10	10	9	10	15	11	23	11	31	20	24	24	24	20	28	28	25	22	35	20	30	40	38	40	44	54	30	30	30	50	34	34	41	62	49	51	20	41	34	54	49	34	55	50	62	62	51	67	72	50	63	67	69	65	63	71	50	75	84	78	65	71	65	65	84	82	39	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	3	2	2	1	1	2	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	3	3	1	1	2	1	5	4	4	4	1	4	1	1	2	2	3	2	1	4	2	1	2	5	5	2	5	2	2	2	12	7	8	9	6	2	10
2000	-720.199250613204413	-718.642874460754228	-1.556376152450142	0.000010036283661	0.000012496141181	1.245096452330317	0.497215289399229	0	2	5	3	3	4	4	6	5	5	7	7	7	7	8	6	9	7	7	8	7	7	8	8	8	11	10	10	12	11	10	9	11	10	12	11	11	12	14	13	12	15	16	14	15	16	18	18	17	16	19	16	18	16	19	19	18	19	20	20	20	18	19	21	19	21	20	23	24	23	22	21	23	24	24	25	26	24	28	31	30	31	30	28	33	34	35	39	0	1	5	2	1	5	1	3	2	4	4	10	6	16	16	5	6	6	7	3	2	10	9	9	9	15	11	23	34	20	20	24	24	11	30	28	28	25	34	31	20	30	40	38	41	44	54	43	45	30	57	34	39	45	62	49	50	57	57	52	54	49	34	55	50	62	62	57	62	72	65	53	66	62	65	63	71	50	78	84	77	78	84	65	78	84	82	9	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	2	2	1	2	2	1	1	1	3	2	2	2	2	2	2	2	2	1	1	1	3	1	3	2	1	1	2	1	1	1	2	2	1	5	1	1	2	2	3	3	2	2	1	1	3	3	3	3	6	3	1	2	5	1	5	4	4	2	17
2500	-669.952655651669943	-667.878221093725415	-2.074434557944488	0.000010000513218	0.000025367211488	2.536590966337108	0.554656772344213	0	2	2	4	5	4	5	5	6	7	6	7	6	6	9	7	9	7	7	6	8	9	8	9	8	11	11	9	11	10	11	11	11	11	12	10	10	12	13	13	12	14	15	14	16	16	17	16	17	16	19	16	19	16	19	20	18	19	21	20	20	18	20	21	20	20	21	23	23	24	23	22	24	23	24	24	25	25	27	31	26	29	31	30	34	34	35	39	0	1	1	2	3	3	3	3	4	4	4	11	6	5	16	5	6	6	7	5	4	10	11	9	9	15	11	23	10	20	20	24	24	10	30	28	28	25	27	30	31	31	40	38	43	44	54	31	54	30	57	34	39	31	62	49	50	57	51	52	47	49	34	55	50	62	62	51	62	72	65	63	66	66	65	63	75	51	71	82	77	75	82	78	80	82	82	9	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	3	1	4	3	2	1	2	1	1	1	2	1	1	4	1	2	2	2	2	2	2	2	1	2	2	2	2	1	3	2	2	1	2	1	2	2	3	3	13
3000	-672.367928536976137	-670.503824463401202	-1.864104073574959	0.000010021232176	0.000020011145166	1.996874717133640	0.472652424541637	0	2	4	3	5	4	3	6	6	5	7	7	6	8	8	6	8	6	8	7	8	8	8	8	9	11	10	9	9	11	10	11	11	12	11	10	11	12	13	12	11	14	16	14	16	16	18	16	16	17	19	16	18	14	19	20	18	19	19	18	20	17	19	20	20	20	20	24	22	24	23	21	23	24	25	25	25	25	27	30	29	28	31	29	31	34	35	40	0	1	1	2	1	7	1	3	2	2	2	4	6	5	16	5	6	6	7	3	9	10	9	4	9	15	22	23	11	20	20	24	24	9	20	28	28	25	11	31	20	35	40	38	40	44	54	31	40	30	57	34	34	30	62	49	50	57	57	52	47	49	39	55	50	62	62	58	62	72	65	53	69	66	65	72	71	65	78	82	77	79	80	82	82	85	86	10	1	1	2	1	4	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	3	2	2	1	1	1	2	2	1	2	3	2	1	2	2	2	1	2	2	2	1	2	2	3	4	2	3	1	1	2	2	1	2	1	1	1	1	1	1	3	1	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	17
3500	-659.155641400496620	-657.151648755138012	-2.003992645358582	0.000010403894232	0.000024468373416	2.351847574582761	0.620507594530240	0	2	3	4	4	4	4	6	5	6	6	7	6	7	9	5	9	7	7	7	6	8	8	8	9	10	11	9	12	10	11	10	11	12	12	11	10	12	14	11	13	15	15	14	16	16	17	18	17	15	17	16	19	15	20	19	19	19	21	19	20	18	20	21	20	21	21	23	23	24	22	21	23	23	25	25	26	25	27	31	29	29	31	30	33	34	35	39	0	1	1	2	3	3	1	3	4	2	9	11	6	8	16	5	6	6	7	3	4	11	11	10	11	15	4	23	11	20	20	24	24	11	40	28	28	25	34	30	40	40	30	38	40	44	54	45	31	31	50	34	34	40	62	49	51	51	57	52	47	49	34	55	50	62	62	51	62	72	65	63	67	62	65	72	75	71	78	82	78	79	82	82	82	85	86	29	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	3	1	1	2	2	1	1	1	1	1	3	1	3	2	2	2	2	3	1	1	1	2	2	1	1	3	3	1	2	2	1	1	2	1	1	2	3	2	1	1	1	1	1	2	1	1	3	1	2	2	2	3	2	2	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	11
4000	-641.039987876500845	-639.285989956315916	-1.753997920184895	0.000011696914953	0.000020191605191	1.726233393353289	0.588591199007982	1	3	5	4	3	5	4	6	6	5	5	7	6	7	9	6	9	7	7	8	8	8	7	10	8	11	10	8	12	12	9	11	11	11	10	10	10	12	12	12	11	14	15	13	16	16	17	18	17	17	18	15	17	16	20	19	17	19	21	19	20	18	19	21	19	20	20	22	22	24	23	22	24	23	23	25	26	26	28	30	29	28	29	30	32	34	35	39	0	1	5	2	1	7	5	1	10	4	4	4	6	8	16	5	6	6	7	16	9	9	9	9	9	15	2	23	11	31	20	24	24	9	20	28	28	25	27	20	31	40	35	38	43	44	54	31	43	30	57	34	34	40	62	49	30	57	57	52	47	49	53	55	50	62	62	51	62	72	50	63	69	67	65	70	71	71	78	83	77	71	82	82	82	85	86	53	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	3	1	2	1	1	1	1	2	1	2	3	1	3	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	3	1	2	1	2	4	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	2	3	1	1	2	2	1	2	2	1	1	2	3	1	1	2	1	1	13
4500	-646.835347129533943	-645.409455848257721	-1.425891281276231	0.000014098451084	0.000012609670628	0.894401133330786	0.571689429085015	0	1	4	4	3	3	5	6	6	7	5	8	4	7	8	7	8	7	7	8	5	9	8	7	10	10	11	10	10	10	10	11	10	12	12	11	11	12	10	12	12	14	14	13	15	15	16	18	17	16	19	16	18	15	19	20	18	19	19	19	20	18	20	20	20	20	20	23	22	23	23	22	24	24	24	25	25	25	26	31	29	28	30	29	33	34	36	39	0	1	1	2	1	1	5	5	4	9	2	11	6	8	8	5	6	6	7	5	2	11	11	4	11	15	9	23	22	8	20	24	24	39	20	23	28	25	9	20	31	31	40	38	43	44	54	54	40	42	57	34	34	40	62	49	50	57	57	52	54	49	53	55	51	62	62	51	66	53	50	63	69	62	65	72	75	65	65	82	77	71	82	82	83	85	85	39	1	1	2	2	2	3	1	2	1	1	2	3	1	1	1	1	3	2	1	3	1	2	1	1	3	2	2	1	1	2	2	3	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	3	2	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	3	3	2	1	2	2	1	1	2	3	2	2	3	1	1	2	1	2	14
