step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-875.639837369793668	-884.690680750245065	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.633812729842443	-1	3	3	5	9	6	8	6	6	8	8	8	9	9	8	8	11	9	9	9	9	11	12	19	10	11	10	14	10	10	10	12	10	10	11	11	12	11	12	13	14	15	12	14	13	13	15	14	13	14	15	14	14	15	17	16	14	13	13	13	13	13	14	14	15	15	16	15	15	14	15	17	15	17	15	15	16	16	20	16	19	16	18	16	19	19	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-254.347602075099928	-263.398445455551268	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989890057751453	-1	4	2	5	10	7	8	5	6	6	7	7	10	9	8	8	8	7	9	10	10	11	13	15	11	11	11	14	10	11	11	13	11	9	12	6	12	12	11	14	15	16	12	10	12	14	15	14	14	14	14	15	14	15	17	17	10	14	13	13	10	12	13	12	16	15	16	14	15	13	14	15	15	13	14	15	17	16	19	15	19	16	17	16	18	15	18	0	3	1	3	36	4	36	2	2	8	4	36	19	15	11	36	36	8	10	17	16	34	29	58	34	6	20	70	16	20	14	26	34	6	12	8	6	31	14	39	40	49	44	6	22	38	30	30	45	61	63	70	70	68	78	52	14	25	25	33	17	16	38	26	72	59	72	32	60	26	45	28	40	25	38	45	69	54	56	16	26	73	76	31	66	49	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-265.981257707491238	-275.032101087942578	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966051622461367	0	3	4	6	9	5	8	6	7	2	9	9	7	10	8	7	11	9	9	10	10	12	12	19	11	12	11	12	10	10	10	12	11	9	12	11	12	11	12	13	7	16	12	15	13	11	14	14	13	8	14	15	13	13	16	15	15	13	12	8	14	9	15	14	15	12	17	15	15	14	12	17	15	15	14	16	15	16	17	15	18	16	19	15	19	17	17	0	10	2	6	41	2	4	3	6	1	8	9	3	50	8	8	18	6	16	11	19	29	7	87	60	14	11	46	11	11	11	31	9	6	16	62	17	60	38	36	10	51	46	51	5	62	29	60	39	4	53	18	27	17	73	64	53	46	20	3	46	4	26	35	58	11	22	58	45	11	27	28	47	39	39	52	32	53	73	47	82	40	67	54	47	48	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-257.455756611661798	-266.506599992113138	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974507088271166	-1	3	4	6	9	7	8	5	7	9	9	8	10	10	9	8	10	8	9	9	10	12	11	19	9	10	9	15	7	11	11	12	11	9	10	11	12	11	12	14	10	16	9	13	11	14	14	13	13	15	15	14	13	13	15	17	14	12	10	14	13	13	14	15	15	14	16	15	14	14	15	17	13	16	13	14	17	15	20	16	13	16	18	16	20	20	18	0	1	2	2	7	4	9	3	4	16	18	9	7	6	9	8	7	6	9	16	20	16	43	82	6	10	6	69	8	5	26	23	14	29	11	19	33	35	14	39	8	46	29	36	14	53	30	32	11	66	40	18	23	10	39	39	48	36	15	32	30	39	22	75	73	23	73	69	30	53	46	62	43	47	31	19	61	16	84	63	33	52	56	63	63	69	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-249.979639879295121	-259.030483259746461	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987828266401209	0	3	4	5	8	6	8	7	7	9	8	9	8	10	8	9	12	9	9	10	9	12	13	19	10	11	11	10	7	9	11	12	11	10	10	10	12	11	12	14	15	15	12	15	14	12	16	14	14	14	9	15	13	14	16	15	14	13	14	13	13	12	12	13	15	15	15	13	11	14	12	15	16	13	14	14	16	17	15	16	19	17	18	16	18	19	18	0	1	1	3	29	3	29	4	4	5	4	8	6	12	8	5	7	7	29	12	8	21	20	85	7	16	18	5	6	6	21	31	8	7	21	13	16	13	27	27	64	23	31	22	14	14	79	28	39	22	5	75	20	53	22	22	74	69	13	33	43	25	25	36	68	49	32	25	16	68	51	54	40	39	21	71	74	42	70	40	72	23	47	48	55	56	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-274.152097085758328	-283.202940466209668	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988991139402230	-1	4	1	5	10	7	8	6	6	9	8	8	8	9	9	8	10	9	9	7	10	12	12	18	4	12	10	13	9	10	11	12	6	11	3	11	10	11	11	12	14	15	10	14	12	14	13	15	11	15	16	10	15	15	13	16	14	13	13	13	13	11	14	14	16	14	16	16	16	12	11	18	14	13	16	11	13	17	20	13	17	14	17	14	19	15	17	0	35	1	2	13	4	35	35	25	7	6	6	20	12	20	20	16	12	25	2	29	27	29	40	3	10	15	16	12	29	27	21	2	19	1	11	19	35	19	52	30	32	10	76	27	74	49	47	37	84	44	7	80	41	49	86	77	36	27	34	34	29	47	70	66	52	84	84	86	31	5	56	74	45	73	5	43	65	60	23	48	58	68	38	57	39	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-265.484425470631265	-274.535268851082606	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984094268261538	-1	4	3	5	10	6	9	7	7	8	5	9	7	10	8	7	11	8	9	9	9	12	13	18	11	9	10	11	10	11	10	10	10	8	12	11	11	12	12	12	14	15	13	14	14	13	15	12	13	15	14	14	14	16	16	17	12	13	13	14	12	14	14	10	11	15	16	13	14	13	14	17	16	18	15	12	15	13	18	11	19	13	18	17	20	15	17	0	3	1	3	18	3	15	6	3	11	3	4	4	6	8	4	12	2	8	16	34	37	31	72	21	4	7	64	20	29	21	19	9	6	33	7	19	9	17	5	48	51	25	49	80	27	60	21	35	19	23	32	18	47	40	30	15	38	61	64	29	48	40	15	14	30	82	30	22	37	38	45	45	69	57	28	60	30	63	9	84	76	42	63	56	43	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-263.513575971231774	-272.564419351683114	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997745589406490	-1	4	1	3	10	6	9	6	6	8	8	9	10	10	5	7	10	9	9	9	9	11	12	18	11	10	8	14	11	11	10	10	10	8	11	10	13	12	13	13	14	14	12	10	13	12	16	15	13	14	15	14	15	16	15	15	14	14	11	11	14	14	15	12	13	15	14	13	16	14	16	17	10	16	15	16	13	10	18	12	16	17	16	16	15	15	15	0	3	1	3	18	2	6	4	2	6	8	6	34	18	4	4	12	34	8	8	3	73	44	71	5	27	16	40	26	17	11	27	10	16	36	19	22	32	35	14	60	30	22	16	73	35	42	52	27	64	35	17	41	50	62	37	33	68	13	36	49	49	45	17	23	80	44	78	85	38	67	51	7	80	39	23	5	7	69	11	42	66	52	67	68	42	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-256.812068986254928	-265.862912366706269	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997169143941189	0	4	3	3	9	6	7	7	6	9	9	8	9	8	9	7	8	10	5	10	7	11	12	13	11	10	9	14	10	10	9	11	10	11	10	11	9	12	12	12	14	15	11	14	10	14	16	15	13	15	16	14	15	16	17	17	15	13	13	13	12	12	14	15	13	15	16	16	13	13	15	17	16	17	16	14	16	11	15	13	13	16	17	14	19	19	16	0	4	1	1	17	2	9	9	2	21	8	7	9	21	6	9	9	21	2	31	19	30	36	36	11	9	21	32	31	7	6	29	16	37	12	30	16	29	5	34	40	65	18	49	14	69	70	63	19	76	71	14	24	63	77	77	44	61	38	32	26	7	43	84	18	24	81	28	36	23	60	70	53	54	80	59	84	33	70	40	26	49	64	58	83	41	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-255.259101532388911	-264.309944912840251	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982575198637210	-1	2	4	6	9	4	9	6	6	9	8	7	9	10	5	9	11	10	10	8	10	11	12	14	10	11	10	14	11	11	10	11	10	10	11	12	12	7	13	12	14	15	12	14	14	12	15	14	13	11	15	15	12	15	17	16	14	14	13	13	14	13	15	10	14	13	17	14	15	11	13	17	16	18	15	15	16	15	13	15	18	16	19	13	16	14	16	0	1	2	6	20	2	20	3	3	4	15	8	8	10	2	11	13	11	10	8	11	7	33	71	13	19	13	84	33	10	7	19	12	12	64	70	38	8	32	16	46	65	50	59	18	35	59	18	64	27	62	70	26	53	82	76	62	53	5	32	71	18	53	16	40	70	44	70	48	25	27	71	24	76	22	41	41	44	31	58	42	62	80	7	61	46	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
