step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10
25000	-82.490205074807704	-81.072425773563182	-1.417779301244518	0.003025511450843	0.001130575771113	0.373680876599556	0.997445759230567	0	1	3	5	2	4	6	7	6	10	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
25500	-90.334746232761319	-88.811226528299670	-1.523519704461643	0.003386073002314	0.000945680918364	0.279285448871809	0.774768443495294	-1	0	3	4	2	5	6	8	7	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	3
26000	-82.204314592057784	-80.695189240345243	-1.509125351712535	0.003490658072538	0.001006866759969	0.288446115043449	0.896155712473516	-1	1	3	5	1	5	6	7	6	10	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
26500	-84.396038152397352	-82.846551235280401	-1.549486917116949	0.003572232522275	0.000944472733186	0.264392848812790	0.822914055209273	0	2	3	4	2	5	7	5	7	10	0	1	5	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
27000	-83.572997430936852	-82.141795540075847	-1.431201890861011	0.003280151075166	0.001169350537582	0.356492890353316	0.968994369389395	-1	0	3	4	2	4	8	8	7	10	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
27500	-90.387144912891131	-88.862121364426656	-1.525023548464471	0.003313528471337	0.000922382581201	0.278368690409545	0.735046918087004	-1	0	3	5	1	4	7	7	8	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	3
28000	-86.396161831668763	-84.861470869586526	-1.534690962082231	0.003316586457498	0.000904241426239	0.272642199389913	0.992869385519864	0	2	3	4	2	4	8	8	5	11	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	2
28500	-84.769057797581823	-83.267214514610302	-1.501843282971526	0.003418416557333	0.001002859267129	0.293369532445667	0.944793496645238	-1	2	3	5	1	4	7	7	6	8	0	1	5	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
29000	-85.039090918189743	-83.524378036972266	-1.514712881217480	0.003402799089631	0.000969131515960	0.284804212776811	0.841535773219202	-2	1	3	4	1	4	8	7	6	11	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
29500	-87.044763164855880	-85.602788207193697	-1.441974957662183	0.003142556958292	0.001082180484673	0.344363045454974	0.993720086787919	-2	-1	3	4	2	4	7	8	7	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
30000	-81.968497062364250	-80.450580466842936	-1.517916595521315	0.003299909945321	0.000933103079387	0.282766225396697	0.884740619163318	0	1	3	4	2	5	6	8	6	10	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
30500	-85.041742295009755	-83.648347953858831	-1.393394341150921	0.003155253495268	0.001306791672262	0.414163766626426	0.954120852235045	-1	1	3	5	2	4	7	5	6	10	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
31000	-85.999723464672016	-84.514459684873614	-1.485263779798398	0.003488889294813	0.001065565679128	0.305416878865124	0.978866776515577	-1	0	3	5	1	4	8	7	7	12	0	1	5	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
31500	-87.809575973413530	-86.371347402907887	-1.438228570505649	0.003382005936684	0.001178417316359	0.348437388467223	0.882558937168898	-2	1	3	4	2	5	7	7	8	11	0	1	5	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
32000	-85.553361970040626	-84.147116724741096	-1.406245245299524	0.003211741147575	0.001255577509668	0.390933593953092	0.915547520311739	-1	1	3	4	2	4	6	6	7	11	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	2
32500	-85.992637813074879	-84.470608577681773	-1.522029235393106	0.003412462507197	0.000956176239011	0.280201243821481	0.974094308075244	-1	1	3	5	1	4	6	6	8	10	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
33000	-86.536657201494592	-85.055369076852628	-1.481288124641964	0.003140924348338	0.000968973701574	0.308499535204383	0.737371923107929	0	2	3	5	2	4	8	8	7	9	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
33500	-95.158956370536757	-93.667318489794241	-1.491637880742518	0.003641383123442	0.001094736648106	0.300637590441449	0.775023227146169	-3	2	3	4	1	5	8	6	7	9	0	1	5	3	1	3	3	3	3	8	1	2	1	1	1	1	1	1	1	1
34000	-84.097584266044208	-82.659232371967832	-1.438351894076376	0.003102983177178	0.001080771978248	0.348300946713818	0.964678879862660	0	1	3	5	1	5	6	7	6	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
34500	-83.960632707823649	-82.445831425322993	-1.514801282500653	0.003459825124101	0.000985176544918	0.284747497223383	0.759575464713208	-1	2	3	5	4	5	7	6	5	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	3
35000	-81.158154106489263	-79.742270365065693	-1.415883741423569	0.002978814254906	0.001121035237864	0.376336065942372	0.979334081195963	-1	1	3	5	4	5	6	6	7	9	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
35500	-81.195491519484534	-79.658732616892507	-1.536758902592031	0.003596232481474	0.000976208700452	0.271453168136660	0.864976832411281	-1	1	3	4	5	5	8	8	6	9	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
36000	-81.306804875568716	-79.899367150874752	-1.407437724693962	0.003335077333043	0.001297402691456	0.389017273633219	0.827927458260376	-1	1	3	5	4	5	7	7	6	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
36500	-83.087466245574120	-81.659069150249238	-1.428397095324885	0.003440417635358	0.001238117925839	0.359874310930965	0.820935942298504	-1	1	3	5	4	5	8	8	8	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
37000	-85.241940115137623	-83.804438703213648	-1.437501411923974	0.003024998990601	0.001056466404859	0.349245209053274	0.898284149996598	0	1	3	4	4	5	7	6	5	11	0	1	2	3	3	3	3	3	1	7	1	1	1	1	1	1	1	1	1	2
37500	-85.783900640984157	-84.309320847141620	-1.474579793842535	0.003195523142606	0.001003049454835	0.313892095307150	0.904934851233189	0	1	3	5	5	5	6	7	4	10	0	1	2	3	3	3	3	3	1	8	1	1	1	1	1	1	1	1	1	2
38000	-83.323371071110913	-81.833139891838101	-1.490231179272809	0.003272488019389	0.000987230150378	0.301675711119249	0.910072470033061	0	1	3	5	4	4	6	8	5	11	0	1	2	3	3	3	3	3	1	8	1	1	1	1	1	1	1	1	1	1
38500	-86.414726831814804	-85.017366462561867	-1.397360369252938	0.003123008976459	0.001269260843027	0.406422412677767	0.951207391123922	0	1	3	4	5	5	7	7	4	9	0	1	2	3	3	3	3	3	1	7	1	1	1	1	1	1	1	1	1	1
39000	-85.925981801155345	-84.472768344120936	-1.453213457034410	0.003341549867229	0.001112527292122	0.332937509935844	0.885723633650198	0	1	3	5	5	4	8	6	5	10	0	1	2	3	3	3	3	3	1	8	1	1	1	1	1	1	1	1	1	1
39500	-83.804101398584763	-82.340011206629796	-1.464090191954962	0.003323925259263	0.001073147267019	0.322855414401622	0.974751411435424	0	1	3	5	5	4	7	6	5	9	0	1	2	3	3	3	3	3	1	7	1	1	1	1	1	1	1	1	1	1
40000	-84.735451016779223	-83.297656825494769	-1.437794191284451	0.003397601493532	0.001185488627910	0.348919268538855	0.851070072162801	0	1	3	4	4	4	8	7	4	11	0	1	2	3	3	3	3	3	1	7	1	1	1	1	1	1	1	1	1	1
40500	-84.846815724521946	-83.412198989929877	-1.434616734592072	0.003308711409191	0.001166344430038	0.352507150305556	0.921756249616976	-1	1	3	5	4	4	8	7	4	10	0	1	2	3	3	3	3	3	1	8	1	1	1	1	1	1	1	1	1	1
41000	-78.941237116986883	-77.397002315250290	-1.544234801736589	0.003564498118226	0.000952626339423	0.267253988591510	0.945969021091286	-1	1	3	4	5	4	8	5	5	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
41500	-83.394264434652442	-81.972093918069163	-1.422170516583277	0.003229441969542	0.001187670282665	0.367763314487998	0.905953244401363	0	1	3	3	5	4	7	8	5	11	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
42000	-84.044025199787939	-82.590623274056611	-1.453401925731332	0.003021159085739	0.001005306327133	0.332755177269049	0.997627501094565	-2	0	3	5	5	5	8	6	7	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
42500	-81.679365073542101	-80.155761560542970	-1.523603512999135	0.003208441817933	0.000895906580418	0.279234167629483	0.885222007043256	0	1	3	4	3	5	6	8	5	11	0	1	2	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
43000	-80.862947813221879	-79.434141103457307	-1.428806709764567	0.003277198258415	0.001177740369728	0.359374159528988	0.959569743668725	-1	1	3	5	2	5	8	7	5	10	0	1	2	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
43500	-83.426109930284426	-82.011853745383362	-1.414256184901068	0.002887541137331	0.001093419328134	0.378667965625699	0.889982306483030	0	2	3	5	4	5	7	7	7	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
44000	-77.820768837099237	-76.361327847848273	-1.459440989250966	0.003119846629296	0.001020373457983	0.327058852317155	0.863412348602428	-1	1	3	5	5	4	8	6	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
44500	-77.960509014827565	-76.427069630742849	-1.533439384084716	0.003414580006487	0.000933436286706	0.273367818277223	0.982515258446418	-1	1	3	4	5	4	8	8	7	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
45000	-81.334680134232215	-79.893075391886399	-1.441604742345824	0.003281112215934	0.001131193988102	0.344759311372832	0.986751313175347	-1	2	3	4	4	5	8	6	8	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
45500	-81.265535884773612	-79.857078180615702	-1.408457704157913	0.003220523978653	0.001247646627608	0.387404855817885	0.983407964401497	-2	1	3	4	5	4	6	8	5	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
46000	-81.087176038192638	-79.524501936295863	-1.562674101896768	0.003231542560193	0.000832150403299	0.257508724641295	0.985577640021554	-1	1	3	5	4	5	6	6	5	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
46500	-82.390405798398405	-80.875764512377245	-1.514641286021166	0.003237243091959	0.000922129233043	0.284850166283123	0.952706071146691	-1	0	2	4	4	4	7	7	5	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
47000	-78.380714632736783	-76.906098623559515	-1.474616009177275	0.003434559479429	0.001077978762785	0.313862307303627	0.892345840640793	-1	1	3	4	4	5	6	7	7	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
47500	-82.346431023141989	-80.832448174115640	-1.513982849026355	0.003512599242345	0.001002051958897	0.285273636347980	0.838396356114437	-1	1	3	5	4	4	6	5	6	11	0	1	2	3	3	3	3	3	3	5	1	1	1	1	1	1	1	1	1	3
48000	-84.095620532083103	-82.641155068950326	-1.454465463132775	0.003150522952546	0.001045127972958	0.331731585105132	0.417491866059943	-1	1	3	5	4	5	8	5	5	10	0	1	2	3	3	3	3	3	3	3	1	1	1	1	1	1	2	1	1	3
48500	-78.885478079683367	-77.410129112609994	-1.475348967073369	0.003253981221499	0.001019345581510	0.313261052268778	0.787195738972429	-1	1	3	5	5	5	8	5	6	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
49000	-78.687200179852965	-77.238595661143563	-1.448604518709406	0.003096451009873	0.001045014418963	0.337487793486917	0.984925011733683	0	1	3	4	4	4	8	5	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
49500	-77.854275968753143	-76.390620350408398	-1.463655618344750	0.003361507292139	0.001086580268979	0.323241978835046	0.999095324539323	-1	1	3	5	4	4	6	5	7	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
50000	-80.834265390003381	-79.431901523486374	-1.402363866517013	0.003335874298793	0.001325746141404	0.397420892592802	0.965549764393928	-1	1	3	5	4	5	8	5	7	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
50500	-79.933660074924347	-78.449784300161809	-1.483875774762542	0.003274240895381	0.001003502234445	0.306483935210868	0.979736240412296	-2	1	3	4	5	5	7	7	7	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
51000	-80.673350596418885	-79.284262231640156	-1.389088364778727	0.003252460203625	0.001376793249509	0.423308253848767	0.987229840146773	-1	1	3	5	5	4	8	7	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
51500	-82.121293113799865	-80.643524777552642	-1.477768336247222	0.003162933109166	0.000984614797012	0.311298014541938	0.948078745938226	0	1	3	2	5	4	7	5	7	11	0	1	2	1	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
52000	-88.780391614440276	-87.248199889119505	-1.532191725320779	0.002941012401513	0.000806118913687	0.274095720668429	0.765366028092559	-1	1	3	3	5	5	6	7	7	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
52500	-81.541583703398217	-80.043903034586805	-1.497680668811411	0.003269061315277	0.000968556896091	0.296279819397925	0.911245668293748	0	1	3	3	5	5	7	5	6	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
53000	-91.442449030667007	-89.877597662071409	-1.564851368595594	0.003426649643914	0.000878630613439	0.256410985873440	0.632060215056238	-1	1	3	5	3	5	8	8	7	12	0	1	2	3	1	1	3	3	3	3	1	1	1	1	2	2	1	1	1	5
53500	-83.269724471678046	-81.818660242720753	-1.451064228957299	0.003199295462312	0.001071883101955	0.335037233847886	0.555010739487225	-1	1	3	4	5	4	6	6	6	11	0	1	2	3	3	3	3	3	3	5	1	1	1	1	1	1	1	1	1	2
54000	-85.398233034369483	-83.811471684441329	-1.586761349928149	0.003614535272061	0.000888880921234	0.245918452672123	0.809999740232813	-1	1	3	5	2	5	6	7	7	10	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	2
54500	-78.923107632356135	-77.403443949848779	-1.519663682507361	0.003435484103027	0.000967671727071	0.281669685567365	0.933328736301765	-1	1	3	5	4	5	8	7	5	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
