step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10
55000	-81.222976652333955	-79.677830588841644	-1.545146063492314	0.003265196516461	0.000870999137234	0.266752439812603	0.873043099496348	-1	1	3	4	4	5	8	5	6	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
55500	-81.031198301541650	-79.553499633031649	-1.477698668509995	0.003310195400134	0.001030642859207	0.311354084766523	0.880067659163085	-1	1	3	5	4	4	8	6	7	12	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
56000	-79.446855040055098	-77.954899981848172	-1.491955058206923	0.003236412926470	0.000972233924558	0.300404783520147	0.821611606617146	-1	1	3	4	4	4	7	7	5	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
56500	-81.083982786134584	-79.645724400476112	-1.438258385658478	0.002838157062167	0.000988826371336	0.348404386958357	0.851339495796658	-1	1	3	5	4	5	8	7	7	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
57000	-81.004494707094779	-79.506115845460599	-1.498378861634178	0.003469083635827	0.001026108463414	0.295786602783927	0.686313880889700	-1	1	3	5	5	4	8	5	5	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
57500	-76.729949549620287	-75.272623046800831	-1.457326502819457	0.003088476836090	0.001016176294306	0.329021827986951	0.992962787385238	-1	1	3	5	5	5	8	7	6	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
58000	-81.356889957209219	-79.911833050185109	-1.445056907024113	0.003177758042298	0.001083984074435	0.341115988066699	0.997079272798242	-1	1	3	5	5	2	7	7	7	9	0	1	2	3	3	1	3	3	3	7	1	1	1	1	1	1	1	1	1	1
58500	-84.724310443200025	-83.289135668763322	-1.435174774436708	0.003383191568127	0.001190439687836	0.351868838599358	0.987871286271703	-1	1	3	5	5	2	6	7	5	12	0	1	2	3	3	1	3	3	3	8	1	1	1	1	1	1	1	1	1	1
59000	-88.522751926555230	-87.017859411154859	-1.504892515400366	0.003677168544251	0.001071095442004	0.291282661948896	0.667395876290763	-1	1	3	4	4	3	8	6	5	8	0	1	2	3	3	1	3	3	3	8	1	1	1	1	1	1	1	1	1	1
59500	-84.727549486962957	-83.173659702856867	-1.553889784106096	0.003619750436303	0.000948548625796	0.262048072785046	0.939110110958157	-1	1	3	4	5	4	6	8	6	9	0	1	2	3	3	1	3	3	3	9	1	1	1	1	1	1	1	1	1	1
60000	-87.855892653181868	-86.253554979560064	-1.602337673621801	0.003429748451126	0.000819754273894	0.239012943828218	0.741004511435502	0	1	3	5	4	3	6	8	7	10	0	1	2	3	3	1	3	3	3	4	1	1	1	1	1	1	1	1	1	2
60500	-83.102085099814389	-81.632458542219041	-1.469626557595344	0.003264206673077	0.001038145943011	0.318039280899064	0.673242997979926	-2	0	3	4	4	5	7	6	7	11	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	2
61000	-81.208556391002460	-79.705011043997075	-1.503545347005380	0.003382839494765	0.000988465926783	0.292200066929671	0.677772377288768	-1	1	3	4	5	4	7	7	7	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
61500	-80.872324534344372	-79.452755992984422	-1.419568541359948	0.002882626465901	0.001070122173745	0.371231648083241	0.955763354129206	-1	1	3	5	5	5	7	6	7	9	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
62000	-85.952705918292281	-84.479086768962162	-1.473619149330119	0.003351307444711	0.001054606266522	0.314685024850874	0.990210581168905	-2	0	3	5	5	5	7	7	7	10	0	1	2	3	3	3	3	3	3	6	1	1	1	1	1	1	1	1	1	2
62500	-79.178297100039543	-77.666741900950484	-1.511555199089055	0.003220634477880	0.000923833789078	0.286848382026153	0.967247237568773	-2	1	3	4	5	4	8	7	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
63000	-82.065939471776460	-80.649023070501528	-1.416916401274932	0.003090651839597	0.001158628750870	0.374881679012054	0.917120111805319	-1	1	3	4	5	5	8	7	6	10	0	1	2	3	3	3	3	3	3	6	1	1	1	1	1	1	1	1	1	2
63500	-79.542537108313439	-78.027415435040396	-1.515121673273041	0.003311865347296	0.000942365369742	0.284542175155557	0.941621376764785	0	1	3	4	5	5	7	6	7	9	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
64000	-78.482318475440181	-77.018791821938294	-1.463526653501886	0.003225788867640	0.001043081225990	0.323356942685814	0.827396425374371	-1	1	3	5	4	5	8	5	6	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
64500	-80.985213531803240	-79.492736563752899	-1.492476968050346	0.003434551743709	0.001030443512206	0.300022707211471	0.965173289960590	-1	1	3	5	5	4	8	5	7	12	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
65000	-79.942280353826376	-78.469822994749236	-1.472457359077136	0.003251789187569	0.001026431172953	0.315651204228456	0.929980304954937	0	1	3	5	5	4	7	6	5	9	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
65500	-79.420034963365879	-77.974780807678925	-1.445254155686952	0.003262383766711	0.001112183315444	0.340911246185109	0.916810103453348	-2	1	3	4	5	4	8	6	6	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
66000	-79.542437033693886	-78.078443269250187	-1.463993764443705	0.003269747377859	0.001055935746019	0.322941078925207	0.941361839090519	-1	1	3	5	5	5	6	5	8	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
66500	-88.094714491896440	-86.587515037958639	-1.507199453937801	0.003383422108153	0.000980272755039	0.289728187528600	0.529022635275704	0	1	3	5	2	4	6	8	8	11	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
67000	-82.794892595762505	-81.323355612990554	-1.471536982771952	0.003383429790126	0.001070592673508	0.316422311062232	0.895837652458600	-1	0	3	4	1	5	8	7	6	11	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
67500	-87.572106295751936	-86.126784539770995	-1.445321755980948	0.003268788299333	0.001114137599460	0.340841161138238	0.883663729182722	-1	0	3	4	1	5	7	6	6	9	0	1	5	3	1	3	3	3	3	6	1	1	1	1	1	1	1	1	1	1
68000	-84.918512967574415	-83.481342259387901	-1.437170708186515	0.003336070366378	0.001166338526775	0.349614486112256	0.748117535891849	-1	1	3	4	2	4	7	7	7	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
68500	-81.267722740283475	-79.768541304564579	-1.499181435718895	0.003367733916919	0.000994229827003	0.295222203276832	0.982699563684158	-1	1	3	5	1	5	7	7	6	11	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
69000	-80.965547087401333	-79.528572870759362	-1.436974216641965	0.003105697392864	0.001086479972451	0.349834460674574	0.989089746237135	-1	1	3	4	1	4	6	8	6	10	0	1	5	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
69500	-85.780901211045602	-84.345764407055327	-1.435136803990280	0.003330648401565	0.001172095667248	0.351912158214262	0.691176429393012	-1	1	3	5	1	5	8	8	5	11	0	1	5	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	2
70000	-82.158460479493797	-80.700331120120552	-1.458129359373245	0.003197819850714	0.001049756652716	0.328272605000315	0.897911104824802	0	1	3	5	4	4	8	7	7	11	0	1	2	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	2
70500	-84.499818451228762	-83.109628053437277	-1.390190397791484	0.002909754487799	0.001224674121734	0.420885723132109	0.883746115430139	0	2	3	5	4	5	8	7	6	11	0	1	2	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
71000	-86.413962035862795	-85.025524888549853	-1.388437147312936	0.002958286296881	0.001256587494636	0.424768723690133	0.997042309924097	0	2	3	4	2	5	8	6	6	11	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
71500	-82.055195255940149	-80.568402234562100	-1.486793021378051	0.003512199826179	0.001068595136723	0.304252374468469	0.971732855967142	0	2	3	5	3	5	6	8	7	10	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
72000	-80.193066492207720	-78.711920825964214	-1.481145666243513	0.003180651696308	0.000981585731218	0.308611512652318	0.952284786634929	-1	1	3	4	3	4	8	6	7	11	0	1	2	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
72500	-80.306397553123247	-78.816980788696327	-1.489416764426920	0.003257556768766	0.000984697394979	0.302280962352108	0.999667027969749	-2	1	3	4	5	4	7	8	7	11	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
73000	-81.909094526212371	-80.369618566569613	-1.539475959642759	0.003347282993069	0.000903462722866	0.269909274099866	0.871553299454971	-1	0	3	5	5	4	8	6	7	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
73500	-105.136584286704178	-103.666971812890523	-1.469612473813652	0.003344586357411	0.001063749987313	0.318051284564918	0.543357154936748	-1	1	3	4	2	4	8	5	5	11	0	1	2	3	1	3	3	3	3	9	1	2	1	1	2	1	1	1	1	4
74000	-83.229573158449270	-81.783426012803659	-1.446147145645617	0.003451705379905	0.001173541303873	0.339988838765184	0.988354901021907	0	1	3	4	2	4	7	5	5	9	0	1	2	3	1	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
74500	-90.633639291011960	-89.184840601726080	-1.448798689285876	0.002944696784163	0.000993224002383	0.337292453241665	0.849750500402469	0	2	3	5	4	5	8	6	4	12	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	3
75000	-80.036366015741507	-78.571469206972012	-1.464896808769502	0.003215796858577	0.001035940906201	0.322141276877726	0.974459876846740	0	1	3	4	3	4	6	7	6	10	0	1	2	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
75500	-83.991201451917178	-82.509013587059528	-1.482187864857645	0.003569054294939	0.001098536230500	0.307794765705178	0.986490455149680	0	1	3	4	1	5	8	8	7	10	0	1	2	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
76000	-83.174682062860583	-81.678870014577754	-1.495812048282834	0.003243873689182	0.000965409753624	0.297610155673948	0.887954422335760	0	1	3	5	2	5	6	7	7	12	0	1	2	3	1	3	3	3	3	9	1	1	1	1	1	1	1	1	1	2
76500	-79.262262416928777	-77.810548669768494	-1.451713747160279	0.003062307695394	0.001024031616851	0.334398668818198	0.974109393049991	0	1	3	4	4	5	6	8	7	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
77000	-77.973157607959578	-76.441367565696396	-1.531790042263178	0.003541022040003	0.000971412278089	0.274331045419919	0.992879184064215	-1	1	3	4	4	5	6	7	6	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
77500	-86.086893367317714	-84.610265042738604	-1.476628324579117	0.003599635178281	0.001123874169514	0.312218909376029	0.939643450729701	-1	0	3	4	2	4	6	7	7	11	0	1	2	3	1	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
78000	-89.224085903224434	-87.787984366353569	-1.436101536870863	0.003098129048354	0.001086874997907	0.350816567336019	0.479244189974070	-1	1	3	4	5	5	6	5	6	11	0	1	2	3	3	3	3	3	3	1	1	1	1	1	1	2	1	1	1	6
78500	-78.514919594843704	-77.017530511132179	-1.497389083711522	0.003509419449665	0.001040495198183	0.296486416943571	0.916909255627521	-1	1	3	4	5	5	7	6	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
79000	-80.912576070646907	-79.451594034284412	-1.460982036362490	0.003334846338839	0.001085988505803	0.325648739240360	0.839301964225941	-1	1	3	5	4	5	7	7	6	11	0	1	2	3	3	3	3	3	3	4	1	1	1	1	1	1	1	1	1	2
79500	-87.330099944804871	-85.836142634382568	-1.493957310422301	0.003621890961355	0.001082748780375	0.298945714249273	0.743253220440908	-2	1	3	5	5	4	7	7	4	10	0	1	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	3
80000	-81.420769859499785	-79.931681385936159	-1.489088473563622	0.003475596519136	0.001051457705806	0.302525825427944	0.920747080534772	0	1	3	3	5	4	8	5	5	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
80500	-89.005116259928570	-87.568635699384217	-1.436480560544357	0.003425857647272	0.001200382777662	0.350388983213630	0.944833416950172	-1	2	3	1	5	5	7	6	5	10	0	1	2	1	3	3	3	3	3	5	1	1	1	1	1	1	1	1	1	1
81000	-82.625635949463671	-81.159170025746093	-1.466465923717577	0.003287600252731	0.001054545210091	0.320764426640708	0.933525057305132	0	1	3	4	5	4	7	7	6	11	0	1	2	1	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
81500	-81.067529662965271	-79.610203806108814	-1.457325856856456	0.003218369222026	0.001058915670883	0.329022432739070	0.856452531371670	0	1	3	3	4	4	8	5	6	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
82000	-83.152873246953689	-81.710269443050237	-1.442603803903454	0.003012330251716	0.001035316985027	0.343693054384658	0.941300583973754	-1	1	3	3	4	5	7	5	7	9	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
82500	-88.919763682072386	-87.271298797215863	-1.648464884856529	0.003466644542378	0.000765373610486	0.220782258212501	0.658852294235017	-1	1	3	1	5	5	7	7	5	10	0	1	2	1	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
83000	-83.914405042052749	-82.512579895173914	-1.401825146878841	0.003110371293108	0.001239027583026	0.398353593916955	0.978636517701736	0	1	3	2	4	5	6	8	7	9	0	1	2	1	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
83500	-85.719084410478672	-84.256377622640358	-1.462706787838314	0.002953067810665	0.000957061091813	0.324090455477042	0.795650321092052	0	2	3	3	5	4	7	6	6	10	0	1	2	1	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
84000	-86.213840001553976	-84.682404869292597	-1.531435132261385	0.003293728976969	0.000904258267950	0.274539366861388	0.947435467843843	0	1	3	2	4	5	6	8	7	9	0	1	2	1	3	3	3	3	3	6	1	1	1	1	1	1	1	1	1	1
84500	-81.335055928267764	-79.881603897883878	-1.453452030383889	0.003308211324221	0.001100664244341	0.332706751918415	0.957425102662271	0	1	3	4	5	4	7	7	7	9	0	1	2	1	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
85000	-83.590007628468456	-82.128171052791004	-1.461836575677456	0.003445097033716	0.001119222730229	0.324874080258212	0.970188098352698	-1	1	3	1	5	4	7	6	5	10	0	1	2	1	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
85500	-84.177421828930719	-82.764589251397354	-1.412832577533367	0.003121334130560	0.001188444985820	0.380749043873297	0.916403058883940	-1	1	3	3	4	5	8	8	6	9	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
86000	-83.121588129681925	-81.646663396308156	-1.474924733373772	0.003129554755068	0.000981455538342	0.313608680836334	0.927903911038702	0	1	3	3	4	4	6	6	7	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
86500	-80.566919736638241	-79.077394617822335	-1.489525118815908	0.003480068268200	0.001051677521197	0.302200255899416	0.968068719235452	-2	0	3	5	5	5	8	8	6	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
87000	-83.278449677545154	-81.813205681347625	-1.465243996197532	0.003217363772408	0.001035461015349	0.321835231759939	0.867413109903708	-1	1	3	5	4	4	6	8	7	10	0	1	2	3	3	3	3	3	3	4	1	1	1	1	1	1	1	1	1	1
87500	-79.801682421912957	-78.224200715903478	-1.577481706009479	0.003360710406856	0.000840998009339	0.250244117322142	0.948403308959657	-1	1	3	4	4	4	7	7	6	9	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
88000	-81.763363865061606	-80.270000061284961	-1.493363803776650	0.003404626378134	0.001019264517357	0.299376320380683	0.873254875234312	-1	1	3	5	4	5	7	5	7	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	3
88500	-82.018123124518652	-80.552422359768357	-1.465700764750299	0.002978370857336	0.000957349082146	0.321433806601953	0.996918219823873	0	1	3	5	5	5	8	6	5	9	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
89000	-88.341702772133630	-86.804806401736371	-1.536896370397253	0.003664502107422	0.000994452640588	0.271374558244582	0.860531710850429	-1	0	2	4	4	3	6	5	7	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
89500	-78.762222562399657	-77.314148501414081	-1.448074060985570	0.003434840599165	0.001161055569567	0.338023129763214	0.994843773435535	-1	1	3	4	4	5	7	7	7	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
90000	-85.046584068574447	-83.514084415086899	-1.532499653487548	0.003500941651935	0.000958962691122	0.273915645121532	0.811970233385739	0	1	3	5	4	4	7	6	6	10	0	1	2	3	1	3	3	3	3	4	1	1	1	1	1	1	1	1	1	2
90500	-82.772297137192098	-81.295793423904115	-1.476503713287977	0.003298485571103	0.001030183044816	0.312320009473848	0.877293010893704	-2	1	3	4	4	5	6	8	6	10	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
91000	-78.106953143710285	-76.655131099210678	-1.451822044499605	0.003284034917897	0.001097828368027	0.334292538134611	0.999021342982607	-1	1	3	5	5	5	8	7	5	9	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
91500	-78.438669569829059	-76.972703639797444	-1.465965930031621	0.003208862443497	0.001030691108332	0.321201399711162	0.951100414663375	-1	1	3	5	5	4	6	7	5	9	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
92000	-80.230189410828046	-78.737625399031899	-1.492564011796145	0.003276270841482	0.000982747271893	0.299959105776785	0.950912472481315	-1	1	3	2	4	4	8	6	5	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
92500	-81.521961648885153	-80.032029782216057	-1.489931866669103	0.003226058895637	0.000973940048774	0.301897789309248	0.912148908832282	0	2	3	2	4	4	8	7	5	10	0	1	2	1	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
93000	-81.759450959457880	-80.228168251814495	-1.531282707643379	0.003181237607223	0.000873659945725	0.274628950613726	0.953097419870221	-1	1	3	2	5	4	8	8	7	10	0	1	2	1	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
93500	-88.974344945463159	-87.505669492280759	-1.468675453182401	0.003380662689976	0.001077933383874	0.318852687394739	0.862269327208397	0	1	3	1	5	5	8	8	7	9	0	1	2	1	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	2
94000	-81.457767390563362	-79.957915147775623	-1.499852242787741	0.003492218965706	0.001029340427999	0.294752545045750	0.968271086914886	-1	1	3	3	4	5	6	7	7	11	0	1	2	1	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
94500	-85.338303638258907	-83.866350490940306	-1.471953147318608	0.003023556098362	0.000955664485496	0.316073012838563	0.934047946461992	0	1	3	4	5	5	6	7	7	8	0	1	2	1	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
95000	-81.039756084522821	-79.520061483287080	-1.519694601235742	0.003089669247546	0.000870206494333	0.281650372454776	0.963149901620350	0	2	3	5	5	4	8	8	5	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
95500	-80.470905861577592	-78.972380588365525	-1.498525273212072	0.003289704439855	0.000972711118014	0.295683437767137	0.657278637013934	-1	1	3	4	5	4	8	6	5	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
96000	-82.147116075449745	-80.707532956113610	-1.439583119336133	0.003388439285485	0.001175610747236	0.346947561454779	0.901268743104696	-2	1	3	5	4	5	7	6	7	9	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
96500	-81.646514207143795	-80.226103907636386	-1.420410299507413	0.003071780699247	0.001136859224139	0.370097782181437	0.962631852452470	-1	2	3	5	4	5	8	6	7	11	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
97000	-82.137525667407843	-80.743155157700443	-1.394370509707404	0.003068837233837	0.001264983087324	0.412202730524711	0.762818944333827	-1	1	3	4	5	4	7	8	5	10	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
97500	-79.819111999266070	-78.354515903033814	-1.464596096232252	0.003330684906920	0.001073836138873	0.322407003028822	0.990644775143111	0	2	3	5	4	5	6	8	7	10	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
98000	-81.296135417695581	-79.849531409807597	-1.446604007887980	0.003274600956966	0.001111791708737	0.339519753199786	0.947206541372980	-1	1	3	5	4	5	8	6	6	10	0	1	2	3	3	3	3	3	3	4	1	1	1	1	1	1	1	1	1	2
98500	-81.845473708838057	-80.334241741675598	-1.511231967162454	0.003181321382798	0.000913229050654	0.287059665078865	0.927545062910033	-1	1	3	5	4	5	6	6	7	10	0	1	2	3	3	3	3	3	3	4	1	1	1	1	1	1	1	1	1	2
99000	-77.536142789419301	-76.003288707186684	-1.532854082232614	0.003572991496290	0.000977958936915	0.273708722209506	0.974189363984083	-1	1	3	5	4	5	8	7	6	11	0	1	2	3	3	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1
99500	-80.523476831723585	-79.112739908944405	-1.410736922779182	0.003313288756797	0.001271926791820	0.383886490186092	0.923736308585723	-1	1	3	4	4	4	8	7	7	9	0	1	2	3	3	3	3	3	3	9	1	1	1	1	1	1	1	1	1	1
100000	-79.290155664732225	-77.792615326625366	-1.497540338106862	0.003564368638966	0.001056404735691	0.296379202796918	0.943649251623596	0	1	3	4	5	5	6	8	6	11	0	1	2	3	3	3	3	3	3	8	1	1	1	1	1	1	1	1	1	1
