step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
24500	-526.876120370479157	-525.127679034279254	-1.748441336199867	0.000152572823941	0.000028920793834	0.189554031228469	0.481675888057846	0	3	4	2	5	6	8	6	8	8	10	9	11	8	10	10	11	13	13	12	14	14	15	16	16	16	18	16	16	18	19	20	21	21	22	23	21	23	23	25	26	26	27	28	29	27	29	31	28	29	31	31	30	30	32	33	33	33	31	32	34	34	34	36	36	39	42	42	52	0	4	4	1	1	3	1	2	1	1	5	5	8	0	14	9	16	16	16	9	18	18	10	9	19	21	26	11	21	21	18	25	29	21	29	37	26	0	26	37	37	34	39	39	43	40	41	50	42	46	53	46	47	37	46	48	55	47	50	37	46	44	0	59	60	61	62	64	9	1	1	1	1	3	2	3	2	5	4	2	2	2	1	1	1	1	2	1	2	1	1	3	4	2	2	1	3	1	2	3	2	2	3	3	1	3	1	4	2	2	3	2	3	2	1	1	2	2	1	1	2	1	7	3	1	1	3	1	5	3	4	1	3	2	3	4	3	12
25000	-541.065376360895925	-539.571694555986028	-1.493681804909894	0.000170930290676	0.000051133010983	0.299145404720094	0.425324330523636	1	4	4	2	6	5	9	7	8	8	9	10	12	9	10	10	8	12	12	13	16	14	12	15	16	15	17	16	17	19	20	20	20	21	22	22	21	23	23	25	26	24	29	28	30	29	27	31	28	30	30	32	30	30	32	32	33	32	32	33	34	33	35	36	36	37	41	41	52	0	4	4	1	1	3	10	2	1	5	5	11	8	0	14	17	5	7	5	9	26	17	7	16	10	18	26	19	26	25	29	21	21	26	34	25	26	0	35	39	34	30	34	42	41	47	34	32	30	37	41	46	42	37	46	51	41	53	42	46	47	49	0	62	57	65	64	64	20	1	1	1	1	1	1	1	2	4	1	3	1	2	1	1	1	1	2	4	4	1	4	2	2	4	1	1	2	1	2	2	2	2	3	1	4	3	1	1	1	2	3	4	2	2	1	4	5	4	5	2	1	2	5	2	1	2	1	5	2	3	3	1	1	1	1	3	3	11
25500	-542.187863875820199	-540.557193083720790	-1.630670792099358	0.000268898265423	0.000061163393433	0.227459233835595	0.405683537389357	1	4	5	3	4	6	8	7	6	9	9	11	10	7	9	10	11	13	12	12	15	14	13	15	15	17	18	15	16	18	20	20	20	21	20	22	22	24	21	24	26	26	29	27	29	29	29	31	27	27	30	31	29	30	33	33	33	33	32	33	34	34	34	36	37	38	41	42	51	0	4	4	1	1	3	5	4	1	7	9	13	2	0	14	7	7	11	5	8	22	23	7	16	12	29	24	7	25	29	29	24	29	26	29	7	31	0	24	37	37	27	41	37	26	40	39	46	33	31	49	53	44	41	52	52	46	47	46	41	52	44	0	50	52	49	50	62	36	1	1	1	2	2	1	2	2	2	1	2	1	2	1	1	1	1	2	4	2	1	1	3	3	2	1	2	4	1	1	2	4	2	2	2	7	1	1	3	1	2	5	1	3	7	2	3	1	4	3	2	1	1	2	1	1	2	2	1	4	1	4	1	6	3	4	6	3	14
26000	-565.292700359129526	-563.698445366402666	-1.594254992726823	0.000237406920169	0.000057581375779	0.242542954255483	0.425380288671679	1	4	4	2	5	6	6	6	9	8	10	9	12	8	10	10	11	14	13	10	15	13	13	15	15	16	17	14	16	18	18	20	19	20	22	22	22	24	23	24	26	26	29	28	29	29	29	30	28	30	30	32	30	30	33	33	33	33	33	32	35	34	34	37	36	37	40	41	51	0	4	4	1	1	3	5	2	1	7	12	7	8	0	14	7	11	20	17	2	22	16	5	10	22	21	21	5	21	5	21	9	31	29	24	26	32	0	10	36	37	39	41	36	42	42	42	42	41	46	44	48	42	44	60	44	46	42	49	45	55	46	0	30	57	61	49	62	38	1	1	1	1	2	1	1	1	3	1	1	2	4	1	1	2	1	2	2	3	1	2	3	3	1	1	1	5	1	7	2	5	1	2	2	3	1	1	6	1	2	2	1	2	1	2	1	2	2	1	1	1	2	1	1	2	1	5	3	2	1	2	1	10	2	1	7	3	15
26500	-554.959197352553588	-553.362703938388790	-1.596493414164770	0.000172176193715	0.000041589866594	0.241554106273521	0.325906147998224	0	4	4	2	5	5	9	7	8	8	9	10	11	9	10	9	10	13	13	14	14	14	14	13	14	17	17	16	17	17	19	19	21	21	23	22	19	22	23	22	25	25	29	28	29	29	29	32	27	28	30	31	31	30	33	32	33	34	32	32	32	33	34	37	36	37	41	39	50	0	4	4	1	1	3	1	2	1	5	5	10	8	0	14	5	7	11	10	2	18	17	7	9	7	21	21	24	24	25	22	25	21	22	29	24	30	0	22	22	18	31	36	39	49	42	50	40	40	33	50	42	45	46	45	50	61	53	54	42	50	59	0	54	44	60	48	62	7	1	1	1	1	2	1	4	2	3	2	3	1	2	1	1	2	1	2	3	4	1	2	2	3	3	2	2	1	2	2	2	2	4	3	3	4	1	1	4	4	8	3	3	3	1	2	1	6	2	4	1	2	1	1	3	3	1	2	1	3	2	1	1	2	3	3	5	3	16
27000	-560.135708922045524	-558.318686601540776	-1.817022320504795	0.000165795939686	0.000028624847579	0.172651077181401	0.366508256257699	2	4	4	3	6	6	9	6	8	8	10	10	11	8	9	9	9	13	13	12	15	15	13	15	16	15	16	14	16	18	19	19	20	20	22	19	21	23	24	24	24	27	30	27	30	29	27	32	27	28	31	33	29	29	32	33	33	34	32	33	33	34	34	36	37	39	40	41	52	0	4	4	1	1	3	5	2	1	5	5	1	8	0	14	5	9	17	17	8	16	9	9	19	11	17	21	23	26	26	26	26	21	31	26	22	30	0	29	18	37	31	41	35	41	21	35	41	37	37	53	42	42	44	42	51	41	42	54	50	45	49	0	54	52	55	62	62	12	1	1	1	1	3	1	2	1	2	1	2	5	3	1	1	1	1	2	2	3	3	4	3	1	3	3	1	1	1	1	2	2	3	1	4	2	2	1	2	5	1	4	4	2	4	7	2	4	3	3	1	3	1	1	3	1	4	4	3	3	3	2	1	4	2	3	2	4	23
27500	-553.337247628635851	-551.837960978282922	-1.499286650352944	0.000229330442194	0.000067686516236	0.295148413738953	0.430126164855999	1	4	4	3	5	6	8	6	8	9	9	9	11	8	9	8	11	14	13	12	14	15	15	15	17	16	18	15	17	19	19	20	18	20	22	22	21	23	24	25	25	26	29	28	29	29	27	30	28	28	29	31	29	30	30	32	32	33	33	32	34	34	34	36	37	38	40	42	52	0	4	4	1	1	3	1	5	1	1	16	1	2	0	14	5	11	7	17	2	7	19	21	19	5	10	22	10	22	22	17	24	22	18	34	33	34	0	33	19	27	37	42	34	41	29	42	50	41	42	47	47	47	50	51	26	51	52	54	42	51	54	0	59	61	48	59	64	20	1	1	1	1	3	1	3	1	3	4	1	5	4	1	1	2	1	2	1	3	3	1	1	1	6	3	1	3	2	2	4	3	2	3	1	2	1	1	3	6	2	2	1	3	2	7	1	2	2	1	1	2	1	2	1	10	2	1	1	3	2	2	1	2	2	3	3	2	21
28000	-519.825782047769167	-518.081157827432776	-1.744624220336404	0.000197598247982	0.000037659578587	0.190586601712764	0.505677782808872	1	4	4	2	4	5	8	6	8	6	10	10	8	8	10	10	11	13	13	13	15	14	13	15	16	17	17	13	15	19	20	21	21	21	22	22	22	23	23	24	24	27	29	28	27	30	28	32	28	26	30	31	30	30	33	33	33	32	31	32	33	34	31	36	36	38	40	42	52	0	4	4	1	1	3	1	2	1	1	10	7	2	0	14	7	16	9	17	8	17	18	10	17	16	29	18	7	18	22	26	17	29	18	31	34	31	0	26	32	34	34	34	50	31	44	33	43	39	34	40	44	41	44	52	43	46	53	51	43	52	49	0	59	61	45	62	67	32	1	1	1	1	2	1	3	1	3	2	2	1	3	1	1	1	1	2	1	3	2	1	3	1	3	1	2	3	1	2	2	5	3	3	1	1	1	1	3	2	2	3	3	1	3	2	3	1	2	3	3	2	2	1	1	3	2	1	1	2	1	3	1	2	3	6	2	1	18
28500	-518.418843609223245	-516.900224510427051	-1.518619098796143	0.000168038717095	0.000047441373711	0.282324065140378	0.433205738737310	1	3	4	2	5	5	8	6	8	8	9	10	11	9	10	7	10	13	13	13	12	14	15	16	15	17	17	15	17	19	20	21	21	22	22	21	22	21	23	24	26	24	29	27	29	29	30	30	28	28	29	32	30	29	33	32	34	34	32	33	34	33	34	37	37	38	40	42	51	0	4	4	1	1	3	1	2	1	1	5	1	8	0	14	5	16	5	7	8	12	21	5	19	21	9	21	12	22	22	24	29	30	36	30	27	29	0	33	31	37	37	44	40	26	41	51	44	41	30	44	46	50	49	49	41	46	46	43	50	43	45	0	62	61	46	62	64	12	1	1	1	1	2	1	4	2	3	4	2	5	2	1	1	1	2	4	2	4	1	1	5	2	1	3	3	2	2	3	2	2	1	1	2	2	2	1	1	2	2	1	2	2	7	2	1	1	1	5	1	2	1	1	3	2	3	2	2	2	2	2	1	2	1	4	4	2	18
29000	-564.971106752019068	-563.304440987304247	-1.666665764714851	0.000227979903759	0.000048868983552	0.214356540847327	0.375423988985933	1	3	5	2	6	6	7	5	9	9	10	11	10	7	10	9	10	14	14	14	15	12	15	15	16	17	18	16	16	18	20	20	20	22	21	22	22	23	23	24	24	26	28	28	29	30	28	32	28	30	31	32	29	28	32	32	33	33	31	32	34	34	34	37	37	39	42	42	52	0	4	4	1	1	3	1	2	1	7	10	1	8	0	14	7	16	7	10	9	12	16	11	16	17	7	29	19	18	24	22	22	27	27	29	22	35	0	24	36	39	37	39	41	40	42	34	31	39	44	37	49	26	21	43	54	39	44	45	45	55	43	0	51	61	57	48	62	9	1	1	1	1	2	1	3	2	4	1	1	4	3	1	2	1	1	2	3	3	3	1	3	3	3	5	1	1	1	1	6	5	1	2	3	4	1	1	4	1	1	1	3	2	2	2	3	6	2	1	5	2	6	4	2	1	4	2	1	1	1	4	1	2	1	3	4	5	24
29500	-542.854598662811668	-541.241454073105729	-1.613144589705963	0.000173900060332	0.000040772944300	0.234461933034122	0.480840886756719	0	3	5	2	6	4	9	6	8	8	10	10	9	9	10	10	10	13	13	12	15	15	15	16	17	17	17	16	14	18	18	20	20	21	20	22	21	23	23	25	25	27	29	28	30	28	28	31	28	29	30	31	30	30	33	32	33	33	32	32	34	34	34	35	36	36	41	42	51	0	4	6	1	1	4	1	2	1	5	5	10	2	0	14	5	10	5	17	8	18	17	7	10	10	22	21	9	16	22	26	10	24	22	29	32	26	0	24	21	34	37	42	41	50	41	41	32	41	34	34	44	44	44	46	53	45	53	54	50	37	51	0	50	40	52	62	62	32	1	1	1	1	3	1	3	2	3	1	2	1	4	1	1	2	1	4	1	2	2	2	2	3	5	1	1	3	2	2	1	6	2	3	2	1	2	1	2	5	2	2	1	1	1	2	2	7	2	3	5	1	1	1	2	1	2	1	1	2	5	3	1	2	3	2	3	4	20
30000	-526.577001837320267	-524.884751303008898	-1.692250534311352	0.000196237787287	0.000040412622539	0.205937006820788	0.455032324063768	1	4	5	2	6	6	8	6	9	7	9	11	11	9	10	9	9	14	13	12	14	15	14	12	17	17	17	14	13	19	19	20	20	21	23	22	21	23	22	23	25	25	29	28	29	28	30	29	27	30	30	32	29	29	30	33	33	33	32	32	35	34	34	36	36	39	40	42	49	0	4	4	1	1	2	1	2	1	1	10	10	8	0	14	7	10	29	17	8	29	24	12	16	17	21	29	7	17	21	26	22	26	31	39	34	30	0	31	30	40	29	33	41	41	31	45	41	42	43	40	55	41	49	49	43	48	48	43	43	52	54	0	62	51	55	62	67	20	1	1	2	1	4	1	3	1	3	3	1	3	2	1	1	1	1	1	3	3	1	2	2	2	5	1	2	3	2	2	2	2	1	1	1	1	1	1	1	2	1	4	4	1	2	3	1	2	1	1	4	1	2	1	2	2	3	2	1	1	2	2	1	1	5	4	3	1	18
30500	-552.104039554506357	-550.579653967027184	-1.524385587479188	0.000217244264969	0.000060558297650	0.278756714974344	0.461420237241691	1	3	4	2	5	5	9	5	9	8	10	10	10	9	10	10	9	14	14	14	15	14	14	15	17	16	17	16	16	18	19	21	20	21	23	22	20	24	23	24	24	26	28	27	30	29	28	30	28	29	30	33	30	30	33	32	34	32	32	31	34	34	33	33	35	38	40	42	51	0	4	4	1	1	3	1	4	1	5	1	10	2	0	14	10	10	5	5	11	22	11	9	10	22	21	26	17	23	22	26	30	25	29	26	19	22	0	32	31	31	30	21	42	44	49	40	42	41	40	31	46	43	30	46	53	58	44	50	43	55	64	0	51	55	50	51	67	54	1	1	1	1	2	1	4	2	4	1	5	1	4	1	1	1	1	4	4	2	1	2	3	4	2	1	1	3	2	2	1	2	1	2	3	5	2	1	1	2	3	3	5	1	3	1	2	2	2	3	5	2	1	6	2	1	2	2	1	2	1	1	1	1	1	4	4	1	8
31000	-545.698574949915269	-544.020691425736231	-1.677883524179068	0.000187029618565	0.000039384990024	0.210581566313602	0.434516100388051	1	3	4	2	4	6	7	6	8	9	9	10	11	7	8	9	11	13	13	12	16	14	14	15	17	16	18	16	16	18	19	20	19	21	22	22	21	23	24	24	25	26	29	27	29	29	29	32	29	28	31	32	31	30	32	31	33	33	32	32	34	34	33	36	35	38	41	42	52	0	4	4	1	1	3	1	2	1	1	5	5	8	0	14	9	16	17	17	8	18	18	11	17	16	22	29	10	18	26	26	24	30	33	33	30	30	0	18	36	36	31	44	42	42	42	42	26	29	39	36	46	46	47	46	49	42	45	39	47	25	44	0	41	44	57	62	62	48	1	1	1	1	2	1	4	2	3	3	1	3	3	1	1	1	1	1	2	3	2	1	2	2	5	1	1	3	2	1	2	3	1	1	1	3	2	1	4	1	2	3	2	1	2	1	2	6	6	2	4	2	1	1	2	1	3	2	4	1	8	3	1	4	5	2	3	4	8
31500	-507.929563720560225	-506.259169808155548	-1.670393912404659	0.000214523150640	0.000045712076618	0.213086916173962	0.479213536323783	1	3	5	2	5	4	9	6	9	8	10	9	11	9	10	9	11	12	12	12	15	14	14	15	16	16	18	15	16	18	20	20	20	21	23	23	22	22	24	25	25	27	29	29	30	28	30	31	28	30	31	33	30	30	31	33	32	33	32	32	34	34	34	36	34	39	40	42	52	0	4	6	1	1	4	10	2	5	1	5	10	8	0	14	5	16	11	16	8	18	11	7	10	17	21	29	19	18	26	26	11	26	30	37	31	31	0	31	31	22	31	39	49	37	34	37	49	40	44	40	49	46	42	44	51	45	53	54	48	22	59	0	49	42	46	62	67	61	1	1	1	1	2	1	1	2	2	3	3	1	2	1	1	1	1	1	2	3	1	2	2	4	2	1	1	2	2	1	2	5	3	2	1	2	1	1	3	3	5	3	2	1	3	4	3	1	2	1	3	2	1	1	1	1	1	1	1	1	8	1	1	5	3	6	3	1	8
32000	-556.769990732039446	-555.219841333639238	-1.550149398400191	0.000195121905941	0.000051519395385	0.264036962616639	0.470606538645431	1	4	3	2	6	5	7	7	8	8	9	11	11	7	10	9	11	13	13	13	16	14	14	15	15	16	17	15	16	19	20	21	20	21	21	22	20	23	24	24	26	25	30	28	30	29	29	32	28	30	31	31	30	30	31	31	34	33	32	32	35	35	33	37	36	38	42	41	52	0	4	4	1	1	3	1	2	1	5	10	10	8	0	14	10	16	16	17	7	18	17	11	17	16	18	29	5	24	22	24	17	30	33	24	31	21	0	21	26	30	30	49	42	40	49	42	39	37	47	49	46	44	37	49	49	46	51	47	54	55	50	0	62	55	65	64	62	61	1	1	1	1	3	1	4	2	4	1	1	1	2	1	2	1	1	2	2	3	2	1	2	2	3	2	1	4	1	3	3	3	1	1	2	1	2	1	3	4	4	2	1	2	3	1	2	3	3	1	2	2	1	4	2	2	3	1	1	1	3	3	1	2	2	1	2	4	8
32500	-492.501199566363141	-490.736700591834506	-1.764498974528663	0.000220852382994	0.000040929357625	0.185324500781931	0.434283139516355	1	4	4	3	4	5	8	6	8	7	10	11	11	8	9	9	11	14	13	13	15	15	13	15	15	16	18	15	16	18	20	20	20	22	21	23	20	24	24	24	25	26	27	28	29	28	29	32	28	29	31	31	30	31	32	32	34	34	33	31	34	34	34	36	36	38	42	40	50	0	4	4	1	1	3	1	2	5	1	10	10	8	0	14	9	16	16	17	8	17	11	10	19	19	22	29	9	22	26	27	19	29	30	29	34	26	0	26	26	31	35	35	39	43	26	40	41	43	43	40	39	42	50	53	53	41	45	54	42	52	59	0	62	43	61	68	62	46	1	1	1	1	2	1	4	1	2	3	2	2	2	1	1	1	1	3	1	4	2	2	3	1	1	1	1	3	1	2	1	4	2	2	2	1	2	1	3	4	2	2	3	2	1	7	2	4	1	1	3	3	2	1	2	1	3	3	1	3	2	1	1	2	3	2	1	2	9
33000	-577.913332350934411	-576.400049777149775	-1.513282573784692	0.000199688437585	0.000057056120157	0.285725707742480	0.377490321959385	1	3	5	2	4	4	8	6	9	8	10	10	12	9	10	8	10	13	13	12	15	14	14	15	15	15	18	16	15	17	20	21	21	21	23	22	21	23	24	24	26	26	29	27	28	29	27	32	27	29	29	33	30	31	32	30	33	34	31	32	33	34	35	37	37	35	40	40	51	0	4	6	1	1	4	1	2	1	1	16	5	2	0	14	5	7	7	17	8	5	16	11	17	17	18	24	5	22	26	19	30	29	18	25	37	25	0	28	31	22	35	40	10	49	30	35	42	40	49	42	60	45	49	40	45	45	55	49	43	43	54	0	59	66	51	64	64	13	1	1	1	1	1	1	3	1	3	3	1	2	4	1	1	2	1	2	2	2	5	3	2	1	3	1	2	7	1	1	3	1	6	5	4	1	3	1	3	2	5	1	2	8	1	4	1	4	2	1	2	1	1	2	4	1	3	1	2	2	3	2	1	3	1	3	2	2	12
33500	-557.618174688282124	-556.111671256966588	-1.506503431315527	0.000190232384964	0.000055204489287	0.290195012258891	0.415475997454298	1	4	4	2	5	5	8	7	7	7	10	9	11	8	9	8	11	12	13	12	16	14	14	15	14	17	17	15	17	17	19	20	20	20	23	21	21	22	24	23	25	26	30	28	29	30	28	29	29	29	29	32	30	30	33	32	33	32	32	33	34	35	34	36	36	38	41	41	51	0	4	4	1	1	3	9	2	5	1	7	10	8	0	14	5	16	16	12	8	22	17	7	17	18	21	22	7	22	25	26	24	21	24	37	26	26	0	30	37	31	31	48	37	33	42	42	42	41	42	41	51	37	50	53	33	32	47	50	52	57	45	0	49	52	61	46	59	32	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	2	2	4	1	2	2	2	1	1	1	5	2	2	2	3	2	2	1	3	2	1	3	1	3	2	1	3	4	3	2	2	3	1	2	2	4	1	1	6	6	2	2	1	1	4	1	3	2	2	6	4	15
34000	-536.541805845886302	-534.872219196247556	-1.669586649638698	0.000156505680985	0.000033392136727	0.213360540761800	0.519053890395206	1	4	5	3	5	5	7	5	8	5	9	10	11	7	10	10	9	12	13	14	15	13	12	16	16	17	18	15	16	18	19	21	19	20	21	23	21	24	23	24	25	26	29	28	30	29	29	31	28	29	28	31	31	31	32	32	31	34	32	33	35	34	35	37	36	36	41	42	51	0	4	4	1	1	2	1	2	10	1	1	7	8	0	14	17	7	16	17	8	18	17	9	16	16	18	22	9	18	25	16	22	29	31	21	31	29	0	29	35	30	31	40	42	40	42	40	50	42	49	41	42	46	42	46	46	51	53	42	54	41	54	0	54	55	52	64	67	20	1	1	1	1	2	1	3	1	2	2	5	2	4	1	2	1	1	1	2	5	2	3	2	5	2	2	2	2	2	1	4	3	2	1	2	2	3	1	4	2	3	4	1	1	5	1	2	1	1	1	1	3	1	3	2	2	1	1	4	1	5	2	1	2	2	2	2	1	15
34500	-518.690572472497365	-516.962676020283311	-1.727896452214083	0.000187862318962	0.000036678580213	0.195241815474188	0.349884406953045	0	4	4	2	6	6	6	6	9	8	8	10	10	9	10	10	11	13	13	12	15	14	14	15	17	16	17	15	16	18	19	20	20	21	23	21	21	22	23	23	25	27	30	28	29	29	30	31	28	30	30	33	30	29	32	32	33	33	32	32	34	34	34	36	37	38	41	42	53	0	4	4	1	1	2	1	4	1	7	1	10	8	0	14	10	16	5	11	8	17	17	5	16	24	22	26	5	21	26	24	25	24	26	37	30	30	0	33	30	34	41	40	37	41	42	31	41	37	40	42	49	49	40	46	21	37	48	40	54	28	47	0	49	56	52	64	67	61	1	1	1	1	3	1	3	2	5	1	4	1	2	1	1	1	1	4	2	3	2	1	4	2	1	1	1	5	1	2	2	2	2	3	1	1	2	1	1	2	2	1	3	4	3	1	7	3	4	3	1	2	1	3	2	8	7	1	5	2	10	3	1	5	3	3	2	1	13
35000	-543.633738006686258	-541.884846914095306	-1.748891092590903	0.000228663288432	0.000043316388877	0.189433070669854	0.416953241095788	1	4	3	2	6	6	7	6	8	7	8	11	12	8	10	9	10	14	13	13	15	13	14	16	17	16	17	15	16	18	19	19	19	21	22	23	21	24	24	23	25	25	29	25	29	28	30	31	27	29	30	33	30	30	32	32	34	33	31	33	35	35	34	36	37	39	42	41	51	0	4	4	1	1	3	1	4	1	5	1	1	2	0	14	7	5	19	16	2	18	7	5	16	19	21	21	17	18	26	30	24	30	30	30	35	30	0	32	29	26	30	34	7	46	37	46	46	37	42	37	45	46	40	42	31	43	53	50	48	40	50	0	59	48	43	64	62	13	1	1	1	1	2	2	3	2	4	1	5	5	4	1	1	1	3	1	2	4	1	4	4	3	2	1	2	2	1	1	1	2	1	2	2	1	2	1	2	4	4	2	4	11	1	3	1	2	3	2	4	2	1	4	3	5	3	1	1	1	6	3	1	2	3	5	4	2	13
35500	-576.902256634217792	-575.313131528816712	-1.589125105401103	0.000192284281458	0.000047079399377	0.244842683034469	0.363511048704914	2	4	4	3	5	5	8	6	8	9	9	10	12	7	9	9	10	14	14	13	16	13	15	16	16	16	17	12	16	18	19	20	20	20	21	22	21	22	23	25	25	26	29	28	30	28	30	32	27	30	30	32	31	30	32	33	32	33	33	32	35	34	33	36	36	38	41	43	51	0	4	4	1	1	3	1	2	1	5	1	7	8	0	14	5	5	22	16	8	18	11	28	16	19	11	22	7	18	25	18	25	29	21	22	30	30	0	35	21	22	21	35	34	31	42	31	54	39	40	49	46	25	49	49	52	40	44	50	40	46	26	0	47	55	52	53	44	9	1	1	1	1	2	1	3	1	3	2	4	1	2	1	1	1	3	1	2	4	1	2	2	3	2	4	2	1	1	1	3	2	2	3	4	2	2	1	2	5	5	7	4	4	5	1	5	1	2	1	1	2	7	2	3	1	4	3	2	2	3	10	1	3	1	3	4	6	15
36000	-536.863099212621364	-535.102176576569946	-1.760922636051442	0.000234688056545	0.000043710864300	0.186250910861555	0.424938307220957	1	4	4	3	6	5	8	6	8	8	10	11	12	7	9	9	10	12	12	10	15	14	15	15	15	17	16	15	16	19	19	19	20	21	23	21	22	24	24	24	26	26	29	28	29	30	30	31	28	29	31	33	27	30	32	32	32	33	33	33	33	35	32	37	36	39	41	41	52	0	4	4	1	1	3	1	2	1	1	1	17	5	0	14	1	5	9	11	16	18	18	16	19	7	29	22	16	18	27	26	28	25	30	34	29	18	0	31	33	26	40	40	42	53	42	45	45	42	42	35	43	42	43	53	21	53	45	50	57	44	52	0	50	51	61	62	64	37	1	1	1	1	3	1	3	1	3	3	4	1	3	1	2	4	2	1	1	1	2	1	4	1	4	1	1	2	2	1	2	2	3	1	2	2	6	1	3	2	4	1	2	1	1	2	1	2	1	1	4	3	1	1	3	5	3	2	1	1	2	2	1	3	3	4	2	1	14
36500	-565.044103603212193	-563.430694223389878	-1.613409379822262	0.000170435507500	0.000039942028615	0.234352742574449	0.446896533359719	1	3	3	2	5	5	6	6	8	7	6	10	11	9	10	9	10	14	14	13	15	13	14	14	16	16	18	15	16	18	20	21	20	20	22	22	22	23	23	24	25	25	30	29	27	29	29	30	29	29	30	33	31	30	32	31	33	31	32	32	34	34	34	37	35	37	39	41	53	0	4	4	1	1	3	1	2	11	7	1	11	8	0	14	9	10	5	12	8	9	7	5	16	10	24	29	9	22	26	25	19	26	26	32	30	30	0	35	30	33	40	45	40	37	40	21	41	40	42	46	46	40	47	48	46	51	45	48	48	55	59	0	62	53	55	59	67	41	1	1	1	1	2	1	2	2	2	1	2	2	2	1	1	1	3	4	2	3	4	4	5	3	3	1	1	3	1	1	2	2	3	2	1	3	2	1	1	3	3	1	2	3	2	2	6	3	3	2	1	1	5	1	2	1	2	2	1	2	1	1	1	3	2	2	3	1	15
37000	-579.365630189193098	-577.531793187722997	-1.833837001470149	0.000195294524853	0.000032990539621	0.168927109684902	0.402462322505042	1	4	4	2	3	6	8	7	8	7	9	10	12	9	10	9	11	13	13	11	15	14	14	15	17	17	17	12	17	19	19	18	20	22	21	22	21	20	24	23	26	25	29	28	29	30	29	30	27	29	30	31	30	30	31	33	33	34	32	32	35	34	34	37	35	38	39	43	52	0	4	4	1	1	2	5	4	1	1	6	10	2	0	14	7	16	9	11	2	10	18	28	19	12	22	21	7	18	29	22	11	25	31	26	29	26	0	30	30	26	37	42	42	21	43	31	40	21	41	30	21	44	50	37	55	53	48	50	48	46	59	0	51	55	61	62	67	47	1	1	1	1	1	1	1	3	3	4	2	2	2	1	1	1	1	3	2	3	4	1	1	1	3	2	1	2	3	1	3	3	1	1	2	3	2	1	2	3	5	2	2	1	7	1	6	3	6	1	4	7	1	1	5	2	1	1	2	2	3	1	1	4	2	1	2	2	8
