step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-1993.657662634597500	-2000.513150585556787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724671635279100	0	1	1	2	2	3	7	5	6	6	7	8	7	10	9	10	11	11	11	13	12	12	12	12	12	11	13	14	13	13	14	14	14	14	15	15	15	15	15	15	14	15	15	17	16	18	16	16	18	18	18	18	17	19	17	17	17	18	17	21	19	19	20	19	19	19	20	19	19	21	20	21	21	22	22	22	23	23	23	23	26	25	24	25	25	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	3	3	3	4	4	4	5	5	5	6	6	6	7	6	6	6	6	6	6	7	7	7	7	7	7	7	7	8	8	8	8	8	8	7	8	8	9	8	9	8	8	9	9	9	9	9	10	9	9	9	9	9	11	10	10	10	10	10	10	10	10	10	11	10	11	11	11	11	11	12	12	12	12	13	13	12	13	13	14
500	-585.465624732447054	-592.321112683406454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371811278152675	-1	1	1	3	3	3	7	5	6	6	7	8	7	10	9	9	11	11	12	13	13	13	9	12	12	12	14	14	14	14	15	14	14	14	16	15	16	15	14	15	13	15	15	17	16	17	14	16	18	19	19	17	15	19	17	18	17	18	17	22	20	19	20	20	20	20	20	19	19	22	21	21	21	22	21	22	23	24	23	23	25	26	25	26	25	28	0	1	1	3	3	3	9	6	3	6	8	8	6	15	12	12	23	8	8	15	16	16	13	17	14	6	21	26	23	25	16	16	24	25	47	34	30	23	19	18	23	12	32	42	26	38	17	38	48	41	16	36	28	35	43	44	45	41	40	53	37	31	34	53	32	47	50	31	38	55	26	59	29	42	49	31	44	63	27	62	47	74	77	31	58	29	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	3	3	2	2	2	1	1	1	4	1	1	2	1	3	3	1	1	1	1	1	4	1	2	2	5	1	1	2	2	2	1	2	3	4	1	1	1	2	1	1	2	1	4	2	2	3	3	3	2	1	2	3	4	3	2	3	4	2	5	4	2	6	2	8	3	1	5	3	7
1000	-543.749010649243928	-550.604498600203328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562408808888678	0	1	1	2	2	3	7	4	6	7	7	8	6	8	10	10	11	9	10	14	12	12	12	13	12	12	13	14	13	13	13	14	14	14	15	16	15	15	15	14	13	16	15	17	16	19	16	17	17	18	18	17	17	19	17	16	17	18	17	21	19	18	20	18	19	19	20	18	20	21	21	20	21	20	21	21	23	23	23	23	26	26	25	26	24	29	0	1	1	1	1	2	6	2	2	9	5	13	1	8	11	14	14	8	14	14	16	14	12	23	15	12	16	26	23	26	16	17	24	25	29	25	15	29	28	25	23	37	22	22	32	33	35	37	40	41	31	37	37	38	43	27	45	47	39	61	49	31	53	34	43	58	50	20	54	43	37	49	35	34	61	51	32	74	51	62	38	78	68	80	46	81	1	1	1	1	1	1	2	1	2	1	2	1	4	2	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	2	3	1	1	1	1	1	2	2	1	3	1	1	1	2	3	1	1	2	2	2	1	2	1	1	1	3	1	2	2	1	2	1	1	2	4	2	3	2	2	1	4	2	4	3	7	3	2	2	3	3
1500	-490.686627216002194	-497.542115166961594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667303440205575	-1	0	2	3	3	2	5	5	6	7	7	8	8	9	9	10	10	11	11	13	12	12	13	12	12	12	13	14	11	13	15	14	14	14	15	16	14	15	15	15	12	15	14	17	15	17	16	15	18	18	17	18	17	19	17	17	18	18	18	21	19	19	20	19	18	19	21	20	20	20	19	21	22	21	22	22	20	24	23	23	26	26	24	26	24	27	0	1	1	2	3	2	5	4	7	7	8	11	9	12	12	12	12	12	14	12	16	14	17	17	15	18	22	26	17	26	27	15	24	30	29	34	30	29	30	34	29	28	22	37	22	33	29	20	18	47	31	36	28	35	43	22	22	29	40	48	40	51	40	53	43	29	50	44	54	55	37	61	69	71	60	51	51	74	68	77	85	78	80	80	73	81	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	3	1	3	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	3	2	1	2	1	2	3	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1
2000	-490.671417674338727	-497.526905625298127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626546544504306	0	2	2	2	2	4	8	5	5	7	8	8	7	9	9	11	10	11	11	13	13	12	12	13	12	10	13	14	12	12	14	14	15	14	14	15	16	16	15	15	15	16	14	16	15	17	17	17	18	18	18	18	17	20	18	16	16	19	17	22	20	20	20	19	19	19	19	19	20	22	19	21	21	21	20	22	23	24	24	22	26	25	24	24	24	28	0	1	1	1	1	2	5	1	2	9	8	8	9	12	8	15	15	26	15	15	16	16	17	17	26	15	16	26	17	26	16	22	17	25	23	27	18	15	30	25	29	30	22	22	20	33	35	40	40	35	38	30	36	38	43	43	32	35	40	48	49	68	71	53	55	38	38	31	23	55	28	49	38	71	59	51	68	74	68	68	85	78	77	77	37	85	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	2	3	2	2	1	2	1	2	1	1	2	1	1	1	1	3	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	3	4	2	2	2	2	1	1	3	2	2	3	2	1	1	1	1	5	2
2500	-491.340504100265832	-498.195992051225232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587910542173218	0	2	1	2	2	3	7	5	5	6	6	8	7	11	8	10	11	9	10	13	13	13	12	13	12	11	12	14	13	13	14	14	14	15	15	15	16	12	16	14	14	15	15	17	16	18	16	17	19	18	17	16	17	19	17	17	17	19	17	21	19	19	20	19	20	20	20	19	17	21	21	20	22	22	20	22	22	24	22	22	27	26	25	25	26	28	0	3	1	3	1	2	9	6	3	2	8	8	9	15	8	12	12	15	12	12	16	12	17	23	12	18	16	26	38	18	25	22	38	25	12	18	26	17	36	25	38	25	22	32	22	33	35	40	48	41	14	28	25	69	43	43	22	30	36	48	35	30	36	53	55	69	50	31	29	55	63	36	47	71	59	31	51	74	68	68	85	78	76	80	73	85	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	3	1	1	2	1	2	1	1	1	2	4	4	2	1	1	1	1	1	2	2	3	1	1	1	1	2	3	1	2	1	1	1	2	2	1	2	2	3	2	2	2	1	1	2	2	2	1	2	3	1	2	3	2	1	1	2	1	1	2	2	2	1
3000	-463.752021776741742	-470.607509727701142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724349496528589	0	1	2	2	1	3	6	5	6	6	7	8	7	9	9	9	12	10	11	13	12	11	10	12	12	11	13	13	11	13	15	14	14	15	13	14	15	15	15	15	14	15	15	15	17	17	16	16	18	18	18	18	16	19	17	18	16	19	18	20	18	20	18	18	19	19	21	19	20	21	20	22	21	22	23	22	22	24	23	23	23	25	24	26	25	29	0	1	2	1	1	5	3	6	4	6	8	8	9	12	6	8	23	7	15	19	18	16	12	23	26	18	16	26	23	26	20	14	23	25	24	25	18	35	30	25	17	26	27	22	44	33	35	24	40	41	31	19	36	47	43	55	32	35	40	48	34	51	36	53	43	38	58	51	54	55	63	61	47	63	49	51	68	74	68	68	73	78	76	80	81	85	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	3	1	2	1	1	1	3	2	3	2	1	2	1	2	2	1	1	1	2	1	2	3	2	3	2	1	1	2	2	1	1	1	2	1	2
3500	-439.338173457830067	-446.193661408789467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771679135047026	-1	1	1	2	3	3	6	5	4	6	8	7	7	10	8	10	11	9	10	14	13	12	12	13	12	10	12	14	14	13	15	14	14	14	14	15	15	16	15	16	13	15	16	16	16	18	16	17	18	18	18	17	17	19	17	18	17	18	18	21	19	20	19	18	18	19	21	20	19	22	20	22	21	21	22	21	23	23	23	23	25	25	24	25	26	28	0	1	1	3	2	2	5	5	2	9	8	8	7	12	12	15	12	12	12	14	16	16	14	23	18	15	16	30	17	18	25	22	23	25	23	14	18	24	30	37	17	26	32	32	22	33	17	34	40	41	27	36	37	58	43	43	44	35	37	48	49	31	53	53	55	50	50	51	29	65	63	30	69	63	61	68	51	74	31	68	73	78	68	80	81	85	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	4	1	1	2	1	2	1	4	2	2	1	1	1	1	1
4000	-450.177359014968090	-457.032846965927490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672357886254254	0	2	2	3	2	3	7	5	6	7	6	8	7	9	9	11	11	12	10	14	12	12	12	10	13	11	13	14	13	13	15	15	15	14	15	15	15	16	15	16	15	15	14	17	16	18	17	17	18	18	17	19	16	20	18	17	17	19	18	21	19	17	20	19	19	18	21	20	18	19	18	22	22	23	21	19	23	24	23	24	24	26	25	25	25	29	0	1	1	3	1	3	9	3	2	9	8	8	9	12	8	15	24	26	12	30	16	15	24	15	18	15	16	30	17	18	16	22	23	25	29	34	28	23	28	25	29	28	22	22	32	33	35	28	48	41	27	18	34	69	43	43	32	41	34	48	49	31	48	53	43	35	50	76	38	43	53	49	58	71	40	31	51	74	68	68	73	78	68	80	81	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	2	1	2	1	2	1	1	2	3	1	1	2	1	1	3	2	2	1	1	2	1	2	2	2	1	1	2	1	2	2	3	3	2	3	1	1	1	1	1	2	1	1	2
4500	-505.513237877902498	-512.368725828861898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581256219855124	0	1	2	3	3	4	7	5	5	6	7	8	7	10	8	10	10	11	11	14	11	12	13	12	12	12	11	14	12	13	13	14	14	14	14	15	16	15	15	16	14	15	14	17	16	18	16	17	18	17	18	17	17	19	17	18	17	17	18	20	19	20	20	17	18	20	21	19	19	22	19	22	21	23	23	20	23	24	23	24	25	26	24	26	26	27	0	1	2	1	2	2	9	1	5	9	6	8	6	6	8	11	12	12	15	16	12	14	14	17	16	27	12	26	17	26	21	22	17	25	29	34	28	23	26	34	24	26	27	32	21	33	35	12	25	38	31	36	14	47	43	43	32	35	40	64	34	51	61	26	55	54	50	51	14	55	30	59	58	53	64	45	68	74	51	76	73	78	77	77	81	81	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	4	2	1	4	3	1	2	1	5	2	2	2	1	2	1	1	3	1	1	2	1	1	2	1	5	2	4	2	2	3	3	2	2	1	3	2	3	2	1	1	1	1
