"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"c6068fa149","base",111,0.567307692307692,0.416509433962264,0.552083333333333,0.773085585585586,1,1,1,1,0.36293690519187,801
