step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-5154.795557682832623	-5161.651045633791909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671865713685413	0	1	4	4	4	4	4	4	5	5	6	4	6	6	6	7	7	9	6	8	6	9	7	7	9	9	8	9	10	8	11	9	11	12	10	12	10	12	11	12	14	12	12	13	12	12	11	13	12	14	15	13	13	12	13	13	14	14	15	13	15	14	14	14	13	15	15	14	14	17	16	17	16	15	15	16	17	17	17	19	18	18	18	19	20	21	20	21	20	22	22	21	22	22	22	23	23	23	23	24	26	26	29	27	31	31	33	36	36	37	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	2	3	3	3	4	4	5	3	4	3	5	4	4	5	5	4	5	5	4	6	5	6	6	5	6	5	6	6	6	7	6	6	7	6	6	6	7	6	7	8	7	7	6	7	7	7	7	8	7	8	7	7	7	7	8	8	7	7	9	8	9	8	8	8	8	9	9	9	10	9	9	9	10	10	11	10	11	10	11	11	11	11	11	11	12	12	12	12	12	13	13	15	14	16	16	17	18	18	19	20
500	-1079.195036425958506	-1086.050524376917792	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.266235052908697	-1	1	3	2	4	3	4	5	3	5	6	3	7	5	6	7	7	8	6	9	6	10	7	4	9	7	9	6	10	7	11	8	10	11	10	12	7	13	8	12	14	10	13	13	12	13	9	11	9	15	16	13	14	12	14	13	14	14	16	11	16	12	14	14	14	15	12	13	14	17	17	18	17	14	15	16	17	15	17	20	19	19	18	19	21	22	19	22	19	22	23	20	22	22	22	22	24	23	24	25	25	26	29	28	32	32	33	37	35	37	40	0	1	2	2	4	4	4	9	4	12	2	4	3	4	5	28	10	8	4	10	12	17	5	0	16	8	11	9	21	24	37	5	24	26	11	12	24	20	0	28	40	30	33	21	32	39	5	24	11	37	30	11	47	37	39	29	44	54	60	47	46	49	48	38	37	60	49	32	42	24	44	24	63	12	24	24	60	62	24	65	24	64	24	37	46	34	70	42	46	39	67	62	46	0	78	49	48	67	11	67	62	0	78	49	92	74	95	86	92	67	67	1	1	1	1	2	1	1	2	1	1	4	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	3	2	2	2	2	2	2	4	1	2	1	3	2	2	2	3	3	2	2	5	1	6	8	5	2	3	3	2	1	1	2	2	2	1	1	1	3	3	2	2	2	6	3	8	2	7	5	6	3	2	9	5	10	3	10	9	3	10	1	5	3	9	9	5	6	1	6	9	9	3	12	9	6	1	9	13	9	15	9	7	9	15	20
1000	-866.442497309339046	-873.297985260298447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.277618965051709	-1	1	3	3	4	4	4	4	2	5	6	3	7	6	6	7	7	9	6	7	7	10	7	5	9	9	9	9	9	7	9	9	11	13	10	12	9	13	10	13	12	11	13	14	13	11	12	13	11	13	16	13	14	12	14	14	14	15	15	13	16	12	14	14	13	15	13	15	14	17	16	18	17	16	16	16	17	16	18	18	19	18	18	20	20	22	20	22	20	21	21	21	22	21	22	24	23	22	24	23	25	24	28	27	30	32	33	37	37	37	40	0	1	2	9	9	4	9	9	2	5	4	9	2	7	10	6	5	9	9	10	4	26	10	0	5	12	16	8	17	24	24	5	24	27	21	4	24	32	0	18	21	24	42	29	18	39	39	24	8	42	65	32	39	31	60	41	11	24	46	46	47	49	50	32	37	39	62	52	24	42	56	42	63	52	31	24	60	49	24	69	30	52	24	42	46	62	70	83	77	60	49	49	85	0	67	67	75	49	48	34	100	0	67	67	78	26	103	95	105	26	78	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	2	4	2	1	2	1	1	1	2	4	1	2	1	2	2	2	3	2	1	5	3	2	1	2	2	3	1	3	2	1	1	5	5	1	2	2	2	2	1	1	4	5	3	2	3	1	1	3	3	3	1	1	5	5	1	5	2	2	3	5	2	4	9	2	7	3	8	7	4	6	2	2	1	4	6	4	1	1	6	8	4	5	6	5	2	1	7	8	9	14	3	8	5	16	16
1500	-759.085686349504499	-765.941174300463899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426658482413541	-1	1	5	3	4	2	4	4	5	5	6	4	6	7	7	7	8	8	7	9	6	8	8	7	9	9	8	9	9	9	10	7	11	11	10	11	11	11	8	12	15	11	12	13	12	11	12	13	12	13	16	13	13	11	13	13	13	13	16	14	16	14	15	14	12	15	14	11	14	18	15	17	17	16	15	17	17	17	18	19	19	18	19	19	21	21	21	22	21	22	22	21	23	22	22	24	24	23	24	24	26	27	27	27	31	32	33	35	37	37	40	0	1	2	6	6	2	4	6	6	5	7	6	3	7	10	6	5	8	12	10	12	3	10	0	8	8	4	5	21	24	24	9	24	18	21	21	24	32	0	28	57	24	54	28	17	39	39	30	18	31	37	32	39	24	46	35	29	54	46	46	47	49	50	25	31	60	36	20	65	76	28	51	63	64	31	54	55	62	24	51	75	52	48	42	59	62	84	83	77	77	78	78	85	0	62	67	88	78	94	78	86	0	96	98	67	49	104	104	105	67	67	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	3	2	2	2	1	1	2	1	3	2	2	4	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	3	3	2	2	1	2	1	3	2	2	2	1	2	1	1	2	1	1	1	3	1	2	2	2	4	1	1	6	2	2	2	3	5	3	3	1	2	2	2	2	2	1	1	4	6	1	2	1	2	2	1	2	3	9	15	3	5	3	13	18
2000	-715.057507619426019	-721.912995570385419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445041522054266	-1	1	4	4	5	2	4	4	5	5	6	3	7	6	6	8	7	8	7	9	6	10	7	7	9	9	9	9	11	9	11	7	10	12	10	12	11	13	9	13	15	12	12	13	11	13	11	13	12	14	15	14	13	13	14	13	14	14	14	13	14	14	15	13	12	15	14	15	14	18	15	17	16	15	16	16	18	16	17	19	18	18	19	18	20	21	21	20	20	22	22	21	23	23	22	23	23	23	24	25	27	27	30	27	31	32	33	35	37	37	40	0	1	2	12	6	2	6	6	4	4	12	6	3	7	5	11	5	8	12	10	4	9	5	0	17	18	8	21	21	24	24	5	24	26	21	21	33	32	0	21	36	24	33	4	6	39	39	33	18	54	42	32	39	24	47	28	35	42	60	47	47	49	50	32	24	53	49	52	31	65	29	58	63	38	33	54	60	67	58	70	75	74	75	37	46	62	83	79	77	89	86	78	89	0	78	78	88	92	94	98	98	0	101	96	104	67	104	104	108	95	67	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	1	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	1	4	4	2	1	2	2	1	1	4	2	2	1	2	2	2	1	1	2	1	1	4	2	2	1	1	1	4	2	2	1	1	3	2	2	1	2	1	2	2	2	3	4	3	1	2	1	1	1	3	2	1	3	5	2	1	1	2	2	1	2	2	2	11	3	5	1	10	17
2500	-682.157027987254764	-689.012515938214165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480246109442858	-1	1	3	4	5	3	5	5	4	5	6	2	6	6	7	7	8	10	6	9	6	9	8	7	9	9	8	10	11	9	12	9	12	13	11	12	11	12	10	13	14	11	13	13	13	12	11	13	11	13	15	12	13	13	14	12	15	12	15	14	15	14	14	13	14	16	15	15	13	16	16	17	16	15	16	14	17	18	17	19	18	18	17	20	21	22	20	22	21	23	23	21	22	21	22	22	24	24	24	24	26	26	29	28	31	32	33	36	36	37	40	0	1	2	6	6	12	12	9	12	6	9	2	3	7	10	4	4	27	4	5	4	2	10	0	15	17	8	16	21	24	24	16	24	26	5	25	24	32	0	5	29	24	33	25	32	47	39	58	26	37	42	32	39	37	46	35	40	24	60	39	47	49	50	38	33	53	49	52	42	54	36	58	63	64	65	69	60	67	76	51	75	74	76	70	77	78	70	81	77	89	96	67	85	0	78	78	83	78	94	78	96	0	96	92	104	78	105	105	107	100	96	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	2	3	1	4	2	1	1	1	2	2	2	1	3	1	2	2	2	2	2	2	1	4	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	2	2	1	1	2	2	3	2	1	2	2	2	2	1	1	1	2	2	2	3	2	1	2	2	2	2	2	2	3	1	1	3	1	1	2	3	4	3	2	4	3	1	3	3	2	9	1	3	2	7	10
3000	-666.170390267706580	-673.025878218665980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573970028553472	0	2	4	5	4	4	4	5	5	5	6	3	4	7	7	7	7	7	5	7	6	9	8	6	8	9	7	8	10	9	12	9	11	12	10	11	9	11	10	13	14	13	13	14	12	12	12	14	12	14	14	13	14	12	13	13	12	14	16	11	14	14	13	15	13	15	16	14	14	18	16	17	16	16	13	17	17	18	17	19	18	18	19	20	21	21	21	19	20	22	22	22	21	23	23	23	23	24	24	24	26	26	29	26	31	30	32	36	36	37	40	0	1	2	12	12	12	12	12	12	5	12	2	2	21	10	12	10	8	12	10	12	13	20	0	5	18	12	11	5	24	24	25	24	26	11	21	24	11	0	29	35	24	33	29	38	60	39	65	26	33	54	38	39	24	46	36	35	33	66	39	47	49	37	32	37	39	62	38	65	42	56	42	63	52	31	42	59	67	54	33	33	74	31	51	77	78	51	79	77	77	86	67	77	0	86	86	88	92	94	67	98	0	101	92	104	78	105	107	107	103	104	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	3	2	3	1	3	2	2	2	2	3	1	1	3	2	1	2	1	1	1	1	2	1	1	1	3	3	1	1	1	1	1	1	1	2	2	3	2	3	1	2	1	2	1	2	2	2	1	2	1	2	3	4	2	1	4	2	2	2	3	1	2	2	1	3	2	1	1	1	2	1	1	2	1	1	2	2	2	7	1	3	2	5	8
3500	-638.054208663335999	-644.909696614295399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675314316454150	-1	0	4	4	4	4	5	4	4	5	5	2	5	7	6	7	7	9	7	9	7	10	7	7	10	10	8	9	10	9	11	10	11	12	11	11	9	12	8	12	13	11	13	13	13	11	11	13	12	14	15	12	13	12	13	14	14	15	15	14	13	14	15	15	13	16	15	15	14	17	15	17	17	15	16	16	17	18	17	19	19	19	19	20	19	20	20	20	21	23	23	21	22	21	23	24	23	21	23	25	25	26	27	27	31	31	34	34	36	36	40	0	1	2	12	12	12	4	12	12	5	9	2	3	7	10	12	6	8	7	10	11	13	10	0	21	18	8	21	21	24	24	6	24	26	29	8	24	25	0	35	36	24	33	29	25	39	39	31	18	37	42	32	46	31	46	36	16	48	46	46	39	49	50	52	42	53	49	52	65	31	41	42	63	52	31	69	46	67	69	51	51	64	76	70	77	67	80	83	85	85	92	49	89	0	98	95	88	78	94	86	98	0	100	101	104	104	106	106	108	108	110	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	3	2	1	1	1	1	2	1	2	2	2	2	1	1	2	2	1	1	1	1	2	3	2	2	1	3	1	1	2	1	2	2	1	1	2	1	2	1	1	3	1	2	2	2	2	3	3	2	2	1	2	1	1	1	2	1	4	1	1	1	1	3	1	1	3	2	1	2	1	2	4	1	2	1	1	4
4000	-619.219805666217553	-626.075293617176953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633398913954759	0	1	4	4	4	2	4	4	5	5	6	4	6	6	6	8	7	7	6	8	6	8	7	7	8	8	9	8	9	8	11	9	12	12	7	11	10	12	10	13	13	12	12	12	11	12	12	13	12	12	14	13	13	11	14	13	15	14	15	14	15	14	14	14	13	16	15	15	14	17	14	17	16	16	15	16	16	17	17	17	18	18	16	19	19	21	19	21	20	22	22	21	21	21	23	23	23	22	23	24	26	24	29	27	32	31	33	37	36	37	37	0	1	2	6	6	2	6	6	1	5	6	6	3	7	10	6	5	9	6	10	8	13	10	0	5	18	18	21	21	24	24	11	24	26	9	11	24	45	0	29	17	24	54	28	32	39	39	24	18	37	31	32	39	24	46	34	41	42	46	46	47	49	37	32	54	53	49	64	65	51	44	42	63	64	65	42	60	67	83	37	75	64	33	80	77	67	70	81	77	85	92	67	85	0	92	86	88	86	94	98	98	0	100	95	104	101	105	107	107	105	107	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	3	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	3	1	1	1	2	1	2	1	2	2	3	2	1	1	3	1	2	2	2	1	3	1	1	2	1	1	1	1	1	1	1	2	2	4	3	1	2	2	2	2
4500	-624.099983332227907	-630.955471283187308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630036005437597	-1	1	3	4	4	2	4	5	5	5	6	5	6	6	6	7	8	7	7	8	6	8	7	7	8	10	8	10	10	8	12	10	12	12	10	13	11	13	10	12	14	11	13	11	11	12	11	13	11	14	15	14	13	10	13	14	13	14	15	13	15	13	14	13	12	15	15	15	14	18	17	17	16	16	15	15	17	16	15	18	19	18	18	20	20	20	21	20	19	22	22	21	22	23	22	23	22	24	24	24	26	27	28	26	32	32	33	37	35	38	39	0	1	2	6	6	2	6	4	4	5	12	4	3	7	10	6	5	8	4	10	12	3	10	0	5	18	16	21	21	24	24	25	24	18	25	29	54	6	0	22	36	24	54	29	16	39	39	42	17	31	37	64	39	24	46	35	28	42	60	46	47	49	31	32	42	53	62	38	65	31	56	58	63	52	43	43	60	62	65	37	75	52	79	51	89	67	80	80	77	89	92	67	89	0	92	92	88	91	94	86	98	0	96	98	104	98	106	107	106	107	108	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	2	2	1	3	1	2	2	1	2	1	6	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2	2	2	3	2	1	2	2	1	2	2	1	1	3	1	3	1	1	1	1	2	1	1	2	1	1	3	1	3	4	1	2	2	3	1
