step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-993.194261644406765	-1002.245105024858162	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.420596999119831	2	5	6	6	8	14	7	9	11	10	11	13	11	10	10	14	11	10	11	12	16	13	17	15	13	13	14	15	13	14	14	13	14	16	14	15	14	15	17	19	17	17	16	18	16	15	16	18	16	17	18	19	21	20	17	20	18	20	18	18	18	19	19	18	20	20	23	20	19	24	23	21	22	20	24	23	24	25	23	28	25	26	28	27	27	30	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-267.044629943475570	-276.095473323926910	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994638670611923	3	4	7	6	7	14	8	10	10	9	12	14	11	10	10	13	12	6	9	13	17	14	17	15	11	13	15	15	11	15	14	14	14	16	12	12	13	14	16	16	17	18	15	15	17	16	15	18	17	18	16	19	21	20	17	20	16	21	19	19	17	16	20	15	20	19	24	18	19	24	21	20	17	13	23	22	23	26	23	22	24	27	26	22	28	31	28	0	1	18	2	4	37	18	10	7	3	19	11	9	18	10	36	9	2	3	14	43	11	57	16	10	8	11	22	15	6	17	16	35	24	15	15	36	29	20	6	12	45	26	31	39	47	37	41	37	39	24	46	49	61	22	50	30	60	23	50	24	31	48	12	66	73	84	33	24	66	68	59	39	10	69	53	84	80	76	59	54	81	79	53	78	82	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-268.959931215776805	-278.010774596228146	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997982475690259	3	5	6	6	5	14	7	9	11	10	10	13	12	8	10	14	11	10	12	11	17	13	16	12	10	14	15	14	13	14	13	14	15	17	15	15	14	16	17	18	18	16	16	14	15	16	15	15	16	16	19	20	18	21	17	20	17	19	19	9	17	19	19	18	20	21	23	21	20	24	21	19	22	20	21	21	25	25	20	27	24	25	29	27	27	29	28	0	1	2	2	1	12	3	3	10	14	14	13	18	4	60	5	15	4	11	7	49	10	33	11	5	24	24	15	15	19	24	13	16	12	31	32	4	28	12	43	55	45	16	24	22	28	6	19	24	30	39	38	50	58	6	40	32	49	40	7	42	43	48	43	58	40	68	74	72	67	62	24	65	43	65	65	74	70	58	82	40	67	70	73	67	85	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-270.273429786045881	-279.324273166497221	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989130355900744	3	5	7	6	8	15	6	7	11	7	11	13	11	6	11	14	11	10	12	10	14	13	17	15	13	14	15	16	14	15	14	13	12	15	13	16	13	12	16	18	15	17	16	18	16	16	16	18	17	18	19	19	22	20	14	19	19	19	19	19	15	19	18	19	20	19	23	16	19	22	22	18	20	21	25	21	22	25	23	28	26	24	26	25	27	30	24	0	1	4	2	8	12	1	1	18	7	3	17	18	1	20	12	18	4	10	4	9	18	28	19	19	19	37	12	15	32	13	9	18	31	11	26	9	9	21	49	38	36	27	34	38	32	30	25	36	36	47	46	68	48	33	42	40	50	23	28	21	63	47	31	48	49	53	30	40	58	51	21	39	72	59	64	73	82	54	82	75	63	84	51	78	81	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-263.254796617630234	-272.305639998081574	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999122268118934	2	5	4	7	7	15	8	8	11	10	11	13	12	10	9	11	11	11	9	12	15	14	17	15	13	14	12	13	13	14	14	14	13	16	13	15	15	15	16	18	18	15	14	19	16	16	17	18	16	18	15	18	18	21	18	17	19	21	17	19	18	20	18	19	19	20	23	21	19	21	22	21	20	16	22	22	22	24	24	26	26	27	27	22	25	29	28	0	3	1	1	2	11	1	5	15	19	15	16	17	19	7	19	7	10	3	18	29	27	21	8	18	17	9	11	9	29	35	11	13	21	15	32	29	35	30	47	34	35	35	55	13	6	46	51	31	36	25	47	45	44	21	43	38	47	6	49	56	52	46	47	56	6	71	40	23	60	64	63	56	32	48	64	69	70	62	78	79	80	78	69	67	83	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-264.755387444032522	-273.806230824483862	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995394129064254	3	5	7	7	9	15	5	10	11	9	10	12	11	11	10	14	12	10	12	13	17	13	18	16	13	14	12	15	13	15	14	9	13	15	14	15	13	16	16	19	18	16	17	19	15	15	17	16	11	17	18	20	20	18	17	19	13	19	19	18	17	19	19	18	20	19	22	20	20	20	24	21	21	20	23	21	22	24	23	26	25	23	27	27	22	26	28	0	1	2	2	4	12	1	7	10	3	10	15	8	18	4	12	10	4	8	11	24	14	42	37	15	57	9	14	49	31	17	3	8	12	14	25	17	28	46	6	50	13	57	47	31	25	39	9	10	36	21	61	51	19	34	21	18	43	45	48	28	47	50	16	34	61	58	33	50	66	79	53	52	63	73	59	56	77	72	71	44	43	81	86	62	81	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.892546262467647	-277.943389642918987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970962729961587	3	4	6	5	8	15	7	10	11	10	12	14	12	11	10	13	9	9	10	12	15	12	17	15	13	14	13	12	14	14	15	14	15	17	15	13	15	12	17	20	18	15	16	18	15	15	17	14	16	15	16	19	21	20	18	20	16	18	18	19	19	19	17	18	20	19	22	21	18	24	23	19	23	17	22	21	24	21	23	29	24	24	26	22	25	23	24	0	1	2	1	3	25	4	5	8	18	19	17	15	18	18	9	4	5	7	19	12	19	31	28	9	38	11	15	11	8	36	13	26	26	25	15	28	15	45	69	51	29	32	29	16	12	45	38	31	48	31	64	64	44	36	74	46	28	51	31	31	59	30	14	34	41	68	44	74	67	78	46	76	50	56	62	78	72	76	81	75	54	75	78	67	75	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-268.375839036698267	-277.426682417149607	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975458894344204	3	6	6	5	8	14	8	9	11	10	12	14	12	10	9	15	11	10	11	10	17	10	15	13	11	9	13	15	13	14	15	14	15	15	13	16	13	16	15	19	17	17	14	17	17	14	16	16	17	16	19	20	21	19	16	15	17	20	15	18	13	18	16	15	19	20	22	18	19	25	24	15	21	19	22	23	22	25	18	28	25	27	27	23	27	30	28	0	4	4	1	2	25	4	5	20	3	20	17	17	5	5	24	8	8	5	26	50	5	61	25	15	3	13	61	18	11	18	27	9	43	25	30	11	59	30	21	6	34	29	63	28	35	12	35	63	11	45	54	54	55	23	61	34	45	43	31	14	63	43	29	42	69	53	46	41	71	67	9	68	50	73	67	65	53	59	70	77	70	70	36	76	87	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-273.671648654776277	-282.722492035227617	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998845545275552	3	6	7	7	9	13	7	9	12	11	10	14	11	11	9	15	10	11	11	12	16	12	17	15	13	9	13	15	13	13	15	14	14	16	13	16	14	16	17	20	18	18	15	17	15	14	16	18	16	17	18	20	21	20	17	20	18	15	16	17	18	20	18	18	20	19	20	17	18	20	18	22	21	20	19	23	23	25	19	26	25	25	23	26	28	30	22	0	1	2	2	7	19	2	4	8	26	26	30	11	26	4	27	8	26	26	18	31	13	21	37	10	4	18	6	10	11	25	20	4	25	22	58	18	6	49	33	47	16	25	43	27	25	9	50	37	58	36	45	21	63	47	42	59	27	27	12	25	68	59	49	71	41	10	28	55	79	36	65	51	50	71	69	52	83	71	78	75	60	71	82	80	83	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-278.201947908155205	-287.252791288606545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999447663682245	3	5	7	6	8	13	7	9	9	10	9	13	12	11	10	15	11	11	12	12	14	13	18	16	13	13	15	13	13	14	15	12	10	17	14	12	14	15	18	20	16	17	16	17	16	16	17	16	13	17	17	20	22	21	18	18	14	14	18	14	19	18	20	18	21	18	24	21	19	20	22	21	21	20	23	23	24	21	22	28	25	26	26	23	22	30	28	0	1	2	1	3	33	2	2	7	11	5	33	10	11	4	35	33	10	11	18	22	36	43	20	20	19	10	36	33	11	18	17	7	57	6	10	10	6	42	38	35	13	60	38	58	27	46	30	36	27	6	16	61	40	21	48	25	11	38	12	51	43	56	34	51	50	54	74	41	41	44	52	70	66	53	72	70	74	27	83	72	75	67	78	54	81	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
