step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
24500	-90.391091907646953	-88.950834626119743	-1.440257281527210	0.000046530121436	0.000016109342339	0.346213202166498	0.775462556223623	0	3	4	4	6	5	6	6	8	10	9	12	14	16	18	22	20	20	20	24	0	0	2	2	4	2	2	4	7	5	6	10	10	13	14	19	15	15	14	17	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2
25000	-99.670671864121857	-98.267486131266040	-1.403185732855815	0.000055821623793	0.000022106127726	0.396013699065408	0.622606272007881	-1	3	5	5	5	4	5	7	10	9	11	13	15	17	19	20	19	19	21	23	0	0	2	6	6	2	2	5	10	3	10	10	12	13	14	15	13	14	14	17	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	2	2
25500	-96.447843196117930	-94.757208192406296	-1.690635003711629	0.000044575384969	0.000009202546894	0.206449072729549	0.721202168108216	-2	2	4	6	4	3	4	7	8	9	10	12	14	16	18	20	19	20	21	22	0	0	2	5	2	2	2	5	5	9	9	9	10	13	13	15	14	17	16	17	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	1	2	1	1	2
26000	-101.431843243409787	-99.946645287789607	-1.485197955620174	0.000034349174053	0.000010492548214	0.305467263864089	0.556646010930767	-1	3	5	5	5	4	6	7	10	9	11	9	14	16	18	20	20	20	22	22	0	0	6	6	6	2	6	4	2	8	12	4	10	12	13	15	15	14	16	15	1	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1	2	1	2
26500	-87.887116881786653	-86.383253549985554	-1.503863331801102	0.000067649994730	0.000019752639865	0.291982873670357	0.807682808310629	-1	2	5	5	4	4	6	7	10	9	9	12	15	17	19	21	20	21	21	22	0	0	6	6	2	2	6	5	7	8	5	10	11	13	13	14	15	15	15	17	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1
27000	-95.562514831310978	-93.322581169139113	-2.239933662171858	0.000047292263334	0.000005136546936	0.108612837998730	0.738506295828243	-3	3	5	5	6	5	4	7	8	9	10	11	15	15	18	20	20	20	22	23	0	0	7	2	7	7	2	4	7	8	9	10	12	9	13	13	14	14	16	17	1	1	1	1	1	1	1	1	2	1	1	1	2	4	1	2	3	2	1	1
27500	-92.930342193734177	-91.371550100221810	-1.558792093512364	0.000052785589725	0.000013697468529	0.259492573634415	0.640338611340026	-1	2	3	6	5	4	6	7	9	10	10	12	15	16	18	22	20	20	20	23	0	0	2	6	2	2	2	6	4	7	5	9	10	13	14	19	15	15	14	17	1	1	1	1	2	1	2	2	1	2	3	2	3	1	1	1	1	1	1	2
28000	-107.986001160126804	-106.063589053827826	-1.922412106298984	0.000041050030837	0.000006218638678	0.151489257168866	0.494320554167799	0	2	4	6	5	3	4	7	10	9	11	13	15	16	18	20	18	20	20	22	0	0	2	6	6	2	2	5	7	7	4	10	12	13	10	17	10	15	14	17	1	1	1	2	1	1	1	1	4	4	3	2	1	1	4	1	4	1	2	2
28500	-107.511141464726620	-105.577093958915171	-1.934047505811444	0.000071407336187	0.000010670753984	0.149434981807104	0.707123637310841	-1	3	5	5	6	5	6	7	10	9	10	12	13	17	16	21	21	20	20	23	0	0	2	2	3	2	2	6	8	5	10	9	6	15	12	15	15	14	14	19	1	1	2	1	1	2	1	1	1	2	1	1	3	1	2	2	2	2	2	1
29000	-102.088150157788064	-100.713935783750074	-1.374214374037987	0.000062906551694	0.000029214108902	0.464404869050262	0.603160844033761	-1	3	5	5	6	5	6	8	8	10	10	13	15	17	18	21	18	20	20	24	0	0	2	2	4	2	2	4	4	9	8	11	11	10	13	14	14	14	14	16	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1
29500	-99.211021388895077	-97.700898302189543	-1.510123086705535	0.000068717130153	0.000019775925098	0.287787412741137	0.732695073848518	-3	3	4	5	6	4	5	6	8	8	10	11	15	16	17	20	19	20	21	21	0	0	2	6	6	2	2	7	7	8	10	10	10	12	13	15	15	14	14	14	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	3	2
30000	-91.511644712751789	-89.987975044057720	-1.523669668694071	0.000043053005019	0.000012020127934	0.279193703879174	0.724760184794568	0	3	5	5	5	4	5	8	9	10	11	12	14	16	18	21	20	20	20	24	0	0	6	6	2	2	6	7	7	9	10	10	10	13	14	14	15	14	15	16	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1
30500	-101.673231176631745	-100.260091014125635	-1.413140162506115	0.000091046990687	0.000034624810579	0.380296046230013	0.727927030170721	0	3	5	5	5	4	5	7	9	9	10	12	15	17	16	21	18	21	21	23	0	0	6	6	2	2	2	2	5	7	9	10	12	15	13	14	15	14	12	17	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	3	2
31000	-105.025245554034100	-103.664331937039947	-1.360913616994160	0.000028964093097	0.000016241907469	0.560760090593535	0.777964478096169	-1	2	3	5	6	3	4	8	9	7	11	12	15	17	19	19	20	18	20	24	0	0	2	7	7	2	2	5	8	6	10	10	11	13	14	14	14	13	16	17	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1
31500	-94.167080566174405	-92.742306967829848	-1.424773598344555	0.000038264932055	0.000013943656283	0.364397779748810	0.723141289980152	-1	3	5	5	5	4	6	8	10	8	10	12	14	16	19	20	20	20	21	24	0	0	2	2	2	2	6	7	8	2	8	9	12	13	10	14	15	14	16	17	1	1	1	1	1	1	1	1	1	3	1	1	2	1	5	2	1	2	1	2
32000	-91.591206382315619	-89.276985181640512	-2.314221200675109	0.000067811980758	0.000006876859810	0.101410690751832	0.815690460581219	-1	2	4	5	5	4	6	7	10	8	10	13	15	16	19	20	18	20	22	23	0	0	2	2	6	2	6	5	8	8	10	10	12	12	13	15	14	14	16	15	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2
32500	-82.749521745787035	-81.026188148405907	-1.723333597381134	0.000069048463401	0.000013571469487	0.196549913181511	0.864728693280449	0	2	4	5	6	4	5	7	9	8	10	12	14	16	18	21	19	20	20	23	0	0	2	2	6	2	3	5	10	4	10	11	12	13	14	19	15	15	15	19	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
33000	-97.504043772683119	-95.411957078985125	-2.092086693697995	0.000092266590980	0.000011594188983	0.125659665751919	0.773245845708966	-1	3	5	5	4	5	5	8	9	8	10	10	14	16	18	21	20	19	22	24	0	0	2	5	2	2	2	7	6	5	8	10	12	10	14	15	15	14	16	19	1	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	1	2	1	1
33500	-96.475950235116073	-94.962342949573511	-1.513607285542558	0.000043095325793	0.000012304399359	0.285515868195326	0.794807960253082	-1	2	5	5	5	3	6	7	9	10	10	12	14	17	18	20	20	19	21	23	0	0	2	2	6	2	6	5	7	9	8	8	10	12	14	14	14	15	16	17	1	1	1	1	1	1	2	1	1	1	1	3	2	2	1	2	1	1	1	2
34000	-118.305883086448645	-116.889193700306080	-1.416689386142566	0.000059687501291	0.000022394736594	0.375199767282188	0.844182650343600	0	1	4	4	3	2	3	4	10	8	11	13	16	15	16	22	20	21	20	23	0	0	6	6	6	2	2	6	3	8	9	11	12	12	14	19	15	15	15	19	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1
34500	-87.620104604882627	-86.171238089424207	-1.448866515458426	0.000043872554305	0.000014794891236	0.337224295928641	0.804373938307201	-1	3	5	6	6	5	5	7	9	9	10	12	14	17	18	21	21	19	21	24	0	0	2	6	6	2	2	7	8	7	10	10	10	12	13	14	14	14	15	17	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1
35000	-100.441943208850802	-99.016097486869555	-1.425845721981244	0.000046092432581	0.000016733414656	0.363040389035029	0.644154128177523	-2	3	5	4	5	4	6	7	8	9	10	11	14	17	18	22	20	20	21	24	0	0	6	2	4	2	4	6	4	8	10	2	10	13	12	15	15	14	14	17	1	1	1	1	1	1	1	2	2	1	1	4	2	1	2	2	1	1	2	1
35500	-88.652404896260634	-86.800356503282472	-1.852048392978167	0.000069935023524	0.000011543180608	0.165055790740017	0.837758567782541	-1	3	5	5	6	4	5	7	10	9	10	12	15	16	18	21	19	20	22	21	0	0	2	2	7	2	6	4	8	8	10	10	12	12	12	17	12	15	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	1	1	1
