step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-1880.714601883734304	-1887.570089834693590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891405909050482	0	2	2	2	4	4	4	5	5	6	7	6	7	7	6	7	6	9	8	8	9	9	10	10	9	11	10	10	12	11	11	11	10	12	12	14	11	13	13	14	13	13	12	13	14	14	14	14	14	13	14	15	14	15	15	14	15	14	15	14	15	16	15	15	16	17	16	15	16	19	17	19	17	17	16	16	19	18	18	17	18	17	18	18	18	19	19	18	20	20	20	19	19	21	22	22	21	21	21	23	26	24	24	25	25	24	27	26	28	28	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	4	3	4	4	3	4	3	5	4	4	5	5	5	5	5	6	5	5	6	6	6	6	5	6	6	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7	7	8	7	8	8	7	8	7	8	7	8	8	8	8	8	9	8	8	8	10	9	10	9	9	8	8	10	9	9	9	9	9	9	9	9	10	10	9	10	10	10	10	10	11	11	11	11	11	11	12	13	12	12	13	13	12	14	13	14	14	16
500	-619.526106897070918	-626.381594848030318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413709833933017	1	3	2	2	3	5	5	5	4	6	7	7	6	7	7	7	6	9	7	7	10	9	10	10	8	12	9	10	13	11	12	11	10	13	10	14	12	14	12	13	12	12	10	14	15	14	14	14	13	14	15	16	12	15	15	14	15	11	15	14	13	17	15	16	16	17	16	15	16	19	18	17	17	17	16	16	20	18	18	17	18	17	19	18	18	20	19	19	20	20	19	19	19	20	21	22	20	22	20	22	26	24	24	25	24	24	28	24	28	28	29	0	4	1	1	4	2	4	9	3	9	7	2	8	10	8	10	9	3	7	2	2	1	16	14	4	24	11	8	24	33	20	18	4	21	1	41	28	18	2	3	17	14	4	32	50	31	9	49	17	2	40	36	10	27	46	41	36	13	34	17	27	24	39	46	56	59	38	31	61	75	55	60	55	31	29	44	16	45	38	45	54	22	58	26	57	30	41	78	74	44	34	58	85	4	69	81	38	59	25	73	48	98	85	91	57	84	103	16	103	101	94	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	3	1	2	4	4	2	2	3	1	1	2	2	1	2	2	4	1	4	1	1	2	4	3	3	3	3	1	1	1	6	1	4	4	1	1	3	3	1	1	1	2	1	4	2	3	1	1	1	1	2	2	2	2	2	2	1	3	2	2	6	1	1	2	1	3	4	3	2	8	3	1	1	3	3	4	1	5	3	2	2	4	3	2	5	1	3	2	4	4	3	9	2	1	4
1000	-649.778667651576143	-656.634155602535543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506231831666723	0	3	3	2	4	4	4	5	5	6	7	5	7	5	6	8	6	9	8	8	9	9	10	10	9	12	10	11	10	11	12	12	10	12	12	15	12	13	13	14	14	13	13	12	14	13	12	14	13	13	14	15	15	14	15	15	15	15	15	14	15	16	16	16	17	18	15	14	16	17	17	20	17	17	16	16	18	16	19	17	18	17	19	17	18	18	19	17	18	20	20	18	19	21	23	22	21	21	20	23	27	24	24	25	25	24	28	26	26	28	31	0	4	1	1	4	3	4	6	4	6	3	1	5	2	1	13	2	3	2	10	14	20	10	16	20	19	15	15	19	13	18	16	13	18	4	35	20	28	7	10	10	9	34	18	4	44	23	27	37	16	24	40	46	13	38	31	46	30	43	46	3	50	38	48	52	84	28	2	37	33	24	10	30	13	41	67	45	32	84	37	51	64	64	50	78	25	84	41	56	75	54	39	21	86	91	87	61	86	38	47	104	87	92	95	99	74	103	88	95	109	84	1	1	2	1	1	1	1	1	1	1	2	2	2	1	4	1	2	3	2	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	4	1	3	1	5	3	3	4	1	1	3	1	1	2	1	3	2	1	1	3	1	1	1	3	2	1	7	2	2	1	1	1	4	6	2	3	3	7	2	4	1	1	1	2	1	3	2	1	1	3	1	2	1	1	2	2	2	5	5	2	2	2	3	2	4	7	1	2	2	1	2	3	2	4	2	1	6
1500	-593.451820407390187	-600.307308358349587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448278922863434	1	3	2	3	4	5	4	6	5	7	6	7	8	6	6	8	7	9	9	9	9	10	10	10	8	11	10	11	11	11	11	12	11	13	13	14	9	13	11	15	13	13	9	12	14	14	14	14	15	13	14	14	15	16	16	15	14	11	16	15	12	17	16	15	16	18	16	15	16	19	18	19	18	18	15	17	19	18	18	17	17	17	19	19	17	19	20	18	20	20	21	20	19	19	22	21	20	20	22	24	26	24	23	25	24	23	28	26	28	28	31	0	3	1	1	4	5	1	4	5	8	4	9	7	2	7	11	6	4	14	9	14	3	7	12	5	2	2	18	21	25	21	37	12	39	27	29	7	26	14	48	33	7	1	22	27	61	27	16	30	2	26	37	37	25	25	32	35	4	41	1	9	7	25	16	28	36	27	37	51	71	36	54	65	42	41	27	60	27	55	10	26	3	51	68	50	74	60	82	64	71	17	14	80	67	87	82	51	58	27	91	73	48	37	69	99	92	67	92	104	108	74	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	5	1	3	1	4	2	1	2	3	5	1	2	2	1	2	2	1	2	1	2	1	3	1	2	5	4	1	1	1	3	3	2	4	2	4	3	3	4	1	1	3	2	5	3	6	3	2	3	3	4	2	1	1	2	2	1	2	1	4	2	4	1	2	2	7	4	1	2	1	3	1	3	1	5	4	1	1	1	2	2	4	6	2	4	4	5	4	1	2	4	3	1	1	4
2000	-691.860248893247331	-698.715736844206731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384403590181883	1	2	3	3	4	4	5	5	5	7	8	6	7	7	5	8	7	7	9	9	10	8	10	10	8	10	10	9	12	11	12	12	10	13	12	14	12	12	11	15	12	13	12	13	13	15	14	14	13	14	14	14	13	15	16	15	15	13	15	14	16	17	16	16	16	17	16	15	17	20	16	19	17	16	15	16	19	18	17	17	18	17	18	18	18	18	19	18	20	20	21	19	19	18	21	21	21	22	20	22	25	23	23	25	24	24	26	27	28	28	30	0	1	1	1	3	4	4	1	3	8	10	6	9	6	2	13	15	2	2	1	3	7	4	7	5	15	15	17	16	16	22	22	17	39	17	27	20	33	16	25	7	27	28	9	25	19	7	58	7	38	37	7	25	11	12	2	30	10	28	31	35	44	24	27	68	13	10	4	59	83	6	16	50	49	32	58	61	75	50	25	60	75	3	65	68	64	67	67	84	77	72	25	60	32	48	79	1	95	55	52	29	51	3	55	61	36	48	81	90	79	30	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	4	5	3	1	3	3	1	2	2	1	1	1	2	3	2	1	2	2	1	1	3	4	2	2	1	2	3	2	4	1	4	1	1	6	2	3	4	6	2	3	3	1	3	2	4	3	1	3	3	6	1	1	7	5	2	1	1	1	2	3	1	5	1	1	7	1	1	1	2	1	1	1	2	5	3	2	5	2	10	1	2	4	7	3	8	5	6	5	3	4	4	6	7
2500	-608.004546574067035	-614.860034525026435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495499582138617	0	2	2	3	4	4	5	5	5	5	6	7	7	6	7	8	7	9	8	9	8	9	11	10	9	12	11	11	13	11	11	11	8	10	12	14	10	13	13	13	14	12	13	11	14	14	14	14	13	13	14	15	14	14	16	14	15	14	15	15	13	15	15	15	17	17	16	16	14	18	17	19	17	18	15	16	19	18	18	16	19	17	18	17	19	20	19	19	21	20	20	18	18	22	21	21	21	21	18	23	27	24	23	26	24	23	27	24	27	27	32	0	1	1	1	2	3	5	4	4	4	4	4	7	5	10	11	9	10	4	14	12	17	9	14	21	18	21	20	31	20	19	12	10	8	28	27	21	35	4	28	24	17	23	21	17	44	4	31	8	13	24	35	38	44	57	17	35	7	61	24	6	7	32	15	40	27	34	32	4	67	62	48	38	53	51	1	51	39	68	3	38	45	58	8	80	75	71	70	78	38	5	67	47	83	88	93	90	72	36	71	36	99	95	62	73	70	103	10	88	85	58	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	2	3	1	1	1	3	3	1	2	1	1	1	1	1	2	1	3	1	1	2	1	5	1	3	2	1	1	3	2	7	1	3	3	2	1	1	1	1	2	1	3	1	2	4	5	2	4	2	2	2	2	5	1	1	2	2	2	1	8	3	2	1	8	3	2	2	6	1	3	1	1	1	3	7	1	2	3	1	1	1	1	1	2	6	4	1	5	4	3	2	6	4	4	10
3000	-594.521767892008597	-601.377255842967998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.307668529723998	1	3	3	2	5	4	4	5	5	5	7	6	8	8	6	7	6	9	8	8	9	7	9	10	9	12	10	11	12	11	11	11	11	13	11	12	11	14	13	14	13	13	12	13	12	13	13	14	15	14	14	14	13	15	15	14	16	13	16	13	16	15	14	16	16	16	17	16	16	19	16	19	18	17	15	17	18	18	17	17	18	18	19	19	18	20	20	17	21	20	20	20	18	20	23	22	20	21	22	22	27	24	23	25	25	24	26	25	28	26	28	0	1	4	1	4	4	2	6	3	2	9	1	2	17	2	6	8	17	10	10	2	17	3	13	3	31	22	27	27	7	16	2	14	30	22	12	20	47	32	2	27	1	3	37	24	26	27	12	9	17	19	41	13	17	12	4	10	3	38	28	1	1	34	40	43	1	3	3	13	42	24	40	57	55	43	32	64	18	40	37	69	2	3	64	30	70	53	45	94	68	9	58	66	34	89	34	1	29	34	71	70	3	25	26	9	92	27	83	107	97	71	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	3	1	3	1	3	1	2	1	1	3	2	5	2	1	2	2	1	1	1	4	1	6	4	1	1	1	1	5	6	5	4	1	2	4	4	5	6	5	1	1	7	5	1	1	2	5	7	5	4	3	4	2	1	1	1	4	1	5	1	3	1	6	8	1	3	1	3	2	1	3	9	4	1	4	1	5	9	5	5	2	4	9	6	5	6	1	7	3	1	3	9
3500	-642.635446687173612	-649.490934638133012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348468664404691	0	3	2	3	4	5	4	6	6	7	4	6	6	8	7	7	7	9	8	8	9	9	10	11	9	9	11	10	12	12	10	12	9	12	11	15	12	13	14	13	12	12	12	13	13	14	14	14	14	13	14	16	15	15	15	14	15	13	15	14	14	15	14	15	15	17	17	15	16	19	18	20	18	17	17	14	18	18	17	17	18	18	19	18	19	20	19	18	21	21	20	19	19	22	22	22	22	21	20	23	25	23	23	25	24	24	27	26	29	28	31	0	1	1	1	3	2	4	7	1	8	4	7	11	5	2	2	7	9	13	7	16	1	3	9	10	8	10	22	9	20	2	26	17	21	15	13	6	19	16	31	10	7	1	32	31	37	26	8	2	15	30	29	31	10	46	38	34	31	14	50	4	37	43	4	42	46	76	9	36	51	51	14	17	49	25	29	29	41	58	43	74	16	1	37	34	42	50	80	92	28	54	30	1	48	89	91	61	93	7	53	55	13	86	90	9	86	15	84	20	65	48	1	2	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	2	1	2	1	3	3	1	1	2	2	1	3	2	3	1	1	2	2	5	3	2	3	2	4	4	6	1	1	1	3	4	5	3	1	3	2	4	1	1	2	1	3	1	4	1	1	5	1	2	2	4	1	3	2	6	5	1	4	1	3	4	2	2	1	7	9	2	3	4	4	1	1	4	4	4	8	5	1	1	3	1	7	4	6	9	1	2	8	2	10	5	11	6	11
4000	-542.406188395958338	-549.261676346917739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.395673295666094	0	2	3	2	5	4	3	5	5	7	7	7	8	8	6	8	6	9	8	7	9	10	10	10	8	11	9	11	12	12	11	11	10	12	13	13	12	13	11	14	13	11	12	11	15	14	12	14	14	12	14	15	13	15	13	14	15	15	14	14	16	16	14	15	15	16	16	15	16	20	17	19	18	17	16	17	19	17	18	17	18	16	18	19	19	19	20	18	20	21	19	20	18	22	22	21	21	21	19	24	26	24	23	26	26	24	25	26	28	28	32	0	1	2	1	3	2	1	1	3	1	3	4	7	10	2	11	4	7	3	17	10	13	3	1	15	12	15	13	3	22	4	14	13	24	24	24	12	8	24	31	23	7	7	6	35	20	7	34	17	24	37	30	23	14	47	23	59	24	39	25	21	29	17	51	18	13	36	9	28	65	31	51	66	82	41	10	9	42	67	50	47	2	44	28	28	14	93	59	99	40	10	36	82	78	97	82	9	77	93	71	96	96	78	106	4	10	90	36	41	101	24	1	1	1	1	1	1	2	3	1	4	3	3	3	1	2	1	2	4	3	1	1	1	4	5	2	2	2	2	4	1	3	2	1	1	1	2	3	5	1	2	1	3	4	3	1	4	6	1	3	1	1	1	2	3	1	3	1	3	1	2	4	2	3	1	3	4	2	4	2	2	3	3	1	1	1	5	7	2	1	2	4	8	3	4	3	6	1	2	1	4	6	4	1	2	1	2	9	1	1	3	2	2	3	1	10	9	1	4	8	1	12
4500	-638.582473891354539	-645.437961842313939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.331247078425934	0	3	2	3	4	4	4	5	6	6	7	6	8	6	7	6	7	9	8	9	8	8	10	9	9	11	10	10	12	11	12	11	9	12	12	13	10	13	14	14	13	13	12	12	15	15	15	15	13	13	14	15	15	16	15	14	15	15	13	14	15	16	14	15	16	18	17	16	15	20	15	18	17	17	17	17	19	17	17	17	17	17	17	16	18	18	20	18	19	20	20	19	20	22	22	23	20	21	22	23	25	25	25	24	24	24	28	27	29	28	30	0	3	1	1	1	1	3	1	7	5	8	3	16	6	4	5	16	3	14	4	12	9	22	12	17	17	16	9	37	20	28	15	12	32	2	25	21	17	28	7	31	27	2	17	41	44	56	32	17	3	34	24	21	13	51	3	43	27	12	9	4	12	20	50	40	1	17	32	37	67	4	44	69	56	14	4	64	43	27	7	58	4	1	6	73	28	39	51	63	18	26	3	45	28	97	41	24	70	41	87	68	3	32	94	40	94	76	65	26	100	1	1	1	1	1	2	3	2	3	1	1	1	2	1	1	2	1	1	3	1	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	5	3	1	3	3	7	1	1	4	3	1	2	1	1	2	5	1	3	3	4	1	6	2	3	4	3	6	5	2	1	1	9	4	3	3	1	6	4	1	1	6	7	2	3	4	6	1	5	11	6	1	3	2	2	3	7	5	8	3	7	1	5	3	1	5	2	4	7	7	1	3	1	8	4	8	2	14
