step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-447.035075468438890	-445.208649459013884	-1.826426009425016	0.000138830959545	0.000023677639835	0.170550141788486	0.670878098814493	1	2	4	5	2	5	6	5	7	6	7	6	7	7	8	5	9	6	7	9	10	9	9	10	10	9	10	11	12	12	13	11	13	13	13	14	13	13	14	15	17	15	16	16	15	14	16	16	16	16	16	16	16	19	18	17	18	18	19	18	19	19	18	19	19	21	21	23	23	23	24	28	0	1	1	2	1	1	3	1	16	3	16	8	16	16	11	5	11	3	16	16	15	6	16	11	6	16	13	23	25	21	23	11	7	15	28	30	32	32	10	32	0	46	36	46	38	30	23	31	45	32	0	46	42	42	43	44	40	49	58	50	46	53	17	50	43	47	55	57	0	65	65	0	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	3	2	1	1	1	2	3	2	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	1	1	1	1	1	2	2	5	2	1	1	1	3	1	1	3	1
11500	-444.069277642283339	-442.424931617661969	-1.644346024621386	0.000121640658302	0.000027039685062	0.222291505483880	0.611243233734408	1	2	4	3	4	3	5	5	7	5	6	7	8	7	9	8	6	7	7	9	9	9	9	9	11	11	10	12	11	12	14	12	11	12	13	14	14	13	16	16	15	13	15	15	14	13	14	17	17	15	16	16	15	19	18	16	19	19	19	18	18	17	18	19	18	21	21	25	23	24	23	26	0	1	1	2	1	2	3	6	2	1	6	8	7	7	11	10	10	10	5	13	11	12	17	11	20	22	13	27	20	11	13	24	21	11	7	34	38	24	31	50	0	21	36	46	32	23	17	47	50	38	0	15	36	63	36	44	38	40	49	36	53	53	30	30	44	54	44	38	0	71	67	0	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	4	3	2	1	2	3	2	1	2	1	1	1	2	1	1	1	2	5	2	1	1	1	3	1	1	2	1	3	1	1	2	2	1	3	3	2	1	2	5	1	1	2	1
12000	-471.100924441541054	-469.356727726244401	-1.744196715296673	0.000176830029657	0.000033722002340	0.190702916268395	0.690035168775839	0	2	4	4	5	4	6	6	6	6	7	6	8	6	9	8	8	7	9	8	10	9	9	8	10	11	10	12	12	11	13	12	12	13	14	11	12	13	15	15	13	14	15	15	15	13	16	16	17	17	14	15	16	18	17	16	19	18	18	18	18	18	18	19	19	21	21	25	23	23	21	26	0	1	1	2	1	1	6	1	4	4	3	3	7	5	17	10	4	4	17	7	15	12	17	8	7	22	12	13	7	11	26	19	7	37	33	15	24	37	10	38	0	21	46	36	38	15	22	8	38	30	0	36	43	46	43	36	40	38	45	33	43	53	17	40	58	48	44	32	0	71	65	0	1	1	2	2	2	2	1	3	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	3	1	1	1	2	1	3	1	1	1	1	2	1	2	3	5	2	4	1	2	1	3	1	2	2	2	1	3	2	1	5	2	1	3	2	4	1	1	1	1
12500	-386.211201010133152	-384.567039848517595	-1.644161161615567	0.000097772838904	0.000021740743253	0.222359742204150	0.699969703302293	1	2	3	4	4	5	5	5	6	4	6	6	9	8	9	7	8	8	8	8	10	9	10	9	11	10	10	11	11	13	13	11	12	12	13	13	13	12	15	16	16	13	15	15	15	14	17	16	16	16	16	16	15	18	17	17	18	19	19	18	18	19	18	18	19	20	20	21	24	24	23	28	0	1	1	2	3	10	3	3	4	3	10	8	7	7	19	10	10	5	11	7	11	12	16	11	20	24	20	20	13	21	22	24	17	21	13	34	32	32	23	32	0	19	21	46	38	34	39	26	32	38	0	46	30	47	36	30	40	57	49	43	53	53	47	40	55	63	52	59	0	71	65	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1
13000	-428.668342239357287	-427.144039323785705	-1.524302915571567	0.000107639085388	0.000030010540507	0.278807093159615	0.604264839684133	2	3	5	5	4	4	4	6	6	6	7	7	8	8	9	9	8	7	9	9	10	9	9	10	11	10	10	11	13	12	14	13	12	11	13	14	11	14	13	16	17	14	15	16	16	12	17	15	16	16	15	16	15	19	16	17	18	18	18	17	19	18	16	19	18	21	20	25	24	24	23	28	0	1	1	2	1	1	1	5	4	5	5	5	7	10	18	12	3	6	11	5	15	12	3	10	13	13	8	20	27	23	22	37	20	23	13	30	24	32	16	32	0	46	34	43	32	15	23	26	38	38	0	42	46	63	36	43	50	38	32	34	53	53	39	57	56	63	52	50	0	71	60	0	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1	3	2	1	1	2	2	1	1	2	1	3	2	4	2	1	2	1	1	1	2	1	1	1	3	2	3	2	2	1	1	1	3	2	3	1	1	2	1
13500	-415.836992775260001	-414.313210181155455	-1.523782594104552	0.000098149356001	0.000027395906234	0.279124666227122	0.683723902715849	1	3	5	4	4	5	6	5	7	3	8	6	8	8	9	8	8	8	8	8	10	9	9	9	10	10	10	11	11	12	13	12	12	14	14	14	14	14	15	16	16	16	14	16	16	15	17	15	16	16	17	17	16	19	17	17	18	17	17	18	19	19	17	18	19	21	21	24	25	22	24	27	0	1	5	2	1	10	6	1	4	1	1	8	7	5	19	10	6	12	6	7	15	8	8	11	20	13	20	18	3	21	22	11	29	15	29	30	32	32	29	38	0	36	11	43	38	30	34	31	38	38	0	42	34	63	46	46	32	38	38	34	53	53	39	50	36	63	52	49	0	65	65	0	1	1	1	1	2	1	1	1	1	1	3	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	2	2	4	1	2	1	1	2	2	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	1	1	1	1	1	2	3	1	1	2	2	2	1	1	3	2	3	4	1	2	3	1
14000	-409.874457153264871	-408.287979607442878	-1.586477545821970	0.000094870146590	0.000023342639328	0.246048310954178	0.730538858402482	1	3	5	4	3	4	5	5	6	6	7	6	8	7	9	8	8	7	9	9	10	8	9	10	10	9	10	12	12	12	13	12	11	13	11	13	13	13	16	16	15	15	14	16	16	14	15	15	16	16	17	16	14	18	16	17	18	18	17	18	19	17	17	20	19	20	20	21	25	22	25	26	0	1	1	2	1	1	1	5	4	3	5	8	7	7	11	10	10	3	11	3	6	6	16	15	5	8	20	25	20	15	22	24	20	15	7	15	32	32	47	32	0	36	11	46	38	21	36	31	38	38	0	34	15	47	34	44	50	38	32	55	62	30	47	45	44	63	52	59	0	56	65	0	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	3	2	1	1	2	2	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	2	1	1	2	1	2	2	2	3	2	1	2	2	1
14500	-434.530608707690646	-433.018081737394937	-1.512526970295728	0.000097353283866	0.000027864015859	0.286215469597826	0.589584620743380	1	2	6	4	5	5	4	5	6	7	7	7	8	7	8	8	8	7	9	7	10	9	9	9	10	11	10	10	12	13	13	12	13	13	13	14	14	13	16	15	16	14	15	15	15	13	13	16	16	16	16	17	15	18	17	17	18	19	17	18	20	19	17	18	19	20	20	24	24	22	23	27	0	1	5	2	1	1	1	1	4	5	5	6	3	8	11	8	5	3	6	7	11	8	17	6	10	22	13	20	13	19	22	19	13	21	13	34	32	15	16	32	0	34	42	30	32	19	10	22	32	32	0	34	30	47	46	36	45	45	50	15	42	53	47	40	52	63	42	57	0	65	65	0	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	1	2	2	3	1	1	2	4	2	1	1	1	1	2	4	2	3	2	2	1	2	1	3	2	1	1	2	1	5	4	1	2	2	1	2	2	2	1	2	2	1
15000	-407.906322148132574	-406.353791570504313	-1.552530577628243	0.000099034195690	0.000026022901169	0.262766825013887	0.616712551809793	1	2	5	4	4	5	6	6	6	6	7	6	9	7	9	7	8	7	8	8	9	10	9	9	10	10	10	11	13	12	14	12	11	13	14	11	14	14	17	15	16	14	15	15	15	14	15	15	17	16	17	16	14	19	18	18	19	15	19	18	18	18	18	18	18	20	22	23	23	23	21	26	0	1	5	2	1	1	6	6	4	5	6	6	20	7	11	6	10	3	11	6	6	3	16	19	7	8	20	27	22	36	22	24	13	36	13	15	32	32	42	32	0	15	34	46	32	19	46	26	58	32	0	15	36	47	43	46	32	32	64	44	53	52	47	45	44	39	55	57	0	71	65	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	3	1	1	2	1	2	1	1	1	3	1	1	1	1	2	1	4	1	1	1	3	1	2	1	2	1	4	2	2	2	2	3	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1
15500	-412.590533477673318	-411.040888466990168	-1.549645010683159	0.000095280694291	0.000025183432633	0.264307820385132	0.717889110175884	1	2	3	5	5	3	5	5	4	7	8	7	8	7	9	8	7	6	8	7	9	9	9	9	9	10	9	11	13	12	13	12	12	13	14	11	14	14	16	13	16	15	14	15	16	14	15	16	17	16	16	17	14	19	17	16	18	17	19	18	19	18	17	19	18	20	21	23	24	24	22	28	0	1	1	9	3	1	6	3	2	6	10	8	7	7	11	6	6	3	6	7	17	10	16	17	20	3	17	20	28	15	22	24	26	15	28	15	32	32	47	32	0	19	32	36	38	30	17	26	40	38	0	46	34	39	42	46	50	40	58	34	52	30	39	45	44	63	56	59	0	71	65	0	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	3	1	2	2	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	3	2	1	1	2	1	2	1	1	1	2	1	2	1	3	1	1	1	2	2	2	1	1	2	1
16000	-445.196643005810643	-443.639778074196499	-1.556864931614128	0.000118618072135	0.000030898866043	0.260490374582492	0.629824933036337	2	3	4	5	4	5	5	5	4	6	7	6	7	7	9	7	9	7	8	8	8	10	8	10	11	10	11	11	12	13	13	12	13	12	13	14	13	13	15	16	16	13	15	15	16	15	15	16	15	16	15	16	15	17	16	18	18	18	19	18	20	17	16	19	18	19	20	24	23	24	22	28	0	1	1	9	1	1	3	1	2	6	6	8	7	7	21	10	6	6	11	6	11	20	16	17	13	3	20	7	20	17	25	24	25	11	7	42	32	32	28	32	0	11	36	30	46	11	21	22	38	38	0	15	34	47	43	42	21	37	58	55	53	52	39	50	44	46	56	49	0	71	65	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	2	2	1	1	1	3	3	1	1	1	2	2	1	3	1	1	1	4	3	2	1	2	1	4	1	1	1	3	3	2	1	1	4	1	1	2	3	2	1	3	1	1	2	1
16500	-452.207697902434404	-450.635840089450653	-1.571857812983757	0.000126137044027	0.000031906200784	0.252948695840665	0.550702772429079	1	2	5	4	3	4	4	4	6	6	5	6	9	7	8	7	9	7	8	7	10	9	9	9	10	9	11	10	11	11	12	12	12	13	14	13	13	13	17	15	16	14	15	15	16	13	13	16	16	16	16	15	16	18	18	17	17	19	19	18	19	18	17	20	19	20	19	24	25	23	24	27	0	1	1	2	1	1	1	1	4	8	6	7	7	5	11	3	10	3	11	3	11	8	16	11	13	14	28	20	13	15	26	30	25	30	25	24	24	24	48	21	0	15	32	36	37	30	17	26	38	38	0	46	42	39	36	36	24	49	37	52	62	52	6	45	52	54	52	64	0	56	60	0	1	1	2	1	1	2	1	2	1	1	1	1	2	3	1	1	1	1	2	1	2	3	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	3	1	3	2	1	1	1	2	3	2	1	1	1	2	1	2	3	3	2	3	2	1	1	6	2	3	1	1	2	1	3	3	1
17000	-447.877691129027767	-446.322917460166991	-1.554773668860788	0.000111411706749	0.000029143417398	0.261583079988215	0.625916310355093	0	2	6	5	4	5	4	6	6	6	7	6	8	7	9	8	8	6	8	9	9	10	9	10	10	10	11	11	12	11	13	11	13	14	13	14	13	13	14	16	15	14	16	15	16	14	14	16	15	16	17	17	16	16	16	18	18	17	18	18	20	19	17	19	18	20	21	23	24	22	25	26	0	1	1	2	1	7	2	5	2	5	3	6	7	5	11	10	10	5	11	7	11	3	16	15	13	17	17	20	27	21	26	21	27	21	3	30	15	32	20	38	0	30	36	46	38	30	20	26	38	37	0	15	34	39	30	55	58	38	38	55	42	53	39	45	44	63	46	38	0	65	65	0	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	3	1	2	1	3	1	1	4	2	1	3	3	2	3	2	1	1	1	2	2	4	1	2	3	1
17500	-429.687690078358003	-428.047088644732526	-1.640601433625452	0.000129643733784	0.000028998995371	0.223682198314412	0.727194499549463	2	3	6	4	4	4	6	4	6	6	7	7	8	7	8	7	7	7	9	9	9	10	9	10	10	9	9	11	11	13	13	12	12	13	14	13	14	12	16	16	17	15	16	15	16	14	15	16	16	14	16	16	15	18	18	17	18	17	17	17	19	18	17	17	18	20	20	23	25	22	22	28	0	1	8	2	1	1	8	1	4	6	10	8	7	7	18	6	7	6	11	7	18	26	10	19	20	3	13	7	20	11	6	24	18	21	13	15	38	24	47	32	0	11	15	46	37	38	36	26	50	38	0	46	30	47	52	52	40	32	32	46	53	53	47	45	34	63	52	45	0	65	65	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	2	3	2	3	2	4	3	2	1	1	3	1	3	2	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	3	1	2	2	1
18000	-469.393025134578636	-467.749720231309084	-1.643304903269533	0.000146464050096	0.000032614082893	0.222676369199056	0.580623249551486	0	2	4	3	4	3	5	5	5	7	7	7	6	7	8	7	8	7	9	6	10	9	9	9	9	9	11	11	12	13	13	12	11	12	13	14	13	11	16	16	17	15	15	15	15	13	15	16	15	17	15	16	14	19	18	17	17	18	17	17	19	18	17	19	17	21	22	24	24	23	24	27	0	1	1	2	6	1	3	6	4	6	5	20	8	6	11	3	11	3	11	5	15	13	16	10	7	7	20	25	20	19	8	38	20	17	13	46	32	24	34	38	0	34	11	36	11	27	10	27	32	37	0	46	31	63	34	44	47	40	40	31	53	36	31	24	30	63	61	58	0	65	67	0	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	4	2	4	2	5	1	2	2	4	1	1	1	2	2	1	2	4	1	4	1	4	2	2	3	1	2	1	1	3	1	1	1	1	2	2	2	2	4	1	2	1	4	1	3	1	1
18500	-428.297747231982100	-426.271549002112977	-2.026198229869131	0.000134945283471	0.000018181457546	0.134732071238859	0.633424664936707	2	3	6	4	4	4	6	5	6	6	8	7	7	8	9	8	6	6	9	8	10	9	10	10	11	11	10	11	11	12	13	12	12	13	13	13	14	13	14	15	15	14	14	16	15	15	16	16	17	16	16	16	14	18	18	18	17	17	19	18	18	18	17	20	18	19	20	22	23	23	24	26	0	1	8	2	1	1	6	1	4	6	17	8	7	6	11	6	6	6	5	7	15	12	19	16	20	3	20	27	14	21	22	24	25	15	13	19	38	32	36	32	0	15	19	34	32	30	16	31	32	37	0	36	15	39	52	50	32	38	58	52	52	52	47	40	44	63	56	57	0	56	56	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	3	2	1	1	1	2	1	4	3	2	2	2	3	2	2	1	1	2	4	1	1	2	2	2	1	1	1	1	1	3	1	1	1	2	1	3	3	1
19000	-462.431185201175083	-460.741097721246945	-1.690087479928161	0.000143818223608	0.000029716180447	0.206623192117607	0.571754803920906	1	2	6	4	4	3	4	5	6	5	7	5	8	8	9	7	5	7	6	9	8	8	9	9	9	11	11	10	12	12	12	11	12	13	13	14	12	13	14	15	15	16	15	16	14	13	15	17	16	16	14	16	16	18	18	17	18	18	19	18	20	19	17	19	17	21	22	25	25	23	24	25	0	1	5	6	1	1	2	6	2	6	19	6	3	7	11	6	6	17	5	13	11	8	12	19	7	16	20	5	25	11	6	24	22	11	28	24	32	32	16	38	0	15	30	34	38	19	46	26	37	40	0	30	46	33	52	43	50	50	37	39	53	53	47	45	46	63	61	57	0	56	52	0	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	1	4	2	3	3	1	2	2	1	2	1	1	4	1	1	4	2	1	1	3	1	3	1	1	1	2	2	4	2	1	2	1	3	2	2	1	1	2	2	2	1	3	1	3	3	1
19500	-454.261697397367016	-452.546189546346852	-1.715507851020158	0.000144886633280	0.000028808312627	0.198833473968949	0.619848824162364	1	2	5	4	3	3	5	5	6	7	7	7	6	7	8	7	8	7	9	8	10	9	9	8	10	11	9	12	12	11	14	12	13	13	13	13	14	14	15	14	16	13	15	14	15	12	13	16	16	16	16	15	15	17	16	17	19	19	18	18	18	17	17	20	19	19	21	25	24	23	24	27	0	1	1	2	1	2	5	5	4	6	5	3	7	6	11	6	6	6	11	11	15	11	16	16	16	22	3	27	20	19	22	19	27	21	27	30	32	32	31	32	0	15	30	30	40	11	13	26	38	40	0	30	42	46	36	43	50	42	37	52	53	24	39	40	42	39	55	58	0	60	65	0	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	2	1	2	1	1	1	3	3	1	2	4	1	4	2	2	3	3	1	2	2	1
20000	-480.968719410942754	-479.387104328889052	-1.581615082053694	0.000102749096552	0.000025512273679	0.248296817539738	0.652312734291031	2	3	3	5	4	4	4	6	6	6	7	4	8	8	7	8	8	7	8	9	10	8	10	10	10	9	10	11	13	12	12	11	11	14	14	13	13	13	16	13	16	13	15	16	14	11	14	15	15	17	15	17	15	19	18	17	16	19	19	18	19	18	17	20	18	21	22	24	23	22	24	28	0	1	1	2	3	3	3	3	2	6	5	1	7	8	10	4	3	6	11	1	15	8	16	10	13	8	17	17	20	46	8	17	17	46	25	46	32	32	47	32	0	46	36	36	32	24	24	22	40	37	0	30	34	39	30	42	45	37	38	36	30	53	34	57	44	54	36	49	0	65	70	0	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	4	2	1	2	3	1	2	1	1	1	1	3	2	2	3	3	1	2	2	2	2	1	1	1	2	2	1	2	3	2	2	1	2	1	2	3	2	1	3	2	2	5	2	2	2	1	1	4	5	1	1	1	1
20500	-474.195281446203239	-472.433522894572832	-1.761758551630392	0.000145146464388	0.000027002118201	0.186033592444292	0.615492125458778	0	2	4	4	5	4	6	5	6	6	7	6	9	8	8	7	8	8	9	6	10	9	9	9	10	10	10	12	12	12	12	12	13	13	13	14	14	12	15	14	17	14	16	16	15	14	15	16	17	16	15	16	16	18	17	18	17	18	16	16	16	18	17	20	18	19	21	22	23	23	25	27	0	1	1	2	3	2	3	3	4	6	6	1	7	3	6	5	10	12	15	1	15	1	16	10	6	10	7	22	20	21	27	24	25	24	7	22	38	26	23	38	0	21	46	34	32	19	28	25	38	40	0	30	34	29	36	44	38	32	37	46	42	61	47	52	44	63	54	49	0	65	70	0	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	4	1	4	1	1	4	2	2	1	3	2	1	2	2	2	2	2	1	1	3	1	1	2	1	1	2	1	1	4	2	1	1	2	2	4	1	1	2	4	1	1	1	1	1	2	1	2	2	2	1	2	1	1
21000	-465.421787421623264	-463.891950561133342	-1.529836860489910	0.000166842547855	0.000045962147587	0.275482172730588	0.613469667931127	1	3	6	4	5	4	3	6	6	5	7	5	7	8	8	8	8	6	8	9	10	9	9	10	11	11	10	11	12	12	14	12	12	13	12	13	13	12	16	15	15	15	15	16	15	14	17	15	16	16	16	15	16	18	16	18	18	19	17	18	19	18	17	19	17	21	20	25	24	23	25	27	0	1	12	2	6	1	1	1	4	6	10	1	7	13	11	5	1	12	11	13	11	3	13	17	20	17	20	27	27	11	20	24	3	11	3	30	19	21	46	38	0	46	21	34	38	11	21	26	38	32	0	36	21	34	21	44	59	49	49	55	55	42	25	38	44	63	42	67	0	65	70	0	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	3	2	3	2	2	1	3	1	1	1	1	1	2	1	2	2	3	3	2	2	1	2	3	2	3	1	1	2	1	1	2	2	4	4	1	2	2	1	1	3	1	1
21500	-473.140968583139795	-471.657254139270947	-1.483714443868851	0.000101820297807	0.000031218978305	0.306608593548550	0.519524992388560	1	2	3	5	4	4	6	5	7	6	7	7	8	7	6	7	8	8	9	8	9	9	9	9	11	10	10	11	13	11	12	11	12	13	14	14	12	13	15	15	16	12	16	14	14	15	16	17	17	17	16	14	15	16	17	18	17	17	18	18	18	19	18	18	18	19	20	24	24	23	24	27	0	1	1	2	1	3	3	1	4	6	8	8	14	8	6	10	10	6	6	8	15	17	16	11	20	22	20	27	25	11	26	21	25	15	31	11	11	32	17	32	0	11	30	21	24	42	52	37	38	45	0	17	21	39	46	44	38	38	40	46	53	53	39	32	44	54	64	50	0	56	65	0	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	1	1	1	1	3	2	1	1	2	1	3	3	1	2	2	1	3	2	3	3	2	2	3	1	3	1	3	2	1	1	1	2	2	1	2	2	2	2	4	2	2	1	2	1	2	3	1
22000	-442.460954853365877	-440.918440796971083	-1.542514056394791	0.000160916122470	0.000043158841176	0.268207066595885	0.685756419154975	1	3	3	4	5	5	6	5	6	6	8	6	8	7	9	9	8	6	8	9	10	8	8	10	10	11	9	10	13	12	13	12	12	13	14	13	13	13	15	15	17	14	14	15	15	14	15	16	15	16	17	16	16	19	17	15	17	18	18	19	20	19	17	19	19	20	21	24	24	23	24	27	0	1	1	2	3	3	3	3	2	6	6	8	7	7	11	10	10	6	6	9	11	8	10	11	23	22	7	23	28	17	13	24	25	15	1	21	24	32	21	32	0	21	36	46	38	21	16	47	32	49	0	37	46	63	43	21	49	34	49	56	53	53	30	38	59	63	43	57	0	65	61	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	2	3	1	1	2	5	1	2	1	2	2	1	2	1	1	1	2	4	1	1	1	1	2	1	1	2	2	1	3	2	2	2	2	2	3	1	2	3	3	1	3	2	1
22500	-475.571006958170415	-473.860237649238513	-1.710769308931917	0.000147130518346	0.000029461632769	0.200241480153270	0.612064661070285	0	2	6	4	3	5	6	4	6	5	7	7	8	7	9	8	5	6	9	8	10	9	9	10	11	10	10	11	13	12	14	11	13	13	13	12	13	13	16	15	16	15	15	14	16	14	16	16	16	15	16	13	15	17	17	17	19	15	19	17	18	18	15	19	19	21	20	24	24	23	24	26	0	1	8	2	2	1	5	1	2	8	8	6	7	7	11	12	5	10	11	8	10	6	17	6	20	13	13	27	25	15	22	24	7	24	23	10	32	32	36	32	0	38	46	20	50	30	13	26	37	32	0	15	52	42	21	42	21	37	45	23	53	53	36	45	34	63	55	59	0	65	70	0	1	1	1	1	1	3	1	2	2	1	2	2	2	1	1	1	1	1	1	2	3	2	2	2	1	1	1	1	1	2	2	1	4	2	2	4	1	2	3	2	1	1	1	3	1	1	4	3	2	2	1	3	1	1	4	1	2	1	1	4	2	2	2	2	2	2	2	2	1	2	1	1
23000	-515.709948981517527	-514.277343973955681	-1.432605007561849	0.000178099125213	0.000063196392611	0.354838310046780	0.616845189054556	2	3	3	5	4	5	5	5	6	7	7	6	7	8	8	7	7	7	9	9	9	9	9	9	11	10	10	11	13	12	14	13	12	12	13	12	14	12	15	14	14	15	14	16	15	14	15	16	16	16	16	16	13	18	18	15	17	19	18	19	18	18	18	19	18	21	21	24	23	23	25	27	0	1	1	2	2	3	3	1	4	5	6	7	3	13	7	6	6	2	16	18	16	12	16	11	16	13	1	15	25	17	34	18	20	6	17	13	25	15	35	24	0	35	36	43	37	25	15	26	32	45	0	21	24	35	37	43	45	50	45	61	52	13	52	53	38	63	32	37	0	65	70	0	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	3	1	1	1	2	1	1	2	2	3	1	1	3	2	2	1	3	4	2	2	2	1	2	1	1	1	1	1	2	5	2	1	1	1	3	2	3	2	1	1	1	1	1	1	4	1	2	2	2	3	3	1	2	1	1
