step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.189588206189256	1	1	6	8	8	15	11	12	12	15	20	24	18	24	21	23	27	26	35	29	34	28	32	34	39	36	38	37	45	40	42	47	46	43	68	49	44	48	51	49	54	52	57	57	55	56	59	56	60	57	62	56	57	55	56	79	58	62	62	64	68	66	65	66	63	70	66	73	68	75	64	74	76	68	72	66	67	72	76	86	78	83	87	86	91	88	102	93	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-486.895570636325488	-495.946414016776828	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.676586366360670	4	-1	10	7	4	16	14	14	11	16	13	24	13	24	21	22	29	19	34	27	29	29	32	29	33	37	39	36	45	37	44	47	43	46	72	50	43	47	51	48	54	49	59	57	53	56	53	59	60	57	60	55	53	51	57	76	58	66	59	65	66	56	66	63	59	63	65	67	61	76	60	63	81	73	71	63	70	70	74	83	69	80	85	87	91	91	104	95	2	0	4	2	2	9	9	4	1	3	5	10	1	4	10	10	11	6	24	15	16	15	22	9	15	19	24	24	28	25	19	27	21	22	63	37	21	33	29	28	39	28	34	40	29	54	37	62	55	47	39	36	42	30	32	74	40	46	41	48	64	29	65	50	42	44	46	59	47	78	54	51	74	77	60	57	71	49	78	79	69	79	56	82	80	80	88	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-445.845687025647067	-454.896530406098407	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981280222917169	3	-4	3	4	10	17	11	10	12	16	20	23	19	23	10	17	27	28	34	28	34	26	35	30	41	34	36	40	46	40	44	47	47	38	57	46	43	49	48	51	52	47	59	51	54	53	59	53	60	56	62	57	52	57	59	77	56	65	63	64	66	63	56	64	62	69	67	70	64	74	64	73	77	70	73	69	69	74	69	85	77	83	82	87	92	88	84	86	2	0	2	2	4	1	4	1	5	5	10	8	8	6	1	15	16	14	20	22	14	6	18	22	30	24	13	21	23	14	30	34	25	24	39	21	21	36	31	42	32	25	46	29	31	38	46	38	37	36	50	46	29	48	33	72	41	52	63	52	52	49	40	41	63	35	65	48	48	66	63	49	72	64	79	58	47	67	69	83	79	70	75	87	82	83	81	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-477.559410600074784	-486.610253980526124	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985683299319182	1	-2	4	9	12	8	13	16	8	12	21	27	14	26	18	19	20	15	39	21	31	21	33	34	35	39	40	37	48	36	45	49	44	44	63	49	44	49	52	46	57	51	55	58	51	53	57	60	52	59	63	54	56	56	57	80	54	57	54	53	62	67	59	66	62	71	69	69	64	71	61	76	64	55	66	67	59	71	77	74	73	79	85	86	86	82	92	85	2	0	2	3	4	1	3	6	1	1	8	22	3	22	9	1	18	5	23	13	20	4	16	22	21	25	25	24	19	12	27	24	19	25	59	33	14	24	34	21	29	34	31	29	33	38	34	59	40	45	58	38	59	42	49	76	37	52	40	42	59	49	29	50	57	75	63	69	74	47	59	67	58	40	41	55	49	53	75	66	75	61	56	80	79	48	84	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-456.068120694335221	-465.118964074786561	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996969699377659	1	-6	7	9	7	14	4	13	4	17	21	23	15	28	19	23	26	19	37	24	37	26	33	36	38	30	39	32	37	40	42	46	47	41	65	51	44	48	49	41	53	54	56	56	58	42	53	57	59	60	62	56	60	51	55	74	58	65	61	62	64	63	68	68	65	55	64	72	67	72	61	71	78	68	66	68	64	67	78	87	80	72	78	85	86	90	98	96	2	0	9	1	1	5	2	3	2	8	6	6	8	6	5	8	11	8	23	10	22	10	16	12	23	22	28	17	20	29	29	37	46	25	53	40	27	25	28	19	34	39	36	38	41	28	29	47	39	47	41	41	39	27	36	67	38	53	57	57	53	45	59	60	57	25	44	61	59	45	57	76	70	51	71	43	41	55	56	83	74	61	70	81	76	79	85	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-476.255673408304688	-485.306516788756028	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977337746315312	5	2	10	11	7	11	11	14	7	18	22	25	17	22	22	25	29	21	36	31	29	29	23	36	33	39	40	35	45	34	40	47	42	43	63	44	35	40	53	45	52	49	57	50	54	57	57	56	63	57	46	55	57	54	48	70	50	65	56	60	62	69	63	61	65	68	63	72	61	72	62	71	74	67	69	48	65	73	78	88	67	62	82	87	90	82	98	85	2	0	2	5	2	1	5	9	2	8	4	3	8	8	13	4	8	10	20	16	14	15	13	12	22	20	30	20	34	12	25	37	21	17	54	37	14	19	34	38	38	31	33	38	57	45	29	57	50	44	34	32	39	51	26	71	27	60	42	39	27	45	46	29	46	64	69	81	48	81	41	67	58	52	71	26	61	64	68	88	67	45	79	78	88	78	85	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-473.322485510222862	-482.373328890674202	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974821877363134	0	-4	2	12	5	8	6	15	16	16	16	21	21	20	20	24	24	28	33	30	36	28	29	33	39	33	36	37	45	35	45	42	40	35	63	50	35	48	52	48	51	25	58	52	53	59	52	60	59	58	60	58	56	57	52	75	62	61	63	66	64	66	69	67	65	72	54	75	66	77	57	75	76	69	67	69	69	71	76	88	75	77	81	76	90	87	102	80	2	0	2	6	1	3	3	5	6	5	7	11	8	4	8	15	9	14	12	17	42	15	10	22	21	22	24	37	20	22	28	21	27	23	43	32	18	30	29	32	23	13	47	38	29	45	40	36	44	34	33	44	29	45	40	63	45	50	46	45	54	57	44	35	39	57	36	75	71	51	40	64	77	49	57	48	61	47	62	83	77	76	82	65	82	73	80	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-459.736230013698048	-468.787073394149388	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999278432272589	1	-3	6	8	5	14	14	14	6	15	19	20	21	26	14	27	28	29	35	25	31	22	32	28	38	38	38	36	42	40	36	42	43	37	66	49	44	51	49	48	49	43	47	59	56	54	56	54	63	60	61	56	52	47	58	74	60	59	59	65	64	69	58	64	64	63	67	73	69	68	59	75	78	63	70	67	57	72	70	83	80	81	89	71	71	81	96	86	2	0	2	1	2	4	5	9	2	5	7	10	4	12	1	11	12	12	21	10	14	4	20	16	19	21	17	14	30	28	23	23	30	23	59	54	27	32	29	42	37	19	27	46	41	29	38	36	41	52	46	36	41	27	53	64	54	40	41	50	51	49	38	43	57	55	57	69	74	58	38	65	79	71	49	66	38	35	45	84	56	78	86	61	65	67	80	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-446.766640897710431	-455.817484278161771	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997908870758022	3	-3	7	9	5	10	13	8	10	16	19	24	20	23	17	24	27	27	38	30	34	25	32	36	34	33	33	39	47	35	43	38	43	44	65	50	45	47	48	48	54	53	53	61	52	58	59	58	62	59	64	59	61	58	54	79	54	55	62	63	69	68	67	68	66	64	60	72	68	78	61	76	73	65	71	49	62	68	74	87	78	73	82	83	83	87	94	84	2	0	1	1	2	3	5	5	5	9	7	15	7	10	9	11	13	22	30	13	22	15	12	26	12	18	16	17	31	18	20	27	16	19	44	34	33	28	33	34	40	40	39	46	34	57	76	76	41	40	55	43	54	43	34	78	76	29	46	52	66	74	57	47	66	53	36	66	35	79	55	82	64	44	41	38	57	59	69	85	73	77	72	68	73	56	80	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-478.955809500018063	-488.006652880469403	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996504221713865	2	-4	4	6	10	8	15	14	12	11	18	25	19	19	15	26	14	27	34	28	32	31	35	26	39	33	36	39	34	38	41	51	50	47	61	52	47	38	47	44	52	50	52	53	54	55	61	60	52	54	60	58	58	57	52	81	59	50	59	65	70	61	68	67	64	69	63	70	64	73	60	72	72	68	70	66	65	72	76	89	73	86	90	87	79	83	98	96	2	0	2	1	4	3	5	5	4	6	9	13	17	17	4	14	1	14	14	14	20	18	9	11	29	18	21	19	11	24	28	28	22	28	54	34	29	27	25	23	39	34	12	33	34	42	37	39	40	32	43	43	49	34	27	85	41	39	49	65	69	59	47	43	53	77	53	71	50	67	55	76	60	59	76	43	71	59	60	56	76	56	85	86	47	73	83	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
