step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
10000	-327.750515357515781	-336.801358737967121	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990713784482036	23	5	15	12	9	8	26	18	18	22	22	39	27	32	31	32	29	36	39	43	35	48	38	41	47	43	41	39	46	45	53	48	46	43	51	55	58	49	61	58	61	72	69	72	76	81	91	89	86	89	94	82	84	89	87	98	93	95	90	95	94	102	101	3	0	5	6	2	2	11	3	5	5	5	18	9	17	13	13	3	14	16	16	15	24	13	23	18	21	14	13	20	23	32	29	27	12	29	25	30	34	38	31	36	39	35	39	43	44	55	42	45	52	47	44	45	46	53	51	53	46	49	59	54	61	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-334.737380803794451	-343.788224184245792	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991033108866725	25	5	14	14	11	16	28	21	21	23	24	37	33	32	37	28	38	33	32	42	36	45	30	36	43	46	40	26	43	48	49	52	54	51	54	62	49	46	58	61	61	70	72	62	77	77	92	87	84	93	87	79	86	82	83	88	89	88	95	87	84	102	114	6	0	5	5	2	2	28	4	6	2	5	23	7	10	16	4	16	11	11	24	19	21	10	23	21	27	14	8	17	20	22	31	29	25	31	39	25	17	34	32	30	40	35	35	42	43	58	55	45	60	52	43	45	45	42	55	55	54	55	45	45	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-330.220324540678916	-339.271167921130257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975157568266909	23	3	7	10	6	11	32	18	17	20	24	39	28	28	31	28	38	35	33	38	41	44	42	41	49	44	34	35	47	44	51	51	46	47	51	62	51	45	62	52	58	65	72	71	81	83	87	88	82	91	93	75	89	89	87	91	95	93	90	93	96	95	106	10	0	2	3	2	5	16	6	4	6	5	16	10	10	10	1	18	7	1	14	7	20	19	13	23	13	13	13	24	17	29	33	18	38	33	37	26	20	37	22	31	35	40	39	43	52	49	49	43	45	55	42	45	46	43	54	59	48	49	55	59	58	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-339.963222254432708	-349.014065634884048	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.949178779291529	20	0	9	7	11	16	28	14	22	26	25	37	33	33	26	34	33	36	40	37	40	54	34	33	44	47	37	40	46	52	40	43	52	46	53	64	50	38	59	59	56	68	68	73	81	79	88	88	84	95	91	89	87	88	91	90	96	93	95	93	97	101	110	8	0	2	2	2	2	9	2	6	6	6	23	6	10	5	7	15	10	14	16	13	28	2	9	24	16	13	15	16	26	20	14	29	25	37	37	32	16	37	22	33	36	36	42	43	42	44	45	46	51	54	36	49	49	54	46	55	49	55	54	48	57	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-336.175479755621780	-345.226323136073120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987667023961825	26	1	10	15	14	12	26	21	19	18	26	39	26	30	34	29	31	37	41	42	35	52	39	42	43	49	30	43	43	47	55	47	46	47	53	52	58	49	67	49	61	63	71	69	82	82	84	86	86	88	78	89	88	78	92	90	93	96	87	95	94	99	110	9	0	2	6	3	2	10	10	5	3	5	14	8	4	11	7	13	17	18	21	8	38	27	15	18	25	7	7	18	28	18	19	28	29	20	12	38	24	22	12	37	32	42	42	51	54	51	43	54	49	44	54	46	44	46	49	53	57	46	50	52	57	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-331.535146126463928	-340.585989506915269	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983311090377263	22	-3	10	3	10	14	34	19	24	22	14	42	31	28	24	34	33	37	38	41	42	56	27	38	46	42	37	43	47	47	57	49	53	47	57	59	56	48	61	53	56	62	70	75	84	79	96	89	87	84	87	81	87	86	81	90	97	94	97	94	95	96	109	6	0	2	2	4	3	1	5	6	11	4	16	23	9	11	23	15	23	13	27	19	34	9	9	19	16	7	19	21	28	32	20	32	24	40	35	28	26	37	34	30	41	40	37	46	36	58	55	46	55	50	43	46	44	44	55	56	56	60	51	51	54	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-323.865048380236829	-332.915891760688169	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995331447918365	17	7	14	11	14	16	34	21	19	25	23	37	32	29	28	29	35	42	30	35	42	47	32	40	48	47	44	44	46	48	57	53	51	50	49	63	52	51	55	47	59	65	69	67	78	81	97	86	90	94	93	82	88	81	87	91	97	94	90	90	94	100	106	5	0	4	2	2	5	10	6	5	3	3	23	16	4	11	9	13	13	11	23	20	18	15	17	27	7	24	23	18	27	37	29	30	18	21	37	22	29	35	28	26	25	42	31	43	45	51	54	45	59	49	43	52	45	52	55	55	46	48	46	53	61	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-330.248691454883840	-339.299534835335180	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971646971144104	20	4	14	13	9	16	26	20	23	20	23	39	33	28	28	29	31	38	37	38	42	49	35	37	44	47	44	47	41	41	54	42	50	44	55	63	56	47	62	60	60	71	70	67	84	77	93	88	84	95	89	76	87	79	92	96	99	94	94	97	99	98	103	5	0	2	5	2	4	1	4	10	4	5	16	7	9	8	9	8	13	17	8	30	18	7	16	12	32	18	19	19	20	38	18	29	12	19	37	28	13	35	33	33	37	37	26	52	39	53	49	52	51	49	43	42	36	48	48	48	51	48	48	48	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-334.997031472497213	-344.047874852948553	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998194632274070	21	0	8	7	10	16	29	16	24	16	19	36	33	28	36	33	34	41	39	42	41	43	41	37	42	48	40	35	46	48	52	51	50	53	56	66	54	38	63	41	59	68	53	72	78	82	97	83	86	94	92	80	86	88	87	94	92	91	97	92	93	102	103	6	0	2	2	3	4	9	5	8	5	10	9	11	10	7	7	7	1	12	15	13	17	12	14	28	27	28	14	24	40	27	29	22	40	26	33	25	9	34	24	43	34	28	36	36	52	56	45	45	46	53	44	52	48	48	48	52	55	50	55	46	60	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-329.710710439339323	-338.761553819790663	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998873656906727	15	5	11	13	9	14	27	20	22	20	19	38	29	32	26	21	39	38	29	36	34	48	39	38	46	49	43	41	48	53	55	40	44	45	53	64	49	52	59	60	61	62	64	73	77	81	96	84	85	93	92	76	87	81	84	90	98	88	88	89	98	93	92	3	0	5	2	2	2	16	3	6	2	4	19	9	9	16	4	19	21	16	13	10	12	15	13	21	34	24	21	17	22	29	20	18	14	29	38	28	25	29	31	30	29	40	43	43	44	59	45	45	59	48	36	46	45	45	46	58	54	46	54	50	54	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-325.190146596127363	-334.240989976578703	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994634219909723	22	5	10	13	12	18	32	13	21	24	22	41	21	30	37	31	39	33	37	37	41	53	41	40	29	48	37	42	43	47	50	43	47	44	55	65	47	48	66	57	61	60	68	72	80	80	99	85	86	93	89	84	91	90	87	98	90	95	91	93	99	102	110	4	0	2	3	2	5	14	2	4	11	9	14	6	4	25	1	7	25	14	7	17	38	16	19	13	29	16	20	19	23	16	27	17	15	38	42	19	24	40	22	29	22	39	39	44	44	49	45	46	55	46	46	46	55	45	53	52	54	45	48	48	58	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-333.252814867990139	-342.303658248441479	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999293623997136	13	5	13	10	15	8	27	21	23	26	24	32	30	25	33	27	38	38	39	33	41	53	34	35	45	48	42	49	44	52	54	50	48	49	52	50	46	53	64	55	59	61	69	67	82	77	91	92	87	87	93	85	83	90	86	93	95	91	88	93	91	100	101	2	0	6	2	4	2	9	6	4	3	5	7	7	4	10	11	13	15	16	8	24	37	14	7	21	21	12	24	19	21	18	33	21	29	34	29	19	36	40	32	33	35	41	31	42	44	53	55	53	46	52	46	46	45	53	49	61	45	55	54	53	61	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-333.947663670515624	-342.998507050966964	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988665206765193	25	6	11	10	13	11	31	22	16	20	24	36	28	30	35	32	37	34	42	37	41	54	38	41	42	46	37	42	47	47	52	49	55	54	53	62	56	50	57	51	57	74	68	69	84	82	96	74	88	81	93	81	78	85	88	89	88	97	98	88	86	95	106	6	0	2	2	2	2	10	3	5	9	5	14	8	8	14	8	7	8	27	13	7	25	16	11	12	17	18	20	27	25	28	27	38	31	19	37	29	29	40	30	30	34	41	40	42	48	54	35	46	48	55	42	48	50	46	45	54	51	61	54	50	56	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-332.711364782678459	-341.762208163129799	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986518437933034	22	6	10	14	12	16	21	19	16	26	20	40	32	26	34	30	35	35	30	35	42	53	39	34	45	50	33	45	41	49	56	45	53	52	50	63	50	50	63	59	60	73	70	63	81	75	92	87	84	96	78	86	81	85	91	82	85	93	92	98	90	100	104	4	0	2	5	2	5	4	4	4	8	4	24	6	1	19	11	10	19	1	13	27	29	24	13	23	12	6	23	27	23	23	12	21	12	32	31	29	25	41	37	31	44	41	35	46	43	48	45	45	52	39	49	46	56	43	46	51	49	54	47	52	47	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-318.539930909923328	-327.590774290374668	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996845552247789	25	4	10	13	11	15	28	17	18	24	27	38	35	34	34	22	41	40	38	42	29	45	30	39	44	46	40	44	45	34	51	49	43	48	52	61	56	51	67	54	61	65	72	75	85	80	91	82	82	90	88	86	90	86	92	96	99	95	89	95	95	100	109	5	0	2	3	2	5	9	5	3	6	16	16	21	23	7	9	23	7	23	21	10	12	11	23	27	15	19	27	19	21	33	26	15	33	34	40	31	28	41	32	38	37	37	42	49	43	54	43	43	48	49	48	46	46	45	59	60	51	52	59	50	58	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-327.786750552704973	-336.837593933156313	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981935713668135	14	5	12	10	15	19	34	20	17	17	24	38	25	26	33	28	40	33	32	34	31	47	35	36	41	44	37	48	45	52	54	51	50	44	41	64	54	53	61	58	58	68	68	69	80	78	83	89	89	94	87	83	89	88	84	99	93	86	92	97	95	101	110	2	0	4	2	4	5	11	5	3	3	9	7	10	8	16	4	24	11	13	11	16	19	13	16	24	25	21	35	17	34	25	34	29	25	20	31	33	28	28	37	22	41	40	31	42	43	46	51	55	51	52	46	55	55	46	60	49	42	51	57	49	59	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-322.774689801599777	-331.825533182051117	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996162357653126	17	5	12	13	11	17	34	21	16	22	20	42	31	31	28	30	31	35	39	34	42	54	43	37	40	48	40	42	47	51	52	46	45	49	57	62	53	46	62	54	62	72	65	70	86	80	95	75	83	95	92	86	90	89	89	86	93	96	96	90	97	90	108	3	0	2	5	2	3	13	5	3	1	6	15	8	15	6	11	10	14	20	14	7	30	19	15	7	13	7	20	7	19	28	18	27	33	24	22	26	21	40	26	31	41	41	41	46	48	49	43	48	45	56	46	49	49	49	48	56	62	62	52	60	56	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-328.142317328424667	-337.193160708876007	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982884120084415	12	7	11	12	11	15	27	22	19	26	20	41	35	26	34	24	37	38	37	34	40	49	39	34	40	44	32	41	47	50	56	51	51	46	51	54	56	53	63	57	60	69	68	75	83	75	76	87	90	98	82	81	89	84	86	86	94	91	97	91	94	97	106	2	0	2	2	2	2	9	3	6	3	1	14	8	9	14	9	27	10	16	8	14	28	15	7	15	25	7	15	18	18	32	26	29	28	28	32	33	34	31	22	37	39	41	39	44	43	41	52	45	56	42	47	45	44	47	54	48	54	60	55	60	58	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-331.630889050753410	-340.681732431204750	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984904848679463	21	4	14	11	12	11	21	14	16	26	25	39	32	33	36	33	38	41	42	38	41	55	33	37	35	47	44	46	46	46	55	48	53	49	53	62	55	56	63	58	62	58	72	55	80	79	93	89	88	96	93	84	83	81	90	97	88	86	98	90	94	99	105	3	0	2	2	2	2	3	5	2	6	9	14	11	11	13	11	25	20	15	23	7	29	11	14	11	18	16	24	19	23	28	27	26	20	30	38	27	29	31	44	30	31	34	28	43	43	58	53	45	47	48	39	43	43	46	52	53	45	57	52	48	55	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-318.135087018130434	-327.185930398581775	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991615509640081	21	3	7	14	12	17	35	21	17	27	25	40	27	32	34	32	35	38	36	41	36	51	29	38	48	49	40	44	39	46	54	45	52	49	53	61	58	55	67	47	55	63	70	73	82	82	93	80	88	98	93	88	84	84	91	91	94	93	93	93	91	98	103	4	0	2	3	3	5	23	9	3	1	9	7	5	13	11	9	8	14	11	14	10	30	1	17	29	30	19	17	13	18	32	24	32	27	34	38	22	33	37	21	32	37	42	36	48	44	55	44	46	59	49	53	43	45	45	53	49	48	55	53	53	51	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-325.559303535467961	-334.610146915919302	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992000496150163	23	6	12	14	9	12	30	20	21	22	15	42	36	25	33	32	32	39	42	36	40	48	36	37	47	48	42	43	43	48	52	44	58	47	54	65	47	52	55	52	61	70	71	75	77	75	98	85	84	91	96	82	89	88	88	90	85	89	93	96	91	88	105	11	0	2	5	2	2	10	5	11	6	3	23	15	8	14	1	1	23	20	10	20	32	14	7	12	23	7	23	20	18	18	21	34	20	30	33	17	25	26	37	39	33	41	36	43	36	58	46	45	49	48	42	57	45	45	49	46	48	56	54	49	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-339.901268795081307	-348.952112175532648	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958946288168413	24	3	10	11	15	18	33	17	17	27	25	38	29	27	33	28	37	36	39	38	33	46	32	41	44	50	41	43	40	52	54	46	49	44	52	64	47	47	65	56	53	70	62	73	81	78	96	86	89	85	89	85	94	91	92	90	99	96	95	91	100	103	96	6	0	2	2	4	3	10	3	3	9	9	21	1	11	10	8	10	16	15	10	10	19	16	7	6	27	17	16	23	22	25	28	20	7	24	33	25	29	40	24	12	39	34	42	44	44	55	39	48	45	50	46	60	45	52	52	48	49	49	51	55	56	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-327.701148028706996	-336.751991409158336	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948787495730342	24	2	4	11	13	9	32	18	18	17	22	38	28	25	37	35	32	40	38	40	42	50	25	43	46	44	39	42	45	53	46	49	46	48	57	64	56	40	63	54	61	64	72	69	80	77	90	80	86	92	90	84	89	85	92	99	93	91	99	96	95	92	105	9	0	2	2	3	2	1	4	3	6	4	17	1	11	7	11	1	16	17	15	16	27	8	20	24	15	16	15	20	18	19	26	19	21	19	37	22	7	35	21	35	34	42	41	43	44	49	41	48	54	54	46	54	46	49	53	47	54	60	53	45	49	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-312.215708585114783	-321.266551965566123	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989611645524046	22	7	11	13	10	17	33	14	20	27	24	38	33	32	33	32	38	31	40	40	42	49	34	39	44	47	43	45	48	49	57	45	56	48	50	66	44	53	63	60	58	70	68	74	80	78	90	86	88	95	89	86	86	86	85	90	94	90	100	94	94	102	104	6	0	2	5	2	4	1	2	8	1	1	15	10	11	11	10	14	10	16	15	24	24	1	18	17	19	7	27	19	32	34	19	30	12	12	40	15	22	29	34	38	39	41	42	39	44	55	45	55	51	54	45	44	46	45	53	58	46	48	48	51	57	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-323.188125142973036	-332.238968523424376	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988659817851702	24	0	13	7	7	14	29	18	22	25	24	41	28	27	33	30	37	40	37	38	40	49	32	39	46	46	43	42	42	53	43	44	49	49	57	54	51	49	63	58	60	67	67	71	79	75	86	86	85	91	88	80	90	90	79	96	97	88	96	97	94	98	113	9	0	4	2	2	2	11	4	5	9	6	17	10	9	11	11	15	15	10	23	10	24	13	11	15	21	17	24	17	22	15	19	19	26	37	33	29	29	40	38	22	36	41	42	46	44	46	55	55	52	52	44	51	55	44	54	48	49	58	53	51	47	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-349.851478999072810	-358.902322379524151	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992734802594275	24	6	13	13	10	16	30	19	22	26	27	39	22	28	29	26	38	35	31	38	40	53	27	43	47	46	34	49	36	51	52	37	53	40	57	64	45	46	59	60	57	64	69	72	77	74	85	91	82	82	94	86	86	80	93	96	80	92	97	94	98	103	110	6	0	5	2	2	2	16	5	3	8	1	19	5	8	8	9	11	14	3	7	18	17	9	19	23	20	8	38	13	24	28	16	38	14	21	39	34	32	25	33	31	35	36	41	44	43	54	50	46	46	58	49	49	46	45	55	39	50	58	53	58	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-337.024962955854562	-346.075806336305902	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994733162271065	22	2	10	11	6	13	31	17	19	23	20	43	30	32	32	19	38	35	31	39	43	54	28	31	40	45	38	44	34	45	54	44	49	51	52	65	57	54	65	58	56	71	67	75	86	84	97	79	86	94	90	90	91	87	91	85	83	94	92	86	97	99	100	16	0	5	5	2	5	1	5	6	11	8	20	9	1	16	6	18	19	10	29	14	33	9	23	15	25	1	20	13	23	30	25	32	21	21	40	22	26	37	30	38	43	40	39	46	48	56	42	57	46	45	57	45	44	45	42	43	46	57	42	51	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-329.472057088971837	-338.522900469423178	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981896835957259	22	5	11	10	14	17	31	17	23	22	25	38	26	30	29	30	36	36	40	37	35	49	36	36	46	39	45	45	33	53	43	50	48	47	40	61	56	49	64	59	60	66	61	70	84	81	98	90	85	91	94	90	91	84	94	97	99	96	100	97	91	97	107	4	0	2	2	2	4	15	2	5	6	1	15	8	10	10	1	11	21	29	7	14	20	15	11	19	24	23	29	15	25	7	19	18	21	15	25	32	25	30	38	38	40	32	43	46	44	52	49	46	54	61	45	49	46	49	48	60	54	51	52	46	52	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-320.310425167305652	-329.361268547756993	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982689700141812	23	2	6	10	8	13	29	17	20	14	21	42	33	28	24	29	34	32	37	35	38	53	41	31	43	50	39	46	41	42	51	50	53	50	46	59	58	55	67	54	59	72	63	71	82	79	91	86	85	89	94	86	79	83	86	91	83	94	93	91	95	99	108	8	0	2	3	2	5	15	4	6	5	4	19	14	9	5	11	14	7	1	1	24	25	19	11	17	19	16	29	13	24	23	35	28	25	13	33	34	26	37	35	22	22	41	39	42	42	49	57	46	46	48	45	44	53	46	49	44	45	52	55	55	56	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
