step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
1	-612.023733820105690	-621.074577200557087	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.791067075892744	1	1	3	2	3	3	2	8	6	3	5	5	4	5	7	6	7	7	8	6	8	6	7	10	7	8	8	8	7	8	7	8	9	9	11	7	10	10	9	13	8	9	11	9	11	13	8	10	10	9	8	12	9	9	10	10	10	10	11	10	9	10	9	13	11	11	12	10	10	12	12	11	13	12	11	18	15	12	21	12	14	14	17	13	16	14	16	15	19	18	19	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-272.968332562427918	-282.019175942879258	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999472002554709	2	0	4	3	3	3	2	8	6	3	6	6	1	5	8	6	7	7	9	7	7	6	7	11	7	8	8	8	7	8	7	7	8	8	10	5	8	9	8	14	9	6	11	9	11	14	8	10	10	10	9	12	9	7	10	9	11	9	7	11	9	9	8	12	11	11	12	10	10	12	13	11	8	13	12	13	13	12	22	10	15	15	10	13	16	15	16	15	17	14	18	13	0	4	7	13	1	2	14	14	7	6	36	2	6	20	14	6	14	32	5	36	10	9	17	22	36	32	9	42	59	22	42	16	17	23	3	22	8	22	60	26	3	38	39	15	57	18	25	19	12	14	60	21	9	53	3	49	54	4	62	21	18	32	24	29	15	44	20	47	50	50	63	16	70	43	34	80	62	81	37	24	64	10	78	83	77	70	46	82	69	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-270.554715151815856	-279.605558532267196	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990076841472506	1	0	3	2	3	4	1	8	6	4	6	4	3	5	7	6	7	6	5	6	7	7	8	10	8	9	9	9	8	8	6	8	10	10	12	8	11	9	10	11	9	9	11	9	10	13	8	10	11	9	6	13	8	7	11	10	11	10	12	10	8	11	10	13	9	11	9	10	8	13	12	12	14	11	11	15	13	13	21	11	13	12	12	12	16	14	17	16	20	15	20	2	0	1	2	4	13	2	11	19	5	14	3	4	6	18	7	20	14	1	12	16	10	3	38	11	61	17	47	22	20	3	18	23	69	37	22	15	32	25	15	10	53	67	22	32	82	9	11	50	53	19	58	21	14	48	36	36	25	63	61	11	45	9	74	22	58	54	50	11	82	50	56	55	65	31	58	25	75	89	28	71	61	24	66	80	71	38	78	46	86	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-260.357572015279857	-269.408415395731197	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990328625869048	1	0	3	3	3	2	3	5	5	4	6	6	4	5	8	7	6	7	6	7	6	7	7	7	8	8	9	8	8	8	6	8	9	9	10	5	9	11	10	13	6	8	11	10	11	13	8	9	9	7	7	11	9	9	9	11	9	10	10	10	8	10	9	12	10	12	10	11	11	11	13	9	11	10	10	19	15	11	19	12	14	14	16	12	17	15	15	14	19	18	18	2	0	1	6	2	2	1	5	4	5	7	4	6	5	14	17	10	14	6	21	13	19	3	14	16	21	36	11	19	21	3	18	51	13	18	4	22	15	23	57	5	51	26	42	37	45	36	22	19	9	41	37	31	29	11	39	22	25	49	33	8	55	16	65	37	26	21	37	63	42	73	51	55	20	55	90	71	54	81	74	66	52	45	55	86	68	39	60	91	77	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-289.857773683084019	-298.908617063535360	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997001097123593	2	0	1	2	3	3	3	8	6	4	5	6	5	4	7	7	8	8	7	6	9	6	7	9	5	9	8	9	8	9	6	9	9	7	11	8	9	9	10	12	7	9	8	9	11	13	8	11	10	10	8	10	9	8	10	10	8	9	11	11	10	9	8	14	12	10	8	9	8	4	12	12	14	11	10	13	15	5	17	12	14	11	17	12	17	15	16	13	19	15	20	2	0	2	2	3	4	3	41	13	3	6	3	14	5	70	9	41	23	3	7	18	4	14	11	14	29	19	23	12	41	70	34	16	12	43	10	22	18	63	56	25	17	19	54	68	37	20	58	12	34	22	43	9	20	31	30	11	47	56	43	57	36	14	84	70	41	16	20	41	7	56	35	80	33	8	40	71	7	75	59	45	28	88	69	64	73	22	59	90	73	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-268.847981271631511	-277.898824652082851	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994742148601625	2	0	3	2	3	2	2	9	7	4	6	4	5	4	8	3	6	6	6	6	9	6	7	11	7	8	8	7	8	8	7	3	9	9	11	8	9	10	7	11	6	9	11	9	11	14	8	9	10	9	9	12	10	8	9	9	7	9	12	11	9	8	10	14	8	10	13	11	11	13	11	12	14	12	9	14	15	12	21	12	13	12	18	12	12	14	16	13	20	16	18	2	0	7	2	7	2	2	65	18	3	12	1	12	3	20	7	4	32	32	6	54	3	13	47	10	13	17	17	18	57	19	1	47	23	65	41	30	47	11	21	3	30	48	19	51	45	28	39	42	18	20	51	25	18	25	23	16	20	53	49	19	10	61	70	18	33	82	33	65	74	21	42	84	45	62	66	88	21	57	69	43	49	67	69	56	24	85	53	83	86	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-277.835643655067599	-286.886487035518940	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960986847439377	2	0	2	3	4	3	1	8	6	4	6	6	4	5	8	5	8	5	6	6	5	7	8	7	7	6	9	9	8	6	7	8	5	9	11	5	9	9	9	14	7	9	12	10	9	14	5	7	7	9	8	12	9	10	10	8	10	10	11	10	9	7	9	13	11	10	13	7	9	13	10	3	11	13	8	17	12	8	21	12	15	14	13	12	16	13	14	15	20	17	19	7	0	7	3	3	3	2	49	4	72	21	1	72	6	12	1	47	6	16	13	5	18	24	5	30	36	49	41	18	10	47	41	13	56	17	72	49	12	8	83	10	16	71	11	11	45	4	19	14	24	9	65	8	61	37	19	28	37	71	38	20	36	25	44	19	15	77	12	24	16	63	1	45	59	12	85	51	30	91	32	64	59	44	54	40	65	74	83	76	88	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-272.011279093434212	-281.062122473885552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976553275639859	2	0	3	2	3	4	2	8	7	4	3	5	4	3	6	6	5	7	8	5	8	6	7	10	6	9	9	7	8	9	6	8	9	9	11	7	10	9	9	11	8	9	12	9	9	11	8	11	8	9	6	6	8	10	9	11	11	10	10	8	10	9	10	12	11	8	11	8	11	12	11	10	13	11	11	16	13	11	15	13	12	10	17	12	17	12	16	8	11	18	18	2	0	2	2	4	1	2	36	52	14	1	14	1	1	10	5	7	17	16	13	9	10	51	53	17	22	36	12	52	13	12	25	60	41	68	12	8	8	28	39	20	51	42	28	36	44	17	62	31	9	13	6	20	47	47	50	38	22	49	18	30	53	49	82	21	15	38	22	47	82	50	88	65	50	61	80	70	33	43	37	89	42	40	33	84	26	77	6	45	80	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-281.343773970203699	-290.394617350655039	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996246697678948	2	0	2	3	2	3	3	8	7	1	1	5	5	3	6	6	8	7	8	7	4	5	5	11	7	8	9	8	7	3	7	5	5	8	11	6	10	10	7	8	9	9	9	9	10	8	8	11	11	9	9	12	9	9	10	9	8	9	11	9	10	10	10	13	11	8	13	6	11	9	12	10	12	13	11	18	14	11	21	10	14	10	17	14	16	14	16	16	19	19	19	10	0	10	11	10	10	11	15	36	2	2	5	6	1	32	13	29	21	6	4	6	3	4	56	21	16	18	15	13	1	21	21	5	20	80	5	60	17	23	15	29	15	40	47	19	36	33	50	38	68	68	82	39	46	40	25	31	26	37	25	66	58	36	72	56	20	24	23	38	9	34	9	75	78	28	52	52	60	90	60	59	30	77	26	26	59	84	59	59	83	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-262.915331403395953	-271.966174783847293	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977703623746226	1	0	4	2	4	3	2	8	7	3	5	5	3	5	8	6	6	6	7	6	8	2	8	8	8	8	5	9	7	7	3	9	8	9	11	8	10	10	8	13	5	8	12	6	11	10	7	10	11	9	7	12	9	10	10	11	11	7	12	10	6	10	5	10	11	9	13	10	10	12	12	12	10	9	10	19	15	11	18	8	11	14	16	13	16	13	15	15	19	18	20	2	0	13	1	7	7	2	63	41	1	31	3	7	22	16	63	5	13	12	22	51	1	9	19	30	11	6	47	61	27	22	47	44	47	26	18	8	36	20	57	13	5	49	27	50	32	17	80	50	58	20	73	26	34	66	73	54	12	23	36	14	23	13	53	42	30	45	58	32	56	21	35	21	33	36	87	43	74	77	17	46	86	52	35	87	57	59	38	82	88	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
