step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-4683.200089629799550	-4681.738007545281107	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.494403142192765	1	2	4	5	5	5	7	6	7	6	7	6	9	9	9	8	9	9	10	10	10	12	14	13	14	14	14	15	16	19	15	18	16	16	17	18	17	17	17	19	18	19	19	20	18	18	21	20	19	20	20	20	20	21	21	21	21	20	21	21	21	23	21	21	22	22	21	22	24	23	24	23	22	22	25	24	25	26	23	23	26	25	25	25	26	25	24	25	26	25	25	26	26	26	27	27	27	27	27	28	29	29	29	31	30	31	30	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	5	5	5	6	7	6	7	7	7	7	8	9	7	9	8	8	8	9	8	8	8	9	9	9	9	10	9	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	11	11	10	11	12	11	12	11	11	11	12	12	12	13	11	11	13	12	12	12	13	12	12	12	13	12	12	13	13	13	13	13	13	13	13	14	14	14	14	15	15	15	15	15
500	-1184.958548771968935	-1182.868613288524557	-2.089935483444383	0.000010004138519	0.000025789096353	2.577842790078221	0.236162573632782	0	2	4	4	4	5	7	6	7	6	6	6	10	10	9	9	10	8	10	11	11	13	14	10	14	12	12	15	13	17	14	15	17	15	17	15	18	15	18	20	18	18	19	20	18	16	21	20	20	20	21	19	20	18	22	21	19	20	20	22	22	24	21	21	22	23	19	23	25	22	24	23	21	22	26	24	26	26	23	24	24	26	26	25	27	26	24	25	24	24	26	27	26	27	28	27	28	27	27	28	30	30	29	32	31	32	31	30	0	1	1	0	2	3	2	4	4	3	5	2	2	10	10	11	11	12	6	15	17	10	10	15	14	24	24	19	24	24	27	26	36	29	26	31	36	27	34	22	30	29	29	26	38	38	32	36	34	41	29	32	46	27	36	26	26	30	29	48	27	42	35	36	29	24	26	31	26	38	27	38	26	46	35	51	90	29	26	27	63	27	67	31	31	30	24	54	57	32	29	35	84	66	74	30	29	32	29	57	24	32	46	57	29	57	57	29	1	1	3	1	1	1	3	2	1	1	1	2	3	2	2	2	2	2	3	1	1	4	4	1	2	1	2	2	2	4	1	2	1	1	3	1	1	1	2	3	1	2	3	5	2	1	3	2	3	2	4	2	2	2	4	5	3	1	5	1	6	3	2	3	4	10	3	4	7	3	7	2	4	3	5	2	1	7	7	8	2	8	5	5	8	5	11	4	2	7	8	8	1	3	2	5	12	9	8	8	11	12	9	7	11	10	5	11
1000	-882.539459399947987	-880.664641829176617	-1.874817570771416	0.000010003402371	0.000020242544730	2.023565980728064	0.404825263935415	1	2	4	5	4	6	7	7	7	7	7	6	10	9	10	9	8	9	10	9	10	11	15	12	15	13	14	15	16	19	16	15	16	16	18	16	17	15	17	19	18	20	19	17	19	17	21	20	20	20	21	19	20	21	21	20	20	20	21	22	22	23	21	22	21	23	21	23	24	23	24	23	22	22	26	24	25	26	23	22	26	25	23	25	26	25	24	24	26	24	25	26	26	26	28	28	28	27	26	28	29	30	30	31	31	31	31	30	0	1	2	0	2	3	3	4	4	3	5	2	3	10	20	11	11	12	2	10	17	10	19	19	22	24	24	3	26	36	38	26	27	26	32	27	38	27	34	28	36	52	32	26	33	29	35	31	34	41	26	29	46	36	36	32	44	46	56	48	53	42	43	46	56	57	44	53	32	41	38	54	44	46	57	65	76	87	52	33	63	61	73	53	74	53	24	54	44	43	67	29	61	83	86	86	52	32	87	57	43	44	68	99	76	57	102	32	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	5	1	2	2	3	1	3	1	1	6	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	2	1	4	2	2	3	2	2	2	2	1	1	1	1	1	4	1	1	2	3	5	2	3	1	3	2	4	2	1	1	2	4	3	2	1	3	3	2	6	3	5	2	2	7	4	3	1	1	6	7	1	5	6	10	3	2	5	9	1	8
1500	-715.487842480146014	-713.629400458173563	-1.858442021972395	0.000010024638406	0.000019876830289	1.982797731369872	0.572262591555270	2	3	4	4	4	5	7	7	7	7	7	6	10	10	10	8	9	9	10	9	11	12	14	11	14	14	13	15	16	19	15	19	17	15	18	19	17	17	17	19	18	19	20	17	15	18	20	20	20	20	21	20	19	19	21	22	22	21	21	21	21	23	22	21	22	23	20	22	24	23	23	23	22	22	25	24	25	25	23	21	25	25	23	25	26	25	22	25	26	24	26	26	26	27	27	27	27	27	27	28	29	29	28	29	31	32	30	31	0	1	2	0	2	3	2	4	4	3	5	2	7	7	20	11	11	12	10	10	17	19	10	20	19	24	24	19	26	31	27	29	31	26	29	31	31	31	34	28	31	44	29	26	27	27	35	33	39	41	52	29	46	38	38	32	67	46	35	48	53	42	59	46	52	67	44	61	79	50	54	80	67	53	57	65	65	87	47	38	63	61	73	53	58	74	67	80	57	65	87	81	61	83	84	86	90	81	91	91	76	78	93	99	90	87	102	90	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	3	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	3	1	2	1	3	3	1	2	2	1	1	1	4	3	1	1	3	9	1	3
2000	-664.194429751217285	-662.537646427713412	-1.656783323503870	0.000010115104030	0.000015077743822	1.490616782336479	0.701877853256203	1	3	4	4	5	6	7	6	7	6	7	6	10	9	9	8	8	8	10	8	10	13	14	12	15	14	14	14	17	19	16	18	16	15	18	17	17	16	17	19	18	20	17	20	18	18	20	21	19	21	20	19	21	21	21	21	22	19	21	22	20	24	22	21	20	22	21	23	23	23	25	23	22	23	26	24	25	27	24	23	25	25	25	25	26	25	23	26	25	26	25	27	27	27	28	27	26	27	27	28	28	29	30	30	29	32	30	31	0	1	2	0	2	3	2	4	4	3	5	2	7	10	20	11	11	12	10	10	17	19	22	20	22	24	24	22	26	38	27	26	27	24	26	27	31	27	34	28	36	29	26	24	33	33	35	30	39	41	43	29	46	30	36	52	44	46	35	36	58	42	35	46	32	44	44	61	59	50	72	54	44	46	57	65	76	87	69	30	63	74	73	74	74	58	67	30	44	65	87	81	61	83	96	86	76	81	91	78	97	78	93	78	65	87	102	105	1	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	2	2	2	1	1	1	2	1	1	1	3	1	2	1	4	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	2	1	3	2	2	1	2	1	2	1	1	1	1	2	3	1	4	3	4	2	1	3	1	1	1	1	1	1	1	2	2	2	2	4	5	1	1
2500	-662.982337393379453	-661.067063093679621	-1.915274299699854	0.000010227248599	0.000021733402439	2.125048807496194	0.627127640497956	1	3	4	5	4	6	5	7	8	6	6	6	7	10	10	8	9	9	10	9	11	12	12	12	14	14	14	15	16	19	16	18	16	15	18	18	17	17	18	19	18	19	19	20	19	17	22	20	19	20	20	20	20	21	20	20	20	21	21	22	20	22	22	21	21	23	21	22	23	23	24	23	22	22	24	24	26	26	24	24	26	26	25	25	26	24	22	25	25	25	25	27	27	27	27	25	27	27	27	29	29	29	28	31	30	32	30	31	0	1	2	0	2	3	2	4	4	3	5	7	7	10	20	11	11	12	10	10	17	14	14	20	22	24	24	25	26	31	27	26	24	26	26	31	31	27	34	28	31	32	29	32	33	33	35	31	34	41	32	29	46	30	36	43	32	46	56	48	46	42	35	46	43	57	57	61	35	50	54	54	57	53	44	65	90	87	69	72	63	68	73	58	74	58	67	54	75	65	87	81	68	83	96	46	90	81	78	78	97	91	93	99	101	87	102	105	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	3	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	1	3	1	1	2	2	3	1	1	2	1	2	3	2	2	2	1	1	2	2	1	2	1	1	3	2	2	1	2	1	1	2	1	3	3	1	2	1	2	3	1	1	1	2	1	2	1	2	1	6	1	1
3000	-667.307639026473794	-665.523278979157226	-1.784360047316598	0.000010436845205	0.000018789305822	1.800285953481464	0.658967717575118	1	3	4	5	5	6	7	6	7	6	7	7	8	9	10	9	9	8	8	9	10	11	14	12	14	14	14	16	16	19	15	18	16	15	18	19	17	17	16	19	19	20	17	19	18	18	20	20	20	20	18	20	20	21	21	22	22	21	21	21	22	24	22	21	21	22	21	23	23	23	25	23	23	23	25	24	26	26	24	22	26	26	25	25	26	25	22	25	27	25	25	27	25	26	28	27	27	27	27	29	29	27	29	30	31	31	30	30	0	1	2	0	2	3	2	4	4	3	5	2	7	10	20	11	11	12	10	10	17	10	22	20	22	24	24	25	26	38	24	43	27	26	26	38	27	27	34	28	37	26	29	29	33	27	35	30	39	41	43	29	46	37	31	32	44	46	47	48	53	42	35	46	32	29	26	61	59	50	80	30	57	46	57	65	65	57	69	54	63	61	73	74	58	74	67	72	75	65	87	81	74	83	96	53	65	81	87	78	97	91	93	99	108	87	102	97	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	2	3	2	1	2	1	1	1	2	2	1	2	3	2	1	2	2	2	2	1	2	2	2	2	2	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	3	1	2	1	1	1	2	1	1	6	1	2
3500	-663.627843443053166	-661.906003584667019	-1.721839858386180	0.000010371669388	0.000017093900724	1.648133977758573	0.627193656121746	-1	3	4	4	5	6	8	6	7	5	6	6	8	9	10	8	8	9	9	9	10	12	14	13	15	14	14	14	16	18	16	18	15	16	18	17	14	18	18	18	19	20	19	21	17	18	21	20	19	20	20	20	21	20	21	19	20	21	21	21	22	24	21	22	22	21	21	22	23	24	24	24	22	22	25	25	24	27	24	24	25	25	25	25	24	25	23	25	27	24	24	26	26	27	27	26	26	27	27	28	29	29	29	31	31	32	30	30	0	1	2	0	2	3	12	4	4	2	5	2	2	10	20	11	11	12	10	10	17	19	22	15	14	24	24	19	15	36	27	26	27	26	29	27	24	27	34	28	36	29	29	56	33	27	29	36	34	41	29	56	56	30	27	26	43	46	39	31	46	42	35	53	52	57	57	46	47	50	54	54	57	46	57	65	65	91	69	54	63	68	73	74	53	74	67	54	75	65	87	81	82	83	86	86	90	81	87	78	97	100	93	78	108	102	102	97	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	3	1	1	2	4	1	1	2	1	1	1	2	1	3	2	2	1	2	2	1	1	2	2	2	2	1	2	1	1	1	4	2	1	2	1	3	2	2	1	1	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2
4000	-616.711243156388264	-614.934471388178281	-1.776771768209929	0.000011046240886	0.000019681575478	1.781744186235534	0.775022348400975	1	2	4	5	4	5	6	6	8	6	7	6	10	10	10	8	10	8	11	9	11	13	14	13	14	14	14	16	16	19	15	18	16	16	18	17	17	16	17	19	18	20	18	19	18	17	21	19	19	20	20	20	20	20	20	20	21	20	21	21	21	24	21	21	22	23	22	22	25	23	24	23	22	23	24	24	25	26	24	23	25	23	25	25	27	25	24	25	25	26	26	27	25	26	28	27	27	27	27	28	28	29	29	31	31	31	30	29	0	1	2	0	2	3	3	4	4	3	5	2	7	10	20	11	11	12	10	10	17	19	19	15	19	24	24	23	26	31	24	26	31	24	29	27	38	27	34	28	36	32	29	32	33	38	35	36	34	41	29	29	46	36	36	31	44	46	35	48	46	42	56	46	52	57	57	61	79	50	54	54	57	53	57	65	76	67	47	54	63	61	73	74	86	53	67	80	75	65	87	81	82	83	96	84	90	81	91	91	97	100	93	78	108	102	102	97	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	1	2	3	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	2	2	2	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
4500	-652.960446875962361	-651.120586849913707	-1.839860026048626	0.000011700312803	0.000022660417747	1.936736062412731	0.633202406681955	1	3	4	5	5	6	7	7	7	6	7	6	9	10	9	8	8	8	9	7	11	12	12	12	14	14	14	16	16	16	15	17	16	15	16	18	17	17	17	20	18	19	19	20	19	18	21	20	19	21	19	20	19	20	20	22	22	21	21	21	22	23	21	21	21	23	21	20	25	24	24	23	23	23	24	25	26	26	23	24	25	25	25	26	26	24	23	24	26	25	26	27	26	27	28	28	27	27	28	28	29	29	29	32	31	30	31	29	0	1	2	0	2	3	2	4	4	3	5	2	7	10	20	11	11	12	10	10	17	10	14	14	3	24	24	22	26	31	27	26	27	24	26	30	31	31	34	28	27	32	26	26	33	27	35	30	39	41	32	29	46	36	38	35	67	53	52	48	68	42	52	46	44	57	44	36	52	50	54	54	44	58	57	65	90	87	59	54	63	61	73	58	86	74	67	54	75	65	87	81	82	83	86	86	90	81	91	78	97	100	93	99	108	102	102	97	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	5	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	4	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	2	1	1	3	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2
