step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-4933.793506866101779	-4932.331424781583337	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.922342622058227	1	2	2	3	3	4	3	5	5	5	4	6	4	6	6	6	5	6	6	7	9	9	7	9	9	8	8	9	9	10	9	10	11	11	10	11	12	11	11	12	12	12	12	13	11	12	14	13	12	14	13	14	15	14	14	14	14	14	15	15	15	15	14	18	16	17	16	19	17	17	16	17	18	18	17	19	19	20	20	19	20	20	20	20	22	20	22	23	22	24	22	24	26	25	26	28	28	28	30	30	31	29	30	29	31	31	34	34	36	36	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	2	3	3	3	2	3	3	3	4	4	3	4	4	4	4	4	4	5	4	5	5	5	5	5	6	5	5	6	6	6	6	6	5	6	7	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	9	8	8	8	9	8	8	8	8	9	9	8	9	9	10	10	9	10	10	10	10	11	10	11	11	11	12	11	12	13	12	13	14	14	14	15	15	15	14	15	14	15	15	17	17	18	18
500	-1083.614959281190522	-1081.752866341473919	-1.862092939716619	0.000010022789045	0.000019964116386	1.991872351726515	0.294695276185766	1	2	2	4	3	4	3	5	5	5	4	7	4	6	7	7	5	6	6	8	7	9	8	9	8	9	9	9	9	11	10	7	10	10	10	10	12	11	12	12	13	13	13	13	9	12	14	13	12	12	13	13	14	14	14	15	14	15	14	15	14	15	14	18	16	17	14	19	17	17	14	17	19	16	18	18	20	20	21	20	21	20	17	20	22	21	22	20	22	24	23	25	27	22	25	29	28	29	31	30	32	29	31	30	32	32	35	35	35	36	0	1	1	1	3	3	1	3	5	0	7	13	7	10	6	9	7	6	13	13	11	32	19	9	6	6	19	20	11	25	22	9	11	18	27	29	29	36	25	32	30	31	11	29	25	36	35	20	27	34	45	36	18	6	44	45	34	52	27	35	45	42	51	67	71	45	21	18	59	63	18	51	83	25	71	11	76	67	69	36	34	57	52	33	29	29	34	36	29	52	67	67	67	52	86	94	76	88	94	94	88	94	88	88	88	76	83	88	94	52	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	2	1	2	2	2	1	4	3	3	2	1	3	2	1	1	3	4	1	1	2	1	2	2	1	2	3	3	1	1	2	3	2	1	2	2	4	4	1	4	3	1	2	3	2	1	1	3	1	5	5	6	2	1	3	3	2	6	2	7	1	4	2	6	7	4	2	4	8	9	8	8	6	6	6	6	11	5	2	5	7	7	6	4	7	6	8	9	7	11	14	8	8	16
1000	-865.387597978260828	-863.814948811860859	-1.572649166399917	0.000010027858259	0.000012890064965	1.285425524748012	0.354172870405823	-1	2	2	1	3	4	2	6	6	3	5	7	4	5	6	6	5	7	5	8	7	9	7	9	9	8	7	10	8	10	9	7	11	11	10	11	12	11	12	13	12	13	13	14	11	13	14	12	11	14	13	14	16	13	15	15	13	15	16	15	16	15	15	17	13	17	13	19	17	18	16	16	18	18	18	18	20	20	20	19	20	20	19	19	22	21	22	20	22	24	23	25	27	23	26	29	28	28	30	31	32	30	30	30	31	30	34	34	36	36	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	3	13	6	13	17	11	32	19	9	6	18	19	20	11	25	32	16	21	25	27	29	29	29	25	32	30	31	21	43	30	36	27	28	27	51	45	36	41	41	43	51	45	29	49	47	51	42	50	46	25	51	36	25	59	63	65	57	64	72	71	52	80	67	69	67	74	74	64	67	36	67	74	36	64	67	67	77	67	83	92	94	88	88	94	94	94	94	94	88	94	88	94	94	94	88	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	2	1	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	2	2	2	4	1	2	3	1	1	1	3	1	2	1	1	1	2	1	1	1	1	3	3	1	3	1	1	2	2	2	1	6	1	1	2	2	1	1	2	2	1	3	2	4	1	2	1	5	7	5	2	5	2	5	6	2	9	4	1	2	3	6	4	5	4	3	3	8	4	8	11	8	7	12
1500	-760.608119091331446	-758.875614912906258	-1.732504178425226	0.000010108368338	0.000016921436679	1.674002778056818	0.479928191779343	1	2	2	2	3	5	3	6	5	4	5	5	4	7	7	6	6	7	6	7	9	9	8	9	9	9	8	9	10	11	9	8	12	10	10	11	12	12	12	13	12	12	12	14	11	12	14	14	11	12	14	15	15	14	14	14	13	14	16	14	15	15	14	17	15	17	14	19	18	18	16	18	18	18	18	19	19	20	21	18	20	20	20	21	23	21	22	21	22	24	22	24	27	22	26	25	28	28	30	29	31	29	31	29	31	31	34	34	35	37	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	9	13	6	13	13	11	32	19	16	6	18	19	20	11	18	32	9	21	25	27	21	29	29	6	32	6	31	21	33	6	36	35	28	27	45	45	36	41	25	43	45	45	46	47	49	51	31	50	36	25	57	36	6	59	63	65	66	64	57	71	64	80	80	69	67	72	72	64	52	67	80	82	64	83	67	80	77	92	88	92	94	94	96	100	96	100	96	99	94	97	94	88	100	106	97	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	1	2	1	1	1	1	1	2	3	4	1	2	2	2	1	3	3	1	1	2	2	2	2	1	2	2	2	1	2	1	3	1	2	3	2	2	6	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	3	6	2	2	3	1	6	2	3	2	1	2	2	4	2	1	4	1	2	1	6	2	6	7	3	2	5
2000	-691.112053751189706	-689.574125236680743	-1.537928514508990	0.000010262861415	0.000012304413189	1.198926175727118	0.617706525663538	1	3	2	3	4	4	3	5	5	5	4	5	4	7	7	7	6	7	6	7	8	9	8	10	7	7	8	9	9	10	9	8	12	10	10	11	12	12	12	11	12	12	13	13	10	12	13	14	12	13	12	14	14	14	14	14	14	14	14	15	15	16	15	19	17	18	16	17	15	16	16	16	16	18	17	18	20	20	20	19	21	21	21	19	22	21	22	22	20	24	23	23	26	24	25	26	28	29	30	31	31	29	31	29	31	32	34	34	34	36	0	1	1	1	3	3	1	3	3	0	7	7	7	10	6	9	13	6	13	17	11	32	19	16	6	6	19	20	21	18	32	9	21	25	27	29	29	29	25	22	30	31	33	21	6	36	27	20	27	45	45	36	25	41	43	51	51	46	49	49	45	42	50	52	53	72	52	53	59	50	53	57	52	72	71	36	84	67	69	67	74	74	76	67	77	80	74	64	76	78	86	78	92	88	92	94	94	96	98	96	98	96	98	96	97	96	99	99	106	103	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	2	1	1	2	2	2	1	1	1	1	2	2	1	2	4	2	2	2	2	4	2	1	2	1	1	1	2	3	2	1	3	2	1	1	1	1	2	1	1	1	1	1	4	1	3	2	2	2	2	2	1	1	1	4	1	2	2	2	1	3	1	1	1	2	2	1	4	1	2	2	1	3	5	2	2	1	3
2500	-690.143329303007931	-688.386279721028927	-1.757049581978955	0.000010277454269	0.000017817619274	1.733660769178205	0.581143219870808	0	3	3	1	4	5	3	5	6	5	5	6	4	7	7	7	5	7	5	7	7	9	7	9	8	8	8	9	10	9	10	8	11	10	10	12	11	12	10	12	11	13	11	13	11	13	14	14	12	14	13	15	16	14	15	14	15	15	16	15	16	15	15	15	16	17	16	18	18	17	16	16	18	18	18	19	19	20	20	19	20	20	21	20	22	18	23	23	22	25	22	25	25	24	25	26	26	28	29	30	32	29	31	29	31	31	34	32	36	36	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	9	13	6	13	17	11	32	19	16	18	6	19	20	21	18	32	9	21	18	27	43	21	29	6	32	18	31	21	33	34	36	35	28	35	51	45	36	30	18	43	51	45	46	47	35	51	42	50	36	54	72	64	30	59	63	54	57	64	66	71	36	67	67	69	67	74	74	64	67	77	67	82	83	83	80	86	85	85	88	77	94	94	96	96	98	98	94	98	98	102	98	103	99	102	108	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	3	3	1	2	1	1	3	2	1	1	1	1	1	1	4	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	3	2	2	1	1	3	2	1	2	2	1	2	3	1	1	1	2	2	2	3	2
3000	-646.773053009487967	-645.250174322259340	-1.522878687228651	0.000010293089639	0.000011948282787	1.160806250182416	0.662176533601237	1	3	2	2	4	4	3	5	5	4	5	6	4	7	5	7	5	6	6	7	8	10	7	9	9	7	7	10	9	10	10	8	10	12	10	11	11	10	12	13	10	13	12	10	10	13	14	13	13	12	13	15	15	15	14	15	14	15	15	14	15	15	15	18	17	18	17	19	17	17	15	16	18	18	18	19	19	20	21	20	20	21	21	20	22	19	21	23	23	24	23	24	27	25	26	28	28	29	29	31	31	30	30	30	30	31	32	32	36	35	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	9	13	6	13	17	11	32	19	16	18	6	19	20	21	18	32	9	21	41	27	29	29	21	30	22	18	31	33	21	18	36	35	28	35	45	45	36	25	41	43	51	51	46	49	49	51	42	50	52	71	72	52	54	59	63	41	57	52	72	71	52	67	67	69	67	74	74	76	67	77	67	74	83	83	80	86	85	92	88	85	94	94	96	96	104	102	98	99	96	97	98	99	99	106	108	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	2	3	1	2	2	2	2	1	1	1	2	2	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	1	2	1	2	2	2	2	2	2	1	2	1	2	2	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2
3500	-665.549644902656610	-664.038470944920050	-1.511173957736580	0.000010312827748	0.000011661834495	1.130808618195416	0.647774820805269	0	2	1	2	3	4	3	5	4	4	4	6	4	6	6	6	5	6	6	8	9	10	8	8	7	8	7	10	10	10	9	8	11	12	10	11	13	11	12	13	12	12	11	14	10	13	15	13	12	14	12	14	15	14	15	14	14	13	15	16	13	15	15	15	16	18	16	18	17	18	15	16	18	17	17	20	19	18	20	20	21	19	21	20	22	20	22	23	22	24	22	23	27	24	26	27	26	28	29	31	31	29	31	29	31	32	34	33	36	37	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	9	13	6	13	17	11	32	19	16	18	6	19	20	21	6	32	16	29	45	27	29	43	29	18	32	30	31	21	33	18	36	35	28	35	45	45	36	41	41	21	51	51	21	49	49	51	42	50	36	71	72	64	54	59	63	30	57	52	72	71	52	67	67	69	67	82	74	64	67	77	67	74	83	83	78	86	77	92	88	85	94	94	96	96	102	96	98	99	96	97	102	99	103	106	108	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	3	1	1	1	1	2	1	1	1	3	3	1	2	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	2	1	2	4	2	1	2	2	1	1	3	1	2	2	1	2	2	1	1	1	2	2	1	2	1	2	2	2	1	2	2
4000	-660.553039242876025	-658.751030248565257	-1.802008994310730	0.000011261798588	0.000020761233480	1.843509570651665	0.645588746574568	0	3	2	2	4	4	3	5	4	4	5	5	4	7	6	6	5	6	6	7	8	10	8	10	9	8	7	10	9	10	10	8	11	10	10	11	11	10	11	12	12	13	12	12	11	12	14	13	12	14	13	15	15	14	15	14	14	14	15	15	15	14	15	17	17	18	16	19	17	17	15	17	18	18	17	18	18	20	20	19	20	19	20	19	21	20	22	24	22	24	22	25	25	26	26	27	28	29	30	30	29	29	31	30	31	31	34	35	35	36	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	3	13	6	13	17	11	32	27	16	18	6	19	20	21	18	32	9	21	18	27	29	29	29	30	22	30	31	33	21	25	36	49	28	27	45	45	36	30	41	44	51	51	46	35	49	51	42	50	36	53	72	52	39	59	63	25	57	64	72	71	29	67	67	69	67	82	74	64	67	77	80	82	89	64	78	86	85	85	88	85	94	94	96	98	98	96	96	99	96	97	96	103	99	98	103	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	2	2	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	3	2	1	1	1	1	3	2	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1	4	1	2	2	2	1	1	1	2	1	1	2	2	3	2	2	3	2	1	3	1	1	1	1	1	1	2	1	1	1	2	2	2	3	3
4500	-644.879581998070648	-643.254148917110115	-1.625433080960533	0.000013129399849	0.000018572506928	1.414573944075164	0.661387514442544	-1	1	1	2	4	4	3	4	4	4	5	5	4	6	6	6	5	6	6	7	8	10	8	7	10	9	7	9	10	10	9	7	10	11	11	11	12	12	10	10	12	12	12	13	11	13	13	14	13	14	13	14	16	14	14	13	14	14	16	15	15	15	15	17	17	18	16	17	17	15	16	17	18	18	17	19	19	20	20	19	21	20	20	21	22	21	22	24	22	24	23	24	27	26	25	28	28	29	30	30	31	30	31	29	32	31	34	35	36	36	0	1	1	1	3	3	4	3	3	0	7	7	7	10	6	9	13	6	13	17	11	32	19	16	18	6	19	20	21	18	32	9	21	25	27	21	29	29	18	32	18	31	21	33	25	36	27	28	27	45	45	36	41	18	44	45	45	46	60	35	51	42	50	52	71	72	52	30	59	50	30	57	52	72	71	52	67	67	69	67	82	74	64	67	77	76	74	83	83	80	80	77	95	88	85	94	94	96	98	98	98	96	99	96	97	96	103	99	106	108	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	2	2	3	1	2	2	1	1	3	2	3	2	2	2	2	2	1	1	1	1	1	3	1	1	1	2	1	1	2	3	1	1	4	2	3	1	1	3	2	2	2	2	1	1	2	2	2	1	2	2	1	3	3	3	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1
