step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-3219.369552440321968	-3217.907470355803071	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.511144113832515	0	3	6	8	9	10	11	13	11	14	14	13	14	14	15	15	16	17	16	16	17	16	15	16	16	18	17	18	18	19	18	18	18	17	17	18	17	19	19	19	19	20	19	21	21	19	22	20	22	20	22	21	23	21	22	22	21	21	22	21	23	22	23	25	24	23	26	26	24	24	26	26	27	27	27	29	27	28	28	29	29	27	28	28	29	30	28	31	30	29	30	30	31	31	32	33	34	32	32	33	32	32	34	34	34	35	34	35	36	35	35	36	37	37	40	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	6	7	6	7	7	7	7	7	8	8	8	9	8	8	9	8	8	8	8	9	9	9	9	10	9	9	9	9	9	9	9	10	10	10	10	10	10	11	11	10	11	10	11	10	11	11	12	11	11	11	11	11	11	11	12	11	12	13	12	12	13	13	12	12	13	13	14	14	14	15	14	14	14	15	15	14	14	14	15	15	14	16	15	15	15	15	16	16	16	17	17	16	16	17	16	16	17	17	17	18	17	18	18	18	18	18	19	19	20	20
500	-906.675747309970120	-904.112734425503163	-2.563012884467008	0.000009994344276	0.000039558075594	3.958046121197254	0.212901825444068	-1	2	7	6	10	10	12	14	11	15	12	13	14	14	16	14	16	17	14	16	18	15	16	16	17	19	17	18	18	20	17	19	18	17	17	17	17	20	19	20	19	20	18	22	22	20	22	21	22	20	21	22	22	21	23	22	21	21	22	21	22	22	24	26	24	23	25	26	24	24	25	26	27	27	28	28	27	28	26	30	30	26	28	26	30	31	29	30	29	28	29	31	31	32	32	34	34	31	32	33	32	33	34	34	34	36	34	35	36	36	36	37	38	38	37	41	0	1	2	2	4	3	6	7	5	9	6	6	7	11	16	3	7	11	7	10	20	6	22	9	15	16	24	25	24	37	10	36	19	13	22	12	5	9	15	37	10	43	1	4	24	43	15	33	48	35	6	20	58	7	13	20	42	3	42	16	33	19	53	1	49	54	44	10	9	44	19	63	0	48	3	41	38	0	2	0	46	0	47	55	4	0	82	19	90	11	0	0	1	7	1	26	1	7	30	1	71	88	0	0	34	0	44	4	10	37	70	91	75	81	48	0	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	3	2	4	1	1	1	3	1	3	1	2	1	1	1	2	1	1	2	2	1	2	5	4	1	1	1	1	12	9	3	1	4	3	1	2	6	5	1	3	5	3	1	9	1	4	2	3	1	14	1	1	2	6	6	1	5	1	1	2	13	5	4	1	12	1	5	1	4	2	14	1	2	11	1	10	1	1	16	10	18	12	18	9	7	17	3	2	1	1	9	1	6	12	12	12	5	7	6	4	8	1
1000	-737.028488068420302	-735.149605705897784	-1.878882362522528	0.000009991936084	0.000020320722648	2.033712233319538	0.303916551444825	0	3	6	8	8	9	11	14	11	14	15	12	13	15	15	15	14	18	16	15	17	16	16	16	17	18	17	17	19	19	19	18	18	17	18	17	18	20	19	19	19	20	20	21	20	20	22	20	22	20	22	21	24	22	23	22	22	22	23	21	24	22	23	25	24	23	26	25	24	24	25	24	26	27	26	28	27	29	29	29	29	24	28	29	28	30	28	32	29	29	28	30	31	31	32	34	35	32	31	34	31	33	31	33	34	34	35	34	35	35	35	37	37	37	39	40	0	1	2	3	3	5	3	4	4	6	12	9	6	12	13	5	9	11	10	10	22	6	12	11	7	20	11	16	15	16	3	19	19	1	23	20	19	27	21	14	19	17	1	26	33	15	46	19	48	34	41	48	62	16	48	13	35	42	32	14	30	17	31	2	49	56	39	13	36	43	43	56	0	47	48	61	52	0	63	0	52	0	36	44	16	0	44	76	67	50	0	0	12	90	1	82	1	28	81	1	54	89	0	0	89	0	90	86	54	82	37	91	78	71	97	0	1	2	1	1	1	1	2	2	1	3	2	1	3	2	1	3	2	1	1	1	1	3	4	1	3	1	1	1	2	3	7	2	1	7	1	1	1	2	1	2	3	3	9	1	1	4	1	2	1	1	2	1	1	3	1	3	2	1	4	3	3	5	2	11	1	1	4	6	4	2	2	1	1	2	3	2	3	1	3	1	4	1	4	4	5	1	4	2	2	4	1	1	11	1	19	7	18	7	1	18	4	1	1	1	3	1	3	2	7	8	7	7	4	6	2	1
1500	-725.050090386927991	-722.307563270099195	-2.742527116828842	0.000009990820794	0.000045472042526	4.551382059971433	0.470074631431757	-1	4	6	8	10	10	12	12	9	14	13	12	14	13	14	16	17	17	16	15	18	14	15	16	17	18	17	18	18	19	18	18	19	18	17	19	17	19	20	19	18	21	19	20	18	19	22	20	23	21	23	21	23	22	22	21	21	22	22	22	22	22	23	26	24	24	26	26	24	23	26	26	27	27	28	29	27	28	28	29	29	26	28	28	29	30	29	32	30	26	28	30	31	31	31	34	34	33	32	33	29	31	35	33	35	35	35	35	34	36	35	35	37	38	41	39	0	1	2	3	3	3	6	9	2	12	6	6	12	4	5	13	5	15	13	15	17	5	10	11	16	7	22	18	19	17	14	23	19	7	16	10	16	14	33	27	22	28	45	31	19	26	31	29	52	32	54	14	25	34	48	37	30	39	52	14	19	45	42	43	49	59	69	66	60	58	62	48	0	63	77	45	49	0	63	0	60	0	66	63	35	0	73	33	56	25	0	0	75	101	1	92	1	92	86	1	73	83	0	0	71	0	96	100	91	82	83	91	99	110	114	0	1	3	1	1	1	2	1	1	3	1	2	1	1	2	2	1	3	3	1	1	1	2	1	2	1	3	2	1	1	1	3	2	2	3	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	3	3	3	1	2	1	1	1	4	2	2	1	4	1	1	1	1	1	1	2	3	1	2	1	6	2	1	2	1	3	1	3	3	8	1	1	5	5	4	1	1	2	1	17	3	18	2	1	18	1	2	1	1	5	1	1	1	2	8	4	5	3	1	1	1
2000	-662.973378136613292	-660.914800606203812	-2.058577530409454	0.000009986981111	0.000024913717945	2.494619511956245	0.408511048250182	1	3	6	8	10	10	11	13	12	14	14	13	15	14	15	15	14	18	16	17	17	17	16	16	16	18	17	18	18	19	19	18	17	18	18	18	15	19	20	19	20	20	18	20	21	20	21	20	23	21	22	21	21	20	19	21	21	22	22	20	24	23	23	24	24	23	27	26	24	24	27	27	28	27	27	28	27	27	29	29	30	27	29	26	30	30	28	31	30	29	30	28	31	32	32	33	34	32	32	30	32	33	34	33	34	35	34	36	36	35	35	37	38	38	39	39	0	1	2	3	4	3	5	5	4	7	6	6	4	5	17	7	4	11	9	14	8	15	14	12	11	15	13	14	19	8	10	19	19	37	13	11	12	13	23	29	19	17	27	32	33	18	40	34	13	31	42	40	38	18	23	18	22	24	18	32	51	26	52	53	49	55	28	70	46	45	63	48	0	55	70	68	24	0	70	0	51	0	65	34	57	0	70	76	47	76	0	0	63	70	79	92	9	85	86	63	92	28	0	0	89	0	72	76	71	92	84	91	73	90	67	0	1	1	2	1	1	2	1	1	1	1	2	2	3	1	1	2	4	2	3	1	3	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	3	2	1	2	3	1	1	1	2	4	1	2	1	2	3	1	4	2	1	6	1	3	1	5	1	3	3	7	1	1	2	4	1	1	1	4	5	2	4	15	1	1	3	2	7	1	1	2	1	3	4	5	7	6	4	4	4	5	1
2500	-679.084846484153104	-676.061699038974211	-3.023147445178923	0.000009932032309	0.000055282774106	5.566108968064796	0.497080316325534	1	4	7	8	9	8	11	14	9	14	15	12	13	12	12	16	16	17	16	16	17	17	15	16	17	18	17	19	19	20	18	18	18	17	17	19	16	19	19	19	20	20	20	21	20	18	23	19	22	20	22	21	22	20	22	23	21	20	22	21	21	21	23	23	24	22	26	25	24	23	27	26	27	27	27	30	28	28	27	30	30	26	28	27	30	31	28	30	28	28	30	27	32	31	33	33	34	32	32	33	32	33	34	34	34	34	34	36	35	35	34	36	37	38	40	40	0	1	2	2	3	3	4	9	4	14	14	9	12	3	5	6	23	11	12	12	13	13	12	14	10	15	37	25	31	11	17	19	19	17	7	21	10	27	8	25	19	16	48	42	33	3	45	10	34	31	57	19	22	40	29	29	22	17	43	21	33	18	58	61	49	24	30	17	24	31	65	21	0	52	43	33	74	0	68	0	72	0	14	61	34	0	60	87	49	49	0	0	94	78	81	92	95	86	73	91	76	81	0	0	93	0	66	73	107	92	91	91	92	88	86	0	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	3	1	1	3	3	2	2	2	3	1	2	1	1	1	2	1	1	1	1	4	1	1	1	2	1	2	2	1	1	1	4	1	2	3	2	1	2	3	1	1	1	2	2	1	2	1	1	1	1	1	2	2	4	4	3	1	4	1	3	4	6	1	1	1	1	3	1	7	3	6	1	4	1	2	3	1	1	1	1	1	4	1	1	2	1	1	2	1	1	1	1	6	2	1	7	3	3	5	4	4	1
3000	-573.625206545031347	-571.505414840586127	-2.119791704445171	0.000010170805465	0.000027033307638	2.657931835462022	0.614468000325760	1	4	6	8	10	10	12	13	11	14	15	14	15	13	15	16	16	17	16	17	17	16	14	16	17	18	17	18	18	19	18	18	19	17	16	18	18	20	19	19	17	19	19	21	21	19	22	21	22	20	23	21	24	21	23	22	20	21	21	21	23	22	23	26	25	22	25	26	24	21	25	26	27	27	28	29	26	29	28	29	28	27	27	26	30	31	27	30	30	30	31	30	32	31	33	33	34	33	32	34	33	32	35	31	32	35	35	34	36	35	35	37	37	37	40	40	0	1	2	3	4	4	3	9	2	5	23	7	8	9	7	12	23	11	15	15	15	15	14	15	8	19	14	35	12	16	19	19	34	22	14	41	17	31	18	24	19	20	34	39	33	21	70	19	48	27	60	42	52	20	26	36	28	29	38	25	31	40	56	26	69	52	69	65	49	19	57	70	0	64	68	45	51	0	77	0	84	0	66	55	24	0	50	76	78	30	0	0	89	85	86	92	78	82	65	88	102	80	0	0	90	0	86	105	103	92	96	91	27	103	103	0	1	1	1	1	1	1	3	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	3	1	2	1	3	2	2	1	4	1	1	1	1	1	2	2	2	1	1	1	4	2	1	1	1	1	1	3	1	8	1	3	1	1	4	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	5	1	4	9	1	3	1
3500	-650.934464359595722	-648.236841200671506	-2.697623158924251	0.000010455162248	0.000045992685440	4.399040813444729	0.599074671014211	0	4	6	8	10	10	12	13	11	15	15	13	14	14	15	15	15	17	16	16	17	17	15	13	17	19	18	18	18	19	18	19	18	17	16	18	17	19	20	20	19	21	19	21	21	19	22	20	22	20	21	21	23	21	22	21	22	19	22	21	23	20	23	22	24	23	25	26	24	23	26	26	27	28	26	29	27	28	27	29	29	27	27	29	29	30	27	30	29	29	30	29	31	31	33	32	35	33	31	32	31	32	35	33	35	35	35	35	37	36	35	37	37	37	40	40	0	1	2	3	4	2	5	9	5	7	6	9	9	7	12	13	14	11	14	16	17	17	8	9	6	18	19	34	13	20	11	33	19	35	14	23	15	34	32	28	19	31	25	43	41	21	39	19	48	18	38	41	64	26	7	26	13	35	46	12	27	29	44	26	66	62	54	31	43	51	45	43	0	73	65	69	69	0	41	0	79	0	26	70	39	0	56	70	52	66	0	0	81	74	93	74	98	100	92	88	49	93	0	0	61	0	91	80	95	92	76	91	107	104	105	0	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	4	1	4	1	1	5	3	1	1	2	1	2	2	4	3	1	2	4	1	1	1	2	2	1	2	1	1	1	3	4	4	1	2	4	4	2	1	1	1	1	1	1	1	1	1	1	5	1	1	1	5	1	3	2	2	4	2	5	1	1	2	1
4000	-673.825828726931377	-671.783283600281834	-2.042545126649580	0.000010569291914	0.000025920282702	2.452414306719892	0.727192490170117	0	3	5	9	10	9	11	13	11	15	14	14	12	14	16	16	15	18	17	16	17	15	15	16	16	17	17	18	18	18	18	19	17	18	17	18	17	20	18	20	19	20	20	22	21	18	23	19	23	21	21	21	22	21	23	23	21	22	21	20	24	21	23	25	25	22	27	25	24	23	25	25	27	27	27	27	27	28	27	29	29	25	26	28	29	30	27	31	30	29	29	31	31	31	33	33	34	32	33	33	31	32	33	34	33	35	35	35	36	35	35	37	36	37	39	39	0	1	2	3	4	3	6	7	6	4	4	9	9	9	17	5	12	11	4	23	22	7	8	8	23	22	12	25	11	13	15	27	17	24	23	26	20	30	37	18	19	48	18	54	17	21	52	46	59	60	32	10	38	36	48	48	18	40	42	37	56	23	54	49	49	35	49	49	51	54	43	62	0	83	68	30	69	0	70	0	78	0	58	66	57	0	44	39	78	50	0	0	80	90	89	92	101	89	79	93	81	81	0	0	101	0	98	99	96	92	98	91	100	100	111	0	1	1	1	2	1	1	1	1	1	3	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	1	2	2	1	1	1	2	1	3	1	1	1	2	2	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	2	4	3	1	2	4	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	5	2	2	2	1
4500	-584.721421889354019	-582.617050341645609	-2.104371547708400	0.000012083113836	0.000031615009671	2.616462122277259	0.668513665311131	-1	3	5	6	10	11	12	13	11	15	14	13	14	15	15	14	15	17	17	17	17	16	14	17	14	18	17	19	18	19	15	19	18	17	16	19	17	18	19	19	19	21	18	22	21	18	22	20	22	20	22	21	24	20	22	21	22	19	21	22	23	22	23	25	24	22	25	26	23	24	26	27	27	27	27	29	27	28	26	28	28	27	29	29	28	30	29	30	30	30	30	31	31	30	33	33	35	31	33	31	32	33	34	35	34	36	33	36	36	35	33	37	36	37	41	40	0	1	2	2	4	4	5	6	4	6	12	6	5	16	25	12	23	11	25	25	13	12	7	11	12	20	15	27	6	27	8	19	7	10	10	34	15	34	35	25	19	30	22	37	19	7	48	19	52	30	14	48	55	35	42	32	45	10	54	59	19	36	55	54	49	29	61	55	54	66	69	61	0	53	56	77	35	0	70	0	71	0	74	55	14	0	75	67	81	78	0	0	88	80	100	92	96	83	100	75	89	92	0	0	86	0	72	103	73	96	75	91	111	110	116	0	1	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	1	2	1	3	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	3	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	4	1	5	1	2	1	1	1	1	4	5	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	4	2	4	4	1	1	1	1
