step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-5206.160116082063723	-5213.015604033023010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.316425701636693	0	1	3	2	3	6	5	3	3	4	6	6	6	5	5	6	6	7	6	6	6	10	7	7	7	7	7	7	7	8	10	7	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	11	10	10	11	11	11	10	10	11	11	10	11	11	12	11	11	11	11	12	12	12	12	13	12	12	14	13	13	15	13	14	14	15	15	15	15	15	17	16	16	17	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	5	4	3	3	3	5	5	5	4	4	5	5	6	5	5	5	8	6	6	6	6	6	6	6	6	8	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	8	8	8	8	9	9	9	9	10	9	9	11	10	10	11	10	11	11	11	11	11	11	11	13	12	12	13	14
500	-685.438961466572209	-692.294449417531609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.268632237173486	-2	0	2	1	3	6	3	3	3	4	4	3	6	5	5	6	4	5	6	5	4	10	7	7	6	4	6	4	7	8	10	7	6	8	5	8	8	7	9	7	7	6	8	9	9	9	10	10	10	10	9	11	11	8	10	11	10	9	11	11	12	11	11	11	11	12	12	11	12	13	12	12	14	13	13	15	13	14	14	15	15	15	15	15	17	16	16	17	19	0	0	1	2	2	3	1	2	0	2	4	1	9	21	5	21	4	26	18	28	4	9	8	5	2	3	20	8	5	17	40	10	2	23	7	27	15	15	18	33	15	17	26	38	33	21	27	1	7	30	17	41	24	35	44	58	38	38	12	18	21	10	12	3	58	2	10	12	29	43	54	10	3	5	50	35	33	21	69	21	48	0	18	75	75	33	75	41	75	1	1	2	1	3	2	3	2	1	4	1	5	2	1	2	2	2	1	1	1	3	5	2	3	3	2	1	1	3	3	1	2	6	1	2	2	3	2	3	1	2	1	3	1	1	3	4	10	6	2	5	4	4	3	1	1	3	2	4	4	6	4	8	4	2	10	8	6	3	4	4	5	12	9	3	7	6	9	1	11	3	1	7	2	3	8	2	6	4
1000	-534.213421230679160	-541.068909181638560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416623715267709	0	0	2	2	3	6	5	3	3	4	4	6	6	5	5	6	4	7	5	6	6	9	7	6	7	7	7	7	7	8	10	7	8	8	8	8	8	7	9	9	8	9	9	9	9	9	9	11	10	10	11	11	11	9	10	11	11	9	10	9	12	11	11	10	11	11	12	12	12	12	11	11	14	13	13	15	13	14	12	15	15	15	12	15	17	16	16	16	19	0	0	1	2	2	7	1	2	0	2	8	1	9	10	10	5	5	19	1	10	15	13	24	17	11	6	20	20	21	15	40	4	17	8	26	27	15	21	19	41	21	11	35	37	37	30	10	1	60	41	50	41	33	7	44	46	58	41	35	7	50	31	43	54	58	2	41	7	51	48	64	58	7	33	79	71	12	17	51	61	77	0	43	67	84	72	84	79	87	1	1	2	2	1	1	4	2	1	4	1	5	3	1	1	1	1	1	2	2	1	3	1	2	3	1	1	1	1	2	1	3	4	4	1	1	3	1	3	1	1	3	1	1	1	1	4	8	1	2	1	3	2	3	1	2	2	1	1	3	1	1	1	1	2	8	3	7	1	1	1	2	9	3	1	3	7	9	1	2	2	1	3	3	1	5	1	3	2
1500	-545.259309171477639	-552.114797122437039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509044391266199	0	0	2	2	3	6	3	3	3	4	6	6	6	5	5	5	6	7	5	6	4	7	7	7	7	7	5	7	7	7	10	7	8	5	8	8	7	8	9	9	7	9	9	9	9	9	7	11	10	10	11	10	11	9	8	11	11	9	11	11	12	11	11	11	11	12	12	12	12	13	12	12	14	13	13	14	13	14	13	15	15	15	14	15	17	16	14	17	18	0	0	1	2	2	3	1	2	0	5	5	3	9	10	21	2	34	19	7	27	8	9	11	5	17	19	5	20	21	10	41	10	16	10	18	27	16	29	3	41	21	17	6	55	37	30	20	35	39	41	52	41	42	6	37	46	46	38	26	6	51	41	54	54	58	8	51	63	51	63	64	46	43	42	51	71	22	2	52	31	77	0	68	87	79	72	75	84	88	1	1	2	2	2	4	2	2	1	1	3	3	2	1	1	3	1	2	1	1	1	2	1	3	1	2	2	1	3	3	2	2	2	1	1	3	2	1	6	2	2	2	2	1	1	2	1	2	1	3	1	2	2	2	1	2	2	1	3	3	1	4	2	1	2	6	1	1	1	2	1	3	5	2	2	2	6	11	3	5	1	1	1	1	3	3	1	2	1
2000	-495.671109260684773	-502.526597211644173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647228674606803	0	1	3	2	3	5	5	3	3	4	5	6	6	5	5	6	6	7	3	5	5	9	7	7	7	7	4	7	7	6	10	7	8	8	6	8	7	8	8	9	9	9	9	9	8	9	9	10	9	10	11	10	11	9	8	11	11	10	11	11	12	11	11	11	11	12	11	12	12	13	12	12	14	13	13	15	13	14	14	14	15	15	15	15	16	15	16	17	19	0	0	1	2	2	3	3	2	0	4	4	3	9	5	5	11	11	12	1	27	10	13	16	14	11	35	5	20	21	21	40	30	5	24	7	28	30	30	7	25	21	8	35	37	37	38	36	26	39	30	52	41	33	35	37	46	38	46	43	18	51	52	43	54	58	33	31	64	51	63	64	65	59	24	69	71	4	29	75	69	77	0	59	75	84	72	84	87	87	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	3	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	5	2	2	1	1	1	3	1	3	1	1	2	2	1	1	2	1	2	3	1	1	2	2	1	1	1	1	1	2	1	1	3	4	1	2	4	6	1	2	2	1	2	2	1	2	1	1	1
2500	-435.641147685699480	-442.496635636658880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698180551767392	-1	1	3	2	3	5	5	3	3	3	3	6	6	4	5	6	5	7	6	6	6	10	7	6	7	7	7	7	7	7	10	7	8	7	8	8	8	7	9	8	9	9	8	9	9	9	10	11	8	10	9	11	11	10	10	11	11	10	11	11	11	10	11	11	11	12	12	12	11	13	12	12	14	13	13	14	12	14	14	15	15	15	15	12	17	15	15	16	19	0	0	1	2	4	3	3	4	0	4	4	7	9	10	10	10	11	19	7	14	11	9	16	2	5	19	20	20	21	15	41	15	24	17	26	27	25	15	3	30	40	33	18	37	15	30	36	43	18	41	40	41	42	39	44	46	46	46	43	49	51	40	43	19	58	42	61	48	51	63	64	57	35	42	61	71	39	72	67	84	77	0	48	52	80	78	84	87	87	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	3	2	1	1	1	2	2	1	2	4	1	1	1	1	2	1	2	2	1	1	1	1	2	4	1	1	1	1	1	3	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	4	1	3	1	1	1	1	1	1	2	2	2	2	3	1	2	2	1	1	2	1	1	1	1	1	1
3000	-434.966102552111067	-441.821590503070468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613818999924399	0	1	3	2	3	6	4	3	3	3	5	6	6	4	5	6	6	7	5	6	6	10	7	7	6	6	7	7	6	6	10	7	8	8	6	8	8	8	9	9	9	9	8	9	9	9	9	10	10	10	11	11	11	9	10	11	11	10	11	11	10	11	11	11	11	12	12	12	12	13	12	12	13	12	13	13	13	14	14	14	15	15	15	15	17	16	16	17	19	0	0	1	2	4	3	1	2	0	2	4	1	9	5	10	10	5	19	3	14	10	13	16	5	11	19	20	20	15	15	40	21	17	10	7	27	30	30	12	37	38	33	35	15	37	38	20	43	7	41	61	31	42	35	44	46	46	46	48	39	40	31	48	54	58	42	61	48	61	63	64	57	59	42	51	71	17	72	75	75	77	0	73	80	69	78	80	84	88	1	1	3	1	1	2	4	1	1	2	1	4	3	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	3	1	1	1	2	2	1	1	1	2	4	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	3	1	2	1	1
3500	-470.783744220778658	-477.639232171738058	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635934948726157	0	1	3	2	3	6	5	3	3	3	5	6	6	5	5	6	6	7	6	6	6	10	6	6	7	7	7	7	7	7	10	7	8	8	8	8	8	8	8	9	8	9	9	8	6	9	10	11	9	8	10	11	11	10	10	11	11	10	11	11	9	11	11	10	11	11	12	12	12	13	12	12	14	13	13	15	12	14	14	15	15	14	15	15	17	15	16	17	19	0	0	1	2	4	7	3	2	0	4	10	3	9	10	2	10	10	12	1	14	11	9	11	4	24	7	11	20	15	15	40	11	16	10	18	28	30	30	26	50	21	33	35	30	15	38	27	43	39	15	61	40	42	43	44	46	46	46	35	49	29	41	54	19	58	42	41	64	51	68	64	65	48	42	69	71	16	72	75	67	77	0	48	62	87	78	62	84	87	1	1	2	1	1	1	2	2	1	1	1	3	2	1	2	2	1	1	5	1	1	5	1	2	1	1	2	1	2	2	1	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	3	2	2	3	1	2	1	2	2	2	2	1	2	1	2	2	1	2	5	2	1	1	1	1	2	1	1	1	2	2	2
4000	-491.836958154461456	-498.692446105420856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608624841182627	0	1	3	2	2	6	5	3	3	4	6	5	6	5	5	6	6	7	3	6	6	10	7	7	7	7	7	7	6	7	9	7	8	8	8	8	8	7	8	9	9	9	8	7	9	9	10	9	9	8	10	11	10	10	10	11	11	10	11	11	12	10	10	11	11	12	12	11	12	13	12	12	14	13	13	15	13	14	14	15	15	14	15	14	17	16	15	16	19	0	0	1	2	2	19	19	5	0	4	8	19	9	10	10	10	10	7	1	10	15	9	16	17	16	19	20	20	15	15	25	21	25	17	19	27	30	21	18	44	50	33	26	15	37	38	27	26	6	17	41	40	34	35	44	46	58	46	48	49	51	41	35	63	58	33	52	54	51	59	64	65	54	53	40	71	25	72	75	51	82	0	73	31	79	78	84	87	85	1	1	2	1	1	2	1	1	1	2	3	2	2	1	1	2	1	2	2	2	1	5	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	3	3	2	4	1	1	3	1	1	1	3	2	2	1	1	2
4500	-455.902613814338736	-462.758101765298136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605438084890003	0	1	3	2	2	5	5	3	3	3	6	6	6	5	5	6	6	7	6	4	6	7	7	7	7	7	7	6	7	7	10	6	8	8	8	8	8	7	9	8	7	9	9	9	8	9	8	11	9	9	10	11	11	9	10	11	11	10	9	11	12	11	11	11	11	12	12	12	11	13	12	12	13	12	13	14	13	14	14	15	15	15	15	14	16	14	15	17	19	0	0	1	2	2	3	3	4	0	5	10	3	9	10	10	5	4	12	3	5	14	9	16	5	15	12	20	20	21	21	41	14	16	24	26	27	24	15	18	41	17	33	35	37	38	17	27	35	7	40	50	50	42	35	44	46	46	46	26	39	50	31	54	54	46	42	31	54	41	63	64	65	35	42	52	71	22	72	75	75	77	0	64	69	61	72	84	87	84	1	1	3	1	1	2	2	1	1	1	1	2	2	2	2	1	4	1	2	1	1	3	1	3	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	2	1	1	2	3	1	2	2	1	2	1	3	2	2	1	1	3	2	1	2	4	2	1	2	2	1	2	2	2	2	1	2	2
