step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
5000	-443.540406190176668	-450.395894141136068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727684655147791	-1	1	4	3	4	6	6	4	5	6	6	6	6	8	8	8	9	9	9	9	11	10	11	12	12	12	13	12	12	14	15	14	16	17	14	13	18	17	16	17	17	16	16	19	17	17	19	19	19	19	17	19	20	21	19	20	21	20	21	20	21	22	22	22	22	22	22	23	25	26	24	27	26	27	25	27	26	28	28	30	30	30	30	0	1	1	2	2	3	4	2	5	8	9	8	9	13	7	11	10	9	13	14	15	10	13	14	15	10	23	18	11	25	21	27	25	24	24	25	46	36	28	24	42	36	36	38	23	31	43	38	34	40	43	46	46	46	46	50	50	51	48	42	51	53	54	50	58	54	0	57	67	75	64	64	75	75	68	68	68	73	75	75	77	75	68	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	3	3	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	2	2	2	1	2
5500	-436.561799333171734	-443.417287284131135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708707056826049	0	2	4	2	4	5	6	4	5	6	7	6	6	7	8	8	8	10	9	9	11	11	11	12	12	11	12	11	13	13	15	14	16	16	14	13	17	14	17	17	17	16	18	16	19	18	19	17	19	18	17	19	20	21	19	20	21	19	22	18	19	21	21	22	23	23	22	24	25	26	25	25	26	27	25	27	26	28	28	29	30	31	31	0	1	4	1	1	3	1	4	5	5	9	8	9	13	7	11	10	19	9	14	15	10	19	20	15	10	23	20	24	25	21	27	21	32	28	25	21	36	34	35	36	38	36	36	32	37	38	33	39	40	38	31	46	55	46	50	50	51	42	51	41	52	55	57	61	63	0	64	67	72	64	68	75	72	64	72	68	73	70	70	77	79	70	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	3	1	1	1	2	1	1	1	3	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2
6000	-474.416218892689528	-481.271706843648928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759047245350070	0	1	2	2	5	5	5	4	4	6	5	7	6	7	8	8	9	9	10	10	11	10	11	12	12	12	11	12	14	14	13	13	14	16	14	15	16	16	17	18	17	17	14	18	15	18	19	18	19	20	18	20	18	21	19	20	21	20	20	20	21	22	21	22	22	23	23	23	25	25	23	27	26	27	25	27	26	27	28	30	29	30	31	0	1	1	1	4	3	4	1	4	8	9	8	9	13	7	11	10	13	13	14	15	10	9	20	15	10	18	19	13	25	21	13	15	35	28	43	31	43	34	29	38	36	25	43	23	37	38	38	39	40	41	37	37	53	53	40	40	51	38	51	51	53	53	57	51	54	0	40	67	64	64	70	68	68	57	75	68	75	71	70	77	79	70	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	2	2	1	2	2	3	1	2	2	1	1	4	1	1	3	3	1	1	1	1	1	1	4	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	2	2	1	3
6500	-455.039602641873159	-461.895090592832560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654453917267793	0	1	4	3	3	5	6	2	5	5	6	7	7	8	8	8	7	9	9	10	11	10	11	13	13	11	12	12	13	14	13	13	15	16	12	15	16	16	17	17	17	15	14	17	16	18	17	18	18	18	18	20	17	21	19	20	21	20	20	20	21	21	22	22	23	23	23	23	25	26	24	29	26	26	25	28	25	27	27	29	29	29	30	0	1	4	2	2	3	2	1	5	8	9	10	5	9	7	11	7	13	9	14	15	8	13	20	21	17	23	14	20	25	21	27	30	35	14	43	21	43	24	28	36	43	21	38	23	53	43	47	34	40	41	37	37	55	46	50	50	51	43	51	51	37	37	57	58	63	0	64	67	68	68	64	68	68	68	70	64	73	71	68	77	79	79	1	1	1	1	1	1	4	1	1	2	1	1	1	2	1	1	1	1	2	1	2	4	2	2	2	2	1	2	1	1	1	1	1	2	2	1	3	1	2	3	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	3	1	2	1	1	1	1	2	1	3	2	1	1	1	1	1	2	2	2	1	2
7000	-457.962604006881122	-464.818091957840522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620302757514598	0	1	5	3	4	6	7	4	5	6	7	6	6	8	8	9	9	8	9	10	9	10	11	12	12	10	12	13	13	12	13	13	16	16	15	15	17	17	17	18	17	17	14	18	18	18	19	18	20	18	19	19	19	21	20	20	21	21	22	20	21	22	21	23	22	22	21	23	25	25	25	27	25	27	26	28	27	27	28	26	29	30	31	0	1	4	2	2	3	1	1	5	8	9	4	9	13	2	11	7	13	9	14	15	10	19	20	7	10	20	19	20	15	21	23	25	28	28	43	15	43	28	35	36	36	30	33	32	31	36	38	39	35	33	46	46	53	53	50	40	51	44	41	38	52	55	57	58	63	0	57	67	68	68	68	68	80	68	75	80	73	71	68	77	71	57	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	3	2	1	1	5	2	2	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	5
7500	-449.676982269004782	-456.532470219964182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792109913953933	0	2	5	2	4	3	6	4	5	6	7	6	6	7	8	8	9	10	9	9	11	11	11	12	13	11	12	13	14	12	14	13	16	16	14	15	16	17	17	18	18	14	14	19	19	18	19	18	20	17	16	20	19	21	19	20	21	20	21	20	21	20	19	23	23	23	24	23	25	25	24	27	26	26	24	27	25	28	28	29	29	30	31	0	1	6	1	4	4	5	4	5	8	9	8	9	9	7	13	8	13	13	14	7	10	19	20	21	10	23	24	24	15	21	13	25	28	28	43	31	36	28	35	36	30	30	38	27	37	38	38	34	24	43	53	31	46	37	40	50	41	38	41	41	53	37	57	58	63	0	57	67	68	68	70	75	75	68	70	64	73	71	72	77	79	80	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	2	1	2	2	1	2	1	3	1	1	1	2	1	3	1	1	1	1	2	1	1	3	2	1	1	1	3	1	1	1	2	2	1	1	3	2	2	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
8000	-466.267504622312856	-473.122992573272256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704781379655101	0	2	5	3	3	3	7	3	4	5	7	6	6	8	8	9	9	7	9	10	11	11	11	12	13	12	13	12	14	13	14	13	14	15	14	15	16	17	17	18	16	16	14	19	18	17	20	18	19	17	18	19	20	21	19	20	21	20	21	21	21	21	21	23	22	22	23	22	25	25	25	28	27	26	25	27	26	26	28	29	28	31	30	0	1	6	2	1	1	4	2	5	8	9	5	9	9	7	18	10	9	18	9	15	17	7	23	21	22	23	18	20	21	21	19	25	24	28	43	31	41	34	50	43	36	25	38	27	37	36	36	28	35	41	31	46	46	46	50	50	51	38	51	51	53	46	68	58	63	0	57	67	68	57	64	70	75	68	70	57	75	71	70	77	75	72	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	3	1	1	2	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	2	3	1	1	2	1	1	1	2	2	2	3	1
8500	-471.425976472230388	-478.281464423189789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644282353508368	-1	2	6	3	4	4	7	4	5	6	7	6	6	7	8	8	9	9	10	10	11	11	11	12	13	11	13	12	13	14	14	13	16	15	11	15	16	17	17	19	17	17	18	18	18	17	19	19	19	19	19	20	19	22	19	20	20	20	20	21	22	22	22	22	22	21	23	23	25	26	24	28	27	27	25	25	27	28	28	29	29	30	31	0	1	6	2	4	2	2	4	4	8	9	4	9	9	7	11	10	9	13	14	15	10	19	20	21	12	23	19	20	25	21	23	25	20	18	25	31	36	34	29	36	36	33	36	32	21	36	38	34	34	41	46	46	52	37	40	50	51	36	51	43	46	52	57	58	46	0	64	67	68	64	64	75	75	68	68	70	73	75	75	77	72	68	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	2	3	2	2	1	1	2	2	3	2	1	1	1	1	1	3	1	1	1	1	2	3	2	1	2	1	1	2	1	2	1	1	1	1	2	1	2	3	1	1	1	2	1	1	2	2	1	3	1	1	2	1	1	1	2	2	2	2	3
9000	-467.385160693653745	-474.240648644613145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698956424763758	0	2	6	3	4	4	5	4	5	6	6	5	6	8	8	8	8	8	9	10	11	12	9	12	10	12	12	12	13	12	15	13	16	16	14	13	17	17	17	18	16	15	16	19	17	16	17	18	18	17	19	20	18	21	19	20	20	19	21	21	21	22	20	22	22	22	22	23	25	26	24	28	24	27	25	27	26	27	27	30	30	30	30	0	1	6	1	4	4	2	2	5	8	9	8	9	9	4	11	10	9	18	14	15	17	18	20	7	10	19	18	20	25	15	23	30	35	24	25	31	36	34	24	36	36	36	38	32	31	36	38	34	24	41	46	31	46	53	50	40	38	51	51	51	52	53	57	58	63	0	64	67	68	68	71	50	75	68	73	64	73	71	64	77	70	79	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	3	2	1	2	1	3	2	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	3	1	2	2	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	3	4	1	2	1	2	2	2	3	3	2	1
9500	-504.308034755547908	-511.163522706507308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668430819704033	0	1	3	3	2	5	6	4	5	6	7	6	7	8	7	9	10	9	9	10	11	11	11	13	13	10	9	12	12	13	15	13	14	17	15	14	17	16	15	19	16	17	17	18	18	16	19	18	19	18	19	18	19	20	20	20	20	20	21	20	21	22	21	21	23	22	22	23	25	26	25	27	25	26	24	27	27	26	25	27	30	31	31	0	1	2	1	1	3	1	4	5	8	9	5	9	13	7	14	8	14	13	14	7	10	14	23	15	10	13	20	20	15	25	20	30	39	28	25	46	36	28	50	36	38	41	36	23	21	36	43	34	29	41	37	31	53	52	50	50	51	38	47	47	52	54	50	58	53	0	64	67	68	68	75	64	64	68	68	73	64	64	68	77	71	76	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	3	2	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	4	2	1	3	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	3	3	1	1	2	1	3	2	2	2	2	2
10000	-483.685747812898512	-490.541235763857912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569972877741317	-2	1	5	4	4	6	6	4	5	5	7	6	6	7	8	7	9	9	9	10	12	11	11	13	12	10	13	11	13	13	14	13	16	16	15	14	17	16	18	19	16	16	18	17	18	17	18	19	19	18	18	19	19	21	18	21	21	20	22	20	21	22	20	22	23	22	23	23	25	26	24	28	26	25	25	27	27	26	28	29	29	31	30	0	1	2	2	2	4	4	1	4	8	9	4	9	13	7	9	10	9	13	14	4	17	19	20	15	10	23	19	21	25	15	23	25	20	14	25	21	36	35	50	25	36	38	36	32	21	36	38	34	35	41	37	21	46	46	50	50	51	38	43	51	53	46	50	58	53	0	64	67	68	64	64	68	64	64	68	70	64	71	79	77	76	72	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	4	1	1	2	3	1	1	1	1	1	2	2	2	3	3	1	2	1	2	1	2	1	2	1	2	3	2	2	2	2	1	1	4	2	1	2	2	1	3	1	2	2	2	2	2	2	1	1	2	2	1	4	2	2	2	2	1	2	2	1	2	2	1
10500	-468.265450222423510	-475.120938173382910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667663761648156	0	2	5	2	4	6	5	3	5	6	6	7	6	8	8	8	10	9	8	10	12	10	11	12	13	13	11	12	14	14	14	12	15	15	14	14	17	16	17	19	15	16	18	19	18	18	19	18	19	18	18	19	20	22	20	20	22	20	21	20	21	21	21	21	23	22	21	22	25	26	24	28	26	27	25	26	27	27	28	30	29	31	29	0	1	8	1	2	3	4	4	5	8	9	8	9	9	2	11	10	9	13	14	15	10	18	14	21	10	11	13	32	25	21	23	25	28	14	25	31	36	34	50	36	36	38	38	35	37	43	38	34	35	41	46	46	46	37	50	50	51	43	43	51	55	46	40	59	37	0	64	67	68	64	76	68	75	68	68	70	73	71	75	77	72	76	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	1	2	2	1	1	2	2	1	2	1	2	4	4	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	1	2	1	2	1	2	2	2	3	1	1	2	2	1	1	1	1	2	2	1	1	2	4	2	1	2
11000	-450.685707946503044	-457.541195897462444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717439924090554	-1	2	4	2	4	6	7	4	6	5	6	6	7	8	8	8	7	9	9	9	11	11	10	13	13	13	12	11	12	14	14	14	14	16	14	14	17	16	18	19	18	17	16	18	18	17	18	18	19	18	18	19	20	21	19	20	21	19	22	20	21	21	19	22	23	22	22	23	24	26	24	29	26	27	26	27	26	28	27	29	30	29	32	0	1	4	1	2	3	5	4	5	8	5	8	9	9	7	11	10	13	9	13	7	10	13	9	15	17	23	20	20	25	21	27	25	20	28	25	21	36	34	50	36	38	36	36	32	31	36	43	34	35	43	46	46	46	46	50	50	43	38	41	41	52	37	57	58	63	0	64	67	68	64	71	68	70	68	68	64	73	71	68	77	79	80	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	2	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	2	3	2	2	1	2	2	2	1	1	1	2	1	1	2	1	4	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1	2	2	2	2	1
11500	-437.999418892920744	-444.854906843880144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705923673482964	-1	1	4	3	3	5	6	5	5	5	7	7	6	8	8	9	7	8	9	9	11	11	9	12	11	12	12	12	13	12	13	13	15	14	14	14	16	17	17	18	18	17	17	18	17	17	18	19	19	17	18	19	19	20	18	20	19	20	21	21	21	21	21	22	22	22	22	24	24	26	25	29	26	26	25	27	26	27	28	29	30	31	30	0	1	4	1	2	3	4	4	5	2	9	10	9	13	7	11	10	13	13	9	7	17	18	14	15	8	23	20	28	25	21	23	25	28	24	30	31	36	34	50	38	36	36	43	27	37	38	44	28	28	43	46	46	53	37	50	50	41	43	58	51	52	46	57	58	55	0	64	67	68	68	75	68	68	68	68	68	73	71	68	77	72	76	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	4	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1
12000	-453.218760616880502	-460.074248567839902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680185544043701	-1	1	5	3	4	6	6	4	5	6	6	7	6	8	9	8	9	10	7	10	12	11	10	12	11	12	12	12	14	14	15	13	16	17	13	14	17	16	17	19	16	16	17	19	18	18	19	17	19	18	18	20	19	22	19	21	22	21	21	20	21	21	21	21	22	22	23	22	24	26	24	28	26	27	25	27	25	27	25	29	27	29	31	0	1	8	2	2	3	2	4	5	8	9	7	9	13	4	11	10	13	9	14	7	10	19	20	7	17	23	20	20	25	15	27	30	28	28	25	31	36	28	50	36	36	38	43	32	37	36	25	34	35	38	55	46	46	31	50	50	51	38	51	47	53	53	50	60	63	0	64	67	68	50	68	64	71	68	75	68	73	71	73	77	75	72	1	1	1	1	2	1	3	1	1	1	1	1	1	1	3	1	2	2	1	1	3	3	1	1	2	1	1	1	2	1	3	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1	1	2	2	2	2
12500	-441.642324569143852	-448.497812520103253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718691705544035	0	2	6	3	3	5	6	4	5	6	7	5	6	9	9	9	9	9	9	9	11	11	11	11	11	12	12	12	14	12	14	14	15	16	14	14	16	16	16	19	15	16	17	18	18	17	20	19	19	18	18	19	20	22	18	21	21	20	21	20	21	22	20	23	21	22	21	23	25	27	24	28	25	25	26	27	27	27	27	28	30	29	30	0	1	6	2	2	4	4	2	5	8	13	8	9	13	7	11	10	5	11	13	15	17	18	20	15	12	23	19	20	25	15	27	25	24	19	30	21	36	35	50	25	36	38	38	32	37	38	41	34	35	36	37	46	55	46	50	50	51	51	51	58	52	46	50	58	63	0	57	67	68	64	68	68	64	68	64	64	73	71	68	77	80	70	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	3	1	2	2	1	2	1	2	2	2	2	3	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	3	2	1	2	2	2	1	2
13000	-486.108171719493839	-492.963659670453239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517753002888365	0	2	5	4	4	4	6	4	5	5	7	7	6	9	7	8	9	9	8	10	11	8	11	12	14	12	12	13	13	13	13	14	16	16	15	15	17	16	18	18	18	17	17	19	18	17	19	19	19	18	19	19	18	22	19	20	21	20	21	21	20	22	19	22	21	22	22	23	24	27	24	28	26	27	25	27	27	28	27	27	30	30	32	0	1	6	2	1	2	4	2	5	8	9	4	9	5	7	5	10	13	9	19	15	10	9	13	30	18	23	20	14	15	21	23	25	28	20	21	21	36	34	35	38	36	38	36	32	21	36	38	34	34	43	37	31	52	37	50	40	47	43	44	51	52	37	50	58	63	0	64	67	68	64	75	64	64	68	75	64	73	71	68	77	73	74	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	1	2	1	2	3	2	5	1	1	2	1	2	1	3	2	2	2	1	2	1	1	2	2	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	1	2	2	3	1	1	2	1	2	2	1	2	2
13500	-463.587171515277817	-470.442659466237217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735941950733957	0	1	6	3	4	5	6	4	5	6	6	7	7	9	8	9	10	10	10	10	11	11	10	12	13	9	11	11	12	14	14	14	15	15	14	15	17	17	17	18	16	16	16	18	17	16	19	18	17	19	19	20	18	21	20	20	21	20	20	20	22	22	22	22	22	23	21	23	24	26	24	28	23	26	24	28	25	27	28	29	28	30	31	0	1	6	1	4	4	8	2	5	8	9	8	9	9	1	11	10	13	9	14	15	8	9	15	21	12	23	20	20	25	21	27	25	24	24	25	46	36	34	35	36	33	36	38	32	31	36	41	34	35	38	53	46	46	46	50	40	51	43	51	41	52	55	50	58	63	0	64	67	68	68	68	64	68	68	75	75	73	71	77	77	72	76	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	1	2	2	2	1	1	1	1	1	3	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	1	1
14000	-469.370106482256517	-476.225594433215917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588145716939523	0	1	3	3	4	6	3	3	5	4	6	6	7	8	8	8	8	9	9	9	10	10	10	12	12	12	13	12	13	13	15	14	16	15	14	14	17	17	17	18	17	16	18	19	17	16	17	19	19	18	18	19	19	22	20	21	22	20	20	21	21	21	21	20	22	23	23	23	24	27	24	29	25	26	24	25	25	27	28	29	29	31	31	0	1	2	2	4	3	2	2	5	8	9	8	9	9	2	11	10	9	9	9	15	10	18	20	15	12	13	17	19	25	21	19	36	28	24	25	46	36	34	34	42	36	36	38	32	31	36	38	34	35	36	46	46	46	53	50	64	51	36	51	41	52	46	50	58	63	0	64	67	68	68	75	75	75	64	68	68	75	71	75	77	70	70	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1	2	3	4	2	3	1	2	2	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	3	2	1	1	2	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	3	1	1	2	2	4	2	2	2
14500	-445.779037694025362	-452.634525644984762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658124527022413	0	2	6	4	4	4	5	4	5	6	7	5	6	8	8	9	10	9	9	9	11	11	10	12	11	10	13	12	14	14	14	14	15	15	15	13	16	17	16	18	16	17	17	18	19	17	20	18	19	19	18	19	18	20	20	20	22	20	22	21	21	22	20	22	23	23	21	23	25	25	24	28	25	27	25	27	27	27	27	29	29	29	31	0	1	6	2	2	2	1	2	5	8	13	8	9	13	4	11	10	9	11	14	8	7	18	20	15	8	23	20	24	25	21	19	25	28	20	25	31	36	35	35	36	36	36	38	27	37	42	38	34	40	43	46	46	46	53	50	50	51	47	51	51	54	53	50	58	63	0	64	67	68	64	70	68	70	64	75	75	68	75	75	77	79	80	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	2	2	1	1	2	3	1	1	2	4	2	1	1	2	1	3	2	2	4	1	1	2	1	2	2	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
15000	-440.023771426660460	-446.879259377619860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685719405542799	-1	2	4	3	4	6	6	4	5	5	7	7	7	8	8	9	9	9	9	9	12	11	11	13	13	13	12	12	11	12	15	13	15	15	14	14	16	16	17	17	17	17	17	19	19	17	19	17	19	19	18	19	19	21	20	18	20	19	22	19	22	21	20	21	21	21	22	22	24	26	24	28	26	27	25	28	26	27	28	28	28	30	32	0	1	4	2	2	3	4	2	5	8	9	4	9	9	4	11	10	13	9	14	15	4	19	20	21	17	23	29	13	15	21	23	30	28	20	30	31	36	34	28	38	36	38	43	32	37	43	38	34	56	41	46	46	52	53	40	50	51	43	51	58	52	46	50	58	63	0	64	67	68	68	68	68	75	68	75	75	73	71	68	77	79	80	1	2	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2	1	3	1	2	3	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2	2	1	1	2
15500	-497.420058575597750	-504.275546526557150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612703145319161	-1	1	4	3	3	6	6	2	5	5	7	7	6	8	9	9	9	10	10	8	12	10	11	13	13	13	11	12	13	13	14	13	16	15	14	14	16	16	17	17	17	15	18	19	19	17	19	17	20	17	18	19	19	22	19	21	20	17	22	21	19	21	21	22	22	23	22	23	25	26	25	28	24	26	25	27	26	27	27	29	30	31	32	0	1	4	2	2	3	2	2	2	8	9	10	9	9	7	9	8	13	13	9	15	10	19	20	15	12	14	15	14	15	21	27	30	28	28	30	31	36	34	28	38	30	38	38	32	37	38	38	28	19	41	46	46	46	37	50	50	38	38	61	51	52	52	57	58	55	0	40	67	75	64	75	64	68	68	75	68	68	75	75	77	79	70	1	1	1	1	1	1	2	1	2	2	1	1	1	3	2	2	4	2	2	1	1	2	1	2	2	3	2	2	3	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	3	1	2	1	4	3	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	2	1	4	1	1	2	2	1	2	1	1	2	2	2	2	2	2	3
