step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-11781.387644601138163	-11779.925562516618811	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.727901507759982	0	11	7	12	9	10	11	17	18	16	23	22	20	24	28	25	25	26	29	23	30	25	25	29	28	28	26	26	29	30	35	31	28	30	36	35	41	34	32	33	33	32	39	41	35	34	39	35	36	37	36	44	40	40	39	44	41	38	44	42	43	41	40	42	47	46	44	44	46	44	46	46	48	52	55	52	48	50	49	52	47	54	51	49	52	50	54	51	51	57	53	53	58	65	56	61	60	61	62	62	69	64	72	76	79	74	74	79	82	86	86	98	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	3	3	4	4	4	4	5	4	4	5	5	4	5	4	4	5	5	5	5	5	5	5	6	5	5	5	6	6	7	6	6	6	6	6	7	7	6	6	7	6	6	6	6	8	7	7	7	8	7	7	8	7	7	7	7	7	8	8	8	8	8	8	8	8	8	9	9	9	8	9	8	9	8	9	9	8	9	9	9	9	9	10	9	9	10	11	10	10	10	10	11	11	12	11	12	13	13	13	13	13	14	15	15	17
500	-1634.905161955735139	-1632.315005205525495	-2.590156750209539	0.000009998014550	0.000040443123345	4.045115472137845	0.261430148873905	-1	12	-2	5	9	7	7	18	17	12	18	24	9	23	20	24	21	16	28	22	31	17	22	22	23	26	20	26	25	27	32	28	15	30	32	34	39	20	31	30	27	32	41	35	25	33	30	26	36	30	32	43	39	37	38	44	32	37	45	42	40	42	32	41	45	43	43	44	34	42	45	46	49	54	57	53	47	50	49	54	40	50	47	47	54	42	52	51	44	60	53	54	59	61	52	59	58	62	59	56	65	48	73	77	80	76	58	77	84	88	88	98	0	3	0	3	3	4	4	10	6	6	7	10	7	22	9	9	8	13	10	7	14	10	0	7	11	33	13	33	9	18	23	0	7	26	48	22	26	18	23	28	18	48	29	18	33	33	17	25	18	11	38	45	29	46	27	51	25	22	47	48	50	47	45	46	86	13	17	34	63	18	22	45	57	48	22	61	18	47	17	22	44	59	33	70	57	18	69	59	81	47	10	69	33	69	81	69	69	30	69	44	95	2	102	102	102	107	1	86	107	107	107	107	1	2	1	1	2	1	1	2	3	2	1	2	1	1	1	1	1	2	3	2	1	1	1	2	2	2	1	2	1	2	2	1	2	1	2	3	1	1	2	1	2	2	3	5	2	5	2	1	4	3	2	4	3	1	5	3	2	4	5	4	2	2	2	2	1	9	6	3	1	4	7	6	4	7	9	5	8	4	5	7	1	2	5	2	5	6	3	2	1	7	10	9	9	4	2	4	6	6	5	5	3	7	12	9	11	8	12	7	10	10	13	13
1000	-1414.963889807612532	-1412.881232567828647	-2.082657239783957	0.000009990198585	0.000025559382513	2.558445890355991	0.346510403868613	1	8	0	6	8	9	10	17	15	12	15	23	18	23	26	25	20	22	29	20	27	17	24	28	18	23	25	26	30	26	34	27	26	31	32	32	37	26	31	32	32	27	40	42	36	32	24	20	30	32	33	44	42	40	36	44	31	38	47	40	43	38	32	35	47	43	45	38	36	39	47	39	42	49	57	54	48	45	48	43	46	53	51	45	52	43	50	52	51	54	54	54	59	59	55	57	57	60	58	61	67	48	74	77	81	76	58	80	83	88	87	97	0	3	0	3	3	4	4	6	6	6	7	9	7	22	8	10	10	13	16	7	14	10	0	13	11	7	13	11	15	18	23	0	26	24	48	22	24	18	23	28	18	48	29	41	7	26	17	25	18	24	38	72	29	46	38	38	25	22	47	48	37	47	26	46	86	51	62	24	63	51	22	26	57	60	22	61	44	62	47	22	86	79	64	70	73	41	69	67	81	47	47	63	73	87	89	92	69	89	69	89	89	1	102	107	102	107	1	100	107	107	107	107	1	2	1	2	1	1	1	2	1	1	2	2	2	2	1	3	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	3	2	1	1	2	2	2	2	2	4	2	1	1	1	1	2	1	2	2	2	3	2	4	6	4	2	4	2	1	1	1	2	2	1	1	4	3	2	2	9	3	2	2	6	5	1	1	4	2	3	2	3	1	2	6	6	7	5	2	1	1	6	2	6	3	2	8	12	9	9	7	11	6	9	8	11	12
1500	-1393.392304449148014	-1391.262981353793975	-2.129323095353979	0.000010088493482	0.000027074274671	2.683678660091198	0.414024470018503	1	11	1	4	4	9	8	14	17	16	17	21	13	23	15	25	25	18	27	22	30	20	25	25	24	23	22	26	27	28	31	27	26	26	35	35	41	31	30	30	27	32	38	40	28	32	29	28	34	28	38	43	42	36	39	45	34	36	44	41	40	37	36	41	47	47	43	32	41	42	42	44	47	49	55	48	49	49	45	54	43	46	51	49	52	42	53	51	52	53	52	54	54	65	55	62	62	61	63	59	70	49	74	77	80	75	58	74	84	87	87	99	0	3	0	3	3	4	4	6	6	6	7	10	7	22	6	10	10	13	10	11	14	10	0	11	11	7	13	7	15	18	23	0	26	11	48	22	24	41	23	28	18	48	29	30	26	26	17	25	30	24	38	63	29	46	30	51	25	22	47	48	34	47	45	54	86	41	62	24	63	41	58	45	57	42	58	61	44	67	47	22	86	59	54	70	57	44	69	59	81	17	59	69	57	99	89	92	69	89	87	95	89	10	102	102	102	107	11	100	107	107	107	107	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	3	2	2	2	1	1	1	2	2	3	2	1	1	2	2	1	2	2	1	2	1	1	1	1	2	1	3	1	1	1	2	2	4	4	2	2	2	1	2	4	1	1	2	4	1	2	3	2	4	4	2	2	4	5	1	1	1	2	5	1	3	2	1	3	1	3	4	1	1	2	5	2	2	1	3	9	11	6	6	7	8	6	7	7	10	12
2000	-1250.356344381965755	-1248.522523562648985	-1.833820819316736	0.000010229294110	0.000019658754079	1.921809449134928	0.436238847666331	-1	6	0	2	7	8	12	12	15	15	18	23	22	25	17	24	21	24	26	21	26	22	25	24	23	21	16	21	29	29	30	30	28	27	38	25	39	32	31	32	34	34	40	41	35	33	35	30	34	35	35	39	40	39	38	42	29	34	43	44	45	39	34	40	48	45	43	41	38	41	42	45	47	53	51	53	49	50	51	51	46	49	51	45	43	43	51	50	49	57	53	53	56	66	57	58	58	62	62	62	69	50	71	77	81	72	58	78	80	83	88	94	0	3	0	3	3	4	4	6	8	8	7	9	27	22	6	10	6	13	10	11	22	15	0	7	7	7	7	7	15	18	23	0	26	24	48	22	24	18	23	28	27	48	29	30	26	33	17	25	18	24	13	45	29	46	49	51	25	36	62	35	50	47	33	46	86	41	47	24	63	38	22	52	57	42	58	61	86	59	62	71	86	59	64	70	57	44	69	67	81	88	88	69	73	97	89	92	69	89	97	95	98	1	102	106	102	107	2	100	107	107	107	107	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	3	2	2	1	1	2	1	2	1	3	2	1	2	3	2	3	2	3	1	2	1	2	2	2	1	2	2	1	1	1	3	1	1	2	1	1	1	2	2	2	3	1	2	3	1	2	2	3	2	1	2	3	2	1	1	2	1	3	1	3	1	1	1	1	3	2	2	1	1	5	2	1	1	1	8	7	1	5	5	9	4	7	6	10	10
2500	-1230.818450950289616	-1228.565346120429695	-2.253104829859816	0.000010289601113	0.000031139272478	3.026285677829778	0.502771107034183	-1	7	-1	7	10	10	9	17	15	16	16	23	19	23	25	20	26	20	29	22	30	20	25	28	25	19	15	23	26	29	33	29	27	32	34	30	39	30	31	32	33	33	37	35	35	29	34	27	37	36	38	42	38	39	41	43	37	39	37	38	43	38	40	42	44	43	47	41	43	46	48	45	48	43	49	50	50	50	46	48	48	57	52	50	52	38	54	49	52	56	54	52	52	67	57	57	55	62	61	63	65	60	71	78	78	76	59	73	82	78	86	99	0	3	0	3	2	4	2	6	6	6	7	9	27	22	10	8	8	7	10	11	14	10	0	11	20	11	7	11	15	18	32	0	26	24	48	22	24	18	23	28	18	48	29	41	33	26	17	25	41	24	38	33	29	46	41	38	25	36	47	35	24	47	45	54	86	30	59	24	63	56	58	52	57	35	36	61	30	67	59	58	65	79	64	70	57	30	69	67	81	88	88	69	73	87	89	92	69	89	87	95	98	1	102	106	102	107	1	100	107	107	107	110	1	2	1	2	1	1	1	2	1	2	1	3	1	1	4	1	3	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	3	1	1	1	2	4	2	2	1	1	2	2	1	1	1	2	3	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	2	1	2	1	2	2	3	1	5	2	2	2	1	2	1	1	2	1	3	1	1	2	1	3	1	3	1	2	2	2	1	1	1	9	3	1	4	5	8	2	7	6	7	9
3000	-1163.891250166314649	-1161.844780134324992	-2.046470031989569	0.000010432105343	0.000025691410844	2.462725403824845	0.559168404607446	-2	10	-2	3	9	7	6	14	18	13	16	23	14	26	24	21	24	21	27	23	32	22	25	25	21	28	26	21	30	29	31	32	20	29	37	35	40	34	33	31	33	32	39	41	35	33	34	30	31	36	33	41	41	41	36	43	39	34	38	43	44	41	40	42	42	44	45	43	45	40	45	47	47	52	56	47	44	48	50	50	44	52	52	43	50	35	52	51	47	55	54	51	60	56	56	62	60	61	62	63	66	61	69	76	72	70	58	74	82	70	87	98	0	3	0	3	3	4	4	6	8	6	7	8	2	22	10	10	10	13	16	11	14	10	0	7	11	33	13	11	15	18	23	0	11	24	42	22	24	18	23	28	18	48	29	38	26	26	17	25	18	24	18	45	43	46	41	51	25	22	47	35	24	47	45	46	86	49	59	37	63	38	14	52	57	48	36	61	65	59	59	71	86	79	64	70	73	30	69	67	81	78	88	69	85	87	89	92	94	89	94	95	98	2	102	106	102	107	2	100	107	107	107	110	1	3	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	1	3	1	2	2	1	1	2	1	1	1	1	2	2	2	2	3	2	2	1	2	2	1	1	2	2	2	3	2	1	1	2	1	1	3	2	1	1	3	2	1	1	2	2	2	1	1	1	3	1	1	5	3	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	3	2	2	1	9	2	1	2	3	4	2	6	3	6	9
3500	-1146.397118420496099	-1144.248392899311284	-2.148725521184850	0.000010981296342	0.000030048804189	2.736362197478305	0.553530445066760	2	7	0	6	11	10	12	14	17	14	19	20	16	23	26	21	27	28	20	22	27	24	20	21	27	27	26	22	28	28	33	30	29	28	35	36	33	34	28	34	32	32	37	32	33	32	33	29	31	35	36	39	41	40	39	47	40	37	39	42	45	42	41	43	47	44	43	41	48	41	43	43	46	51	52	54	51	52	47	50	46	52	48	48	55	40	56	50	50	56	54	52	59	55	56	64	59	59	61	61	69	63	70	73	78	71	58	75	83	75	87	99	0	3	0	3	2	4	4	6	6	6	7	9	7	16	10	10	10	13	10	7	14	14	0	11	11	11	13	11	15	27	23	0	26	20	42	22	24	18	23	28	30	48	29	27	33	26	17	25	30	37	38	45	43	46	49	38	25	22	47	48	50	17	52	46	86	30	59	37	63	38	36	52	57	60	58	61	65	59	67	36	86	79	54	70	57	41	69	59	81	88	88	69	85	69	89	92	87	81	94	95	98	2	102	106	103	107	1	100	107	107	107	110	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	3	2	1	3	2	2	1	1	1	2	2	1	2	1	2	1	1	3	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	3	2	2	2	6	1	1	2	2	7	2	5	2	7	6
4000	-1120.955418370165944	-1119.091023943360142	-1.864394426805893	0.000011154612162	0.000022282421270	1.997597132603064	0.627711396369346	1	12	1	3	10	8	9	15	15	15	19	23	15	23	20	18	22	26	29	23	29	26	23	22	28	23	27	26	25	29	29	31	29	29	36	36	39	33	32	29	32	33	35	35	32	32	38	31	32	33	34	40	37	39	39	43	38	39	41	44	45	41	42	43	46	44	42	43	45	41	36	46	43	50	54	54	49	49	47	52	45	52	51	45	54	36	55	47	52	55	55	50	59	55	55	58	61	56	59	63	63	58	71	75	80	71	62	72	81	79	84	99	0	3	0	3	3	4	4	6	6	6	7	9	7	10	10	10	10	13	10	11	14	14	0	7	11	7	13	24	15	18	23	0	26	24	48	22	50	30	23	28	30	48	29	41	26	26	17	25	18	24	30	45	43	46	18	70	25	22	47	35	50	47	52	46	86	49	59	37	63	51	14	52	57	60	58	61	65	59	59	71	86	78	64	70	73	49	69	59	86	88	88	69	85	69	89	92	99	89	94	95	98	1	102	106	103	107	2	100	107	107	107	110	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	3	2	1	2	1	1	3	3	3	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	4	1	3	1	2	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	1	1	1	2	3	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	3	1	2	1	1	2	1	2	1	1	1	2	2	7	1	1	2	2	6	1	4	3	6	3
4500	-1124.444146671145973	-1122.489368887866249	-1.954777783279769	0.000011861576305	0.000026395266038	2.225274732410754	0.576368096478835	2	10	4	8	7	11	11	17	15	13	21	22	16	23	18	24	21	25	28	23	27	25	25	28	23	17	23	25	23	32	34	27	26	29	34	32	38	36	32	33	33	34	34	38	34	30	39	31	35	33	37	36	38	37	37	40	36	38	39	39	45	35	40	41	47	44	46	42	45	46	40	45	45	51	56	52	49	50	48	54	44	50	52	51	50	41	56	49	50	57	52	50	56	56	56	63	61	63	63	59	61	63	69	78	78	70	61	72	84	83	86	98	0	3	0	3	3	4	4	6	6	6	7	9	7	10	10	10	10	13	10	7	14	14	0	11	7	7	13	11	15	18	23	0	26	24	48	22	24	18	23	28	18	48	29	41	33	33	62	25	18	11	30	33	43	46	41	51	25	22	62	35	37	17	52	54	86	49	59	24	63	56	58	52	57	60	71	61	65	59	59	36	86	67	64	70	73	41	63	67	86	91	59	69	85	69	89	92	94	89	97	89	89	1	102	106	103	107	1	100	107	107	107	110	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	2	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	2	2	2	1	2	2	1	3	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	3	2	1	1	1	2	2	3	2	1	2	2	4	1	1	2	1	1	1	3	1	3	1	3	1	1	2	1	2	1	2	1	2	2	6	2	2	2	1	6	2	5	3	6	3
