step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
37500	-249.326333562631305	-247.819614934971867	-1.506718627659429	0.000764486445538	0.000221739660606	0.290050480162299	0.421566917409089	1	2	6	7	7	9	8	9	10	14	19	20	25	25	27	28	29	31	33	0	1	1	2	3	5	1	5	4	4	3	7	12	12	11	12	12	12	12	1	1	3	3	1	1	3	1	2	4	4	4	2	4	3	4	4	6	7
38000	-212.952714618962801	-211.489637303831159	-1.463077315131654	0.000373810445064	0.000121024265684	0.323758384180468	0.374396524633455	0	2	4	6	6	9	8	8	8	14	19	22	25	25	28	27	30	31	33	0	1	1	3	1	7	4	1	2	3	8	8	12	12	14	12	12	12	12	1	1	2	1	3	1	1	5	3	5	4	11	2	2	1	3	3	3	6
38500	-233.660202745082842	-232.207961103379290	-1.452241641703549	0.000629123221998	0.000210053075628	0.333882247997921	0.378326650221474	1	3	6	5	6	9	7	10	9	14	19	22	23	26	27	28	29	32	33	0	1	2	2	1	2	1	9	7	3	10	10	10	10	12	12	12	15	12	1	1	1	1	3	2	3	1	1	4	2	4	3	5	3	3	3	2	5
39000	-212.054364569521709	-210.576156207269946	-1.478208362251776	0.000703487578405	0.000218745585800	0.310944489304743	0.200126623824587	1	2	4	6	5	9	7	10	10	13	20	21	25	26	25	29	29	32	34	0	1	1	3	3	2	4	1	7	7	8	8	8	8	11	12	8	11	11	1	1	1	1	1	4	1	5	1	3	5	7	7	9	3	4	6	9	5
39500	-229.056552061357877	-227.465369607110915	-1.591182454246951	0.000653638827366	0.000159432112561	0.243914690936465	0.300827196642835	1	2	6	7	4	8	7	10	10	12	18	22	23	26	28	28	30	31	31	0	1	1	3	2	3	5	6	4	4	10	10	12	12	13	12	12	11	11	1	1	2	1	1	1	3	1	1	3	4	7	1	2	2	3	4	8	6
40000	-184.891667000676307	-183.530834738121740	-1.360832262554576	0.000385462093153	0.000219465920342	0.569357984197528	0.410425427822690	1	3	5	7	6	8	8	9	11	12	19	21	23	25	28	28	29	31	32	0	1	2	1	1	2	2	2	7	1	10	10	12	13	13	14	13	14	16	1	1	1	2	3	2	3	4	2	6	4	5	1	1	2	2	3	4	2
40500	-207.160943603131756	-205.626300419918664	-1.534643183213103	0.000792572700904	0.000216110652874	0.272669816444457	0.382295438815654	1	3	6	6	7	8	5	10	10	13	20	22	25	24	28	28	30	31	33	0	1	1	1	2	7	2	6	7	6	9	10	12	12	11	11	13	12	12	1	2	2	2	2	1	1	1	3	3	5	5	1	1	3	3	3	5	6
41000	-207.390627071646378	-205.789649439045860	-1.600977632600529	0.000753060603709	0.000180432679761	0.239599148956097	0.240610707994776	1	3	6	5	6	8	8	9	11	13	19	20	24	25	28	29	29	31	33	0	1	2	2	4	3	2	3	4	4	10	10	11	10	12	11	11	11	11	1	1	2	1	1	1	3	1	3	4	5	4	3	6	3	5	5	6	5
41500	-242.646435863024777	-241.158710794591798	-1.487725068432989	0.000474359943195	0.000143991134269	0.303548257678271	0.309423921133609	-1	2	5	5	5	6	8	9	9	13	20	21	25	23	26	28	29	31	32	0	1	1	2	1	1	5	4	4	7	6	6	14	12	14	13	13	13	12	1	1	3	2	3	3	1	3	2	3	8	9	2	1	1	2	2	5	6
42000	-196.318864354450227	-194.769017319444544	-1.549847035005684	0.000805578894149	0.000212833344460	0.264199255970856	0.425137453316673	1	2	5	6	6	7	8	10	9	13	19	22	24	25	27	28	28	29	32	0	1	2	1	1	2	2	1	2	2	8	8	12	12	12	12	11	12	12	1	1	2	3	2	2	3	5	2	6	4	5	1	1	3	3	3	3	4
42500	-279.146180386257527	-277.628776967220006	-1.517403419037497	0.000778053776532	0.000220259466267	0.283090286187079	0.292618688626039	0	2	4	4	6	8	8	10	11	13	19	20	25	26	27	27	28	31	34	0	1	2	2	2	2	1	4	4	7	6	10	11	12	3	11	12	11	12	1	1	1	1	3	3	3	2	3	2	6	4	4	3	7	5	3	5	7
43000	-215.067071069405756	-213.471113845168929	-1.595957224236825	0.000737220022759	0.000178252560259	0.241790177635499	0.217765360497535	1	2	4	6	5	8	9	9	8	13	20	21	24	26	26	28	30	32	34	0	1	1	3	3	1	1	1	3	5	7	7	10	12	12	6	12	12	7	1	1	1	1	1	4	5	3	1	4	7	6	5	3	2	11	6	5	11
43500	-238.678681109863533	-237.263516518669064	-1.415164591194458	0.000485291172281	0.000183129647233	0.377360351254992	0.356905797743990	0	2	4	7	6	7	7	10	9	11	19	22	21	26	27	28	30	30	34	0	1	2	3	3	1	3	2	5	7	6	4	11	13	13	13	13	12	13	1	1	1	2	2	4	2	4	2	2	5	10	1	3	4	4	6	5	7
44000	-219.307810000893483	-217.710417478844676	-1.597392522048809	0.000874569862175	0.000210910715944	0.241159368811370	0.369290029345737	1	3	5	6	7	9	9	9	10	13	20	21	24	25	28	28	29	30	32	0	1	2	3	3	3	3	4	4	2	10	10	11	11	11	11	12	12	11	1	1	1	1	2	2	2	2	1	6	3	3	2	2	4	3	3	5	5
44500	-241.806799459288300	-240.190359763196483	-1.616439696091819	0.000638008859540	0.000148726747952	0.233110787927054	0.370961089563598	1	3	3	6	5	8	7	9	9	12	20	21	24	25	27	29	29	31	33	0	1	1	5	3	5	4	3	5	7	9	8	11	12	12	12	11	11	12	1	1	1	1	1	1	1	4	2	3	10	6	2	3	3	3	2	5	6
45000	-214.118416299543924	-212.567610801630281	-1.550805497913649	0.000859991521128	0.000226767370628	0.263685588819331	0.255505264448915	0	2	4	6	6	8	5	9	10	13	19	22	24	25	27	28	28	32	33	0	1	2	7	7	1	3	7	4	5	8	10	10	12	10	12	12	12	11	1	1	1	1	1	6	1	2	2	4	6	4	5	1	9	3	2	4	6
45500	-274.078936491023399	-272.503377297898169	-1.575559193125242	0.001153490896384	0.000289712406556	0.251161415720428	0.266417826378741	2	3	3	7	5	6	8	10	10	13	19	21	24	24	27	28	29	31	33	0	1	1	6	3	5	6	7	7	7	10	5	11	11	10	10	12	11	11	1	1	1	1	1	1	1	1	1	2	3	6	2	2	10	8	4	5	6
46000	-255.737944502248723	-254.248326436104321	-1.489618066144415	0.000821463160506	0.000248189543187	0.302131069437767	0.373832569655648	2	3	5	4	7	8	9	8	9	13	20	19	24	25	28	28	30	31	32	0	1	1	2	3	1	5	4	3	7	9	8	12	12	8	11	11	11	11	1	1	1	1	2	2	1	2	2	2	5	4	4	4	9	4	6	6	6
46500	-214.212312195214167	-212.651013009733106	-1.561299185481069	0.000771821665887	0.000199290080569	0.258207419378030	0.317975819916907	1	3	5	6	6	9	8	10	8	14	20	20	25	24	27	28	29	32	31	0	1	2	3	3	3	2	3	4	4	6	10	11	11	11	11	13	11	11	1	1	1	1	1	3	2	2	1	5	4	3	2	2	4	5	2	4	3
47000	-218.483291898637788	-216.978295355420300	-1.504996543217477	0.000778595061969	0.000226736317561	0.291212118643492	0.359225776984830	1	3	6	7	5	8	8	10	10	14	19	22	25	25	26	28	29	31	31	0	1	2	2	1	4	2	4	7	4	10	8	11	12	11	12	12	12	12	1	1	2	1	2	1	2	2	1	3	3	5	4	2	3	2	4	4	5
47500	-237.741525500993816	-236.102206262095109	-1.639319238898711	0.000616559120116	0.000138209454621	0.224162533828874	0.275819832323113	1	3	4	6	6	9	8	8	11	12	19	22	25	25	28	28	29	32	33	0	1	2	3	3	3	3	2	7	7	6	6	11	11	12	12	12	12	12	1	1	1	1	2	2	2	3	2	2	4	8	3	4	3	3	3	5	6
48000	-252.631175693689471	-251.180984044797242	-1.450191648892221	0.000985249338589	0.000330945903738	0.335900660650840	0.202369476119215	2	3	5	5	7	9	7	7	10	13	17	21	22	25	28	28	28	30	33	0	1	2	2	2	1	2	3	7	4	10	7	5	10	10	6	6	10	6	1	1	1	1	2	4	2	1	1	3	2	7	6	5	7	9	9	7	12
48500	-218.904240880942666	-217.479152563592379	-1.425088317350293	0.000609576684012	0.000221884463946	0.363997622884139	0.183312034576708	2	3	4	6	6	8	9	9	10	13	18	22	25	26	28	28	30	32	34	0	1	2	3	1	1	2	1	1	1	6	10	11	10	11	10	11	11	10	1	1	1	1	4	4	2	3	2	5	6	5	4	5	4	7	5	9	10
49000	-265.700998871802994	-264.205913191642253	-1.495085680160734	0.001295325918157	0.000386177312376	0.298131386829608	0.299107146021012	1	3	5	5	6	9	7	8	10	13	20	20	25	25	28	29	29	30	33	0	1	2	2	2	3	3	7	7	7	10	10	9	11	6	12	11	11	11	1	1	1	2	1	2	1	1	1	3	4	3	9	3	10	5	3	4	7
49500	-258.081935311928362	-256.447959476539893	-1.633975835388484	0.000796668583512	0.000180196506160	0.226187538820060	0.348101883806457	0	2	3	6	6	9	9	9	11	10	20	18	24	24	28	28	29	30	34	0	1	2	1	3	2	3	5	3	6	9	7	5	12	12	11	12	11	12	1	1	1	3	2	2	3	3	5	1	6	4	9	3	7	4	5	4	8
50000	-202.327603945463210	-200.908735404538703	-1.418868540924496	0.000625960211784	0.000232972022648	0.372183436362680	0.286031014731454	1	3	5	7	6	8	8	8	10	13	18	22	24	26	27	28	29	31	33	0	1	2	3	2	1	4	3	4	1	10	10	10	12	12	10	10	10	10	1	1	1	1	2	4	1	2	1	6	1	4	6	2	4	5	6	8	7
50500	-214.164779886134141	-212.589702482453276	-1.575077403680861	0.000985453532456	0.000247735593013	0.251392465350662	0.334577347215215	1	3	5	6	7	9	9	10	11	12	19	21	23	25	27	29	30	31	33	0	1	2	3	1	4	2	1	6	3	8	5	11	12	11	12	11	11	12	1	1	1	1	3	1	2	5	1	2	4	4	3	2	3	5	6	5	5
51000	-246.330411751175944	-244.863205460947256	-1.467206290228700	0.000902722093593	0.000288979721199	0.320120359576814	0.373335233548641	2	3	6	5	6	9	8	8	11	13	16	21	24	24	27	26	29	30	32	0	1	2	1	2	2	5	1	1	1	6	10	12	12	13	11	14	9	12	1	1	1	2	2	3	1	3	4	4	2	4	1	2	1	5	2	6	4
51500	-223.560484778535852	-222.041302611156141	-1.519182167379707	0.000786651393989	0.000221812781062	0.281970873956800	0.374306929162554	1	2	4	5	7	9	8	7	10	13	19	22	24	25	27	29	29	30	33	0	1	1	1	4	8	2	4	4	6	7	10	12	12	11	11	11	10	11	1	1	2	2	1	1	3	1	3	3	4	5	1	2	4	5	4	9	7
52000	-213.226629791882914	-211.781999401028628	-1.444630390854279	0.000591799377330	0.000202134965812	0.341559950137550	0.441483371813690	1	2	4	6	3	8	8	9	11	13	20	20	24	25	26	27	29	31	33	0	1	5	3	1	5	4	7	8	7	10	6	12	12	14	11	13	11	15	1	1	1	1	1	4	1	1	1	3	6	5	2	2	1	3	3	5	4
52500	-215.719475545805693	-214.228899898337687	-1.490575647468013	0.000583277096612	0.000175811760834	0.301420648702763	0.577147153638875	2	3	5	6	7	7	8	9	11	11	20	22	25	24	27	28	30	32	32	0	1	2	3	3	3	4	5	4	6	9	9	12	12	12	14	15	15	14	1	1	1	1	1	1	1	1	3	2	7	6	2	1	2	2	2	3	3
53000	-193.772559715014864	-192.197630632239537	-1.574929082775317	0.000667044308796	0.000167737423322	0.251463690057265	0.396288506188388	1	3	5	7	5	6	9	10	9	13	20	22	24	26	26	28	27	32	31	0	1	1	3	2	2	4	6	4	1	10	10	11	12	12	11	11	12	12	1	1	2	1	1	1	1	2	1	6	5	5	2	2	2	4	4	5	5
53500	-278.710200737855814	-277.185974023134349	-1.524226714721484	0.000960969709797	0.000267969812516	0.278853547394608	0.408112467111937	0	2	4	7	5	7	7	9	10	13	18	21	23	23	26	29	28	31	32	0	1	2	2	2	2	1	5	7	2	8	10	11	11	12	11	12	10	12	1	1	1	3	2	1	3	3	1	3	2	5	2	2	2	6	3	9	5
54000	-221.192527539839404	-219.736046344647661	-1.456481195191743	0.000884838323568	0.000291833750205	0.329815902444648	0.410930630854525	0	2	6	6	6	9	8	9	10	14	19	20	24	26	26	28	29	31	34	0	1	2	2	1	2	2	2	1	2	10	10	12	11	11	11	11	11	12	1	1	2	1	3	4	4	3	5	5	3	3	2	2	3	4	4	6	8
54500	-212.687874052955067	-211.208579850992010	-1.479294201963059	0.000709607124001	0.000220032590737	0.310076637191622	0.262217487492603	1	2	6	5	6	8	8	9	10	14	19	22	23	26	26	28	29	31	32	0	1	1	1	2	1	3	1	2	7	9	10	6	11	12	11	11	11	11	1	1	2	2	2	4	1	2	5	3	5	4	8	3	2	5	3	8	7
55000	-289.458479461589206	-287.878814999381632	-1.579664462207588	0.000481127169508	0.000119902471110	0.249211598739779	0.240053661679829	1	2	5	5	6	6	8	10	9	12	19	20	24	25	28	29	29	30	33	0	1	1	1	1	2	1	4	6	7	3	4	4	11	12	11	11	11	11	1	1	3	2	2	2	3	3	1	2	10	11	7	2	4	5	4	5	8
55500	-253.063821019897830	-251.519997071115057	-1.543823948782767	0.000618711842121	0.000165493559674	0.267480834222393	0.452183880294139	2	3	6	6	5	8	8	10	10	12	19	21	24	25	27	28	29	31	34	0	1	5	5	2	3	4	6	3	6	2	1	12	11	11	12	13	13	11	1	1	1	1	1	1	1	1	1	1	6	7	1	2	3	2	2	3	8
56000	-253.013175360442290	-251.497328794710540	-1.515846565731741	0.000626252250137	0.000177905087101	0.284078958698220	0.360340950635698	1	3	6	6	6	7	8	10	11	13	19	19	24	26	27	28	29	32	33	0	1	1	1	2	2	5	4	7	7	3	3	12	13	12	11	11	12	12	1	1	2	2	2	2	1	2	1	2	7	5	4	1	3	4	3	6	7
56500	-224.982266155381041	-223.566060601632557	-1.416205553748495	0.000469964785978	0.000176650726406	0.375880771659710	0.386266090512924	1	3	4	5	6	9	8	9	9	13	20	21	24	25	26	28	28	31	32	0	1	2	1	1	1	5	4	2	7	9	9	11	12	11	9	14	17	12	1	2	1	3	3	4	1	2	5	3	7	8	2	2	2	11	2	1	5
57000	-228.685250392154870	-227.134983956008256	-1.550266436146623	0.000572121548978	0.000151025330612	0.263974204225271	0.294654663274992	1	3	6	5	7	8	8	8	10	13	19	22	24	25	28	28	29	31	33	0	1	2	2	2	1	3	4	6	7	6	3	11	12	11	12	11	12	11	1	1	2	2	2	3	1	1	1	3	8	8	3	1	7	4	5	4	7
57500	-201.036902786070499	-199.373471523369005	-1.663431262701484	0.000686063571977	0.000147826471724	0.215470515797097	0.379673976563488	1	2	4	6	6	8	8	9	11	12	20	22	24	26	27	28	26	30	31	0	1	1	3	3	3	4	5	3	4	9	9	12	11	11	11	13	14	12	1	1	1	1	1	3	1	2	4	3	5	5	1	2	3	4	1	2	4
58000	-231.331202705389472	-229.916725882298351	-1.414476823091127	0.000865291996709	0.000327382303791	0.378348933119120	0.260262062365922	1	3	4	7	6	8	8	9	11	11	20	22	23	26	26	28	30	30	32	0	1	1	1	1	2	2	3	2	2	10	9	7	12	12	12	11	11	12	1	1	2	3	3	3	3	3	4	4	3	4	6	3	3	2	5	6	5
58500	-203.872412625180260	-202.422285805408706	-1.450126819771559	0.000651767475097	0.000218971103171	0.335965066588218	0.413786722358456	0	1	3	5	6	8	8	9	10	14	19	22	24	25	28	28	29	32	33	0	1	2	3	4	3	2	3	2	4	8	10	10	12	14	12	12	12	12	1	1	1	1	1	2	3	4	3	5	8	5	4	1	3	4	3	5	6
59000	-244.034153218970857	-242.466574407864442	-1.567578811106426	0.000685243082132	0.000174771679261	0.255050629212148	0.442439481957976	1	2	5	6	7	7	8	9	11	12	20	22	24	26	27	29	27	32	32	0	1	1	3	3	3	4	5	8	3	10	10	1	11	11	11	12	12	12	1	1	1	1	1	1	1	1	1	4	6	6	9	3	3	5	2	5	5
59500	-196.979585291609681	-195.390284090241352	-1.589301201368332	0.000653391206602	0.000159925960132	0.244762951377337	0.276908647600558	2	3	6	6	6	9	8	10	10	14	18	20	25	25	26	29	29	30	33	0	1	2	2	2	1	5	7	7	2	6	6	12	12	12	12	12	12	12	1	1	2	2	1	4	1	1	1	3	4	6	4	3	3	7	5	5	7
60000	-279.555782593791605	-278.153017879127674	-1.402764714663910	0.000712100252965	0.000282513112175	0.396732217125751	0.369607088007675	1	2	6	6	4	8	7	9	9	11	20	22	23	25	28	28	28	32	33	0	1	2	1	2	3	2	6	2	8	9	5	11	11	13	11	11	11	15	1	1	1	3	1	1	2	1	2	1	5	14	2	3	2	4	4	5	2
60500	-240.872388752763527	-239.375118012498064	-1.497270740265451	0.000829536296035	0.000246015887228	0.296570371186551	0.479886180030103	2	3	5	7	6	7	9	8	10	13	19	21	24	24	28	28	29	31	33	0	1	2	1	1	3	1	1	1	4	10	10	11	11	12	12	12	12	12	1	1	1	2	1	1	3	3	2	3	2	4	2	2	5	3	4	7	3
61000	-207.934289343953338	-206.462670602269668	-1.471618741683664	0.000707809720600	0.000223918157726	0.316353606357002	0.424889726809993	1	2	5	7	6	8	8	8	10	12	18	21	24	26	25	28	29	31	33	0	1	2	3	3	5	3	1	6	5	8	8	12	13	12	12	13	14	14	1	1	1	2	1	1	2	3	1	3	5	5	1	1	3	4	3	4	3
61500	-211.619626681074095	-210.095342398624581	-1.524284282449514	0.000709363192832	0.000197783546432	0.278818450732933	0.458905510817724	1	3	6	7	4	8	8	10	10	13	19	20	23	24	27	28	28	30	33	0	1	2	3	1	4	3	6	6	6	10	10	11	11	11	11	11	11	12	1	1	2	1	2	1	1	1	1	4	5	4	3	2	2	4	3	6	7
62000	-203.608578987968542	-202.085546166775714	-1.523032821192825	0.000635669344452	0.000177722859781	0.279583814025211	0.311253748201382	0	2	4	6	4	8	8	10	10	14	16	21	23	25	26	27	27	30	33	0	1	2	3	2	3	5	7	3	4	10	9	12	12	12	12	13	13	12	1	1	1	1	1	2	2	1	3	4	1	5	1	2	4	4	2	2	8
62500	-211.237679637088121	-209.721744755418939	-1.515934881669191	0.000674023381673	0.000191437906443	0.284022649137414	0.503672590892796	1	3	5	7	5	9	7	7	10	12	20	22	24	22	27	29	28	32	33	0	1	2	2	2	8	3	5	6	7	10	10	11	11	12	12	14	11	12	1	1	1	1	1	1	1	2	1	3	5	7	2	1	2	3	4	6	6
63000	-305.823723172446932	-304.415811433533065	-1.407911738913842	0.000750873538064	0.000291537862471	0.388264931033795	0.345467392709169	-2	2	3	7	7	8	7	8	10	13	20	21	24	25	27	29	30	31	31	0	1	1	1	2	2	3	2	7	7	4	10	12	6	10	12	6	10	12	1	1	1	3	2	3	2	3	2	2	6	4	2	5	6	6	11	9	4
63500	-213.643354008599886	-212.141669551251653	-1.501684457348222	0.000740749855271	0.000217394717805	0.293479257887042	0.280195827860876	1	2	6	6	7	5	8	10	11	13	18	20	23	26	26	28	28	32	34	0	1	1	2	2	1	2	2	4	1	5	5	11	11	12	12	11	11	11	1	1	2	2	3	2	3	4	3	6	5	6	3	5	3	5	6	7	7
64000	-211.568856725034607	-209.929176912245822	-1.639679812788793	0.000785657587878	0.000176008700962	0.224027239954875	0.259022034573210	0	3	5	6	6	9	7	9	11	14	17	21	23	25	27	29	28	31	31	0	1	2	2	1	7	5	4	1	7	9	9	10	12	12	12	12	9	12	1	1	2	2	2	2	1	1	5	4	2	5	4	2	3	4	3	10	4
64500	-264.353824692280170	-262.957504911175477	-1.396319781104693	0.000535905980195	0.000218862492198	0.408397182129286	0.365303633358503	1	3	4	6	6	8	9	8	10	11	19	21	23	24	27	28	29	29	32	0	1	2	3	3	3	1	5	5	6	10	2	12	13	14	14	13	12	12	1	1	1	1	1	2	3	2	3	2	3	5	1	1	1	3	3	6	7
65000	-193.607814210467524	-192.219832840764099	-1.387981369703429	0.000360808328783	0.000153633700612	0.425804196732362	0.542214691162191	1	2	5	6	4	8	7	9	10	14	19	21	23	25	27	29	29	32	34	0	1	5	3	1	4	4	5	5	3	10	11	10	13	14	14	14	15	14	1	1	1	1	1	1	1	3	2	5	2	2	2	1	1	4	2	3	5
65500	-250.012106658446982	-248.619504746071556	-1.392601912375420	0.000386576215440	0.000160732360254	0.415784401197879	0.673229669003686	1	3	5	6	7	8	8	10	11	11	19	22	25	24	27	28	30	31	33	0	1	2	3	3	4	4	5	6	5	9	11	14	11	13	15	15	16	18	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	2	2	1
66000	-210.206797824505855	-208.798454592956006	-1.408343231549857	0.000246673377529	0.000095606807305	0.387584620047122	0.421638423818221	1	2	5	7	7	9	9	10	11	12	19	21	24	23	26	27	29	31	33	0	1	1	3	3	4	4	5	3	5	9	11	14	11	13	13	15	17	18	1	1	2	1	1	1	1	2	3	2	8	1	1	2	1	2	1	1	1
66500	-252.461600802721023	-250.971068321248595	-1.490532481472438	0.000447437592391	0.000134881216926	0.301452580693716	0.697456023193572	1	3	5	4	7	6	9	10	10	13	18	21	24	26	25	27	29	32	34	0	1	2	2	3	3	6	5	5	9	7	11	11	11	13	15	15	17	18	1	1	1	1	1	1	2	2	2	1	4	2	3	5	1	1	2	2	1
67000	-228.675987527301487	-227.187202680829330	-1.488784846472143	0.000189236106139	0.000057291751241	0.302752748458350	0.663778330239194	1	3	5	6	6	8	9	8	10	14	20	22	24	25	27	28	30	32	34	0	1	1	3	3	4	4	5	8	8	2	11	11	13	14	14	16	16	18	1	1	1	1	1	1	2	1	1	2	10	1	2	1	1	1	1	2	1
67500	-235.596369487221835	-234.151266488548941	-1.445102998672902	0.000355070342513	0.000121103171703	0.341068112999135	0.456347421958263	2	3	5	6	5	8	9	9	11	13	19	22	24	26	27	28	30	32	32	0	1	2	1	2	4	4	4	5	8	10	11	11	13	14	14	15	17	17	1	1	2	2	1	1	2	1	3	2	3	2	3	1	1	2	2	1	1
68000	-252.712171990314346	-251.339735235179461	-1.372436755134895	0.000312116960998	0.000147001874536	0.470983294423717	0.518199647735750	0	3	6	6	5	8	9	8	10	14	19	21	24	25	27	29	28	31	33	0	1	5	5	2	4	4	3	3	5	3	11	11	13	14	14	14	15	18	1	3	1	1	1	1	2	1	1	4	3	1	2	1	1	2	2	1	1
68500	-221.990422476462328	-220.544076698707329	-1.446345777755011	0.000444142707989	0.000150912878461	0.339784658730197	0.648023044884985	1	3	3	7	5	8	9	9	9	13	18	21	23	26	25	28	29	31	33	0	1	1	5	1	5	4	5	6	9	2	11	11	15	13	14	14	15	18	1	2	1	1	1	2	1	2	1	2	5	2	2	1	1	2	2	2	1
69000	-225.269849326849737	-223.755135732702286	-1.514713594147445	0.000627614740991	0.000178747035099	0.284803755272460	0.574450288678823	1	2	6	5	6	8	7	9	10	13	19	21	25	25	26	28	30	30	32	0	1	4	1	4	5	5	6	7	6	9	10	11	11	11	14	16	16	17	1	1	1	1	1	1	1	1	2	3	5	4	3	4	4	1	1	1	1
69500	-247.447850599293048	-245.932445726631869	-1.515404872661181	0.000897972854791	0.000255348447888	0.284360987668113	0.537054579869125	2	3	5	6	5	9	8	10	7	14	20	21	25	24	25	26	29	31	33	0	1	1	1	2	1	4	7	4	4	6	10	12	11	11	11	12	12	15	1	1	2	2	1	4	1	1	1	4	3	3	3	2	2	3	4	4	4
70000	-253.552947851248831	-252.052722003058847	-1.500225848189970	0.000408932436523	0.000120427242655	0.294491783725417	0.431368186629903	-2	2	5	6	7	9	8	9	11	13	17	21	23	25	27	27	29	31	31	0	1	1	2	4	4	4	5	4	6	9	3	12	9	12	12	13	12	12	1	3	3	1	1	1	1	1	4	2	2	12	1	4	3	3	3	5	6
70500	-230.024452954597677	-228.428571049551408	-1.595881905046268	0.000751392182324	0.000181704196395	0.241823378881326	0.270699302238650	2	3	4	6	6	8	9	8	8	13	18	21	25	26	27	27	29	31	32	0	1	1	3	3	2	4	2	4	7	8	8	11	11	11	11	11	11	12	1	1	1	1	1	2	2	2	1	2	5	6	3	6	5	4	4	5	6
71000	-253.926885482033583	-252.433868196979887	-1.493017285053701	0.000669976094969	0.000200743907571	0.299628462982528	0.382618738422780	1	2	5	5	6	8	8	9	9	12	18	22	24	25	28	28	29	32	34	0	1	1	1	2	2	3	3	7	6	3	8	11	12	11	12	12	12	11	1	1	1	3	2	3	1	2	1	2	7	6	3	2	4	5	3	5	7
71500	-211.704101812153255	-210.254006773819242	-1.450095038334011	0.000721481189994	0.000242415265487	0.335996653619545	0.350338569052690	1	3	6	5	6	9	8	8	10	13	19	22	24	26	27	28	29	31	34	0	1	1	2	1	4	1	2	2	1	9	10	11	11	11	11	11	11	11	1	1	2	1	3	1	3	2	4	5	6	3	3	5	5	4	4	5	10
72000	-220.362785251291456	-218.879275607614517	-1.483509643676938	0.000773006804855	0.000237133002561	0.306767031120306	0.452938647374575	1	3	4	6	6	8	8	10	11	12	18	21	24	24	27	27	29	32	34	0	1	1	3	3	4	3	4	6	7	8	8	12	12	12	12	12	12	12	1	1	1	1	1	1	2	2	1	2	3	5	2	2	3	3	3	6	9
72500	-214.080487222850024	-212.616304988755303	-1.464182234094722	0.000612284188571	0.000197629235600	0.322773704252213	0.539825842583100	1	2	4	4	6	8	9	9	11	14	20	22	25	24	27	27	28	31	33	0	1	1	1	1	5	4	2	7	6	5	10	14	12	14	11	13	17	13	1	1	1	1	2	1	2	2	1	4	7	4	1	1	2	4	1	2	3
73000	-236.540826149633489	-235.060967851631517	-1.479858298001975	0.000658113937763	0.000203770704950	0.309628307892148	0.422889154717223	1	3	5	6	6	6	9	9	10	13	19	22	25	24	24	28	30	31	32	0	1	1	1	2	3	4	3	3	6	5	10	11	11	12	12	12	15	11	1	1	2	2	2	1	2	2	2	3	5	6	2	3	1	3	3	4	6
73500	-214.883893458452576	-213.397824102306799	-1.486069356145785	0.000637793530659	0.000194400742889	0.304801998679114	0.437110843291067	0	2	5	3	6	8	9	10	9	13	20	20	22	25	26	28	29	31	33	0	1	4	2	3	1	3	2	5	2	8	10	12	11	13	12	11	11	11	1	1	1	1	1	4	3	5	2	4	5	3	1	2	2	4	5	5	8
74000	-216.974957865806232	-215.323364799702262	-1.651593066103973	0.000958731439976	0.000210585374777	0.219650014588769	0.252807703314836	1	3	6	5	4	9	8	10	9	13	18	21	23	25	26	29	29	30	34	0	1	1	1	1	2	5	2	2	4	9	10	11	12	12	12	12	12	11	1	1	3	2	1	3	1	3	4	5	4	4	2	2	3	5	4	3	10
74500	-235.727219641678545	-234.192858697629589	-1.534360944048944	0.000657512518104	0.000179391172315	0.272833090437067	0.385777639239242	0	3	5	6	6	9	7	9	11	12	18	22	23	25	28	27	29	31	33	0	1	2	3	3	5	3	5	5	4	9	10	12	12	13	13	12	16	12	1	1	1	1	1	1	1	1	2	2	4	6	1	1	4	2	3	3	5
75000	-208.280817637100284	-206.814782195171944	-1.466035441928332	0.000392326703030	0.000125992013802	0.321140551558126	0.959585926974749	1	3	5	7	7	9	8	8	10	12	19	21	23	25	28	29	29	31	33	0	1	2	3	3	4	4	5	8	8	10	11	11	13	14	14	15	17	18	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1
75500	-240.298928048352792	-238.708920299274354	-1.590007749078429	0.000293203694229	0.000071671770689	0.244443614114852	0.332614817837823	1	2	5	6	6	9	8	10	9	11	19	21	24	25	27	27	30	32	33	0	1	2	3	2	2	4	3	3	8	3	11	11	13	14	14	14	16	15	1	1	2	1	1	3	2	1	2	1	6	1	3	1	2	2	2	3	2
