step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
25500	-217.648434199727603	-224.503922150686975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518627061063309	0	12	15	13	15	15	19	18	16	17	19	19	20	22	23	23	25	26	25	24	30	36	43	51	53	56	57	57	59	59	64	0	1	2	0	2	2	10	2	4	2	6	9	12	11	12	13	11	19	8	0	19	19	22	23	24	25	26	24	27	27	29	1	5	1	1	1	2	1	3	2	2	2	2	1	2	2	2	3	1	3	1	3	6	3	4	1	1	1	3	1	1	1
26000	-217.294649980158653	-224.150137931118024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.349729815988421	-1	11	16	14	15	16	17	19	16	18	20	19	20	23	22	24	25	25	24	25	30	35	43	51	53	55	57	57	59	60	64	0	1	5	0	2	2	2	3	4	2	6	9	9	11	9	15	6	19	8	0	18	19	22	23	24	25	25	24	27	27	29	1	5	1	1	2	3	2	1	2	3	2	1	2	1	4	1	3	1	3	1	2	6	4	3	1	1	2	4	1	1	2
26500	-239.773001137241238	-246.628489088200610	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424713348632801	0	11	15	14	16	16	18	19	17	17	21	20	20	22	23	25	24	25	24	26	31	36	43	50	52	55	56	56	59	60	64	0	1	2	0	2	2	2	3	4	3	6	9	4	6	9	13	5	19	3	0	18	19	22	23	24	25	24	24	25	26	29	1	6	3	1	2	2	2	2	1	1	3	1	2	4	2	2	4	1	4	1	2	5	4	3	1	2	4	2	5	2	3
27000	-230.709750570506174	-237.565238521465545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.337056238918541	0	10	15	12	16	16	18	18	16	17	19	20	19	21	19	23	25	26	24	25	31	36	43	50	52	55	55	57	59	59	64	0	1	2	0	2	2	10	5	4	3	2	15	9	11	9	13	3	19	8	0	18	19	22	23	24	24	25	26	27	27	29	1	5	2	1	3	2	1	2	2	1	5	1	1	1	2	2	4	1	2	1	3	6	4	4	1	2	1	1	1	2	2
27500	-228.615491162431852	-235.470979113391223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472353811137275	0	11	13	13	15	16	18	17	17	16	20	19	20	22	22	24	24	24	21	26	29	36	45	49	53	54	56	57	58	59	63	0	1	2	0	3	2	10	2	4	2	8	9	12	11	12	13	10	19	8	0	18	19	22	23	24	24	26	25	25	27	29	1	5	2	1	2	2	1	3	2	3	2	2	1	1	1	3	4	1	2	1	3	6	4	3	2	2	1	2	3	1	2
28000	-220.654472034649501	-227.509959985608873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430298834142135	-1	11	15	13	16	17	19	19	17	17	19	19	19	22	22	24	25	26	24	26	30	35	44	51	52	55	57	57	59	60	63	0	1	2	0	2	3	10	3	4	2	2	9	9	11	12	13	8	19	8	0	18	19	22	23	24	25	25	24	27	28	29	1	6	1	1	2	1	2	2	3	3	4	1	2	2	2	2	3	1	2	1	2	5	4	3	1	2	2	3	1	2	2
28500	-235.490481141508241	-242.345969092467612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639397993930455	0	12	14	14	15	17	19	17	17	17	19	18	20	20	22	22	22	26	23	27	30	35	44	50	52	56	55	57	59	59	63	0	1	2	0	2	2	10	3	4	2	6	9	9	11	12	13	10	19	8	0	18	21	22	23	24	27	25	26	26	26	29	1	5	1	1	1	2	1	2	2	4	1	1	3	1	2	1	2	2	3	1	3	3	6	4	1	1	1	1	1	2	2
29000	-215.023082085420100	-221.878570036379472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440253210704122	0	11	15	14	16	17	18	18	18	17	21	19	20	22	23	24	25	26	24	27	31	35	45	50	52	55	54	57	59	60	64	0	1	2	0	3	2	2	3	4	2	6	9	9	11	9	13	6	19	2	0	19	19	22	23	24	27	24	26	27	27	30	1	5	2	1	1	4	3	2	2	4	2	1	1	1	2	2	4	1	7	1	4	5	6	2	2	1	2	1	2	4	2
29500	-239.663541747114607	-246.519029698073979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380983629424078	-3	11	15	12	14	16	18	19	17	17	21	18	21	22	23	25	26	26	23	26	30	33	43	51	53	55	55	57	56	60	63	0	1	5	0	2	2	2	3	4	2	6	9	9	6	9	13	6	8	8	0	18	19	22	23	24	25	25	26	27	26	30	1	7	1	1	1	2	3	3	3	2	2	1	2	2	4	2	5	4	2	1	2	2	5	4	1	1	1	1	1	3	1
30000	-221.666552138625917	-228.522040089585289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470056781401329	-1	11	16	14	14	14	17	18	16	19	20	19	20	22	21	25	25	26	24	26	29	35	44	52	53	55	55	56	58	60	63	0	1	5	0	2	2	2	5	4	7	6	9	9	11	9	13	11	19	8	0	19	19	22	23	24	24	25	24	24	27	29	1	7	1	1	1	1	2	1	1	1	3	3	2	1	2	3	2	1	3	1	2	6	4	4	1	1	1	2	3	3	3
30500	-221.581180742859658	-228.436668693819030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438933908374471	0	11	14	13	15	15	18	19	18	18	20	20	21	22	22	24	25	26	23	27	29	36	44	50	52	56	55	57	58	61	63	0	1	2	0	3	2	2	2	4	2	6	9	9	11	9	13	7	19	2	0	18	19	22	23	24	27	25	26	26	27	29	1	5	2	1	1	2	3	3	3	3	2	1	2	1	3	2	4	1	7	1	2	7	3	3	1	1	1	1	1	3	3
31000	-221.012554537752095	-227.868042488711467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480698359644924	-1	10	16	12	14	16	17	17	15	18	20	20	21	22	22	24	26	26	24	26	31	35	43	51	52	55	57	57	57	59	64	0	1	5	0	2	2	2	3	4	7	6	9	12	11	9	13	19	19	8	0	18	19	22	23	24	24	25	26	26	25	30	1	4	1	1	2	3	3	1	1	1	2	2	1	1	3	2	1	1	5	1	3	5	3	5	1	2	2	1	1	4	2
31500	-220.291981726948450	-227.147469677907822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440035338783434	-1	11	16	14	15	15	17	18	16	18	18	19	20	23	22	23	25	25	24	26	30	36	45	50	52	55	57	55	58	60	63	0	1	5	0	2	2	2	2	4	2	2	9	12	11	12	13	2	19	8	0	19	19	22	23	24	24	26	24	28	27	29	1	6	1	1	2	2	2	2	2	4	3	1	1	2	1	2	6	1	4	1	2	6	4	2	1	3	1	3	2	2	2
32000	-232.808408953746437	-239.663896904705808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487775762916013	-3	12	16	13	15	17	18	18	16	18	21	20	20	23	23	24	25	25	23	26	30	35	44	50	53	52	57	56	58	60	63	0	1	5	0	2	2	2	3	4	2	2	9	9	11	9	9	11	19	8	0	18	19	22	23	24	24	25	26	27	29	30	1	6	1	1	2	3	3	1	2	2	5	2	2	1	4	3	2	1	1	1	3	6	4	3	2	1	2	2	1	1	1
32500	-218.494098401740388	-225.349586352699760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476858550250365	-1	12	14	13	16	16	17	17	17	18	21	20	21	23	22	25	25	26	24	26	31	36	45	50	53	54	57	56	59	59	63	0	1	2	0	3	2	2	3	4	7	6	9	9	11	13	13	11	19	8	0	19	19	22	23	24	24	26	26	26	25	30	1	6	1	1	1	2	3	2	2	1	3	2	2	2	1	2	2	1	4	1	4	5	4	3	2	2	2	1	2	2	2
33000	-230.841783613034806	-237.697271563994178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384821564668478	-1	12	15	10	15	17	19	18	16	19	20	19	20	21	22	24	25	25	23	26	29	34	44	51	53	56	56	57	59	59	63	0	1	2	0	2	2	2	3	4	2	6	9	9	6	12	13	2	19	8	0	18	19	22	23	24	25	25	27	26	27	29	1	7	2	1	2	2	3	1	3	2	1	1	3	2	2	2	5	1	2	1	2	5	6	3	1	2	1	1	2	2	2
33500	-222.998184089746843	-229.853672040706215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.356405711342086	-1	11	16	13	15	16	19	18	15	17	20	19	20	22	22	23	25	26	25	25	30	36	44	51	52	55	56	57	58	60	64	0	1	5	0	2	2	10	3	4	2	6	9	9	11	9	13	10	19	2	0	19	19	22	23	24	25	25	24	28	28	28	1	5	1	1	1	2	1	1	1	4	2	2	2	2	4	1	4	1	6	1	3	5	3	4	1	1	2	3	1	1	5
34000	-235.878522886425202	-242.734010837384574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.365151473915067	-1	11	14	13	16	15	18	19	17	17	19	19	21	20	22	23	25	25	24	26	31	36	44	52	52	56	56	55	58	61	62	0	1	2	0	3	2	10	3	4	2	2	9	9	11	12	13	8	2	8	0	18	18	22	23	23	24	25	25	26	28	27	1	7	1	1	1	2	1	3	2	3	6	1	1	1	2	1	4	9	3	1	3	6	4	4	3	2	3	2	1	2	3
34500	-229.610381491702469	-236.465869442661841	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417026836656474	0	10	16	14	15	16	18	18	17	18	19	20	19	23	22	23	25	25	22	26	30	36	44	49	52	55	57	56	58	59	63	0	1	5	0	2	2	2	2	4	2	6	9	9	11	12	13	7	2	2	0	19	19	22	23	23	25	25	26	25	25	30	1	4	1	1	3	3	3	3	2	4	2	2	1	2	1	2	4	6	5	1	4	7	4	2	3	1	2	1	2	4	2
35000	-236.201971078795054	-243.057459029754426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426683251039295	0	12	14	12	16	13	17	18	17	19	20	19	19	22	21	24	26	25	23	27	30	35	44	50	52	56	54	54	57	59	62	0	1	2	0	3	2	2	3	4	7	6	9	4	11	12	9	2	2	8	0	18	18	22	23	24	24	25	25	24	26	29	1	6	1	1	1	1	2	1	2	1	3	1	4	1	1	4	4	6	2	1	3	5	4	3	1	3	1	1	4	1	3
35500	-218.347556497154272	-225.203044448113644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454996044834523	0	12	14	13	16	17	17	17	18	18	20	20	20	22	22	23	25	25	24	27	30	36	44	49	52	55	57	56	58	61	63	0	1	2	0	3	2	2	2	4	7	6	9	9	11	12	13	6	19	2	0	18	19	22	22	24	25	25	24	27	28	30	1	5	1	1	1	3	2	2	2	1	2	1	1	2	1	2	4	1	5	1	3	6	5	4	2	2	2	3	1	2	1
36000	-210.892825610216306	-217.748313561175678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480712580977049	-1	11	16	14	15	16	17	19	17	19	20	19	21	22	21	23	24	26	24	26	30	36	45	51	53	55	57	57	58	61	63	0	1	5	0	2	2	2	2	4	7	6	9	12	11	12	13	11	19	8	0	18	19	22	23	24	24	25	26	27	24	29	1	6	1	1	2	2	2	2	1	1	4	1	1	1	1	1	2	1	2	1	2	6	6	3	1	2	2	1	1	6	2
36500	-225.466609248567295	-232.322097199526667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.355922714316717	-2	12	15	14	14	17	19	19	17	19	20	19	20	22	23	25	26	25	24	26	30	35	43	50	52	55	55	57	59	60	62	0	1	5	0	2	2	2	3	4	2	6	9	9	11	9	13	7	2	8	0	19	18	22	23	24	24	24	26	24	28	29	1	5	1	1	1	2	6	2	2	3	2	1	2	1	2	3	3	7	4	1	3	4	4	3	1	2	2	1	3	2	2
37000	-219.052820339660371	-225.908308290619743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413231334337539	-1	11	16	13	16	16	18	19	18	19	21	20	20	23	23	24	25	26	23	26	29	35	43	51	53	55	56	57	58	60	63	0	1	2	0	2	2	2	3	4	6	6	9	9	11	9	13	3	2	8	0	18	18	22	23	24	25	25	27	27	27	29	1	5	3	1	3	3	5	1	2	2	3	1	1	1	2	2	5	7	2	1	2	3	4	4	1	1	1	1	1	2	3
37500	-219.664825248471999	-226.520313199431371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461721212761967	-1	11	15	13	16	17	19	17	18	17	20	20	20	22	21	25	22	26	24	26	29	36	45	52	53	54	57	57	57	58	63	0	1	2	0	3	3	10	3	4	2	6	9	9	11	12	13	2	19	2	0	19	19	22	23	24	24	26	24	24	27	29	1	5	2	1	1	1	1	1	3	2	1	1	1	1	1	2	5	1	5	1	2	4	4	3	1	1	2	3	2	1	2
38000	-226.210900436868798	-233.066388387828169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382725435628468	0	10	16	13	14	15	16	18	17	18	20	19	21	23	22	23	23	25	23	27	30	36	44	50	52	55	57	57	58	60	63	0	1	5	0	2	2	2	2	4	2	6	9	9	11	12	13	8	19	2	0	19	19	22	23	24	25	25	26	26	27	29	1	4	1	1	2	2	2	4	3	3	3	1	2	2	2	1	2	2	5	1	3	5	4	4	1	2	1	1	1	1	2
38500	-229.172768360297624	-236.028256311256996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477841186498908	-1	10	13	13	15	16	17	18	16	18	20	19	20	22	23	24	24	25	24	24	29	36	45	50	52	54	55	56	59	60	63	0	1	2	0	2	2	2	3	4	7	6	4	9	11	12	13	7	19	8	0	18	19	22	23	24	25	24	25	26	29	29	1	5	1	1	2	3	3	3	1	1	1	3	2	1	3	2	4	1	3	1	2	4	5	2	1	2	2	2	3	1	1
39000	-238.390518437037457	-245.246006387996829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366212648779302	0	11	14	13	14	16	19	18	17	18	19	20	21	21	22	24	25	26	25	27	30	34	45	52	51	53	56	57	58	60	64	0	1	2	0	2	2	10	5	4	2	6	9	9	11	9	12	6	19	8	0	18	19	22	23	23	24	24	24	28	29	29	1	5	1	1	3	3	1	2	4	3	2	2	2	1	3	3	6	1	3	1	3	4	6	2	3	1	2	2	1	1	4
39500	-233.263696911915758	-240.119184862875130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366786421609673	-1	11	16	13	14	17	17	18	17	17	20	20	18	22	22	24	24	25	23	26	31	36	44	51	52	55	56	56	58	60	62	0	1	5	0	2	3	2	3	4	2	6	13	4	2	12	13	7	19	8	0	18	19	22	23	22	24	26	26	27	27	25	1	8	1	1	2	1	3	1	2	3	1	1	3	6	1	3	3	1	2	1	4	5	3	3	7	2	1	1	1	2	5
40000	-222.078671381576243	-228.934159332535614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434690119349827	0	11	15	13	14	14	18	18	18	17	20	19	20	22	23	23	24	26	25	26	30	36	45	51	53	55	56	56	58	58	63	0	1	5	0	2	2	10	3	4	2	2	9	9	11	9	13	11	19	8	0	18	19	22	23	23	24	26	26	27	27	29	1	5	1	1	1	2	1	1	2	3	3	1	2	1	3	1	2	1	3	1	2	3	3	4	4	2	1	1	1	1	2
40500	-218.012666090584389	-224.868154041543761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444100511518923	-1	12	15	14	14	16	18	19	18	18	19	19	20	23	22	24	25	25	23	26	29	35	45	51	51	53	56	56	58	60	63	0	1	5	0	2	2	2	10	4	2	6	9	12	11	12	13	10	19	8	0	18	19	22	23	23	25	26	26	27	27	29	1	5	1	1	1	2	3	1	2	3	2	1	1	2	2	2	4	1	1	1	2	7	5	3	3	1	1	1	1	2	2
41000	-227.177806227661108	-234.033294178620480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414139449088722	-2	11	15	12	16	16	18	18	17	19	20	19	19	21	23	24	25	25	24	26	30	36	45	51	52	54	56	56	58	60	63	0	1	2	0	2	2	2	5	4	7	6	9	4	6	13	13	7	19	2	0	18	19	22	23	23	25	25	26	26	29	25	1	6	2	1	3	2	4	1	2	1	2	1	3	3	2	3	4	1	7	1	2	7	5	3	4	1	2	1	2	1	5
41500	-238.926388289017098	-245.781876239976469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.386375886463830	-1	12	16	13	15	16	18	17	17	17	20	19	20	22	22	24	24	26	25	26	31	35	43	51	52	55	55	57	58	58	63	0	1	5	0	2	2	2	2	4	6	2	9	4	11	12	12	11	19	8	0	18	19	22	23	23	24	24	27	25	27	26	1	6	1	1	2	2	5	4	2	1	5	2	3	1	1	2	2	1	3	1	2	5	4	3	5	1	2	1	3	2	5
42000	-233.189186227593723	-240.044674178553095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419856190246963	-1	12	16	14	15	15	19	17	17	17	19	19	20	22	21	21	25	26	24	27	29	34	45	51	51	53	56	56	58	58	64	0	1	5	0	2	2	2	2	4	2	2	9	9	11	12	9	7	19	8	0	18	19	22	23	23	25	26	26	25	28	27	1	5	1	1	1	2	3	2	1	3	4	1	2	2	1	2	3	2	4	1	1	4	4	3	3	1	1	2	3	1	5
42500	-217.198696968633499	-224.054184919592871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588317276042835	-1	11	15	13	15	16	16	16	18	18	20	20	20	23	22	24	24	26	23	26	30	34	45	50	53	55	56	56	58	61	63	0	1	2	0	2	2	2	3	4	7	6	9	9	11	12	13	11	19	8	0	18	18	22	23	24	25	24	25	27	26	30	1	5	2	1	2	2	2	1	3	1	2	1	1	2	1	2	2	2	3	1	2	2	6	2	2	1	3	2	2	3	1
43000	-217.931998151893538	-224.787486102852910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493909113912584	-2	11	14	13	16	17	17	17	18	18	21	19	20	22	23	24	25	25	24	25	29	35	45	52	51	55	55	57	56	60	62	0	1	2	0	3	2	2	3	4	2	6	9	9	11	9	13	6	19	2	0	18	19	22	25	23	24	25	27	25	26	30	1	5	2	1	1	3	3	1	2	3	2	1	1	1	2	2	3	1	6	1	2	5	4	1	3	1	2	1	2	2	1
43500	-223.034819693910066	-229.890307644869438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509095246005086	0	12	16	13	13	16	17	18	17	18	19	19	21	22	23	24	24	25	24	27	27	35	45	52	50	56	54	57	58	60	62	0	1	5	0	2	2	2	3	4	7	6	9	9	2	12	13	3	19	2	0	18	19	22	25	23	27	25	27	25	27	30	1	5	2	1	1	2	2	1	2	1	2	1	3	3	2	1	4	1	5	1	1	5	6	1	2	1	2	1	3	3	1
44000	-232.224219230499244	-239.079707181458616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.349733899446621	-1	12	15	13	14	16	17	18	17	19	20	19	20	22	20	23	24	25	24	26	29	35	43	52	51	55	57	56	59	58	63	0	1	5	0	2	2	2	5	4	2	2	9	12	11	9	13	6	19	2	0	19	19	22	25	23	24	26	26	27	24	30	1	6	1	1	1	2	4	2	2	4	4	1	1	2	2	2	3	1	6	1	3	5	5	1	5	1	1	1	2	2	3
44500	-220.601505476937291	-227.456993427896663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492535911949316	0	10	16	13	14	16	18	17	17	19	20	18	20	22	22	24	25	25	23	26	30	35	44	52	51	55	55	56	57	60	63	0	1	5	0	2	2	2	3	4	7	6	9	9	11	9	13	2	19	2	0	18	19	22	25	23	25	24	27	27	26	29	1	4	1	1	2	3	3	1	2	1	1	1	2	1	3	2	6	2	5	1	2	7	6	1	3	2	2	1	1	2	4
45000	-232.010653014357075	-238.866140965316447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359144008717447	-1	11	14	13	15	17	16	18	17	19	19	19	20	22	23	24	25	26	24	27	30	36	43	51	52	55	55	56	58	60	62	0	1	2	0	2	2	2	3	4	7	6	9	4	11	12	13	8	19	2	0	18	19	22	23	24	24	23	25	26	29	27	1	6	2	1	1	4	2	2	2	2	1	1	4	2	2	2	3	1	5	1	2	6	3	4	1	2	5	2	1	1	4
45500	-238.841941242517890	-245.697429193477262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371264348131813	0	12	15	13	16	17	19	18	17	18	20	20	19	22	22	24	23	25	24	25	31	35	44	52	53	54	57	57	58	61	64	0	1	2	0	2	2	2	3	4	2	2	9	9	11	9	13	11	19	2	0	19	19	22	23	24	25	25	25	28	27	26	1	5	1	1	1	3	4	1	3	2	4	2	1	1	2	2	1	1	4	1	4	6	4	5	1	1	3	1	1	2	5
46000	-224.512002531737892	-231.367490482697264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417010320481645	-1	12	16	12	15	17	18	18	17	19	20	19	21	22	23	25	26	25	24	26	30	36	44	49	52	55	57	56	59	61	61	0	1	5	0	2	2	2	3	4	7	6	9	9	11	12	13	3	8	2	0	18	18	22	23	24	24	26	26	26	27	29	1	6	1	1	2	3	3	1	3	1	2	1	2	1	3	2	5	3	4	1	2	6	3	4	1	3	1	1	2	3	1
46500	-242.028819799651188	-248.884307750610560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400607041562816	0	12	16	13	14	16	19	18	17	17	19	19	20	22	22	25	25	26	23	27	28	35	42	49	52	55	57	57	59	60	63	0	1	5	0	2	2	2	2	4	2	6	9	9	11	9	13	7	19	2	0	18	18	22	23	24	24	25	26	27	28	27	1	7	1	1	1	2	5	2	3	3	1	2	1	1	4	2	2	1	6	1	1	3	3	3	1	3	3	1	1	1	4
47000	-230.087009097523548	-236.942497048482920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425301849032954	0	12	14	14	16	17	18	17	17	17	20	19	20	20	21	23	25	25	23	25	29	35	43	48	52	55	57	56	57	60	64	0	1	2	0	2	2	2	3	4	2	6	9	4	6	12	13	3	19	8	0	18	19	22	23	24	25	26	26	25	27	30	1	5	1	1	3	3	3	2	2	3	1	1	3	2	1	1	5	1	3	1	2	5	3	2	3	1	1	1	2	1	2
47500	-229.629157346992969	-236.484645297952341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359929646023436	-1	10	16	12	15	16	19	18	17	18	20	19	21	22	22	25	25	26	24	27	28	35	43	52	53	55	57	57	59	59	64	0	1	5	0	2	2	2	5	4	2	2	9	9	11	12	13	2	19	2	0	19	19	22	23	24	25	25	24	27	28	29	1	6	1	1	2	2	4	2	3	2	4	1	1	1	2	2	8	1	7	1	2	6	5	5	1	1	2	2	1	1	2
48000	-221.039784115972907	-227.895272066932279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605032293756715	0	11	15	14	15	16	16	17	17	19	20	19	20	22	23	24	26	26	25	26	31	34	44	51	52	55	57	57	58	61	61	0	1	2	0	2	2	2	3	4	7	6	9	12	11	12	13	19	19	8	0	18	19	22	23	24	24	26	26	28	26	29	1	5	2	1	2	2	2	1	2	1	3	1	1	1	2	3	1	1	4	1	3	4	4	3	1	3	1	1	1	2	1
48500	-238.259465613184773	-245.114953564144145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470619472986598	-1	12	15	14	16	17	19	17	17	18	20	19	20	22	23	24	25	25	23	25	31	35	45	51	52	55	56	56	57	60	63	0	1	2	0	3	2	2	2	4	2	6	9	4	6	12	9	6	19	8	0	18	19	22	23	23	24	25	26	26	27	24	1	7	1	1	1	3	2	2	2	2	2	1	4	3	1	3	4	1	2	1	4	4	5	3	2	1	2	1	2	2	4
49000	-219.237350039460438	-226.092837990419810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.339905823697962	-1	11	15	13	14	15	16	19	17	18	20	19	20	23	22	25	25	25	24	25	31	35	44	51	52	54	56	56	58	60	64	0	1	5	0	2	2	2	3	4	7	6	9	9	6	9	13	11	8	2	0	19	19	22	23	24	25	24	26	27	29	27	1	6	1	1	2	2	2	2	2	2	2	1	2	3	2	2	3	2	5	1	3	4	4	3	1	1	3	1	1	1	4
49500	-222.752281711617144	-229.607769662576516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.336143529628539	-1	12	14	13	16	16	19	18	17	18	19	20	20	22	22	25	26	26	24	26	30	36	45	51	53	55	55	56	59	60	63	0	1	2	0	3	2	2	3	4	2	6	9	4	11	9	4	19	19	2	0	19	19	22	23	24	25	25	27	27	26	29	1	5	1	1	1	2	3	3	2	3	1	3	3	1	2	5	1	1	6	1	3	6	4	4	1	1	1	1	2	2	2
50000	-227.939206313842618	-234.794694264801990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454005368335847	0	12	15	12	14	16	18	18	17	17	20	18	20	22	19	25	26	25	24	26	29	35	43	50	52	56	55	55	57	60	63	0	1	5	0	2	2	2	2	4	2	6	9	9	11	9	13	19	19	3	0	18	19	22	23	24	24	25	24	26	27	29	1	4	1	1	1	2	3	3	3	1	2	1	1	1	1	2	1	1	5	1	2	5	3	3	1	3	2	3	1	3	3
50500	-221.812002024657517	-228.667489975616888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492319469278583	-1	12	15	13	15	16	19	18	17	18	20	19	20	22	21	24	25	25	23	26	31	35	45	51	52	56	56	57	58	60	64	0	1	2	0	2	2	3	3	4	2	6	9	9	11	12	13	10	19	3	0	19	21	22	23	24	24	25	27	27	27	27	1	6	2	1	1	2	3	1	2	5	1	2	1	1	1	2	3	1	4	1	4	2	6	2	1	2	2	1	1	1	4
51000	-217.072492565356129	-223.927980516315500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378897065487346	-1	12	16	13	14	15	19	18	17	18	20	19	20	23	22	24	23	26	24	26	30	35	44	51	52	55	57	56	57	60	64	0	1	5	0	2	2	10	3	4	2	6	9	12	11	12	13	3	19	2	0	19	19	22	23	24	25	25	26	25	29	29	1	5	1	1	1	2	1	1	3	3	3	1	1	1	2	1	4	1	6	1	3	5	3	3	1	1	2	1	2	2	3
51500	-229.986944032621608	-236.842431983580980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512355650257292	-1	12	13	13	16	15	18	18	17	17	20	19	20	22	22	24	26	25	24	25	28	35	45	51	53	54	55	57	58	60	64	0	1	2	0	3	2	10	2	4	2	6	9	4	11	9	15	8	8	8	0	18	19	22	23	24	24	25	25	27	25	29	1	6	1	1	2	2	1	4	1	2	4	2	3	2	3	1	4	2	3	1	2	5	5	3	1	2	1	2	2	5	3
52000	-227.473854951604920	-234.329342902564292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397017749937360	-1	11	15	13	16	17	17	18	17	19	19	19	20	23	22	24	26	25	23	26	30	36	45	50	52	54	55	55	59	60	61	0	1	2	0	3	3	3	3	4	2	6	9	9	11	12	13	14	19	8	0	18	19	22	23	24	25	25	26	26	26	29	1	5	2	1	1	1	1	1	2	3	2	1	2	3	1	2	2	1	1	1	2	6	5	2	1	1	1	1	2	3	1
