step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
1	-3902.712624390243491	-3909.568112341202777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.899461564023993	1	9	6	11	9	23	9	11	12	18	12	18	21	23	19	27	24	32	25	33	33	33	30	37	33	40	36	34	36	41	39	40	46	45	37	43	40	40	37	41	43	46	47	49	53	58	48	57	53	58	57	60	57	64	63	59	60	61	62	71	65	66	68	68	72	69	70	70	72	81	82	77	83	86	87	89	93	93	99	98	106	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	4	2	2	2	3	2	3	4	4	3	5	4	5	4	6	6	6	5	6	6	7	6	6	6	7	7	7	8	8	6	7	7	7	6	7	7	8	8	8	9	10	8	10	9	10	10	10	10	11	11	10	10	10	10	12	11	11	11	11	12	12	12	12	12	14	14	13	14	14	15	15	16	16	17	16	18
500	-846.430333175235774	-853.285821126195174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.301584073218298	2	11	5	7	11	24	12	8	8	19	13	18	21	22	20	24	26	27	25	30	25	30	22	35	31	37	32	31	35	40	27	42	48	46	33	27	39	35	23	37	41	45	42	34	54	54	44	55	45	55	55	61	57	59	62	56	45	50	57	71	59	63	67	69	70	67	70	65	73	82	83	78	69	83	88	82	89	82	100	100	106	0	1	1	1	3	12	3	1	3	9	8	11	3	12	2	10	23	21	14	17	8	15	5	28	8	18	22	18	28	38	39	17	19	29	6	0	29	22	0	23	38	39	13	36	58	36	0	22	44	36	36	43	36	36	40	43	0	40	36	49	44	36	43	57	0	49	68	44	57	36	69	57	0	0	73	73	59	0	59	0	73	1	2	1	1	1	2	1	1	1	2	1	2	4	1	2	2	1	1	1	1	3	2	2	1	4	2	1	1	1	2	1	2	3	2	2	1	1	1	1	4	1	4	4	2	1	6	1	5	2	6	6	2	6	8	8	3	1	2	9	6	4	7	4	6	1	6	1	8	8	12	3	12	1	1	2	4	7	1	14	1	9
1000	-810.864955369306927	-817.720443320266327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348338800462352	-2	0	1	11	5	19	5	11	9	14	5	11	21	18	19	23	21	31	22	32	30	32	23	36	33	34	33	33	35	41	36	37	43	43	38	29	39	35	30	39	46	49	48	42	50	46	43	56	48	59	58	58	56	65	59	56	46	59	64	70	59	66	70	63	68	68	71	64	73	79	82	78	76	75	82	89	95	95	100	99	104	0	1	1	2	3	9	3	11	3	2	2	11	1	8	10	13	9	6	14	13	14	16	17	28	14	12	16	18	12	38	39	23	25	18	25	0	6	22	0	32	27	39	40	36	40	36	0	41	46	46	44	43	49	44	40	40	0	45	36	53	44	46	52	57	0	44	51	36	57	46	65	57	0	0	73	73	74	0	29	0	73	1	1	1	2	1	1	1	1	1	2	1	2	4	1	1	1	2	2	1	3	2	2	1	1	2	2	2	1	6	2	1	2	3	3	1	1	4	1	1	1	2	4	2	2	4	5	1	2	1	4	4	3	1	6	4	3	1	2	9	3	3	4	2	3	1	4	2	9	7	9	2	10	1	1	2	3	6	1	18	1	7
1500	-743.787359130289929	-750.642847081249329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486204314196446	-6	7	1	7	11	23	10	12	10	16	11	16	21	23	16	29	25	21	26	28	32	32	30	37	22	41	35	31	37	43	41	38	40	44	33	32	40	38	36	39	40	44	45	44	52	60	45	58	48	58	58	61	54	64	54	59	45	60	59	64	61	68	61	62	71	71	64	72	73	81	79	77	78	70	84	85	92	92	100	99	106	0	1	1	3	2	2	3	2	3	2	4	11	15	8	2	5	13	12	14	13	14	13	13	28	11	21	22	18	28	38	39	20	6	29	6	0	24	22	0	10	38	39	20	36	43	36	0	41	44	44	44	40	44	59	43	40	0	45	36	44	50	46	55	57	0	61	50	36	57	60	65	57	0	0	73	73	74	0	74	0	73	1	3	1	2	1	4	1	1	2	2	1	1	1	2	1	3	1	1	1	1	2	3	2	1	3	1	1	2	1	1	1	2	3	1	2	1	1	1	1	3	1	2	3	2	1	5	1	2	1	2	2	3	2	1	2	4	1	1	5	3	1	2	2	3	1	3	2	10	7	3	2	9	1	1	2	2	5	1	13	1	6
2000	-699.492455063402986	-706.347943014362386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440009259447460	-3	3	4	10	9	20	11	12	7	14	12	17	19	23	17	23	24	28	25	30	29	29	26	33	35	39	34	29	38	43	39	37	41	39	32	31	41	39	31	40	44	45	49	51	51	57	48	54	54	55	57	59	57	65	61	55	48	60	62	71	63	63	68	66	72	69	71	67	75	78	83	79	76	75	83	84	92	92	101	98	107	0	1	1	2	9	12	3	2	3	1	2	8	9	8	10	3	13	8	6	17	8	15	13	28	14	8	22	12	24	38	39	23	21	24	19	0	29	27	0	23	27	39	40	36	40	36	0	41	44	36	49	45	36	61	52	32	0	45	49	59	46	44	52	57	0	59	61	36	57	62	65	57	0	0	73	73	74	0	74	0	73	1	1	1	1	1	1	1	2	1	4	2	1	2	2	1	3	1	2	1	2	3	2	2	1	2	4	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	5	1	3	1	2	1	5	1	2	4	1	1	2	1	2	1	1	1	2	1	3	1	2	2	9	7	3	2	9	1	1	2	2	4	1	10	1	5
2500	-684.370014635920484	-691.225502586879884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550916406681420	-4	2	8	7	4	20	9	12	11	20	6	19	16	16	17	21	23	29	25	30	32	29	24	28	30	39	32	34	31	42	39	28	42	44	37	38	37	34	34	36	42	45	48	44	52	58	49	58	50	60	56	59	57	55	61	59	44	57	59	62	66	68	63	65	67	65	70	72	73	78	78	79	78	74	88	88	84	95	99	100	101	0	1	1	2	1	8	5	11	5	13	2	8	3	8	9	15	9	6	14	17	25	16	5	6	14	12	22	24	24	22	39	17	21	29	25	0	29	22	0	17	38	39	32	36	40	44	0	30	44	53	49	43	36	36	45	43	0	45	44	46	53	59	56	57	0	49	61	36	57	62	65	57	0	0	73	73	74	0	74	0	73	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	3	2	2	2	1	1	1	3	1	1	2	3	2	1	2	1	1	2	1	2	2	2	1	3	1	2	1	1	2	3	3	3	1	2	1	1	3	1	1	2	1	3	1	3	1	8	6	3	2	7	1	1	2	2	2	1	8	1	3
3000	-674.745866365960978	-681.601354316920379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518379990488774	-2	6	3	11	8	21	2	12	11	18	13	18	16	17	21	26	26	26	25	34	29	32	29	27	28	41	37	29	38	43	40	41	45	42	34	41	33	36	34	37	44	47	45	51	48	57	47	48	49	55	58	56	55	59	57	60	48	60	55	72	63	66	68	68	74	70	58	73	72	79	85	78	78	70	84	88	90	94	100	96	105	0	1	7	1	3	12	1	2	5	5	2	11	3	8	10	10	9	14	8	13	19	16	13	12	19	11	22	18	37	38	39	20	21	37	21	0	24	22	0	17	38	31	40	36	43	59	0	30	36	36	44	45	36	44	45	52	0	52	44	46	53	53	52	57	0	53	44	59	57	68	65	57	0	0	73	75	74	0	74	0	76	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	3	2	2	3	2	2	2	1	1	4	1	1	1	2	1	2	2	1	1	1	1	1	1	2	3	2	2	2	1	1	1	1	2	3	1	2	2	1	2	1	1	1	1	3	1	2	2	3	1	2	2	3	5	1	2	7	1	1	2	1	3	1	7	1	2
3500	-674.271669849582509	-681.127157800541909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546584425411276	2	5	3	12	7	23	10	9	13	16	14	18	18	21	17	27	26	29	26	33	34	28	25	38	26	30	34	35	32	42	40	41	48	43	32	41	39	37	36	39	41	44	46	49	52	56	42	55	53	56	55	58	59	64	62	57	52	56	51	70	63	67	69	59	66	66	68	67	70	74	80	69	76	75	85	84	95	92	97	93	106	0	1	1	2	3	12	5	2	1	9	8	8	5	8	9	3	9	12	8	23	25	10	9	29	12	14	22	26	18	38	39	20	21	29	19	0	29	22	0	23	38	39	40	36	20	59	0	41	36	36	49	43	50	50	45	32	0	45	36	66	50	46	55	57	0	53	50	53	57	62	65	64	0	0	73	73	74	0	74	0	75	1	1	1	1	1	1	1	1	3	1	2	2	2	3	1	3	4	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	1	2	5	1	1	2	2	3	1	3	1	1	3	4	1	1	2	1	1	2	1	3	1	2	2	3	2	2	2	3	1	1	2	2	3	1	6	1	3
4000	-665.361591986011035	-672.217079936970435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646552418986197	0	10	5	12	8	21	8	11	12	18	13	8	20	15	19	27	23	30	25	29	32	28	27	29	27	39	33	33	33	41	37	39	47	47	38	37	36	34	31	39	43	45	44	48	51	58	48	57	43	52	57	59	55	62	53	61	55	63	53	69	65	66	70	68	75	63	65	68	73	77	81	78	81	81	89	88	91	88	99	95	93	0	12	1	1	3	11	3	12	3	5	8	1	5	8	5	13	10	19	14	9	14	16	10	6	14	18	22	24	24	38	39	17	35	24	14	0	29	22	0	23	38	39	32	36	43	53	0	41	36	36	49	40	59	44	40	45	0	52	44	66	44	66	56	57	0	50	44	51	57	62	65	64	0	0	73	73	74	0	74	0	73	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	3	3	1	1	2	1	2	2	1	1	2	2	1	2	2	3	4	1	1	1	1	2	1	3	1	2	2	1	1	2	1	3	2	3	1	3	2	1	1	1	1	1	1	1	2	3	1	2	3	2	2	1	2	2	1	1	2	2	2	1	6	1	3
4500	-599.919681936595680	-606.775169887555080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755616825178347	0	5	1	10	8	24	6	12	10	15	12	10	16	22	19	26	20	32	26	33	34	28	27	28	34	39	33	35	34	42	36	42	36	45	36	42	42	36	30	40	46	43	44	47	54	58	42	56	53	57	56	58	50	63	63	58	58	60	64	69	62	64	66	66	70	66	69	66	70	80	84	77	80	78	87	86	91	89	101	95	104	0	1	1	2	3	11	3	12	5	9	12	2	5	8	10	10	13	6	14	17	19	10	5	6	14	25	22	18	24	38	39	20	19	26	25	0	29	27	0	23	30	31	32	36	32	53	0	41	53	44	49	45	44	46	52	45	0	52	53	66	50	53	52	57	0	53	61	46	57	62	65	69	0	0	73	73	74	0	74	0	75	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	2	3	2	1	1	1	1	1	2	1	5	1	2
