step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-11308.652730554649679	-11315.508218505608966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610881543634384	1	1	4	2	2	2	2	3	3	5	3	3	5	4	4	5	5	5	6	5	6	5	6	5	6	6	6	6	6	6	6	6	6	6	9	7	7	7	8	7	7	7	7	7	7	7	7	8	8	9	8	9	8	8	8	8	9	9	10	9	11	9	11	9	9	9	10	10	10	11	10	10	10	11	11	11	11	11	14	12	12	12	12	13	13	15	14	15	14	14	17	16	15	16	16	16	16	16	16	18	17	17	17	18	21	19	19	20	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	3	2	2	3	3	3	3	3	3	4	3	4	3	4	3	4	4	4	4	4	4	4	4	4	4	6	5	5	5	6	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	6	8	6	8	6	6	6	7	7	7	8	7	7	7	8	8	8	8	8	10	8	8	8	8	9	9	11	10	11	10	10	12	11	11	11	11	11	11	11	11	13	12	12	12	13	15	13	13	14
500	-781.082267214859598	-787.937755165818999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.317525613031901	0	1	4	0	2	2	1	3	3	5	3	3	5	4	4	5	5	4	5	5	4	4	6	5	6	6	6	6	6	6	6	6	6	6	8	7	7	7	8	7	7	7	7	7	7	7	6	7	8	9	8	9	8	8	8	6	9	8	10	9	11	9	11	8	8	6	9	10	7	9	10	10	9	11	11	11	11	11	13	12	12	9	12	13	13	15	13	15	14	14	16	14	15	16	16	16	16	16	16	18	17	17	17	18	21	19	19	20	0	1	8	0	2	0	0	5	5	6	6	0	5	5	11	12	12	4	14	15	11	12	12	12	9	18	10	11	15	20	21	22	22	12	23	11	24	26	18	29	29	30	30	56	66	22	16	9	4	33	11	24	18	28	21	21	66	41	69	25	48	16	50	40	4	16	3	65	23	48	50	11	53	69	69	49	25	70	75	71	71	23	2	60	69	9	67	60	70	48	81	67	59	48	67	25	80	82	78	2	9	83	59	82	17	48	69	82	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	3	2	2	2	1	3	2	1	2	2	2	3	1	3	2	1	4	1	1	1	1	1	1	2	1	4	7	3	4	3	3	2	4	2	2	1	3	3	2	2	1	1	6	1	3	2	1	2	1	6	1	4	4	3	3	2	2	2	2	3	9	4	5	11	3	6	4	6	4	4	4	9	6	6	4	6	5	15	13	4	5	6	16	8	11	11
1000	-696.607456491769085	-703.462944442728485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381646946047115	-1	1	4	2	1	0	2	2	3	5	2	3	4	4	3	4	4	4	5	4	6	4	6	5	6	5	5	6	6	5	6	6	6	5	9	6	6	7	8	7	7	7	7	7	7	7	7	8	7	8	7	9	8	8	8	6	9	9	10	9	10	9	11	9	9	9	9	10	8	9	10	10	10	11	10	11	11	11	14	12	12	10	12	13	13	15	14	13	14	14	16	16	15	16	16	15	16	16	16	18	17	16	17	18	21	19	19	20	0	1	1	0	1	0	0	1	8	4	6	0	8	9	4	12	12	11	3	15	20	12	34	17	14	18	18	11	20	15	15	34	22	22	17	11	24	26	27	29	11	20	15	56	32	22	33	3	15	34	21	37	28	31	36	18	32	49	47	9	48	45	50	51	53	45	25	36	23	48	50	51	39	69	69	64	48	48	82	71	62	69	78	67	82	5	25	67	83	78	81	84	85	70	9	60	80	69	83	48	9	67	59	85	62	87	69	79	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	4	2	1	3	1	2	1	4	2	1	2	3	1	4	3	3	1	1	2	1	3	2	2	1	3	1	2	2	2	3	1	3	4	1	2	3	2	1	1	3	3	2	1	1	2	1	3	1	2	1	2	2	2	2	2	1	2	3	8	7	3	2	2	3	2	2	6	11	6	3	5	2	8	11	7	6	2	10	3	11	6
1500	-623.671689537524117	-630.527177488483517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416801227768608	0	1	4	2	2	2	1	2	2	5	3	3	5	4	4	5	4	4	6	5	6	4	6	5	6	5	6	5	6	5	6	6	6	6	9	7	7	7	6	7	7	7	7	7	7	7	7	8	8	7	8	9	7	8	8	8	9	8	10	8	10	9	11	9	8	9	10	10	8	11	10	10	10	11	10	10	11	10	14	12	12	12	12	13	13	14	14	15	14	14	17	16	15	15	16	16	14	16	15	18	17	17	17	17	21	18	19	20	0	1	2	0	2	0	0	2	2	11	4	0	2	9	11	12	12	4	14	15	28	12	17	17	9	18	18	15	30	15	30	22	22	22	23	15	24	26	18	15	31	15	15	10	16	34	23	25	40	33	28	37	27	40	31	28	32	40	47	25	48	33	62	51	53	33	14	41	47	60	62	51	65	69	69	64	61	48	85	50	57	69	70	61	82	9	13	87	83	83	62	48	79	83	14	90	71	85	83	84	67	48	79	85	81	87	69	98	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	2	3	1	3	2	1	2	1	1	2	1	1	2	2	1	1	2	2	2	1	3	2	2	1	2	1	1	1	4	2	1	3	1	2	1	3	1	1	1	2	1	3	3	3	1	3	1	5	7	1	2	2	3	5	1	2	10	2	4	2	2	4	7	7	3	4	7	4	11	3
2000	-584.288091158931138	-591.143579109890538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474184280873681	-1	1	4	2	2	2	2	3	2	5	3	3	5	3	4	5	4	3	6	5	6	4	6	5	6	4	6	6	5	6	6	6	6	6	9	7	7	7	5	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	10	8	8	9	11	9	8	9	10	9	8	11	8	10	10	11	11	11	11	11	14	11	12	9	12	13	13	15	14	15	14	14	16	16	14	16	15	16	15	14	14	18	17	16	17	16	19	19	19	20	0	1	5	0	1	0	0	5	1	4	4	0	5	2	11	12	12	6	9	15	15	12	17	17	5	18	39	15	11	20	15	17	22	22	17	20	24	26	18	21	10	30	30	15	32	34	23	3	20	34	10	37	27	49	28	44	45	40	69	19	48	71	62	10	27	45	48	29	47	67	32	55	65	69	69	51	60	60	59	71	80	69	78	78	74	78	77	84	83	83	81	77	59	83	48	83	50	74	83	87	87	77	93	93	81	100	35	104	1	2	2	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	3	1	2	1	2	1	3	1	1	2	2	1	2	1	2	2	5	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	3	2	2	3	3	1	1	1	1	2	3	2	2	2	3	3	2	1	1	1	2	2	2	3	2	2	2	3	3	3	2	7	4	5	1	2	2	3	4	3	1	5	1	8	4
2500	-535.833277853792765	-542.688765804752165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601804536505458	0	1	4	2	1	2	2	2	3	3	3	1	5	4	4	4	5	4	6	5	6	5	6	5	6	6	6	6	6	6	6	5	6	6	9	7	7	7	5	7	7	5	7	7	7	7	7	7	8	9	8	9	8	7	8	7	9	8	10	9	11	9	11	8	9	8	9	8	8	11	8	9	10	11	11	11	11	10	13	12	11	12	12	12	13	15	14	15	14	14	17	16	14	16	16	16	15	15	16	18	17	17	17	18	21	19	18	20	0	1	8	0	1	0	0	5	5	6	6	0	5	9	11	12	16	4	14	15	20	16	17	16	3	18	39	20	20	42	15	12	22	22	23	15	24	26	18	20	29	15	42	21	32	22	23	25	40	34	43	37	27	31	29	31	45	41	69	14	67	71	71	6	53	45	48	41	47	78	22	51	53	59	59	51	67	60	69	50	50	74	78	67	59	83	77	87	83	83	81	77	85	89	48	83	71	79	83	101	87	77	98	103	97	101	59	104	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	2	3	2	1	3	3	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	2	2	1	2	2	2	2	2	1	2	2	5	3	1	2	7	4	3	1	3	1	3	4	2	1	4	2	7	2
3000	-558.568578666988515	-565.424066617947915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593152950100123	0	1	4	1	2	2	2	3	3	3	3	2	5	4	4	4	5	3	6	5	6	5	6	5	6	6	4	5	6	6	6	6	5	3	9	7	7	7	6	7	6	6	7	7	7	6	6	8	8	8	8	9	8	7	8	8	9	9	10	9	10	9	10	9	8	7	8	10	8	11	10	10	10	11	10	11	10	10	14	11	11	12	12	11	13	15	12	12	14	14	17	14	15	16	16	16	15	16	16	18	17	16	17	16	20	19	19	20	0	1	2	0	1	0	0	2	5	6	4	0	8	9	11	12	12	4	14	15	6	34	17	16	14	18	18	15	10	10	20	34	34	12	33	28	17	26	27	29	28	15	42	20	22	22	16	14	36	45	43	37	39	21	21	44	16	29	69	25	67	50	66	51	39	22	9	58	47	67	50	64	65	59	69	72	48	67	85	63	62	74	70	48	82	83	48	67	83	83	81	87	79	83	48	83	81	79	83	92	87	84	98	93	97	101	59	104	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	2	1	2	1	4	2	2	2	1	1	2	1	2	1	4	1	2	3	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	2	2	2	2	1	3	4	2	1	2	2	1	3	2	1	1	3	2	7	3
3500	-539.215396952958258	-546.070884903917658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516961810368726	0	1	4	2	2	2	2	3	3	5	3	2	4	4	4	5	4	4	6	5	6	4	6	5	6	6	6	6	6	6	6	6	6	5	6	7	7	7	8	7	7	5	7	7	7	7	5	8	8	8	8	9	8	8	7	8	9	8	10	9	10	9	11	9	8	9	10	10	8	8	10	10	10	11	9	10	11	11	14	11	12	12	12	12	12	15	14	15	14	14	16	15	15	15	16	16	15	16	16	15	17	17	17	17	21	18	18	20	0	1	5	0	1	0	0	2	5	4	6	0	8	9	11	12	12	11	14	15	20	12	22	17	9	18	10	20	6	42	20	34	34	12	17	20	16	26	27	20	21	15	30	28	22	16	17	3	36	45	43	37	27	28	31	44	45	31	69	70	48	50	50	20	29	34	60	58	35	9	62	51	65	69	69	29	48	70	82	71	71	74	78	77	69	83	67	84	83	83	97	84	79	83	87	83	81	79	83	67	77	87	98	98	97	95	85	104	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1	4	1	1	1	1	3	2	2	2	1	2	2	1	1	1	1	2	2	1	3	1	1	1	2	2	2	1	1	2	2	2	1	2	1	2	2	2	3	1	1	1	3	1	2	2	2	1	2	2	3	1	1	2	1	1	1	2	2	2	1	2	2	1	2	1	2	2	2	2	2	4	2	4	2	1	1	4	1	6	3
4000	-482.784877510575711	-489.640365461535112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695869614961349	0	1	4	2	2	2	2	3	2	5	3	3	5	4	4	5	4	5	6	5	5	5	6	5	6	6	6	6	6	6	6	6	5	6	8	7	7	7	8	7	7	7	7	7	7	7	7	7	8	8	8	9	8	8	8	8	9	9	10	8	11	9	11	9	9	8	10	10	9	9	10	10	9	11	11	11	11	11	14	12	12	12	12	13	12	14	14	14	14	14	17	13	15	16	16	16	16	16	16	15	16	17	17	18	21	19	19	20	0	1	5	0	2	0	0	5	1	6	6	0	5	1	11	12	12	6	9	15	15	12	22	17	9	18	18	15	20	15	15	16	12	33	23	21	24	26	27	29	28	20	31	30	16	16	23	9	29	33	43	37	28	41	30	44	50	41	69	48	67	50	50	51	39	16	48	36	47	60	62	64	53	59	69	72	48	70	85	63	71	74	78	67	59	83	77	92	83	83	97	77	79	83	100	83	81	93	83	87	100	100	98	98	97	101	59	104	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	4	1	2	1	2	1	1	2	1	1	3	1	2	2	1	2	1	3	1	2	3	1	2	1	1	2	1	2	2	2	5	2
4500	-518.297119552331424	-525.152607503290824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662036749919702	0	1	4	2	2	1	2	3	3	5	2	2	4	4	4	5	4	4	6	5	6	4	6	5	6	5	6	6	6	6	6	6	5	4	9	7	7	7	8	7	7	7	7	7	7	7	7	8	8	8	8	9	8	8	8	8	9	9	10	9	11	9	9	9	9	9	10	10	8	11	10	7	10	11	10	11	8	10	14	11	12	10	12	13	12	15	12	15	14	14	17	16	15	14	16	15	16	16	16	15	17	17	17	18	21	19	19	20	0	1	5	0	1	0	0	1	5	6	6	0	2	5	4	12	12	6	14	15	15	12	22	17	14	18	10	15	20	15	15	34	34	12	23	20	24	26	27	29	29	20	30	30	32	33	23	14	36	32	72	37	27	21	44	44	45	28	69	48	67	50	50	72	53	16	60	64	47	78	50	21	39	69	69	51	9	48	85	71	80	69	70	48	82	83	77	84	83	83	81	60	79	83	100	83	66	93	83	84	92	100	98	98	97	101	59	104	1	1	2	1	1	1	1	2	1	4	1	1	2	2	1	2	2	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	1	2	2	2	1	1	1	1	2	1	4	1	1	1	1	1	1	1	2	2	3	2	1	2	1	1	2	1	4	1	2	4	2	2	2	2	4	1	2	1	2	5	1	3	2	1	2	1	1	5	2	4	2
