step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
25000	-222.886325418702540	-229.741813369661912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473394950452975	3	4	6	8	9	6	6	8	9	7	9	8	11	10	12	9	10	12	11	12	15	15	12	14	15	17	19	18	17	19	22	26	0	1	1	3	10	1	2	2	12	1	10	6	7	11	6	10	10	8	10	8	8	23	13	18	23	25	24	20	21	25	28	31	1	1	2	1	1	2	1	1	1	2	1	2	2	1	4	1	2	2	2	3	4	1	1	2	2	1	2	3	1	1	2	2
25500	-208.550281212854856	-215.405769163814227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552525052850653	3	4	4	8	7	6	8	9	8	7	8	11	11	10	10	10	10	11	12	13	15	15	13	14	14	16	16	18	18	19	21	26	0	1	1	1	2	1	3	10	1	1	10	10	5	11	6	11	7	9	4	4	9	13	13	18	23	25	18	20	21	26	28	28	1	1	1	3	1	2	2	1	3	2	1	2	3	1	2	1	1	2	2	2	4	2	2	2	1	2	2	3	2	2	1	3
26000	-206.680024805347017	-213.535512756306389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587789848057696	2	3	6	8	9	5	7	6	9	7	9	9	11	11	12	8	10	11	11	12	14	15	13	14	15	17	19	18	18	18	22	26	0	1	1	2	10	1	3	1	10	1	16	4	17	16	10	1	2	10	10	9	7	23	13	18	23	25	24	20	21	23	28	31	1	1	2	3	1	1	1	1	1	2	1	1	1	2	3	2	4	2	2	1	3	1	2	2	2	1	3	2	2	2	2	2
26500	-213.302496263010283	-220.157984213969655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489644240555132	2	3	5	8	8	6	8	9	9	7	6	11	11	10	12	11	11	11	11	13	15	15	13	14	15	17	18	17	19	20	21	26	0	1	1	3	2	1	3	10	7	3	1	5	2	6	6	11	3	6	10	9	12	13	13	18	23	25	18	20	21	23	20	31	1	1	2	2	2	2	1	1	1	1	1	1	3	1	2	2	3	3	2	2	2	2	2	2	1	1	4	2	2	3	3	2
27000	-208.330887484080563	-215.186375435039935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606755873095256	2	4	6	7	8	7	9	9	10	5	9	10	12	11	12	11	9	12	11	13	13	15	13	15	15	17	20	19	19	19	21	26	0	1	1	10	2	10	3	10	7	1	6	10	17	11	6	11	3	8	6	1	6	23	13	18	23	25	24	20	21	26	20	31	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2	1	2	2	2	5	3	2	1	2	1	1	3	2	3	1	3	2
27500	-208.672157200572030	-215.527645151531402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675952872719147	3	4	6	8	9	7	8	8	10	8	8	10	11	7	12	10	10	11	12	13	14	15	12	15	14	16	20	18	18	19	21	25	0	1	1	6	2	1	3	6	10	6	1	10	5	2	9	11	10	3	6	10	19	23	13	18	23	25	24	20	21	25	28	31	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	2	1	1	2	2	1	2	1	2
28000	-201.468106565187497	-208.323594516146869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572338727444253	2	4	6	8	8	6	8	8	10	8	9	9	11	11	13	11	10	11	10	12	13	14	12	15	13	16	17	18	18	19	21	26	0	1	2	6	2	1	3	3	10	6	6	8	5	11	19	11	6	10	10	10	10	13	13	18	23	23	24	20	21	22	28	31	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	2	1	3	3	2	2	2
28500	-211.152698260082190	-218.008186211041561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586094324874022	2	3	6	7	7	6	8	8	9	8	9	10	11	10	12	11	11	11	12	13	14	15	12	14	14	16	19	18	18	19	20	26	0	1	1	2	2	1	4	5	4	1	10	8	4	1	10	11	3	3	6	9	10	23	13	18	23	25	24	20	21	22	28	31	1	1	2	3	1	2	1	1	1	2	1	2	2	3	3	1	1	2	2	2	3	2	1	1	1	1	2	2	3	2	2	3
29000	-201.566153346520480	-208.421641297479852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675982988261169	2	4	6	8	8	6	8	9	8	8	9	10	12	10	13	11	11	11	11	12	13	15	13	14	15	17	19	19	17	19	21	25	0	1	2	3	3	1	3	4	6	3	5	5	17	6	10	11	6	6	11	6	16	13	13	18	23	25	24	20	21	23	28	28	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	2	4	1	2	1	2	1	1	1	2	2	3	2	2	1	3
29500	-213.680181007704050	-220.535668958663422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740274206998066	2	3	7	9	7	6	8	9	9	8	8	10	11	10	11	9	11	12	11	12	12	16	14	15	14	17	18	19	17	19	20	26	0	1	1	5	2	1	5	6	6	6	3	10	9	16	6	5	5	14	9	9	5	25	13	18	13	23	24	20	21	23	28	28	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	3	2	1	1	2
30000	-197.781727918043487	-204.637215869002858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636526489853602	2	4	7	8	8	6	9	9	9	7	8	9	12	10	11	10	11	11	11	12	15	15	14	14	14	16	19	18	18	19	21	27	0	1	2	6	10	1	3	10	6	1	10	10	7	11	6	11	10	10	6	9	11	13	13	18	13	25	24	20	21	23	28	31	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	3	1	3	2	1	2	1	1	4	4	1	2	2	2
30500	-219.553892042224589	-226.409379993183961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534758002002411	2	3	4	8	8	6	8	8	7	5	8	10	12	10	11	10	9	12	11	13	14	15	14	14	12	16	19	18	17	17	22	27	0	1	1	9	1	1	3	10	10	1	9	9	5	8	10	11	10	10	9	10	16	13	25	18	17	25	24	20	21	23	28	20	1	1	1	1	3	2	2	2	1	2	1	1	2	1	3	1	2	3	1	3	2	2	2	1	2	2	2	3	1	1	2	6
31000	-218.266496411664747	-225.121984362624119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586142392339112	2	3	6	8	8	6	8	9	8	7	9	10	12	10	11	10	10	11	8	12	14	14	13	12	11	16	19	18	18	19	21	26	0	1	1	6	10	1	3	10	6	1	3	10	25	6	16	5	6	10	6	16	10	13	25	18	17	25	24	20	21	23	28	31	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	3	1	1	3	1	2	1	1	2	2	2	2	2	1	4
31500	-214.809074497237077	-221.664562448196449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594698863305217	3	4	7	9	7	5	8	9	9	7	9	10	11	10	12	10	10	12	8	12	14	14	12	14	13	17	18	17	18	17	20	26	0	1	1	5	2	1	3	10	10	6	10	10	2	10	9	11	6	6	6	9	16	23	13	18	13	25	24	20	21	23	28	31	1	1	2	1	2	1	1	1	2	1	1	1	4	1	2	1	2	3	1	1	2	1	1	1	1	2	2	2	2	2	2	3
32000	-209.223394136116866	-216.078882087076238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613705414739568	2	4	6	8	8	6	8	9	9	7	8	9	9	11	11	10	9	10	11	12	12	16	13	15	14	15	19	18	17	19	21	25	0	1	1	10	2	1	10	3	3	3	3	3	2	8	6	11	6	3	6	9	7	23	13	18	23	23	24	20	21	23	20	31	1	1	2	1	2	2	1	2	1	1	1	1	3	1	2	1	2	3	2	1	3	2	2	1	1	1	2	2	2	2	3	2
32500	-205.090957032176050	-211.946444983135422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628891108598804	2	4	7	8	8	6	9	10	9	8	9	10	11	11	12	10	9	11	11	12	14	15	13	14	14	16	19	16	19	19	21	27	0	1	1	6	2	1	3	10	6	3	3	10	6	7	6	11	3	3	16	6	14	13	13	18	23	25	24	20	21	23	28	31	1	1	2	1	2	2	1	2	2	1	1	1	2	1	3	1	2	2	1	3	1	2	1	2	1	1	3	1	2	3	2	2
33000	-207.468271223126379	-214.323759174085751	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513611787695733	2	3	7	8	8	7	7	9	10	8	9	10	11	10	13	11	11	10	11	13	15	15	12	14	14	15	20	18	18	17	21	25	0	1	2	2	1	1	1	3	5	1	7	3	10	11	19	11	5	10	3	4	19	23	10	18	23	23	18	20	21	23	28	28	1	1	2	3	4	3	3	1	1	4	1	1	2	1	1	1	2	1	2	3	2	2	2	3	1	2	5	3	2	3	1	2
33500	-215.072010584528925	-221.927498535488297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617082021475753	2	3	7	9	8	7	9	10	10	8	9	10	11	11	13	11	10	12	10	13	15	16	14	14	15	17	19	19	18	18	20	25	0	1	1	10	1	1	3	5	5	1	2	5	2	11	5	11	5	10	6	8	8	13	13	18	23	23	24	20	21	23	28	28	1	1	1	1	3	2	1	2	2	2	3	1	4	1	2	1	1	2	1	2	3	2	2	1	1	2	3	2	2	2	1	2
34000	-220.074482188258315	-226.929970139217687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562385686171695	2	3	6	8	8	6	9	10	10	7	9	9	12	8	12	11	11	10	10	13	14	15	14	15	15	17	19	17	18	17	20	26	0	1	1	6	3	1	3	6	3	2	3	14	6	2	6	8	11	10	10	12	16	13	13	18	23	25	24	20	21	13	20	31	1	1	2	1	1	2	2	1	2	3	2	1	2	3	3	1	2	1	3	2	2	1	1	2	1	1	2	2	2	3	3	3
34500	-223.002034498823434	-229.857522449782806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793475978239651	2	4	7	9	9	6	8	9	9	8	9	9	12	11	11	11	11	10	10	13	14	14	13	14	13	16	19	17	16	18	20	25	0	1	6	10	2	1	3	10	7	6	10	7	17	11	4	11	3	10	10	7	20	23	13	18	13	25	24	20	21	23	20	31	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	2	1	2	3	3	1	2	3	2
35000	-220.944418962659171	-227.799906913618543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696635212369181	3	4	5	8	7	4	7	9	9	8	9	9	12	11	12	8	9	11	10	12	13	16	13	13	15	16	20	18	19	18	21	26	0	1	1	3	2	1	3	10	4	1	16	3	12	11	12	3	2	12	10	4	12	13	13	18	23	25	24	20	21	23	20	31	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	3	2	2	2	4	2
35500	-193.920438009570091	-200.775925960529463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669089545342897	2	4	6	9	8	4	8	9	8	7	10	10	10	11	12	9	10	11	11	12	14	16	13	14	15	17	19	18	18	20	21	25	0	1	1	10	3	1	1	10	10	2	16	10	7	3	7	10	7	7	11	9	11	13	13	18	23	25	24	20	21	26	28	31	1	1	2	1	1	1	4	1	1	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	1	1	3	3	2	1	1	2
36000	-196.375072919246151	-203.230560870205522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685333148881148	3	4	5	8	7	7	9	9	9	9	7	11	11	11	13	9	11	11	11	13	15	15	13	15	14	16	19	18	18	18	22	25	0	1	1	1	2	1	3	4	3	2	1	10	9	10	10	11	4	9	10	10	16	23	13	18	23	25	24	20	21	23	20	31	1	1	1	2	2	3	2	1	3	2	1	1	1	1	2	2	1	1	1	2	4	1	1	2	1	1	2	2	1	2	4	2
36500	-210.655503661834302	-217.510991612793674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612832844541969	2	4	5	7	9	7	9	9	9	9	8	10	11	10	13	10	9	12	12	13	14	14	13	15	14	16	19	17	17	18	21	27	0	1	1	1	2	1	3	2	6	6	6	10	17	8	6	11	2	6	2	9	11	23	13	18	23	25	24	20	21	13	20	31	1	2	1	1	2	2	2	3	2	1	1	1	2	1	3	1	2	3	3	2	3	1	1	1	1	2	2	1	2	4	4	3
37000	-222.922051308251014	-229.777539259210386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637335306093081	3	4	6	8	8	6	8	8	10	8	9	10	10	10	12	8	9	12	12	11	14	15	12	14	14	16	20	18	17	18	21	24	0	1	1	3	6	1	6	3	10	3	16	10	5	16	8	3	10	3	10	10	7	13	13	18	23	22	24	20	21	22	20	28	1	1	2	2	1	2	1	1	1	1	1	1	1	1	3	1	1	3	2	2	4	2	1	1	1	1	4	4	2	1	6	3
37500	-192.607557133167830	-199.463045084127202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530052586263492	2	3	7	8	6	6	8	9	10	7	9	11	11	10	13	10	10	10	11	12	14	15	13	12	15	17	19	17	18	19	21	26	0	1	5	10	2	1	3	6	8	2	10	3	10	11	6	11	10	10	10	7	12	23	13	18	23	25	24	20	21	23	20	31	1	1	1	1	2	2	1	1	1	3	1	2	2	1	3	1	2	2	1	2	1	1	1	1	1	1	4	2	2	2	4	4
38000	-218.975101872090988	-225.830589823050360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581310231548735	3	4	6	7	7	7	7	9	9	8	8	10	10	10	12	10	9	10	11	12	15	15	13	14	15	17	19	17	19	18	20	26	0	1	1	1	2	1	2	6	3	6	4	7	3	11	19	11	7	6	10	10	6	13	13	18	23	25	24	20	21	22	28	31	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	3	2	1	3	1	1	3	3	2	1	1	3
38500	-218.369030312594077	-225.224518263553449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566688451786306	2	4	4	8	8	6	8	9	9	6	7	10	10	11	11	10	11	12	11	13	13	15	13	14	14	16	19	18	19	19	22	25	0	1	1	6	2	1	3	6	5	3	1	11	7	11	6	4	5	16	6	7	5	13	13	18	23	23	24	20	21	23	28	28	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	1	2	4	1	2	2	1	1	2	3	2	3	3	2	2
39000	-201.332400829231460	-208.187888780190832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503861736510198	2	3	5	9	8	6	9	9	9	8	9	10	11	9	12	10	9	11	12	12	14	14	13	15	14	17	19	17	18	19	21	26	0	1	1	1	2	1	3	10	10	6	5	8	5	3	5	9	5	3	6	4	16	13	13	18	23	13	24	20	21	13	28	31	1	1	2	3	3	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1	2	1	1	2	1	2	2	2	2	3	2	2
39500	-206.124245272506300	-212.979733223465672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662097599313011	2	3	5	8	9	6	8	9	9	8	9	10	12	10	11	11	10	11	10	11	14	15	13	15	14	16	20	16	19	20	19	27	0	1	1	6	2	1	6	4	4	1	10	10	10	11	6	11	10	10	10	9	10	5	13	18	13	25	24	20	21	23	28	31	1	1	1	2	4	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	3	3	1	2	2	1	3	3	2	4	1	4
40000	-217.577030287297532	-224.432518238256904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624370982352288	2	4	5	8	8	6	8	10	9	6	9	11	10	9	11	11	11	11	10	12	13	15	13	14	14	16	19	18	18	20	20	26	0	1	1	10	2	2	3	10	3	2	7	9	6	5	7	11	5	6	6	6	8	23	13	18	23	25	24	20	21	25	28	28	1	1	2	1	2	1	2	1	2	1	1	1	3	1	1	1	1	2	2	3	1	1	1	2	1	1	2	3	3	2	1	4
40500	-242.522576139094070	-249.378064090053442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631374151714059	2	3	4	7	7	7	8	9	8	6	10	10	12	11	11	9	11	12	10	9	14	16	14	14	14	16	19	18	19	17	19	26	0	1	1	10	2	10	3	6	4	2	16	10	2	16	6	9	9	10	10	10	9	13	13	18	13	25	24	20	5	25	28	31	1	1	1	1	2	1	2	1	1	1	1	2	3	1	2	1	2	4	2	2	2	2	1	2	1	1	3	6	6	1	1	3
41000	-199.807428203053689	-206.662916154013061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683319036698132	3	4	7	8	8	6	7	10	9	7	9	10	11	11	12	11	10	12	10	12	13	16	13	14	13	17	18	19	18	19	22	26	0	1	1	1	2	1	1	3	4	1	10	10	5	11	3	11	5	10	6	4	4	13	13	18	13	25	24	20	21	26	28	28	1	1	2	3	2	1	2	2	1	2	1	1	2	1	2	1	1	3	2	2	1	2	1	1	1	3	2	3	3	2	2	4
41500	-212.505367656830629	-219.360855607790000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484608780007871	3	4	7	7	9	6	9	8	8	7	8	11	11	11	13	10	9	10	12	10	13	15	13	13	12	16	17	18	18	20	21	26	0	1	1	1	10	1	6	6	3	2	4	10	7	10	4	11	10	10	7	6	2	23	25	18	13	25	24	20	21	23	28	28	1	1	2	2	1	2	3	1	1	2	1	2	1	2	3	1	1	2	2	2	4	1	1	2	1	2	2	4	3	4	2	4
42000	-224.376206924496302	-231.231694875455673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438952974530669	3	4	5	8	9	5	7	7	9	8	9	10	11	10	12	9	10	11	12	12	15	15	14	14	15	17	17	18	18	17	22	24	0	1	1	1	7	1	3	1	4	8	1	4	10	10	6	1	8	8	11	11	19	13	13	18	23	25	24	20	10	25	28	31	1	1	1	2	1	1	1	3	1	1	3	1	1	1	3	3	2	3	2	1	3	3	1	2	1	1	2	2	6	1	2	2
42500	-194.867446800819181	-201.722934751778553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629445330323095	2	4	6	8	9	7	8	10	10	8	9	10	11	10	13	10	10	11	11	11	13	15	13	14	15	16	19	18	16	20	22	24	0	1	1	6	2	1	3	6	3	1	10	10	10	11	12	11	10	10	6	10	12	23	13	18	23	23	24	20	21	23	28	31	1	1	2	1	2	3	1	1	1	4	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	3	3	4	2	1
43000	-216.078054340387752	-222.933542291347123	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485520066535931	2	4	5	8	7	5	8	10	10	8	10	9	10	11	13	11	9	11	12	12	14	16	13	15	15	17	19	18	19	19	21	25	0	1	1	6	1	1	3	4	10	3	10	4	4	4	4	11	3	5	11	9	2	25	13	18	23	23	24	20	21	23	28	28	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	4	1	1	1	1	2	3	3	2	4	1	4
43500	-204.759974221116465	-211.615462172075837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791499969995581	2	4	7	8	8	6	9	9	9	9	10	10	11	11	12	11	10	12	11	12	14	15	13	14	14	16	20	18	18	19	20	26	0	1	1	6	6	1	1	3	5	5	8	5	5	9	7	11	7	9	9	7	7	13	13	18	23	25	24	20	21	23	28	28	1	1	2	1	1	1	4	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	3	2	3	1	4
44000	-216.970699763849780	-223.826187714809151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670243282936222	3	4	5	9	8	7	7	9	9	7	10	10	11	10	11	11	11	12	11	12	14	15	13	15	14	15	17	18	19	19	20	25	0	1	1	10	2	3	3	7	10	2	10	9	2	5	9	11	5	9	6	9	16	23	13	18	13	13	24	20	21	25	28	28	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	2	1	1	3	1	2	1	2	2	2	1	3	2	2	1	3
44500	-213.377212704059190	-220.232700655018562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608962751708920	2	3	5	9	7	4	7	8	8	9	9	10	12	10	11	7	10	11	11	13	14	15	14	14	15	16	19	17	18	18	21	25	0	1	1	8	2	1	3	2	16	5	1	3	11	11	6	1	7	16	11	8	7	23	13	18	23	23	24	20	21	22	20	31	1	1	1	1	2	1	2	2	1	1	3	2	2	1	4	2	2	2	1	3	3	1	1	2	1	1	3	2	2	1	3	2
45000	-219.520339499549721	-226.375827450509092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677682149227461	2	3	7	7	8	6	8	10	10	8	9	10	11	10	12	11	9	12	12	13	14	16	13	15	15	16	20	18	18	18	20	26	0	1	6	6	3	2	6	10	10	3	10	4	3	3	6	11	3	6	6	10	10	23	13	18	23	25	24	20	21	25	20	31	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	4	3	2	3	1	1	2	1	1	2	2	2	2	2	2
45500	-203.952598946030065	-210.808086896989437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535059642878600	3	4	6	9	8	7	9	9	9	7	9	8	11	11	13	11	10	11	11	13	13	14	14	15	15	17	18	18	16	17	21	26	0	1	1	10	2	1	6	10	6	1	6	10	10	11	10	11	1	10	7	10	8	13	13	18	23	25	24	20	21	23	20	31	1	1	1	1	2	2	1	1	1	2	1	1	2	1	3	1	3	1	1	3	3	1	2	2	1	1	2	3	2	1	5	2
46000	-227.148673560086905	-234.004161511046277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672201822485955	3	4	5	8	7	5	6	9	8	8	8	9	11	11	11	10	10	11	11	13	14	16	13	15	14	14	20	18	17	18	22	27	0	1	1	1	2	1	3	3	5	1	3	10	17	16	11	11	2	1	6	9	10	23	13	18	13	13	24	20	21	26	28	31	1	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	2	4	3	3	3	2	1	2	2	2	3	3	2	2	2	2
46500	-209.547990666606182	-216.403478617565554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565560023446762	3	4	7	8	8	5	8	8	9	6	10	10	11	11	11	9	10	11	12	12	14	15	13	15	13	15	19	18	18	19	20	27	0	1	10	10	6	1	3	1	1	2	16	16	9	16	5	10	5	10	9	9	11	13	13	18	13	25	24	20	21	23	28	28	1	1	1	1	2	1	1	2	4	1	1	1	1	1	2	1	1	3	1	3	2	2	1	2	1	1	3	2	3	2	1	3
47000	-203.981680138395376	-210.837168089354748	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493043730590252	2	4	4	7	7	6	9	9	9	9	9	11	12	11	12	11	9	11	12	12	13	16	13	15	14	16	19	18	19	19	22	26	0	1	1	1	2	1	4	5	5	1	4	10	4	7	10	11	5	6	6	7	8	13	13	18	23	25	24	20	21	23	28	31	1	1	1	3	2	2	1	1	1	2	1	1	2	1	1	1	1	2	3	2	4	2	1	2	1	1	2	3	3	2	2	2
47500	-208.007147645498264	-214.862635596457636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694936266483710	2	4	6	9	8	5	8	10	9	8	8	7	11	9	12	10	11	11	10	13	15	15	13	14	14	16	19	17	19	19	21	26	0	1	1	10	3	1	3	4	10	6	6	1	11	11	19	10	12	11	6	11	11	23	13	18	23	25	24	20	21	23	28	31	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	2	1	1	2	2	2	2	1	3
48000	-206.221863933657460	-213.077351884616832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763314156655568	2	4	7	7	9	6	7	9	9	8	9	11	12	10	10	10	11	10	12	11	14	16	14	15	15	17	20	17	18	19	21	26	0	1	1	1	3	2	1	4	10	3	6	10	4	4	6	11	3	3	3	9	8	23	13	18	23	25	24	20	21	25	28	31	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	3	1	1	2	1	1	2	3	2	2	2	2
48500	-218.178586664553478	-225.034074615512850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596491083427430	3	4	7	8	8	6	6	9	9	7	9	10	12	10	13	10	11	11	11	11	13	13	14	15	13	15	19	18	17	19	20	27	0	1	7	10	6	1	2	10	10	1	3	10	5	6	14	5	6	5	10	9	16	13	13	18	13	25	24	20	21	23	28	31	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	2	4	3	3	1	3
49000	-222.242150320596920	-229.097638271556292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591073228643905	2	3	6	7	9	5	7	9	9	8	10	10	11	10	12	10	8	11	12	13	12	15	12	15	13	14	19	19	17	18	21	26	0	1	1	1	2	1	1	1	3	6	2	5	5	9	4	10	3	8	8	9	16	23	8	18	13	23	24	20	3	23	28	31	1	1	2	2	3	1	2	5	1	1	3	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	4	3	2	2
49500	-212.952546711164644	-219.808034662124015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598766496551667	2	3	6	8	9	7	8	9	9	6	9	10	11	7	13	11	10	10	12	12	14	15	13	13	15	16	19	19	18	18	21	26	0	1	1	6	6	10	3	1	10	2	14	8	10	10	9	11	10	8	6	9	16	13	13	18	13	25	24	20	21	23	28	20	1	1	1	1	1	1	1	3	2	3	1	1	2	1	2	1	1	1	2	1	2	2	1	2	2	1	2	2	3	3	1	4
50000	-213.885375637034144	-220.740863587993516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560189706908275	3	4	6	7	7	7	9	9	9	8	8	10	11	11	9	10	10	11	10	13	14	16	13	14	14	16	19	16	17	19	21	26	0	1	1	1	2	3	3	1	10	1	4	10	2	7	6	11	4	4	6	9	11	25	13	18	23	25	24	20	21	22	20	28	1	1	1	2	1	1	1	2	1	2	1	1	3	1	1	1	2	2	2	2	3	1	1	2	1	1	3	2	1	1	4	6
50500	-207.635484407292694	-214.490972358252066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498937780117190	3	4	6	7	8	7	9	8	9	6	8	10	11	10	12	9	11	11	10	12	12	15	12	13	15	16	18	19	17	19	20	27	0	1	1	1	2	10	3	1	10	1	10	8	8	16	8	11	5	6	6	8	12	23	13	18	23	25	18	20	21	25	20	31	1	1	1	2	2	1	2	3	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	3	3	2	2	3	3
