step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
44000	-51.990942754227021	-50.629294902462895	-1.361647851764127	0.000066019459180	0.000035764622710	0.541728501788003	0.699840575065210	-1	3	6	5	4	7	9	8	10	10	7	12	0	1	4	2	2	4	6	2	5	6	3	10	1	1	1	1	1	2	1	2	2	1	1	1
44500	-48.909803014763440	-47.163480518446207	-1.746322496317233	0.000020585250801	0.000003913788840	0.190125875939004	0.989031017886965	0	2	7	4	4	6	6	7	9	10	7	12	0	1	6	2	2	5	4	6	7	7	6	10	1	1	1	1	1	1	1	1	1	1	1	1
45000	-40.168720353094805	-38.785137090061077	-1.383583263033725	0.000050678897083	0.000022117487255	0.436424005415166	0.990296901074513	0	2	6	5	4	7	8	7	9	9	8	12	0	1	5	5	1	3	6	4	6	7	8	10	1	1	1	1	1	1	1	1	1	1	1	1
45500	-45.884254252649612	-44.517229243336367	-1.367025009313246	0.000028284764831	0.000018521606683	0.654826256930546	0.784699786203433	0	2	7	4	6	7	8	7	9	9	9	13	0	1	4	2	4	5	8	4	8	4	8	10	1	1	2	1	1	1	1	1	1	2	1	2
46000	-59.780923901424423	-58.397423403530112	-1.383500497894314	0.000080323784525	0.000035072249132	0.436635914744777	0.666865683695142	-1	3	5	6	3	7	6	6	10	9	8	12	0	1	2	3	1	7	2	3	7	4	8	10	1	3	1	1	3	1	1	1	3	2	1	2
46500	-50.125482566636286	-48.497545199900557	-1.627937366735731	0.000062737843150	0.000014336997803	0.228522325330774	0.974595462509333	-1	3	6	5	5	8	6	7	9	8	7	12	0	1	4	2	2	11	2	7	6	7	7	10	1	1	1	1	1	1	1	1	1	1	1	3
47000	-54.366751119831207	-52.200167675651983	-2.166583444179227	0.000076261193411	0.000008889332752	0.116564301634936	0.555702419556401	0	3	6	6	6	8	8	7	9	8	8	12	0	1	2	2	2	4	5	3	5	4	5	10	1	3	2	2	1	1	1	1	2	2	1	2
47500	-53.340334201547165	-51.605920188852473	-1.734414012694694	0.000096269128912	0.000018618667188	0.193402260915178	0.543077345171035	0	3	7	5	4	7	8	7	9	9	9	12	0	1	2	2	1	4	6	4	5	5	1	7	1	1	2	1	2	1	1	1	3	2	4	2
48000	-52.743611038556580	-51.312006470376062	-1.431604568180521	0.000060497064676	0.000021537897691	0.356015582020444	0.824906297407737	-1	2	5	5	4	7	8	7	9	8	9	12	0	1	5	2	2	1	3	3	8	4	8	8	1	2	1	1	1	3	1	1	1	2	1	2
48500	-41.746798006695514	-40.053800385252799	-1.692997621442714	0.000107040687122	0.000022018382528	0.205701057423186	0.815332969707168	0	3	7	5	4	6	8	7	9	9	9	13	0	1	6	2	2	5	6	4	3	8	8	10	1	1	1	1	1	1	1	1	1	1	1	2
49000	-48.882635173509414	-46.643403127170991	-2.239232046338420	0.000027984450424	0.000083592443769	2.987103284290837	0.943195734479144	0	2	6	5	6	7	8	7	9	9	8	12	0	1	4	2	4	4	6	5	7	4	8	10	1	1	1	1	1	1	1	1	1	2	1	2
49500	-44.559048081289333	-42.665418198619456	-1.893629882669874	0.000062334106188	0.000009773382344	0.156790286111204	0.967869615459545	0	3	4	5	6	7	8	7	8	9	7	9	0	1	2	2	3	3	5	4	5	6	5	8	1	1	1	1	1	1	1	1	1	1	1	1
50000	-44.752531503606484	-42.290602938115818	-2.461928565490664	0.000070173591377	0.000006255734720	0.089146566356672	0.962143324582001	0	3	5	6	5	7	9	8	9	9	8	12	0	1	2	5	2	2	6	6	6	6	5	9	1	2	1	1	1	1	1	1	1	1	1	1
50500	-45.585968173609622	-43.481988106699468	-2.103980066910151	0.000081558421595	0.000010123888821	0.124130514339822	0.917163409885249	0	2	6	5	4	8	7	7	9	9	7	11	0	1	4	2	2	8	4	4	4	7	5	9	1	1	1	2	1	1	1	1	2	1	1	1
51000	-45.398824337069229	-43.207420984422491	-2.191403352646735	0.000039661227450	0.000004512302651	0.113771129667965	0.903678439027440	0	2	6	4	4	7	6	6	9	9	8	11	0	1	5	2	2	4	5	5	6	6	8	10	1	1	1	1	1	1	1	1	1	2	1	1
51500	-48.034627704478233	-46.668833620289710	-1.365794084188520	0.000056444310654	0.000028395492280	0.503070937545369	0.734716167718681	-1	3	5	6	5	6	8	7	10	9	9	13	0	1	2	3	2	1	6	5	11	8	7	9	1	2	1	1	1	3	1	1	1	1	1	1
52000	-49.390905200406145	-47.982499148418583	-1.408406051987565	0.000061950480369	0.000024004939604	0.387485931679304	0.881363103071681	0	4	6	5	6	7	8	8	10	8	8	12	0	1	4	1	2	2	4	6	8	6	5	9	1	2	1	1	1	1	2	1	1	1	1	1
52500	-44.177252956634717	-42.458374392745633	-1.718878563889081	0.000048716364342	0.000009638220997	0.197843601979256	0.791171824933482	-1	4	6	5	5	7	7	7	8	10	7	12	0	1	4	2	2	2	4	2	11	8	5	10	1	2	1	1	1	1	1	1	1	1	1	1
53000	-42.693500263864600	-41.255659838692559	-1.437840425172038	0.000091963111829	0.000032082976097	0.348867882550225	0.992588732928346	0	4	5	6	5	6	8	8	9	10	7	12	0	1	2	2	2	2	4	3	4	7	6	10	1	1	1	1	1	1	1	1	1	1	1	1
53500	-38.765905565184063	-36.794370841991658	-1.971534723192403	0.000054633098310	0.000007819923900	0.143135281384479	0.944865609785436	-2	3	6	4	5	7	8	7	9	10	8	12	0	1	4	2	2	3	6	5	6	7	8	10	1	1	1	1	1	1	1	1	1	1	1	1
54000	-51.815430200352395	-50.267775039434390	-1.547655160918003	0.000058748936305	0.000015590948425	0.265382650404857	0.702649299182545	-2	4	3	6	5	7	8	7	9	10	7	12	0	3	1	2	3	5	8	5	8	8	3	10	1	1	3	1	1	1	1	1	1	2	2	1
54500	-48.459599461910898	-46.867880576367710	-1.591718885543186	0.000076425945324	0.000018623014704	0.243673985652288	0.810229094653036	0	4	6	4	6	6	8	8	7	10	8	12	0	1	4	1	4	2	5	5	4	8	3	7	1	2	1	2	1	1	1	1	1	1	1	2
55000	-43.103083237744343	-41.727949616576872	-1.375133621167473	0.000085216130362	0.000039302384847	0.461208279229668	0.805655554814024	0	3	5	4	5	6	9	7	10	9	7	11	0	1	4	2	2	5	8	5	10	8	5	10	1	1	1	1	1	1	1	1	1	1	1	1
55500	-44.013308367404640	-42.592508781815710	-1.420799585588929	0.000090636436954	0.000033497167750	0.369577279027905	0.937479806385731	0	2	6	5	4	7	8	6	10	9	9	12	0	1	5	2	2	4	6	4	7	4	6	7	1	1	1	1	1	1	1	1	1	1	1	1
56000	-50.690313587657656	-49.265785472869673	-1.424528114787984	0.000056048789819	0.000020441604356	0.364710896025842	0.725105012881490	-2	3	7	5	5	8	7	5	9	10	8	11	0	1	4	2	2	7	8	2	3	2	8	10	1	3	1	1	1	1	1	1	1	2	1	1
56500	-51.422852755724918	-49.957793463485459	-1.465059292239459	0.000122236703747	0.000039359967815	0.321997948313357	0.816744826321100	-1	2	6	5	4	7	8	7	8	9	8	11	0	1	5	5	2	1	8	4	3	8	5	10	1	2	1	1	1	3	1	1	1	1	2	1
57000	-54.835929897484974	-53.459706562001259	-1.376223335483712	0.000040507933447	0.000018535467466	0.457576229854658	0.720019458866011	-1	4	6	6	5	8	7	8	9	8	7	10	0	1	2	2	2	2	2	2	2	4	4	10	1	2	1	2	1	2	1	2	2	1	1	1
57500	-50.614137903962806	-49.161704002770250	-1.452433901192553	0.000045903169983	0.000044659312264	0.972902574709691	0.740145582677190	0	3	6	5	5	6	8	8	8	9	6	11	0	1	4	2	2	4	11	3	6	7	4	7	1	2	1	1	1	1	1	1	2	1	1	2
58000	-47.933286713591286	-46.555290984438294	-1.377995729152993	0.000065317864732	0.000029523019001	0.451989958984807	0.888831600204297	0	3	4	5	5	7	8	8	10	10	9	11	0	1	2	3	2	2	4	5	11	7	4	10	1	1	1	1	1	2	1	1	1	1	2	1
58500	-42.556014481995135	-41.194667127930813	-1.361347354064320	0.000061893184916	0.000036709573843	0.593111727784946	0.943761542373005	-1	2	6	4	5	8	8	7	9	10	7	13	0	1	4	2	4	11	8	5	7	9	4	10	1	1	1	1	1	1	1	1	1	1	1	1
59000	-41.927159473870546	-40.011605845161938	-1.915553628708606	0.000015737448566	0.000033453935590	2.125753450467171	0.905214010502526	0	2	6	4	6	7	8	8	10	9	8	12	0	1	4	2	4	4	3	3	10	11	6	9	1	1	1	1	1	1	1	1	1	1	1	1
59500	-43.281267967176362	-41.919662059077218	-1.361605908099142	0.000056251053906	0.000033666388329	0.598502356686567	0.881703050320675	-1	1	6	4	6	8	9	7	9	10	9	12	0	1	4	2	4	3	8	3	8	5	8	7	1	1	1	1	1	1	1	1	1	2	1	1
60000	-42.474330860713458	-40.947681069525409	-1.526649791188051	0.000084690136564	0.000023491806620	0.277385390713058	0.948525401108810	-1	2	6	5	4	7	8	7	10	9	8	12	0	1	4	5	2	5	3	4	6	7	4	8	1	1	1	1	1	1	1	1	1	1	1	2
60500	-50.324911723681808	-48.263908612689818	-2.061003110991991	0.000090585446146	0.000011758694767	0.129807770097252	0.569148757570702	0	3	6	4	6	8	8	7	6	9	8	12	0	1	4	2	4	3	9	5	4	9	3	7	1	2	2	1	1	1	1	1	1	1	1	2
61000	-46.345073857389472	-44.859002145210681	-1.486071712178793	0.000047410598326	0.000014450760093	0.304800205085382	0.830917869877798	0	2	6	4	5	7	9	7	10	10	8	12	0	1	4	2	4	5	3	3	8	6	6	9	1	1	1	1	1	1	1	1	2	1	1	2
61500	-40.891297703359733	-39.083213992266735	-1.808083711092995	0.000036854341382	0.000006438181649	0.174692625273883	0.891331958956279	-1	3	6	5	5	7	8	8	10	9	8	12	0	1	4	2	2	4	6	6	10	6	4	8	1	1	1	1	1	1	1	1	1	1	1	1
62000	-44.658234859792472	-43.219157165076069	-1.439077694716405	0.000047042871167	0.000016347454517	0.347501207124216	0.685229385707098	0	3	7	5	5	6	8	8	10	9	8	10	0	1	4	2	2	1	6	6	11	7	6	10	1	1	1	1	1	3	1	1	1	1	1	1
62500	-47.848993892045179	-46.271819151640990	-1.577174740404190	0.000038775621859	0.000009709031168	0.250390082811687	0.766288531543482	-1	3	6	5	5	7	8	8	10	9	6	11	0	1	2	2	2	11	3	5	8	8	4	7	1	2	2	1	1	1	1	1	1	1	1	1
63000	-45.916182013919013	-44.228818712805634	-1.687363301113376	0.000057842692019	0.000012002004049	0.207493870530991	0.900562276430615	-1	3	6	4	5	6	8	8	8	10	9	11	0	1	4	2	2	2	3	6	3	8	2	10	1	1	1	1	1	1	1	1	1	1	2	1
63500	-48.470217425750519	-47.104782456440070	-1.365434969310451	0.000064873763512	0.000032786272437	0.505385700818316	0.623599630291374	0	3	6	3	5	7	7	7	9	8	8	12	0	1	5	1	4	2	5	5	7	4	6	9	1	1	1	1	1	2	1	1	1	2	1	1
64000	-51.537289932840068	-49.857919579777182	-1.679370353062888	0.000040263829448	0.000062219407204	1.545292836225590	0.904106182380928	-1	3	6	4	5	5	8	8	8	10	7	11	0	1	5	2	4	4	5	6	11	8	6	9	1	2	1	1	1	1	1	1	1	1	1	1
64500	-48.771034212949210	-47.398494227485898	-1.372539985463310	0.000033713687473	0.000015865169802	0.470585420667608	0.724998609360867	-2	4	7	5	6	8	8	7	9	9	8	13	0	1	5	2	4	3	4	4	4	3	5	10	1	3	1	1	1	1	1	1	2	1	1	1
65000	-37.005787429104551	-35.457659953531291	-1.548127475573258	0.000028023154307	0.000034314873240	1.224518584309582	0.971652183591840	0	3	7	5	5	7	9	7	10	9	9	12	0	1	4	2	2	5	8	4	10	6	8	9	1	1	1	1	1	1	1	1	1	1	1	1
65500	-42.022838495364859	-40.577684481690042	-1.445154013674819	0.000041559910508	0.000014172558998	0.341015147172787	0.831059428826638	0	3	7	5	5	7	9	8	10	10	8	11	0	1	4	2	2	4	11	3	11	4	4	10	1	1	1	1	1	1	1	1	1	2	1	1
66000	-43.673144221434264	-42.046118030258981	-1.627026191175285	0.000064071127084	0.000014664536642	0.228879017884367	0.966309089516689	0	4	7	6	6	8	8	7	9	9	9	11	0	1	4	2	2	5	8	2	7	8	4	9	1	2	1	1	1	1	1	1	1	1	1	1
66500	-49.958147422630894	-48.369379439098637	-1.588767983532260	0.000101695395259	0.000024915834837	0.245004552799564	0.776484083445653	-1	3	6	4	5	8	7	6	9	9	7	13	0	1	2	2	2	7	3	4	6	8	2	10	1	2	1	1	1	1	1	1	1	2	2	2
67000	-45.077702208778710	-43.524643667782875	-1.553058540995836	0.000075192505345	0.000019737062732	0.262487100834527	0.906891022538775	0	3	5	4	5	7	7	6	10	8	8	12	0	1	4	2	2	5	3	4	3	8	5	9	1	1	1	1	1	1	1	1	2	1	2	1
67500	-41.848489271279568	-40.165556706283482	-1.682932564996084	0.000081071675963	0.000016937955974	0.208925691649355	0.973415780394188	-1	3	6	5	6	7	9	8	9	8	9	12	0	1	2	2	2	4	6	5	6	4	6	7	1	2	1	1	1	1	1	1	1	1	1	1
68000	-40.153115152805810	-38.713084985253431	-1.440030167552380	0.000080013430272	0.000027721458854	0.346460072518908	0.838318352512712	0	3	7	5	5	7	9	7	10	10	9	11	0	1	4	2	2	4	8	4	11	8	8	7	1	1	1	1	1	1	1	1	1	2	1	1
68500	-40.423650978289594	-39.036014522754122	-1.387636455535472	0.000044016203662	0.000018777105021	0.426595286711281	0.806128640168211	0	3	6	5	5	7	7	7	9	10	9	12	0	1	4	2	2	3	5	4	4	4	6	10	1	1	1	1	1	1	1	1	2	2	1	1
69000	-43.448316002163182	-41.853654118404194	-1.594661883758986	0.000061889005505	0.000014999577382	0.242362553081258	0.848605375074009	0	4	6	5	5	7	8	7	9	9	9	12	0	1	4	2	2	3	5	4	3	6	3	10	1	1	1	1	1	1	1	1	1	1	1	2
69500	-56.863938083370748	-55.453291214566704	-1.410646868804043	0.000053055395727	0.000044852909983	0.845397708720362	0.629231324781550	-1	4	7	4	3	7	9	6	9	9	8	12	0	1	4	5	1	8	8	4	6	6	2	7	1	2	2	1	1	1	1	1	2	1	2	1
70000	-51.557873863879465	-49.412397077526727	-2.145476786352741	0.000107586826616	0.000012805915196	0.119028654332804	0.829422025914216	0	4	6	5	6	8	8	7	9	9	6	12	0	1	2	2	2	11	4	11	4	4	2	8	1	1	1	1	1	1	2	1	1	2	1	2
70500	-40.384741486542225	-38.466183633828699	-1.918557852713523	0.000082160165258	0.000012503190330	0.152180686229605	0.932980793535003	0	3	7	5	5	7	8	5	9	9	8	12	0	1	5	2	2	5	3	2	5	6	8	10	1	1	1	1	1	1	1	1	1	1	1	1
71000	-50.973433446413011	-49.600194968544145	-1.373238477868870	0.000082866629934	0.000038777163724	0.467946672326657	0.901848275352356	-1	3	7	5	4	8	6	8	10	10	9	12	0	1	7	2	2	4	5	7	8	7	5	10	1	1	1	1	1	1	1	1	1	1	2	1
71500	-40.198153792311757	-38.749464351261999	-1.448689441049758	0.000094141775218	0.000031763653284	0.337402319107625	0.956641935926484	0	2	5	3	5	7	9	7	8	10	8	12	0	1	4	2	4	3	9	3	8	6	6	10	1	1	1	1	1	1	1	1	1	1	1	1
72000	-50.128441784735557	-48.752278838572117	-1.376162946163437	0.000060431886304	0.000027664106239	0.457773336743764	0.649958654317438	-1	2	6	5	5	7	8	7	9	7	8	12	0	1	4	2	2	2	4	5	10	5	8	10	1	1	1	2	1	3	2	1	1	1	1	3
72500	-51.313723365102668	-49.427405095221943	-1.886318269880725	0.000121417820421	0.000019207020532	0.158189468934884	0.642273977622535	-1	3	6	6	5	8	8	7	10	9	8	12	0	1	5	5	2	4	3	2	6	4	3	7	1	3	1	1	1	1	1	1	1	1	1	1
73000	-41.582790904328263	-40.169183256699696	-1.413607647628564	0.000030582444310	0.000026154834238	0.855223800085280	0.950643003063350	0	3	6	4	5	7	8	7	9	9	8	11	0	1	4	2	4	5	3	5	6	8	8	9	1	1	1	1	1	1	1	1	2	1	1	1
73500	-46.972073177630882	-45.223613073622779	-1.748460104008106	0.000035204364565	0.000006672951421	0.189548980738795	0.805845454661502	-1	3	7	6	5	7	8	7	6	9	7	11	0	1	4	5	2	5	9	5	2	9	4	10	1	2	1	1	1	1	1	1	1	2	1	1
74000	-52.483358429849162	-49.717666014317558	-2.765692415531603	0.000055218221304	0.000003871009478	0.070103842297905	0.781453653765007	-2	3	6	6	5	6	9	5	8	8	9	12	0	1	8	5	2	8	4	2	5	5	6	10	1	2	1	1	1	1	1	1	1	1	1	2
74500	-53.538978930376501	-51.920255929081613	-1.618723001294887	0.000060631924950	0.000084778839540	1.398254131148503	0.865123401371333	-1	0	6	5	4	7	8	8	9	8	7	10	0	1	4	5	1	4	4	4	10	3	4	7	1	1	1	1	2	1	1	1	1	1	1	1
75000	-56.424298221046776	-55.063378970913362	-1.360919250133416	0.000111833449214	0.000064781173124	0.579264733215650	0.913961484338133	0	3	6	5	4	8	7	8	8	9	7	12	0	1	2	2	2	3	4	3	7	4	5	11	1	2	2	1	1	1	1	1	1	2	1	2
75500	-46.643516521064186	-43.531424042566712	-3.112092478497470	0.000081939452403	0.000004500114036	0.054919991584935	0.906552390746906	0	4	7	6	5	6	9	6	8	8	9	12	0	1	5	2	2	2	10	5	4	8	8	7	1	1	1	1	1	1	1	1	1	1	1	1
76000	-44.914348345130293	-42.601394442566892	-2.312953902563399	0.000102716948130	0.000010428557405	0.101527134469025	0.889384514162653	0	3	6	5	6	8	8	5	10	9	9	13	0	1	8	2	4	5	5	2	7	5	5	10	1	1	1	1	1	1	1	1	1	1	1	2
76500	-55.401114564422343	-52.965966893851586	-2.435147670570760	0.000126870399698	0.000011569702805	0.091193082333734	0.810752242330248	-3	2	7	4	5	7	8	6	9	9	9	13	0	1	4	2	4	8	3	5	3	8	7	10	1	2	2	1	1	1	1	1	1	2	1	1
77000	-51.171289434631518	-48.864459637277783	-2.306829797353736	0.000067121501461	0.000006852623857	0.102092827307654	0.693022136253383	0	3	6	4	5	7	7	6	10	9	6	11	0	1	4	1	2	3	1	2	10	6	4	10	1	2	1	2	1	1	3	1	1	1	1	1
77500	-43.826126572523883	-42.400733638939265	-1.425392933584619	0.000048295110163	0.000017560665207	0.363611660635123	0.983327240113487	0	2	7	5	6	7	9	7	10	10	7	12	0	1	4	1	4	4	8	4	11	6	5	10	1	1	1	2	1	1	1	1	1	1	1	1
78000	-64.303129947927857	-62.909634565501136	-1.393495382426721	0.000050248382733	0.000039407916097	0.784262377277996	0.721744134365302	-4	3	7	5	5	7	7	7	10	10	9	11	0	1	4	1	2	5	4	4	7	3	6	9	1	2	1	4	1	1	1	1	1	3	1	1
78500	-43.854117636849409	-41.804556206449746	-2.049561430399663	0.000065008169419	0.000008541598076	0.131392687292186	0.779238331761826	0	2	6	4	5	8	9	7	9	10	8	13	0	1	4	2	4	8	8	3	5	6	5	10	1	1	1	1	1	1	1	1	2	1	1	2
79000	-51.873012167002976	-50.188061773013857	-1.684950393989122	0.000106229960153	0.000022124639405	0.208271182377738	0.680661637771665	-1	2	7	4	5	8	9	7	10	8	7	11	0	1	4	1	4	11	3	5	10	11	2	7	1	1	2	2	1	1	1	1	1	1	2	1
79500	-48.702958925323770	-46.891135178823610	-1.811823746500156	0.000101020296016	0.000017560664241	0.173833030919115	0.789190590113463	0	3	7	5	6	8	8	8	10	10	8	12	0	1	5	2	2	5	3	4	8	7	5	9	1	2	1	1	1	1	1	2	1	1	1	2
80000	-48.082827988938064	-46.586180350445581	-1.496647638492485	0.000048884291004	0.000014519289575	0.297013401993055	0.619128430453098	-1	4	6	6	4	6	9	6	8	9	8	12	0	1	2	5	1	2	9	2	6	6	6	10	1	2	1	1	2	1	1	1	1	1	1	1
80500	-44.506798790056820	-42.943165040588035	-1.563633749468788	0.000084427412546	0.000021699836106	0.257023583360444	0.780267569162493	-1	4	6	5	5	7	8	8	9	10	8	11	0	1	5	2	2	5	5	3	6	6	6	10	1	2	1	1	1	1	1	1	1	1	1	1
81000	-49.985046578711213	-48.610628518196769	-1.374418060514444	0.000095169310783	0.000044128620439	0.463685405267808	0.672300311840296	-1	3	4	5	5	7	9	8	10	9	7	12	0	1	2	3	3	3	6	4	6	5	4	10	1	2	1	1	1	1	1	1	2	2	1	1
81500	-50.065527064663094	-48.635771308456114	-1.429755756206980	0.000036117355689	0.000012938094653	0.358223751608834	0.895633393614935	-1	2	7	5	6	6	9	7	9	9	7	12	0	1	6	2	4	4	3	5	4	4	5	10	1	1	1	2	1	1	1	1	1	1	1	2
82000	-46.757564250922641	-45.071112435040860	-1.686451815881784	0.000047072871198	0.000009781122362	0.207786823135893	0.798130197592936	0	3	5	6	5	7	8	7	10	9	8	12	0	1	2	5	2	5	5	4	8	6	6	7	1	2	1	1	1	1	2	1	2	1	1	2
82500	-50.282056973509121	-48.920649834706190	-1.361407138802930	0.000048323072051	0.000026390855446	0.546133644367930	0.646436632663113	-1	2	7	5	6	7	8	7	9	8	8	9	0	1	4	2	4	4	8	2	8	4	5	8	1	1	1	2	1	1	1	2	1	1	1	1
83000	-52.350171690283752	-50.934294993474047	-1.415876696809707	0.000066436561093	0.000025003137580	0.376346053573831	0.761040559089098	-1	4	7	5	5	7	8	7	9	9	6	13	0	1	4	1	1	4	2	4	5	3	2	10	1	2	1	2	3	1	2	1	1	1	1	2
83500	-48.738534376000700	-47.271863623879419	-1.466670752121278	0.000035499733405	0.000035950041988	1.012684844097368	0.745195106657708	-1	3	6	4	6	7	8	6	10	9	8	12	0	1	4	2	4	8	3	4	11	6	4	7	1	2	1	1	1	1	2	1	1	1	1	2
84000	-52.599111527105983	-51.221366583841856	-1.377744943264126	0.000028377366253	0.000020348129266	0.717054891022192	0.530792880848268	-2	3	5	5	6	7	8	7	9	9	7	12	0	1	2	2	4	3	6	2	6	4	4	7	1	3	1	1	1	2	1	2	1	2	1	2
84500	-45.056910984814834	-43.608065678695041	-1.448845306119793	0.000052206493952	0.000017606410612	0.337245604512996	0.922320719827646	0	3	6	3	5	7	7	7	10	9	8	12	0	1	4	1	4	5	2	3	7	8	8	9	1	1	1	1	1	1	2	1	1	1	1	1
85000	-52.978751543162154	-51.602032343222220	-1.376719199939934	0.000050206921953	0.000022893117240	0.455975318725973	0.843980182256670	-1	3	6	5	6	7	9	6	8	10	9	9	0	1	4	2	1	3	6	4	3	6	6	8	1	2	1	1	4	1	1	1	1	1	1	1
85500	-50.244448592515361	-48.874355345803565	-1.370093246711796	0.000070707405785	0.000033985344373	0.480647592644841	0.781630032361540	-1	3	7	5	6	8	8	7	7	9	9	12	0	1	4	2	2	5	5	5	2	9	5	11	1	2	1	1	2	1	1	1	2	1	1	2
86000	-50.772505549819520	-49.186557414707906	-1.585948135111614	0.000093055149186	0.000022918641259	0.246290951758939	0.901195846108048	0	3	7	5	6	7	6	7	9	10	9	12	0	1	7	2	4	4	4	1	3	8	8	8	1	1	1	1	1	1	1	3	1	1	1	2
86500	-49.045899105226290	-47.678635976514897	-1.367263128711392	0.000057341166353	0.000028353624401	0.494472404456578	0.840044003558078	-1	2	6	6	5	7	8	8	9	10	8	13	0	1	5	5	2	5	6	4	8	9	2	8	1	1	1	1	1	1	1	1	1	1	3	2
87000	-54.515406576170832	-53.063377020195844	-1.452029555974987	0.000069373517032	0.000023176960047	0.334089448516502	0.834353539268667	0	3	5	6	5	8	8	7	6	10	7	12	0	1	2	3	2	5	8	1	5	7	5	10	1	2	2	1	1	1	1	3	1	1	1	1
87500	-44.005722925490375	-42.105901068987087	-1.899821856503287	0.000082751284353	0.000012877957303	0.155622446273456	0.808252281906273	-1	3	6	5	6	7	8	7	9	10	8	11	0	1	2	2	2	3	5	4	11	7	6	6	1	1	1	1	1	1	1	1	1	1	1	2
88000	-40.088130077484728	-38.568519183466044	-1.519610894018683	0.000022307944728	0.000025709125792	1.152465012133961	0.996779742654823	0	3	6	4	5	7	8	8	10	9	7	11	0	1	5	2	4	5	3	6	8	6	4	10	1	1	1	1	1	1	1	1	1	1	1	1
88500	-46.712838056644394	-44.943071627505773	-1.769766429138622	0.000075577511848	0.000013904431688	0.183975779941066	0.855967797567499	-1	2	6	4	6	7	8	7	8	10	8	13	0	1	4	2	4	5	5	4	8	7	5	10	1	1	1	2	1	1	1	1	1	1	1	2
89000	-56.579511421962636	-55.134942072699836	-1.444569349262799	0.000128818954365	0.000044007598570	0.341623628190367	0.811630857927468	-1	3	6	6	5	7	8	7	10	8	7	13	0	1	2	2	2	4	2	3	4	3	2	7	1	1	1	2	1	1	2	1	2	1	2	1
89500	-40.778439485082501	-38.455825556912558	-2.322613928169943	0.000068786694550	0.000006923025272	0.100644831342697	0.977207029745962	-1	3	6	5	4	8	8	7	10	9	7	12	0	1	2	2	2	4	3	4	6	6	4	10	1	1	1	1	1	1	1	1	1	1	1	1
90000	-46.258639830212452	-44.610049972746346	-1.648589857466106	0.000063111607283	0.000013931053900	0.220736794705348	0.826882891571083	-1	2	6	5	3	8	9	7	10	9	9	11	0	1	4	2	2	3	6	4	10	6	4	7	1	1	1	1	1	1	1	1	1	1	2	1
90500	-40.933724801874362	-39.470931474937807	-1.462793326936552	0.000054525689928	0.000017667022205	0.324012813566037	0.929377875529663	-1	2	7	5	4	7	7	6	9	9	7	10	0	1	4	5	2	4	4	4	7	7	8	10	1	1	1	1	1	1	1	1	1	1	1	1
91000	-48.926590593178140	-47.542271466196773	-1.384319126981364	0.000061727864167	0.000026824525912	0.434561057209473	0.866338982596071	-2	4	7	5	5	8	8	6	9	9	7	13	0	1	4	2	2	4	4	5	7	6	4	10	1	2	1	1	1	1	2	1	1	1	1	1
91500	-58.078935594060447	-56.613668267666753	-1.465267326393691	0.000108173145589	0.000034811707845	0.321814694908945	0.746626061712874	0	3	5	4	5	7	9	8	7	10	9	12	0	1	2	2	2	4	4	3	3	4	8	6	1	2	1	1	1	2	2	2	1	3	1	2
92000	-38.988335555154421	-37.607364614821613	-1.380970940332811	0.000062133209112	0.000027547568296	0.443363037091647	0.841632692048724	0	3	5	4	5	7	7	7	9	9	9	12	0	1	4	2	2	4	5	3	8	6	7	10	1	1	1	1	1	1	1	1	1	1	1	1
92500	-39.763186140680538	-38.369633429739288	-1.393552710941252	0.000091282678926	0.000037776697850	0.413843001695632	0.971613684571818	-1	2	6	4	5	8	8	7	9	10	8	11	0	1	4	2	4	8	3	5	3	9	5	10	1	1	1	1	1	1	1	1	1	1	1	1
93000	-50.637944019306545	-49.217884032815491	-1.420059986491052	0.000076375629269	0.000028302384093	0.370568260634659	0.687235980176109	-1	3	6	5	5	8	7	8	10	9	8	12	0	1	4	2	2	3	4	2	5	4	4	7	1	2	1	1	2	1	1	2	3	2	1	2
93500	-51.095390771517437	-49.490669487828349	-1.604721283689085	0.000055008049572	0.000013091528697	0.237992962837493	0.713613568103302	0	3	6	5	6	7	7	7	10	9	8	11	0	1	4	2	4	4	4	3	7	2	8	6	1	1	1	1	1	1	1	1	2	4	1	1
94000	-43.268119925347492	-41.712509660986264	-1.555610264361226	0.000071759925194	0.000018739723975	0.261144697740366	0.820817520936711	0	3	6	4	5	6	9	7	9	8	8	11	0	1	4	2	2	4	3	4	3	6	6	9	1	1	1	1	1	1	1	2	1	1	1	1
94500	-49.515734067404154	-48.154390626362620	-1.361343441041534	0.000030501368592	0.000016698129351	0.547455085505223	0.625383228049246	-2	4	6	6	5	6	8	7	9	8	8	11	0	1	2	2	2	2	5	5	5	8	6	10	1	3	1	1	1	1	1	1	2	1	1	1
