step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
5000	-664.787989458644347	-671.643477409603747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.283392084095468	2	1	2	4	4	8	8	6	8	8	10	8	9	9	9	6	10	10	10	11	9	12	11	11	12	11	10	9	10	15	14	11	11	12	12	13	12	14	14	12	13	13	14	12	14	14	14	14	16	17	15	17	17	17	13	16	17	16	19	18	21	18	18	19	20	19	20	19	22	20	21	22	20	22	24	24	24	23	22	24	24	22	23	25	26	27	26	29	26	30	35	2	0	2	3	3	4	2	3	4	2	6	16	8	3	10	1	3	6	7	13	6	3	9	15	21	19	5	2	1	10	42	1	27	4	24	16	29	18	36	29	1	33	2	17	4	4	35	29	10	4	29	27	2	48	25	33	1	24	33	21	36	3	51	29	45	53	0	4	36	32	56	14	50	9	61	65	36	62	29	29	24	73	45	67	29	4	64	85	36	72	1	1	1	1	1	1	2	4	2	2	3	2	1	1	4	1	2	3	2	2	1	1	5	2	1	2	1	3	3	6	3	1	4	1	3	1	4	1	2	1	1	6	1	3	2	5	5	1	2	4	7	3	3	7	2	1	4	9	3	6	4	5	8	2	6	3	1	1	9	6	5	4	7	1	6	2	3	6	2	7	8	11	1	3	3	7	11	3	2	8	6	18
5500	-587.083434030818694	-593.938921981778094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.343740812005251	2	0	2	5	4	6	9	6	7	8	8	8	9	11	8	9	10	10	8	12	9	10	10	9	11	11	7	10	11	15	12	12	10	13	13	12	12	15	12	10	12	12	12	14	14	15	14	14	14	17	16	18	18	15	15	15	18	17	17	18	21	18	19	20	21	19	18	19	21	22	22	23	21	22	24	23	23	22	23	23	23	25	23	25	25	27	25	28	27	32	34	2	0	2	2	1	2	3	3	5	6	4	9	3	3	3	1	2	12	27	29	9	24	19	19	24	2	5	2	6	23	1	3	9	1	32	33	21	35	16	27	1	25	9	15	25	25	43	26	26	55	21	3	11	39	23	48	3	55	42	38	67	11	3	24	26	49	0	36	3	52	55	18	45	54	53	60	65	65	57	18	26	71	70	83	33	28	74	49	52	3	3	1	1	1	2	1	2	3	2	2	1	1	1	2	4	2	3	4	1	1	1	1	1	1	1	1	4	1	5	3	2	5	5	1	6	1	1	1	1	1	1	6	1	3	3	2	1	1	2	1	1	3	7	5	2	2	1	10	1	3	2	1	7	6	5	5	3	1	4	8	2	4	7	4	4	2	2	1	1	2	5	7	1	1	1	5	10	1	6	5	15	18
6000	-751.387506846753809	-758.242994797713209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.317203755480400	2	0	1	5	3	7	6	7	8	8	10	9	7	10	7	10	9	7	10	11	9	10	10	11	10	12	8	9	10	16	13	11	12	12	14	13	12	15	13	11	13	15	15	14	14	14	14	13	15	16	16	17	18	16	15	17	19	17	19	18	20	19	20	20	21	20	20	19	21	21	22	22	21	21	24	23	22	22	23	23	24	24	21	26	25	28	27	27	28	32	33	2	0	2	5	1	1	1	4	6	13	28	5	3	3	4	18	18	1	3	27	6	4	6	21	4	27	13	1	6	20	29	5	6	25	18	40	1	22	20	28	20	41	3	3	4	1	26	18	9	1	49	2	44	40	45	23	18	42	21	29	8	18	32	22	31	55	0	18	55	6	32	35	34	63	61	56	43	30	54	64	44	62	50	81	18	85	34	67	11	52	3	1	1	1	1	1	2	2	1	1	1	1	4	2	2	1	1	1	3	3	2	1	2	2	1	3	2	1	4	1	3	1	4	2	1	3	1	5	2	2	2	1	1	8	6	4	4	1	3	4	7	1	9	2	3	1	4	6	1	5	5	4	6	3	5	4	2	1	8	2	6	10	4	5	1	1	3	5	3	3	1	4	2	2	1	11	2	6	3	7	7	17
6500	-678.342373604193995	-685.197861555153395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.316543322181121	2	1	2	6	5	6	8	6	8	8	9	8	10	10	8	8	9	11	11	11	10	10	11	10	11	11	9	10	11	16	13	11	12	12	14	11	12	14	13	10	13	14	14	12	14	12	15	14	14	16	15	18	16	16	15	18	18	16	18	17	21	19	20	20	21	19	19	19	20	20	21	22	20	22	22	23	23	20	23	24	24	25	22	25	23	26	27	28	27	32	34	2	0	2	3	2	3	3	1	2	6	7	5	2	27	1	2	3	40	9	27	5	1	10	10	4	4	4	15	13	18	14	3	24	18	7	7	14	17	25	3	16	13	9	26	36	9	42	9	40	25	9	40	13	25	49	24	18	38	15	43	4	26	36	44	36	42	0	21	4	59	3	57	47	47	70	67	49	52	2	64	24	83	60	74	63	57	84	59	4	84	70	1	1	1	2	1	2	3	2	5	1	1	2	4	1	3	4	4	1	2	1	3	4	1	1	3	2	2	1	1	4	2	3	1	1	3	2	1	3	1	3	3	2	2	1	2	3	1	2	3	2	4	3	3	3	1	5	4	1	4	2	6	7	4	5	5	2	1	4	6	1	10	2	2	2	1	2	5	1	7	2	8	1	3	1	2	4	1	6	11	3	9
7000	-579.730371948485526	-586.585859899444927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360285876908915	2	1	2	5	5	6	8	6	9	8	9	9	9	7	8	8	11	10	9	10	9	11	10	10	11	12	11	10	10	14	14	12	11	12	14	13	11	13	11	12	13	15	14	12	14	15	14	14	15	16	14	17	15	17	15	16	18	16	18	18	20	19	16	21	22	19	19	19	19	22	22	23	21	22	24	24	23	19	24	24	23	22	23	25	25	27	27	28	27	32	34	2	0	2	1	3	2	2	1	14	14	8	5	2	2	2	2	19	1	4	15	14	2	6	10	6	15	12	2	9	44	40	2	13	24	32	24	12	23	11	3	2	44	39	12	7	12	24	19	21	19	4	46	4	40	37	37	54	49	18	63	2	18	44	29	61	55	0	58	1	60	3	10	55	35	77	60	67	63	56	62	3	35	67	75	79	79	85	75	2	86	57	1	1	1	1	2	2	4	2	1	1	2	3	4	3	3	3	1	4	3	1	1	6	3	1	3	2	1	4	1	2	2	4	2	1	1	2	1	1	1	6	6	2	2	2	3	4	2	3	4	4	3	1	2	2	3	2	1	1	4	1	5	3	2	7	1	1	1	2	5	1	13	8	3	4	1	5	3	1	4	2	9	5	2	1	1	2	1	2	11	3	9
7500	-518.177070061635618	-525.032558012595018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.323534158218305	2	0	1	5	5	7	8	7	8	8	9	8	9	10	9	9	8	11	12	12	9	11	10	11	11	10	11	10	10	16	13	11	11	10	15	13	13	13	12	12	14	14	13	14	14	15	14	14	15	16	13	18	18	17	15	17	18	16	17	19	19	20	20	19	21	19	21	18	20	22	21	24	21	22	23	23	23	22	25	23	24	24	24	25	26	28	26	28	28	31	34	2	0	2	3	1	5	4	3	5	8	10	1	8	1	6	2	1	21	29	28	2	21	13	6	12	4	2	12	2	29	15	5	4	3	37	23	5	25	26	28	3	8	18	2	33	27	19	25	31	44	12	4	29	49	21	49	18	35	35	45	1	44	39	38	44	14	0	27	18	67	2	63	29	42	53	45	21	21	33	27	26	46	64	65	44	27	70	70	12	21	49	1	1	1	2	2	1	2	3	1	1	1	2	1	5	1	5	2	1	1	1	6	2	1	3	1	2	6	1	5	3	2	2	2	5	1	1	4	1	1	1	6	5	1	7	2	2	1	2	1	2	2	8	5	1	4	1	3	1	1	2	9	3	4	4	5	5	1	4	4	1	11	2	5	4	2	4	6	6	4	4	9	4	3	2	7	8	2	2	10	9	10
8000	-565.336841724429519	-572.192329675388919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.338966081966205	2	1	2	5	5	7	9	6	8	7	9	5	9	10	9	10	9	11	9	11	9	10	10	11	11	10	10	10	10	16	14	12	10	12	14	13	12	15	14	10	13	13	13	13	15	16	15	13	15	17	14	17	14	15	16	17	18	17	16	18	19	18	18	21	21	20	20	20	21	21	20	21	20	21	23	23	23	22	24	24	25	24	24	25	25	27	26	28	25	32	34	2	0	2	2	2	2	3	2	1	12	6	1	3	10	2	4	3	11	9	17	1	12	21	16	15	12	10	9	9	10	36	1	4	33	9	28	3	31	41	10	33	21	4	12	4	44	35	2	40	1	2	1	18	35	2	31	20	42	17	52	2	3	3	10	45	25	0	15	10	62	2	49	12	40	10	9	73	57	57	2	47	54	62	76	1	63	85	81	1	74	65	1	1	1	2	2	3	3	3	3	1	2	1	4	1	4	3	3	1	1	1	2	3	1	1	1	2	1	1	1	5	1	4	1	1	2	2	4	1	1	1	2	2	4	4	4	2	1	4	3	7	7	8	1	1	6	2	5	2	3	1	8	7	8	8	3	4	1	4	5	1	8	2	7	5	6	7	2	2	3	11	3	4	4	1	8	5	1	2	7	6	9
8500	-684.610634478926158	-691.466122429885559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.290361326199428	2	1	2	6	4	8	7	6	9	8	10	7	7	10	8	8	8	11	12	9	9	11	10	10	11	11	10	9	11	15	13	12	11	12	14	13	13	15	13	12	13	15	13	14	14	15	14	15	16	16	14	18	16	16	15	18	18	16	18	18	20	18	19	20	21	18	21	18	20	21	21	23	21	21	24	23	22	20	25	23	24	25	23	25	24	28	26	28	28	30	35	2	0	2	3	1	1	3	2	12	12	6	8	2	1	2	1	1	20	2	13	17	24	5	5	21	1	7	3	12	3	18	15	16	4	39	18	24	31	14	17	16	10	3	39	25	45	25	19	55	23	39	11	20	36	18	53	22	38	19	33	4	3	55	3	68	35	0	14	36	63	3	63	3	78	36	57	61	10	63	26	68	72	67	66	1	63	49	84	26	63	54	1	1	1	1	1	2	2	2	2	1	1	1	2	5	3	4	3	1	4	1	1	1	4	3	1	4	1	3	2	4	1	3	1	3	1	2	1	1	2	2	3	5	5	1	2	1	1	1	1	5	1	3	2	2	3	1	4	1	2	3	6	6	2	9	2	3	1	6	4	1	12	2	8	1	5	3	1	5	3	4	3	1	1	3	9	6	6	2	8	6	11
9000	-585.092412573184106	-591.947900524143506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335535178588720	2	1	2	6	6	8	7	7	9	8	10	8	10	10	10	9	8	10	10	11	9	9	11	10	11	10	11	11	11	15	14	11	11	12	15	14	13	14	13	12	11	15	14	13	14	15	15	14	15	16	16	18	17	17	14	16	18	16	19	17	20	16	19	19	22	20	18	19	21	21	21	22	22	23	24	24	23	21	21	22	24	24	23	26	25	27	26	28	28	30	33	2	0	2	3	2	4	3	2	5	3	8	3	3	4	10	3	1	6	4	12	6	4	9	17	4	12	22	1	24	31	26	2	21	4	10	13	23	11	25	29	4	33	1	25	12	2	22	27	34	1	26	38	12	47	20	40	50	29	23	16	43	4	47	19	66	26	0	35	67	60	2	4	50	43	53	51	70	22	55	4	65	83	64	46	79	28	78	81	4	89	49	1	1	1	2	2	1	2	3	1	4	1	3	4	2	1	5	3	1	2	1	1	1	2	1	2	2	2	5	1	1	2	5	1	3	3	2	1	3	1	1	2	1	7	1	3	4	3	1	1	6	3	2	5	1	1	2	1	2	6	5	4	4	1	3	2	6	1	2	2	2	10	9	4	4	4	4	1	6	3	4	1	1	2	5	3	7	2	2	10	1	8
9500	-613.725813637720535	-620.581301588679935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.326951018303837	2	1	2	5	5	6	8	5	9	8	7	8	11	8	10	9	11	10	11	11	9	11	10	11	10	12	10	8	10	14	14	13	10	12	14	12	12	14	13	9	12	15	15	13	15	14	14	15	15	16	16	15	17	16	16	16	18	16	17	18	20	20	20	20	19	19	21	19	21	22	20	22	21	23	23	24	22	21	23	21	24	24	23	26	25	28	27	27	26	29	34	2	0	2	3	3	3	4	2	7	4	8	4	3	5	12	4	4	21	21	27	7	14	7	11	10	4	6	3	10	12	9	2	40	25	28	28	18	25	2	4	29	16	2	20	29	19	33	18	44	7	7	1	4	34	46	32	56	12	24	43	3	11	10	54	46	56	0	2	10	64	55	1	4	60	53	77	41	30	21	64	3	59	66	83	10	79	82	89	4	57	85	1	1	1	1	1	3	2	2	1	3	1	1	4	2	1	2	4	1	1	1	1	2	2	2	2	3	2	2	1	5	1	7	1	1	4	1	1	2	5	3	1	3	7	1	1	2	2	3	1	5	5	6	6	3	1	1	1	4	3	1	8	8	5	2	2	2	1	8	5	1	2	9	8	2	3	1	3	4	6	1	10	2	2	1	6	4	1	1	9	7	3
10000	-674.351706043067111	-681.207193994026511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383363848648926	2	0	2	6	4	7	7	6	9	8	9	8	9	10	9	9	9	11	10	11	9	10	10	10	10	12	11	10	10	15	12	13	11	11	15	12	12	13	14	11	14	14	15	13	14	15	14	15	16	14	15	17	17	16	16	18	19	17	19	19	18	19	16	19	22	19	20	19	20	21	20	22	22	22	24	23	23	21	24	24	23	24	24	25	25	27	27	26	26	32	35	2	0	2	5	1	5	5	1	5	5	6	4	3	4	4	3	2	22	2	16	6	3	7	16	21	12	23	12	21	45	28	11	15	12	38	34	1	7	31	2	8	19	12	34	36	25	10	12	39	3	1	31	1	40	38	10	40	22	45	21	1	51	2	26	35	24	0	4	3	59	42	42	42	67	1	60	74	45	68	73	62	74	81	58	4	49	65	79	63	57	57	1	1	1	1	1	1	1	2	2	3	1	1	5	3	2	2	5	1	5	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	2	1	6	4	2	2	1	1	2	4	4	1	5	7	3	8	1	2	6	5	3	3	6	6	2	5	3	3	3	1	7	6	1	3	4	4	1	8	1	1	3	1	1	2	2	1	4	6	3	3	1	5	7	6
10500	-607.237574436695240	-614.093062387654641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.395471925365719	1	0	2	5	6	7	9	6	8	9	10	8	11	11	9	10	10	10	12	11	9	12	10	10	11	12	11	10	10	13	15	13	11	12	14	12	10	14	10	13	13	12	14	13	14	15	14	14	15	16	15	16	17	15	15	16	18	17	18	19	20	20	19	19	19	19	18	18	21	21	21	21	20	21	23	23	21	23	24	22	24	25	23	25	26	28	26	28	25	30	33	2	0	2	2	2	3	4	2	1	6	4	5	9	10	3	3	2	8	7	15	4	23	7	12	7	23	6	1	5	2	38	11	15	29	7	12	4	11	5	21	9	8	18	33	26	44	18	11	13	44	36	20	4	41	10	16	33	39	24	50	9	33	4	19	50	52	0	34	38	61	10	23	3	56	53	57	50	71	57	68	11	78	41	70	79	72	75	82	68	11	64	1	1	1	2	3	2	1	3	3	1	3	1	2	1	4	4	5	2	1	1	2	1	1	1	1	2	2	5	2	5	1	2	1	1	3	2	3	3	2	2	2	3	3	1	1	1	2	1	2	1	2	3	5	1	2	2	4	4	4	2	4	5	8	3	1	2	1	5	3	1	3	6	6	2	5	3	2	1	3	2	7	2	5	2	1	4	2	1	4	9	9
11000	-636.094464604328437	-642.949952555287837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.333856965795023	1	-1	1	5	6	7	8	6	9	9	10	9	10	11	10	7	8	10	8	11	9	11	10	10	9	11	10	11	9	16	14	12	10	12	14	13	11	15	11	10	12	14	12	14	14	14	15	15	16	17	15	17	17	15	15	18	18	15	17	17	20	19	19	20	21	18	21	20	19	22	20	23	22	21	25	22	23	23	23	24	24	25	22	25	24	26	27	29	28	29	34	2	0	2	3	2	4	4	3	6	1	19	6	4	29	19	4	4	25	1	11	6	19	21	17	3	7	9	40	6	58	13	28	6	29	37	21	33	31	8	4	2	32	29	43	3	3	6	23	44	26	11	17	43	45	46	20	22	32	3	43	53	20	2	12	57	51	0	3	43	38	10	55	4	62	67	45	49	56	63	2	56	23	61	80	76	3	62	76	85	85	86	1	1	1	2	4	1	2	3	1	4	1	1	2	1	1	1	2	1	3	1	1	2	1	1	4	3	1	1	1	1	3	1	1	2	2	1	1	1	2	2	8	1	2	1	7	6	4	3	1	3	2	5	3	1	1	3	2	2	6	2	1	6	7	4	1	2	1	11	3	3	5	2	5	1	2	2	3	3	2	8	3	7	1	1	1	13	4	3	3	4	3
11500	-551.581313521039306	-558.436801471998706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.334707397157605	2	0	2	6	6	7	9	7	7	8	9	9	9	11	8	10	10	10	11	11	10	12	9	10	12	11	10	9	11	16	15	11	10	12	14	14	12	15	14	11	13	13	11	14	15	16	13	14	14	16	15	18	18	16	16	16	19	17	19	18	19	19	19	18	21	18	20	19	20	20	21	23	20	22	23	23	23	22	23	22	24	24	23	25	23	28	26	28	27	30	35	2	0	2	2	1	1	3	4	4	9	6	15	2	23	9	4	15	7	4	21	12	3	1	15	3	2	11	4	21	21	40	2	1	33	22	47	9	47	37	4	16	15	23	17	19	33	25	4	8	51	4	3	9	42	19	17	4	32	46	54	4	40	4	34	19	31	0	2	61	8	26	32	64	21	9	65	49	34	57	46	4	74	5	64	4	32	53	30	56	1	90	1	1	1	3	1	4	3	1	1	1	1	1	3	1	1	2	1	1	2	1	1	5	4	1	6	5	1	2	1	5	2	6	2	1	1	1	2	1	1	3	3	2	1	2	2	5	1	2	4	1	4	6	7	2	3	2	6	4	2	1	4	4	8	2	4	1	1	11	1	7	6	4	1	6	9	1	4	6	1	3	7	1	7	4	6	9	4	6	6	12	2
12000	-659.698994716233074	-666.554482667192474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.363515254052010	2	1	2	6	5	6	9	6	9	8	9	7	11	10	9	9	10	10	11	11	8	9	11	10	12	10	10	11	11	14	15	12	11	12	13	14	12	15	14	12	12	14	12	13	14	15	15	14	15	16	14	15	16	14	15	17	18	17	18	19	20	19	19	20	21	19	19	19	22	21	21	23	21	23	24	23	23	23	24	24	25	23	23	25	24	26	27	28	25	32	34	2	0	2	5	2	2	6	3	1	8	8	2	1	9	1	2	9	4	1	24	5	1	10	7	15	4	15	9	15	4	35	29	5	9	4	18	21	32	24	18	10	32	4	29	44	4	37	26	14	35	9	35	18	44	22	36	9	39	9	45	9	24	1	2	25	42	0	1	67	50	9	1	26	61	8	40	54	60	82	55	54	36	69	48	3	52	56	61	1	70	90	1	1	1	1	2	3	1	2	3	1	2	3	4	1	3	2	1	2	4	1	1	4	2	1	1	2	1	1	1	3	1	1	4	1	2	2	2	3	2	1	4	2	2	1	1	4	1	2	4	2	3	1	3	1	3	1	4	2	4	3	5	6	6	10	4	2	1	10	2	2	6	10	4	1	9	5	4	2	1	5	6	4	1	5	9	4	4	4	7	7	2
12500	-750.911648542951525	-757.767136493910925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360555105175133	2	1	2	6	5	8	7	5	6	8	8	7	11	10	8	10	10	11	12	11	10	11	11	9	11	11	10	10	10	15	14	11	11	12	15	13	11	15	11	12	13	15	14	13	15	16	14	15	12	16	15	16	16	15	15	17	18	17	19	19	19	18	20	20	21	19	18	18	19	21	20	23	20	23	24	23	23	22	25	22	25	24	23	26	25	27	26	26	27	31	34	2	0	2	3	2	3	4	2	3	8	5	5	21	12	4	11	9	8	9	16	3	12	4	10	2	7	12	9	3	3	33	21	11	11	1	13	29	47	24	11	12	28	2	16	25	1	49	31	29	12	21	2	31	11	44	35	31	47	47	50	23	20	27	23	54	44	0	34	1	66	25	11	21	59	11	65	60	43	9	21	19	63	31	76	2	57	75	65	33	27	90	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	3	4	1	3	3	2	1	5	1	2	2	3	5	2	1	1	2	7	1	1	1	1	2	3	1	6	2	2	8	1	1	1	3	3	7	2	3	2	1	3	1	4	2	4	3	3	3	2	2	1	2	8	2	4	8	4	3	9	1	2	4	10	6	7	3	4	1	10	3	1	2	7	11	1
13000	-505.898745899680193	-512.754233850639594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380474437699618	2	1	2	6	4	4	9	6	7	8	9	8	11	9	8	7	8	10	11	11	9	11	11	10	11	10	10	9	10	15	15	12	11	12	15	13	11	14	12	12	13	14	13	13	14	15	15	15	15	14	16	17	16	16	16	17	17	17	15	17	21	20	17	21	21	19	20	19	21	22	21	21	20	22	22	23	24	23	22	23	24	25	23	25	25	27	27	27	27	30	34	2	0	2	1	1	3	3	2	4	4	6	8	9	1	1	1	1	8	3	21	5	11	28	16	10	4	21	4	11	3	28	1	9	4	15	37	9	7	14	3	3	17	1	13	26	2	6	10	43	3	27	23	9	27	45	38	2	30	7	39	67	46	2	7	60	52	0	39	10	62	35	33	68	65	4	41	23	71	10	71	21	22	75	20	4	72	73	62	3	57	90	1	1	1	2	1	1	5	2	1	1	2	1	2	4	3	2	3	2	4	1	2	1	2	2	1	1	1	2	1	5	2	5	2	3	4	1	2	3	2	4	4	3	4	1	2	8	6	3	1	7	3	3	5	2	2	2	9	1	2	2	1	3	4	7	3	1	1	3	7	1	3	5	1	1	9	5	6	1	4	1	9	6	1	7	11	2	3	2	10	5	1
13500	-587.471528596683697	-594.327016547643098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.302305749378856	2	0	2	5	4	6	8	6	8	8	9	9	10	8	9	10	10	10	12	11	10	10	11	7	11	11	9	10	8	15	14	12	12	13	15	14	12	15	13	12	14	13	11	14	15	15	14	14	15	16	15	17	17	16	15	17	19	18	17	19	20	19	19	19	21	19	20	19	21	20	21	24	21	19	24	23	24	21	24	23	24	25	23	26	24	26	25	29	26	31	34	2	0	2	1	3	3	1	3	8	24	7	24	29	5	1	1	3	14	1	27	29	11	15	5	5	1	24	1	4	2	3	28	16	10	32	6	26	40	12	23	1	33	3	20	24	31	37	2	39	29	7	20	35	18	33	29	20	45	45	30	43	4	4	26	70	37	0	36	29	46	1	63	34	10	21	67	71	15	39	58	4	37	48	55	19	4	83	89	1	89	90	1	1	1	1	1	2	2	2	1	1	1	1	1	2	3	3	4	1	4	1	1	1	1	2	3	5	1	3	2	5	6	1	1	2	3	4	1	2	3	1	6	1	4	1	6	1	1	6	1	5	3	3	1	3	2	5	4	1	2	2	5	7	8	4	1	4	1	2	6	2	11	3	4	5	8	2	2	5	9	2	11	7	4	6	5	10	1	2	11	2	1
14000	-521.596955715790841	-528.452443666750241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.320532310426911	2	1	2	6	4	5	8	7	8	8	9	8	10	10	9	10	9	8	10	11	10	10	10	11	11	12	11	10	9	15	13	12	11	12	15	13	11	13	13	13	13	13	14	13	14	16	15	14	14	17	16	18	18	16	15	17	16	17	19	18	20	18	19	20	20	20	20	19	20	21	21	22	19	21	23	22	23	22	24	22	23	24	22	24	26	27	26	28	27	32	34	2	0	2	2	1	3	4	3	8	4	2	4	4	29	3	3	18	6	29	29	12	2	10	12	10	12	21	1	3	11	23	1	29	23	31	33	3	11	26	4	13	27	29	27	27	11	37	7	41	11	25	2	3	27	37	42	10	9	18	15	3	24	2	3	62	46	0	4	29	53	7	1	35	48	67	45	9	65	31	3	73	78	35	70	57	4	77	84	2	29	90	1	1	1	2	1	1	1	3	1	1	5	1	2	1	3	3	1	1	1	1	1	4	1	1	1	2	1	4	4	3	2	5	1	1	1	1	4	2	1	3	1	1	2	1	3	3	1	3	1	4	4	6	8	2	2	2	5	4	8	5	8	4	11	8	1	2	1	7	5	1	5	10	2	4	1	4	7	1	7	10	2	1	3	2	6	12	1	1	11	8	1
14500	-719.773268424385265	-726.628756375344665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.295597961605123	2	0	1	6	5	8	8	7	9	8	9	9	10	11	9	8	9	11	11	11	9	11	10	10	11	12	10	10	9	15	15	11	11	12	13	13	12	14	14	13	13	13	15	13	14	15	14	14	13	16	16	18	17	17	14	17	18	17	18	17	21	19	19	19	21	20	21	19	21	22	20	24	21	23	25	23	24	20	24	23	24	23	22	25	24	28	26	26	26	31	34	2	0	2	5	2	3	3	3	2	8	8	3	4	1	2	3	2	29	2	15	8	9	2	15	3	1	16	1	8	35	16	4	4	23	17	21	11	7	42	6	23	37	29	5	3	9	19	12	13	12	12	6	36	55	17	48	28	43	33	47	33	11	3	20	31	41	0	23	4	39	20	1	36	67	74	65	66	44	23	1	1	69	43	73	20	1	70	78	2	12	90	1	1	1	1	3	3	3	2	6	1	1	4	3	5	5	3	6	1	5	1	1	2	5	1	2	4	1	5	1	1	4	3	2	1	2	2	1	3	1	2	2	1	3	3	5	4	2	3	2	4	3	4	2	2	2	1	5	1	2	2	5	3	8	5	3	4	1	4	7	5	3	10	2	1	1	1	2	3	7	10	8	1	4	1	5	12	2	2	13	12	1
