step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-5917.545907270950011	-5916.083825186431568	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.722753825028928	2	8	7	8	7	8	20	9	9	14	16	21	15	18	17	18	17	15	17	16	18	17	22	17	20	19	18	23	19	20	30	28	26	22	26	21	24	27	26	30	30	30	26	26	32	26	29	31	31	27	31	32	33	31	34	32	34	34	34	36	38	40	40	43	45	48	53	49	50	50	51	55	61	61	62	62	70	74	68	73	79	77	81	85	83	82	82	86	86	93	87	89	91	87	96	90	92	92	93	92	109	98	98	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	3	2	3	3	3	3	2	3	3	3	3	4	3	3	3	3	4	3	3	5	5	4	4	4	3	4	4	4	5	5	5	4	4	5	4	5	5	5	4	5	5	5	5	6	5	6	6	6	6	6	7	7	7	7	8	9	8	8	8	8	9	10	10	10	10	12	12	11	12	13	13	13	14	14	14	14	14	14	15	14	15	15	14	16	15	15	15	15	15	18	16	16	17
500	-1857.564918857755401	-1855.728323000449791	-1.836595857305685	0.000009983434283	0.000019254707288	1.928665701775842	0.194256555542372	-5	4	8	7	3	9	7	9	5	14	10	12	11	17	12	9	16	13	11	15	11	17	20	16	15	17	16	19	21	21	20	21	21	24	27	16	25	15	28	29	31	22	20	27	32	24	25	31	32	30	31	26	25	22	35	24	35	25	27	25	35	42	34	38	43	38	50	48	51	39	53	54	63	60	64	60	71	70	69	75	77	76	65	84	81	84	66	86	86	92	85	91	94	88	96	92	89	93	93	94	111	97	101	105	0	1	5	2	1	2	1	2	0	5	7	6	1	18	1	9	13	13	1	12	5	21	36	5	18	18	19	19	0	15	15	25	14	16	20	8	14	19	30	23	28	25	7	31	0	3	0	37	32	56	33	11	43	11	37	42	43	43	53	19	54	61	46	61	59	52	53	38	53	38	65	0	38	65	38	65	70	60	38	70	70	60	70	60	60	87	21	60	60	60	70	83	87	87	60	60	87	83	60	83	60	27	83	87	1	2	1	1	1	1	1	1	1	3	1	1	4	2	4	1	1	1	4	1	2	1	1	3	1	2	1	2	1	2	2	2	1	3	3	1	1	1	2	2	2	2	3	1	1	3	1	2	2	2	2	1	2	2	2	1	2	1	1	4	3	2	3	1	5	2	5	7	5	9	2	1	9	4	9	5	6	7	8	11	8	7	6	12	10	11	13	11	13	13	13	12	13	10	15	13	7	9	11	10	18	14	15	15
1000	-1709.686201944051845	-1707.841112426638801	-1.845089517413019	0.000009950334668	0.000019399952089	1.949678351222829	0.218879312458889	-5	2	4	9	5	7	21	10	8	11	9	22	11	17	16	19	13	8	13	14	20	16	24	14	17	21	19	20	20	15	31	26	26	23	25	22	20	22	26	30	30	29	21	26	32	26	31	29	30	29	31	29	24	31	32	24	34	34	27	37	38	39	39	43	41	49	53	47	49	34	51	50	58	58	62	62	69	67	69	76	77	71	65	84	84	85	66	88	85	95	86	88	94	85	97	89	92	93	93	92	108	97	97	101	0	1	1	2	1	2	13	2	0	5	1	6	5	18	13	9	1	5	11	6	5	17	36	1	18	18	19	19	0	5	30	25	26	16	20	8	25	27	15	23	28	25	13	15	0	7	0	37	25	56	33	7	24	5	37	25	13	52	53	38	46	54	54	61	43	58	53	38	65	38	65	0	38	69	38	74	7	70	70	87	70	70	24	70	70	87	43	70	70	70	70	83	87	83	70	70	87	87	70	83	70	70	83	87	1	1	2	2	2	1	3	2	1	1	2	2	1	2	2	3	3	1	2	2	3	1	1	3	1	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	2	2	2	2	1	1	1	2	3	2	1	3	2	3	2	1	5	1	1	2	3	2	2	1	4	2	8	5	2	4	2	1	9	1	6	1	5	7	7	5	8	6	9	8	7	10	16	13	11	14	13	9	13	4	13	12	5	8	8	10	16	9	12	8
1500	-1598.672149430715990	-1596.739871031974189	-1.932278398741872	0.000010161472770	0.000022030554810	2.168047418806972	0.285521156053673	-6	0	6	7	5	5	14	9	8	12	10	19	3	17	13	16	6	8	15	18	15	16	21	11	19	16	18	26	14	19	27	27	21	21	28	18	21	25	24	27	30	29	24	24	27	23	30	32	30	27	31	22	30	30	33	22	30	36	31	30	36	35	37	40	38	49	51	44	43	36	49	56	58	58	59	62	72	70	69	75	76	78	65	84	83	83	66	80	84	93	85	91	91	84	95	85	92	90	93	91	110	98	98	106	0	1	13	2	1	2	13	2	0	1	1	6	1	18	13	9	1	13	5	6	3	17	36	13	14	18	19	19	0	15	30	25	18	16	20	8	25	27	30	36	28	25	5	15	0	7	0	37	25	56	33	11	46	46	37	18	43	52	53	38	54	54	43	61	59	58	65	60	65	60	65	0	70	71	70	71	87	70	38	87	70	70	43	75	79	87	43	73	38	38	38	83	83	87	73	38	87	83	70	83	70	85	83	83	1	1	1	2	2	2	1	2	1	3	2	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	2	4	1	1	1	1	2	2	2	2	2	1	1	2	3	1	2	1	1	2	1	2	2	2	2	4	2	2	1	3	1	5	2	4	2	1	5	9	2	6	8	8	3	3	8	8	5	12	12	12	9	10	3	9	11	6	4	11	10	15	2	10	6
2000	-1404.508522222641204	-1402.577424131532325	-1.931098091108774	0.000010249777015	0.000022191339904	2.165055871191021	0.377145880794960	-1	3	10	10	8	8	17	9	8	9	13	18	1	20	18	18	15	12	16	11	17	18	21	18	17	15	18	23	20	16	25	29	22	23	27	18	21	27	24	30	29	30	15	25	33	22	26	31	26	27	25	30	28	28	32	23	36	30	33	34	38	39	39	44	38	44	53	44	53	41	49	55	61	61	63	63	71	73	69	73	75	76	65	87	79	77	73	85	86	82	89	91	93	87	98	87	90	86	91	94	110	95	98	99	0	1	5	2	13	2	5	2	0	1	1	6	1	26	43	9	10	1	10	6	1	17	36	11	18	18	19	19	0	13	15	25	26	16	20	8	25	27	30	23	28	25	13	11	0	21	0	37	25	56	33	5	46	43	37	25	54	13	53	38	54	61	54	63	59	52	71	38	59	38	65	0	68	69	70	74	83	75	38	83	70	68	58	81	75	83	83	75	79	70	68	83	86	87	96	70	87	87	70	83	70	88	83	92	1	1	1	2	1	1	3	2	1	2	2	2	1	2	1	2	2	2	2	1	4	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1	3	2	2	1	1	1	2	2	2	1	4	1	2	2	1	3	6	1	2	2	1	2	2	1	3	1	4	4	4	2	1	4	3	6	1	2	2	7	2	5	6	9	3	3	6	7	5	3	9	10	7	8	3	2	10	4	4	11	7	15	2	5	2
2500	-1369.829211976522629	-1367.581670320321564	-2.247541656200985	0.000010286778809	0.000030968846976	3.010548544812413	0.447377067722990	2	5	4	9	8	9	22	9	9	15	13	14	13	20	17	13	16	11	15	15	17	19	20	12	19	19	19	24	16	14	24	28	23	18	24	11	20	23	18	21	30	27	23	24	30	17	27	32	30	30	29	26	35	22	32	27	34	31	37	34	36	38	32	37	38	46	53	46	47	42	54	53	60	61	55	64	68	73	67	71	72	75	65	85	82	76	83	87	86	93	89	91	92	75	97	87	94	94	91	89	107	98	96	103	0	1	1	2	1	2	13	2	0	24	5	6	5	18	1	9	13	1	24	6	11	17	36	3	18	18	19	19	0	24	30	18	14	16	20	8	26	27	15	36	28	25	21	30	0	24	0	37	25	56	25	21	46	24	25	25	46	24	53	38	63	54	54	63	53	58	69	38	65	60	69	0	68	69	70	74	83	73	75	83	70	75	58	81	79	83	83	85	79	70	75	83	86	83	88	79	92	94	68	83	70	88	87	98	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	2	2	2	1	1	2	1	1	1	3	1	1	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	3	2	3	2	2	1	2	3	1	2	1	2	3	1	1	1	1	3	3	2	1	1	3	4	2	1	1	2	3	1	6	5	8	2	2	5	5	1	3	8	7	6	8	2	2	2	1	4	9	7	15	2	3	2
3000	-1324.685704934889827	-1322.297563918307105	-2.388141016582743	0.000010298903374	0.000035208224475	3.418638198210082	0.502358934270344	-1	2	1	8	3	8	20	5	9	10	16	21	9	17	19	13	19	10	13	16	13	18	21	16	18	20	19	24	16	15	31	28	25	21	20	20	23	23	25	27	30	27	24	28	29	27	30	32	29	27	31	32	31	31	36	25	32	27	36	35	35	41	41	39	39	48	54	45	41	50	52	56	56	59	59	61	68	74	69	71	76	76	65	84	82	74	77	86	87	86	88	92	92	83	90	91	92	91	84	94	110	97	98	99	0	1	1	2	1	2	21	2	0	1	1	6	1	18	30	9	3	5	10	6	1	10	8	5	18	14	19	19	0	10	15	25	14	16	20	8	25	27	30	23	28	25	7	30	0	13	0	37	25	56	33	7	46	7	48	25	24	43	53	38	54	54	54	54	59	58	65	38	65	68	69	0	70	69	73	74	83	79	75	83	70	75	66	85	78	83	83	82	82	75	75	83	86	87	79	99	87	94	79	87	73	88	98	98	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	3	2	1	2	2	1	2	3	1	1	1	3	1	1	2	2	1	2	1	2	1	1	2	1	2	3	1	2	1	3	1	2	2	1	2	2	1	2	1	1	2	1	1	3	1	3	2	1	1	4	2	2	1	1	1	1	2	3	1	1	1	1	1	1	5	2	5	1	2	4	2	2	4	4	7	7	7	1	5	2	2	2	3	3	14	2	1	1
3500	-1248.352834150771514	-1246.150124878098723	-2.202709272672864	0.000010242158786	0.000029547730336	2.884912346316732	0.552117862267821	0	4	5	7	8	6	21	8	6	12	14	14	7	19	10	12	13	11	16	16	18	15	21	16	21	16	18	22	20	21	31	28	25	20	26	16	24	23	24	30	24	30	24	26	31	25	27	31	31	23	32	29	31	26	30	28	31	23	35	32	39	41	35	44	39	49	51	45	45	50	48	56	55	58	63	63	72	71	70	69	78	74	65	81	78	72	80	73	86	91	86	91	90	86	96	91	89	92	89	91	110	96	98	97	0	1	1	2	1	2	13	2	0	5	1	6	1	18	1	9	1	5	11	12	24	17	36	13	14	18	19	19	0	15	15	25	26	9	20	8	25	27	15	23	28	25	5	30	0	5	0	37	25	26	33	58	46	46	37	50	7	21	53	38	54	54	54	61	53	52	69	60	65	68	69	0	70	71	73	74	83	75	75	83	82	78	7	78	88	83	83	75	82	85	75	83	86	87	99	99	87	87	81	87	88	99	87	98	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	2	4	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	2	3	2	1	1	2	2	1	2	3	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	3	1	1	2	2	2	1	1	1	9	1	2	2	2	2	3	3	4	7	7	2	2	1	2	2	1	2	10	1	3	1
4000	-1220.357506541508883	-1218.033026178486807	-2.324480363022039	0.000011466312070	0.000037049401048	3.231152337485435	0.597826469883964	-1	3	2	6	6	8	17	9	7	14	10	21	15	18	13	17	17	8	15	13	19	14	24	16	17	18	18	24	17	18	28	23	22	18	22	19	24	25	23	29	30	27	25	25	31	20	28	31	29	20	30	33	30	29	33	31	31	36	34	37	37	41	39	35	43	48	52	44	48	49	52	54	59	61	60	63	70	71	67	75	80	75	67	82	80	72	82	84	85	94	88	90	93	85	92	86	87	91	92	94	105	94	96	101	0	1	1	2	1	2	13	2	0	5	1	6	1	18	11	9	11	1	5	6	13	11	36	1	18	18	19	10	0	15	30	25	26	9	20	8	25	27	15	23	28	25	13	15	0	13	0	37	32	25	33	43	11	46	37	50	46	52	53	38	54	61	54	54	59	58	69	38	65	68	69	0	70	71	70	74	83	79	75	83	78	78	24	79	78	83	83	82	82	79	84	83	86	87	88	85	87	94	82	94	102	88	87	87	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	2	1	3	1	1	1	1	3	2	2	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	3	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	6	3	2	1	3	1	1	6	2	7	6	1	2	1	1	2	3	1	2	2	2	3
4500	-1300.928714506917231	-1298.724060157075201	-2.204654349842103	0.000014674719218	0.000042414632130	2.890319841923923	0.568346695375139	1	4	9	7	6	9	15	10	9	11	8	19	16	20	17	16	18	9	15	15	15	15	24	12	16	21	18	19	17	21	31	26	24	21	21	17	19	24	26	31	29	28	18	25	29	27	29	28	25	25	27	30	32	29	30	31	35	36	34	32	33	43	39	40	45	48	48	43	44	46	51	51	59	58	63	62	73	74	69	74	79	69	67	82	83	72	81	82	88	94	84	92	90	78	94	90	88	88	84	93	109	100	96	100	0	1	1	2	1	2	11	2	0	11	1	6	5	18	11	9	7	1	11	6	5	5	36	11	18	18	19	19	0	15	15	25	14	9	20	8	25	27	30	23	28	25	5	15	0	7	0	37	25	25	33	11	46	46	37	50	46	24	53	38	54	63	54	54	59	58	69	38	59	68	69	0	60	69	70	74	83	82	75	83	82	75	73	81	82	83	83	79	85	84	84	83	86	83	99	81	87	94	79	98	99	99	97	87	1	1	1	1	1	1	2	1	1	1	2	3	1	3	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	1	3	1	2	2	1	1	2	1	1	2	2	1	3	1	2	1	1	2	2	1	2	1	3	2	1	1	1	4	2	3	1	1	1	1	1	2	1	2	1	2	1	3	2	1	3	1	7	5	2	1	2	1	2	2	1	3	3	1	2
