step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
55000	-215.539609107112653	-213.728107276099280	-1.811501831013387	0.000187979995198	0.000032690982838	0.173906711743343	0.423984769861062	0	2	3	4	5	10	11	11	13	14	18	20	21	21	23	26	24	28	28	27	34	33	35	35	39	43	44	46	48	0	1	2	2	2	3	3	5	8	6	10	10	11	10	14	17	10	0	13	13	13	20	22	20	23	25	25	27	25	1	1	1	1	2	3	5	2	1	2	2	3	2	3	1	1	5	1	4	2	6	2	1	3	2	2	3	1	4
55500	-207.482090968989979	-205.919392428673348	-1.562698540316635	0.000192583084312	0.000049589440195	0.257496344354348	0.393269377004000	-1	1	3	3	5	9	12	11	12	15	19	20	21	20	24	24	27	28	29	29	35	30	33	36	38	41	45	45	47	0	1	2	2	3	4	6	6	6	9	10	11	11	10	12	13	14	0	13	16	23	17	22	13	19	21	26	26	19	1	1	1	1	1	3	2	1	2	2	2	1	1	2	2	2	4	1	4	2	1	2	2	7	5	3	2	2	9
56000	-248.786815193446330	-247.191033485921423	-1.595781707524899	0.000176291416397	0.000042639175084	0.241867561990963	0.286147248470927	0	1	2	3	5	10	9	11	14	13	18	20	21	21	23	25	27	28	29	28	34	33	35	36	38	43	43	44	48	0	1	2	2	2	4	1	4	4	4	6	8	11	11	11	11	15	0	20	16	13	20	22	19	13	23	16	26	22	1	1	1	1	2	3	3	2	6	4	5	4	2	1	2	3	3	1	1	1	7	3	1	5	8	4	8	1	5
56500	-229.567964598434770	-227.932515026346152	-1.635449572088620	0.000184570860810	0.000041643845776	0.225625245464200	0.413581169075657	0	2	3	4	6	10	11	11	14	14	18	21	21	20	24	24	28	28	28	30	34	33	33	35	38	43	45	46	48	0	1	2	3	4	5	1	4	7	8	10	10	11	11	11	13	16	0	16	16	12	16	19	16	19	22	23	27	26	1	1	1	1	1	3	6	3	1	1	2	3	3	1	4	2	2	1	2	2	6	5	2	5	4	4	7	1	3
57000	-235.092090683360709	-233.435867757853202	-1.656222925507503	0.000163664593157	0.000035678209435	0.217995894816638	0.436929026427745	-1	1	3	4	5	9	11	11	13	15	19	21	21	21	23	24	26	28	29	28	34	32	35	33	37	42	45	43	46	0	1	2	1	3	4	4	5	6	9	10	11	11	11	12	13	14	0	13	16	20	11	19	17	23	22	25	22	22	1	1	2	3	2	3	4	3	2	2	3	1	1	1	1	2	3	1	2	2	3	6	3	3	1	6	3	4	9
57500	-206.366173492471006	-204.755555998914701	-1.610617493556291	0.000174571546321	0.000041113256700	0.235509494914119	0.615314200347957	0	2	1	4	5	10	11	11	13	14	19	19	21	21	23	25	27	29	28	29	35	32	33	34	39	41	45	44	46	0	1	1	2	2	4	2	4	8	8	10	10	11	12	14	12	11	0	16	19	23	19	22	20	22	21	25	25	25	1	1	1	1	2	3	4	3	1	2	2	2	1	1	1	3	4	1	1	1	1	2	1	2	3	3	2	2	2
58000	-222.156026467622866	-220.621868498556466	-1.534157969066390	0.000137062852424	0.000037411395081	0.272950653073886	0.459887071468116	-1	1	2	4	5	10	11	11	11	15	19	21	21	21	24	24	27	27	26	29	34	32	35	33	39	42	45	46	49	0	1	2	2	2	5	1	5	4	6	10	11	11	11	11	13	19	0	13	16	19	20	19	22	19	23	26	26	27	1	1	1	1	2	3	5	2	3	3	2	1	1	1	2	2	1	1	2	3	4	2	5	1	5	3	2	2	2
58500	-215.845493013989909	-214.063364581404670	-1.782128432585234	0.000152929715078	0.000027662226992	0.180881962527776	0.456220791388859	0	1	3	3	5	9	10	12	14	14	19	21	21	20	23	25	26	29	28	30	32	34	35	36	38	42	46	44	48	0	1	2	2	2	2	1	4	8	8	10	10	11	11	13	13	11	0	17	13	20	20	20	19	21	25	26	25	26	1	1	1	2	2	6	6	5	1	1	2	5	2	1	1	2	4	1	1	4	1	2	3	3	2	2	2	3	2
59000	-209.866789761309917	-208.323286422955846	-1.543503338354073	0.000135247050452	0.000036199977323	0.267658164833554	0.403790134395750	0	1	3	3	4	10	10	9	14	15	18	20	20	20	22	25	27	28	27	29	33	33	35	34	39	40	45	45	48	0	1	2	2	2	4	8	4	6	6	10	11	11	10	11	13	11	0	16	16	16	19	16	22	23	25	26	16	25	1	1	1	1	2	3	1	3	2	2	2	1	1	1	2	3	5	1	1	2	3	2	5	1	2	1	2	10	6
59500	-231.523717178115476	-230.124482412183795	-1.399234765931677	0.000156526384663	0.000063073602109	0.402958275978962	0.422121961754570	0	2	3	3	5	10	11	12	13	13	19	19	21	22	23	25	27	26	28	30	33	33	34	35	38	41	44	45	48	0	1	1	2	2	4	3	6	6	6	10	10	11	10	13	11	14	0	16	16	16	19	16	21	23	25	25	22	22	1	1	3	1	2	3	3	1	3	1	3	2	2	4	1	2	2	1	3	2	4	3	4	1	2	2	4	8	8
60000	-207.795600328902538	-206.321852260469569	-1.473748068432978	0.000147326427081	0.000046345697141	0.314578301116266	0.485783705678869	-1	2	1	4	6	9	11	11	14	13	19	21	22	21	23	26	26	28	28	28	35	32	34	36	37	43	45	46	48	0	3	1	2	2	4	6	4	8	6	10	10	12	11	12	13	12	0	13	16	19	20	19	22	22	25	23	26	26	1	1	1	1	2	3	1	3	1	2	4	3	1	1	1	2	3	1	3	1	3	3	2	2	2	3	5	1	2
60500	-227.235144773432211	-225.728244614854390	-1.506900158577827	0.000158309600472	0.000045898496271	0.289928697527834	0.453833513942722	-1	1	2	3	5	10	10	12	14	14	18	19	21	19	24	23	28	29	28	30	35	34	34	35	38	42	45	43	47	0	1	2	2	2	4	1	5	6	8	6	11	8	8	12	11	15	0	11	19	19	20	19	23	22	25	26	23	27	1	1	1	1	2	4	3	3	2	1	2	1	5	4	3	3	2	1	3	1	4	2	3	1	2	2	1	3	2
61000	-211.336912969368086	-209.747823197033000	-1.589089772335075	0.000143414097976	0.000035116187836	0.244858687757084	0.393436322517716	-1	1	2	2	6	11	12	10	14	15	18	21	21	21	23	24	27	28	28	29	35	32	34	35	38	42	45	44	48	0	1	2	2	1	5	8	4	6	8	10	11	11	10	11	10	14	0	16	16	20	16	16	20	23	25	26	23	27	1	1	1	1	3	3	1	4	2	2	2	2	2	3	2	3	4	1	3	4	3	3	5	3	2	2	1	6	2
61500	-208.658682103789374	-207.088002934154161	-1.570679169635207	0.000126925400363	0.000032178609242	0.253523795474982	0.443372966608006	0	1	2	3	5	10	12	11	13	14	18	21	22	22	23	26	27	29	29	29	34	34	33	36	39	43	45	46	48	0	1	2	2	2	4	1	6	6	6	6	11	11	11	12	13	15	0	16	16	23	20	20	22	21	23	25	26	25	1	1	1	1	2	3	6	1	2	2	5	2	3	2	1	2	2	1	2	2	1	3	2	1	2	5	3	2	4
62000	-208.513763684202928	-207.068229027822582	-1.445534656380359	0.000123814841761	0.000042173899588	0.340620712255155	0.496670504334740	0	1	3	3	6	9	12	10	11	13	18	19	22	21	23	25	27	27	28	30	34	32	34	35	37	43	45	44	49	0	1	2	2	2	4	8	2	6	8	6	11	11	12	10	13	15	0	13	19	13	19	19	22	23	25	26	23	25	1	1	1	1	2	3	1	4	1	1	4	1	2	1	5	2	2	1	3	1	6	2	2	1	2	2	1	5	6
62500	-212.910696791677140	-211.161094857008209	-1.749601934668932	0.000193508330246	0.000036619940585	0.189242191993911	0.388839649043381	-1	1	2	4	5	9	10	12	13	15	18	20	21	21	22	24	27	29	28	29	34	32	35	34	39	42	45	45	49	0	1	2	2	2	4	4	6	6	9	10	11	12	12	12	13	14	0	13	16	16	16	19	19	22	25	25	22	26	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	3	1	3	2	6	4	3	3	2	2	2	7	3
63000	-210.420689198296344	-208.916347219041882	-1.504341979254463	0.000120963766597	0.000035279893148	0.291656701341086	0.396613954924769	0	1	3	4	5	10	12	12	15	15	17	19	21	22	23	24	25	28	28	30	34	32	34	35	38	42	44	45	47	0	1	2	2	2	4	4	4	8	6	10	11	12	12	10	13	14	0	13	16	20	20	19	22	23	23	25	23	27	1	1	1	2	2	2	4	4	2	3	1	2	1	1	3	2	2	1	5	3	2	1	3	2	2	4	2	5	1
63500	-209.779840515669662	-208.317711836280239	-1.462128679389412	0.000179314592811	0.000058207391575	0.324610455077700	0.423768764417133	0	1	2	3	5	9	11	10	13	14	17	20	21	21	23	24	27	28	27	30	34	33	35	35	38	42	44	46	47	0	1	2	2	2	3	6	4	8	9	10	11	6	10	14	14	12	0	16	19	19	17	22	22	23	25	26	23	27	1	1	1	1	2	3	1	3	2	1	2	3	6	4	1	2	4	1	1	2	3	3	1	1	1	3	1	4	2
64000	-229.387200605310056	-228.000483898509430	-1.386716706800613	0.000143758682711	0.000061634722101	0.428737387814962	0.476023845787613	0	1	3	3	5	10	11	9	14	14	19	21	22	21	23	26	27	27	28	30	33	34	34	34	39	43	46	46	47	0	1	2	2	2	5	4	4	8	6	9	11	11	8	12	13	8	0	14	19	17	20	21	16	23	25	25	25	26	1	1	1	1	2	2	5	3	3	2	2	1	2	6	2	2	8	1	4	1	3	2	1	3	2	1	3	3	2
64500	-220.842423919525572	-219.340991958808047	-1.501431960717519	0.000208513541065	0.000061230816290	0.293653908408868	0.430408755591131	0	1	3	3	6	10	11	11	14	15	18	20	20	21	23	25	27	28	27	27	33	33	34	35	39	43	46	44	48	0	1	2	2	2	2	2	4	7	8	8	10	11	12	12	13	12	0	13	13	16	20	22	21	24	25	26	23	25	1	1	1	1	2	5	3	4	2	2	3	2	1	1	1	3	3	1	4	3	3	2	1	2	2	2	1	5	4
65000	-228.270115373873892	-226.887442018729899	-1.382673355143990	0.000147513624797	0.000064726191496	0.438781106389570	0.478941290959112	0	2	3	3	5	9	11	12	14	14	17	18	21	22	23	24	28	27	27	30	34	31	35	35	39	42	46	44	47	0	1	2	2	2	4	5	5	6	8	10	10	11	11	10	12	19	0	15	19	22	13	21	19	24	25	21	25	25	1	1	1	1	1	3	2	3	2	1	2	2	2	3	5	4	1	1	2	1	1	6	1	4	2	2	5	2	4
65500	-243.095134223474616	-241.679096554430942	-1.416037669043664	0.000157538279127	0.000059252991541	0.376118057590853	0.304920800889314	0	1	3	3	5	9	11	11	14	14	19	19	21	21	24	25	27	28	28	29	32	31	34	35	37	43	45	43	48	0	1	2	2	2	4	1	2	6	6	10	7	10	10	11	12	16	0	15	14	20	11	22	23	21	16	23	20	28	1	1	1	1	2	4	6	5	4	3	2	3	5	3	3	3	1	1	2	4	2	4	2	1	2	10	5	6	3
66000	-239.760134010490873	-238.246908536754972	-1.513225473735893	0.000137159740918	0.000039195130591	0.285762646743298	0.445401496967251	-1	2	2	4	6	10	11	12	14	14	18	19	21	22	23	24	27	29	29	30	35	33	35	35	39	41	46	44	48	0	1	1	2	3	2	1	6	6	6	10	11	10	11	11	14	13	0	16	13	19	17	19	16	23	21	25	26	26	1	1	1	1	2	5	6	1	2	3	2	1	4	3	3	2	2	1	3	5	4	3	4	4	3	3	4	1	2
66500	-230.538943712385958	-229.019328926449418	-1.519614785936542	0.000201510976576	0.000056765689441	0.281700234922894	0.496446980565642	-1	0	2	4	5	11	11	11	15	14	19	21	20	21	23	25	26	27	27	29	34	33	34	36	39	42	46	44	48	0	1	2	3	3	3	2	4	10	8	8	13	10	10	8	11	10	0	15	19	19	20	20	21	22	25	28	21	26	1	1	1	1	1	5	4	3	1	3	4	1	3	3	6	4	4	1	2	1	3	2	3	1	2	1	1	4	2
67000	-207.299196635769334	-205.737978218074602	-1.561218417694726	0.000215522414212	0.000055658361041	0.258248596760399	0.533213741104539	0	1	3	3	5	10	10	10	14	14	19	19	21	21	20	25	27	28	28	28	34	33	34	35	39	41	45	46	48	0	1	2	2	2	4	5	4	8	8	8	9	12	12	12	13	14	0	17	16	11	19	16	22	22	25	26	27	26	1	1	1	1	2	3	3	3	2	2	5	2	1	1	1	2	2	1	1	2	5	2	3	1	3	1	2	1	3
67500	-211.737217993914754	-210.187240364429528	-1.549977629485216	0.000122875865810	0.000032455095697	0.264129131320776	0.472830005472008	-1	1	2	2	3	10	11	10	14	14	18	20	22	22	24	26	27	28	29	29	33	33	33	35	39	41	45	45	48	0	1	2	2	3	4	1	4	6	6	10	11	11	10	12	11	16	0	16	16	16	20	19	13	24	25	26	25	26	1	1	1	1	1	2	6	3	2	2	3	1	3	4	2	3	1	1	2	1	4	2	2	5	2	1	2	3	3
68000	-226.278304023098173	-224.477532815575415	-1.800771207522762	0.000191484695232	0.000033777167845	0.176396175183112	0.457353049322476	0	2	3	4	5	11	11	12	15	14	18	20	21	21	24	25	27	28	29	29	34	34	34	34	38	42	45	45	47	0	1	2	2	2	4	1	5	8	6	10	11	10	11	13	13	11	0	17	17	19	17	19	19	23	25	26	21	28	1	1	1	1	1	5	5	2	2	2	1	1	3	1	2	2	5	1	2	2	2	2	2	2	3	3	2	6	2
68500	-197.245123956147268	-195.707637013067739	-1.537486943079530	0.000107532346482	0.000029145293077	0.271037450874107	0.389157846633855	1	2	3	4	6	11	12	12	15	14	18	21	22	21	23	26	27	29	28	29	35	33	35	36	39	41	43	45	48	0	1	2	2	2	4	1	6	6	6	10	11	14	10	12	13	14	0	16	19	22	16	16	22	21	25	26	23	25	1	1	1	1	2	4	5	1	2	2	2	1	1	4	1	2	3	1	1	1	1	5	4	2	2	1	1	5	4
69000	-265.156140923483633	-263.181034259263583	-1.975106664220037	0.000216463530515	0.000030858828139	0.142559017055480	0.381575774989458	0	1	3	4	6	10	10	10	15	15	19	21	22	22	23	26	27	28	29	30	34	32	31	35	38	42	42	46	49	0	1	1	2	3	3	5	5	4	2	8	6	11	11	11	11	11	0	13	17	20	13	20	19	24	21	21	23	26	1	1	1	1	1	3	2	2	6	6	4	6	1	1	2	3	4	1	3	2	2	5	1	3	2	3	3	7	3
69500	-226.712668389957855	-224.950852942050204	-1.761815447907665	0.000148582729304	0.000027639183710	0.186018818201800	0.527786644406299	0	1	2	4	5	9	10	11	13	14	18	21	22	21	23	26	27	27	29	30	34	31	33	33	38	42	45	45	49	0	1	2	3	2	4	4	6	6	9	10	10	11	11	10	15	11	0	16	19	19	20	19	19	22	25	26	23	25	1	1	1	1	2	2	3	1	2	1	3	4	3	2	4	1	3	1	2	1	2	1	2	2	6	2	2	5	6
70000	-231.301406987959894	-229.859271652212215	-1.442135335747683	0.000175215883512	0.000060307871033	0.344191803983823	0.295378921476201	-1	1	3	4	6	10	11	11	14	14	19	20	22	21	22	26	28	27	28	30	35	33	35	36	38	42	45	45	49	0	1	2	2	4	5	4	5	6	8	10	8	12	10	10	15	11	0	16	19	19	20	22	16	13	21	26	26	24	1	1	1	2	1	2	5	3	2	2	3	3	1	3	5	2	4	1	1	2	4	2	2	5	10	3	2	1	6
70500	-248.472192227770421	-246.984729555109794	-1.487462672660616	0.000170683173107	0.000051844340994	0.303746057974267	0.316371301270649	-1	2	1	4	6	11	11	10	15	15	19	20	21	22	22	25	28	28	28	28	33	32	34	33	39	43	45	45	48	0	3	1	2	2	4	5	4	6	6	9	6	6	12	6	6	6	0	11	15	20	20	20	22	19	23	19	23	23	1	1	1	1	2	3	2	2	3	3	3	5	3	2	5	8	8	1	4	3	3	2	4	1	6	4	7	5	6
71000	-238.132530018629240	-236.543864998394156	-1.588665020235095	0.000180362786364	0.000044198129062	0.245051265577794	0.389425489722554	0	1	2	3	5	10	10	11	14	14	18	20	22	21	23	26	28	28	29	30	31	34	34	35	39	43	44	45	47	0	1	2	2	2	4	1	7	8	6	10	10	11	11	12	15	6	0	11	17	16	21	21	16	22	21	22	26	19	1	1	1	2	2	4	4	1	2	2	3	2	3	2	1	2	8	1	5	1	2	2	1	5	2	6	5	2	7
71500	-222.832657507634707	-221.427084302238370	-1.405573205396344	0.000147469009624	0.000057812109942	0.392028875012195	0.313588385706549	0	1	3	3	6	10	11	10	14	15	19	20	20	21	24	24	26	28	27	29	35	33	34	35	39	42	46	45	48	0	1	2	2	2	4	8	3	6	9	10	6	10	6	14	11	11	0	14	19	22	20	19	12	21	21	25	26	23	1	1	1	1	2	3	1	3	3	1	2	4	3	6	2	1	4	1	3	1	1	3	4	7	3	4	3	2	6
72000	-209.539132172258491	-207.300970884900551	-2.238161287357928	0.000144953478508	0.000015770149115	0.108794554484367	0.460322578938704	1	2	3	3	5	10	10	11	14	13	19	20	21	21	24	25	28	28	27	29	34	32	34	35	39	41	44	45	46	0	1	2	2	2	4	1	4	6	8	10	11	11	12	12	13	15	0	13	16	20	20	19	22	23	25	23	23	26	1	1	1	1	2	3	4	4	2	1	3	1	2	1	2	2	2	1	4	2	2	1	3	1	3	1	5	3	2
72500	-213.270299221519821	-211.648743739471342	-1.621555482048488	0.000149571658154	0.000034557848365	0.231045431947703	0.444740801700421	-1	1	2	3	5	11	10	11	14	15	18	20	22	20	24	25	28	28	26	29	35	31	34	33	39	42	45	45	47	0	1	2	2	2	4	1	4	6	9	10	11	11	11	10	14	10	0	13	19	23	20	16	22	21	25	21	23	23	1	1	1	1	2	3	5	3	2	1	2	1	2	1	5	3	5	1	2	1	1	1	4	1	2	2	3	5	6
73000	-230.606423084586879	-229.068397953594371	-1.538025130992515	0.000240893281391	0.000065217302987	0.270731099725504	0.335858750541976	0	1	3	2	5	11	10	12	14	15	18	20	21	22	23	25	27	27	28	29	35	33	35	35	39	42	45	45	48	0	1	2	2	3	4	2	5	8	8	6	11	6	12	11	10	13	0	14	17	22	17	22	19	21	21	25	23	21	1	1	1	1	1	4	4	2	1	2	3	2	5	1	2	5	2	1	2	1	1	3	1	4	2	3	3	6	4
73500	-220.786552635634365	-219.281023862150107	-1.505528773484266	0.000215458575333	0.000062666528914	0.290851867077670	0.526768793311324	0	1	3	4	5	10	11	11	15	15	18	20	21	21	22	26	25	28	29	29	35	32	34	34	39	42	43	46	48	0	1	2	2	2	2	5	3	4	8	10	9	12	11	14	10	11	0	17	17	22	20	22	20	23	25	23	25	25	1	1	1	1	2	4	4	3	3	2	1	3	1	1	1	5	3	1	3	2	1	2	1	2	2	2	4	4	4
74000	-206.386096571418591	-204.875075140781632	-1.511021430636969	0.000189178369934	0.000054331552974	0.287197489823016	0.545113939322978	0	1	2	3	6	9	11	11	14	14	19	18	22	22	24	24	28	29	28	30	34	32	35	36	38	40	44	45	48	0	1	2	2	2	4	5	6	6	6	9	9	11	12	14	13	15	0	16	13	20	17	21	16	23	25	26	21	28	1	1	1	1	2	2	3	1	3	3	4	2	1	2	2	1	2	1	2	3	2	2	1	6	1	1	2	5	2
74500	-221.334612564955449	-219.681692953903166	-1.652919611052273	0.000245231577722	0.000053748253001	0.219173458411270	0.391400087406616	0	1	2	4	6	11	10	11	14	14	18	20	21	22	23	25	28	28	28	30	34	33	35	35	38	41	46	43	48	0	1	2	3	2	4	1	2	6	7	9	11	12	10	12	13	12	0	12	16	20	13	22	20	24	25	26	16	26	1	1	1	1	3	3	5	5	1	2	1	1	1	5	1	2	4	1	4	2	2	4	1	2	1	1	3	9	4
75000	-220.957782781238080	-218.763286684428010	-2.194496096810058	0.000185349828133	0.000021024360614	0.113430699266782	0.470705107205884	0	2	3	3	6	10	9	11	14	15	18	21	20	20	24	24	27	27	28	29	34	33	34	35	37	42	45	44	45	0	1	2	2	3	4	1	6	8	9	9	10	10	11	11	13	12	0	16	17	22	20	19	22	21	21	25	23	23	1	1	1	1	1	4	5	1	2	1	2	2	1	2	2	2	4	1	2	1	1	2	3	1	2	3	4	4	4
75500	-213.930364625923147	-212.465451797489692	-1.464912828433458	0.000201480183590	0.000064902234892	0.322127137940051	0.624226451214594	0	1	2	3	6	10	11	11	13	13	18	21	21	22	23	26	26	26	29	29	32	33	34	35	38	42	45	45	49	0	1	2	2	2	4	5	5	8	8	10	11	11	13	13	15	14	0	16	13	20	16	19	19	24	25	26	25	26	1	1	1	1	2	2	2	2	1	1	4	1	2	1	1	1	2	1	2	3	2	2	3	3	1	2	1	4	3
76000	-225.730986390097712	-224.244398514359659	-1.486587875738067	0.000157983604594	0.000048091460680	0.304407921335782	0.453476988864158	0	2	3	3	6	9	12	11	15	14	18	20	21	21	22	24	27	28	28	30	34	33	34	36	39	43	43	44	49	0	1	2	2	2	2	5	3	10	6	10	11	10	11	11	13	14	0	13	19	16	20	16	22	22	25	25	22	28	1	1	1	1	2	3	3	5	1	2	2	1	3	1	2	2	2	1	3	1	6	3	4	2	3	3	3	5	3
76500	-246.423919488458552	-244.967364569061317	-1.456554919397237	0.000169624057604	0.000055932927593	0.329746430919308	0.370074641240497	-1	1	3	3	5	10	9	12	13	15	19	19	21	21	21	26	27	29	29	29	34	33	34	36	38	43	45	44	48	0	1	2	2	2	4	2	2	8	6	10	10	8	12	11	10	15	0	13	13	19	12	19	13	21	19	21	25	23	1	1	1	1	2	4	4	4	1	2	2	2	3	1	1	6	3	1	3	3	2	6	4	8	2	6	7	2	5
77000	-273.394091168073430	-271.965858523055431	-1.428232645017987	0.000148570357505	0.000053496580283	0.360075732344004	0.189288750546936	-1	1	3	4	6	10	10	10	15	14	18	19	19	21	23	25	27	29	28	30	32	33	34	35	38	42	46	45	49	0	1	2	3	4	5	4	4	8	3	9	9	10	10	12	8	14	0	12	13	19	13	20	10	23	21	21	25	28	1	1	1	1	1	2	5	3	2	7	2	2	2	3	2	8	3	1	4	6	2	7	3	9	3	5	8	4	2
77500	-232.337700511153685	-230.801448348107556	-1.536252163046140	0.000153878231541	0.000041815394725	0.271743405852865	0.321720607557267	0	1	3	2	5	10	11	11	13	14	19	20	21	20	22	25	28	28	29	29	32	34	34	35	39	43	45	45	47	0	1	2	1	4	2	5	5	6	6	10	10	10	10	10	11	14	0	16	16	16	16	21	16	23	24	21	23	28	1	1	1	1	2	3	5	4	2	2	3	2	4	3	4	3	5	1	2	2	3	5	1	5	2	5	6	4	1
78000	-223.686930857610434	-222.139871233658852	-1.547059623951574	0.000180124295532	0.000047860159722	0.265706297869855	0.356070389278991	-1	2	1	3	6	10	12	11	15	14	18	20	21	21	23	25	28	28	27	29	35	33	35	35	38	42	44	45	46	0	3	1	3	2	2	6	4	10	8	6	6	10	11	12	12	14	0	13	13	22	17	20	22	22	21	25	25	25	1	1	1	1	2	4	1	4	1	2	3	3	2	2	1	5	3	1	4	4	1	2	3	1	3	4	4	4	3
78500	-242.013199228368364	-240.554274411467134	-1.458924816901217	0.000131507417714	0.000043073282250	0.327535001438399	0.382809207299464	-1	2	0	3	6	10	11	11	15	14	18	20	22	21	23	25	25	29	29	30	35	33	35	35	37	41	45	45	49	0	3	1	2	2	4	1	4	6	8	6	8	10	10	10	11	15	0	13	13	19	13	13	20	21	22	22	22	28	1	1	1	1	2	4	7	3	3	2	4	3	2	4	5	4	2	1	3	5	2	5	5	2	1	4	7	4	2
79000	-233.145036597267648	-231.546558325377504	-1.598478271890143	0.000141453731364	0.000034045726969	0.240684544983123	0.393445184309538	-1	0	2	3	5	9	10	11	13	14	19	20	21	22	23	26	28	28	26	29	33	34	34	33	39	42	45	46	48	0	1	2	2	2	4	6	2	6	6	10	8	11	12	14	13	12	0	13	17	16	13	16	20	24	23	23	16	25	1	1	1	2	2	4	1	6	2	3	3	4	1	1	1	2	3	1	2	1	3	7	5	2	3	3	6	10	4
79500	-213.007293424114522	-211.208559865049580	-1.798733559064933	0.000131306970247	0.000023225099365	0.176876363235970	0.517544662486587	0	1	3	4	6	10	10	11	15	13	18	19	21	21	23	25	27	28	28	29	35	34	35	36	38	42	45	44	48	0	1	2	3	2	4	1	4	8	6	10	10	12	12	14	13	11	0	16	19	19	17	16	16	24	21	26	23	27	1	1	1	1	3	5	4	4	2	2	2	3	1	1	1	3	4	1	2	1	3	4	5	5	1	2	2	4	2
80000	-216.746726378057900	-214.816766921458083	-1.929959456599825	0.000189163237494	0.000028403079040	0.150151157362457	0.382007332310936	-1	1	3	3	5	9	11	12	14	15	18	21	22	19	23	24	27	27	28	29	35	33	35	34	38	42	46	45	48	0	1	2	2	2	5	5	5	8	9	10	14	11	10	11	13	14	0	17	19	22	19	22	20	22	21	26	22	27	1	1	1	1	2	2	3	4	1	1	2	2	2	2	3	1	5	1	1	1	2	4	1	3	2	2	2	8	2
80500	-228.509967055407316	-227.055375463334997	-1.454591592072319	0.000171348762068	0.000056821098039	0.331610788154382	0.447532323586106	-1	1	2	4	5	9	12	10	15	13	19	21	21	22	23	24	27	28	27	29	34	32	35	34	37	42	45	46	48	0	1	2	2	4	5	6	6	10	4	10	9	11	12	11	13	11	0	11	16	22	20	22	16	21	22	21	26	25	1	1	1	1	1	3	2	1	1	3	3	3	1	1	2	2	4	1	4	2	1	2	2	6	2	5	6	2	7
81000	-242.588693613748717	-241.007708445974458	-1.580985167774267	0.000185939957060	0.000046223077463	0.248591417324810	0.264838711902131	0	2	3	4	5	11	12	11	13	15	18	21	22	22	23	25	28	29	26	30	35	33	35	34	37	42	46	44	48	0	1	2	2	3	2	1	4	8	6	8	10	11	10	10	11	14	0	15	15	20	17	22	16	23	25	26	22	21	1	1	1	1	1	3	9	2	2	2	3	3	2	5	3	3	3	1	2	5	2	3	1	4	2	1	2	5	6
81500	-201.213750609558872	-199.503429110743156	-1.710321498815726	0.000223501921866	0.000044784320598	0.200375550349982	0.483070232029231	-1	1	2	3	6	10	11	11	15	14	18	18	22	21	23	25	28	28	28	27	34	32	34	36	38	42	46	43	48	0	1	2	2	2	5	5	6	5	6	10	10	12	12	11	12	16	0	20	16	22	19	22	19	21	25	26	24	25	1	1	1	1	3	2	4	1	4	1	1	2	2	2	2	3	2	1	1	1	1	3	1	5	2	1	2	4	4
82000	-227.994910456549064	-226.400675257303988	-1.594235199245074	0.000180234717607	0.000043716243900	0.242551737423807	0.557387193168434	0	2	3	4	3	9	10	11	14	12	18	19	21	21	23	23	26	27	27	30	35	30	35	36	39	42	46	45	47	0	1	2	2	2	4	6	6	6	6	10	10	12	12	14	12	13	0	12	13	22	16	20	20	24	25	25	24	25	1	1	1	1	1	2	1	1	3	2	3	4	2	1	1	2	2	1	4	4	3	3	2	3	1	1	3	4	4
82500	-195.537675538539929	-193.848442858602880	-1.689232679937047	0.000163518409531	0.000033831241580	0.206895613021236	0.485894296587527	0	1	3	3	4	10	12	12	14	13	18	19	21	21	23	26	26	29	27	29	34	32	34	34	38	41	45	45	47	0	1	2	2	2	4	6	6	8	6	10	10	12	11	14	13	14	0	13	16	16	20	22	22	23	25	26	21	26	1	1	1	1	2	3	2	2	2	1	3	3	1	2	1	2	2	1	3	2	3	2	1	1	2	1	2	4	3
