step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
10000	-313.693402937411861	-312.006699134471887	-1.686703802939993	0.000086732126348	0.000018014761511	0.207705751830989	0.615281399294950	-1	1	1	3	4	5	4	7	5	5	6	8	10	9	12	9	11	12	11	13	14	15	17	18	21	19	22	21	23	21	22	19	23	24	24	22	25	25	26	26	25	25	25	25	24	27	28	28	26	28	29	27	30	31	30	34	0	1	1	3	3	3	0	11	7	4	6	8	16	6	13	12	13	13	14	16	20	21	20	23	23	22	32	23	24	24	32	23	27	24	31	32	26	34	31	25	31	25	36	31	31	36	26	49	44	46	52	42	25	51	48	54	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	1	2	1	2	2	2	2	2	2	1	2	4	1	1	1	1	1	4	1	1	2
10500	-282.636942666287098	-281.115352607325349	-1.521590058961732	0.000095189311810	0.000026697981403	0.280472470018020	0.802198357001817	0	2	2	3	4	4	2	6	6	6	9	7	10	9	12	9	12	13	11	11	13	16	18	19	20	20	22	22	22	21	22	20	24	24	24	24	26	25	26	25	26	24	26	25	27	28	28	28	28	29	29	30	31	29	30	33	0	1	1	3	3	4	0	4	7	6	8	8	16	12	13	12	13	13	14	16	20	21	22	23	23	23	23	23	30	24	25	23	32	30	27	23	34	29	31	33	44	25	31	32	44	33	37	43	43	46	47	54	52	47	44	53	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	3	1	2	1	2	1	1	1	1	1	1	2	1
11000	-289.168334585456535	-287.201865375743012	-1.966469209713503	0.000093118916695	0.000013405345363	0.143959421336753	0.782657943510629	0	1	3	2	3	4	4	6	6	7	8	8	10	9	12	10	11	12	12	12	14	16	18	19	20	20	22	22	22	21	22	20	24	23	24	25	26	26	25	26	26	25	26	25	26	28	28	26	29	27	28	29	30	30	31	31	0	1	4	1	4	4	0	6	7	6	8	8	12	10	13	12	12	13	14	12	20	21	22	23	22	23	32	25	24	24	32	23	27	24	31	27	26	34	27	44	35	26	31	31	44	50	26	44	39	27	42	42	37	51	49	47	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	1	3	1	1	2	3	3	2	1	1	2
11500	-309.565497073168387	-307.669309454539814	-1.896187618628550	0.000114189252504	0.000017848465964	0.156306005796694	0.641506340842064	-1	1	1	3	3	4	4	6	6	6	7	8	9	9	11	10	11	13	11	12	14	16	18	19	21	20	22	23	22	21	21	20	24	24	24	25	26	25	25	25	25	25	26	23	25	28	26	27	28	26	30	29	28	30	31	33	0	1	1	3	3	1	0	6	7	4	8	8	12	8	13	12	13	12	14	16	20	21	22	22	23	23	32	24	30	23	32	22	25	30	24	26	26	34	44	28	35	25	44	31	44	31	26	44	45	39	47	42	47	53	46	51	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	2	2	1	1	4	3	2	1	1	2	2	1	1	2	2
12000	-282.386222753434822	-280.763717544352971	-1.622505209081843	0.000067994322541	0.000015683995285	0.230666248280817	0.836411112092197	-1	1	1	3	3	4	3	6	7	4	7	8	9	9	11	11	11	12	12	12	13	14	18	20	21	20	22	23	22	22	21	20	24	23	24	25	26	24	26	24	25	26	26	24	26	29	27	26	28	26	29	30	30	29	30	33	0	1	1	3	3	4	0	4	7	4	6	8	12	12	13	13	13	13	14	16	20	20	21	23	22	23	32	30	24	24	32	23	27	30	31	25	25	29	44	32	35	25	44	31	44	50	36	44	45	36	47	54	47	47	49	53	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1
12500	-292.575460563353374	-290.972695210891800	-1.602765352461597	0.000103272058903	0.000024664387633	0.238829242831122	0.692704980852709	1	2	3	3	5	4	4	5	7	8	7	8	10	10	12	10	11	13	12	12	14	16	19	18	21	21	21	22	22	22	21	20	23	24	24	24	24	25	24	25	26	26	25	23	25	27	26	27	28	28	29	29	31	30	30	32	0	1	1	1	4	4	0	4	7	6	8	6	12	11	13	12	12	16	14	17	17	21	24	22	23	23	32	23	24	24	32	23	27	24	31	44	26	30	44	33	35	26	39	31	39	36	37	44	45	46	47	42	52	42	39	42	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	3	3
13000	-295.731076325059576	-294.156580346797853	-1.574495978261715	0.000074664604338	0.000018790984835	0.251671926761507	0.654483114902926	0	2	2	4	5	5	4	5	7	8	8	8	10	10	12	11	11	13	13	12	13	15	18	20	20	20	22	22	23	21	22	20	23	24	25	24	26	25	26	25	27	26	27	24	26	27	26	26	29	28	29	28	30	30	31	32	0	1	1	3	3	3	0	3	7	3	8	8	12	12	17	12	13	13	14	12	16	21	22	23	22	23	32	25	24	24	32	23	32	24	27	32	24	34	35	34	35	26	44	31	44	27	26	44	39	46	52	42	37	52	49	54	1	1	1	1	2	2	1	2	1	3	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	3	1	1	1	1	3	2	1	1	2	3	1	2	1	1	1	2	2	1	2
13500	-286.069155063663118	-284.430394469317832	-1.638760594345269	0.000091477805963	0.000020525102380	0.224372482093054	0.714842922762466	0	2	2	4	4	4	4	6	7	7	8	8	10	10	12	9	11	12	12	13	14	17	19	20	22	21	22	23	22	22	21	20	22	23	23	23	26	25	24	24	25	24	25	26	27	28	28	26	29	27	29	29	31	29	31	32	0	1	1	3	3	3	0	6	7	6	8	8	16	12	13	12	13	13	14	16	20	21	22	23	23	23	32	25	24	24	32	23	32	24	31	32	26	34	31	25	35	25	39	39	44	50	42	43	45	35	42	42	51	42	49	52	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	3	1	2	1	1
14000	-303.615450720311856	-301.888928715708118	-1.726522004603721	0.000105402179358	0.000020620257333	0.195634069985372	0.656304534997973	0	2	2	3	5	4	3	6	7	7	9	8	11	8	12	10	12	13	12	12	13	16	18	19	20	19	22	22	23	21	21	21	24	24	25	25	24	25	23	25	25	25	26	25	25	29	28	27	28	27	30	29	29	30	30	34	0	1	1	1	4	1	0	4	7	4	12	8	8	8	16	10	12	17	14	16	17	21	21	23	23	23	31	25	30	24	25	23	27	24	39	32	25	34	31	27	31	37	39	39	39	27	42	31	39	43	42	42	42	53	45	47	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	3	1	1	1	2	1	2	1	1	3	2	2	2	1	2	2	2	1	2	3
14500	-306.342700995540497	-304.456447830653303	-1.886253164887169	0.000101578012613	0.000016069847536	0.158202027410385	0.582980329373548	0	1	1	3	4	2	5	6	7	7	5	8	8	8	11	10	11	11	13	12	13	16	18	20	20	21	21	22	22	19	22	21	24	24	24	22	26	23	26	25	27	25	26	24	27	28	27	26	28	29	30	29	29	30	29	33	0	1	1	3	6	3	0	11	7	3	3	8	8	10	12	13	13	13	14	17	16	20	21	22	23	25	22	25	24	23	27	23	36	25	31	24	26	24	44	34	27	26	44	31	39	48	42	44	43	40	26	47	47	47	44	54	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	2	2	1	2	2	3	2	1	1	3	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	5	1	1	2	2	1
15000	-297.919653617177460	-295.917442224713454	-2.002211392463988	0.000092618289989	0.000012810305468	0.138312912811009	0.779898789074885	0	1	2	3	5	5	4	6	6	6	8	8	11	10	11	10	12	12	12	12	14	16	18	19	22	20	20	23	23	20	21	22	22	24	23	24	27	25	23	25	25	25	26	26	26	29	26	27	28	26	30	29	30	28	30	32	0	1	1	3	4	4	0	4	7	6	8	8	16	12	12	12	13	13	14	16	20	21	22	23	23	22	23	23	30	24	27	27	27	24	31	27	42	29	31	34	35	26	25	39	39	44	42	45	41	28	47	42	47	26	49	52	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	3	2	2	1	2	1	1	2	2	2	2	2	4	1	1
15500	-303.749146643959421	-301.926228992303891	-1.822917651655505	0.000126461642109	0.000021666478316	0.171328459401779	0.800983530258455	0	2	2	3	5	4	4	5	6	5	8	9	10	9	12	11	11	13	12	12	14	15	17	19	20	21	21	23	22	21	22	22	23	24	24	24	25	25	25	25	26	24	26	26	26	26	27	27	28	28	26	29	29	31	31	32	0	1	1	3	4	3	0	3	7	6	3	11	12	11	13	13	13	13	14	16	20	21	22	23	23	25	23	27	25	24	27	25	27	29	27	27	26	29	27	42	35	21	31	31	39	25	26	36	45	32	36	51	51	53	50	53	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	3	2	2	1	2	2	2	1	3	1	1	1	2	2	2
16000	-305.083313579332980	-303.018087780848191	-2.065225798484811	0.000096570261548	0.000012479863806	0.129230920641193	0.558032271951814	0	1	2	4	5	2	4	6	7	7	8	9	9	8	10	10	11	11	12	12	14	16	18	19	21	21	21	21	23	21	22	20	22	23	24	24	26	23	25	25	26	24	26	24	26	28	26	27	29	28	28	29	30	30	29	33	0	1	1	6	3	1	0	6	7	1	4	5	11	8	11	12	13	13	14	16	20	21	22	23	23	23	32	23	30	24	32	23	32	28	31	27	42	24	44	28	31	25	44	31	39	47	25	39	48	32	42	37	47	37	43	51	1	1	1	1	2	1	1	2	2	4	3	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	1	1	1	3	1	1	3	2	1	2	3	1	4
16500	-312.758117762174209	-311.289049605500281	-1.469068156673906	0.000084744265458	0.000026992417451	0.318516153335950	0.615069541031971	1	2	2	4	5	4	3	6	7	8	8	7	9	9	9	9	12	11	12	12	13	15	17	18	20	21	21	23	23	22	22	21	22	24	23	24	27	25	26	26	27	25	27	24	26	28	28	28	28	29	29	28	30	29	28	33	0	1	1	3	3	3	0	3	7	8	6	8	12	12	12	8	16	13	14	16	20	21	22	23	20	23	23	32	30	24	32	23	32	25	27	33	42	25	44	44	35	34	31	31	44	44	42	44	45	43	42	26	47	42	45	54	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	3	2	2	1	1	2	1	2	1	2	1	1	1	3	1	1	2	1	2	2	1	3	1	2	1	1	3	3	1	2	1	3
17000	-340.233151259946169	-338.240972591580316	-1.992178668365836	0.000117791699738	0.000016474233400	0.139859034522668	0.579807504954277	0	1	1	3	4	5	4	6	6	7	8	8	9	10	11	10	12	10	13	13	13	16	18	19	21	21	22	22	22	21	22	20	23	24	25	23	26	26	24	26	26	25	26	25	25	29	27	25	28	28	30	28	31	30	29	33	0	1	1	3	4	4	0	4	7	6	10	8	12	12	13	13	13	13	11	15	16	20	21	23	24	23	32	23	30	24	32	23	23	24	23	32	33	34	25	27	39	23	28	23	36	36	28	31	45	27	47	42	42	26	44	54	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	3	1	1	2	1	2	1	1	1	1	2	2	4	2	2	1	1	1	1	3	1	3	1	2	2	2	2	2	2	2	2	2	2	1
17500	-285.182542843793613	-283.622278575421035	-1.560264268372552	0.000066315638280	0.000017158254482	0.258736173345416	0.716792155384748	-1	0	1	3	4	5	4	6	6	7	8	8	10	10	12	11	12	13	12	12	14	17	18	20	19	20	21	22	22	22	22	21	23	24	24	24	26	25	25	25	26	25	26	24	26	27	27	28	28	28	29	29	31	30	30	32	0	1	1	3	1	4	0	6	7	4	8	8	12	12	13	13	13	13	14	16	20	20	20	25	22	23	23	23	24	24	27	25	25	29	31	32	26	29	44	33	35	26	44	27	44	27	34	44	45	46	47	47	52	42	39	47	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	3	3	2
18000	-294.978936972165911	-293.121032306038558	-1.857904666127342	0.000094143597225	0.000015424943263	0.163844846781511	0.684686180197055	0	2	3	4	4	3	4	6	6	5	8	7	10	10	11	10	12	12	13	12	14	16	18	19	21	20	21	23	22	22	22	20	23	24	24	24	26	26	25	26	26	25	27	25	27	29	27	27	28	27	30	29	31	30	30	34	0	1	1	1	1	1	0	4	7	3	8	8	12	4	12	8	16	12	14	16	20	21	22	23	23	23	32	25	23	24	27	23	27	25	31	27	26	34	36	44	35	34	39	25	36	48	42	31	45	44	42	47	42	52	48	52	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	3	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	3	1	1	2	2	3	1	2	2
18500	-338.997526464075463	-336.848274391002292	-2.149252073073191	0.000127533739763	0.000015123159981	0.118581639721945	0.605313822723603	0	2	2	3	3	4	3	6	6	7	8	8	9	10	11	10	11	13	13	12	13	15	17	20	22	20	21	22	23	21	21	20	23	24	22	24	25	25	25	26	25	25	25	25	26	26	28	28	28	28	29	28	29	30	31	32	0	1	1	3	3	3	0	4	7	6	6	8	1	12	11	13	13	13	14	13	20	21	22	23	23	23	23	26	28	24	32	22	31	30	27	33	32	29	31	31	27	25	27	31	37	26	42	40	46	44	42	42	42	42	45	52	1	1	1	1	1	2	1	1	2	2	2	1	5	2	2	1	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	2	3	2	1	2	2	1	3	2	1	1	1	2	1	2	2	4	2
19000	-293.707259927641644	-292.093895512439531	-1.613364415202115	0.000075775380325	0.000017759572640	0.234371276837952	0.699061288939734	0	2	2	4	3	4	4	5	6	5	9	8	9	8	11	10	11	12	12	12	14	15	18	19	20	20	21	23	22	21	22	22	23	24	25	25	24	25	24	25	27	25	26	25	26	27	27	24	28	28	26	30	30	30	30	31	0	1	1	3	3	3	0	3	7	3	8	8	12	8	13	13	13	16	14	16	20	21	21	22	23	23	25	30	30	24	23	27	27	29	48	32	24	24	31	23	35	37	39	39	39	32	42	31	43	46	26	47	51	51	49	54	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	3	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1
19500	-302.417199352109947	-300.387833485910278	-2.029365866199675	0.000128012938904	0.000017188419513	0.134270954641662	0.686323854079070	0	2	2	4	4	4	4	6	6	8	8	8	10	9	10	10	10	12	13	11	13	16	16	19	21	20	21	22	22	21	20	21	23	22	23	24	25	25	24	25	26	24	26	26	26	29	27	27	29	28	30	29	30	31	30	33	0	1	1	3	3	3	0	4	7	4	8	8	12	12	10	10	12	13	14	13	20	21	21	23	26	23	31	26	30	31	23	23	27	26	31	27	42	34	32	31	35	26	39	32	36	50	26	39	48	48	52	37	47	52	44	53	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	3	2	2	2	2	1	1	3	2	1	1	1	2	1	1	2	1
20000	-319.042370659062954	-317.282156737037269	-1.760213922025656	0.000078564055749	0.000014647131914	0.186435536885966	0.708924024145534	0	2	1	2	5	4	4	5	7	6	9	9	10	10	12	10	9	12	12	12	14	16	18	19	21	21	20	22	22	21	21	22	23	23	23	23	24	24	24	25	26	24	26	25	26	27	27	27	28	28	30	28	31	31	30	34	0	1	1	3	3	3	0	6	7	6	3	5	12	8	8	4	8	13	14	16	20	21	22	23	23	23	24	23	30	24	27	27	25	30	31	27	26	29	27	36	35	26	44	35	39	36	42	44	44	32	52	42	51	52	44	52	1	1	1	1	3	1	1	1	1	1	3	3	1	2	2	4	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	3	3
20500	-290.030872488336399	-288.162190792439219	-1.868681695897193	0.000123523134762	0.000019968472628	0.161657754775813	0.721489009906923	-1	1	1	3	5	5	3	6	6	7	8	8	9	10	11	9	11	12	12	12	13	16	18	19	21	21	21	23	21	22	22	21	23	24	24	24	25	26	24	23	26	22	27	25	26	28	26	28	27	26	30	29	31	31	30	33	0	1	1	3	4	4	0	4	7	6	4	8	12	12	11	8	13	13	14	16	20	21	22	23	24	23	24	26	24	24	27	23	32	24	31	27	26	29	31	27	35	26	44	39	44	50	42	31	45	27	52	37	47	37	49	54	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	3	2	2	1
21000	-294.197704881619018	-292.563194998732399	-1.634509882886630	0.000111421539003	0.000025179422710	0.225983440326423	0.742834479689123	0	2	3	4	5	5	5	6	6	7	8	8	10	10	11	9	12	12	13	10	13	16	18	20	20	21	21	22	23	22	22	20	23	23	24	23	26	26	25	25	26	25	27	24	26	27	27	26	28	28	29	30	31	31	28	33	0	1	1	3	3	4	0	3	7	4	8	6	8	12	13	8	13	13	14	16	20	21	22	23	23	23	23	25	24	22	25	23	27	24	31	32	26	30	44	25	40	30	44	31	44	36	42	39	48	46	42	47	47	47	39	52	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	3	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1
21500	-281.521204977001787	-279.662368505376776	-1.858836471624996	0.000077016116173	0.000012603968328	0.163653647500677	0.775751461738037	0	2	2	3	5	4	3	6	7	5	5	7	10	9	11	9	12	12	12	11	13	15	17	20	21	21	20	22	22	22	21	21	23	24	24	24	27	25	25	26	25	23	27	24	27	28	27	27	29	28	28	29	30	30	31	33	0	1	1	3	4	3	0	11	7	3	6	11	16	8	13	12	13	13	14	16	20	21	22	23	23	23	23	26	24	24	24	27	27	30	31	27	42	34	36	36	35	26	44	31	39	32	26	39	45	36	42	51	52	37	43	54	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	3	2	1	1	2	2	1	1	2	2	1
22000	-310.822748042524665	-308.975276898185143	-1.847471144339507	0.000094398685354	0.000015671462915	0.166013571656660	0.724618743900585	0	2	3	2	4	5	4	6	7	7	9	8	9	8	9	10	12	11	12	12	13	17	18	19	20	20	21	23	22	21	21	20	24	23	25	24	24	25	25	26	25	24	25	23	27	29	25	27	29	28	28	29	31	29	30	33	0	1	4	1	3	3	0	5	7	3	8	8	12	8	12	10	18	13	14	13	20	21	22	23	23	23	32	25	30	24	32	23	27	29	31	32	34	29	44	43	44	26	44	31	39	50	37	43	45	35	26	47	54	37	35	51	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	2	1	4	2	2	2	3	2
22500	-273.893327683634880	-272.532194737484076	-1.361132946150820	0.000077002312730	0.000042549703921	0.552576960521625	0.767368209281716	0	1	2	3	5	4	4	6	7	6	8	8	9	10	12	10	11	12	12	12	13	16	18	20	21	21	20	23	22	22	22	21	23	25	24	24	26	26	24	25	26	26	27	25	25	26	27	27	28	28	30	29	30	30	30	33	0	1	1	3	3	3	0	6	7	6	8	8	12	12	13	13	13	13	14	12	20	20	22	23	23	22	23	25	24	24	27	27	32	24	31	32	36	29	31	33	35	26	44	39	39	25	37	39	43	46	52	47	47	42	49	42	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	2	1	3
23000	-288.780283963920567	-286.995832400926190	-1.784451562994362	0.000088810392522	0.000016013528138	0.180311421709565	0.652936258315248	0	2	2	4	3	5	3	7	4	6	8	8	10	9	11	11	12	12	13	12	14	16	17	20	21	20	21	23	23	21	22	21	22	23	24	23	25	26	25	26	26	26	26	24	27	29	27	26	28	29	30	30	31	29	31	33	0	1	1	3	3	4	0	6	7	6	8	8	12	12	13	13	13	13	14	16	20	21	22	23	22	23	23	25	24	24	32	23	27	30	36	23	26	29	44	24	35	37	44	31	44	27	42	39	48	36	47	47	37	47	49	53	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	1	1	2	1	1	1	3	2	2	1	3	1	1	1	1	2	3	1	1	1	2	2	2	2	1	1	1
23500	-298.291800178046572	-296.705885276217657	-1.585914901828929	0.000082962061216	0.000020434070110	0.246306200814859	0.701070913654557	0	2	2	4	4	5	4	7	7	7	7	8	10	9	11	10	12	12	12	12	13	17	18	19	21	21	21	22	22	22	21	20	24	23	24	24	27	25	25	25	26	24	26	25	27	29	26	27	29	28	29	28	30	30	31	34	0	1	1	3	3	3	0	4	7	6	6	8	12	8	8	8	13	13	12	16	16	20	22	23	23	23	32	25	23	24	32	22	32	24	31	32	47	29	31	42	35	26	31	31	39	50	25	31	39	48	47	42	51	47	44	42	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	1	1	2	4	2	1	2	2	1	2	3	6
24000	-282.627583831183472	-280.019375625305656	-2.608208205877809	0.000087967684353	0.000006959596052	0.079115371772165	0.634264162342546	-1	1	2	3	4	4	5	6	7	7	9	8	9	9	11	8	11	13	13	12	13	15	18	20	21	20	21	23	23	21	21	19	24	24	25	24	26	24	25	25	26	25	27	26	26	28	27	28	28	27	29	29	31	31	30	34	0	1	1	1	3	4	0	6	7	4	8	8	16	8	13	8	13	13	14	16	20	21	22	23	26	23	32	25	25	23	32	23	27	29	31	27	26	24	31	33	35	26	44	36	39	33	42	43	45	36	47	47	47	51	49	47	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	3
24500	-297.603187825328860	-295.777169987155958	-1.826017838172909	0.000100468587901	0.000017143996044	0.170640360354092	0.695837603760690	0	1	2	4	5	4	5	4	7	6	8	9	8	9	12	11	10	11	12	11	13	17	18	20	20	20	20	22	22	21	21	21	23	25	24	25	24	26	25	24	26	25	26	24	27	28	27	28	29	28	29	29	31	31	30	33	0	1	1	3	6	3	0	3	7	6	8	13	8	13	18	13	13	17	20	13	20	21	22	23	23	23	23	25	30	24	27	23	27	24	31	40	26	29	44	27	31	26	44	32	41	36	32	39	43	36	47	42	52	51	45	54	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2	1	1	1	2	2	2	2	2	1	2	1	1	1	1
25000	-321.235841924997828	-319.076939616921209	-2.158902308076641	0.000089810541723	0.000010548373830	0.117451399661926	0.710505029214805	0	1	2	3	5	5	3	6	4	5	7	7	9	9	12	10	12	13	13	13	12	17	19	20	22	21	20	20	23	21	21	22	24	24	23	23	25	25	25	22	26	26	27	24	27	28	27	27	29	26	29	30	30	30	31	33	0	1	1	3	3	3	0	5	7	4	8	8	8	8	13	13	16	13	14	21	16	21	22	23	27	23	23	23	30	24	23	27	32	30	31	27	26	29	31	27	35	28	39	32	50	36	37	33	45	27	32	42	42	47	43	54	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	2	1	1	3	1	2	1	2	3	2	2	2	2	1
25500	-312.894474137857173	-310.540487514108406	-2.353986623748790	0.000095423781234	0.000009338277876	0.097861117585282	0.660225246945041	-1	1	2	1	4	4	4	7	7	5	8	9	10	10	12	9	11	12	12	11	13	16	17	19	19	20	21	23	22	20	21	21	22	23	24	24	24	24	24	25	26	25	26	25	26	27	27	28	28	28	28	29	30	29	30	33	0	1	4	1	3	4	0	6	7	5	8	11	16	12	8	8	13	13	14	16	20	21	22	23	21	23	23	24	25	22	25	25	25	30	31	32	26	30	31	36	35	25	27	39	39	36	42	44	45	28	42	42	51	42	49	52	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	3	1	2	2	1	2	1	1	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	3	1	2	2	2	1	2
