step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-358.308476050873821	-367.359319431325162	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985411781953465	-4	5	8	3	5	5	3	-1	11	-2	22	8	10	9	13	13	15	6	30	17	22	16	11	12	13	20	13	24	16	26	20	18	14	15	12	18	23	25	20	22	18	19	31	17	21	20	36	23	22	29	30	23	28	25	43	24	28	36	35	31	52	36	32	30	31	43	44	44	47	51	58	0	10	7	8	1	10	1	1	4	1	29	2	4	8	2	10	24	10	48	13	13	35	18	18	3	22	18	11	35	32	20	12	14	23	7	24	13	11	16	27	12	34	37	35	7	36	26	31	17	28	46	39	40	32	58	17	56	43	43	30	69	51	57	56	52	59	58	62	47	67	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-365.392342217734779	-374.443185598186119	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997473797015723	-6	5	10	1	2	1	1	10	10	7	20	4	8	5	9	6	9	8	28	7	22	17	15	16	12	23	12	23	13	20	20	22	16	15	16	18	17	21	17	26	22	23	31	27	27	22	35	24	31	24	25	16	26	31	47	26	16	40	37	35	46	41	42	34	42	46	38	33	48	51	57	0	7	5	1	1	1	1	12	5	5	2	1	5	6	5	7	16	4	44	1	5	17	18	14	5	52	16	24	9	52	35	31	18	13	15	17	16	8	20	29	22	24	53	41	39	37	45	33	42	25	11	27	28	42	68	41	13	54	48	40	62	54	68	56	64	68	44	26	62	63	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-369.953310684300902	-379.004154064752242	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983364282383647	-4	6	10	-1	4	-1	4	8	12	7	10	5	12	4	8	10	8	9	27	6	19	14	13	17	14	21	15	24	12	21	22	22	18	17	12	19	20	17	22	24	21	25	22	25	17	3	28	28	22	29	23	13	27	34	40	26	31	35	39	32	52	48	28	32	38	43	32	43	44	48	53	0	1	5	1	6	1	6	14	10	4	4	6	10	1	12	6	46	12	40	6	46	2	16	17	20	16	7	52	6	9	33	16	9	17	5	52	23	3	17	41	25	25	24	34	52	6	51	28	3	44	22	2	43	56	54	8	24	48	58	39	68	69	30	63	47	58	49	57	58	65	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-381.519808968666212	-390.570652349117552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994587319328795	-4	7	13	3	3	2	0	6	-1	5	22	5	9	4	1	8	13	12	30	14	13	7	11	9	8	14	12	25	11	28	-2	21	18	15	22	17	25	18	16	15	21	20	16	23	26	21	34	17	27	27	31	13	22	32	43	29	32	31	37	30	51	41	38	33	39	37	41	40	44	44	57	0	15	10	31	9	1	31	9	1	31	18	15	5	15	1	15	5	10	43	13	5	5	8	15	31	29	15	41	12	38	1	40	8	13	36	13	24	21	20	24	34	27	13	52	3	36	49	14	34	52	11	25	25	11	19	44	52	50	54	34	70	59	54	56	57	54	63	51	58	68	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-377.393386636602656	-386.444230017053997	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997771607768144	-4	4	10	3	4	1	1	-2	13	8	16	6	8	5	15	6	3	9	17	11	15	16	12	15	14	22	14	24	9	24	19	18	18	20	21	8	23	23	20	19	16	18	33	26	21	19	30	25	27	23	20	26	30	27	43	21	33	34	38	32	51	46	41	36	44	33	27	41	40	52	43	0	8	13	7	8	8	1	1	36	5	14	7	4	1	2	17	7	4	2	7	14	20	4	23	10	40	14	10	2	32	29	27	20	22	33	14	11	9	41	23	5	12	23	22	19	15	39	19	45	21	32	39	19	56	59	11	53	35	46	49	71	69	60	30	64	54	45	54	47	65	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-369.499199092688741	-378.550042473140081	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987265726893777	-5	7	13	-2	1	3	8	0	1	3	19	6	9	6	9	13	5	10	30	14	22	16	7	9	13	23	9	24	12	24	22	15	20	14	17	14	24	11	18	15	19	20	37	29	17	21	31	28	28	28	25	26	31	32	44	23	27	38	39	36	49	45	33	36	42	37	43	42	46	49	60	0	6	23	1	1	8	17	1	4	4	36	6	4	8	5	27	1	9	51	17	41	20	5	5	18	35	17	40	18	16	42	14	34	6	27	15	45	2	45	23	15	12	19	46	17	34	56	11	26	39	39	41	28	52	59	22	42	54	54	44	66	47	40	54	50	48	57	59	66	43	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-389.419067729654728	-398.469911110106068	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996066014621338	-7	1	12	4	4	5	-1	5	-1	0	9	11	11	12	6	4	11	7	17	14	13	8	0	13	14	23	9	26	12	23	12	16	14	15	15	17	9	17	19	22	21	22	31	18	27	24	28	25	19	25	24	27	26	29	23	29	20	34	34	36	53	47	41	37	37	39	36	33	43	51	50	0	1	8	2	10	10	1	23	1	1	5	2	18	8	23	23	5	4	2	15	6	5	1	5	4	24	8	39	8	44	18	21	17	16	12	25	18	27	11	35	3	38	44	11	39	44	36	29	29	31	17	44	26	28	37	46	25	11	40	58	62	65	45	48	59	52	47	34	67	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-391.964508553875987	-401.015351934327327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991755504038179	-7	3	11	3	4	3	8	4	11	5	17	6	11	-2	7	11	10	13	21	13	11	15	1	8	16	17	12	22	14	28	19	20	1	15	20	14	17	23	20	21	21	22	32	25	10	15	28	22	22	21	25	23	28	32	43	24	33	36	40	39	48	48	33	34	41	35	45	37	45	34	48	0	1	12	23	23	14	8	14	10	33	13	33	10	1	2	12	33	12	22	27	5	5	1	2	2	9	7	22	14	25	34	46	14	14	34	2	21	39	20	34	45	45	44	11	12	3	9	7	11	20	37	26	56	25	66	38	47	64	53	58	63	40	44	49	57	38	63	70	68	37	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-375.957298518560776	-385.008141899012116	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999271276990104	-6	6	8	-2	-1	2	8	7	8	3	19	7	3	9	8	1	1	9	25	15	19	16	13	17	13	15	14	22	16	27	17	26	10	19	17	16	24	24	13	26	22	25	33	17	24	13	29	17	23	19	19	26	27	22	44	23	35	32	38	36	46	45	40	30	41	44	41	38	43	47	55	0	4	16	1	1	4	13	10	6	16	17	13	5	13	6	4	5	2	36	14	44	46	16	14	14	3	16	44	25	56	3	24	12	22	6	15	39	29	10	28	26	51	45	15	18	14	11	33	8	12	31	49	41	39	68	35	53	19	58	38	65	68	40	53	58	67	57	52	34	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-362.086820347251148	-371.137663727702488	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995284995000532	-4	4	8	0	3	6	4	8	12	4	20	8	12	1	13	8	10	13	30	12	21	10	9	12	16	18	12	21	10	25	15	23	14	18	19	16	21	22	16	22	22	16	24	26	26	16	36	14	27	30	26	19	28	32	43	28	32	37	41	30	49	50	38	39	40	34	26	33	46	53	47	0	1	5	1	1	4	4	14	7	4	9	6	7	1	16	14	23	7	67	8	42	5	2	8	24	24	2	46	7	28	6	34	12	18	20	20	48	46	17	22	22	5	21	36	35	24	50	6	32	40	13	18	31	28	57	38	51	56	66	67	58	59	30	43	68	49	35	30	63	61	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-367.359184858135791	-376.410028238587131	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978589780265120	-5	7	14	4	-3	4	-2	2	9	5	22	10	11	4	14	9	11	8	24	18	23	15	13	13	7	18	16	24	13	24	18	23	15	9	17	14	23	24	13	22	11	20	32	29	16	21	29	26	26	29	26	22	31	32	37	28	33	34	42	36	55	44	42	29	41	42	42	31	46	45	46	0	14	10	5	1	7	1	7	7	5	20	4	10	1	25	10	25	8	20	39	31	16	6	9	4	41	9	26	18	26	9	35	8	6	2	5	17	15	4	3	4	23	49	51	18	13	17	34	40	19	37	45	19	44	64	30	49	42	50	49	71	54	57	20	60	55	57	28	62	67	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-356.569975937391234	-365.620819317842574	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996278239825389	-6	4	3	7	0	3	4	8	8	5	19	7	11	9	13	14	12	11	32	15	13	12	13	10	15	23	13	20	12	21	24	22	13	14	20	17	19	22	20	22	16	19	34	20	28	25	32	28	22	25	23	21	29	30	44	29	34	41	38	33	52	41	40	36	41	36	37	34	33	45	48	0	1	1	7	1	5	1	3	3	5	17	10	6	3	10	6	9	2	30	12	10	3	14	2	5	16	4	34	3	16	16	22	12	4	15	17	12	15	34	16	12	33	53	4	24	37	46	49	21	18	41	20	38	42	57	44	53	43	45	50	55	59	57	31	69	56	19	39	50	57	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-374.387589754914586	-383.438433135365926	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992968563386001	-5	7	3	0	2	0	4	7	-4	5	16	3	11	12	13	7	12	15	30	16	20	14	2	14	9	24	14	21	16	28	14	14	21	19	23	16	16	25	22	21	22	17	35	24	28	23	36	22	26	30	31	15	27	30	36	24	31	37	42	26	52	44	35	34	25	42	36	38	49	49	45	0	4	1	9	9	9	4	3	1	6	17	9	8	10	7	9	25	8	44	12	32	10	9	5	7	33	10	29	25	33	8	25	27	22	28	13	15	14	32	24	34	16	54	41	24	18	30	11	36	26	27	8	41	41	44	42	56	48	43	40	70	55	39	40	46	64	51	64	68	58	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-356.399542461342094	-365.450385841793434	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998245210368134	-7	3	14	4	5	-1	9	7	14	2	16	8	7	11	9	8	9	14	29	15	19	12	12	18	13	10	11	25	16	22	20	22	18	11	19	17	23	24	18	22	15	20	27	27	19	19	28	22	25	25	27	16	30	25	38	26	29	27	45	32	52	48	34	37	36	40	39	41	51	52	53	0	6	5	6	1	1	10	4	13	1	23	10	6	2	4	10	2	27	54	12	18	2	2	14	12	6	5	11	23	12	18	12	3	10	29	26	8	46	22	18	34	17	3	48	8	52	30	45	31	48	30	7	48	41	32	46	56	35	55	49	59	55	51	60	51	53	58	65	59	66	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-370.294639686569553	-379.345483067020893	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998650128268315	-7	1	9	-3	4	4	2	6	7	0	15	8	6	10	11	15	12	6	31	14	18	7	9	14	4	10	2	19	14	22	10	25	16	17	21	16	15	24	16	18	20	23	31	24	27	20	36	22	28	22	19	27	18	29	30	17	28	34	41	31	48	46	34	31	38	39	40	42	48	52	56	0	4	25	1	1	4	4	7	10	1	15	7	10	10	12	14	14	1	41	5	15	25	4	31	1	25	4	15	22	15	22	33	9	14	11	17	31	36	31	16	39	20	11	46	28	37	52	46	21	13	13	48	15	51	50	25	30	52	49	20	59	59	55	28	60	49	43	65	19	62	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-364.201494322306075	-373.252337702757416	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995726499366181	-10	-3	7	7	5	4	3	9	5	-2	18	5	10	9	5	11	11	11	29	14	16	14	14	17	13	18	10	14	14	26	14	21	15	16	20	13	16	24	18	20	21	24	26	27	27	19	30	18	23	20	21	24	25	21	40	22	31	27	38	30	50	46	39	36	35	39	40	43	48	45	47	0	1	6	10	2	2	10	3	2	1	8	2	4	7	10	10	4	3	41	18	8	12	9	36	7	25	6	3	3	21	8	39	27	17	25	13	17	51	18	23	21	11	23	35	11	22	44	27	37	29	17	37	46	27	19	21	45	9	43	26	62	67	41	38	60	19	42	19	67	59	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-382.082591488564503	-391.133434869015844	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968154208788586	-9	-2	2	6	6	2	5	8	8	2	18	5	7	9	9	12	13	16	32	16	14	15	9	15	-3	22	16	17	10	27	7	18	18	20	23	15	21	21	8	19	21	19	37	25	25	22	35	28	27	26	20	22	21	27	35	22	29	33	43	34	46	41	41	35	31	42	29	41	47	53	49	0	1	25	6	25	2	2	3	10	25	39	3	10	3	3	14	15	39	37	8	14	14	6	7	1	24	6	23	9	46	6	21	29	11	11	29	16	18	3	20	10	28	57	56	53	29	48	38	33	17	15	42	42	18	26	22	26	50	57	41	47	60	58	33	51	55	26	47	61	59	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-375.874865255946190	-384.925708636397530	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989718433951602	-8	-3	10	3	2	-1	4	2	8	1	20	6	9	10	8	1	10	16	18	13	18	2	13	16	14	17	11	26	14	26	10	24	9	16	16	8	17	22	20	19	24	19	31	21	20	18	28	27	27	29	17	10	28	24	32	22	28	39	36	33	44	48	34	28	37	42	38	39	48	45	56	0	1	12	2	6	1	2	1	5	1	13	6	4	9	16	2	4	14	29	10	25	6	33	33	22	3	15	42	13	56	22	46	7	27	23	16	52	40	20	29	38	18	28	52	35	23	35	24	32	38	22	8	11	29	48	40	24	60	60	46	68	67	54	44	50	55	64	39	58	59	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-378.969874991198537	-388.020718371649878	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981866753637268	-6	5	13	2	0	3	1	7	8	7	22	8	7	8	12	11	15	2	27	8	11	12	13	15	11	14	14	16	15	24	19	24	16	14	19	9	18	25	6	18	17	21	34	16	21	11	34	22	27	26	21	17	24	29	36	31	22	34	28	23	55	45	40	35	41	42	44	32	43	53	48	0	7	5	1	1	18	1	4	7	7	41	6	18	6	13	6	14	1	11	5	12	39	36	13	7	10	8	46	36	11	3	40	13	1	44	6	17	12	18	15	21	33	38	9	28	13	49	6	60	11	9	46	17	33	54	38	26	42	17	52	62	64	43	59	43	64	59	19	55	66	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-371.500546543980306	-380.551389924431646	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969975619492744	-4	3	11	6	3	2	5	10	9	3	9	0	10	7	7	11	12	15	25	13	18	12	14	14	14	14	10	22	14	21	19	21	14	13	21	16	22	24	16	22	22	22	27	21	27	14	31	27	26	25	19	21	15	21	35	16	31	35	38	31	48	48	39	33	38	40	31	43	47	51	54	0	1	11	12	1	1	12	10	2	12	12	1	10	5	5	9	5	11	26	15	17	7	13	15	9	14	5	56	3	56	3	21	17	2	3	17	17	33	3	36	56	14	42	25	44	4	50	42	16	31	22	21	13	20	50	17	41	49	44	33	66	66	57	19	52	49	48	43	55	41	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-371.022363530639836	-380.073206911091177	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962007884628190	-2	6	11	1	4	2	5	4	11	3	16	7	10	10	13	9	12	13	34	15	19	10	12	11	14	22	13	23	11	22	22	21	16	19	18	10	24	15	16	25	25	17	26	16	25	22	27	18	25	19	21	18	20	30	47	29	27	37	43	38	46	48	42	28	41	41	40	34	45	51	52	0	7	8	1	1	1	6	1	6	1	12	5	4	5	12	8	8	8	37	14	38	8	10	2	12	44	16	52	5	25	36	9	15	29	6	7	33	10	29	30	2	16	9	23	29	25	51	17	11	44	48	10	44	37	66	32	26	54	60	26	63	65	67	52	58	40	64	33	64	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-381.319641391149958	-390.370484771601298	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.938822252141393	-4	2	10	5	5	0	6	10	-1	7	19	3	7	12	11	6	10	14	27	11	19	9	15	14	9	18	10	23	15	20	24	20	16	7	22	18	23	26	15	20	16	16	30	24	10	18	29	22	23	15	27	27	14	30	44	25	32	35	35	32	47	47	35	32	34	37	30	39	46	54	55	0	9	12	6	9	1	2	13	1	6	15	9	6	13	16	6	9	3	32	10	7	10	17	13	7	3	6	46	10	15	40	14	4	2	41	17	18	23	3	53	20	7	35	20	5	3	41	4	30	3	11	24	17	52	57	36	48	11	60	51	55	19	56	19	17	44	21	58	58	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-377.577688762094454	-386.628532142545794	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985817492613588	-8	4	12	-1	-1	2	7	2	10	4	19	5	7	9	3	9	13	13	25	17	18	13	9	12	11	15	14	20	16	22	22	20	12	10	15	16	10	24	21	19	21	22	37	28	16	19	34	15	25	14	17	24	11	33	43	30	18	26	46	31	49	46	35	31	38	37	38	35	44	52	56	0	5	14	1	1	4	2	1	6	5	50	8	15	8	1	10	34	5	35	22	37	10	4	2	16	53	53	26	16	35	3	22	10	4	7	24	10	22	16	3	51	48	60	20	18	17	35	23	35	6	14	36	8	40	66	46	25	30	65	51	55	65	54	51	68	52	54	58	44	67	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-362.990703921544309	-372.041547301995649	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976850791967139	-7	3	12	6	7	-2	2	8	9	8	20	1	9	11	4	13	7	9	23	7	14	16	14	14	13	16	7	25	15	24	18	15	16	19	21	16	22	28	19	18	16	21	37	24	17	25	27	30	23	27	30	22	21	34	38	26	26	34	43	36	46	41	41	35	43	37	38	32	46	50	47	0	1	20	2	2	1	6	7	7	7	41	1	12	4	12	10	12	4	11	2	17	14	17	27	5	3	2	22	20	33	21	13	20	23	41	20	26	52	25	16	18	22	68	22	15	11	37	53	22	35	46	26	23	57	50	34	45	68	57	50	60	51	58	68	67	51	41	42	66	63	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-372.768780987284345	-381.819624367735685	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970919802130786	-7	4	12	2	2	-4	3	3	9	3	17	10	1	6	12	8	9	14	30	9	18	8	12	12	16	19	12	19	17	22	18	25	18	17	16	18	23	24	17	25	18	22	33	27	28	23	21	26	28	24	14	24	25	26	42	28	30	39	40	30	50	43	33	29	36	39	43	41	47	51	53	0	6	9	6	6	1	6	6	8	1	23	1	1	5	4	8	7	20	28	2	20	13	8	22	10	3	22	27	51	34	5	33	22	18	3	14	26	29	25	42	14	35	57	46	38	34	23	46	29	34	14	11	21	29	45	18	3	56	41	39	55	66	37	32	36	54	43	43	63	69	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
