step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-3655.003096390934388	-3653.541014306415491	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.151159651831791	-1	1	2	2	2	4	3	3	4	3	6	4	5	5	6	6	5	6	6	7	6	8	7	7	8	8	8	8	7	8	10	10	9	10	9	9	9	8	9	9	9	10	10	9	11	10	10	13	10	13	13	11	12	11	11	10	10	12	10	11	12	12	13	11	13	11	12	12	12	13	13	13	12	13	12	13	12	14	14	13	14	15	13	14	15	15	15	16	15	15	16	17	17	17	19	18	19	19	19	22	20	19	21	22	22	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	3	2	4	3	3	3	4	4	3	4	4	4	4	5	4	4	5	5	5	5	4	5	6	6	5	6	5	5	5	5	5	5	5	6	6	5	6	6	6	7	6	7	7	6	7	6	6	6	6	7	6	6	7	7	7	6	7	6	7	7	7	7	7	7	7	7	7	7	7	8	8	7	8	8	7	8	8	8	8	9	8	8	9	9	9	9	10	10	10	10	10	12	11	10	11	12	12	12
500	-948.942324625723359	-946.740906203074587	-2.201418422648720	0.000010002037057	0.000028819127501	2.881325807571190	0.341937268060738	-1	1	1	2	3	3	4	4	3	3	6	4	5	5	6	6	5	6	7	7	6	7	7	8	9	9	8	7	8	9	8	10	9	8	9	9	7	8	9	9	8	11	10	10	10	10	9	14	11	14	13	11	13	10	11	10	10	9	11	12	11	12	12	12	13	9	11	12	13	14	13	11	12	13	9	12	13	15	12	13	14	15	13	14	16	15	14	17	15	15	16	17	18	17	20	19	19	20	19	23	21	19	22	22	23	22	0	1	1	0	2	3	6	4	3	3	5	2	9	6	8	13	9	10	9	9	6	6	3	37	20	21	18	16	13	22	8	20	20	3	6	37	9	23	24	15	20	32	8	24	34	23	22	79	13	43	31	21	32	33	35	37	10	21	47	35	4	9	6	26	25	8	54	0	38	22	52	32	33	42	15	8	61	9	17	73	44	66	15	73	70	73	40	34	62	20	62	31	66	62	76	86	90	83	82	67	34	0	58	95	58	0	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	3	2	3	2	1	1	2	1	1	2	1	2	2	1	5	3	2	2	1	1	2	1	1	3	1	1	1	2	1	2	2	3	3	2	1	1	2	3	2	1	2	4	3	4	1	3	2	1	1	3	2	1	1	3	1	2	6	1	9	3	1	1	4	5	2	1	3	3	6	2	4	3	7	6	3	6	2	2	5	2	7	9	1	9	1	11	1
1000	-839.188181347744717	-836.812068620693594	-2.376112727051070	0.000009999261088	0.000033826118936	3.382861857457405	0.543270559977646	-1	0	3	1	3	2	3	3	5	4	6	4	5	6	6	7	5	7	6	7	6	8	6	6	8	8	9	9	7	6	10	9	9	10	10	7	10	8	9	9	9	11	10	8	12	11	10	13	9	14	14	11	12	11	11	10	10	9	10	11	13	11	13	11	14	11	13	11	13	12	13	14	13	13	11	13	12	15	15	13	13	16	13	12	15	16	16	16	15	15	14	17	17	16	19	17	19	19	19	21	21	20	20	22	22	24	0	1	6	0	2	1	6	4	1	6	5	6	3	13	8	13	6	10	3	21	6	23	3	10	10	9	19	18	15	10	15	21	21	17	26	24	24	14	5	38	23	44	15	15	34	23	23	40	10	43	83	32	32	33	33	28	19	21	17	49	31	18	75	32	25	43	54	0	45	18	52	53	55	41	43	75	68	4	62	57	75	66	43	26	67	55	51	69	47	27	28	75	82	85	92	38	90	93	89	67	97	0	27	102	58	0	1	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	4	1	1	3	1	4	1	1	1	2	2	1	3	2	2	3	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	4	1	1	1	1	2	1	1	1	2	1	2	1	9	2	1	1	4	2	2	1	3	1	2	3	3	3	3	1	1	2	4	2	1	2	4	2	1	4	1	9	1
1500	-942.725166268605449	-940.761358953576746	-1.963807315028689	0.000010063988454	0.000022627381641	2.248351311663704	0.677298899297178	-1	1	3	2	2	2	3	3	5	4	6	4	6	6	7	6	6	6	6	8	5	8	7	7	7	6	8	8	7	8	10	10	9	10	8	7	9	8	10	8	9	10	9	9	12	11	10	12	11	13	13	11	12	10	11	10	9	12	10	12	12	11	14	11	12	11	13	12	11	13	13	13	13	13	12	13	13	14	13	14	14	16	13	13	16	15	15	16	13	15	15	17	17	16	20	19	18	18	19	20	20	19	19	20	23	23	0	1	6	0	2	1	6	4	3	6	5	5	3	3	17	6	8	21	3	21	3	18	3	3	6	10	19	26	17	9	43	18	22	26	29	21	36	15	15	13	29	29	8	15	69	30	13	41	35	4	66	32	32	33	33	28	19	21	19	23	42	19	48	32	35	43	54	0	34	65	52	53	55	66	43	75	61	61	62	42	53	51	26	56	79	55	65	45	46	34	62	75	83	89	92	92	90	93	74	67	97	0	58	98	58	0	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	4	1	1	1	1	1	1	1	6	2	4	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	4	3	3	2	2	1	1	1	1	2	4	1	1	3	1	9	1
2000	-1044.866888615370499	-1042.067654136896635	-2.799234478473812	0.000010178884087	0.000048325465416	4.747619188913366	0.534764143981108	-1	1	3	3	3	1	3	4	4	3	6	5	4	5	6	6	4	5	6	8	7	7	6	7	8	9	8	7	6	7	8	10	10	11	9	9	9	6	9	9	10	10	10	8	10	11	11	13	9	10	13	11	12	11	11	11	11	12	11	12	10	11	12	11	14	11	12	12	11	12	13	14	12	13	12	13	12	14	13	14	14	15	13	14	15	15	14	16	15	16	17	17	16	17	19	17	19	19	19	22	21	19	19	21	23	24	0	1	6	0	2	1	6	4	6	6	5	10	6	9	8	12	4	8	12	9	10	16	3	29	22	20	19	12	7	18	15	21	22	3	22	1	24	9	12	21	29	27	31	19	23	2	36	45	38	15	31	32	32	33	33	12	27	49	13	20	29	18	27	32	70	15	33	0	13	18	52	53	55	30	26	75	61	61	62	75	74	51	66	70	48	73	67	69	83	60	59	8	80	65	92	66	90	66	65	67	97	0	58	81	58	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	5	1	4	1	1	2	1	2	1	1	1	2	4	1	1	2	1	2	1	1	1	1	4	2	2	4	2	1	4	2	1	1	3	1	1	4	5	2	1	1	2	3	1	1	2	1	1	1	2	1	1	1	2	1	4	1	1	4	6	1	2	1	3	2	2	2	5	1	1	3	3	7	1
2500	-676.536838970713688	-674.686906222699804	-1.849932748013855	0.000010177948935	0.000019965869139	1.961679044180468	0.593280527946785	0	1	3	2	3	2	3	3	4	4	6	4	4	6	5	6	4	6	7	7	6	7	7	7	9	8	6	9	7	8	11	10	9	10	9	9	9	9	8	10	7	9	9	9	11	10	9	14	9	14	13	11	11	11	12	9	10	12	11	12	11	12	13	12	13	10	12	12	12	12	14	14	12	12	12	14	12	15	14	11	14	13	14	15	15	15	15	16	13	15	14	17	17	17	19	17	19	20	20	22	21	19	21	21	23	22	0	1	6	0	2	1	6	4	5	1	9	8	6	10	8	3	6	3	27	10	13	17	6	10	39	18	13	11	17	21	43	39	23	23	22	24	24	21	20	15	18	5	4	41	26	23	26	74	22	43	43	32	44	33	38	24	27	39	49	38	39	21	37	32	70	43	54	0	22	25	52	53	26	24	43	75	61	61	62	56	64	66	66	23	54	73	77	69	40	20	62	75	83	86	92	84	90	93	78	67	97	0	58	95	58	0	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	3	3	1	2	1	1	1	1	2	2	1	1	1	2	1	2	3	1	2	2	3	2	1	1	1	1	1	3	1	1	2	2	3	2	1	1	2	1	1	1	1	1	4	2	1	1	2	2	4	1	2	1	1	1	1	2	2	3	6	1	1	4	1	7	1
3000	-800.211329501002297	-797.475258019841817	-2.736071481160528	0.000010348425173	0.000046871287871	4.529316015444054	0.651156823969160	0	2	3	1	3	2	3	4	4	4	6	5	5	6	6	7	5	7	7	7	6	9	6	7	9	8	9	5	7	8	10	10	9	11	7	9	9	7	9	9	9	10	10	7	12	11	10	13	11	13	14	12	12	11	11	11	9	12	11	11	11	12	13	12	13	12	13	13	11	11	14	13	13	13	12	14	13	14	13	13	14	16	14	14	16	15	15	16	16	16	15	17	18	17	19	19	18	19	19	21	20	19	22	21	23	23	0	1	6	0	2	1	6	4	1	6	5	3	3	10	8	10	3	17	13	13	12	35	13	12	16	35	19	9	21	17	44	21	35	12	10	24	24	12	38	35	29	26	15	28	34	26	12	46	47	30	66	32	32	33	33	20	19	39	36	39	30	16	75	32	70	31	54	0	22	25	52	53	55	42	31	63	61	61	62	46	77	66	66	64	67	40	52	80	46	23	62	75	82	73	92	91	90	83	92	67	97	0	58	96	58	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	3	5	1	2	1	2	1	2	1	3	1	3	1	1	5	1	5	1
3500	-894.861967446074800	-892.966289857182005	-1.895677588892820	0.000010327795117	0.000021437938095	2.075751682934476	0.677658696049110	-1	1	1	2	3	4	4	4	4	3	6	4	5	6	6	6	6	6	6	5	7	8	7	7	9	9	8	9	8	8	7	9	8	9	7	9	9	7	9	9	10	11	10	8	12	10	10	14	10	14	13	11	11	11	10	10	10	13	10	10	11	11	13	12	14	11	13	12	12	13	14	14	13	14	13	14	13	14	14	12	14	14	13	15	14	15	16	16	15	15	17	17	18	18	19	16	18	19	19	22	20	19	20	22	21	24	0	1	1	0	2	10	3	4	3	3	5	5	12	6	8	6	6	6	6	10	18	6	17	12	22	33	19	2	21	16	15	21	18	18	10	24	24	8	16	23	38	23	31	20	39	35	18	45	29	44	66	32	32	33	33	36	27	60	34	9	31	49	42	49	70	31	54	0	30	25	52	53	55	51	31	75	61	61	62	61	5	66	66	64	55	73	75	69	67	63	62	75	83	50	92	59	90	83	33	88	97	0	58	99	58	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	3	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	2	1	2	2	1	3	1	2	1	1	1	6	2	1	1	2	1	2	3	1	1	3	1	3	2	1	3	1	2	5	2	1	1	3	1	4	1
4000	-1018.346805045423821	-1016.339503742077909	-2.007301303345889	0.000011815626563	0.000027889940714	2.360428417733898	0.570204788959136	-1	1	2	2	2	4	4	3	5	3	6	4	4	5	5	4	5	6	6	8	5	7	6	7	9	7	6	7	8	8	8	10	9	11	8	9	9	6	9	9	10	10	10	10	10	10	11	13	10	13	13	11	12	11	11	10	9	13	11	12	10	12	13	12	14	11	12	9	12	12	13	13	12	12	12	13	11	15	15	14	12	15	13	15	15	15	14	17	15	15	16	18	18	17	20	18	17	19	19	22	20	18	21	22	22	21	0	1	1	0	2	10	10	4	4	3	5	2	10	13	8	10	16	13	2	7	10	13	3	13	17	19	13	16	15	14	8	38	23	45	6	24	24	13	15	19	12	29	31	22	21	6	10	44	30	40	9	32	32	33	33	24	35	23	27	25	68	32	20	32	70	20	54	0	34	25	52	53	55	46	15	75	61	61	62	52	40	51	66	53	63	73	74	45	53	9	62	61	83	67	92	19	90	82	50	67	97	0	58	46	58	0	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	3	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	4	1	1	1	3	4	2	1	1	2	3	1	1	1	2	2	1	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	4	1	1	3	1	1	2	1	1	1	1	1	1	5	1	5	2	6	3	3	1	5	1	2	3	3	2	1	4	5	6	1
4500	-738.635311297239809	-736.980808898636155	-1.654502398603599	0.000013427326758	0.000019940818977	1.485092255267083	0.682307458314335	-1	1	1	2	2	3	3	3	5	2	5	3	4	5	7	6	5	5	7	7	6	8	7	7	9	9	9	9	6	5	9	9	9	8	10	9	9	8	10	8	10	10	10	9	12	10	9	13	11	13	12	10	11	11	11	10	11	13	11	11	12	11	13	12	13	12	12	11	11	12	13	14	13	13	12	14	13	15	14	14	15	15	13	14	15	16	16	16	15	16	15	17	16	17	20	16	17	19	19	22	20	19	22	22	22	24	0	1	1	0	2	3	10	4	5	3	5	4	1	6	18	13	6	8	6	29	10	30	10	9	10	17	40	14	12	13	15	40	13	13	40	24	24	16	23	23	22	19	26	22	28	30	23	57	23	43	43	32	32	33	33	37	44	62	36	38	68	21	70	32	70	43	54	0	34	25	53	53	55	33	43	75	61	61	62	31	63	83	8	75	68	73	75	69	84	38	62	43	83	76	92	25	90	82	59	96	97	0	58	82	58	0	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	2	1	3	2	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	3	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	5	1	2	1	2	2	1	4	2	3	2	1	2	4	1	2	4	4	2	1	4	3	4	1
