step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-2427.128614405009557	-2425.666532320490660	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.087761636424585	1	2	3	4	4	5	5	7	7	6	6	7	8	7	7	7	8	8	10	8	10	10	10	10	10	10	11	12	12	12	12	12	14	13	13	12	13	14	14	13	14	14	14	14	17	16	15	14	15	15	14	15	15	15	16	15	15	17	17	15	16	20	18	16	17	16	18	18	17	18	19	18	19	19	20	19	19	18	20	21	20	20	20	21	22	20	21	21	22	22	22	22	23	25	25	24	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	4	3	3	3	4	4	5	4	5	5	5	5	5	5	5	6	6	6	6	6	7	6	6	6	6	7	7	6	7	7	7	7	8	8	7	7	7	7	7	7	7	7	8	7	7	8	8	7	8	10	9	8	8	8	9	9	8	9	9	9	9	9	10	9	9	9	10	10	10	10	10	10	11	10	10	10	11	11	11	11	11	12	12	12	14
500	-1009.214683248925212	-1007.748794744883185	-1.465888504042010	0.000010010617812	0.000010116038645	1.010530901771160	0.216780192673853	0	2	2	3	4	4	6	8	5	6	6	7	8	5	8	6	8	7	10	8	11	7	8	9	9	8	10	11	13	13	11	12	13	13	13	9	13	15	11	14	15	15	14	12	17	13	15	14	15	15	14	16	16	16	16	13	15	18	17	15	16	21	19	15	17	16	18	19	18	18	20	19	19	19	21	19	20	18	21	21	20	21	21	21	22	21	21	20	22	22	22	23	24	26	26	25	29	0	1	1	1	3	1	1	1	1	5	5	14	4	1	14	1	9	5	13	4	17	5	9	18	20	9	22	24	39	44	14	27	23	13	26	23	39	27	22	39	30	30	23	36	31	23	34	26	26	30	44	40	44	34	40	20	23	64	40	40	44	22	46	36	44	34	57	64	36	33	26	18	22	31	64	57	64	40	33	55	29	56	56	29	81	4	46	56	29	46	56	46	40	46	46	46	46	1	1	1	2	1	3	2	4	3	1	1	1	3	3	1	3	2	2	1	2	2	3	2	2	1	1	1	1	2	1	2	2	2	2	2	1	1	4	2	1	2	2	3	2	4	4	2	3	6	2	1	2	3	2	1	4	3	2	2	1	2	8	4	5	2	1	2	2	5	3	10	9	8	4	4	1	5	2	5	4	4	4	6	5	1	9	4	7	6	7	7	6	6	13	7	8	12
1000	-837.771523951152517	-836.408978487808440	-1.362545463344122	0.000010051335151	0.000006161859626	0.613038918065806	0.466051110517176	1	3	3	4	4	5	5	7	8	6	7	7	7	8	8	6	8	9	11	8	10	7	10	10	10	9	10	13	13	13	11	13	15	13	11	10	13	13	11	13	15	14	13	14	15	13	15	13	15	13	15	15	15	16	16	13	16	17	18	16	16	19	18	16	17	16	18	19	17	18	19	18	19	18	20	20	20	18	21	22	20	19	19	20	22	19	21	22	22	22	22	21	24	26	25	25	29	0	1	1	1	3	1	2	4	6	5	10	6	1	1	2	1	6	22	23	16	17	5	13	22	20	17	22	22	39	36	20	27	43	23	26	16	18	27	18	18	30	30	23	36	56	23	23	35	35	36	44	40	50	34	40	31	47	50	40	52	53	24	46	36	53	23	57	64	64	46	26	55	52	56	64	67	69	55	46	72	40	56	56	55	73	47	46	56	55	46	56	46	72	46	92	46	46	1	1	1	2	1	2	1	2	2	1	1	1	4	3	3	2	2	1	1	1	1	1	2	2	2	1	2	3	1	2	2	1	1	2	1	2	2	3	1	2	1	1	2	2	1	1	3	1	2	2	1	1	2	2	2	1	1	2	2	1	1	5	2	4	1	2	2	2	1	3	7	1	3	3	3	1	2	1	5	2	4	3	4	2	2	2	4	6	4	5	6	4	3	13	4	8	13
1500	-728.953375627339597	-727.592355851098432	-1.361019776241164	0.000010121293637	0.000005908311000	0.583750576961792	0.525072332312395	1	2	2	4	5	5	5	6	7	4	7	7	7	6	7	7	8	8	10	8	10	10	10	10	11	11	11	13	12	12	12	13	15	14	13	11	13	14	14	13	15	14	14	13	18	13	15	14	16	16	14	16	15	14	17	14	15	15	17	15	16	18	17	16	18	17	18	19	18	18	19	18	20	19	21	20	19	18	20	21	21	20	21	22	22	19	20	21	22	22	23	23	23	26	25	25	29	0	1	1	2	10	1	4	4	14	3	10	4	4	2	7	4	6	11	13	6	17	18	13	5	20	17	22	29	22	36	25	27	34	19	26	23	18	27	29	22	30	30	23	36	56	23	23	35	35	44	44	40	36	19	40	25	23	51	52	40	53	29	46	51	53	54	57	58	58	33	49	40	72	56	58	86	69	55	46	72	55	56	56	72	72	47	46	56	80	87	74	79	85	46	92	79	46	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	3	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	1	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1	3	3	1	1	2	2	2	2	2	1	2	1	2	3	1	1	1	5	2	2	3	5	2	2	3	4	6	1	1	3	2	1	12	1	4	12
2000	-691.545411024216492	-690.171096918026251	-1.374314106190247	0.000010195937454	0.000004731442879	0.464051775560820	0.623832098939699	1	3	3	5	5	5	5	7	6	4	7	4	6	6	7	8	7	8	9	9	11	11	10	10	10	10	10	13	11	12	13	13	13	13	13	11	13	14	14	13	14	14	14	14	16	14	15	13	16	16	14	15	15	15	16	15	15	16	17	15	16	20	18	16	17	17	18	18	18	18	18	18	19	18	19	20	20	19	21	20	21	21	20	22	23	19	22	21	21	23	23	22	23	26	24	24	29	0	1	1	1	10	2	2	6	2	3	5	2	12	2	12	12	6	5	13	1	17	24	19	18	20	17	18	18	24	36	20	27	23	23	26	23	24	27	29	29	30	30	23	36	56	23	23	26	35	36	36	40	36	43	52	20	43	51	40	40	53	24	46	51	53	54	57	58	58	33	49	55	55	56	58	86	51	55	46	72	72	74	45	72	73	57	46	56	80	87	82	79	72	46	92	79	46	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	3	1	1	2	1	1	5	1	1	1	1	2	1	2	3	1	2	2	2	1	1	3	1	4	1	1	1	2	2	2	2	5	4	1	1	1	1	2	9	1	1	12
2500	-699.799577677662000	-698.249119768429182	-1.550457909232803	0.000010138870196	0.000012474283528	1.230342561464173	0.553701411643054	1	3	3	4	4	5	5	8	6	7	6	5	9	8	7	7	8	7	7	8	11	10	9	9	10	9	11	12	11	12	13	13	14	13	12	10	12	14	13	13	15	13	15	14	17	13	16	14	15	15	13	15	15	15	16	14	16	17	17	16	17	21	17	15	17	17	18	17	14	15	19	18	19	19	20	20	19	18	19	21	21	20	21	20	22	19	20	21	22	23	22	23	22	25	25	23	29	0	1	1	1	3	4	2	2	12	11	5	4	12	16	6	12	9	5	12	15	17	5	19	18	20	17	22	18	24	36	20	27	46	23	26	23	18	27	29	29	36	30	23	30	56	23	43	35	35	36	36	40	44	34	40	25	34	69	52	40	53	37	46	51	53	54	43	69	51	46	49	55	55	56	69	86	64	55	46	72	73	45	56	73	81	67	70	56	80	87	74	79	73	70	92	87	70	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	4	1	2	2	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	3	1	3	2	2	2	1	1	2	2	1	1	1	1	2	3	1	2	1	2	1	4	2	2	1	2	2	2	1	2	2	2	3	4	3	1	2	1	3	2	2	1	4	1	1	1	2	4	1	2	2	2	2	7	1	2	10
3000	-638.761747860806508	-637.350103959310331	-1.411643901496139	0.000010462474539	0.000008879771079	0.848725704981617	0.596956479126213	1	2	3	5	5	6	5	7	7	7	6	8	8	7	7	6	8	7	11	7	11	10	9	10	11	11	12	12	11	13	13	13	14	13	13	12	13	14	14	12	11	15	13	14	17	16	15	15	15	14	14	15	16	15	16	15	16	18	18	15	15	21	18	16	18	16	18	19	16	18	19	18	18	19	20	20	19	18	19	21	20	21	21	21	22	19	19	22	22	21	23	22	23	26	25	24	29	0	1	1	2	3	4	1	6	4	6	5	16	6	6	6	2	9	11	13	2	17	18	16	18	20	17	22	22	18	41	25	27	34	23	26	41	24	27	29	29	23	30	23	36	56	43	34	35	35	36	36	40	50	19	40	31	47	69	52	40	50	37	46	51	53	54	43	69	51	46	49	55	55	45	58	86	69	55	70	72	73	56	56	72	73	57	70	56	80	87	88	79	73	79	92	79	87	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	1	1	4	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	3	3	2	2	2	1	4	1	1	1	2	3	6	2	3	7
3500	-587.198354747887379	-585.751054691795275	-1.447300056092152	0.000010582964384	0.000010140782548	0.958217582518510	0.752194781074377	1	3	3	5	5	5	5	7	6	6	6	7	7	7	6	7	8	8	8	8	11	10	10	11	10	11	11	12	12	13	12	13	13	13	14	13	12	15	14	13	11	14	14	14	17	16	15	15	15	14	14	15	15	15	16	15	15	18	17	16	17	20	19	16	18	17	18	17	15	18	20	18	19	19	20	19	20	17	20	20	21	20	18	21	21	18	21	21	22	23	22	22	23	26	24	22	29	0	1	1	1	3	1	2	2	6	5	5	2	15	6	1	4	6	11	13	6	17	18	19	22	20	17	22	22	22	41	20	27	23	23	26	41	18	27	29	29	23	41	23	36	56	33	23	35	35	36	36	40	36	43	52	31	23	69	40	40	53	37	46	51	53	54	57	69	51	46	35	55	55	45	58	86	58	55	70	72	73	56	56	72	73	57	79	56	80	87	88	79	73	96	92	79	79	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	3	2	2	2	2	1	4	1	1	1	1	2	3	1	1	6
4000	-591.679783059036481	-590.316838688842722	-1.362944370193797	0.000011154616906	0.000005859753900	0.525320945579996	0.675205492490400	0	2	2	4	4	4	4	6	8	7	6	7	5	7	8	8	7	8	11	8	11	10	9	10	10	10	11	12	12	13	12	12	14	12	13	12	13	15	14	13	11	13	14	13	16	15	15	14	15	16	15	15	15	14	16	15	15	18	18	16	16	19	18	17	18	17	19	19	16	18	18	18	19	19	20	20	20	18	20	21	20	20	19	22	22	18	21	22	22	22	23	22	24	26	26	22	28	0	1	1	1	3	2	2	6	14	11	5	2	2	2	12	6	6	11	23	12	17	18	13	18	20	17	18	18	18	41	25	27	34	23	26	41	24	27	29	29	23	41	34	36	56	33	34	35	35	36	44	40	44	23	40	31	43	69	55	40	53	39	46	51	53	54	57	69	51	46	49	55	55	56	69	86	69	55	70	72	73	74	56	72	73	57	79	74	80	87	88	79	85	96	92	79	96	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	4	2	2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	1	3
4500	-552.697530841894036	-551.289764767567590	-1.407766074326456	0.000013901349342	0.000011616882545	0.835665823449306	0.783294380736384	1	3	3	5	4	4	5	7	6	6	6	6	8	7	7	5	8	7	10	8	11	8	11	11	9	9	10	10	12	13	12	12	14	13	12	13	13	14	15	13	12	15	14	15	18	16	16	14	16	15	14	15	15	15	16	14	14	18	16	15	17	20	18	15	17	17	18	19	17	18	20	18	20	18	20	20	20	19	20	21	18	20	20	20	21	19	22	21	23	23	22	22	23	25	25	24	28	0	1	1	6	3	1	2	6	16	5	5	2	12	4	4	2	9	10	13	15	17	18	19	22	20	17	22	18	18	41	20	27	23	23	26	41	24	27	29	29	23	30	23	36	56	33	43	35	35	36	36	40	36	43	40	31	19	69	52	22	53	39	46	51	53	54	57	69	51	46	49	55	72	56	69	86	58	81	70	84	40	74	56	55	73	67	79	82	80	87	88	79	85	96	92	79	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	3	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2
