step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-573.180319240349490	-570.835551938694607	-2.344767301654879	0.000117339391997	0.000011577464063	0.098666473947146	0.623386719346893	2	15	12	24	19	30	24	32	34	28	35	35	41	40	47	49	49	48	56	46	58	58	61	58	64	65	63	63	67	68	66	71	72	72	73	76	77	78	70	73	76	82	81	82	82	85	74	82	76	83	76	88	84	86	89	82	92	96	87	91	83	90	96	94	91	94	96	98	98	93	99	103	0	3	1	2	2	4	2	6	2	4	4	4	9	4	13	4	11	8	15	12	19	11	20	18	22	19	21	17	22	26	22	27	23	23	30	16	25	35	28	31	33	39	35	37	0	51	31	47	0	26	35	48	43	38	35	35	62	54	33	50	43	59	50	50	54	62	57	66	46	59	58	67	1	1	1	1	1	1	2	1	3	1	2	1	1	2	1	5	3	3	2	2	1	3	2	1	1	1	1	2	2	1	1	1	2	2	1	3	3	1	2	2	1	2	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	2	3	1	1	1	3	1	1	1	1	1	2	1	1	1
11500	-580.722016199533527	-578.863357860686733	-1.858658338846739	0.000085554642055	0.000014004453721	0.163690167878018	0.576876023730215	2	9	14	22	23	25	28	23	31	25	36	34	36	41	47	49	52	51	55	51	57	61	58	56	51	62	63	62	67	65	65	71	70	74	72	72	76	76	73	73	79	84	84	80	80	79	77	81	67	83	84	86	86	80	91	86	91	94	85	89	86	88	94	93	93	97	94	103	102	97	97	100	0	1	2	3	2	4	6	3	5	4	12	8	6	13	14	14	15	11	18	16	12	20	20	25	13	21	21	18	28	21	18	30	28	31	30	31	29	35	29	28	31	39	35	37	0	35	33	47	0	26	38	23	51	38	61	54	62	56	41	54	30	18	53	50	61	57	47	66	50	59	35	66	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	3	2	2	1	2	1	1	2	2	1	3	1	1	1	2	1	2	1	1	3	2	2	3	1	1	2	1	1	1	4	3	3	1	1	1	1	1	2	1	2	3	4	1	2	1	2	3	2	2	1	4	1
12000	-559.832002987077431	-558.066114625760747	-1.765888361316631	0.000094765783381	0.000017528537198	0.184966942417836	0.595677949631492	0	5	17	17	24	21	26	28	34	26	40	32	34	41	44	44	51	49	55	56	60	59	58	60	62	65	66	66	67	68	69	73	65	71	72	72	79	76	74	77	79	84	81	82	80	83	80	74	80	81	79	86	86	87	91	84	89	94	87	90	89	82	99	93	91	98	94	106	102	99	93	102	0	1	1	2	3	4	6	4	3	4	12	6	10	13	14	9	14	16	16	16	19	16	19	20	22	21	21	23	20	26	28	27	17	24	30	31	39	35	20	31	33	37	38	39	0	51	28	28	0	35	35	48	50	50	51	35	62	61	40	38	50	47	53	65	50	57	41	57	60	59	38	66	1	1	3	1	1	1	1	2	4	2	1	1	1	2	1	1	3	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	3	2	3	1	1	1	1	1	2	2	1	1	1	3	1	2	2	2	1	1	2	2	1	1	2	1	3	2	1	2	3	2	2	1
12500	-616.923253442305736	-615.141507254481326	-1.781746187824458	0.000108389034615	0.000019615831513	0.180976162239818	0.580800355995392	6	13	14	21	22	21	24	31	35	26	40	25	39	42	48	44	49	46	54	52	58	57	53	54	62	62	65	63	62	67	69	65	71	77	73	75	73	80	71	66	76	88	71	81	82	84	75	80	81	81	78	87	83	87	92	79	90	93	92	93	90	91	94	91	92	98	94	105	98	100	96	99	0	1	1	2	3	3	4	4	6	6	12	4	6	8	8	4	14	14	13	14	11	18	16	15	15	22	21	15	20	26	40	21	23	16	26	31	29	35	28	28	33	47	26	39	0	56	31	31	0	43	30	48	21	35	46	43	52	30	40	46	50	31	50	54	50	59	40	59	65	20	65	62	1	1	1	1	1	1	1	1	2	1	3	1	1	1	3	3	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	4	1	1	2	1	2	1	1	3	1	2	1	1	1	2	1	3	2	2	4	2	1	2	1	4	3	2	1	6	2	1	2	1	6	3	1	8	1	1
13000	-580.485883554507836	-578.679076769838389	-1.806806784669408	0.000069733183426	0.000012202463817	0.174987907017155	0.668665682743861	3	14	17	23	19	28	27	25	32	30	39	33	36	41	49	49	52	49	54	52	58	63	57	56	62	62	61	63	66	66	64	68	71	71	75	75	78	70	70	70	74	85	82	82	81	84	79	82	81	80	79	88	86	84	91	83	89	87	87	89	87	88	96	91	94	98	93	105	95	97	95	100	0	1	1	3	3	8	2	4	2	4	6	8	8	8	8	13	14	12	18	16	18	20	13	15	16	21	21	23	25	26	23	26	31	24	30	33	29	30	29	31	33	39	35	37	0	51	31	47	0	38	35	48	26	51	51	38	28	50	22	58	50	47	35	58	56	62	41	57	58	59	50	52	1	3	2	1	1	1	1	1	2	2	3	1	2	3	3	1	1	3	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	3	1	2	1	3	2	3	1	2	1	2	1	2	2	1	2	2	2	2	1
13500	-553.203589931132001	-551.587339305973956	-1.616250625158059	0.000073519163549	0.000017143777074	0.233187868936113	0.721251385901572	4	15	12	19	21	22	25	32	35	29	39	33	38	38	46	49	49	49	52	57	57	57	58	60	61	64	61	63	70	64	62	69	67	75	71	68	78	69	74	73	74	82	77	80	81	83	78	77	76	81	80	85	78	86	89	82	87	92	88	90	88	90	93	96	91	94	93	98	101	96	94	101	0	3	1	3	3	4	3	4	5	7	6	6	8	8	12	6	15	13	15	18	19	18	15	18	16	21	21	16	28	21	20	26	31	24	38	23	29	30	29	23	33	39	38	39	0	51	33	40	0	35	35	48	38	50	53	35	33	60	47	35	54	52	60	60	56	62	57	57	65	59	60	67	1	1	1	1	1	1	3	2	3	1	2	2	1	1	3	3	1	1	1	2	2	2	1	2	2	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2
14000	-572.197987043109151	-570.165112804823366	-2.032874238285813	0.000093768942687	0.000012542847396	0.133763344629222	0.717313298606403	4	9	14	24	20	24	26	30	32	27	41	34	43	37	46	49	46	49	56	53	59	61	58	56	58	63	55	63	68	68	69	71	70	75	74	74	78	76	69	73	77	86	82	83	76	83	73	77	80	78	84	88	81	85	91	88	88	87	83	89	90	90	92	94	91	94	96	103	95	99	94	99	0	1	2	3	2	2	4	5	8	6	4	4	12	4	11	14	13	15	13	18	19	15	16	13	20	18	20	23	25	21	28	30	31	24	30	22	39	35	22	28	33	39	35	37	0	35	23	22	0	38	50	48	38	35	54	35	36	50	36	50	54	36	56	54	50	57	62	57	60	59	56	62	1	2	1	1	2	1	1	3	1	1	3	2	2	3	1	1	1	1	1	1	1	3	2	1	1	2	1	1	2	2	1	1	1	3	1	3	1	1	1	2	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	2	2	2	2	1	2	1	1	2	1	1	2	1	2	1	1
14500	-581.782523228262676	-579.596403390492014	-2.186119837770703	0.000091891432249	0.000010508387297	0.114356551423772	0.605993844896672	2	9	11	25	24	18	25	32	38	30	37	34	25	42	46	49	50	52	56	52	60	57	53	59	60	64	55	65	66	66	64	72	71	70	73	71	76	80	74	76	80	87	80	84	79	78	79	79	80	83	82	88	87	87	92	84	83	92	89	90	90	92	98	92	91	95	91	103	101	93	98	98	0	1	2	3	2	3	2	7	5	4	12	8	3	4	12	15	15	16	20	14	27	16	16	22	12	21	15	18	20	27	15	26	28	24	30	28	29	30	20	36	31	44	35	37	0	30	31	31	0	35	46	48	56	56	46	43	48	35	47	54	35	57	53	54	46	67	40	62	58	59	51	67	1	1	1	2	2	1	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	5	1	2	2	2	3	2	1	1	2	2	1	2	2	4	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	3	1	1	3	2	1	1	2	1	1	1	1	2	2	2	1	3	1
15000	-605.015277557336390	-602.956486479255773	-2.058791078080569	0.000105124925888	0.000013677980105	0.130111674176088	0.648339406067716	1	14	15	26	23	28	20	25	36	27	36	31	43	42	47	45	39	51	57	47	57	61	60	58	65	63	64	65	65	64	64	73	66	70	74	74	76	76	75	76	76	86	81	82	80	73	79	83	81	81	78	85	86	83	90	89	88	91	88	91	86	88	95	95	95	96	91	100	99	98	98	98	0	1	1	5	3	4	1	3	5	7	4	6	11	8	13	14	12	20	18	16	16	18	11	14	19	21	23	23	20	21	23	30	24	24	30	28	25	30	25	22	23	39	46	29	0	30	36	36	0	38	32	40	54	30	56	50	36	50	41	30	46	47	61	56	56	62	57	72	35	57	54	57	1	2	2	1	1	1	4	1	2	1	2	1	1	4	1	1	1	1	1	1	3	2	4	4	1	2	1	2	2	1	1	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	1	2	1	2	2	1	2	6	2	1	2	1	1	1	1	1	4	1	2	1
15500	-597.243723267770520	-595.396697571763070	-1.847025696007447	0.000107471742868	0.000017851842972	0.166107318029476	0.597787113993871	3	11	16	23	20	27	26	28	34	29	41	32	37	39	48	49	50	45	50	56	53	59	61	54	64	63	64	65	62	67	68	71	73	69	72	73	76	80	72	78	80	85	81	81	76	79	72	74	82	74	83	85	81	79	90	83	87	91	94	89	84	89	95	93	89	97	92	108	97	98	98	103	0	1	2	3	2	1	4	4	2	8	8	8	8	12	12	18	14	13	13	14	17	18	16	10	29	21	19	15	20	26	23	22	31	24	30	28	29	35	28	31	48	39	38	39	0	35	31	31	0	35	46	48	35	50	51	35	31	35	62	43	50	40	56	54	56	41	57	57	56	59	60	67	1	1	1	1	2	2	1	1	2	1	2	1	2	1	3	1	2	1	2	2	1	2	2	3	1	1	1	2	1	1	1	2	1	3	1	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	3	1	1	3	2	3	2	1	2	1	3	2	2	1	2
16000	-626.337607065946372	-624.610790750656861	-1.726816315289483	0.000091991055428	0.000017988846127	0.195549948235647	0.450191552887344	2	11	17	22	17	30	26	23	36	27	41	33	40	40	48	47	52	49	50	51	57	55	55	56	57	62	67	60	68	64	69	71	72	79	75	74	79	75	75	76	77	87	80	83	75	82	77	77	82	80	83	86	86	87	90	88	89	97	90	86	90	87	94	96	95	94	97	107	100	94	92	98	0	1	2	3	1	4	8	5	5	8	6	3	6	12	6	6	14	12	16	16	12	14	12	9	23	21	21	22	25	21	18	30	23	24	21	22	25	26	25	12	31	39	30	39	0	30	33	23	0	26	43	47	30	60	50	50	37	60	48	51	50	31	35	61	61	57	52	66	65	31	51	66	1	1	1	1	2	1	1	1	3	1	1	2	2	1	3	2	3	3	1	1	2	2	4	3	1	1	2	1	2	1	3	1	2	4	4	3	4	3	2	11	2	1	2	2	1	3	1	5	1	2	1	2	2	1	1	2	2	2	3	1	2	4	3	2	1	2	2	2	1	4	2	1
16500	-638.717775701293704	-637.100992832529073	-1.616782868764660	0.000100377199769	0.000023384978623	0.232971020081881	0.488265860950388	3	9	14	24	25	27	23	31	36	29	41	34	42	37	44	48	52	53	54	54	59	56	61	53	63	64	65	65	60	61	69	72	68	78	68	75	78	76	76	75	80	89	83	81	80	82	76	82	79	80	81	84	87	82	90	80	92	85	91	88	89	94	96	95	87	94	89	105	96	95	92	100	0	1	2	3	2	3	3	6	8	4	6	4	12	6	7	13	13	16	14	14	15	18	20	15	18	19	19	23	8	19	18	21	20	24	26	25	25	35	22	24	31	39	56	33	0	35	28	20	0	26	30	34	46	35	58	32	36	35	31	30	38	23	60	56	56	40	48	67	38	47	58	67	1	1	1	3	2	2	2	1	1	1	2	1	2	2	3	1	2	1	2	1	3	2	1	2	2	1	2	1	3	1	3	2	2	4	1	1	3	2	3	3	2	2	1	3	1	4	1	6	1	4	3	1	1	2	1	2	2	2	3	4	3	5	2	3	1	4	1	3	3	3	1	2
17000	-615.939661688298770	-613.795605720629965	-2.144055967668832	0.000101638809889	0.000012115102458	0.119197602485026	0.508872404441813	-1	7	16	22	21	28	25	29	33	25	35	36	42	41	45	45	51	52	56	53	61	61	60	57	65	66	63	59	64	65	67	74	72	76	75	73	78	80	70	71	77	85	82	81	84	86	78	83	82	83	78	80	82	87	85	89	89	90	93	87	90	92	96	95	89	91	91	102	97	101	96	100	0	1	2	3	3	4	4	4	3	4	4	4	12	8	13	8	15	16	20	13	19	16	20	14	18	21	24	14	24	27	20	26	28	24	30	23	25	35	22	14	33	39	35	28	0	51	31	36	0	35	35	33	27	38	51	38	47	30	66	35	60	48	65	53	54	18	48	47	56	59	60	57	1	1	2	2	1	2	1	2	2	1	2	2	1	3	1	2	1	1	1	2	1	2	1	4	2	1	2	2	2	1	1	1	3	2	2	2	2	1	1	6	1	2	1	4	1	2	1	2	1	2	1	1	2	1	2	2	2	4	1	2	1	1	2	1	1	7	2	5	2	3	2	3
17500	-613.728268260951722	-611.853606785666216	-1.874661475285464	0.000092156389399	0.000014788031744	0.160466700580594	0.556841079532208	0	11	15	17	23	28	24	24	34	28	36	33	39	35	46	49	51	50	56	55	54	58	57	59	62	63	65	66	69	64	66	75	71	79	74	75	73	77	74	71	75	87	80	82	81	82	76	81	74	80	79	88	84	88	90	83	91	92	85	91	84	93	98	97	86	97	92	101	100	94	96	99	0	1	2	3	3	8	4	4	3	5	5	6	14	6	13	14	5	15	16	18	16	20	20	8	22	21	17	23	22	17	18	26	28	40	26	31	25	26	29	16	33	15	35	47	0	32	28	40	0	38	38	48	50	38	56	40	28	38	31	43	38	25	38	43	50	70	47	66	65	40	58	62	1	2	1	1	3	1	1	2	3	1	2	1	1	1	2	2	4	1	1	1	1	1	1	3	1	1	2	2	1	2	3	2	1	2	2	2	3	2	1	6	1	6	1	1	1	2	2	2	1	1	1	1	1	2	1	3	3	2	4	2	1	5	2	1	2	1	2	1	2	5	1	1
18000	-574.098176128583304	-572.026138156857769	-2.072037971725560	0.000096751651356	0.000012414139164	0.128309325882839	0.639039194924191	3	14	8	23	20	27	26	33	36	29	37	32	38	43	49	49	51	50	55	53	57	63	58	55	62	61	65	62	66	67	65	73	68	71	72	73	74	79	75	73	76	89	80	82	80	78	79	79	80	76	81	84	83	86	91	85	90	97	92	91	88	91	94	93	93	95	93	106	92	95	98	99	0	3	1	3	2	2	4	6	6	6	8	5	8	13	14	11	13	14	16	13	19	15	15	20	20	21	21	20	25	26	25	21	28	24	30	31	18	50	40	28	28	39	35	39	0	35	40	41	0	35	32	48	46	50	46	46	47	61	25	50	38	47	61	56	54	41	62	62	54	47	56	41	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	2	4	1	1	2	3	2	2	1	1	2	2	1	1	1	1	1	1	2	3	2	2	1	4	2	2	2	1	2	2	4	1	3	1	5	2	2
18500	-552.348514676986611	-550.598010996030098	-1.750503680956538	0.000070028485434	0.000013235424225	0.189000578016867	0.638227089907775	2	14	6	19	22	22	26	30	33	30	36	33	39	42	45	48	48	48	55	52	59	57	54	59	63	64	67	61	67	67	68	70	72	72	73	73	80	77	77	78	77	85	83	82	83	84	77	83	73	81	81	86	83	87	88	82	89	92	88	83	89	92	92	88	93	98	91	102	103	88	91	100	0	3	1	2	2	4	4	6	8	4	12	4	6	8	8	14	15	13	18	16	19	15	16	20	18	21	21	23	14	21	28	26	28	24	26	31	39	35	29	31	31	39	50	39	0	51	31	40	0	35	38	47	35	38	50	35	31	54	47	35	60	70	54	35	56	62	40	57	65	33	35	62	1	1	1	1	1	1	1	2	1	2	1	3	3	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	4	1	2	1	1	1	1	2	2	1	2	2	2	3	2	1
19000	-589.422975654481206	-587.614186816234451	-1.808788838246731	0.000066842013265	0.000011665934080	0.174529962671666	0.524100615425471	3	15	6	18	22	19	26	27	35	27	40	32	39	39	44	47	51	51	50	52	61	56	54	59	58	66	68	56	67	66	61	75	72	74	71	75	79	78	77	74	77	89	82	84	81	84	77	81	76	81	79	80	78	87	87	87	92	90	93	92	91	91	97	93	86	91	94	99	97	96	98	99	0	3	1	2	2	3	4	4	5	6	8	4	8	8	14	13	13	16	13	16	19	15	16	15	28	21	21	15	25	21	28	21	31	24	26	31	29	26	25	33	33	44	35	39	0	51	31	31	0	35	35	33	35	35	51	50	66	50	47	50	54	47	53	35	38	40	40	47	58	59	64	62	1	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	2	1	2	1	2	1	3	2	1	2	2	1	3	1	2	2	3	3	1	1	2	2	1	1	1	2	3	1	2	1	1	1	2	1	1	1	2	4	2	1	4	2	5	2	2	1	4	1	1	1	1
19500	-572.941021730875946	-571.175633428151286	-1.765388302724623	0.000069782560621	0.000012916436702	0.185095482124092	0.584654588298116	2	13	18	18	23	21	23	30	34	26	38	26	41	43	47	49	50	51	55	53	58	57	60	53	61	62	62	57	70	65	70	64	69	74	74	74	66	69	71	75	76	88	80	79	81	73	79	81	80	81	80	87	82	78	86	85	89	92	89	90	91	93	89	90	92	97	93	103	95	90	95	100	0	1	2	2	2	4	4	12	5	6	6	4	12	8	14	13	5	16	20	16	19	16	28	17	22	21	21	17	37	26	23	26	23	24	38	31	25	26	37	31	33	39	38	39	0	38	40	40	0	38	46	33	35	38	35	38	47	43	47	56	63	33	53	35	60	31	52	66	65	23	54	67	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	5	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	2	2	1	2	3	3	1	2	2	1	1	5	2	3	1	4	2	1	1	4	2	1
20000	-582.276456989245730	-580.197708573750219	-2.078748415495547	0.000076000182494	0.000009683348905	0.127412179643354	0.561593876251282	3	10	16	22	23	28	23	33	32	31	39	34	41	37	45	47	45	49	56	52	60	62	54	56	62	67	67	64	64	64	67	74	69	74	71	68	77	73	74	74	74	86	82	84	82	78	75	75	81	82	84	86	86	86	79	86	88	94	92	86	89	84	97	92	95	98	96	98	101	91	95	97	0	1	1	3	3	7	1	6	5	7	6	6	14	6	14	14	8	17	20	18	19	20	20	2	15	30	21	23	25	21	28	26	28	24	30	24	29	30	29	31	33	39	46	25	0	38	31	31	0	30	46	40	38	35	38	46	31	61	62	46	60	31	53	60	38	47	57	57	56	57	50	57	1	2	1	1	1	1	4	1	2	2	1	1	1	2	2	2	2	1	1	1	1	2	1	7	2	1	1	2	1	1	1	1	1	4	2	1	2	2	2	2	1	2	1	4	1	1	1	1	1	4	2	3	2	2	1	2	3	1	2	3	1	3	2	2	4	3	1	2	2	1	1	1
20500	-612.847628426122583	-610.839335396063234	-2.008293030059319	0.000083443771944	0.000011464325462	0.137389827845150	0.538213268166705	-1	13	10	24	18	19	27	29	31	26	30	23	39	38	48	42	47	53	55	53	59	62	57	60	64	64	64	65	68	66	60	73	70	77	73	67	78	75	72	74	75	89	81	83	80	84	76	82	75	83	85	85	85	88	88	84	86	92	91	89	76	91	96	91	94	97	96	104	102	96	94	98	0	1	1	3	3	2	4	6	5	4	6	6	9	8	13	8	16	13	15	17	15	19	16	15	20	21	19	16	28	21	23	30	31	24	21	31	23	30	18	31	33	37	35	39	0	32	33	47	0	21	35	33	30	46	35	35	47	51	31	35	35	28	51	51	54	59	47	66	60	57	51	40	1	1	2	3	2	1	1	2	2	1	1	1	1	2	2	2	1	4	1	1	2	2	4	2	2	1	1	3	1	1	1	2	1	3	2	1	3	2	4	1	1	2	1	2	1	2	2	2	1	4	2	2	2	1	2	2	2	1	3	2	1	4	2	1	1	1	4	2	2	2	1	3
21000	-627.629346404818193	-625.842376888764306	-1.786969516053939	0.000094893418143	0.000017052045609	0.179696821372428	0.561295646143569	4	15	16	24	20	26	27	34	28	22	42	30	34	43	47	42	48	51	55	55	57	59	56	59	61	60	62	61	69	64	67	72	72	73	75	73	77	71	75	77	67	86	76	69	81	80	75	80	79	80	83	77	82	88	88	85	89	95	91	87	91	82	93	95	91	92	96	105	97	98	91	98	0	1	1	2	2	4	2	6	5	2	12	7	3	8	8	13	14	14	18	18	16	20	18	8	16	21	19	23	16	21	28	38	18	24	38	25	29	26	25	31	23	39	38	28	0	32	31	33	0	35	46	31	43	35	56	35	31	21	52	50	55	33	38	54	60	47	59	36	60	33	56	62	1	2	3	2	1	1	2	1	2	1	2	1	2	2	3	2	1	1	1	1	3	1	1	4	3	1	1	1	4	1	1	1	4	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	2	1	2	1	2	1	2	5	4	2	2	1	2	2	2	2	3	2	4	1	4	1	2
21500	-588.481959203988481	-586.408442830453168	-2.073516373535274	0.000101364050304	0.000012985826371	0.128110768388716	0.550501721842927	3	12	17	22	23	22	26	30	31	30	39	33	37	40	40	49	53	54	54	54	58	61	59	57	66	66	63	67	69	61	66	75	70	77	75	69	72	72	72	74	76	89	83	77	81	81	74	81	79	83	86	86	84	83	88	83	87	90	89	84	86	94	97	92	92	87	83	100	97	93	99	103	0	1	1	3	3	2	5	4	5	6	6	6	8	13	13	14	13	16	14	16	19	17	18	17	22	30	21	20	25	21	22	26	23	37	30	22	22	30	22	31	33	29	30	39	0	38	31	28	0	30	56	48	46	30	54	38	47	53	47	26	46	66	64	50	58	33	48	62	38	59	35	62	1	2	1	1	2	2	1	2	1	1	3	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	3	2	3	2	3	3	1	2	1	5	4	1	1	2	1	2	1	3	1	1	1	3	1	2	3	1	3	2	1	2	1	2	1	3	1	1	4	1	2	1
22000	-612.547733159303334	-610.757859633238922	-1.789873526064413	0.000081573710210	0.000014601109083	0.178992828020879	0.510274826776895	1	14	18	21	20	26	25	32	36	26	39	28	42	37	46	48	49	51	55	46	58	59	56	59	60	66	63	65	68	67	67	75	72	77	74	76	81	78	69	77	76	89	71	76	81	81	80	84	80	68	85	89	84	83	88	81	87	88	94	92	90	86	94	95	95	95	97	104	98	85	98	102	0	1	2	3	3	4	4	6	5	4	12	4	14	8	14	20	14	16	17	13	15	18	20	17	17	27	21	17	22	19	23	30	31	24	50	18	39	50	25	31	28	39	50	29	0	35	17	33	0	27	46	31	38	35	46	43	33	35	28	56	50	33	53	60	38	40	59	59	58	23	58	66	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	4	1	2	1	4	2	3	3	1	1	1	3	2	2	2	1	1	2	1	3	2	2	1	2	1	2	1	2	1	1	4	3	1	1	1	3	1	1	1	2	2	2	5	2	2	3	2	1	3	4	1	2	3	3	2	1
22500	-597.940775088218061	-595.849420022209983	-2.091355066008102	0.000081656707164	0.000010268718994	0.125754752429783	0.546209009608612	2	13	14	20	19	26	26	33	35	22	40	33	39	38	42	42	49	52	49	52	59	55	55	62	62	61	63	61	65	62	66	71	70	78	68	74	78	75	71	68	73	89	83	83	76	84	79	79	78	79	81	85	84	88	89	85	86	95	87	91	87	93	98	90	94	97	97	101	100	91	99	104	0	1	1	2	3	4	4	6	5	3	8	6	3	4	12	13	13	8	14	16	19	16	15	23	22	21	21	20	22	19	20	21	40	24	30	40	20	30	25	28	40	29	35	29	0	30	33	23	0	35	35	48	32	30	38	35	47	56	23	50	51	57	58	53	60	57	62	67	65	59	55	66	1	1	2	1	2	1	1	2	3	1	1	1	5	4	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	3	2	2	1	2	1	1	4	2	1	2	1	3	2	3	1	5	2	4	1	2	3	1	2	5	2	1	2	2	4	2	1	2	1	1	1	2	1	1	2	1	1	1
23000	-592.234778539804779	-590.210670251421675	-2.024108288383119	0.000075309118973	0.000010169576005	0.135037776881297	0.614711837531010	4	12	16	21	24	23	26	33	36	29	40	33	39	41	46	42	51	48	48	53	60	62	57	56	64	62	66	67	69	68	56	69	68	76	74	68	78	76	77	78	78	88	84	83	67	82	70	76	78	78	82	84	82	87	89	88	88	88	90	91	89	92	95	97	94	92	93	105	99	99	96	104	0	1	2	3	3	4	6	3	5	6	7	4	6	5	8	13	8	16	14	18	20	16	20	20	31	21	21	23	11	26	14	26	31	24	30	23	29	35	23	47	33	37	35	39	0	38	36	33	0	30	35	48	38	35	35	27	36	35	40	38	46	40	55	60	56	57	57	66	65	59	50	67	1	2	1	1	1	1	1	3	2	1	3	1	3	3	2	1	3	1	1	1	2	3	1	1	1	1	1	2	3	1	2	1	2	2	1	2	2	1	3	2	1	2	1	1	1	2	1	1	1	2	1	2	1	2	4	3	2	2	2	2	1	3	2	2	2	1	1	2	1	2	3	2
