step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-4539.283006008375196	-4537.820923923856753	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.192969613975818	0	1	2	3	3	4	4	5	5	5	5	6	6	7	9	6	7	9	7	8	8	7	7	7	8	9	8	8	9	9	8	8	8	8	8	9	9	9	9	9	9	9	9	9	10	11	11	10	11	10	10	10	10	12	11	11	11	11	11	11	11	11	12	12	12	12	15	13	13	13	15	15	15	15	14	14	16	15	15	15	15	15	16	16	16	16	17	17	19	18	17	17	18	20	19	18	18	18	19	19	19	19	19	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	4	4	4	4	5	5	6	7	5	6	7	6	6	6	6	6	6	6	7	6	6	7	7	6	6	6	6	6	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	9	8	8	8	8	8	8	8	8	9	9	9	9	11	10	10	10	11	11	11	11	11	11	12	11	11	11	11	11	12	12	12	12	13	13	14	13	13	13	13	15	14	13	13	13	14	14	14	14	14	16
500	-1433.887753108468814	-1430.746732094338313	-3.141021014130390	0.000009985967166	0.000060177664950	6.026222993858934	0.219569710457711	-1	0	1	2	3	1	4	3	5	3	4	5	5	4	9	6	7	9	7	8	7	5	4	5	8	6	6	8	9	9	7	8	6	8	7	9	8	9	7	8	9	9	8	9	10	11	11	8	11	8	9	9	10	12	11	11	10	11	10	11	11	11	12	11	12	12	15	13	10	13	15	15	15	14	13	14	15	14	13	15	14	14	16	16	15	15	17	16	19	17	17	17	18	20	18	18	18	18	19	19	19	19	19	21	0	1	2	1	1	2	4	6	8	6	2	4	6	10	10	5	12	19	8	26	14	14	10	4	8	8	8	21	14	31	22	22	22	24	24	8	21	21	26	13	22	32	33	24	8	25	39	26	6	33	24	24	51	37	40	26	39	48	8	32	50	24	2	45	69	24	40	22	13	26	26	13	44	36	43	46	6	26	26	40	33	13	27	36	22	27	22	64	43	41	10	0	75	6	33	50	13	66	43	14	33	14	16	63	1	1	1	3	3	1	2	1	1	2	3	3	4	1	4	3	1	1	2	2	1	1	1	2	2	3	2	1	3	2	2	2	1	2	1	2	1	1	1	3	3	1	2	3	6	3	3	2	9	1	4	3	1	4	1	5	2	3	6	3	1	4	11	1	2	7	5	7	5	5	8	10	5	5	4	3	12	8	5	5	7	8	9	4	10	6	11	4	8	7	14	1	3	17	11	8	12	6	10	14	12	14	11	8
1000	-1108.389990727971508	-1105.342465716767492	-3.047525011204008	0.000010023250244	0.000056727258404	5.659567208426790	0.334684302343156	-2	-1	2	3	3	2	4	4	5	3	5	3	6	4	8	6	6	9	7	8	6	5	7	5	7	9	8	8	9	9	8	7	6	8	6	9	8	9	7	9	8	9	8	7	10	10	10	9	11	10	10	8	10	12	11	11	9	8	10	11	11	11	12	12	12	12	12	13	10	13	15	14	14	15	12	14	16	15	13	15	15	15	16	16	13	15	17	17	16	16	17	15	18	20	19	18	18	18	19	18	19	19	19	20	0	1	2	2	2	2	5	6	8	6	7	6	8	10	10	11	12	27	12	13	14	14	10	5	8	8	13	21	21	41	22	22	22	24	24	13	21	21	8	27	22	32	33	35	6	25	57	39	32	43	44	44	44	37	13	46	39	39	39	32	43	53	52	36	69	44	40	33	25	69	26	65	52	8	50	69	48	26	40	19	50	64	82	67	50	64	33	67	50	85	14	0	81	6	33	43	19	45	33	22	33	33	5	45	1	1	3	2	3	3	1	1	1	1	1	1	2	1	3	1	3	1	4	1	1	1	3	1	3	3	2	2	2	1	2	2	1	2	1	2	1	2	2	1	3	2	2	1	8	3	1	2	4	1	2	1	2	4	5	1	2	1	2	3	1	1	4	3	2	2	3	6	2	2	4	1	5	7	2	4	5	6	2	7	4	3	1	3	2	3	10	5	6	3	11	1	1	15	11	9	7	7	10	13	12	12	8	4
1500	-971.248380266745357	-968.505700151209112	-2.742680115536293	0.000010141602690	0.000046163619092	4.551905700113393	0.314074920729786	0	1	2	2	3	2	4	5	5	3	5	5	6	4	8	6	7	9	7	8	6	5	7	5	7	9	8	8	9	9	8	8	6	8	6	9	9	9	8	9	9	8	7	7	10	10	11	10	11	9	10	10	10	12	9	11	9	10	11	11	11	11	12	12	12	12	15	13	10	11	14	15	15	15	11	14	13	15	14	14	13	15	16	16	15	16	17	16	18	18	17	17	18	20	19	17	17	18	19	19	19	19	19	21	0	1	2	2	4	2	5	6	6	6	7	6	8	10	10	7	12	17	8	19	14	14	10	4	13	13	8	21	21	31	22	22	22	24	24	13	21	21	25	13	22	22	33	35	6	26	57	39	32	43	44	44	44	37	19	69	39	39	39	42	50	51	44	45	69	52	18	50	36	69	27	69	52	13	43	70	58	40	64	8	50	8	64	36	75	74	33	45	75	75	50	0	85	19	33	68	45	24	50	43	50	81	45	98	1	1	1	1	1	1	1	2	3	1	1	3	1	1	2	2	2	2	2	1	2	1	3	3	1	2	2	2	2	1	2	3	1	2	1	3	2	3	1	2	3	2	1	1	6	1	2	2	3	2	3	3	3	3	1	1	1	2	2	3	2	1	2	2	2	2	3	2	1	1	6	4	3	8	2	2	2	5	2	7	2	5	4	7	4	1	10	4	6	4	6	1	2	8	12	4	4	10	8	11	9	6	8	1
2000	-816.484502663882154	-814.228904823083781	-2.255597840798429	0.000010250933126	0.000031094653503	3.033348586139370	0.375812255923003	-2	1	2	3	2	2	4	5	5	3	5	4	6	4	9	4	6	8	7	8	7	5	7	5	6	9	8	8	9	9	8	8	7	7	6	9	9	9	8	9	9	9	9	7	10	11	11	10	10	10	10	10	10	11	11	11	9	11	11	11	11	11	10	12	12	12	14	13	10	12	13	13	15	15	13	14	16	15	14	15	15	15	16	16	16	16	15	17	19	18	15	16	15	20	19	17	18	18	19	19	19	17	19	20	0	1	2	5	2	2	5	6	6	6	5	6	12	10	10	2	12	8	13	13	14	14	10	16	8	19	12	21	21	31	22	22	22	24	24	19	21	21	25	8	22	22	33	35	6	69	57	39	32	33	44	44	44	37	26	69	39	39	48	49	43	63	44	36	69	44	36	50	27	69	27	65	44	40	50	70	48	71	64	27	50	26	71	45	75	78	50	26	102	96	33	0	75	45	33	75	92	45	91	43	50	85	45	98	1	3	1	1	1	1	2	3	2	1	2	2	1	1	4	2	2	2	1	2	2	1	4	1	1	2	3	1	2	1	3	3	2	2	1	2	2	2	2	3	3	3	2	1	8	1	2	2	2	2	2	3	3	2	2	1	1	3	1	1	2	1	2	2	2	5	4	2	2	1	4	1	4	6	2	2	3	2	2	6	3	3	3	5	3	1	2	5	2	1	6	1	2	8	8	4	2	7	4	9	8	1	8	2
2500	-796.588520565656268	-794.548624267452169	-2.039896298204099	0.000010307320523	0.000025206173983	2.445463292613995	0.450696005432694	0	1	2	2	3	2	4	5	5	3	5	6	6	4	7	6	7	9	6	8	6	6	5	6	7	9	8	8	9	8	7	8	8	8	5	8	9	9	8	9	9	9	9	6	9	11	11	9	9	10	10	8	10	11	11	11	10	11	11	11	11	11	12	12	12	12	15	13	10	12	15	13	15	15	14	14	14	15	15	14	15	12	15	16	15	16	17	17	19	18	16	17	18	20	19	18	18	18	19	19	19	17	18	21	0	1	2	2	4	2	5	6	6	6	7	8	9	10	10	11	12	36	8	19	14	14	10	35	13	19	13	21	21	22	22	22	22	24	7	8	21	21	25	19	31	32	33	35	6	45	57	39	32	33	44	44	44	37	45	69	39	39	48	49	50	51	44	13	69	52	27	43	45	69	64	65	63	64	50	70	58	40	82	36	75	45	82	40	68	82	75	74	87	87	33	0	91	45	68	102	92	45	90	50	50	68	45	103	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	3	2	2	3	2	1	2	2	1	1	3	3	3	1	2	1	1	1	1	6	1	1	1	1	1	3	2	3	2	2	1	2	2	2	2	1	1	5	4	2	3	5	3	1	2	2	1	1	2	2	2	2	3	3	4	1	3	3	4	2	1	3	1	2	1	8	1	1	7	6	1	1	6	1	9	8	3	8	3
3000	-839.390030663196285	-837.290570361329401	-2.099460301866908	0.000010345112681	0.000026931448264	2.603301587372824	0.546337994087678	-1	0	2	2	3	3	4	5	4	4	5	6	6	5	9	6	7	9	7	7	6	6	7	6	7	9	7	8	9	9	8	8	7	8	5	7	9	8	7	9	8	9	8	7	10	11	11	10	10	10	9	8	10	12	11	11	9	11	11	11	11	11	12	12	12	12	14	13	10	13	15	14	13	15	14	14	16	14	15	15	15	13	16	16	16	16	17	17	17	18	17	17	16	20	19	18	18	18	19	17	19	18	19	20	0	1	2	2	4	4	5	6	6	6	5	8	8	10	23	11	12	19	13	8	14	14	10	35	8	19	13	21	21	31	22	22	22	24	4	13	38	21	8	27	22	32	33	35	26	69	57	39	42	33	44	44	52	37	26	69	39	39	39	49	43	44	51	26	69	44	26	50	25	69	82	65	53	78	50	70	39	82	78	67	68	18	82	78	68	71	81	74	75	91	50	0	75	88	68	100	92	77	75	33	93	87	9	103	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	2	3	1	2	2	1	2	3	1	1	2	2	2	2	1	1	2	1	1	2	2	1	3	2	1	2	3	2	1	1	4	2	1	2	2	2	3	2	3	3	2	3	2	2	1	1	1	2	1	4	1	1	1	1	1	2	2	2	1	2	2	3	1	6	1	1	2	5	1	1	2	3	8	3	1	5	1
3500	-797.542631462828808	-795.520194340025341	-2.022437122803423	0.000010664082280	0.000025591676398	2.399801101133485	0.560949840761209	-1	1	2	2	3	3	4	5	5	4	5	6	6	5	9	4	7	8	7	8	7	6	7	6	8	9	7	8	8	9	8	8	7	8	5	8	9	9	8	9	8	9	9	7	10	11	11	10	10	9	10	10	9	11	9	11	9	11	11	11	11	11	12	11	12	11	14	13	10	13	15	15	15	15	14	14	16	13	15	14	15	12	16	16	15	16	17	17	19	18	17	17	17	19	19	18	18	18	18	18	19	19	18	20	0	1	2	2	4	4	5	6	6	6	5	8	6	10	23	5	12	8	8	19	14	14	10	35	19	36	8	21	21	31	22	22	22	24	16	13	21	21	13	27	22	32	33	35	36	69	57	39	32	33	44	44	44	37	36	69	39	39	48	49	50	44	44	27	69	44	78	50	25	65	82	65	63	67	68	70	48	40	67	78	75	64	82	67	68	82	75	78	90	91	68	0	68	88	81	87	92	15	93	50	100	90	13	103	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	1	2	2	1	1	3	2	2	2	1	1	1	2	1	1	2	3	4	2	1	2	1	3	2	1	2	2	2	1	1	1	5	3	1	1	1	1	4	2	2	2	2	3	1	1	4	1	4	2	4	1	1	3	1	7	1	1	6	2
4000	-694.294539680173784	-692.412486998313398	-1.882052681860331	0.000011820090276	0.000024132289781	2.041633288571254	0.591284534677541	-1	0	2	2	3	3	4	5	5	4	5	5	4	5	8	5	7	9	7	7	7	6	7	7	8	9	8	8	9	9	8	8	7	8	6	8	9	9	7	9	9	9	9	8	10	11	11	10	11	9	10	10	10	12	11	11	10	11	11	11	11	11	11	12	12	12	14	13	10	12	15	14	15	15	14	14	16	13	15	14	15	14	14	16	16	16	17	17	19	18	17	17	18	19	19	18	18	18	18	19	19	17	19	21	0	1	2	2	4	4	5	13	6	6	7	13	6	10	10	7	12	19	13	13	14	14	10	35	39	19	19	21	21	22	22	22	22	24	16	13	21	21	8	27	22	32	33	35	19	45	57	39	32	33	44	44	44	37	45	69	39	39	39	32	50	51	52	45	69	52	40	50	26	69	64	69	63	67	68	70	58	27	67	78	75	64	64	67	68	82	75	84	85	102	68	0	87	88	85	85	92	92	102	68	87	75	11	103	1	1	2	1	1	1	1	1	2	1	1	1	1	1	4	1	2	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	3	1	1	2	1	2	1	2	2	2	1	1	1	2	2	2	1	2	2	1	1	1	4	3	2	2	1	1	1	2	1	2	3	1	2	2	3	2	1	1	2	3	3	1	1	1	2	2	2	2	2	3	1	2	1	2	1	1	2	2	2	1	1	1	5	1	3	9	2
4500	-641.757743667255113	-639.830370431281267	-1.927373235973845	0.000013196436459	0.000028446526509	2.155621829984554	0.680691577661768	0	1	2	2	3	3	4	5	5	4	5	5	4	5	8	6	7	9	7	8	7	6	7	7	8	8	8	8	9	9	8	8	8	8	6	8	9	9	7	9	9	9	9	7	8	11	11	10	10	10	10	10	9	12	11	11	9	10	11	11	9	11	11	10	12	12	13	13	10	13	14	15	15	15	14	14	16	15	14	14	15	15	16	13	16	16	17	17	18	18	17	17	18	20	19	17	18	18	19	19	19	19	18	20	0	1	2	2	4	4	5	13	6	6	5	13	6	10	10	11	12	45	8	19	14	14	10	35	39	19	13	21	21	31	22	22	22	35	5	8	21	21	8	27	31	32	33	35	19	69	57	39	32	33	53	44	44	37	19	69	39	39	58	32	33	51	44	40	69	51	26	50	26	69	67	65	66	84	68	70	58	79	40	67	75	71	82	40	75	71	75	74	85	85	85	0	85	79	89	85	92	92	90	91	93	89	79	103	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	1	2	1	2	1	3	1	1	1	2	1	2	1	2	1	2	2	3	2	2	2	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	3	1	1	2	1	2	1	1	2	1	1	2	3	3	2	2	1	2	3	2	1	1	3	1	3	1	1	1	1	2	2	2	2	2	2	1	1	1	2	6	1	1	1	1	1	2	1	1	1	2
