step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
5000	-799.584023936162453	-797.634018277462246	-1.950005658700258	0.000021718334536	0.000048064942161	2.213104420194457	0.761001345640375	1	2	1	0	2	3	0	4	2	3	6	4	3	7	5	5	5	5	5	5	4	8	6	5	5	6	5	5	7	9	9	7	7	7	7	6	8	7	8	8	7	8	8	8	8	9	11	9	8	8	9	10	6	9	10	9	9	11	10	11	8	10	10	10	11	14	12	12	12	12	12	14	12	11	14	14	13	14	13	14	14	16	15	14	16	17	15	17	17	17	18	17	19	19	20	21	21	23	24	26	28	4	4	7	0	7	7	0	1	4	5	6	6	3	4	5	5	6	6	9	10	13	8	8	10	12	12	13	13	20	16	42	16	16	18	20	25	26	28	53	23	27	15	34	34	23	28	29	33	34	35	35	37	20	61	41	45	45	46	50	52	53	50	39	61	45	57	58	59	60	62	62	39	56	57	69	54	64	70	70	73	70	87	72	74	76	76	72	76	80	82	85	85	85	88	93	94	94	96	0	0	0	1	1	1	1	1	2	1	1	1	1	2	1	1	3	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1
5500	-666.194835273854551	-664.769651565986237	-1.425183707868264	0.000048731450400	0.000043478434414	0.892204809347971	0.818640093506299	1	2	1	0	3	3	-1	5	3	4	4	4	3	7	5	5	4	6	5	5	4	7	7	6	6	6	6	5	6	7	9	7	7	7	7	7	7	8	10	7	8	7	8	9	8	9	9	9	9	8	10	9	8	9	10	9	10	10	9	11	10	10	10	11	12	14	12	11	12	12	12	14	12	12	13	15	15	14	14	14	13	17	15	15	17	18	16	17	18	18	19	18	18	18	20	21	22	23	24	26	29	4	4	7	0	3	3	0	1	4	5	6	6	7	4	5	5	6	6	9	10	13	8	8	10	12	12	13	13	20	16	15	5	16	18	20	25	26	28	53	8	27	15	34	34	23	28	29	33	34	35	35	37	20	53	41	45	45	46	50	52	53	50	53	39	45	57	58	59	60	62	62	39	56	57	69	54	64	70	70	73	70	72	72	74	76	76	72	54	80	82	85	85	85	88	93	94	94	96	0	0	0	1	1	1	1	1	1	1	2	2	1	1	1	3	4	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	3	1	1	1	1	2	1	2	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	1	1
6000	-616.832990434255294	-615.310132351845027	-1.522858082410268	0.000147481789217	0.000041249341207	0.279691082041173	0.656673012166157	1	2	1	0	2	3	0	5	3	3	6	4	3	7	6	5	5	5	5	4	5	8	6	5	6	5	7	4	7	9	7	8	6	8	6	7	6	7	9	8	8	8	7	8	9	8	11	9	9	8	10	9	6	9	11	10	10	10	9	10	10	10	10	11	12	14	12	12	12	12	13	13	12	13	14	15	14	16	14	13	13	15	15	14	16	18	16	17	17	18	17	17	18	20	21	22	22	22	24	26	29	4	1	7	0	7	3	0	4	1	3	6	6	3	4	5	5	6	6	9	10	13	16	8	10	12	12	13	13	20	29	15	16	5	43	20	25	26	28	53	8	27	31	18	18	23	28	32	33	34	35	29	37	20	53	27	45	45	46	50	52	53	50	53	54	45	57	58	59	60	62	62	39	56	57	69	72	64	81	70	73	70	72	72	74	77	88	82	54	73	82	85	85	88	86	93	94	88	94	0	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	2	1	3	2	1	1	1
6500	-669.877230385876828	-668.130374393670081	-1.746855992206744	0.000284747533798	0.000054096787187	0.189981582861467	0.706588620278732	1	2	1	0	3	3	0	4	2	5	5	4	3	8	5	5	5	6	6	4	4	7	6	6	6	5	6	5	6	7	8	7	7	8	5	6	8	7	9	9	7	8	7	8	7	9	9	9	10	8	10	9	8	10	9	10	10	10	10	10	9	10	10	10	12	13	11	12	11	12	12	13	12	12	13	14	14	16	15	14	15	16	15	14	16	17	15	18	18	18	18	18	18	19	20	19	21	23	23	27	28	4	4	7	0	3	3	0	1	1	5	6	6	7	22	5	5	6	6	9	5	13	8	4	5	12	12	13	13	20	3	5	16	10	43	20	6	26	28	20	22	5	15	18	18	3	41	41	23	34	20	24	37	16	53	1	45	22	28	20	37	41	55	53	53	22	74	58	59	60	50	62	53	57	23	69	72	64	81	70	65	70	54	77	74	77	76	54	77	80	82	85	82	85	76	93	86	96	97	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	1	1	2	1	1	3	2	1	1	1	1	2	2	1	2	1	3	2	1	1	3	1	1	2	1	3	2	1	1	1	5	2	2	2	2	2	1	1	1	1	3	1	1	1	1	1	1	3	1	3	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1
7000	-705.422847036553549	-703.839244004222451	-1.583603032331111	0.000347982525213	0.000086081171361	0.247372109587001	0.669456848128944	1	3	2	0	3	3	1	5	2	4	5	3	5	7	5	6	5	6	6	4	4	8	6	6	5	4	6	4	6	8	7	5	8	7	6	7	7	7	9	9	7	7	8	9	7	9	10	9	10	8	10	7	8	9	10	9	9	10	9	9	9	10	10	11	11	14	12	10	14	11	12	15	12	12	11	14	14	14	13	13	15	15	15	14	16	17	14	17	17	18	18	16	17	19	20	22	22	23	24	26	30	4	4	7	0	7	7	0	4	1	5	6	7	28	21	5	20	6	6	9	5	7	8	8	10	12	12	3	3	20	19	32	5	16	18	20	25	26	28	32	14	28	10	18	12	13	28	50	16	44	35	35	26	21	42	13	45	23	27	35	37	13	30	53	53	45	45	14	50	60	62	53	64	57	45	60	54	64	79	70	56	78	76	76	74	77	76	54	54	73	82	93	76	85	77	93	77	86	97	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	2	1	3	1	2	1	1	1	1	2	2	2	1	2	1	1	3	1	1	2	2	1	1	2	3	2	1	3	1	2	2	2	2	1	2	1	1	1	3	1	1	1	1	1	1	2	4	2	2	1	1	1	3	2	4	2	1	1	1	1
7500	-725.756015802098659	-724.070521777809972	-1.685494024288713	0.000351045314632	0.000073050966927	0.208095547447105	0.628728675411801	1	2	2	0	3	3	1	4	2	4	5	4	4	7	5	6	5	6	5	5	3	8	7	6	6	5	7	5	7	8	7	7	7	7	7	6	7	9	10	9	8	8	7	9	10	9	10	9	9	8	10	9	8	9	10	8	9	11	8	9	9	10	10	11	13	13	12	12	14	11	12	13	13	11	13	13	14	16	15	14	15	17	15	14	16	18	16	18	17	18	18	17	17	19	20	21	22	22	24	26	29	4	1	7	0	7	7	0	4	1	5	6	6	4	4	5	5	6	13	9	10	7	8	8	10	12	12	16	21	10	8	5	4	13	13	16	13	26	16	61	23	28	10	17	18	56	13	42	20	18	35	35	37	13	32	3	23	8	28	24	37	53	50	20	48	23	8	46	5	60	62	62	51	22	45	60	63	39	62	70	56	70	77	39	74	72	82	76	64	45	77	77	85	85	72	93	77	94	77	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	3	4	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	3	2	1	2	1	2	1	3	1	2	3	1	1	1	1	3	1	4	4	1	4	2	1	1	2	3	1	2	2	2	4	2	4	1	2	2	1	2	1	1	3	3	2	3	1	1	2	2	3	1	4	1	1	1
8000	-920.592322325467649	-919.010855925883220	-1.581466399584387	0.000607594432991	0.000150905971679	0.248366284292988	0.480809665206451	1	2	2	-1	3	3	1	3	4	4	6	4	3	7	5	5	5	6	6	5	5	7	6	5	6	5	6	5	6	8	8	6	7	7	7	6	8	9	9	8	8	8	8	9	9	8	9	9	8	7	8	10	9	9	10	10	10	10	8	10	10	11	9	11	12	12	11	12	12	11	12	15	13	11	12	14	14	15	15	13	12	15	15	14	16	15	15	18	14	17	19	15	19	19	20	22	23	23	23	26	29	4	4	7	0	3	3	0	7	5	5	12	6	7	16	5	6	7	4	9	5	9	17	8	8	17	12	24	8	3	20	23	3	15	36	17	12	36	51	59	23	36	28	11	36	49	18	18	51	29	36	12	3	42	7	13	22	4	28	17	25	20	50	51	53	51	40	30	30	6	59	57	63	30	22	37	81	42	52	65	45	59	39	32	73	86	80	61	87	30	78	68	64	29	58	64	58	62	86	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	4	1	1	1	1	1	2	1	1	1	1	3	2	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	3	1	3	3	1	5	4	2	3	2	2	1	2	3	1	2	1	4	2	1	3	3	2	2	1	3	3	2	3	3	2	4	1	1	1	2	2	3	2	5	2	6	5	4	6	7	6	1	1	1
8500	-893.075135398647376	-891.532682708818697	-1.542452689828715	0.000586221141268	0.000157248663590	0.268241202031454	0.513730518986538	1	1	2	0	3	4	1	4	2	4	5	3	4	7	6	5	6	7	5	4	4	7	6	6	6	5	6	5	7	7	8	8	7	8	5	7	7	9	9	9	6	6	8	9	9	8	10	10	9	8	11	8	8	9	10	9	9	11	9	10	10	10	9	11	12	14	9	12	13	11	12	14	12	12	14	15	14	16	13	13	12	16	13	14	16	18	16	16	17	18	19	17	18	19	20	22	22	23	24	25	29	4	4	7	0	3	12	0	1	1	5	6	3	3	35	16	12	19	3	9	5	7	8	7	5	6	12	13	10	41	16	19	41	9	35	4	12	12	41	22	1	7	3	3	26	16	28	5	4	22	5	45	18	19	43	22	53	33	63	42	41	39	33	5	59	33	68	28	13	50	59	59	48	35	47	25	71	61	75	62	43	59	43	48	53	28	84	64	9	45	83	83	77	68	73	86	23	61	87	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	2	3	1	1	1	1	1	1	1	1	1	3	2	3	2	2	1	1	6	2	2	4	2	2	2	4	2	1	3	1	1	3	1	2	1	1	1	2	2	1	2	3	1	2	1	2	5	2	1	1	1	3	1	7	2	3	1	1	3	2	4	2	4	7	2	2	6	4	3	4	1	2	4	2	10	5	4	1	1	1
9000	-818.102722833166013	-816.503853373166862	-1.598869459999188	0.000724245676853	0.000174191198573	0.240513963894591	0.571135531171684	1	3	1	-1	3	3	1	3	3	5	4	3	4	5	5	4	6	5	5	5	4	7	6	7	7	5	7	5	6	8	9	7	7	8	5	6	7	7	8	7	7	7	6	8	10	9	10	10	10	7	11	10	9	10	11	9	8	9	8	10	8	10	10	11	12	14	12	12	13	10	12	14	11	13	13	15	13	15	13	11	14	16	15	14	16	16	14	17	17	18	18	14	18	18	20	21	22	24	24	26	29	4	1	4	0	3	7	0	4	1	8	6	7	2	2	16	6	13	6	9	5	8	15	7	19	12	12	15	3	8	43	36	16	36	36	8	12	23	8	32	8	36	20	18	17	10	1	15	37	17	8	29	40	27	56	21	8	22	28	35	36	40	31	61	56	22	73	56	27	26	16	47	62	58	57	30	38	49	68	62	40	47	92	64	65	87	65	63	63	73	85	82	61	82	85	72	64	77	91	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	4	2	2	2	1	3	1	1	1	3	3	1	2	2	2	1	1	1	1	2	2	1	2	3	3	1	2	1	2	3	4	1	2	2	1	2	1	2	1	1	2	2	4	2	1	1	3	1	1	3	4	4	2	1	1	1
9500	-916.603504569817915	-915.057758809992151	-1.545745759825740	0.000724734020818	0.000193086219106	0.266423561692126	0.616023101824062	0	2	2	-1	3	4	2	3	3	5	5	3	5	7	6	6	5	5	4	4	4	8	5	5	7	4	7	5	7	9	6	6	6	7	7	6	7	8	10	9	8	8	7	8	7	10	10	10	10	8	10	9	10	10	10	7	9	10	9	11	9	10	10	12	13	15	11	11	13	11	13	15	11	12	13	15	15	15	14	14	13	17	13	13	16	17	16	17	16	17	15	17	18	20	18	21	20	23	24	26	29	4	1	1	0	7	12	0	1	3	20	12	3	5	3	19	19	8	1	2	5	3	23	5	9	12	8	10	7	13	45	21	28	9	6	23	12	36	9	41	23	31	20	2	56	24	56	40	10	42	9	25	28	34	34	61	5	18	5	20	59	56	17	23	39	57	18	28	15	56	35	16	81	17	33	40	29	71	18	29	48	14	71	48	40	62	71	53	13	65	14	17	74	66	95	54	77	93	43	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	2	4	3	1	1	2	1	2	2	5	2	3	3	2	3	1	2	2	1	5	1	4	4	2	3	2	2	2	3	2	3	4	2	4	4	4	1	1	3	3	1	8	1	1	1
10000	-935.258609175242213	-933.671907705328636	-1.586701469913602	0.000684245756721	0.000168287396760	0.245945839059384	0.571956046675868	1	3	1	-1	4	2	2	3	3	3	5	4	5	7	5	5	5	7	4	4	4	8	6	5	6	4	7	6	7	9	9	7	7	5	6	6	7	8	10	9	8	8	6	8	9	9	11	10	9	7	11	9	9	9	8	8	10	10	8	10	10	10	10	10	11	12	12	12	14	11	11	13	12	10	14	13	15	14	14	14	14	17	14	14	14	16	14	16	17	17	18	17	18	18	20	22	22	23	23	26	30	4	4	4	0	6	3	0	1	1	3	9	6	7	34	8	7	2	11	9	2	3	43	5	10	12	6	34	21	4	34	37	11	15	20	15	34	2	3	32	23	43	43	6	11	27	22	49	27	29	35	44	29	2	11	1	5	49	41	11	26	49	16	7	44	22	7	40	24	52	59	35	60	45	1	52	51	69	59	39	60	20	61	76	57	27	61	54	64	39	49	72	54	72	40	90	61	87	90	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	2	1	1	1	1	1	1	2	3	2	2	1	1	2	2	1	1	1	1	2	1	2	1	3	2	3	1	1	1	2	4	1	3	3	2	2	4	1	4	3	1	3	1	2	3	3	2	1	3	2	3	5	4	1	2	5	3	2	2	2	3	4	4	3	2	2	5	3	2	1	1	1
10500	-953.331632197315685	-951.792942779149143	-1.538689418166542	0.000695614923111	0.000188062337050	0.270354086437557	0.480886928039930	1	2	2	-1	3	4	1	4	3	4	6	3	5	8	6	5	5	7	5	4	3	5	6	6	7	5	7	4	6	9	8	7	5	7	6	7	7	8	9	7	8	8	6	9	8	8	10	8	9	8	10	10	10	9	10	9	10	9	9	10	9	10	11	11	12	14	10	12	13	11	11	14	11	12	14	14	15	15	12	13	15	16	14	13	16	18	15	17	17	17	16	18	17	18	20	21	22	23	24	26	30	4	4	7	0	7	12	0	9	1	2	2	3	12	25	9	5	12	22	9	5	4	7	13	10	22	12	20	21	13	25	40	11	5	12	33	5	22	22	23	7	18	22	13	42	13	22	46	32	31	2	20	31	54	34	16	13	7	13	29	34	5	29	40	40	45	30	31	20	22	42	35	30	34	13	55	15	34	55	15	13	71	22	71	56	40	80	54	11	55	64	54	83	55	80	53	47	39	13	0	0	0	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	3	2	2	1	3	1	2	1	1	2	2	1	1	1	2	3	1	1	1	3	2	5	2	3	2	3	2	2	1	2	2	1	4	5	2	1	3	2	2	2	3	5	3	2	4	2	5	2	1	5	4	2	6	4	5	3	2	3	4	3	3	7	7	1	1	1
11000	-950.331836171131499	-948.797854852824230	-1.533981318307263	0.000565640341070	0.000154449829427	0.273053066078916	0.448708790238268	0	1	1	-1	3	2	0	3	3	4	5	3	4	7	6	5	6	6	5	5	5	7	6	5	7	6	7	6	7	9	9	7	7	5	7	7	8	6	9	8	8	8	7	8	10	9	9	8	9	8	10	9	10	8	10	9	8	8	10	11	9	11	10	12	11	13	11	12	13	11	13	13	13	13	13	14	15	15	15	13	13	16	15	15	14	15	13	17	16	16	17	17	17	19	21	19	21	24	25	26	29	4	1	7	0	3	7	0	6	6	2	8	6	3	8	4	5	34	12	8	5	8	26	7	9	8	3	18	11	15	22	23	11	16	7	6	12	12	13	32	4	28	18	34	5	48	23	23	34	43	20	57	12	26	11	27	1	8	28	44	10	36	35	50	39	3	35	28	16	44	59	29	56	14	50	52	20	66	8	70	40	62	46	64	23	44	63	56	67	45	61	90	64	65	73	87	92	87	53	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	2	1	3	1	2	4	1	1	1	1	1	1	1	2	3	2	2	1	1	4	1	1	1	4	1	3	1	2	1	2	1	3	2	2	2	4	3	2	1	3	2	2	1	2	3	2	3	2	3	1	3	3	3	3	2	7	1	8	2	2	1	2	2	4	2	4	2	3	3	2	1	3	2	5	5	1	5	5	1	1	1
11500	-947.326589657559680	-945.810002922922649	-1.516586734637027	0.000710313443287	0.000201450484024	0.283607871888390	0.531990451084225	1	2	2	1	3	2	0	4	3	5	5	4	4	7	6	5	5	6	4	4	5	7	6	7	7	6	6	5	5	7	9	7	8	7	7	6	8	8	8	8	7	8	6	7	9	9	9	8	10	8	10	9	10	8	10	9	9	10	9	11	8	9	9	11	12	13	13	11	13	11	12	12	12	13	13	13	14	16	15	14	14	16	14	13	16	17	15	17	18	17	17	18	18	19	20	21	22	24	24	27	29	7	1	7	0	3	7	0	2	1	2	6	6	2	29	8	19	9	6	9	5	13	4	8	10	26	12	11	9	8	11	25	6	43	7	3	12	26	28	20	7	13	43	6	6	35	3	34	28	22	29	16	33	61	6	38	18	8	43	32	57	15	20	5	29	49	33	68	20	60	44	36	18	48	3	37	30	59	34	20	65	25	81	44	22	84	30	45	62	65	64	34	64	48	1	92	92	16	96	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	3	3	2	1	1	2	3	1	1	2	3	1	2	1	1	2	1	3	1	1	3	1	2	2	2	1	1	1	1	3	3	1	2	1	3	2	2	4	2	2	7	3	3	3	4	4	1	3	2	4	3	3	4	2	3	2	4	2	2	5	7	1	1	9	2	1	1	1
12000	-930.924267503045144	-929.398727784948505	-1.525539718096660	0.000627550053243	0.000174493861952	0.278055688228386	0.452516480393450	1	3	1	0	2	3	0	4	2	4	5	4	2	8	6	3	4	6	4	4	3	7	5	6	7	4	3	6	5	9	9	7	7	7	7	6	7	8	7	8	8	7	7	7	10	9	11	9	9	6	11	10	8	8	10	10	9	11	8	11	9	9	8	11	10	13	10	9	13	11	11	12	13	11	13	15	15	15	12	14	13	16	14	15	16	17	13	17	16	17	19	17	18	19	20	20	23	23	24	27	27	4	1	7	0	3	7	0	4	4	16	8	3	7	33	23	3	27	3	7	5	7	3	4	12	8	7	5	26	8	29	43	10	17	13	28	17	50	28	13	27	8	5	7	17	39	4	48	26	22	3	43	37	24	44	28	18	5	55	27	25	26	42	39	54	39	42	42	20	36	33	42	29	39	41	46	57	40	73	68	74	48	59	54	55	40	66	64	83	80	73	57	34	72	40	86	66	66	53	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	3	1	1	3	2	1	1	3	1	1	1	2	1	1	2	3	1	2	1	1	2	3	2	3	3	2	1	5	1	2	1	3	2	2	1	1	2	2	3	1	2	3	3	2	1	2	2	3	1	3	4	2	2	3	4	2	2	3	2	1	2	2	3	4	2	2	4	2	1	1	1	3	6	7	2	8	2	3	5	7	1	1	1
12500	-873.326708778306738	-871.800869613103828	-1.525839165202933	0.000674635453647	0.000187463983376	0.277874491123751	0.483818822384899	1	2	2	0	4	4	2	3	2	4	5	3	3	6	4	5	6	6	4	4	5	7	6	6	6	6	5	4	6	8	8	7	7	7	7	5	8	8	8	5	8	7	7	7	10	10	9	9	9	8	11	10	10	10	9	9	9	11	9	10	9	9	11	12	12	14	13	12	12	11	13	14	10	12	14	14	14	14	14	14	15	16	15	15	16	16	14	17	17	14	18	16	19	19	20	22	22	23	24	26	29	4	1	4	0	13	12	0	1	1	7	6	7	7	19	3	10	36	5	9	7	13	10	15	11	36	5	19	13	19	23	3	2	5	18	7	5	33	43	3	8	27	27	11	6	8	38	42	5	44	32	24	7	32	43	32	8	4	35	32	35	3	50	50	45	35	43	73	5	57	45	63	45	40	40	26	33	40	63	52	68	45	20	73	53	64	56	29	74	82	20	66	64	68	74	91	63	7	95	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	3	1	1	1	3	2	1	1	2	1	3	1	1	2	1	1	3	4	1	2	1	3	3	2	1	1	4	1	2	1	2	3	1	4	2	1	1	3	3	3	3	3	4	2	2	2	3	6	3	3	2	5	4	2	1	3	2	2	3	6	2	6	11	2	1	1	1
13000	-953.408585091725399	-951.888782486707896	-1.519802605017544	0.000580799909111	0.000163543342458	0.281582933971552	0.393892572234129	1	2	2	1	3	3	-1	4	3	4	5	1	4	8	6	5	5	5	4	4	4	7	4	6	6	6	6	5	5	8	8	6	7	6	5	4	6	7	9	8	7	7	6	9	9	9	10	9	8	8	11	9	9	9	11	10	10	10	9	11	9	11	9	12	11	14	13	12	13	11	13	13	12	9	14	13	14	15	14	14	12	14	14	15	14	16	16	16	18	16	16	17	19	19	20	22	22	23	24	24	28	7	4	4	0	3	12	0	4	1	5	6	7	3	36	23	23	5	12	4	1	3	7	1	20	12	20	18	3	23	24	19	5	5	6	23	6	18	28	2	18	34	6	20	14	36	21	16	28	25	17	54	23	34	18	59	8	31	34	20	31	18	48	18	24	40	81	28	14	22	35	33	5	40	1	47	48	59	48	71	2	20	6	63	47	48	41	29	56	91	32	54	64	22	77	91	35	70	64	0	0	0	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	4	2	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	3	1	1	2	2	1	2	4	3	2	1	1	1	2	2	2	1	3	1	2	3	2	1	1	2	3	1	1	3	2	3	3	2	8	2	4	2	2	2	2	1	7	5	5	2	2	2	4	7	2	1	5	4	2	6	2	2	8	5	5	1	1	1
13500	-942.701142215605046	-940.980300046893603	-1.720842168711454	0.000710014731341	0.000140065572939	0.197271361785535	0.515634872211036	1	2	1	0	4	4	2	4	3	5	5	3	4	7	6	5	5	5	6	3	3	8	4	6	6	6	7	5	6	8	8	7	7	6	5	6	7	9	10	9	7	7	8	9	10	8	9	9	9	8	10	9	10	9	11	8	8	9	9	10	10	10	8	12	11	15	11	12	13	11	13	14	12	12	14	15	14	16	14	12	15	16	14	13	17	17	15	17	16	16	18	17	19	20	19	19	23	20	25	27	29	4	1	4	0	2	7	0	4	4	5	13	3	3	19	6	2	9	7	9	3	3	18	1	5	8	13	16	7	1	25	5	23	16	8	13	3	29	3	57	19	4	18	6	12	41	28	19	1	7	10	32	34	44	18	3	8	7	34	35	63	63	38	8	53	16	14	27	20	25	57	65	46	9	38	60	84	22	50	57	44	57	77	8	23	77	38	65	69	77	43	34	84	84	95	64	39	82	68	0	0	0	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	3	1	3	1	2	3	1	2	2	2	1	2	5	2	1	1	2	1	2	5	2	3	2	2	1	1	1	2	1	3	5	2	4	3	2	1	3	5	1	2	1	4	4	2	2	4	1	5	5	2	3	2	2	1	3	4	2	3	1	4	4	4	3	1	1	1
