step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
9500	-189.573762325740148	-196.429250276699520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544241050931546	-3	0	3	6	9	9	7	8	11	12	10	10	13	9	14	15	13	14	12	13	16	16	15	19	25	23	0	1	2	1	4	7	4	4	11	7	4	8	12	4	8	14	14	12	7	5	19	20	12	16	22	16	1	1	2	5	2	1	1	1	1	3	2	2	1	2	3	3	2	3	3	1	2	2	2	2	3	3
10000	-174.514595993623431	-181.370083944582802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416273702895377	-2	1	2	5	9	10	9	8	11	11	9	11	13	11	15	14	13	15	13	14	15	15	15	19	25	23	0	1	2	1	4	7	4	4	11	7	4	8	12	8	14	8	14	12	7	5	11	20	8	15	20	16	1	2	1	4	3	1	2	2	1	1	2	1	1	2	2	2	1	2	2	3	3	1	4	2	7	5
10500	-185.280268314440832	-192.135756265400204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590001789284019	0	2	3	5	9	9	7	9	10	11	11	11	12	12	14	12	13	16	13	14	15	15	15	19	24	23	0	1	2	1	4	7	4	4	8	7	9	8	8	8	14	8	8	12	10	5	10	20	15	23	20	16	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	5	6
11000	-212.552678051236995	-219.408166002196367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585599663935018	-1	1	3	5	8	8	7	9	9	11	11	11	10	11	15	13	14	15	12	14	15	15	15	19	25	22	0	1	2	1	4	4	4	4	4	7	9	8	8	13	12	8	12	12	7	4	9	20	13	23	20	17	1	1	1	3	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	5	2	1	3	2	4	2
11500	-179.241586506091551	-186.097074457050923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526266823181294	-1	0	3	5	7	9	8	9	10	10	11	10	12	12	14	15	13	14	13	14	14	16	16	20	24	24	0	1	2	1	1	7	4	4	4	7	9	8	8	12	14	15	8	12	10	5	9	20	15	23	20	16	1	1	1	3	3	1	1	2	3	2	1	1	2	1	1	1	2	2	2	4	2	1	1	2	4	3
12000	-178.266359872913796	-185.121847823873168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604606401125487	-1	1	3	6	9	9	8	9	9	11	10	10	13	11	14	13	13	15	14	13	15	15	16	19	23	23	0	1	2	1	4	7	4	4	4	7	9	8	14	12	14	4	8	15	10	5	11	20	8	23	20	23	1	1	1	3	2	1	1	2	2	1	1	1	1	1	2	2	2	1	2	3	2	1	4	2	5	3
12500	-189.253064273270468	-196.108552224229840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547690362864051	0	1	2	5	10	8	9	9	11	11	9	11	12	11	15	13	13	15	13	13	13	15	15	18	24	21	0	1	2	2	4	4	4	4	11	7	4	8	14	8	14	8	8	16	10	5	11	20	8	23	20	16	1	1	1	2	4	1	3	1	1	1	3	1	1	2	2	2	2	1	1	2	2	1	2	2	5	4
13000	-179.850044405754772	-186.705532356714144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415853114816322	-1	1	3	5	9	10	8	7	11	12	10	9	12	10	14	14	13	15	12	14	16	16	15	17	24	23	0	1	2	1	4	7	4	4	11	7	7	8	8	8	12	14	12	15	7	5	11	20	14	23	20	15	1	1	1	3	3	1	2	1	1	2	1	1	2	2	2	2	2	1	2	3	3	1	2	1	5	3
13500	-192.333251107621692	-199.188739058581064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436258676403682	-1	1	3	4	7	10	6	8	11	11	10	10	12	12	14	14	13	15	14	14	15	15	15	20	24	22	0	1	1	1	3	4	4	4	11	7	7	8	12	12	14	14	8	12	7	5	6	20	8	23	22	16	1	1	3	4	3	4	1	2	1	2	2	1	1	1	2	1	3	2	4	3	2	1	4	2	4	4
14000	-174.655867715227032	-181.511355666186404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686523958870424	0	1	2	5	10	10	7	9	10	11	9	10	11	11	15	14	13	15	13	14	15	16	15	19	24	22	0	1	2	2	4	11	4	4	11	7	4	8	4	12	14	14	13	12	10	5	11	20	13	23	20	15	1	1	1	2	3	1	1	2	1	2	2	1	3	1	2	2	1	2	1	2	3	1	2	2	4	3
14500	-194.221142773605010	-201.076630724564382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442666875169727	-1	1	2	5	9	9	8	8	9	11	10	10	13	12	15	14	13	15	12	13	15	16	15	19	23	22	0	1	2	2	4	7	4	4	4	7	9	8	8	8	12	8	14	13	7	4	9	20	14	23	20	15	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	4	1	1	2	2	3	1	2	2	4	2
15000	-185.150087338159778	-192.005575289119150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599431375813146	0	1	3	5	9	8	7	9	11	11	10	11	13	12	14	15	12	16	14	15	13	14	15	19	24	23	0	1	2	2	1	7	4	4	11	7	6	8	8	12	14	14	8	12	10	5	11	5	8	23	20	16	1	1	1	2	5	1	1	2	1	2	1	1	2	1	1	1	2	3	2	3	1	3	2	2	4	3
15500	-199.372004107186854	-206.227492058146225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467037940015831	-1	1	3	5	8	8	8	9	11	12	9	11	13	12	14	14	13	16	13	12	15	13	15	20	24	23	0	1	2	1	4	2	4	4	11	7	6	4	14	8	14	8	12	13	7	5	9	5	14	23	22	16	1	1	1	3	3	4	1	2	1	2	1	3	1	2	1	2	1	1	4	2	1	2	1	3	6	6
16000	-210.399328679706542	-217.254816630665914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607170171257318	0	2	3	6	9	8	8	9	8	11	11	10	12	11	12	14	12	15	13	14	13	13	14	19	25	23	0	1	2	3	4	4	4	4	4	7	9	8	8	4	8	15	14	12	10	22	14	5	8	23	22	14	1	1	1	1	2	1	1	2	1	2	1	1	2	3	2	1	1	2	1	1	1	2	2	2	5	4
16500	-193.425671106006149	-200.281159056965521	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621371733230575	-1	1	2	6	9	9	8	9	8	12	10	10	12	12	13	14	12	15	14	14	15	13	16	19	24	23	0	1	2	2	4	7	4	4	4	6	7	8	8	8	12	13	8	14	10	22	7	4	15	23	22	13	1	1	1	3	2	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	3	4	2	1	6	6
17000	-185.485799672655304	-192.341287623614676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549443635497544	-1	1	3	5	10	10	7	9	9	12	10	10	12	11	14	14	13	14	14	14	15	13	16	19	23	21	0	1	2	1	4	7	4	4	4	7	9	8	12	12	14	8	8	12	10	22	10	9	18	23	22	16	1	1	1	3	3	1	1	2	2	3	1	1	1	1	2	2	2	2	2	1	1	2	1	2	5	5
17500	-186.161971710320074	-193.017459661279446	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414138127723043	-1	1	2	5	10	9	8	10	11	11	10	11	12	11	14	14	13	15	14	15	15	14	15	19	23	24	0	1	2	1	7	7	4	4	11	6	4	8	14	8	14	14	8	16	7	22	7	4	8	23	22	15	1	1	1	3	1	1	3	2	1	1	3	1	1	1	2	2	1	1	4	1	4	5	3	2	5	4
18000	-201.923003080563916	-208.778491031523288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578267639375299	-1	1	2	6	10	7	8	9	10	11	8	10	13	11	14	13	13	12	13	15	13	14	16	20	24	24	0	1	2	1	4	4	6	4	11	7	4	4	14	8	14	14	8	14	7	22	10	10	18	23	22	18	1	1	1	3	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	3	2	5	5
18500	-191.482624156611621	-198.338112107570993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622696009987404	-2	0	2	5	9	9	8	9	11	9	10	10	12	11	15	14	12	14	14	15	14	13	16	20	23	22	0	1	2	2	4	7	4	4	11	7	7	8	12	12	8	8	8	14	7	22	7	5	18	23	20	16	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	2	1	2	2	1	3	2	1	2	2	4
19000	-194.072273441128885	-200.927761392088257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569824290964899	-1	1	1	5	9	10	8	10	11	11	9	10	11	11	14	15	14	14	13	11	16	14	15	18	23	21	0	1	1	1	4	7	4	4	11	7	4	4	4	12	4	8	8	14	10	4	11	20	8	15	20	16	1	1	1	3	2	1	2	2	1	1	1	2	3	1	5	3	1	2	1	3	3	1	2	2	6	3
19500	-179.850920054961250	-186.706408005920622	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565421244688741	-1	1	2	6	9	9	8	9	10	12	9	11	10	12	14	14	13	14	13	15	15	16	16	19	24	20	0	1	1	1	4	4	4	4	11	7	4	8	4	8	8	14	8	12	10	4	11	20	8	23	20	15	1	1	1	4	2	1	1	2	1	2	1	1	2	1	3	1	1	2	1	4	2	1	3	1	4	2
20000	-205.307584690458356	-212.163072641417727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515139649251981	0	1	3	6	8	10	7	10	11	11	7	10	12	11	13	14	12	14	13	13	15	15	15	19	24	23	0	1	2	2	1	7	4	4	11	7	1	4	12	8	14	15	12	14	10	5	11	20	8	23	22	8	1	1	1	1	3	2	1	3	2	2	4	2	2	1	1	1	1	2	2	2	5	1	2	3	5	6
20500	-185.955854534857849	-192.811342485817221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506141985508261	-2	0	2	6	9	10	8	8	11	11	9	10	11	12	14	15	13	14	12	14	13	16	15	19	22	24	0	1	2	2	4	7	4	4	11	6	4	8	8	8	8	8	14	12	7	4	4	20	14	23	20	18	1	1	1	4	2	1	2	1	2	1	1	1	1	2	3	3	1	3	2	3	4	1	2	1	3	5
21000	-195.853203519682836	-202.708691470642208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524542750736659	-1	2	2	6	8	8	9	9	11	11	9	9	13	11	14	14	12	15	13	14	16	15	15	20	24	24	0	1	1	2	1	4	6	4	11	7	5	4	14	8	12	8	14	14	7	5	11	20	8	15	20	15	1	2	2	3	4	1	1	1	1	2	1	1	1	1	3	3	1	2	2	3	2	1	2	4	6	3
21500	-192.793688480189843	-199.649176431149215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503296288164531	-1	1	2	6	9	9	9	8	10	12	9	9	13	10	15	15	14	13	13	13	15	16	15	19	24	23	0	1	2	1	1	4	4	4	5	7	4	8	14	12	8	8	18	14	7	5	11	20	18	15	20	24	1	1	1	3	6	1	2	1	1	1	2	1	1	1	4	4	1	2	2	2	2	1	1	3	4	2
22000	-193.072278055526567	-199.927766006485939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438694429779868	0	2	3	6	9	10	8	9	9	11	11	10	13	11	13	15	13	15	13	15	16	16	15	20	25	23	0	1	2	2	4	4	4	4	4	7	4	4	12	8	8	13	8	12	10	5	11	20	14	23	20	16	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	1	3	3	1	2	3	4	4
22500	-200.586076126782558	-207.441564077741930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533823353011502	-1	1	3	5	10	8	9	9	9	11	10	10	13	12	13	14	13	14	12	14	16	16	13	19	24	23	0	1	2	3	1	4	6	4	6	7	9	8	8	12	14	14	8	12	7	5	10	20	12	23	22	24	1	1	1	1	4	2	1	3	1	2	1	1	2	2	1	1	2	2	2	2	1	2	1	4	3	3
23000	-201.451003329973304	-208.306491280932676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429065157522308	-1	1	2	4	10	8	9	8	11	10	8	10	9	12	14	14	13	16	13	14	14	16	15	18	23	24	0	1	2	1	1	1	4	4	11	7	4	8	8	12	14	14	8	12	10	5	11	20	17	23	22	17	1	1	1	2	5	4	1	2	2	1	3	1	1	1	2	1	4	2	2	2	5	2	1	2	4	6
23500	-189.241547338296243	-196.097035289255615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601273112825740	-1	1	2	4	8	9	6	9	11	11	10	11	11	11	14	14	14	13	12	12	13	15	15	19	24	22	0	1	2	1	1	7	4	4	11	7	7	8	8	8	14	14	14	12	10	5	10	20	15	23	20	16	1	1	1	3	3	2	2	2	1	2	2	1	1	1	2	3	2	1	1	2	1	2	1	3	5	3
24000	-196.560152708539050	-203.415640659498422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.392833519237099	-1	0	2	6	8	9	8	9	11	11	7	10	13	12	14	13	13	16	13	13	16	15	15	19	21	23	0	1	2	2	4	4	11	4	4	7	1	8	14	11	12	12	8	14	7	4	11	20	4	23	20	23	1	1	1	4	1	2	1	2	2	2	4	1	1	2	2	2	3	2	2	3	4	1	5	2	4	3
24500	-213.579040210667415	-220.434528161626787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415416204630429	-1	1	2	5	7	10	8	9	11	11	9	10	12	12	12	13	13	15	14	13	15	16	15	20	24	24	0	1	2	1	2	4	4	4	11	6	4	8	4	4	12	14	14	12	10	5	10	20	20	23	20	14	1	1	1	3	4	2	2	1	2	1	2	1	3	3	1	1	1	3	2	5	2	1	1	1	5	9
25000	-195.011877632717926	-201.867365583677298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584696651201739	-1	2	3	6	10	9	8	8	11	12	10	10	13	11	15	15	12	13	13	14	15	16	16	19	22	22	0	1	1	2	4	2	4	4	11	7	6	8	14	8	13	18	14	14	10	5	6	20	4	23	20	15	1	1	1	2	2	3	1	1	1	2	1	1	1	2	2	1	1	1	1	2	3	1	4	2	4	2
25500	-201.013020423241898	-207.868508374201269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495864353857515	0	1	3	6	8	10	8	10	11	10	10	10	13	12	14	13	13	16	14	14	15	16	16	18	24	20	0	1	2	3	1	7	4	4	11	7	7	4	8	8	14	12	8	15	10	5	11	20	12	23	20	8	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	2	1	1	2	2	2	1	3	1	5	5
26000	-183.111257101595072	-189.966745052554444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472570297375238	-1	1	2	5	8	9	9	9	10	11	9	11	13	11	14	14	12	14	13	13	16	15	15	20	23	24	0	1	2	2	1	4	4	4	11	7	5	8	8	8	14	8	8	12	7	5	11	20	16	23	20	16	1	1	1	2	5	2	1	2	1	1	1	1	3	1	2	2	2	2	2	2	3	1	1	3	5	5
26500	-185.912782019723068	-192.768269970682439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614509426943286	-1	1	2	5	9	9	7	9	8	12	10	10	12	12	15	12	12	14	13	14	15	16	15	19	24	21	0	1	2	2	4	7	4	4	4	7	9	8	12	12	14	12	8	14	7	5	10	20	8	23	20	16	1	1	1	3	3	1	1	2	1	3	2	1	1	1	2	1	2	2	3	2	2	1	2	2	5	3
27000	-186.132681459493881	-192.988169410453253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603681871137517	-1	1	3	5	9	10	8	10	10	10	11	9	12	11	13	14	14	16	13	14	14	15	14	19	24	23	0	1	2	1	4	7	4	12	7	7	9	4	12	8	14	8	15	14	6	5	4	20	12	23	20	16	1	1	2	3	2	1	2	1	1	1	1	2	2	1	1	2	1	3	2	3	5	1	3	3	5	6
27500	-186.434444387454732	-193.289932338414104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638072550162981	0	2	3	6	8	10	8	8	10	12	10	11	12	12	14	15	14	16	10	14	16	16	16	19	24	22	0	1	2	2	4	7	4	4	4	7	4	8	8	4	14	14	13	12	7	5	11	20	14	23	20	14	1	1	1	3	1	1	1	1	2	2	2	2	2	3	1	1	1	2	1	3	2	1	3	1	4	5
28000	-200.537689222402236	-207.393177173361607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502887478741726	-1	0	3	6	9	9	7	8	11	11	10	8	10	11	14	14	13	15	13	13	14	16	15	20	25	22	0	1	2	1	4	7	4	4	11	7	4	4	4	8	12	13	14	14	10	5	10	20	15	23	22	12	1	1	1	2	2	1	1	1	1	2	2	1	2	2	3	2	1	2	1	3	1	2	1	2	5	8
28500	-187.057336260687521	-193.912824211646893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523687684077975	-1	1	2	5	8	10	9	8	10	12	11	11	11	11	15	14	14	15	13	14	15	14	15	18	23	22	0	1	2	1	1	7	5	4	4	7	9	8	8	8	14	14	4	12	10	5	9	5	8	23	20	16	1	1	1	3	6	1	1	1	3	2	1	2	2	2	2	2	4	2	1	3	3	3	3	2	5	4
29000	-206.184172441936482	-213.039660392895854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651912258503415	-1	1	2	5	9	9	7	8	10	9	9	10	11	11	14	14	13	15	13	14	13	15	15	19	23	23	0	1	2	1	4	7	4	4	11	7	7	8	8	12	14	14	13	12	10	5	6	20	15	23	22	17	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	2	2	3	2	1	1	1	4	5
