step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
24500	-621.423445612091541	-628.278933563050941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469495573998364	-1	2	5	9	9	12	13	12	15	14	16	17	14	17	16	16	17	16	18	18	17	19	19	18	19	20	18	19	17	19	20	21	20	23	23	25	24	25	24	26	27	28	25	28	27	29	28	27	30	30	31	30	32	32	31	33	30	34	32	34	34	37	35	33	35	36	37	37	39	38	39	38	36	35	39	41	40	42	41	43	42	43	43	42	44	42	46	44	43	43	44	49	45	45	48	49	48	0	1	2	2	0	0	8	4	10	6	10	15	6	7	10	7	10	7	16	15	16	29	9	10	11	25	10	12	9	15	15	20	11	15	12	30	31	35	32	23	34	35	34	12	43	43	38	25	46	42	39	42	36	49	45	23	46	42	42	52	51	53	47	44	61	60	61	58	73	40	60	62	64	41	68	70	68	75	66	57	72	61	84	68	73	77	82	84	84	68	89	81	80	80	76	91	93	1	1	2	4	1	1	1	2	1	1	2	1	2	3	1	2	1	2	1	1	1	1	2	1	2	1	3	1	1	1	3	2	1	4	4	2	2	1	2	2	2	2	1	5	1	2	2	5	1	1	3	2	2	1	2	6	1	3	3	2	1	2	2	2	1	1	1	2	2	6	3	1	2	4	2	2	2	2	2	8	1	3	1	3	3	1	1	1	1	3	1	4	1	1	2	2	2
25000	-606.601305236361554	-613.456793187320955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459986758721148	0	3	5	7	8	12	12	13	16	15	16	17	16	18	15	16	17	19	19	18	18	18	18	20	19	18	17	17	18	19	20	21	21	24	19	24	22	24	26	25	27	27	26	26	26	29	28	29	29	30	29	30	32	31	31	34	32	35	33	35	34	37	36	35	34	36	37	38	37	36	39	38	38	36	39	42	40	43	41	42	43	43	42	43	45	44	45	43	43	42	45	47	44	47	49	46	48	0	1	2	2	0	0	3	5	6	6	6	16	7	12	8	6	6	21	13	11	17	16	16	23	14	9	15	9	27	16	29	11	22	10	9	30	31	11	32	13	35	26	34	36	25	43	34	36	34	35	47	48	21	48	45	43	52	53	52	47	55	55	41	57	46	60	46	70	65	42	69	62	66	53	74	79	62	75	77	63	20	69	77	68	77	58	79	58	79	65	81	47	56	91	91	86	93	1	2	1	1	1	1	3	2	2	1	2	1	2	1	1	3	3	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	2	4	2	2	1	4	2	3	4	4	1	2	3	1	2	2	1	5	1	1	6	1	2	4	1	3	1	5	1	3	3	2	2	1	4	1	2	5	1	1	1	2	1	1	2	3	1	2	11	4	1	2	2	5	2	2	1	2	1	8	4	1	2	1	4
25500	-584.194450024849061	-591.049937975808461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465100509099469	-1	1	3	9	9	12	13	12	16	15	16	15	16	16	17	18	14	19	16	18	18	19	19	18	19	18	17	18	19	20	19	20	21	24	23	25	23	23	24	25	24	28	25	27	28	26	28	29	29	30	30	30	31	32	31	33	32	34	32	35	35	38	34	34	36	36	38	38	38	37	38	37	36	37	39	39	40	42	41	42	44	41	42	43	44	43	45	45	44	43	44	48	45	46	47	47	47	0	1	1	3	0	0	5	2	6	6	10	6	6	8	9	9	6	27	6	19	19	11	21	13	14	13	10	17	13	18	26	20	11	9	14	33	31	33	26	18	10	25	24	41	40	28	34	42	34	35	48	45	50	47	40	46	52	40	21	52	59	52	35	48	56	60	70	70	42	41	65	58	55	53	74	62	70	68	66	70	90	76	69	75	82	58	84	91	77	59	68	41	89	91	94	75	81	1	1	1	3	1	1	2	4	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	3	2	1	1	1	2	4	4	2	3	1	3	4	4	4	2	2	1	3	1	1	2	4	1	1	1	2	2	4	1	4	6	2	2	4	5	2	1	1	1	1	5	5	1	1	2	2	1	1	2	2	3	3	1	1	1	3	1	5	1	1	2	4	3	16	1	1	1	5	1
26000	-618.565795956402781	-625.421283907362181	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443303068805068	0	3	5	9	10	12	14	12	16	14	15	18	15	17	16	17	17	18	18	19	17	20	19	19	19	17	19	18	19	19	19	22	20	23	21	24	23	23	24	25	26	27	27	27	28	27	28	28	30	31	30	31	31	31	31	33	33	34	33	35	33	38	36	36	35	37	38	36	37	36	39	38	37	37	38	41	40	42	41	42	44	43	40	42	45	43	45	45	44	43	43	45	46	47	48	47	48	0	1	2	3	0	0	8	5	10	6	6	14	8	15	6	9	9	17	10	12	13	29	7	14	14	15	19	26	13	26	9	27	11	11	25	22	28	30	32	38	37	28	28	40	39	13	40	24	43	38	44	43	35	46	46	35	15	48	54	59	38	73	44	45	59	60	65	56	59	50	60	68	59	50	57	62	74	75	72	70	73	34	75	74	86	83	91	72	84	83	68	33	50	91	94	72	81	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	4	1	3	2	1	1	1	2	4	4	1	2	6	1	4	2	4	2	2	5	2	3	5	7	3	1	1	5	1	5	4	1	1	1	1	2	3	2	1	2	4	2	1	1	2	1	3	5	7	1	1	1	2	1	4	1	1	2	14	7	2	1	5	2
26500	-550.724055958628128	-557.579543909587528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495355066409988	0	2	4	6	10	13	12	12	15	14	16	16	16	18	16	18	17	19	18	18	16	18	19	20	19	20	18	18	17	19	20	21	20	23	22	24	24	24	26	26	27	27	26	27	26	29	28	28	29	29	28	30	32	32	31	33	33	34	32	35	35	36	36	35	35	37	36	36	37	37	38	38	37	37	39	41	40	41	41	42	44	43	43	43	44	43	45	44	41	43	45	48	45	45	47	47	47	0	1	2	3	0	0	5	5	7	6	10	6	7	12	6	29	10	7	29	17	5	11	9	14	14	19	21	21	10	29	17	20	22	17	12	30	29	18	12	36	38	35	38	40	17	43	45	40	38	45	45	43	45	44	49	50	50	53	49	57	57	49	42	32	44	60	51	58	54	58	57	64	62	53	70	75	75	75	70	69	86	46	65	68	73	78	84	80	75	68	84	52	84	72	94	93	90	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	3	1	1	3	2	2	1	1	1	1	1	2	1	2	2	1	3	4	2	4	2	5	2	2	3	1	1	3	2	1	1	2	2	1	2	2	3	2	2	2	1	2	1	1	3	5	6	3	1	4	1	2	1	2	1	1	3	1	1	1	1	1	3	1	7	3	3	2	1	1	1	1	3	2	11	1	2	1	1	2
27000	-518.614665146299785	-525.470153097259185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589812554277461	-1	2	4	8	9	13	12	12	16	15	15	17	15	18	17	17	17	19	18	19	16	20	19	19	20	19	18	18	17	19	21	21	19	24	23	25	25	24	23	25	27	28	26	27	28	29	26	29	29	30	30	31	31	32	29	33	31	34	34	34	34	38	35	36	36	36	35	37	37	37	38	37	38	38	39	41	40	43	41	42	44	41	42	43	45	43	46	45	43	42	44	48	45	46	47	49	45	0	1	1	3	0	0	4	5	10	6	6	21	7	12	10	10	6	11	6	11	6	17	10	10	18	21	10	21	11	29	21	26	29	11	20	30	31	23	20	28	25	35	34	37	32	17	24	44	43	42	40	49	20	55	43	57	55	53	45	52	52	65	58	58	59	52	50	53	58	63	63	63	70	64	70	69	75	71	67	68	62	59	77	59	84	70	79	84	73	68	80	53	90	91	94	72	90	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	2	1	2	1	1	1	1	2	1	1	4	3	2	1	3	2	4	3	2	1	1	3	3	2	1	2	1	1	1	7	2	1	1	1	2	3	1	2	1	1	1	1	2	3	3	2	1	1	1	1	1	1	2	1	1	3	3	2	3	1	2	1	2	2	1	3	2	1	7	1	1	1	5	1
27500	-586.894427180829666	-593.749915131789066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524963203197587	0	2	4	8	9	12	13	12	15	14	15	14	17	17	17	17	17	18	18	18	17	19	20	19	19	19	18	18	19	20	20	22	20	23	22	24	23	23	23	25	25	27	26	28	25	30	28	28	28	31	29	30	30	33	31	34	31	33	34	35	32	36	35	35	34	36	37	37	38	37	39	39	37	38	40	41	41	42	42	43	44	40	42	44	43	42	45	43	42	44	45	46	45	47	48	48	47	0	1	1	3	0	0	8	4	6	6	6	6	12	12	10	11	11	16	11	12	8	28	17	15	14	10	17	17	17	21	19	26	22	16	27	30	31	27	15	29	35	35	34	42	6	49	34	32	43	42	26	42	33	55	43	38	44	44	43	56	41	57	50	56	55	60	59	50	66	58	73	65	60	70	74	71	66	75	76	50	78	56	82	63	82	70	85	76	76	65	80	62	84	80	94	78	80	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	3	1	1	2	1	1	2	1	2	2	2	1	2	3	3	1	2	2	1	5	1	1	4	1	2	4	1	5	1	2	5	2	3	4	1	3	2	2	1	1	1	1	3	1	3	1	2	1	1	1	1	2	1	1	5	1	4	1	4	2	2	2	1	1	5	1	8	1	2	1	2	3
28000	-494.975683205563485	-501.831171156522885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599866307482226	-1	3	4	6	10	13	14	12	16	14	15	15	16	17	16	17	18	17	17	19	17	19	19	18	20	19	18	18	18	19	20	20	20	24	22	24	24	24	25	25	27	28	27	27	29	29	28	29	29	30	28	31	32	32	31	33	31	34	33	34	34	37	35	35	35	36	37	36	39	36	38	38	38	37	40	40	40	42	41	42	44	41	42	43	44	42	46	42	43	42	44	46	44	45	48	47	47	0	1	2	3	0	0	8	5	7	6	6	10	10	12	6	6	15	9	13	12	15	29	18	16	16	14	13	19	13	11	13	15	28	31	25	33	26	24	32	14	32	12	34	24	40	43	36	42	43	40	39	47	42	55	45	54	46	59	41	56	59	65	58	61	61	60	48	58	70	63	64	48	62	70	70	73	66	75	69	68	78	57	75	79	80	59	75	53	76	75	90	82	83	91	91	91	87	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	2	1	2	1	2	2	4	2	4	3	6	2	5	2	1	2	1	1	2	1	2	2	1	1	1	1	1	3	1	1	2	1	1	1	1	5	1	1	1	2	5	1	1	2	1	2	1	1	4	1	5	1	1	1	3	2	4	1	2	1	2	1	1	1	1	1
28500	-541.617887748800058	-548.473375699759458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599633211587855	-1	0	4	7	9	12	14	13	17	15	15	17	16	16	17	15	17	19	17	19	18	20	20	18	17	20	18	18	19	19	19	21	20	24	23	24	25	25	24	26	23	27	26	26	29	29	28	28	29	30	30	30	31	32	32	34	32	35	30	34	34	38	35	35	36	35	37	37	39	37	38	39	37	36	39	41	39	40	40	42	44	43	41	41	44	43	46	43	42	44	44	48	45	46	48	48	47	0	1	2	3	0	0	6	6	16	6	7	14	7	7	11	8	11	14	7	14	9	19	28	11	13	7	9	12	17	7	15	27	29	31	17	30	28	35	41	39	32	35	34	34	41	43	43	43	43	27	26	47	46	43	49	49	59	45	49	49	57	55	50	55	56	60	48	58	56	38	67	70	63	58	68	68	73	70	70	69	76	65	59	58	78	89	85	76	72	80	80	65	84	80	91	94	93	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	4	1	1	1	2	1	1	1	4	3	4	3	1	1	1	1	1	1	1	2	1	1	1	1	6	7	1	1	3	1	2	1	3	1	2	1	3	3	1	1	1	3	1	2	5	1	1	1	1	1	2	1	1	2	2	2	6	4	4	2	1	1	1	2	1	1	5	2	2	2	1	1
29000	-552.742866042063952	-559.598353993023352	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605621643740336	-1	3	5	8	8	10	13	13	17	12	14	18	16	16	16	17	17	18	18	15	17	20	20	19	17	19	19	19	18	19	20	21	20	23	23	24	24	23	26	24	26	27	25	28	26	30	28	27	30	29	29	30	31	32	30	32	31	34	32	34	35	37	36	35	35	36	37	37	38	35	37	37	37	37	40	41	40	41	42	42	42	40	43	43	44	42	44	44	43	41	43	48	45	47	48	47	48	0	1	2	3	0	0	10	10	14	6	8	14	11	11	11	11	8	13	13	7	11	15	26	9	14	13	18	20	21	15	15	12	29	19	27	34	31	30	21	29	40	32	34	45	34	43	41	35	43	42	39	43	39	55	44	52	51	50	50	49	54	48	58	53	51	60	58	70	71	42	56	65	66	70	67	75	72	67	82	73	75	61	81	68	80	68	86	80	78	70	80	52	84	85	80	89	93	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	2	4	3	1	2	1	1	1	3	1	2	4	1	1	3	2	1	1	1	1	2	2	2	1	4	1	1	4	1	1	2	1	3	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1	3	1	1	1	3	1	10	1	3	3	2	1
29500	-624.157987260271625	-631.013475211231025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489692019487755	-2	2	5	9	7	13	11	12	17	15	16	18	16	16	14	16	17	17	18	17	15	19	19	19	20	18	19	19	17	19	20	21	20	23	23	24	25	24	25	25	26	26	26	27	28	29	28	28	29	31	31	30	31	32	30	33	30	35	33	35	35	37	35	35	35	37	37	37	38	37	38	38	37	37	40	41	41	43	42	42	44	41	42	43	42	43	44	44	43	44	45	46	44	46	49	46	48	0	1	2	3	0	0	4	5	10	6	6	14	10	6	4	10	6	15	14	16	8	29	19	17	11	9	18	18	6	10	26	27	22	10	16	30	34	33	27	38	25	25	27	30	43	43	10	42	44	52	41	38	46	45	43	52	14	42	45	43	33	43	50	56	47	60	65	44	58	64	60	67	63	63	50	72	64	72	72	67	68	49	59	85	75	75	66	80	83	84	69	62	79	91	94	85	93	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	4	3	2	1	2	3	1	3	2	3	4	1	1	6	1	2	1	4	3	1	1	2	2	6	5	3	3	7	7	2	1	3	1	1	5	2	1	2	1	1	1	4	2	3	2	1	2	3	6	5	1	1	1	2	1	1	1	2	5	1	1	2	2	2
30000	-566.209106989937709	-573.064594940897109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366065729198056	-2	2	5	9	9	12	14	12	16	14	16	17	15	15	16	17	17	19	19	18	16	20	20	18	18	20	17	18	19	18	20	20	20	24	23	25	25	24	26	24	25	28	26	27	28	29	28	27	30	30	29	30	31	33	31	34	31	35	33	33	33	37	35	36	35	35	38	36	39	37	38	37	38	37	39	41	41	42	41	39	44	43	42	43	43	40	46	44	43	43	44	48	45	46	48	47	47	0	1	2	3	0	0	4	1	13	6	6	14	10	10	10	9	10	21	11	12	10	30	28	17	15	11	15	16	10	11	19	28	29	21	14	23	31	29	20	31	35	35	19	43	22	34	43	38	43	42	39	42	47	53	46	60	35	42	49	9	57	55	29	63	46	61	53	50	74	58	49	65	63	56	63	50	75	86	80	68	78	60	62	45	79	63	83	80	68	67	84	46	76	85	94	93	93	1	2	2	2	1	1	3	6	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	4	2	1	1	1	4	3	2	3	2	5	1	1	3	3	1	3	3	1	2	2	2	2	1	1	1	1	1	4	4	2	11	1	2	6	1	3	1	3	3	1	1	4	1	1	2	3	5	1	1	1	2	1	5	2	8	1	3	2	2	4	2	1	8	2	2	1	1	1
30500	-569.085170493812484	-575.940658444771884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429490254165833	-1	2	3	8	9	12	14	12	16	15	15	18	16	16	16	17	17	18	19	18	18	18	19	20	18	20	18	18	18	20	21	22	21	23	23	24	24	24	25	24	25	26	26	27	28	28	28	28	30	28	31	30	32	32	30	33	33	33	33	35	35	36	35	35	35	36	37	36	37	36	39	39	37	38	39	39	39	40	41	42	44	43	43	42	44	43	45	44	44	44	44	48	46	46	49	48	47	0	1	2	3	0	0	6	4	7	7	6	14	11	7	8	7	6	9	10	14	14	11	17	17	14	18	16	9	9	22	23	12	10	11	12	30	31	28	33	30	33	35	34	37	42	18	37	41	45	35	39	48	51	55	40	44	54	27	43	47	50	55	42	56	44	56	65	50	64	64	74	52	43	68	70	69	54	74	72	61	79	46	77	78	78	72	72	80	84	84	80	38	72	91	91	77	81	1	1	1	2	1	1	1	2	1	1	2	1	1	1	3	1	3	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	3	3	2	2	2	2	2	2	2	1	2	1	1	5	2	2	1	2	3	1	1	1	3	3	1	7	3	4	3	4	3	1	3	2	1	5	1	1	1	5	4	2	2	2	4	1	1	4	1	9	3	1	3	2	3	1	1	1	1	11	4	1	2	5	1
31000	-579.028470781357214	-585.883958732316614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474949879808918	-2	2	5	8	9	12	14	12	14	13	15	18	16	16	15	14	15	19	18	18	17	18	19	19	20	20	18	17	17	19	21	21	20	23	22	24	24	24	25	26	25	27	26	28	28	29	28	28	29	30	29	30	31	31	31	34	32	33	33	33	33	37	35	35	35	35	38	37	38	37	36	36	38	38	39	41	40	41	39	42	43	43	42	43	44	44	45	44	43	43	44	49	46	46	48	48	47	0	1	2	3	0	0	6	4	10	6	6	14	10	10	8	6	6	7	17	28	15	6	13	7	14	19	9	9	6	29	23	11	16	11	12	29	26	31	32	38	31	35	34	36	43	43	21	34	43	42	39	35	40	46	43	60	45	57	43	57	51	57	42	57	59	60	64	18	63	65	58	42	68	72	70	59	69	75	67	71	83	59	66	78	64	77	61	80	56	80	80	64	83	77	80	87	68	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	4	1	1	2	4	1	2	1	1	2	1	2	1	1	4	3	4	3	5	2	1	2	1	2	3	1	2	1	2	4	2	3	1	2	5	3	2	1	1	2	1	4	1	1	2	3	2	1	1	2	8	2	1	1	4	1	1	1	4	1	2	1	2	1	5	3	1	4	2	5	1	4	1	1	7	2	4	3	1	4
31500	-528.450879016315525	-535.306366967274926	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531101244095042	0	2	4	8	9	12	13	11	17	14	15	17	17	15	16	17	17	18	18	19	17	20	19	18	19	19	19	18	18	20	20	22	21	24	22	24	25	24	24	26	25	27	25	27	28	29	27	28	28	31	30	30	31	33	30	33	32	32	33	34	34	37	35	35	36	35	38	37	37	37	36	38	36	37	39	40	41	42	41	41	44	42	41	44	44	43	44	44	43	42	43	48	45	47	48	47	44	0	1	2	3	0	0	8	5	6	6	10	14	15	6	10	11	6	10	6	21	14	29	19	14	14	29	15	21	15	29	26	20	29	32	25	15	31	25	32	38	21	24	38	41	37	43	34	47	40	45	44	41	44	55	49	57	48	41	50	57	35	56	52	46	50	56	54	44	35	58	57	53	66	63	58	70	63	70	61	72	89	67	71	86	78	70	91	90	75	70	75	46	75	80	94	85	68	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	3	3	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	4	4	2	2	1	4	5	1	1	1	2	1	1	1	1	2	2	2	2	1	1	3	2	1	1	6	2	4	3	3	1	3	4	8	2	2	2	1	1	4	2	2	3	4	2	1	3	2	1	1	3	1	1	2	3	3	7	3	4	1	1	4
32000	-679.993605453886858	-686.849093404846258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432877491313732	-1	1	5	8	7	13	14	12	17	14	16	17	16	16	16	18	17	19	17	18	16	20	20	19	19	19	18	19	18	19	18	21	21	23	22	24	24	24	23	25	25	25	25	27	28	30	27	29	29	28	30	31	31	32	31	33	32	35	32	34	34	37	35	36	35	36	37	36	38	37	39	38	37	38	39	40	39	42	41	43	44	42	42	43	44	44	46	44	44	43	44	47	46	46	48	48	46	0	1	2	3	0	0	5	2	13	6	10	14	4	10	10	15	6	7	15	15	7	29	27	10	9	13	7	20	11	29	11	28	15	17	25	33	26	14	9	35	36	27	34	16	24	40	41	40	24	9	50	49	49	55	46	47	39	23	34	46	44	64	46	54	61	46	58	50	43	23	64	58	57	58	74	72	58	63	71	42	90	65	56	78	58	61	61	69	70	78	79	69	86	91	91	84	70	1	2	2	2	1	1	4	5	1	1	1	1	4	1	1	1	2	3	1	1	1	1	1	4	1	1	2	1	2	1	1	1	2	2	2	2	2	4	3	2	1	3	1	5	4	4	1	2	5	6	2	1	1	1	1	2	4	9	2	3	3	1	3	2	1	3	1	4	7	9	1	1	3	2	1	1	2	4	1	11	1	4	4	1	4	5	6	3	2	1	1	5	1	1	2	2	5
32500	-603.532056055357884	-610.387544006317285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573170180697417	-1	3	4	8	9	11	11	12	17	14	16	15	15	17	16	16	17	18	19	19	17	17	19	20	18	19	19	18	18	19	20	21	20	22	22	24	21	23	25	26	26	27	26	27	28	29	29	26	28	27	28	31	32	33	32	33	32	35	33	34	35	37	35	36	35	37	38	38	39	35	39	38	37	36	39	41	41	42	41	42	44	42	42	42	45	41	45	43	43	41	45	49	46	47	48	47	46	0	1	1	3	0	0	5	4	15	6	6	6	5	12	8	10	10	15	15	14	16	16	25	19	12	18	9	21	21	17	11	14	23	19	25	30	18	28	38	27	37	21	34	41	21	49	32	36	43	32	38	46	47	55	49	52	40	53	51	55	54	61	42	61	59	55	58	56	67	45	65	45	56	53	74	73	69	75	66	63	76	73	71	90	71	68	64	84	86	75	68	54	78	91	91	97	67	1	1	2	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	3	2	4	2	1	5	1	4	1	2	3	3	1	1	1	3	1	4	3	2	1	1	1	5	1	1	2	1	3	1	4	2	4	2	1	2	2	1	2	2	3	1	2	1	1	3	2	4	1	1	1	3	10	2	1	1	1	4
33000	-610.555709848522042	-617.411197799481442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494109964991292	-1	2	4	9	10	13	13	12	16	15	15	18	15	17	16	17	18	18	19	19	17	18	19	17	19	19	19	18	16	20	21	21	20	23	23	22	25	23	24	25	27	27	25	27	28	28	27	29	29	30	29	31	32	32	30	33	32	34	33	33	33	36	35	35	35	36	37	35	38	38	38	39	37	36	39	40	40	41	39	42	44	42	42	43	44	43	45	43	43	43	45	46	46	44	48	47	45	0	1	2	3	0	0	8	4	5	6	6	14	8	10	13	11	21	15	11	14	29	29	16	5	14	9	18	6	6	22	22	20	22	10	28	30	31	32	23	34	9	35	18	32	39	20	37	41	46	25	40	46	52	55	46	50	45	50	45	40	53	55	42	49	59	43	63	42	35	61	60	74	66	61	63	52	73	63	56	68	80	66	77	80	75	50	86	76	82	56	81	40	85	80	91	81	52	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	2	2	1	2	1	1	3	3	1	2	1	3	2	5	3	2	3	2	4	1	1	1	6	2	1	1	1	1	1	2	2	2	3	1	3	2	3	1	6	1	4	7	3	2	1	1	1	2	5	1	4	2	4	1	3	1	1	2	5	1	2	1	3	1	7	1	1	2	2	4
