step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
24500	-621.944041878614030	-620.414685964510340	-1.529355914103660	0.000144689846985	0.000039900740883	0.275767385993375	0.277336424219474	1	5	7	8	11	12	10	10	13	12	15	15	13	17	17	16	17	18	19	20	19	20	20	21	21	21	22	24	24	23	22	22	24	22	25	26	24	24	24	24	24	25	26	23	26	27	26	26	27	25	27	26	29	27	26	26	26	27	25	27	27	28	26	29	29	29	28	29	29	30	29	30	30	30	31	30	31	31	32	35	31	32	33	31	32	33	34	34	35	33	37	35	36	35	34	36	36	36	39	42	41	43	44	0	1	1	2	3	3	4	3	2	4	13	9	7	12	11	2	3	13	16	3	16	8	11	10	2	21	5	3	3	25	11	3	17	9	8	50	3	9	26	18	19	13	37	34	8	56	32	34	63	34	59	33	56	24	44	44	22	41	44	30	33	35	35	50	41	31	8	47	23	44	52	50	40	49	59	50	35	51	76	28	27	47	79	37	29	2	70	72	90	70	70	2	62	10	59	88	49	77	51	90	47	88	47	1	2	2	1	2	2	1	1	4	2	1	1	1	1	1	6	5	3	1	6	1	4	3	5	5	1	5	9	7	1	4	7	3	4	6	1	9	6	2	3	3	5	1	1	6	1	2	3	1	2	1	2	2	4	2	1	4	2	1	2	2	2	1	2	3	3	7	1	4	5	2	3	2	2	3	2	3	3	1	4	3	2	1	4	5	16	2	3	1	1	3	17	3	13	4	1	3	2	5	4	8	3	9
25000	-586.776313814300124	-585.181548871262748	-1.594764943037348	0.000124291169535	0.000030117851698	0.242316906426393	0.240548470134943	0	5	7	9	10	12	11	10	12	12	14	15	14	16	17	16	16	18	20	20	20	21	22	20	21	21	23	23	23	23	22	22	23	23	25	26	24	25	24	24	24	25	25	24	24	26	26	27	26	27	26	26	28	27	24	27	25	28	27	28	28	27	28	29	28	28	29	30	28	28	30	30	29	29	31	32	31	32	31	35	31	33	32	30	33	34	31	34	34	34	37	33	35	35	36	36	35	38	40	43	42	43	45	0	1	1	2	4	8	8	1	4	8	6	7	8	4	8	4	10	8	8	8	15	18	8	3	2	4	26	15	8	14	2	11	14	18	1	33	11	40	11	21	23	6	31	11	18	26	45	14	29	28	10	11	44	29	8	8	1	21	21	34	33	43	27	58	8	36	14	28	34	15	12	59	36	65	67	47	22	33	47	28	48	39	45	44	87	6	54	87	46	37	53	2	73	15	51	78	78	71	40	83	88	61	51	1	2	4	2	1	2	1	5	3	2	1	2	2	3	4	4	1	4	5	5	1	3	5	8	9	5	1	3	5	5	11	4	4	3	11	1	4	1	4	3	1	6	2	3	2	3	1	5	2	2	7	6	3	1	4	10	10	5	6	3	3	1	2	1	7	1	6	3	1	5	7	2	2	1	2	4	6	4	2	4	2	5	5	2	1	12	2	2	5	5	3	15	3	10	4	2	2	4	9	4	3	8	9
25500	-668.651130003422168	-667.091224827968176	-1.559905175453947	0.000149395683958	0.000038681562313	0.258920213005770	0.268639255145736	0	3	8	8	11	10	12	11	12	13	16	14	14	15	18	16	17	18	19	19	20	20	23	21	21	21	23	24	23	22	20	22	23	23	23	26	23	25	25	23	22	24	26	24	27	27	26	27	26	26	27	26	28	26	28	27	26	27	26	27	26	27	28	30	27	28	28	29	29	30	29	28	28	29	29	31	30	32	32	33	31	33	33	31	32	32	33	34	33	35	37	33	32	36	35	37	36	36	38	43	41	44	45	0	1	1	1	1	2	4	3	3	6	13	3	1	5	7	6	10	17	10	11	16	2	10	15	6	11	12	19	1	22	7	15	18	18	8	39	8	27	26	7	19	3	28	6	33	47	26	30	24	15	38	19	62	25	42	7	8	10	15	19	28	26	47	50	3	59	3	25	8	36	66	40	35	61	14	37	12	61	45	73	75	7	74	15	34	3	68	79	51	50	54	7	77	3	50	81	63	78	86	48	65	99	49	1	1	3	4	5	3	2	1	1	2	1	3	6	2	3	3	3	1	4	2	1	7	5	2	7	3	3	1	10	2	3	2	3	2	5	1	5	1	3	5	2	8	1	8	3	1	3	2	3	4	1	2	1	2	3	7	7	7	6	3	1	3	1	2	10	1	12	4	7	1	1	3	3	2	8	4	8	3	2	2	1	7	2	7	5	13	2	1	3	5	6	9	1	13	3	4	5	3	4	7	7	4	9
26000	-567.507117312935520	-566.096271564060203	-1.410845748875303	0.000220442731555	0.000084588576113	0.383721320800971	0.334524355316114	0	4	8	9	10	12	11	9	12	12	16	16	13	16	17	15	18	19	19	20	19	18	23	20	20	21	23	22	23	22	22	21	21	24	25	26	24	24	24	24	24	24	24	24	27	26	26	26	26	27	26	27	28	26	26	26	26	28	27	28	27	27	28	29	28	28	29	29	28	30	30	29	29	28	28	31	32	32	31	35	32	33	34	30	32	32	32	35	35	34	38	34	35	35	37	36	34	37	40	42	42	44	42	0	1	2	3	8	8	2	1	7	7	2	3	7	13	16	6	11	14	11	7	6	10	7	6	7	25	18	2	32	32	19	11	11	31	11	37	10	27	26	7	7	11	14	7	11	42	42	40	26	44	26	33	33	25	21	3	11	11	21	33	51	34	54	40	41	45	11	56	33	53	58	54	17	33	54	23	48	42	66	76	74	11	69	48	75	11	33	46	77	43	93	21	81	6	70	49	64	70	96	95	53	94	50	1	2	3	1	1	1	3	4	1	1	6	3	1	1	1	1	1	1	1	5	3	5	6	3	4	1	3	8	1	1	1	1	2	1	4	2	6	1	2	4	4	3	3	7	5	1	1	1	2	2	3	3	4	4	4	8	6	6	3	4	1	1	1	2	2	1	7	1	5	1	1	2	5	4	1	4	3	4	2	1	4	9	3	2	2	9	5	5	1	4	2	6	1	12	3	4	2	3	3	2	6	5	7
26500	-614.754767660358880	-613.305061993456093	-1.449705666902833	0.000116883016290	0.000039317616573	0.336384342406815	0.312604195235161	1	5	7	8	9	11	11	11	12	10	15	15	13	16	18	16	17	18	19	19	19	20	22	20	22	21	23	23	24	21	23	22	23	24	23	26	23	24	24	21	24	25	25	24	25	25	26	26	27	25	26	27	28	27	27	26	26	28	25	29	27	28	29	28	29	28	27	26	30	31	30	30	29	30	29	31	31	31	31	34	32	34	33	29	29	33	33	34	34	34	37	34	34	36	36	36	34	37	39	41	42	42	45	0	1	2	2	1	2	1	2	4	2	4	7	2	11	7	7	11	16	14	10	16	13	15	7	9	5	17	11	11	18	10	11	23	16	14	45	20	25	26	14	22	37	31	14	5	20	30	16	42	33	39	8	47	21	39	2	16	8	3	52	16	50	39	47	20	28	15	24	48	40	55	42	49	43	39	51	56	15	73	23	26	8	81	44	36	78	78	54	53	83	82	87	85	78	51	87	69	94	80	99	67	96	82	1	3	1	1	4	2	5	3	2	2	4	2	3	1	4	3	1	1	1	3	1	4	2	4	4	5	3	3	6	2	6	5	1	4	3	1	3	1	1	2	2	1	1	2	6	3	4	5	1	1	1	6	1	4	2	8	6	10	10	1	5	2	1	1	4	2	3	2	2	5	1	2	1	4	2	2	2	6	1	7	8	13	1	2	2	1	1	4	3	1	2	1	4	3	5	2	2	1	2	1	6	4	4
27000	-586.592539818906175	-584.847460187282650	-1.745079631623528	0.000133617331468	0.000025449136919	0.190462843703335	0.321323827608131	1	4	6	7	10	12	11	11	13	13	14	13	13	15	18	17	17	17	18	20	20	20	22	19	21	22	23	25	22	22	22	22	23	24	24	26	25	23	23	24	24	26	25	24	27	26	26	27	24	25	25	27	28	27	27	26	26	28	28	28	26	28	27	30	29	28	28	29	29	30	31	27	29	31	31	31	32	30	30	34	31	34	33	30	32	32	34	34	34	35	37	34	36	34	36	36	36	36	39	42	42	41	45	0	1	2	3	3	8	3	2	7	7	6	3	8	6	14	10	8	11	16	7	15	8	20	14	3	18	16	7	7	18	8	3	7	30	10	34	10	17	17	21	2	8	38	8	35	34	40	28	21	20	39	21	46	38	44	1	35	24	8	8	50	49	18	41	49	55	35	31	49	8	27	27	52	45	51	42	53	47	34	73	55	3	48	49	59	79	62	76	83	80	51	42	76	79	27	83	80	76	95	85	72	16	92	1	1	1	1	2	1	3	4	1	1	1	4	1	2	1	1	2	2	1	3	1	3	1	2	5	3	2	7	5	2	6	7	5	1	5	1	6	4	3	2	7	7	1	3	1	1	1	1	1	3	1	4	1	4	1	13	1	6	9	7	1	3	4	4	2	1	2	3	4	9	4	2	1	2	3	2	3	2	3	2	3	17	3	4	1	1	4	1	1	1	6	3	2	2	12	2	1	3	2	4	8	14	6
27500	-616.182438500049557	-614.607701391154251	-1.574737108895277	0.000121573571811	0.000030582554603	0.251555943841978	0.287786092530510	1	3	7	8	8	11	10	10	12	13	15	16	14	16	18	16	18	18	18	20	19	21	23	19	22	21	21	25	24	22	21	23	24	23	24	26	24	24	24	23	25	25	26	25	25	26	25	26	26	27	25	28	29	25	28	26	26	28	27	29	27	28	29	29	30	28	28	30	30	31	30	29	28	30	30	31	31	32	31	34	31	33	33	32	32	33	31	34	35	35	37	34	36	35	34	37	33	36	39	42	43	42	44	0	1	1	3	3	1	3	5	7	2	8	2	10	13	7	6	16	9	5	3	19	3	18	10	6	15	8	3	10	26	10	15	3	31	3	23	21	7	30	21	10	3	47	40	34	39	5	41	35	37	32	24	41	18	20	1	15	3	15	3	47	61	28	66	45	20	30	36	35	43	35	51	24	46	49	51	74	63	34	67	3	1	36	59	65	10	68	81	84	55	24	74	77	60	81	61	63	53	98	62	92	55	75	1	1	2	1	1	4	2	2	1	4	3	7	1	2	4	3	1	2	3	8	1	7	3	3	6	1	5	9	5	1	4	3	8	1	8	3	3	7	1	2	6	8	1	1	1	1	9	1	2	2	2	5	2	3	4	13	5	10	4	11	1	1	2	1	3	4	4	1	2	2	2	2	4	2	3	4	1	2	4	3	7	14	4	3	1	8	1	1	1	4	8	1	2	2	2	5	2	4	2	6	4	6	7
28000	-598.110985926329249	-596.742390507467348	-1.368595418861875	0.000121787075415	0.000059383515381	0.487601128265025	0.316076381665233	0	5	7	9	11	11	12	11	13	11	16	14	14	17	17	15	18	19	19	20	19	21	23	21	21	22	24	24	24	22	23	22	23	23	24	24	25	24	25	23	21	25	26	24	27	26	27	25	26	26	25	28	29	27	27	27	25	28	26	28	27	27	28	27	30	29	28	29	29	30	30	29	29	31	29	32	32	30	30	34	31	33	34	32	31	34	34	34	32	34	36	35	34	35	35	36	36	37	39	42	43	41	45	0	1	2	3	4	2	8	2	2	4	12	8	6	9	3	6	15	8	8	13	13	1	3	19	2	41	41	2	32	16	6	15	3	30	24	26	19	20	21	3	21	15	4	15	43	6	33	38	23	35	34	43	46	7	46	1	19	45	38	1	31	24	27	48	58	63	43	30	35	59	37	43	47	78	51	25	70	69	63	89	44	1	43	43	64	62	44	63	73	79	43	61	36	19	59	54	70	90	95	81	92	96	92	1	3	1	1	1	3	1	3	3	1	2	1	2	2	6	2	1	3	5	2	3	9	7	1	7	1	1	9	2	3	5	2	7	1	1	2	3	2	2	8	1	4	10	4	1	7	2	1	2	2	1	2	1	7	1	11	3	1	1	14	2	2	2	1	1	1	1	3	3	2	3	1	1	1	2	5	1	1	1	1	5	14	4	4	2	4	4	3	2	2	6	6	5	8	5	4	3	2	2	4	5	2	5
28500	-603.808440673749942	-602.329884732557957	-1.478555941192003	0.000137741844875	0.000042791706485	0.310665989144315	0.300394094716347	0	4	7	8	10	12	12	10	12	12	16	15	14	15	17	16	18	18	19	21	18	20	22	21	18	22	24	24	23	22	22	21	23	23	25	26	24	23	24	25	24	25	26	24	25	26	26	26	26	26	26	28	29	27	27	23	26	28	28	28	27	27	28	28	29	28	28	30	28	30	31	30	29	27	30	30	32	30	30	33	31	33	33	30	32	33	34	33	34	35	37	34	35	36	36	36	36	37	40	43	43	43	43	0	1	2	2	3	5	5	4	3	3	12	3	3	9	6	3	9	3	14	19	7	1	3	17	9	20	31	25	16	32	15	25	13	20	13	40	18	20	30	22	19	17	3	23	2	56	29	39	11	23	44	10	28	8	40	23	24	43	56	3	56	40	43	57	20	30	38	61	43	62	22	67	44	29	55	36	61	60	73	71	55	3	38	59	65	53	67	68	79	75	28	67	82	43	55	90	92	70	28	79	79	98	91	1	3	2	2	1	2	1	1	2	2	1	3	3	1	3	5	3	5	1	1	3	10	9	2	2	1	1	4	3	1	3	1	5	1	7	1	3	1	1	3	2	4	12	2	9	2	1	1	6	1	1	8	3	8	1	1	4	2	3	9	2	1	1	1	4	2	3	1	1	1	6	1	2	2	2	2	2	1	1	1	4	14	6	1	2	2	4	1	2	3	6	2	1	4	5	1	1	4	9	6	6	3	2
29000	-624.288793506721845	-622.827688310503390	-1.461105196218426	0.000127212802490	0.000041412445437	0.325536774806471	0.323727287265201	0	5	8	9	9	12	12	10	11	11	16	15	13	16	18	16	17	18	18	20	18	20	23	22	20	21	24	25	21	22	21	22	23	23	25	26	22	24	24	24	24	25	25	25	26	26	26	26	26	26	26	27	27	27	27	27	26	26	28	28	27	27	28	30	30	29	28	29	30	30	30	28	28	31	30	31	32	32	30	35	30	32	34	32	30	32	33	35	34	35	37	34	33	35	36	36	34	37	40	41	42	42	44	0	1	2	1	2	4	9	2	2	2	6	3	9	3	14	3	3	6	16	21	3	3	12	3	8	13	29	6	3	15	14	8	19	26	8	30	8	37	26	14	2	2	29	2	17	35	27	40	40	19	44	4	28	35	40	50	20	7	56	36	39	27	33	43	8	25	58	39	25	56	58	52	40	41	60	63	75	50	23	39	26	2	68	55	62	28	59	24	79	37	92	34	84	54	65	92	82	48	97	93	64	73	102	1	2	1	5	2	1	1	2	3	3	2	5	1	4	1	5	4	2	1	2	3	7	4	4	5	4	2	7	7	3	2	5	3	1	7	3	7	1	1	4	8	7	2	10	4	1	1	1	1	5	1	9	1	1	3	1	4	6	1	2	2	1	2	3	11	5	1	3	4	1	1	1	1	4	1	1	1	2	3	4	4	9	3	4	1	4	2	4	3	6	2	5	1	4	2	1	1	5	5	3	7	5	1
29500	-679.189812926920922	-677.607133553839958	-1.582679373081015	0.000178757032933	0.000044296137779	0.247800811259564	0.318858439903229	1	4	7	8	10	11	12	10	12	12	16	14	14	14	16	15	16	17	19	20	20	19	21	21	22	22	23	24	24	22	20	23	22	24	25	25	24	23	25	24	24	25	24	24	23	27	24	26	27	26	26	27	29	26	28	25	27	24	27	28	27	27	29	29	29	28	28	30	28	31	30	30	28	31	29	32	32	31	30	35	31	33	32	31	31	32	34	34	34	34	37	34	36	36	36	36	36	38	40	42	42	44	45	0	1	1	3	2	3	4	4	3	8	13	10	1	8	12	5	6	8	12	1	14	7	19	12	6	15	19	9	14	21	10	8	19	11	7	43	6	33	31	2	23	17	32	7	31	37	6	37	41	26	47	28	27	34	21	34	45	33	56	26	29	56	34	38	30	44	29	73	36	27	42	53	54	60	48	75	62	44	44	76	61	34	46	62	57	28	81	70	76	72	90	85	63	38	59	90	56	96	83	90	94	86	101	1	1	3	1	2	2	2	1	2	1	1	1	6	2	1	2	3	4	2	8	3	4	1	3	8	3	2	6	7	2	4	6	2	5	7	1	8	1	3	10	2	4	1	4	1	2	6	1	2	1	1	2	4	1	4	1	2	1	1	4	2	1	3	3	5	2	2	1	1	5	2	1	1	2	1	2	3	3	2	2	2	4	2	1	2	3	2	2	1	2	2	2	3	7	4	1	4	1	5	6	2	5	2
30000	-622.820940876756254	-621.374848874463055	-1.446092002293170	0.000112005515268	0.000038086981100	0.340045586224576	0.349059569667062	1	4	7	7	11	12	11	10	13	12	15	15	14	17	18	14	17	17	19	21	18	20	23	21	21	22	23	23	23	22	20	23	23	23	24	26	24	25	24	24	24	24	25	23	25	26	26	27	25	25	25	28	28	26	28	27	27	27	25	29	25	27	28	29	28	27	29	29	29	30	31	29	29	30	31	30	32	31	30	34	31	34	34	31	33	33	34	34	32	35	37	34	35	36	37	36	34	38	40	42	40	43	45	0	1	1	1	1	2	4	3	6	7	3	8	6	8	6	5	5	9	18	17	13	13	16	14	7	9	20	10	20	22	19	5	8	15	13	21	3	32	10	2	20	15	32	8	21	20	15	33	28	20	24	14	45	27	58	59	24	14	14	14	27	61	34	9	35	61	62	50	50	3	63	38	57	28	41	58	73	73	24	69	14	59	76	74	66	43	79	69	79	92	19	18	92	26	55	61	79	61	89	76	77	97	101	1	1	2	4	4	5	2	1	1	1	3	2	1	4	3	1	4	2	1	2	2	3	5	2	5	5	1	5	1	1	1	6	7	3	4	4	10	1	5	11	1	2	1	6	4	2	4	2	2	2	1	4	1	2	1	1	5	6	2	6	1	1	4	7	3	1	1	3	2	10	1	2	1	3	5	2	2	1	4	2	7	6	3	1	3	3	2	3	1	1	8	7	1	8	3	5	2	5	3	6	3	4	3
30500	-686.368719693515800	-684.778919530001986	-1.589800163513816	0.000173810032926	0.000042503043443	0.244537341874861	0.292610317767516	0	4	8	9	10	12	11	10	13	13	15	16	14	16	16	14	17	19	20	20	19	20	21	21	20	21	24	24	22	22	23	22	23	23	24	27	24	24	24	23	24	25	26	24	25	27	26	26	26	25	26	28	29	27	27	26	26	28	26	29	26	28	26	29	29	28	28	30	30	30	30	27	29	30	28	32	32	31	30	33	32	34	33	31	32	33	33	34	34	34	38	34	34	34	37	36	34	36	39	41	43	43	45	0	1	2	3	2	7	5	4	8	8	7	4	2	3	11	6	3	4	12	14	16	14	18	21	8	10	13	10	5	14	2	15	12	16	3	40	8	16	31	2	19	33	40	2	23	39	18	41	32	16	6	48	50	42	47	37	3	34	27	8	31	40	38	51	61	32	34	48	24	3	11	18	19	23	47	36	49	30	73	84	84	81	66	59	57	29	30	43	49	74	54	38	30	2	51	74	81	70	82	55	100	95	62	1	2	2	1	2	1	1	1	2	1	1	4	4	5	1	1	6	5	3	2	1	3	1	1	5	3	4	6	6	3	10	3	3	5	8	1	6	4	1	8	1	1	1	8	1	1	4	1	1	5	6	1	2	2	1	1	8	4	1	9	2	2	1	1	2	4	2	2	4	9	7	4	5	4	2	3	4	4	1	1	1	1	2	3	4	5	4	5	3	1	5	7	6	13	7	2	1	3	3	5	1	3	8
31000	-646.219002628474982	-644.781641484456827	-1.437361144018195	0.000121537184802	0.000042465298098	0.349401692718502	0.243855585371940	0	5	8	9	10	11	11	9	12	13	14	15	14	16	17	16	17	18	16	19	20	21	21	21	21	22	24	23	23	22	23	22	23	23	24	25	24	24	24	22	24	25	24	24	25	27	26	27	27	26	26	27	29	27	26	26	26	26	28	28	28	27	28	29	28	29	25	29	29	28	30	29	30	31	30	30	31	32	31	34	31	32	33	32	32	31	33	34	33	32	37	35	35	35	36	36	35	35	40	42	43	43	45	0	1	1	1	3	3	3	3	8	9	9	1	3	3	13	3	3	19	6	8	14	2	3	14	2	20	19	11	20	5	7	11	3	21	13	16	7	34	22	2	14	3	24	18	2	31	35	36	7	39	5	7	29	22	2	21	11	22	51	55	50	38	32	25	22	32	3	70	28	30	12	39	17	3	37	30	41	86	68	61	14	71	35	36	46	15	72	29	77	57	68	21	52	2	70	76	87	77	76	94	74	100	30	1	3	3	4	1	2	1	1	2	1	1	9	2	5	1	4	5	1	2	5	3	7	4	2	7	2	5	4	3	6	7	4	8	2	4	3	6	1	2	8	5	8	1	3	10	3	1	1	7	1	7	8	4	3	10	2	5	2	1	1	1	1	2	3	4	4	7	1	3	4	6	2	6	10	4	3	3	1	1	3	9	2	5	3	3	8	3	5	1	2	3	9	7	14	3	3	1	3	4	4	9	1	13
31500	-651.873328485523643	-650.275392676621664	-1.597935808901964	0.000162604901873	0.000039175020749	0.240921523877937	0.297155600137023	0	5	7	9	10	11	12	10	12	12	16	15	14	17	17	15	16	18	19	20	19	20	22	21	20	22	23	24	23	21	19	23	24	23	22	26	23	25	24	23	24	25	24	25	25	26	26	26	26	26	25	27	29	27	27	27	25	28	27	28	26	28	27	30	30	29	28	29	30	31	31	29	30	27	31	32	31	31	28	32	29	34	33	32	33	32	32	34	35	33	36	34	33	36	34	36	34	37	39	43	41	44	44	0	1	1	3	3	3	5	3	4	6	9	7	3	11	13	6	7	17	15	7	17	2	2	3	16	31	13	3	26	21	1	14	3	11	1	27	10	34	30	35	10	2	14	40	3	30	26	28	45	41	32	41	79	17	2	40	11	39	2	63	33	49	16	79	25	52	63	42	25	6	55	30	56	24	66	24	39	53	23	53	2	22	44	44	57	65	60	66	82	78	37	41	47	3	44	70	47	81	71	86	90	98	10	1	2	4	1	2	2	1	1	1	1	2	1	3	1	1	2	2	1	1	3	1	8	6	8	2	2	5	11	1	1	10	4	9	4	12	2	6	1	2	1	7	10	3	1	8	2	3	1	1	1	1	3	1	6	8	3	5	3	7	1	1	1	5	1	5	1	1	3	5	6	1	3	2	5	1	7	3	1	3	2	9	9	5	3	3	1	2	2	1	1	7	4	4	14	2	2	5	3	4	5	3	3	15
32000	-681.049487677855723	-679.659521768067748	-1.389965909787937	0.000116364671900	0.000049033087202	0.421374343274704	0.296082417949838	0	5	8	7	9	10	11	10	12	11	16	15	14	17	18	15	17	17	20	19	18	20	22	21	22	21	24	23	24	22	23	22	23	23	23	25	23	24	25	22	24	26	24	24	24	25	26	26	25	26	27	28	28	26	26	27	27	26	25	28	27	26	28	29	29	28	28	30	29	29	30	29	29	28	30	32	30	32	31	34	32	34	32	32	32	33	33	34	35	33	36	34	35	35	35	37	36	36	39	42	39	42	45	0	1	2	2	2	3	4	4	3	5	7	4	8	16	11	2	11	16	16	8	9	18	11	7	3	21	16	2	8	24	3	2	3	30	2	9	11	22	37	14	18	7	6	8	6	24	34	37	23	25	16	11	62	14	2	32	11	3	7	43	22	43	13	35	15	33	43	52	11	51	56	67	56	55	62	66	56	75	37	79	29	84	77	53	41	16	70	76	56	47	93	54	86	2	43	94	93	42	58	83	78	98	28	1	3	1	1	2	1	2	1	2	1	3	4	2	1	1	4	1	1	3	4	3	2	3	5	5	1	3	9	9	1	8	9	7	1	8	6	2	1	1	1	5	7	6	5	6	3	2	2	1	3	5	6	1	4	8	3	4	9	8	2	3	1	5	4	5	3	3	1	4	1	2	1	1	1	2	3	2	1	3	1	4	1	1	3	3	9	2	1	4	4	1	4	2	13	6	1	1	5	7	5	2	3	11
32500	-659.590390325353837	-658.028518776453097	-1.561871548900788	0.000152935003661	0.000039444390479	0.257916039722835	0.256395872443554	0	4	7	9	10	11	12	11	12	12	13	15	14	17	17	17	17	18	20	20	20	19	22	20	21	20	23	24	22	22	22	22	24	24	24	25	24	24	24	24	24	26	24	25	26	26	25	26	26	27	26	27	29	27	28	27	27	27	28	28	26	26	28	30	28	28	28	29	30	31	30	29	29	31	30	30	30	31	31	34	31	33	33	31	32	33	33	34	34	34	37	31	35	34	36	35	35	35	37	41	41	42	46	0	1	1	1	3	1	8	5	2	6	5	1	6	12	11	3	3	16	8	18	6	10	15	6	6	12	5	8	13	24	10	19	27	25	3	32	6	32	12	30	31	38	30	2	3	27	38	23	18	32	17	36	34	14	48	39	1	7	3	22	38	23	46	24	20	37	27	30	19	27	67	62	51	31	44	47	72	54	19	37	51	19	50	14	59	4	78	81	36	49	89	6	56	2	56	87	27	50	52	81	45	75	26	1	2	3	4	2	6	1	1	5	1	3	7	2	1	2	5	5	1	4	1	4	4	3	7	5	2	5	6	3	1	3	1	1	2	10	1	4	1	5	1	1	1	1	10	10	2	1	2	5	2	3	1	3	6	1	2	14	6	10	4	1	2	1	3	4	2	3	4	6	4	1	1	2	4	3	2	1	2	6	5	3	7	2	4	2	9	1	2	3	4	3	8	3	15	6	1	6	4	6	5	6	5	11
