step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
27000	-188.222471958235019	-195.077959909194391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428160363909913	-3	0	3	2	5	10	11	9	14	15	19	21	21	21	24	25	27	29	29	30	35	33	34	36	39	41	45	45	48	0	1	2	2	2	8	0	4	6	6	10	11	10	10	12	13	11	0	16	19	22	13	16	22	21	21	26	23	27	1	2	1	1	3	1	1	3	2	2	2	1	3	2	2	2	4	1	2	1	1	5	5	1	2	3	3	6	2
27500	-202.032017631497183	-208.887505582456555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604339337237595	-1	1	2	2	4	10	11	8	13	15	18	20	21	21	24	25	27	28	28	28	35	33	34	34	39	42	46	44	45	0	1	2	2	2	8	0	4	4	9	10	10	12	11	14	13	11	0	16	16	23	13	19	19	22	21	29	23	26	1	1	1	1	2	1	1	2	5	1	2	2	1	2	2	2	4	1	1	2	1	6	3	3	3	4	1	4	2
28000	-186.483888344746532	-193.339376295705904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415532813194011	-2	1	2	3	5	9	12	9	14	13	19	20	21	21	23	26	28	26	28	29	34	31	33	35	37	43	44	44	47	0	1	2	2	2	4	0	4	6	6	10	10	12	12	10	13	15	0	13	19	23	16	16	22	21	25	26	23	27	1	1	1	1	2	2	1	3	2	2	2	4	1	1	5	2	3	1	4	1	1	2	3	2	2	3	1	7	2
28500	-198.307095532590353	-205.162583483549724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.343699501582291	-1	0	2	3	5	9	9	10	15	14	17	20	21	21	23	26	27	28	26	29	35	33	32	35	37	43	45	45	49	0	1	2	2	3	4	0	4	6	6	10	11	11	12	11	13	11	0	13	19	23	23	16	22	21	25	26	23	27	1	1	2	3	1	3	1	3	3	2	1	2	2	1	3	2	4	1	2	1	2	1	3	1	2	3	1	7	3
29000	-190.198830163058147	-197.054318114017519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537697602557697	0	1	2	4	5	10	12	11	15	14	18	20	22	20	23	24	26	29	28	29	34	33	33	33	39	43	44	45	46	0	1	2	3	2	4	0	6	6	6	10	11	14	10	10	13	14	0	16	13	23	16	19	19	21	25	25	23	26	1	1	1	1	2	3	1	1	3	2	2	1	1	3	4	2	3	1	2	3	1	4	2	2	3	1	3	6	2
29500	-188.285580176866290	-195.141068127825662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509088999888010	-1	2	3	3	5	11	11	11	14	14	19	21	19	22	24	26	25	28	28	30	34	32	34	35	37	42	45	45	49	0	1	2	1	2	4	0	4	8	6	10	11	10	11	12	13	11	0	16	19	22	19	22	22	21	25	26	23	27	1	1	1	3	1	4	1	4	2	1	3	1	2	1	2	3	2	1	1	1	1	2	1	2	2	3	1	5	2
30000	-192.897070873912014	-199.752558824871386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689006513820109	0	2	3	4	4	9	9	11	13	14	17	20	21	22	23	25	26	28	28	29	34	33	32	36	38	42	45	44	47	0	1	2	2	2	4	0	6	6	6	10	11	10	11	12	13	15	0	16	19	19	20	19	22	21	25	26	23	27	1	1	1	1	1	2	1	1	2	2	2	2	3	2	1	2	2	1	2	1	3	2	2	1	2	2	1	6	2
30500	-191.900628539509654	-198.756116490469026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455290583707542	0	2	3	4	5	10	10	9	14	14	18	20	22	21	24	26	28	29	28	30	34	32	35	35	38	42	46	43	48	0	1	2	2	2	4	0	4	6	6	10	11	10	12	12	11	11	0	16	16	22	19	16	19	21	25	26	23	27	1	1	1	1	2	4	1	3	3	2	3	1	4	1	2	2	5	1	1	2	2	3	4	3	2	2	2	4	1
31000	-188.473878856083729	-195.329366807043101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539489624320544	0	1	3	3	5	9	9	11	13	14	16	20	21	22	23	25	25	26	27	30	35	34	34	36	39	42	46	43	47	0	1	2	2	2	4	0	4	6	6	10	10	10	12	10	13	15	0	16	13	23	19	20	22	21	21	26	23	27	1	1	1	2	2	3	1	3	1	2	1	3	3	1	4	2	1	1	1	5	1	3	2	1	2	4	2	4	1
31500	-188.160243996269998	-195.015731947229369	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534543215420146	0	1	2	4	4	11	11	11	14	14	18	20	21	20	22	24	26	29	27	28	35	33	34	36	38	42	46	46	48	0	1	2	2	2	4	0	4	6	6	10	11	10	11	12	13	11	0	16	16	22	20	22	22	21	25	26	22	26	1	1	1	1	1	3	1	3	2	2	2	1	3	1	1	1	4	1	1	2	1	2	1	2	2	3	2	5	3
32000	-191.992792811001181	-198.848280761960552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497583484010065	0	1	3	4	6	10	11	12	14	15	19	21	22	21	23	26	27	29	29	30	33	31	32	35	38	41	46	43	45	0	1	2	2	2	4	0	6	6	6	10	11	11	11	12	13	11	0	16	13	23	16	20	19	21	25	29	23	26	1	1	1	2	2	2	1	1	2	2	2	2	2	1	1	2	3	1	2	3	1	3	2	4	3	2	1	6	2
32500	-188.498762198765860	-195.354250149725232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382867437415895	-1	1	3	3	5	11	12	11	15	15	19	20	21	21	23	25	26	28	28	29	35	33	34	33	38	42	44	46	47	0	1	2	2	4	4	0	4	6	6	10	10	10	11	12	13	11	0	13	19	19	20	22	19	19	25	26	25	21	1	1	1	2	1	4	1	3	2	2	2	2	3	1	2	2	3	1	5	1	4	2	1	2	5	2	1	4	7
33000	-178.607808975227897	-185.463296926187269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533072747687492	0	1	3	3	5	10	11	10	14	14	18	20	21	22	22	25	27	28	28	29	35	33	35	34	38	42	46	44	49	0	1	2	2	3	4	0	4	8	8	10	11	11	11	12	13	11	0	16	16	22	19	22	13	21	25	26	23	27	1	1	1	1	1	3	1	4	2	2	2	1	2	2	1	3	3	1	1	2	1	3	2	6	2	2	2	3	2
33500	-189.602764075423579	-196.458252026382951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506128340132904	-1	1	2	3	4	11	10	10	14	15	18	20	22	22	23	25	25	28	28	29	35	32	34	35	39	42	45	45	48	0	1	2	2	2	8	0	4	6	8	10	10	10	11	12	13	11	0	16	16	22	19	22	16	21	25	26	24	26	1	1	1	1	2	1	1	3	1	3	1	2	2	4	1	2	3	1	1	1	1	2	1	5	2	2	1	5	3
34000	-201.987597197369155	-208.843085148328527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.355581742748012	0	1	2	3	4	8	12	9	13	15	19	21	22	20	23	25	27	28	29	30	34	34	35	35	39	41	45	46	45	0	1	2	2	2	4	0	4	6	6	10	10	10	10	12	13	14	0	16	19	19	16	19	19	23	25	26	23	25	1	1	1	1	2	3	1	3	4	3	2	3	4	3	1	1	4	1	2	1	2	4	2	3	2	1	3	6	3
34500	-202.146291629705331	-209.001779580664703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485805320250473	0	1	3	3	5	9	11	11	15	13	16	19	21	21	22	24	26	28	29	30	35	32	33	35	38	42	46	45	46	0	1	2	2	4	4	0	4	6	6	10	11	11	11	12	13	11	0	13	16	22	13	22	22	23	25	26	25	26	1	1	1	1	1	3	1	5	3	1	2	2	2	3	2	2	5	1	3	4	2	5	1	1	2	2	2	4	3
35000	-193.646388372730030	-200.501876323689402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484585790257475	0	1	2	3	5	10	12	12	14	15	17	19	21	21	24	25	25	27	27	27	35	32	33	34	39	41	45	45	48	0	1	2	2	2	4	0	6	6	6	10	11	10	10	10	13	10	0	16	13	23	20	22	22	21	25	26	23	27	1	1	1	1	2	3	1	1	2	2	1	1	3	2	3	3	5	1	1	2	1	4	1	1	2	2	2	5	2
35500	-185.004318517079383	-191.859806468038755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478170619960610	0	2	3	3	6	10	11	10	13	14	19	20	21	22	22	26	28	27	28	29	34	32	34	36	39	42	45	45	48	0	1	2	2	2	4	0	4	6	8	10	10	11	12	12	13	11	0	16	19	16	20	22	22	23	21	26	21	27	1	1	1	1	2	2	1	4	2	2	3	3	1	1	1	2	5	1	1	1	4	2	1	2	3	3	2	3	1
36000	-193.264093648988478	-200.119581599947850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416657146202729	0	2	1	4	5	11	12	10	15	14	16	20	21	21	22	26	28	29	28	29	32	32	34	34	39	43	45	45	47	0	3	1	2	2	8	0	4	6	6	10	10	12	12	12	13	10	0	16	16	16	19	16	16	23	21	25	23	26	1	1	1	1	2	1	1	3	3	1	1	3	1	1	1	2	5	1	1	1	3	2	4	4	2	6	3	5	2
36500	-195.650397820382722	-202.505885771342093	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596974281365167	0	2	1	4	4	10	12	9	13	14	19	20	22	21	23	24	27	28	29	29	34	33	35	35	38	42	45	44	46	0	3	1	2	2	8	0	4	6	6	10	10	11	11	12	13	11	0	16	13	13	20	13	19	23	25	26	23	26	1	1	1	1	1	1	1	2	2	2	3	2	2	1	2	1	5	1	2	3	4	1	6	2	1	2	1	2	2
37000	-198.354923817043300	-205.210411768002672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461901957318595	-2	1	0	3	4	10	12	11	14	13	17	20	21	19	22	23	27	27	28	29	35	33	33	36	38	43	45	46	48	0	3	1	2	2	4	0	6	6	6	10	10	10	11	10	13	15	0	13	16	23	16	13	19	21	25	25	23	27	1	1	1	1	1	3	1	1	2	2	2	3	3	1	4	1	3	1	3	3	1	4	6	3	2	3	3	5	1
37500	-196.279344641238339	-203.134832592197711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688896646185281	-1	1	3	3	5	10	10	12	14	14	17	21	21	20	24	26	27	26	27	29	34	33	34	35	38	40	45	44	49	0	1	2	2	2	4	0	6	6	6	10	11	11	11	12	13	11	0	16	19	16	16	16	22	23	21	26	23	27	1	1	1	1	1	3	1	1	2	2	1	2	2	1	2	2	4	1	1	1	4	3	5	1	1	3	2	4	3
38000	-199.736625188957390	-206.592113139916762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582275961167019	0	1	3	3	5	11	10	12	15	15	18	20	22	22	24	25	27	28	28	30	35	32	34	36	39	43	44	46	49	0	1	2	2	2	4	0	4	8	6	10	10	10	12	12	13	12	0	16	16	16	19	16	22	23	21	21	26	26	1	1	1	1	2	4	1	4	2	2	1	2	2	1	2	2	4	1	2	2	4	2	5	2	3	4	4	2	2
38500	-196.429775997501650	-203.285263948461022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396458054348747	0	1	2	4	5	10	11	12	14	14	18	20	22	22	22	26	27	29	28	29	35	32	34	35	38	42	45	45	48	0	1	2	2	2	4	0	4	6	6	10	10	10	12	12	13	11	0	13	16	16	19	22	22	23	21	26	23	26	1	1	1	1	3	4	1	5	2	2	2	3	3	2	1	2	4	1	3	2	4	2	1	1	2	5	3	6	3
39000	-192.720686474555862	-199.576174425515234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462086738769016	0	2	3	4	5	11	10	10	13	15	18	20	21	22	24	26	27	29	29	28	33	33	33	35	39	43	45	44	49	0	1	2	2	2	8	0	4	8	6	10	10	11	12	12	13	11	0	16	16	16	20	19	19	21	25	26	23	27	1	1	1	1	2	1	1	5	2	2	2	2	2	1	2	3	4	1	1	1	3	3	2	3	4	3	1	4	2
39500	-184.132300515810499	-190.987788466769871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553021777343313	0	2	3	4	6	10	11	9	14	14	18	20	21	21	23	25	25	28	28	30	35	34	34	35	38	43	45	45	49	0	1	2	2	2	8	0	4	6	6	10	11	10	12	12	13	15	0	16	19	23	19	19	22	21	21	26	23	27	1	1	1	1	2	1	1	2	3	3	2	1	3	1	1	2	1	1	2	1	1	5	3	1	2	4	1	6	2
40000	-192.084828177491943	-198.940316128451315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470201628345188	0	1	2	3	5	11	11	10	14	14	18	18	21	21	23	25	27	29	29	28	35	33	35	35	38	40	45	43	49	0	1	2	2	2	8	0	4	6	8	10	10	10	11	12	13	14	0	16	16	22	20	22	19	21	25	26	16	27	1	1	1	1	2	1	1	3	1	2	2	2	4	2	2	2	3	1	2	1	1	2	1	3	2	1	3	8	2
40500	-183.181864193385110	-190.037352144344482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494199835797500	0	1	3	4	4	10	11	9	14	15	18	20	21	21	22	26	27	29	28	30	34	34	33	35	38	42	45	45	49	0	1	2	2	2	8	0	4	6	6	10	11	11	11	12	13	11	0	13	13	23	16	16	22	21	25	26	23	27	1	1	1	2	1	1	1	3	2	4	2	1	2	1	1	2	3	1	3	6	1	4	3	1	2	1	2	6	2
41000	-182.149419425076729	-189.004907376036101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494918521069848	-1	1	3	2	5	11	12	9	15	14	19	21	21	21	23	25	26	29	28	28	34	32	35	34	39	41	46	44	49	0	1	2	2	2	8	0	4	6	6	10	10	11	11	12	13	11	0	16	16	22	19	22	19	21	25	26	23	27	1	1	1	1	2	1	1	3	2	1	2	2	1	1	1	2	4	1	1	2	1	2	2	4	3	1	2	6	2
41500	-179.566828497596276	-186.422316448555648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501195632066763	0	1	3	3	6	11	11	9	14	14	19	21	22	22	23	25	27	29	28	30	34	33	33	36	38	42	45	46	49	0	1	2	2	3	8	0	4	6	6	10	11	11	10	12	13	14	0	16	13	23	19	20	22	21	25	26	23	27	1	1	2	1	1	1	1	3	2	1	2	1	2	3	1	1	2	1	1	3	1	2	2	2	2	3	2	6	2
42000	-186.700170861834806	-193.555658812794178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531443637783235	-1	1	3	4	5	11	11	10	15	14	17	19	20	20	23	26	27	29	28	29	34	32	33	36	38	42	44	45	48	0	1	2	2	4	8	0	4	6	8	10	10	12	10	12	13	11	0	16	19	23	19	16	22	21	25	25	26	27	1	1	1	2	1	1	1	3	2	2	1	2	1	3	2	2	5	1	1	1	1	2	3	2	3	3	3	3	1
42500	-183.645012207943182	-190.500500158902554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.386807031013320	-2	0	2	4	5	9	11	11	13	14	19	20	22	21	23	25	27	27	27	28	33	32	35	36	38	43	44	45	47	0	1	2	3	2	4	0	6	6	6	10	10	10	11	12	13	11	0	13	19	22	16	22	22	21	25	26	23	27	1	1	1	1	2	3	1	1	2	3	3	2	4	1	2	1	4	1	2	1	1	3	2	2	2	3	1	4	2
43000	-187.868969978681122	-194.724457929640494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439808333336810	0	1	3	3	5	10	9	12	15	14	18	20	21	22	24	24	26	28	29	29	35	34	34	35	39	42	44	45	49	0	1	2	2	3	4	0	6	6	6	10	10	11	10	12	13	14	0	16	13	23	20	13	22	23	21	26	23	27	1	1	1	1	1	3	1	1	2	2	3	3	1	3	2	2	3	1	3	4	1	3	6	1	2	3	1	4	3
43500	-195.884326832275462	-202.739814783234834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396273186632964	0	1	3	3	5	11	11	12	15	14	18	18	22	21	23	25	27	27	26	29	34	33	35	35	38	42	45	45	49	0	1	2	2	2	4	0	4	6	8	10	10	11	11	12	11	11	0	13	13	16	16	13	19	21	25	26	23	26	1	1	1	1	2	4	1	5	2	1	2	2	2	1	2	2	5	1	2	3	3	3	7	5	2	3	2	6	4
44000	-189.208753752262510	-196.064241703221882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416750473610152	-1	1	3	3	5	10	12	12	13	14	18	20	20	21	24	24	28	28	28	29	34	33	33	35	38	40	45	45	48	0	1	2	2	2	4	0	6	6	6	10	11	11	11	11	13	11	0	16	19	16	16	17	19	23	21	26	21	26	1	1	1	1	2	3	1	1	2	3	2	1	1	2	3	2	5	1	3	1	4	4	2	3	3	3	2	5	5
44500	-195.371814553558892	-202.227302504518264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494749451212429	0	1	2	3	5	10	11	8	14	15	19	21	22	21	24	24	25	26	29	30	33	33	34	35	38	41	45	45	46	0	1	2	2	2	5	0	4	6	6	6	11	10	11	12	13	11	0	16	16	19	20	13	22	23	25	26	23	26	1	1	1	1	2	3	1	2	2	3	4	1	3	1	2	1	4	1	2	3	2	2	5	1	2	2	2	5	2
45000	-183.667703152302948	-190.523191103262320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493694022733058	-1	1	3	4	5	9	12	11	13	14	19	19	20	20	23	24	27	28	26	29	34	33	35	36	38	42	45	46	48	0	1	2	2	2	4	0	6	6	6	10	6	12	12	11	13	12	0	16	16	22	19	22	19	21	21	26	26	27	1	1	1	2	2	2	1	1	2	2	2	5	1	1	2	2	4	1	1	2	1	3	1	5	2	4	2	3	2
45500	-208.025360262303138	-214.880848213262510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454101969753342	-1	1	2	3	5	10	12	12	14	14	17	20	19	21	23	26	28	29	27	29	33	33	34	33	39	42	45	45	47	0	1	2	2	2	5	0	6	6	6	10	10	10	12	14	13	12	0	16	16	16	19	19	19	21	25	25	23	26	1	1	1	1	2	2	1	1	2	2	2	3	3	1	2	5	2	1	1	1	2	2	3	3	2	2	3	6	2
46000	-190.965681343174168	-197.821169294133540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.349117555603752	-1	1	3	3	5	11	11	12	14	15	19	20	21	21	24	25	28	28	29	28	35	33	34	35	38	42	46	45	46	0	1	2	2	2	4	0	6	6	6	10	10	12	12	10	13	11	0	16	16	16	19	19	23	23	21	26	23	28	1	1	1	1	2	4	1	1	2	2	2	3	1	1	3	2	3	1	2	2	4	2	4	1	2	5	2	6	1
46500	-191.036309189598484	-197.891797140557856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446243631951949	-1	0	2	3	5	9	10	11	14	14	18	20	21	20	23	26	27	29	27	30	34	34	35	36	39	41	45	44	48	0	1	2	2	2	4	0	6	6	6	10	11	11	10	10	13	14	0	16	13	13	19	22	20	23	25	26	21	26	1	1	1	2	2	3	1	1	2	3	2	1	2	3	3	2	4	1	1	5	7	3	1	3	2	1	2	5	4
47000	-196.164653154380318	-203.020141105339690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.339338838751522	0	1	2	4	5	10	12	12	15	15	18	20	22	20	21	25	27	28	27	30	35	33	34	34	39	41	45	45	49	0	1	2	2	2	4	0	4	6	6	10	11	10	10	12	13	11	0	16	13	16	16	22	20	22	21	25	21	27	1	1	1	1	1	3	1	4	2	2	1	1	3	2	1	2	3	1	1	4	4	5	1	2	3	3	3	6	2
47500	-181.252809413716989	-188.108297364676361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537912128571033	0	1	2	3	4	11	10	11	14	14	18	19	21	21	23	25	27	29	28	28	35	32	34	34	39	42	44	45	48	0	1	2	2	2	4	0	4	6	6	10	10	11	12	12	13	11	0	16	16	19	19	22	22	21	21	26	21	27	1	1	1	1	2	3	1	3	2	2	2	2	1	1	2	3	4	1	1	1	4	2	1	1	2	4	1	4	2
48000	-191.342766341939296	-198.198254292898667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623620574228028	-1	0	3	4	5	10	11	9	14	15	18	19	21	21	24	26	26	28	28	30	34	33	35	36	38	43	45	46	49	0	1	2	2	2	8	0	4	6	8	10	10	12	12	10	13	11	0	16	19	22	19	22	22	21	21	26	25	27	1	1	2	1	3	1	1	2	2	2	1	2	1	1	4	1	4	1	1	1	1	2	1	2	2	5	1	5	2
48500	-187.266676837735673	-194.122164788695045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479458833132574	0	1	2	3	5	10	10	10	14	14	18	20	21	21	23	26	24	28	28	28	32	33	35	36	39	41	46	45	49	0	1	2	2	2	4	0	4	6	6	10	10	11	12	12	13	11	0	16	16	16	16	21	22	23	25	25	25	27	1	1	1	1	2	2	1	3	2	2	2	3	2	1	2	2	2	1	1	1	3	4	2	2	2	1	3	2	2
49000	-202.519649534519004	-209.375137485478376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527503213747294	-1	2	2	4	5	10	11	9	14	14	17	20	20	20	21	25	28	29	29	28	34	32	35	35	39	42	45	44	49	0	1	1	2	2	8	0	4	6	6	10	10	11	11	12	13	14	0	16	13	19	19	16	19	21	25	26	23	27	1	1	2	1	2	1	1	2	2	2	2	3	1	1	1	2	3	1	3	5	2	1	4	3	3	1	2	3	1
49500	-181.301802083164688	-188.157290034124060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442504697183723	0	1	2	3	5	11	11	9	13	14	18	20	21	21	23	26	27	28	28	30	35	32	34	35	39	43	45	46	47	0	1	2	3	2	8	0	4	6	8	10	11	10	10	12	13	11	0	16	19	13	19	16	22	23	25	26	23	27	1	1	1	1	2	1	1	3	1	2	2	1	3	2	2	3	6	1	1	1	7	2	3	1	3	1	1	6	1
50000	-197.365181726458928	-204.220669677418300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469343575139206	0	1	2	3	4	10	9	9	15	12	17	20	20	21	23	26	25	29	28	29	34	34	35	35	37	39	45	45	48	0	1	2	2	2	8	0	4	6	8	10	11	11	10	12	13	14	0	16	19	16	20	22	22	21	25	26	21	26	1	1	1	1	2	1	1	3	2	2	2	1	2	4	2	3	2	1	1	1	4	2	1	1	1	1	3	5	4
50500	-176.198103858934388	-183.053591809893760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456030041504235	0	1	2	3	5	11	10	10	15	14	19	20	21	22	23	26	27	28	29	30	33	33	34	35	38	42	44	45	48	0	1	2	2	3	8	0	4	6	8	10	10	11	11	12	13	12	0	13	19	19	16	22	22	21	25	26	22	27	1	1	1	1	2	1	1	4	2	2	2	2	1	1	1	3	4	1	3	1	2	5	1	1	3	2	1	6	2
51000	-186.176235603335726	-193.031723554295098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472949524669223	0	1	2	3	5	10	11	11	13	15	19	20	21	22	22	26	26	27	28	29	34	32	35	35	38	42	44	44	47	0	1	2	2	3	4	0	4	6	8	10	10	10	11	12	13	11	0	16	16	16	16	22	22	23	25	26	23	27	1	1	1	1	1	3	1	4	1	2	1	2	2	1	1	2	2	1	1	1	4	4	2	2	1	2	1	3	2
51500	-198.340688104542579	-205.196176055501951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459922960734884	0	1	3	3	4	10	11	11	14	15	18	21	21	21	23	26	26	27	28	29	34	32	32	35	38	42	45	45	48	0	1	2	2	2	4	0	4	6	6	10	11	10	11	14	13	14	0	16	16	23	19	20	19	21	25	25	25	25	1	1	1	1	2	3	1	5	2	3	1	2	3	2	1	3	2	1	1	1	1	2	1	3	2	3	4	3	4
52000	-184.422754602212677	-191.278242553172049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651385800479923	0	1	2	4	4	10	11	9	14	14	18	19	21	22	24	25	27	27	28	30	35	33	33	34	38	42	45	42	49	0	1	2	2	2	4	0	4	6	6	10	10	11	12	12	13	11	0	16	19	23	19	16	22	21	21	26	23	27	1	1	1	2	2	2	1	2	3	2	2	3	2	2	2	2	4	1	1	1	1	2	5	1	2	3	2	3	2
52500	-188.877053458523108	-195.732541409482479	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700234712352204	0	1	2	3	6	10	11	11	14	15	18	20	20	21	24	23	28	28	28	29	35	32	33	34	39	42	45	45	48	0	1	2	2	2	4	0	4	6	8	10	10	11	10	12	13	15	0	16	19	23	16	19	22	21	21	26	25	27	1	1	1	1	3	2	1	5	2	2	2	2	1	2	3	2	2	1	3	1	1	5	3	1	3	3	1	2	2
53000	-196.809155482286798	-203.664643433246169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524233077717684	-1	1	2	4	4	11	11	9	14	14	17	20	22	21	21	25	27	27	26	29	31	34	35	35	39	42	44	46	48	0	1	2	2	2	8	0	4	6	8	10	11	12	12	11	13	11	0	13	13	13	21	21	22	23	25	26	23	27	1	1	1	1	2	1	1	3	2	2	1	2	2	1	2	1	4	1	2	3	4	2	2	1	2	1	1	5	2
53500	-193.206150227124851	-200.061638178084223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425801965740272	0	1	2	2	6	11	11	9	13	14	18	21	22	21	24	24	26	29	29	28	34	32	35	35	38	42	45	46	47	0	1	2	2	2	4	0	4	6	6	10	11	11	11	12	13	11	0	16	13	13	16	21	22	21	25	26	21	27	1	1	1	1	2	5	1	3	1	2	2	2	2	2	1	1	3	1	3	2	4	3	1	2	2	2	2	5	2
54000	-196.197891862902367	-203.053379813861739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484127642223687	-1	1	2	4	4	9	10	12	14	15	17	19	21	21	21	26	26	27	28	29	35	33	34	35	38	41	45	44	48	0	1	2	2	2	4	0	4	6	6	10	10	10	10	10	13	14	0	13	13	22	16	16	20	21	25	26	23	27	1	1	1	1	2	2	1	3	2	4	1	2	4	3	3	3	2	1	4	5	1	3	4	3	2	1	2	5	1
54500	-179.924712921982604	-186.780200872941975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437471399864256	0	1	2	3	5	10	11	12	14	14	19	20	21	22	21	25	25	28	29	30	35	32	34	34	39	42	45	44	47	0	1	2	2	2	4	0	6	6	6	10	10	12	12	10	13	11	0	16	13	23	20	16	22	21	25	26	23	27	1	1	1	1	2	4	1	1	2	3	2	3	1	1	3	2	2	1	2	5	1	1	4	1	2	1	2	5	2
55000	-208.469653178584423	-215.325141129543795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.342689898155945	-2	1	3	3	4	9	12	12	14	14	16	19	21	21	23	26	27	28	29	28	34	34	33	34	38	42	43	44	48	0	1	2	2	2	4	0	4	6	8	10	11	10	10	10	13	12	0	16	16	23	19	16	19	21	21	25	23	27	1	2	2	1	1	4	1	4	2	1	1	3	4	3	4	3	4	1	1	1	1	3	5	3	2	3	2	5	3
