step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
1	-939.177986336731465	-948.228829717182862	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.017402215131300	1	4	2	4	7	4	6	4	5	5	6	6	6	8	5	6	8	8	7	6	7	9	6	7	8	8	7	9	8	11	8	10	10	10	11	10	13	9	9	10	10	8	9	8	8	12	9	13	9	9	12	9	9	10	11	10	9	11	10	9	12	9	10	10	10	11	11	11	13	11	10	11	10	12	11	15	15	15	12	13	12	13	11	12	13	13	15	12	14	15	15	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-533.518509079745058	-542.569352460196455	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.054478945577134	1	3	2	4	7	5	5	5	4	2	5	7	6	8	3	6	8	6	5	7	8	6	6	4	7	9	8	10	8	9	6	9	9	9	12	11	13	6	9	11	10	6	6	9	9	13	9	13	8	7	12	5	8	11	11	11	9	12	10	10	9	6	11	6	9	12	10	10	14	11	10	11	9	8	12	11	15	12	13	12	9	14	8	11	12	13	12	11	13	13	15	0	10	1	15	62	15	24	15	10	1	15	7	52	6	10	15	64	8	15	62	19	15	4	10	62	22	16	32	18	50	9	42	42	20	33	59	30	9	22	32	27	52	52	12	50	87	13	26	42	18	88	9	43	34	41	28	53	17	53	21	18	3	60	9	17	41	31	83	70	34	39	60	20	20	55	65	37	41	88	28	13	54	62	41	72	72	63	28	26	65	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-330.336126270220461	-339.386969650671801	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.488062512882273	2	3	3	4	8	4	3	4	5	5	6	7	6	7	5	6	7	8	4	7	8	10	7	8	9	7	6	10	8	11	9	10	11	11	9	11	12	8	9	11	9	8	7	7	6	11	9	9	9	9	12	10	8	10	11	10	8	9	9	6	12	10	11	11	10	9	9	11	14	12	10	11	5	12	12	13	11	16	13	13	11	14	12	12	13	9	16	11	15	14	15	0	1	1	2	13	3	1	1	7	6	15	19	2	15	2	15	16	13	3	4	14	12	15	43	42	3	4	5	11	38	42	48	25	59	57	32	86	26	15	41	27	14	11	3	6	53	14	17	9	26	30	86	9	41	41	53	60	12	15	4	52	35	66	67	53	42	29	42	88	50	38	18	19	54	54	67	71	89	40	29	73	40	38	30	30	44	28	27	22	40	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-283.038731756857032	-292.089575137308373	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989639164236011	1	3	3	4	7	3	7	3	4	6	7	7	5	7	2	5	6	8	8	6	7	7	6	5	8	8	6	9	7	11	7	9	9	9	5	10	11	10	9	11	9	9	8	7	8	10	10	14	8	7	11	10	10	9	11	11	9	8	10	10	8	9	11	5	11	12	10	10	8	12	10	12	7	12	5	16	12	13	13	11	12	12	11	9	13	12	14	12	13	12	15	0	1	15	15	10	1	20	1	6	4	23	35	4	24	1	3	2	75	75	6	17	64	13	6	11	31	9	12	4	57	24	61	44	31	15	39	47	49	20	38	22	5	23	20	5	58	20	80	27	9	19	16	18	2	32	17	15	13	43	43	3	5	36	9	38	32	43	42	35	28	11	30	24	59	8	79	36	59	40	21	52	41	60	5	90	73	81	55	26	30	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-272.476373727952080	-281.527217108403420	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989258717771087	0	4	3	4	8	5	6	2	6	4	6	4	6	8	6	7	6	6	8	7	7	9	4	5	7	8	8	8	8	11	6	6	1	10	10	11	10	9	9	11	11	6	10	8	8	13	9	13	7	9	12	7	9	7	9	9	10	10	10	9	12	8	10	10	10	11	11	11	12	11	9	8	9	12	11	12	11	16	9	14	10	13	7	12	12	14	13	13	15	15	15	0	33	33	33	17	3	6	1	12	3	24	8	12	13	6	42	23	24	25	11	7	17	8	4	23	13	9	31	25	43	23	6	1	55	55	83	73	27	42	25	56	6	29	6	31	47	27	19	15	45	81	7	14	24	12	18	22	52	62	49	66	42	56	73	9	35	37	34	70	26	44	20	52	47	37	68	81	80	26	41	5	31	23	35	17	67	75	36	69	85	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-279.404395451087794	-288.455238831539134	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992790843179159	2	4	3	5	6	4	7	3	4	5	6	7	7	8	6	7	7	8	7	6	7	10	6	8	7	6	5	9	7	5	9	8	10	8	11	9	13	9	4	7	9	8	10	9	8	12	5	13	9	5	9	8	6	9	11	10	10	7	10	9	12	6	11	11	10	12	10	7	12	10	6	12	11	11	9	11	15	16	13	12	10	13	12	13	14	11	15	11	15	12	14	0	8	1	9	50	1	9	1	1	39	4	50	6	17	4	5	53	25	50	6	23	7	2	26	71	8	1	62	10	3	52	29	45	12	34	13	86	25	3	71	45	4	54	30	17	73	2	32	24	8	7	53	4	58	52	1	49	10	25	25	86	9	81	57	32	22	51	23	88	54	3	38	57	56	29	30	74	84	83	22	49	64	54	86	46	2	64	44	91	28	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.882938496832480	-277.933781877283820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989493052154877	1	5	2	2	5	4	7	4	5	6	4	5	5	9	6	7	6	8	7	6	6	9	5	7	5	9	6	10	7	12	8	11	9	9	8	10	14	9	8	11	11	8	8	7	7	12	9	12	10	10	10	10	9	9	12	10	9	12	10	8	13	9	10	10	9	10	12	11	12	10	11	11	10	13	11	15	16	15	11	13	7	9	11	12	14	11	15	13	15	12	15	0	11	1	1	1	4	5	3	11	8	3	4	11	12	23	2	13	9	21	2	8	24	8	8	4	29	3	81	11	59	81	54	17	42	44	57	69	18	27	63	12	44	45	13	20	79	16	59	82	10	10	14	19	39	38	2	20	68	54	17	51	15	22	20	39	34	29	28	28	10	56	57	33	68	60	84	79	17	59	50	21	43	66	59	71	57	37	49	28	66	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-254.347562771480511	-263.398406151931852	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997104110759214	1	4	3	4	7	5	7	3	6	5	6	6	7	8	6	7	9	7	8	7	6	10	6	4	8	8	7	7	8	11	8	11	11	11	11	7	14	10	8	8	11	8	9	8	9	11	7	14	7	9	9	10	7	10	11	6	9	11	11	9	12	10	9	11	11	9	12	12	13	5	10	10	8	10	10	15	12	16	13	11	11	13	12	12	14	13	10	9	14	13	15	0	1	1	8	56	3	9	1	70	8	3	2	10	13	4	4	27	6	53	11	70	20	2	8	20	15	9	9	56	74	23	72	19	71	52	24	81	40	56	18	45	36	14	47	5	88	21	32	6	56	47	14	21	42	75	10	36	72	26	26	58	17	12	18	50	28	59	71	33	4	45	31	16	31	60	45	64	79	77	60	45	71	38	71	67	35	26	7	60	17	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-252.351006710548177	-261.401850090999517	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988941356061370	2	5	3	5	8	4	7	5	4	5	7	7	6	9	5	6	7	8	6	6	7	9	7	7	7	9	5	10	8	8	8	11	11	10	8	10	11	7	9	11	11	9	10	8	9	12	5	12	10	8	13	9	9	8	10	10	6	12	11	7	12	9	9	10	10	11	11	11	11	10	10	10	11	12	9	14	11	16	13	14	13	13	10	13	13	12	15	13	14	12	14	0	9	1	6	11	3	4	9	1	1	4	27	15	54	9	9	8	8	15	47	13	16	15	8	6	23	3	29	27	10	4	44	56	25	25	15	29	16	20	71	36	12	45	16	11	65	3	18	23	57	14	12	25	19	31	17	8	71	52	2	49	12	11	35	7	39	21	63	55	54	24	45	71	72	25	81	50	91	69	85	54	32	13	83	59	64	90	69	66	34	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-251.449107035396139	-260.499950415847479	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993230299073514	2	5	3	4	7	4	6	4	4	6	6	7	7	6	5	6	9	8	8	7	7	10	7	7	8	9	8	10	5	11	8	11	10	9	9	8	12	8	8	8	10	9	9	8	8	12	10	13	9	7	13	10	9	9	12	11	9	12	10	9	10	8	10	11	10	10	11	9	12	11	8	11	7	11	12	14	16	15	12	14	12	9	8	12	14	13	14	10	11	16	15	0	6	1	1	7	1	4	1	3	8	9	2	10	8	3	8	39	16	21	11	4	40	29	14	14	44	13	44	1	54	7	62	7	71	18	16	65	12	29	24	40	73	23	11	10	66	19	64	25	10	55	45	27	10	28	18	10	47	82	36	62	6	17	17	42	35	28	6	66	88	12	38	29	18	19	59	67	79	41	53	54	10	5	52	55	19	28	35	52	48	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
