step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
22000	-233.676727594131080	-242.727570974582420	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976862278506441	-1	1	2	6	3	3	2	4	3	5	8	4	6	3	5	4	6	5	6	12	6	5	8	6	7	3	12	6	9	8	8	5	10	6	12	11	10	10	10	9	8	8	13	12	9	11	6	8	8	8	10	11	14	11	10	14	10	9	11	12	12	10	13	11	10	13	11	12	15	14	16	13	12	17	15	12	18	0	1	2	12	7	2	2	7	2	8	4	6	9	1	5	2	12	26	6	50	16	26	24	18	19	3	29	32	34	6	34	5	11	3	49	42	30	30	18	47	13	28	57	67	31	62	18	34	28	17	25	39	43	49	13	72	45	30	65	37	58	48	25	24	19	35	31	62	27	73	63	39	51	68	43	45	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-223.518955885841933	-232.569799266293273	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975821528643573	0	2	4	6	5	3	2	4	3	5	8	4	6	4	2	5	3	4	7	13	4	6	8	7	7	6	15	7	9	8	8	7	9	7	11	12	9	5	6	10	12	9	13	11	11	10	11	9	10	8	9	11	13	9	12	14	12	8	10	12	10	11	12	7	9	15	11	12	16	13	16	10	14	16	18	15	19	0	1	6	6	18	7	1	15	15	3	39	6	8	6	1	12	1	6	38	55	2	14	39	38	16	3	50	21	24	19	10	3	30	16	51	52	12	15	16	19	30	26	35	48	42	39	28	34	26	26	13	51	45	34	47	60	11	34	51	45	22	33	67	5	28	60	42	59	57	46	36	31	57	57	74	52	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-229.033081889329736	-238.083925269781076	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971974823748036	-1	1	6	5	5	3	3	4	3	3	8	4	5	3	5	4	5	2	6	13	6	7	7	7	7	8	15	6	8	7	9	8	10	6	10	11	9	11	11	4	11	9	12	13	11	8	10	8	8	8	6	8	12	10	10	14	13	10	9	12	11	11	13	14	8	12	11	14	13	9	14	13	13	17	14	12	18	0	1	13	12	7	18	2	18	2	18	19	18	9	2	16	14	10	2	8	58	6	34	34	40	28	21	58	5	14	7	65	25	25	2	28	42	32	65	32	7	31	52	36	28	31	28	49	19	25	30	17	51	59	51	26	53	54	65	48	45	55	55	41	60	19	58	52	20	42	46	60	43	31	20	62	62	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-238.600759438789737	-247.651602819241077	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998408690913371	0	2	5	3	3	3	2	3	4	5	6	5	6	5	4	4	6	4	8	12	5	8	4	6	2	6	12	8	9	5	7	8	5	8	6	12	9	9	11	10	9	9	9	13	9	11	11	10	7	10	8	10	13	11	7	15	12	9	10	8	12	11	11	12	13	13	12	14	15	15	11	11	12	15	18	14	18	0	1	15	2	1	25	1	7	4	16	2	4	16	8	2	6	23	7	23	72	7	55	5	7	1	7	47	12	11	6	26	21	5	17	23	63	51	49	48	32	55	19	30	71	24	59	60	22	11	49	2	22	13	38	4	68	62	28	38	55	38	29	52	45	59	72	54	47	38	53	43	48	43	27	51	53	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-233.665563318014762	-242.716406698466102	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.912644718887044	-1	0	6	5	5	2	2	3	3	5	7	5	7	4	5	4	6	3	8	12	6	5	7	6	7	8	15	7	9	7	9	8	8	7	10	10	10	11	7	9	7	8	13	12	10	8	9	9	9	9	10	10	10	9	10	14	8	10	11	13	13	10	12	11	11	14	13	12	11	12	12	11	12	16	16	14	18	0	1	22	7	16	2	2	7	6	7	22	8	24	7	7	2	14	1	5	38	4	6	24	16	4	15	72	10	33	12	32	15	4	17	57	32	40	48	21	34	3	21	20	58	32	10	3	12	41	19	28	26	48	42	17	61	3	46	13	37	65	49	23	62	19	73	38	36	11	53	39	50	54	61	44	43	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-239.222286487748534	-248.273129868199874	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990277012833825	0	1	1	6	4	2	3	3	2	4	7	5	6	5	4	3	6	6	7	13	5	6	6	3	2	8	14	7	9	7	8	6	8	6	10	13	8	8	10	10	11	10	11	13	9	7	10	9	7	10	10	11	11	11	10	13	12	10	9	13	12	10	13	11	11	11	13	12	15	13	16	13	12	16	15	10	13	0	1	1	14	3	2	3	3	3	9	18	5	10	6	9	25	21	21	5	61	5	14	5	25	2	32	46	32	12	21	11	12	49	3	13	66	23	11	37	33	48	22	45	19	4	13	59	23	23	11	17	58	42	48	38	42	55	49	49	42	26	11	53	62	39	42	41	14	44	66	44	73	52	70	61	17	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-227.292995527274456	-236.343838907725797	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999642003912952	-3	1	6	6	5	3	3	3	1	5	7	5	5	4	4	5	4	5	7	11	5	8	7	7	4	8	7	6	5	7	8	7	10	8	12	12	9	10	10	10	12	8	11	11	10	10	10	9	5	11	9	11	12	9	11	14	12	10	7	13	9	10	13	14	12	13	11	14	15	11	13	12	14	16	12	15	17	0	1	16	13	9	2	2	9	1	7	17	17	7	2	2	25	8	6	25	58	6	19	21	28	6	49	49	12	15	3	18	10	42	4	54	33	30	61	42	51	33	19	40	26	3	23	12	42	15	48	4	30	58	59	19	58	46	22	29	43	24	28	53	60	46	43	47	33	66	45	45	42	20	60	20	63	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-220.887772652938139	-229.938616033389479	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969890137591434	-1	2	6	3	3	2	3	3	4	5	6	4	4	1	3	4	2	5	8	14	5	8	6	5	7	8	13	5	7	8	7	8	8	6	11	8	10	11	9	10	11	8	11	14	9	10	9	9	8	7	9	9	13	12	12	15	14	11	10	13	12	10	12	14	12	11	12	14	15	14	16	10	12	16	17	14	17	0	1	18	14	2	1	14	6	4	8	16	15	6	1	1	4	1	16	25	27	7	34	17	7	24	11	51	13	10	34	21	24	3	13	22	50	26	48	3	49	46	34	59	39	31	19	31	29	23	18	34	30	38	48	42	36	73	47	29	40	46	48	19	60	51	59	62	47	57	55	57	51	19	20	56	65	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-238.539935822841784	-247.590779203293124	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993598295414961	0	1	5	6	5	3	2	2	2	4	8	4	6	3	3	5	2	3	5	13	5	5	7	6	7	7	15	7	8	8	9	6	10	7	9	10	9	9	11	10	11	9	13	13	6	9	6	9	7	8	8	9	12	10	9	15	11	11	8	10	13	12	9	10	11	12	13	14	10	14	16	12	14	14	17	15	18	0	1	1	14	10	17	2	1	1	7	18	9	7	8	8	18	2	1	15	72	14	10	9	16	19	24	44	22	4	4	34	12	21	19	30	2	34	47	37	38	38	26	37	62	18	34	21	50	13	23	22	12	55	59	45	53	36	29	25	51	57	41	51	23	38	65	54	66	55	58	68	65	63	39	44	60	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-228.922627267554816	-237.973470648006156	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999343978685402	0	2	6	5	1	3	2	3	2	4	5	3	6	3	5	5	5	6	7	12	5	6	5	7	8	8	15	7	8	7	9	7	9	7	11	10	7	11	11	9	10	10	12	9	11	10	9	9	9	11	10	10	13	8	10	14	14	10	9	8	13	12	13	10	11	14	11	14	14	13	15	12	12	14	15	16	15	0	1	9	2	1	5	1	2	5	14	6	1	21	9	12	14	6	6	15	41	8	17	14	18	24	24	48	23	22	15	28	22	60	4	36	26	17	49	42	60	19	49	3	37	33	12	60	18	21	29	29	31	49	24	33	73	72	11	24	24	72	42	50	31	34	43	13	45	63	67	36	55	59	73	43	58	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-241.387462006070393	-250.438305386521733	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963976117105471	-1	1	6	6	5	4	1	3	4	4	8	2	3	5	4	2	4	5	6	12	5	7	8	6	7	8	11	7	4	6	8	8	9	7	11	13	10	10	10	9	10	10	12	9	11	10	9	7	9	9	9	4	10	10	10	14	14	7	11	13	13	12	12	13	13	14	12	15	15	11	14	13	13	18	16	12	16	0	1	21	29	8	1	1	7	7	13	48	7	7	8	13	1	8	17	10	40	17	52	6	16	24	18	18	8	8	52	29	4	32	18	40	62	26	24	33	32	28	51	55	26	26	52	48	24	15	28	32	12	44	4	23	4	41	29	33	37	44	27	27	67	59	50	55	73	65	46	70	35	70	61	35	33	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-231.031523485218287	-240.082366865669627	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987644990140334	-1	1	5	3	3	3	3	4	4	5	8	2	6	4	5	4	3	3	6	12	5	8	7	7	6	8	13	7	10	8	9	9	10	7	9	12	9	9	10	8	10	10	12	14	11	7	10	7	10	4	5	10	12	9	10	14	13	9	11	11	11	11	13	13	12	14	11	11	15	14	13	11	13	12	18	14	17	0	1	2	2	12	12	2	5	6	12	25	2	2	7	17	6	2	2	14	39	5	3	25	2	50	51	20	16	3	23	15	28	58	14	26	62	28	26	26	24	24	35	47	34	49	3	40	16	46	4	50	25	72	30	30	72	74	51	58	32	26	35	59	20	68	53	11	11	36	63	40	35	11	41	77	73	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-240.723153078209265	-249.773996458660605	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993219585420687	-1	2	5	5	5	2	1	4	3	4	8	2	7	5	3	4	6	5	8	12	5	8	7	5	8	6	8	5	10	4	7	9	9	8	12	11	6	10	10	8	11	7	10	12	9	10	10	6	9	8	10	9	13	12	12	13	13	8	9	11	12	11	13	10	11	14	13	11	16	13	15	12	14	14	15	12	13	0	1	10	8	15	7	1	2	7	9	48	7	18	9	12	15	7	8	37	33	2	17	14	16	23	16	42	16	32	9	21	34	40	23	49	49	7	24	25	42	49	24	25	25	31	52	40	4	22	26	4	31	59	43	27	64	76	13	4	4	29	27	46	33	14	35	44	33	74	17	56	19	61	46	72	11	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-239.317671335094076	-248.368514715545416	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999317491150414	-1	2	6	5	2	4	0	3	2	4	5	4	7	3	2	3	6	5	4	14	6	6	7	5	8	8	14	6	10	4	8	4	10	1	11	12	9	9	11	10	11	8	11	13	11	10	10	10	10	11	8	11	13	8	12	14	14	9	8	12	13	10	6	13	12	14	11	13	15	11	14	8	11	18	13	13	17	0	1	4	9	34	16	1	2	34	2	16	5	19	5	34	15	16	7	9	70	30	18	28	32	3	3	44	9	24	9	32	34	26	1	54	47	13	31	17	25	58	32	58	47	63	38	54	42	31	48	21	38	49	9	51	52	60	13	28	37	47	38	14	46	45	68	31	36	53	33	68	3	62	57	50	26	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-217.482383368482971	-226.533226748934311	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993114745867696	0	2	6	4	5	3	2	3	3	4	7	4	3	5	5	4	4	5	8	12	5	7	7	7	7	6	13	8	10	7	9	6	8	5	7	11	8	10	8	10	10	9	12	14	11	11	9	10	9	10	5	11	13	12	12	14	13	7	11	12	12	11	13	13	11	14	12	15	15	13	16	10	9	17	16	13	17	0	1	13	2	8	2	1	1	1	7	3	2	2	13	13	6	2	13	14	46	13	3	34	14	34	16	41	16	49	21	25	34	58	12	18	49	26	39	22	37	58	3	50	55	49	50	35	21	33	39	6	41	11	36	48	62	40	51	58	50	48	49	41	48	38	67	47	23	45	65	66	35	24	75	67	19	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-243.424685617938337	-252.475528998389677	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974414492629326	-1	1	5	4	5	4	3	2	2	2	8	4	3	5	4	4	6	6	8	10	3	5	7	7	7	7	12	5	9	2	8	7	7	7	12	13	8	11	11	8	9	10	12	12	9	11	11	10	9	10	10	8	13	4	12	13	10	9	11	12	12	10	11	10	11	15	12	13	14	13	14	11	12	15	15	5	17	0	1	7	7	21	8	8	2	1	2	34	1	2	13	7	9	5	28	25	41	2	15	14	76	5	76	72	12	31	2	25	16	9	28	38	64	24	42	41	32	17	24	72	72	4	58	50	31	25	17	26	23	57	30	63	52	29	52	31	31	46	24	33	76	11	43	42	67	38	35	51	64	48	61	55	16	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-239.983034528556630	-249.033877909007970	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997308506978131	0	1	5	6	5	2	2	4	2	5	4	4	6	5	4	5	6	6	8	13	3	7	6	5	3	6	14	3	10	5	9	6	7	8	12	13	10	10	11	6	11	7	12	14	9	8	10	9	9	10	9	8	14	11	11	15	12	10	10	11	10	11	12	13	11	13	9	15	11	11	15	11	13	18	14	11	17	0	1	6	7	21	2	1	7	1	28	25	25	25	12	9	9	28	8	40	30	2	32	12	12	6	25	20	2	49	9	22	10	11	18	49	39	49	18	26	15	59	24	58	41	15	40	67	32	4	13	17	3	46	48	49	76	61	42	52	33	40	38	58	43	38	45	19	62	58	19	47	51	65	71	69	47	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-229.219575011864691	-238.270418392316031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991221024614079	-2	1	5	5	5	4	3	4	3	2	7	3	7	5	4	2	4	6	7	13	6	8	8	7	8	8	14	6	9	6	6	8	10	7	12	12	10	9	11	8	12	9	9	13	10	8	10	10	10	11	6	9	14	12	10	12	14	10	10	12	13	9	11	12	10	11	12	11	16	15	11	12	12	16	16	9	18	0	1	7	16	15	7	16	9	2	2	5	2	31	6	10	2	12	17	30	50	16	21	21	4	30	34	72	17	32	5	8	34	42	4	33	49	26	32	46	7	59	1	40	45	29	11	28	25	19	48	14	3	44	33	52	63	72	25	23	24	35	28	45	37	29	5	66	62	20	61	59	42	63	72	59	28	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-238.059528001397496	-247.110371381848836	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966940910899724	0	1	5	6	5	3	2	3	4	5	7	2	4	4	4	3	6	6	7	12	6	6	6	6	7	8	14	7	8	7	8	8	9	8	11	7	7	11	8	9	9	9	10	12	11	7	9	10	10	10	10	11	10	10	9	13	13	8	10	8	12	11	13	11	12	13	12	15	12	15	16	12	9	11	13	11	18	0	1	14	3	6	2	2	12	7	12	5	2	12	8	6	1	13	15	21	43	1	14	5	3	18	9	35	24	22	5	13	24	29	17	4	16	4	29	10	19	24	19	26	54	58	17	37	58	34	31	41	10	25	32	30	43	74	25	55	21	59	51	76	58	35	55	39	45	42	56	20	64	23	37	62	34	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-217.229173942897091	-226.280017323348432	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986176188816169	0	2	6	6	5	3	3	4	2	5	6	4	6	4	5	4	6	5	5	13	6	7	8	6	7	6	14	5	10	7	8	6	9	8	10	12	10	10	11	8	11	9	11	13	9	8	9	8	9	10	7	10	13	11	12	15	13	11	9	13	11	11	12	13	13	14	12	14	16	13	17	12	13	18	16	14	17	0	1	5	12	2	2	2	9	1	6	6	9	18	7	7	1	28	6	14	43	28	10	4	8	14	28	72	9	28	15	26	18	32	51	40	54	46	23	47	6	21	24	31	58	30	28	51	4	5	40	5	47	61	11	45	66	37	48	12	43	28	35	50	63	38	70	29	45	67	22	36	51	41	75	63	54	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-229.212203065616393	-238.263046446067733	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998676344628711	0	1	5	5	5	2	2	4	2	4	6	4	7	3	5	4	3	6	7	11	5	7	5	7	8	6	13	6	9	4	9	7	10	8	11	11	7	10	9	8	11	10	12	13	11	8	9	8	10	11	10	7	12	10	11	13	9	10	10	10	12	9	13	12	9	12	12	14	15	12	17	13	14	14	14	16	9	0	1	9	7	7	1	1	9	2	17	3	6	21	9	1	2	1	17	21	47	2	6	17	5	12	23	70	4	24	9	18	16	46	32	19	57	3	25	46	11	54	34	51	70	33	16	37	37	46	22	65	18	59	29	54	45	34	46	46	46	38	37	59	41	37	77	59	56	43	58	43	41	42	43	33	63	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-226.913081324248395	-235.963924704699735	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985630239974587	0	1	5	6	4	2	3	1	2	5	6	4	6	2	5	3	5	5	8	6	4	8	8	3	8	6	13	8	10	8	9	7	6	5	10	12	8	10	11	6	9	8	7	12	11	11	10	9	10	9	8	10	13	12	11	14	12	11	10	13	9	10	12	12	11	14	11	14	14	15	15	11	13	14	13	14	15	0	1	14	12	14	2	14	1	8	16	12	9	12	2	21	6	16	16	32	7	2	26	33	6	43	12	57	33	50	32	10	17	24	9	28	46	18	37	49	5	26	12	18	45	61	26	22	19	51	43	4	61	52	48	28	53	55	41	48	39	32	22	39	31	49	72	25	29	63	54	60	41	35	58	47	75	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-238.620152451406199	-247.670995831857539	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993654832397135	-2	1	6	5	4	3	1	3	2	5	8	5	6	0	4	4	6	4	6	13	5	7	7	4	5	7	14	2	8	6	7	8	8	6	10	13	9	11	9	9	12	9	12	10	10	11	10	8	9	11	10	11	14	12	11	8	13	10	8	13	11	11	9	13	6	12	11	9	16	13	15	11	11	17	17	14	16	0	14	12	8	7	28	1	9	7	9	34	6	10	1	9	9	16	28	5	62	6	6	8	9	5	24	67	7	4	16	18	13	30	4	56	55	59	39	30	22	26	22	49	22	33	37	39	6	59	51	23	47	46	38	44	13	33	31	65	38	29	3	2	31	16	61	68	32	27	55	57	35	58	3	71	72	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
