step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
14500	-360.254699521329655	-358.834969715184116	-1.419729806145543	0.000108587076674	0.000040287274160	0.371013525681586	0.571640979059653	0	5	3	6	7	9	8	8	10	9	9	9	11	10	10	9	10	14	10	11	12	12	12	12	12	12	14	12	13	15	14	15	16	14	18	18	19	21	20	18	22	22	19	22	22	25	24	24	24	25	25	26	28	28	29	29	0	3	1	1	2	4	0	5	16	2	5	5	14	7	0	5	0	8	2	10	13	4	8	6	19	0	28	3	22	34	25	22	24	24	30	34	0	35	35	34	39	38	36	34	39	0	36	34	36	38	0	36	34	48	48	33	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	5	2	1	1	3	2	1	1	1	1	5	1	1	2	2	2	1	1	2	1	2	1	3	1	1	1	3	1	1	2	5	3	1	1	3	6	2	2	7
15000	-362.803716859153326	-361.194383014829725	-1.609333844323628	0.000092200451555	0.000021763496008	0.236045438400247	0.533545222093122	-1	5	3	7	8	9	8	8	10	7	8	9	13	10	7	9	11	13	10	12	12	11	13	11	12	12	13	14	14	13	13	15	15	15	18	17	19	21	19	19	23	21	22	22	20	23	25	21	23	25	24	26	28	28	28	29	0	1	1	2	4	4	0	2	16	2	2	4	7	7	0	5	0	8	6	22	15	5	8	2	6	0	19	24	16	24	19	29	30	30	28	34	0	35	36	36	39	24	48	28	36	0	48	36	45	38	0	42	35	38	41	35	1	3	2	1	1	1	1	3	1	2	2	1	2	1	1	1	1	2	1	1	2	3	2	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	2	3	4	1	4	1	1	2	2	2	2	1	2	4	4	2	5
15500	-341.790525007669771	-340.334531313456012	-1.455993694213788	0.000126703695730	0.000041847231317	0.330276327583393	0.560532954605572	-1	5	2	6	7	10	7	8	11	8	9	8	11	11	10	10	10	13	11	11	12	12	10	12	11	11	14	13	13	16	12	16	16	15	18	17	19	20	20	20	23	20	19	22	22	23	24	24	23	23	25	25	27	29	29	29	0	1	1	2	4	4	0	4	16	2	2	4	7	7	0	12	0	8	11	6	15	16	4	2	12	0	19	24	16	18	25	29	18	28	36	28	0	35	33	30	33	30	33	38	42	0	43	38	42	38	0	42	41	53	52	53	1	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	3	2	1	2	1	1	3	1	1	2	1	1	2	1	2	2	1	3	2	2	2	1	1	2	3	2	1	1	2	2	1	2	1
16000	-351.983833709109604	-350.565554079605249	-1.418279629504365	0.000100167977631	0.000037361707825	0.372990537579521	0.587978184851718	0	4	2	6	7	7	8	7	10	8	8	10	12	10	8	9	10	11	11	10	12	12	10	13	12	12	15	13	13	16	12	16	15	15	17	18	20	22	20	22	23	20	20	22	21	24	25	25	23	25	25	26	29	28	28	28	0	1	1	2	2	2	0	4	11	2	2	10	7	7	0	10	0	8	6	6	15	16	8	18	19	0	19	4	22	24	19	29	18	18	33	33	0	18	36	36	44	28	30	33	39	0	43	43	45	30	0	38	56	44	52	35	1	1	1	1	2	2	1	1	2	2	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	4	1	2	1	2	2	2	2	1	1	6	1	2	1	3	2	2	1	1	2	2	1	4	1	2	1	2	1	5
16500	-351.244411175054665	-349.602769547821822	-1.641641627232834	0.000122450030905	0.000027342367408	0.223294083353963	0.640939128857091	-1	5	4	6	8	9	8	9	10	8	8	9	12	9	8	8	11	11	10	11	12	12	12	11	11	12	14	13	14	15	14	16	14	16	18	17	20	22	20	21	22	21	22	22	22	24	23	25	23	26	26	25	28	29	28	29	0	1	1	3	4	5	0	5	16	4	4	3	7	7	0	4	0	8	11	12	15	16	24	2	11	0	9	24	22	28	11	29	8	30	33	33	0	28	34	36	39	35	36	36	39	0	36	43	35	38	0	38	41	53	52	39	1	4	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	2	2	2	3	1	2	2	1	4	2	3	1	1	2	2	2	1	3	2	2	2	1	1	2	1	2	5
17000	-385.168915012982950	-383.742006858892069	-1.426908154090878	0.000148675349811	0.000053777538094	0.361711192625442	0.558498591300699	-1	5	3	5	7	10	8	8	11	9	8	9	12	11	10	9	10	12	10	11	13	12	12	12	12	12	14	10	12	14	12	15	15	16	17	18	19	21	20	22	22	21	21	21	22	25	23	25	23	26	25	26	28	27	30	29	0	3	1	1	1	11	0	2	6	8	5	2	7	7	0	8	0	11	2	12	7	16	4	8	12	0	8	8	5	12	5	6	18	24	18	35	0	30	18	36	36	18	34	36	24	0	42	34	39	44	0	35	44	45	41	54	1	1	2	2	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	3	1	5	1	2	1	2	1	2	2	2	3	2	2	3	1	1	3	3	1	2	4	3	3	4	1	1	5	2	2	1	5	3	2	4	1
17500	-352.281029947852801	-350.920059173552204	-1.360970774300606	0.000107346121255	0.000059903803282	0.558043481980716	0.612460133986432	-2	4	3	7	7	8	8	8	10	9	9	9	12	10	8	10	8	13	11	11	10	12	13	10	13	12	13	13	14	16	13	16	15	16	17	18	20	21	21	20	22	19	22	21	21	24	24	22	23	24	25	25	28	27	30	28	0	3	1	2	2	2	0	4	6	5	6	4	7	7	0	4	0	8	11	4	15	16	8	8	4	0	11	24	4	33	11	20	28	24	33	33	0	34	36	36	42	34	30	36	34	0	48	38	38	41	0	38	54	38	52	38	1	1	3	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	3	1	2	2	1	3	2	1	1	3	1	1	1	2	3	1	2	1	2	1	2	1	1	2	1	3	2	2
18000	-368.309575443774861	-366.837694943617294	-1.471880500157583	0.000128279588400	0.000040553528190	0.316133912618069	0.519116211275961	-2	4	3	6	7	10	8	8	11	8	9	9	11	10	9	9	9	12	11	12	12	12	13	12	12	12	15	14	13	14	13	16	15	15	17	17	18	21	20	20	23	21	21	23	22	23	25	24	23	23	25	26	26	28	29	26	0	1	1	3	2	16	0	4	5	4	4	5	7	7	0	4	0	8	4	16	7	5	16	16	9	0	20	24	18	19	9	22	5	19	28	8	0	28	35	34	42	39	34	38	39	0	44	36	33	39	0	42	41	48	49	38	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	3	3	2	2	1	1	2	1	1	2	1	2	3	3	1	3	1	4	1	2	1	1	3	1	1	1	1	4	3	2	1	2	1	2	2	3
18500	-348.246561857269739	-346.750832034724453	-1.495729822545284	0.000115635052977	0.000034420975607	0.297669043429825	0.652315023158758	-3	1	3	7	7	9	8	8	11	9	9	9	13	10	9	9	11	11	10	11	11	11	13	12	12	12	14	14	13	14	14	17	16	14	17	15	19	21	19	18	23	20	21	22	22	23	25	25	23	26	24	26	28	26	28	29	0	1	2	3	2	5	0	2	16	4	4	5	21	7	0	5	0	6	11	6	14	16	8	4	8	0	25	18	22	24	22	29	28	24	33	24	0	35	35	34	35	39	36	34	39	0	44	38	39	49	0	38	41	45	42	54	1	1	1	2	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	3	1	2	4	2	1	2	2	2	2	1	3	3	1	4	2
19000	-345.971372955820357	-344.496840063172328	-1.474532892648051	0.000113635675200	0.000035673725236	0.313930683943932	0.671840761562297	-1	5	2	6	7	8	6	8	11	9	10	8	12	8	10	9	9	13	10	12	12	13	12	11	13	12	13	13	13	15	12	16	15	15	18	17	19	20	21	21	23	22	21	20	22	22	24	25	24	25	25	26	28	25	29	29	0	1	1	1	4	5	0	4	16	2	16	5	7	7	0	4	0	19	6	19	7	9	24	2	6	0	24	24	16	28	2	9	18	18	33	34	0	30	33	35	39	38	36	34	44	0	36	43	45	41	0	42	54	41	52	54	1	3	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	3	2	1	1	1	3	1	2	2	1	1	2	2	1	3	2	2	1	1	2	2	1	1	4	1	2	1	1	2	2	1	1	2
19500	-349.699674958582648	-348.218934244222623	-1.480740714360043	0.000134147814843	0.000041442338702	0.308930404500494	0.630195112536469	0	5	3	5	6	9	8	9	10	9	10	9	12	10	9	8	10	13	10	11	11	12	12	11	12	12	15	13	13	15	10	16	15	16	17	17	18	21	20	20	24	21	20	23	22	25	23	25	23	24	26	26	28	27	30	29	0	1	1	1	1	2	0	2	16	2	4	2	7	7	0	5	0	8	5	12	15	9	6	12	31	0	12	4	11	18	5	19	19	24	33	28	0	33	30	35	49	30	36	43	39	0	43	42	42	38	0	42	38	41	42	54	1	1	1	3	2	2	1	2	1	2	2	2	2	1	1	1	1	2	3	1	1	1	1	1	1	1	3	4	1	1	2	3	2	2	2	2	1	3	2	2	1	3	2	2	1	1	1	2	1	1	1	2	3	1	5	1
20000	-371.287547479856073	-369.840724880485595	-1.446822599370475	0.000185204161189	0.000062839028033	0.339295983577557	0.543075017904463	0	4	3	7	6	10	8	9	11	9	9	8	13	11	9	10	11	13	11	11	13	13	11	12	12	11	14	13	14	15	13	17	15	15	17	18	19	22	20	21	24	22	20	20	21	25	23	23	23	26	24	25	28	27	30	28	0	1	1	2	1	4	0	4	11	12	4	2	7	7	0	5	0	8	5	8	15	10	10	6	6	0	9	8	24	8	4	9	28	24	33	34	0	44	35	35	38	36	36	24	39	0	34	44	45	41	0	42	42	41	44	38	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	3	4	3	1	2	2	2	1	1	2	2	1	2	1	3	1	1	3	2	2	1	1	1	3	1	6	3
20500	-324.809063446532718	-323.366624823386871	-1.442438623145853	0.000108362163460	0.000037262352630	0.343868666339080	0.612053369851648	0	4	4	6	7	10	8	8	10	9	9	9	11	10	8	9	10	14	10	10	11	12	12	12	11	13	15	14	14	15	13	16	15	15	17	18	20	20	19	21	23	21	20	20	22	24	24	25	23	25	26	27	29	27	30	28	0	1	1	2	2	16	0	2	4	4	4	4	7	7	0	5	0	6	11	12	15	25	9	6	8	0	31	8	9	18	11	29	24	24	30	33	0	35	35	44	38	33	36	33	33	0	43	45	39	42	0	42	41	41	52	54	1	2	2	1	2	1	1	3	3	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	3	2	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	3	1	2	1	2	2	1	2	3	2	2	1
21000	-348.473842133573839	-346.630990241588279	-1.842851891985566	0.000115514532832	0.000019289817373	0.166990394194783	0.592127286315421	0	3	3	5	7	9	8	8	11	8	9	9	10	11	7	10	10	12	10	11	12	12	11	12	13	11	15	13	13	15	14	17	14	16	17	17	19	21	20	20	23	21	20	20	21	24	24	23	24	24	24	26	28	25	30	28	0	1	1	2	2	4	0	4	8	4	8	5	7	7	0	5	0	8	5	6	13	16	6	23	6	0	25	24	16	18	6	22	28	33	33	34	0	30	34	34	30	35	35	30	39	0	44	43	45	33	0	38	41	38	52	54	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	3	1	2	2	1	1	3	1	2	4	2	3	3	1	1	1	2	2	4	1	2	2	2	2	1
21500	-371.841766456750292	-370.387863192646989	-1.453903264103331	0.000127863263026	0.000042485324220	0.332271547074806	0.571884666130268	0	3	2	4	7	9	7	9	11	8	10	9	12	11	9	10	9	13	10	11	13	12	11	13	12	11	14	13	12	15	14	16	15	16	16	17	18	20	19	21	22	21	21	22	22	24	24	24	24	25	24	26	29	27	28	28	0	1	1	1	4	4	0	5	4	4	2	2	7	7	0	4	0	8	6	6	7	16	8	8	19	0	25	16	6	18	16	16	6	24	30	35	0	35	33	28	34	35	36	30	39	0	41	39	38	44	0	39	54	40	52	41	1	2	1	1	1	3	1	1	2	2	4	3	2	2	1	2	1	2	1	2	4	1	1	1	1	1	1	3	2	1	2	4	2	2	1	1	1	2	1	5	2	2	2	4	2	1	1	3	2	2	1	2	1	3	1	2
22000	-341.281876294592905	-339.677029512928982	-1.604846781663948	0.000113469871399	0.000026998966659	0.237939519331626	0.578338159795055	-2	4	2	6	8	9	7	8	11	9	8	9	11	9	9	9	10	13	11	10	12	12	11	11	11	13	14	13	13	16	13	16	15	15	18	17	19	20	20	20	24	21	21	23	23	24	25	24	24	26	25	23	28	27	30	28	0	1	1	2	4	4	0	4	16	4	2	4	15	7	0	5	0	23	10	6	15	16	16	8	11	0	25	22	16	28	19	29	24	28	30	34	0	35	35	36	38	24	30	43	36	0	48	43	39	39	0	42	54	39	41	54	1	3	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	2	1	1	2	1	1	4	3	1	3	1	1	2	2	3	1	1	1	2	2	1
22500	-341.548303934817056	-340.077619339445960	-1.470684595371082	0.000128486630873	0.000040748379857	0.317141009770758	0.671330752055583	0	5	2	6	7	9	6	9	9	8	10	9	13	10	9	10	10	12	8	12	12	12	12	12	12	11	14	13	14	15	13	16	14	16	17	17	19	21	20	20	24	21	20	22	22	25	23	23	23	26	23	26	28	26	28	28	0	1	1	2	4	19	0	4	19	2	5	4	7	7	0	9	0	8	2	16	7	9	5	8	11	0	12	8	22	23	11	29	23	33	33	33	0	35	36	36	49	35	36	40	34	0	43	36	36	39	0	38	54	45	45	54	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	3	1	2	2	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	2	1	2	2	1	3	1	1	3	3	2	1	3	1	2	3	1
23000	-365.580830820657241	-363.964341248000380	-1.616489572656843	0.000106785631114	0.000024890712208	0.233090463097394	0.578129851904532	0	5	2	6	7	10	8	9	9	8	8	10	12	10	8	9	11	12	8	11	12	12	13	11	11	11	14	14	14	14	13	16	15	13	17	17	18	20	21	22	24	21	21	23	21	24	23	25	24	24	25	25	29	27	29	29	0	1	1	1	1	11	0	5	11	2	5	1	7	7	0	2	0	6	5	9	15	6	24	5	19	0	11	24	22	24	22	29	34	24	33	33	0	33	38	36	45	36	36	24	33	0	36	42	45	35	0	38	49	49	42	54	1	2	1	3	3	1	1	2	1	2	1	4	2	2	1	3	1	1	1	1	2	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	6	3	1	3	3	2	3	1	3	2	1	3	1
23500	-350.759465267533528	-349.152692275838660	-1.606772991694871	0.000084393658234	0.000020011631471	0.237122455524520	0.554103542979926	-1	4	3	6	7	9	7	7	10	6	9	9	10	10	9	9	9	11	10	12	13	13	13	12	13	12	15	14	11	15	12	16	15	14	18	17	19	21	20	21	23	22	20	22	21	25	25	24	24	25	26	26	27	27	30	29	0	1	1	2	4	8	0	2	16	2	5	4	7	7	0	4	0	9	11	8	15	12	8	8	6	0	11	24	2	18	11	6	6	24	30	34	0	24	33	36	36	35	36	36	35	0	48	43	45	38	0	42	38	41	52	54	1	3	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	2	2	3	4	2	2	1	2	1	4	2	2	3	2	1	1	2	1	4	3	2	3	1	2	2	1	1	1	2	2	2	1	2	2	2	2	1
24000	-326.968494929188921	-325.499442912153825	-1.469052017035114	0.000130116442450	0.000041445985917	0.318529965441344	0.737710944282030	-1	5	0	7	7	9	8	8	11	9	9	9	11	9	8	9	11	13	10	10	12	12	11	13	12	12	14	13	13	16	13	16	14	16	17	18	18	22	21	21	23	22	20	22	23	24	22	25	24	23	25	25	28	29	29	27	0	1	1	2	2	4	0	5	16	5	4	4	7	7	0	5	0	6	11	12	15	5	8	8	19	0	22	23	5	33	25	29	24	33	33	34	0	35	35	34	43	39	34	43	38	0	43	41	38	38	0	39	41	56	42	38	1	4	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	3	2
24500	-340.381748662759890	-338.998542424333152	-1.383206238426766	0.000107732243228	0.000047121363301	0.437393317813826	0.598475167729919	-1	5	2	7	7	9	8	9	10	9	9	9	12	11	9	9	10	13	10	11	13	12	13	12	11	12	14	13	12	15	12	16	14	16	17	18	18	21	20	22	21	21	21	22	22	24	24	24	24	25	25	26	29	27	29	28	0	1	1	2	3	1	0	4	4	5	4	4	7	7	0	5	0	4	4	12	15	16	4	8	12	0	19	5	25	18	19	16	18	24	24	34	0	35	30	36	34	35	36	36	39	0	43	44	45	35	0	47	54	50	50	50	1	2	1	1	2	5	1	1	2	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2	1	1	2	3	1	1	1	3	1	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	1	4	1	1	1	1	2	2
25000	-334.812042735441594	-333.364828317487252	-1.447214417954331	0.000113052582899	0.000038313063832	0.338895961946110	0.639861534467669	-1	5	2	6	7	9	9	8	8	9	9	8	11	10	10	10	10	13	11	9	13	12	11	12	12	13	15	14	14	15	13	16	16	15	18	17	19	22	20	22	23	20	20	23	22	24	24	25	24	25	24	26	28	26	29	27	0	1	1	2	4	5	0	4	4	4	4	4	7	7	0	9	0	25	12	12	7	16	8	6	11	0	19	8	22	18	25	2	30	24	33	34	0	35	33	33	42	35	35	42	39	0	43	43	45	41	0	33	54	39	42	54	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	3	1	1	1	4	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	1	1	3	1	3	6	1
25500	-360.598671292445658	-359.174205846632731	-1.424465445812918	0.000100098827215	0.000036515148337	0.364790970610803	0.534071290942555	-2	4	3	6	7	9	8	9	11	9	9	10	10	10	9	9	9	13	10	10	12	12	12	13	11	12	15	12	12	15	12	17	16	15	17	18	18	21	19	20	21	21	21	20	22	24	24	24	24	25	25	25	27	27	29	28	0	1	1	2	4	5	0	4	6	5	4	4	7	7	0	5	0	12	4	4	15	16	8	6	6	0	19	8	16	28	19	12	8	6	30	35	0	35	36	36	30	35	36	36	35	0	36	45	38	42	0	42	38	30	50	54	1	3	3	2	1	2	1	2	1	1	1	2	2	1	1	1	1	2	3	2	2	1	1	2	1	1	2	1	2	2	1	3	4	3	2	1	1	2	1	1	3	2	2	1	3	1	2	2	1	2	1	2	2	5	2	1
26000	-382.795201791184411	-381.323645844013583	-1.471555947170833	0.000155102667220	0.000049075472078	0.316406371065103	0.504511225393423	0	4	3	6	7	10	8	8	10	9	10	8	12	10	8	9	10	13	11	10	12	12	11	11	12	12	15	12	13	15	14	15	16	15	18	18	18	22	21	21	24	22	21	21	23	23	25	24	21	24	26	25	29	27	27	29	0	1	1	2	1	8	0	4	12	4	8	4	7	7	0	4	0	4	5	8	14	9	8	5	23	0	18	9	8	6	11	16	24	2	32	32	0	35	36	18	45	36	30	30	49	0	36	38	36	42	0	40	45	47	47	40	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	4	2	1	1	1	2	2	1	1	1	2	3	2	2	5	2	4	1	2	1	2	1	4	1	3	3	2	1	1	3	1	2	1	1	4	2	1	1	3
26500	-375.502267048523436	-374.063284486168811	-1.438982562354620	0.000179138990191	0.000062269736682	0.347605714509764	0.443492862677287	0	4	3	6	8	9	6	8	11	8	9	9	12	10	7	10	10	13	10	11	12	11	11	11	13	12	14	13	13	15	13	15	15	15	17	17	20	20	19	21	21	20	21	22	22	23	23	24	23	25	25	26	27	27	30	28	0	3	1	1	1	8	0	2	6	2	2	2	15	7	0	6	0	20	6	8	7	16	6	11	19	0	22	24	9	24	11	16	24	24	27	18	0	12	35	39	24	35	18	36	39	0	27	36	27	45	0	48	47	33	53	53	1	1	2	3	4	1	1	2	1	2	2	2	3	2	1	1	1	1	1	2	4	1	1	1	2	1	2	1	1	2	2	2	2	3	1	2	1	5	1	1	4	1	5	3	2	1	6	4	3	1	1	1	2	4	1	1
27000	-362.459758350737900	-360.978794239417539	-1.480964111320346	0.000158698828203	0.000048998957750	0.308754376478043	0.592005586495669	0	5	3	6	7	8	8	7	10	9	8	9	12	11	8	9	9	13	10	11	13	12	12	10	12	10	14	12	11	15	12	16	14	14	17	16	19	22	20	21	22	21	21	19	22	25	24	25	23	25	24	26	27	28	28	28	0	1	1	3	1	4	0	2	16	4	1	4	7	7	0	4	0	28	6	12	15	16	6	6	9	0	6	24	5	23	19	29	28	28	28	34	0	18	33	36	42	39	44	30	33	0	39	39	40	49	0	38	45	45	53	45	1	2	1	2	3	1	1	1	1	2	3	2	2	1	1	1	1	1	1	1	3	2	2	2	1	1	3	1	2	2	1	2	1	1	2	1	1	4	3	2	1	1	1	2	5	1	2	2	1	1	1	2	2	4	1	3
27500	-397.791178885924978	-396.322316572318869	-1.468862313606113	0.000155577027493	0.000049581221491	0.318692433519687	0.521190987322790	0	5	3	6	7	10	8	9	10	8	7	9	11	10	10	9	10	13	11	11	13	11	12	12	11	12	15	12	12	15	13	16	15	14	17	18	20	20	19	21	23	22	21	23	22	23	24	24	23	25	24	27	28	28	26	28	0	1	1	3	2	8	0	5	5	5	3	5	15	7	0	5	0	8	8	6	7	16	4	12	16	0	19	2	9	4	5	16	18	23	25	18	0	34	8	34	43	28	34	38	35	0	39	43	45	45	0	41	50	38	43	50	1	2	3	1	1	1	1	2	1	1	3	2	1	1	1	1	1	3	1	1	3	1	3	2	1	1	2	4	2	5	3	4	1	1	3	3	1	3	6	3	1	6	3	2	2	1	3	3	1	2	1	2	2	4	3	2
28000	-346.787366057597183	-345.297862302335318	-1.489503755261884	0.000108589079707	0.000032817375109	0.302216163888383	0.512407262966932	-1	4	2	6	7	10	6	9	9	8	9	8	12	10	10	10	11	12	10	11	12	11	11	13	12	13	14	13	13	16	12	16	15	15	18	18	20	20	20	20	23	21	21	22	21	23	24	25	23	25	26	26	28	27	29	28	0	3	1	1	1	12	0	2	12	4	5	2	7	7	0	9	0	8	11	12	15	16	8	8	11	0	12	18	8	24	11	29	24	24	33	34	0	34	33	36	39	33	35	39	39	0	43	30	39	39	0	38	38	42	52	30	1	1	2	3	2	1	1	2	1	1	1	3	2	3	1	1	1	1	1	2	1	1	1	2	2	1	3	1	2	2	2	2	1	1	2	2	1	2	2	1	2	3	1	1	1	1	2	5	2	3	1	2	3	2	2	6
28500	-328.454467663670130	-327.000560770822347	-1.453906892847761	0.000140042685259	0.000046531710483	0.332268053818710	0.666406678745949	0	4	4	6	7	10	8	8	11	8	10	9	12	10	9	8	11	13	9	12	12	10	12	13	12	11	14	13	13	14	13	17	15	15	17	17	18	20	21	21	23	20	21	23	22	25	25	23	23	25	25	26	28	27	29	28	0	1	1	2	4	4	0	5	10	2	19	5	7	7	0	4	0	25	5	6	15	16	8	10	19	0	11	8	22	23	25	27	30	30	33	34	0	30	35	36	36	36	36	38	35	0	38	39	39	41	0	38	47	41	53	39	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	2	3	2	1	1	1	1	1	1	1	1	2	2	2	3	2	2	2	3	1	2	1	1	2	1	2	2	2	1	3
29000	-365.442045287386179	-364.059888299523152	-1.382156987863054	0.000107341069822	0.000047245785918	0.440146404321782	0.599769674705407	0	5	3	7	8	9	7	8	10	9	9	8	12	11	8	8	11	11	11	10	11	12	12	13	10	12	14	13	14	15	13	17	14	15	17	18	19	21	21	22	22	21	21	22	22	23	23	24	24	26	26	25	29	28	29	26	0	1	1	2	4	5	0	2	5	2	2	2	21	7	0	4	0	20	11	8	15	8	4	8	12	0	22	18	2	18	19	22	22	33	33	33	0	30	33	43	35	35	30	36	36	0	36	33	39	36	0	41	54	56	52	38	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	4	2	2	2	1	1	2	2	1	3	2	1	2	1	4	2	2	1	2	5	1	3	1	3	1	1	1	1
29500	-316.497660322710317	-315.130375673067533	-1.367284649642810	0.000107475213798	0.000053130933744	0.494355227274229	0.655338875699386	0	4	3	5	7	10	8	9	10	8	9	8	12	10	9	9	11	13	10	12	12	12	12	12	12	13	14	14	12	16	14	16	15	16	18	18	18	22	20	21	24	21	21	22	22	24	23	25	24	24	25	25	29	28	28	27	0	1	1	2	4	4	0	4	12	5	5	2	7	7	0	12	0	8	12	12	15	16	8	8	11	0	11	24	12	18	25	29	18	33	33	33	0	35	33	36	42	39	36	34	39	0	43	43	45	39	0	38	54	41	42	52	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	2	1	2	1	2	1	1	4	1
30000	-351.770482171021399	-350.386005369687837	-1.384476801333557	0.000116582536537	0.000050616257416	0.434166719297264	0.529682514139812	-1	5	4	6	7	10	8	8	11	8	10	8	13	10	9	9	10	11	9	12	12	12	12	13	12	12	14	13	13	15	13	16	15	16	18	15	18	20	19	21	23	21	21	21	20	24	25	25	22	25	25	26	28	29	29	27	0	3	1	2	4	4	0	4	4	4	19	4	7	7	0	2	0	8	10	12	15	16	8	18	19	0	11	8	16	6	6	25	24	24	33	28	0	34	33	38	28	34	38	39	34	0	43	43	33	38	0	49	42	33	52	41	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1	2	2	1	3	1	2	1	2	2	1	1	2	1	1	4	4	1	1	1	1	2	2	3	2	1	2	3	6	2	2
