step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
5000	-470.633638964231238	-479.684482344682579	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999883766672327	3	-2	7	7	4	17	18	12	15	16	19	13	24	16	12	21	9	20	11	17	22	21	13	19	28	21	19	19	19	22	23	26	29	35	32	24	34	28	28	21	25	22	21	17	25	24	36	30	33	27	26	25	32	22	24	25	28	27	32	34	40	37	28	32	20	25	30	27	34	35	37	34	35	44	34	30	46	30	37	41	42	37	32	37	43	37	39	50	41	39	49	2	0	2	2	2	19	3	17	19	15	8	4	40	8	4	1	3	9	1	8	7	14	17	9	22	44	10	4	10	11	12	21	13	76	26	44	45	52	46	12	27	44	20	19	21	29	53	16	56	28	29	43	38	15	27	43	54	13	54	38	64	68	41	41	1	16	30	30	68	57	52	18	50	71	83	22	82	36	76	75	71	83	26	48	71	64	30	87	83	56	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-464.881248885044215	-473.932092265495555	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992415634658486	4	-3	6	8	3	14	19	13	14	10	25	17	22	15	16	19	30	18	12	26	26	18	19	22	23	21	22	19	29	25	28	22	26	30	31	22	38	27	30	23	28	30	8	30	24	19	36	27	34	32	25	28	29	26	12	18	27	23	33	37	36	31	30	37	33	28	32	33	34	25	47	32	30	45	37	34	41	33	35	40	41	40	41	40	45	36	40	45	40	40	57	2	0	5	5	2	4	6	3	43	3	56	19	22	3	8	19	13	43	1	25	18	6	6	9	8	15	43	14	46	12	11	6	15	4	38	19	17	7	16	56	40	11	5	45	26	43	33	13	33	39	58	58	11	27	1	19	28	7	40	58	48	40	11	76	33	51	70	57	21	43	69	33	58	65	20	39	65	57	39	58	35	52	44	78	87	78	72	87	86	44	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-462.670628853586777	-471.721472234038117	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967131078131672	2	-2	6	9	4	16	14	12	13	18	22	16	21	18	18	16	25	19	9	17	26	24	18	13	27	20	16	24	24	26	19	26	28	33	26	22	35	28	28	30	27	31	23	27	28	24	31	30	36	26	23	29	25	31	21	22	27	27	31	36	35	35	32	40	36	29	30	35	36	25	36	31	30	42	37	35	45	29	38	35	29	40	40	38	39	41	35	44	40	42	55	2	0	2	1	2	1	3	3	1	4	18	19	9	7	12	1	55	19	5	7	13	6	19	3	7	6	8	23	26	9	12	12	15	73	55	14	78	13	26	21	22	28	14	26	46	26	81	9	17	16	24	43	14	32	24	9	56	56	23	21	44	47	44	72	73	53	26	58	32	56	52	50	55	80	29	39	89	50	73	78	70	71	60	39	44	87	30	83	67	71	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-469.832416620203389	-478.883260000654730	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997821209628883	2	-5	8	10	8	16	10	14	14	16	19	16	20	12	14	17	24	18	17	13	23	18	18	26	22	22	15	23	25	30	25	24	33	31	33	22	29	27	33	22	29	23	22	30	30	20	30	23	34	31	28	25	28	32	25	24	29	30	25	39	40	33	25	34	34	29	39	30	35	25	34	38	34	36	28	33	45	32	33	40	42	45	41	28	47	41	44	39	44	45	44	2	0	1	1	1	1	5	1	3	4	8	14	4	4	5	5	27	4	8	5	8	20	6	22	19	16	3	3	46	48	22	5	55	28	41	8	56	55	12	13	46	27	7	70	63	10	21	8	51	21	55	22	46	51	28	23	28	40	13	71	62	24	12	29	59	46	37	59	50	11	30	41	75	45	43	48	61	51	55	73	31	78	50	55	72	42	64	30	69	72	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-476.159573151216989	-485.210416531668329	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992438114660528	0	-4	5	8	5	12	15	14	13	10	22	14	23	16	11	14	27	19	16	19	28	17	19	26	20	19	22	24	30	26	28	18	29	30	27	26	30	24	26	20	31	19	23	21	26	24	37	24	39	22	28	30	31	28	24	29	26	18	31	43	39	38	33	35	33	31	32	25	32	31	40	37	36	35	23	34	36	35	35	41	42	40	41	41	32	36	47	34	46	38	56	2	0	1	3	2	3	15	3	5	3	15	10	12	5	5	6	68	22	15	4	7	15	1	7	7	16	16	23	68	40	19	19	45	21	11	16	38	20	18	9	51	14	42	7	18	19	17	26	64	10	43	13	13	38	10	25	18	6	17	61	68	63	68	59	68	38	56	26	31	57	75	51	75	54	32	34	17	46	59	64	72	78	77	34	75	41	43	29	61	52	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-466.737907668430751	-475.788751048882091	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991787359794231	2	-1	8	8	7	15	17	12	10	18	22	17	23	18	15	17	22	14	14	24	23	24	21	24	23	20	15	19	26	22	26	25	29	31	32	11	31	20	33	19	28	29	18	27	26	20	33	28	39	31	25	20	26	26	24	26	34	26	28	35	38	29	33	29	34	29	33	31	35	36	36	37	35	42	33	32	36	34	37	35	41	40	41	43	36	40	44	35	48	43	52	2	0	1	2	2	3	19	4	3	1	4	4	43	8	3	3	10	9	9	46	16	10	15	5	6	16	2	36	7	40	14	30	25	54	44	3	25	19	25	27	10	58	1	38	10	14	46	17	63	11	46	6	7	52	28	7	56	7	11	45	42	20	42	51	27	25	64	22	41	62	75	64	42	60	41	51	40	59	34	35	72	66	34	54	24	34	47	34	76	30	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-467.424109673381054	-476.474953053832394	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994278260016526	3	-2	5	7	8	20	17	17	12	18	24	15	22	13	12	18	30	22	16	21	17	19	15	23	26	18	21	19	33	21	28	17	30	35	32	18	32	19	32	26	29	20	21	29	28	25	29	21	29	24	26	20	28	29	17	27	33	27	34	33	42	32	24	35	29	25	31	26	23	28	41	36	33	38	33	25	34	36	28	25	41	39	43	33	37	38	36	46	45	39	47	2	0	2	2	1	8	4	9	4	14	48	5	28	3	2	9	58	7	5	15	14	9	4	32	16	9	16	15	65	21	30	15	13	39	20	4	46	5	76	12	24	21	7	52	42	6	63	23	51	36	26	8	20	20	9	8	65	43	65	28	84	63	19	49	42	55	42	22	42	69	34	54	46	37	25	43	11	43	32	12	40	77	87	26	35	75	47	81	90	84	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-475.836656928367347	-484.887500308818687	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985111812748437	2	-1	4	9	8	16	18	14	17	17	16	13	22	7	15	21	33	20	11	15	25	20	22	23	27	21	14	24	28	23	26	23	25	35	24	22	27	27	34	27	31	27	21	28	26	20	30	31	40	30	24	25	25	29	22	24	30	26	29	31	35	35	33	30	35	26	35	27	34	34	34	29	28	43	31	28	38	26	32	42	37	49	44	33	44	38	45	41	35	43	51	2	0	2	3	1	5	4	19	14	4	8	3	11	3	19	10	42	11	5	4	23	12	6	5	23	6	3	20	22	10	43	18	43	53	7	7	32	24	68	46	21	36	4	66	43	7	11	29	70	28	8	27	5	16	9	16	53	43	9	43	84	59	43	13	78	46	40	28	37	47	56	26	35	60	33	56	59	10	31	60	34	74	62	10	25	25	70	60	59	61	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-459.939239732223825	-468.990083112675165	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989171660054593	1	-4	3	10	9	17	12	14	6	14	20	14	21	18	10	11	30	19	16	20	21	13	12	21	19	24	23	15	21	25	29	22	32	34	30	23	23	28	33	26	25	26	20	28	28	22	32	27	39	33	24	27	28	32	23	19	28	26	23	37	34	31	26	31	26	26	35	37	22	30	38	38	33	38	33	31	39	31	37	36	41	39	44	38	45	38	44	42	45	39	51	2	0	2	1	9	5	1	15	2	3	22	15	16	22	3	3	65	8	4	6	12	2	3	22	23	25	43	9	8	14	26	14	65	64	40	28	14	13	59	29	8	24	6	19	46	10	63	37	34	66	24	41	29	40	11	16	18	20	16	75	52	66	24	25	43	56	51	66	56	53	67	80	42	54	53	55	61	58	64	26	39	76	53	30	82	53	79	61	72	35	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-460.884263890237662	-469.935107270689002	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998208734048766	0	-3	2	4	6	13	9	10	16	17	22	14	21	15	13	18	30	12	12	22	25	13	20	24	19	17	22	20	30	29	29	20	32	36	35	23	31	20	24	15	21	23	16	28	28	25	37	25	32	27	26	28	31	24	14	23	29	23	23	42	39	31	34	32	28	29	34	34	36	32	46	34	30	35	38	35	44	35	39	37	36	39	44	39	44	45	45	41	37	43	46	2	0	2	2	3	7	3	3	22	7	25	18	16	19	7	7	59	5	4	12	55	5	7	9	8	3	43	15	39	59	13	3	44	64	39	40	9	40	28	8	14	43	55	46	28	40	72	42	36	23	36	42	54	40	3	14	23	10	32	63	67	32	54	21	24	42	28	27	73	21	61	73	39	24	53	29	72	27	64	17	37	30	68	81	89	78	82	75	70	68	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-472.780207643799656	-481.831051024250996	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993860793202607	0	-4	7	12	9	16	16	10	14	19	18	16	26	15	2	15	30	18	14	20	16	23	21	20	25	23	25	26	29	21	25	20	28	38	30	26	29	22	30	22	31	21	13	28	32	24	37	29	34	32	26	22	25	33	8	22	27	19	31	41	31	35	25	37	31	28	33	26	35	29	38	38	34	44	38	33	33	32	34	38	40	40	38	41	46	43	41	46	46	29	45	2	0	15	5	15	55	5	1	5	55	4	9	26	3	2	43	40	9	5	14	5	19	8	16	11	18	5	12	42	10	43	11	22	67	27	32	63	4	13	6	36	21	1	32	23	38	25	26	36	18	20	18	19	53	15	19	42	4	44	45	40	37	12	63	10	46	13	16	90	23	70	63	90	64	50	31	36	29	48	69	66	49	37	90	82	41	69	47	34	30	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-460.699132244920918	-469.749975625372258	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988325676833220	-1	-7	2	5	1	13	8	13	17	12	25	8	21	20	13	17	32	16	16	24	25	15	20	25	23	21	23	24	30	28	28	20	31	35	35	21	28	29	31	28	26	34	19	26	21	21	37	29	31	30	22	24	28	28	27	26	27	23	28	41	39	32	30	33	34	23	36	29	34	32	35	37	26	41	37	24	45	28	37	37	36	44	40	33	42	35	43	45	41	34	45	2	0	2	5	2	4	2	3	12	4	14	3	43	6	12	15	51	3	15	45	22	1	22	51	19	9	16	45	52	51	46	8	30	68	53	8	27	25	58	25	36	59	15	15	10	19	55	18	43	76	18	16	24	20	14	26	66	18	24	48	29	44	28	73	63	18	56	9	37	41	24	35	45	62	17	18	83	51	49	62	29	90	38	20	37	55	33	47	80	23	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-473.604692326893655	-482.655535707344995	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988990186638906	2	-5	2	6	2	15	16	13	8	14	25	10	21	17	11	12	29	18	16	21	17	14	20	22	27	14	15	20	25	26	23	22	28	33	25	20	32	29	30	22	27	27	19	18	23	17	27	27	40	30	28	26	20	29	18	24	32	24	30	42	39	36	33	27	32	29	37	33	35	34	41	32	29	43	36	33	43	30	38	41	42	32	40	37	35	40	49	37	37	36	51	2	0	2	5	2	1	9	3	3	4	7	4	43	15	4	1	44	10	12	18	26	5	22	7	53	12	4	10	27	28	22	9	22	11	14	26	66	42	30	21	7	7	22	10	23	3	24	19	70	25	11	28	16	13	7	36	25	9	11	63	29	41	66	6	58	28	39	33	23	41	17	30	42	88	57	54	67	47	18	72	63	54	34	73	52	17	60	66	29	59	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-462.635615841273420	-471.686459221724760	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994678793444393	3	-1	4	6	8	19	15	11	14	14	20	10	21	13	12	19	26	19	16	16	23	16	22	26	27	19	20	25	28	21	22	26	32	35	30	22	30	26	24	20	31	27	25	26	31	20	34	29	36	30	21	25	28	25	20	14	36	26	31	43	34	34	31	38	36	29	34	34	35	28	44	36	32	40	39	29	45	33	30	40	27	46	36	41	47	40	37	41	42	40	52	2	0	2	1	3	7	5	5	5	12	10	1	7	3	1	3	40	10	12	5	7	8	46	20	6	14	22	16	32	56	20	18	53	42	51	6	36	55	19	5	38	46	12	40	31	14	50	10	37	31	12	23	6	55	7	8	47	51	55	57	21	76	24	47	42	38	32	35	76	10	90	59	42	11	61	14	79	42	32	76	13	65	79	79	74	48	37	65	86	83	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-485.909964752194469	-494.960808132645809	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965180696860790	4	-2	7	9	3	18	17	13	9	16	26	12	12	10	5	17	21	13	15	13	20	13	19	17	23	14	24	20	29	26	30	24	33	31	34	16	27	29	34	23	31	23	13	18	25	25	31	30	36	29	26	28	27	18	22	25	35	25	29	32	39	32	34	32	21	32	34	32	34	34	44	32	35	32	35	30	43	35	31	40	30	40	43	37	42	37	39	40	38	35	49	2	0	1	5	2	19	26	15	15	18	40	4	9	1	5	20	14	4	3	14	13	5	43	13	20	4	17	19	6	54	27	23	48	30	46	14	44	44	37	17	6	18	15	9	17	18	58	40	52	32	6	25	44	19	18	55	52	65	27	19	78	11	59	58	2	21	37	51	56	24	61	17	45	11	25	32	57	74	32	60	46	81	74	62	69	32	25	35	57	51	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-475.263808968027490	-484.314652348478830	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999600039786093	2	-2	3	7	3	11	18	12	18	17	23	12	16	10	16	14	21	10	17	24	26	20	18	21	22	21	17	17	33	21	25	19	29	36	32	19	21	15	21	26	31	24	24	28	30	22	37	22	29	21	25	24	30	31	17	27	30	28	30	39	31	29	30	34	31	23	36	36	33	26	37	30	27	46	26	31	35	32	35	41	38	41	46	39	36	47	41	46	50	34	51	2	0	2	3	2	4	8	1	8	14	27	3	14	4	12	8	13	3	18	7	50	19	6	19	7	18	6	38	75	12	27	9	48	59	44	8	12	14	23	9	26	36	23	27	52	15	76	6	21	55	30	22	11	28	6	48	75	50	11	64	51	40	46	51	46	19	41	11	11	36	66	11	31	35	37	75	57	51	41	64	41	72	78	29	45	42	53	60	83	66	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-462.991751438830079	-472.042594819281419	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995642487863332	0	-4	3	4	10	20	20	14	15	11	24	14	18	19	9	20	32	22	15	24	23	11	22	26	28	16	25	26	29	21	28	22	31	33	23	23	30	24	30	13	26	25	23	28	30	27	26	24	35	28	24	21	24	29	23	18	35	29	28	37	38	33	29	29	32	29	32	31	28	27	43	38	28	40	34	36	42	36	34	41	36	37	44	38	37	39	45	39	42	37	48	2	0	1	1	3	8	12	15	40	3	12	4	40	12	4	5	59	22	5	16	16	3	56	7	53	22	52	18	6	26	51	19	11	59	19	52	36	12	42	4	55	12	19	23	47	13	35	16	25	32	14	8	52	30	40	4	65	27	35	54	37	66	51	11	25	70	18	51	48	23	78	67	43	85	31	29	33	62	31	34	62	24	63	65	44	68	90	23	60	29	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-477.612504532903870	-486.663347913355210	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992795284043577	2	-11	8	0	5	20	16	6	15	10	13	17	26	13	11	20	33	12	14	23	24	23	13	24	21	19	26	14	31	15	22	16	31	36	22	22	34	26	34	11	30	29	20	18	30	23	36	27	40	32	23	23	23	21	12	27	32	29	30	38	35	36	32	33	36	29	31	26	33	28	46	38	32	40	30	34	42	28	40	41	38	44	41	28	43	44	49	41	45	37	56	2	0	4	2	4	30	15	1	15	3	8	30	31	8	5	18	24	5	3	23	30	19	1	9	40	11	22	10	51	55	9	8	27	66	9	19	58	16	70	3	53	7	40	40	31	16	45	35	41	51	32	10	12	7	1	6	35	56	35	41	33	84	25	67	41	52	78	9	48	9	80	63	56	37	36	52	17	43	13	62	34	66	76	54	34	61	82	63	41	68	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-474.814321293711373	-483.865164674162713	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988299824526798	-2	-6	7	8	3	17	18	13	13	12	25	16	20	13	12	17	31	15	10	18	24	8	15	22	27	25	20	23	32	28	21	23	34	33	35	22	34	26	32	27	31	21	12	30	29	21	37	27	38	29	25	25	22	24	23	18	31	28	22	36	31	30	27	39	35	31	25	34	33	35	41	35	27	43	29	32	40	29	41	38	38	46	38	41	46	37	40	38	42	36	46	2	0	1	1	1	19	19	5	1	4	9	9	16	22	5	14	56	4	5	10	31	1	3	31	20	42	22	7	25	18	3	22	61	62	75	22	44	6	51	54	32	19	4	27	13	7	45	28	30	7	53	31	8	18	23	19	36	31	14	63	32	59	36	78	73	58	59	44	25	73	60	40	31	52	26	54	90	54	49	41	60	87	66	29	84	63	70	66	34	27	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-483.548172519113621	-492.599015899564961	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981163556021435	-1	-2	4	5	9	13	13	12	9	12	27	11	20	15	11	15	27	14	18	24	25	21	15	17	24	21	24	18	27	25	24	25	31	25	27	25	32	29	27	24	23	30	23	23	30	17	35	23	35	26	21	28	28	32	27	29	30	21	27	38	39	37	27	34	34	32	33	15	33	26	42	37	32	40	19	31	36	31	36	36	34	36	34	32	43	40	45	40	49	42	50	2	0	1	2	3	4	2	3	1	5	21	4	6	4	3	5	36	9	7	7	46	12	6	9	46	23	10	6	26	58	75	75	21	10	58	19	55	16	68	51	8	32	16	24	21	6	20	46	52	48	68	6	48	26	51	20	44	14	32	77	22	39	51	11	11	59	58	8	28	26	49	26	17	49	46	38	41	35	54	73	29	26	41	35	77	64	61	57	74	72	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
