step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
24000	-152.409618041229493	-150.947535956710624	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.978190546056795	0	2	3	4	3	2	4	6	7	6	4	5	6	9	7	8	8	7	8	9	7	6	6	8	9	6	8	9	12	8	9	9	9	10	10	8	10	10	11	11	10	12	11	12	14	11	12	12	13	15	14	13	14	15	17	16	17	19	20	19	20	22	23	22	0	1	1	6	6	1	2	11	10	11	6	2	5	17	23	26	8	7	13	15	12	4	11	9	21	4	22	9	39	22	16	12	8	24	36	10	21	17	30	14	30	37	35	20	40	19	33	35	46	45	44	35	46	49	56	54	56	57	60	55	57	61	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-165.540206699801701	-164.078124615282832	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.922595597869782	0	2	2	5	2	2	5	7	5	4	4	4	4	7	6	8	8	6	9	8	8	7	5	10	8	8	7	8	10	10	10	8	9	9	11	8	9	9	10	11	11	12	11	12	13	13	13	13	14	13	13	15	15	15	18	17	17	18	21	20	21	22	24	24	0	1	1	11	1	1	13	4	11	2	3	6	6	23	11	15	22	10	14	14	7	9	2	32	11	15	13	4	16	36	32	15	22	15	25	15	27	15	22	19	34	29	33	38	44	35	35	41	45	35	40	44	48	50	57	53	47	41	60	57	60	60	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1
25000	-165.371815878904329	-163.909733794385460	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.908675192566304	1	3	3	5	3	3	6	7	6	5	6	5	4	8	6	8	8	5	8	7	6	5	7	9	8	7	8	7	11	10	9	8	10	7	10	9	10	8	10	11	10	13	13	13	12	11	13	14	13	14	14	14	16	16	18	18	18	18	20	21	21	23	23	23	0	1	1	6	1	1	10	15	5	2	3	13	6	8	4	18	7	3	21	4	18	5	15	28	7	9	15	12	33	8	38	11	26	22	31	20	36	22	26	37	17	29	37	40	41	39	27	43	40	46	29	45	45	47	53	52	53	54	57	56	57	61	61	60	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
25500	-169.684246047953252	-168.222163963434383	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.951847406865392	1	2	3	3	3	3	5	6	6	5	5	5	4	7	5	8	8	7	7	8	8	6	7	10	9	8	8	8	12	10	7	10	9	10	10	9	9	9	10	11	12	11	11	13	13	12	14	13	11	14	14	13	15	15	16	18	16	18	20	20	17	22	24	22	0	1	2	1	1	2	1	13	13	13	4	13	5	11	6	9	19	9	15	23	9	7	11	21	20	12	12	8	39	27	12	18	23	27	25	26	9	18	33	32	30	35	19	40	42	42	41	43	34	41	49	49	48	52	51	61	44	57	29	58	55	59	64	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
26000	-209.922089131489258	-208.460007046970389	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.805244859554281	1	3	4	4	2	3	5	6	7	4	6	6	4	8	5	8	9	7	9	9	7	6	7	10	9	6	8	8	12	9	7	9	10	8	11	8	8	9	9	12	11	14	13	12	13	12	11	13	11	15	14	15	15	14	16	18	17	17	21	19	19	21	24	23	0	1	6	5	1	5	2	13	11	1	4	10	1	11	5	8	12	5	12	34	3	3	8	17	28	10	23	15	23	21	7	26	21	8	30	12	11	23	2	32	28	48	30	25	47	12	27	24	38	29	24	29	28	24	45	54	52	48	61	58	57	60	62	62	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	3	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1
26500	-175.046232935212828	-173.584150850693959	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.988316469082339	0	2	3	5	3	2	5	7	6	5	4	6	4	8	6	9	9	8	8	7	8	5	8	9	9	8	7	6	12	9	9	9	10	7	10	10	10	7	11	11	11	13	12	13	12	11	13	11	14	15	14	13	16	15	18	15	16	18	21	19	20	23	22	23	0	1	2	5	1	1	11	12	22	13	6	11	2	20	6	8	21	34	10	10	28	2	27	7	8	27	9	6	40	28	19	8	18	22	16	16	26	7	32	24	17	41	37	37	35	20	45	17	40	44	43	40	49	42	56	43	51	54	61	56	60	59	55	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-152.720855220214617	-151.258773135695748	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.968966922493464	0	2	4	5	2	3	4	7	7	6	6	6	5	8	6	7	8	7	7	8	7	6	8	10	8	8	7	9	11	9	10	9	9	10	11	9	10	8	11	11	11	12	12	14	13	13	13	13	13	14	15	13	16	16	18	18	19	18	20	20	21	24	23	23	0	1	2	3	1	1	2	13	4	13	13	4	3	10	3	22	16	7	13	27	12	4	15	17	9	12	4	27	30	23	16	19	18	32	32	26	26	16	32	19	17	34	19	24	26	35	42	29	34	41	46	41	50	45	53	53	55	54	55	58	57	63	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-197.313201883962790	-195.851119799443921	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.802996994567071	1	3	4	4	2	3	5	7	7	4	6	4	4	9	6	9	9	5	9	8	8	6	6	10	8	7	8	8	9	9	7	8	8	10	11	9	10	8	9	11	12	12	12	13	13	11	12	12	13	14	14	12	15	15	17	17	19	18	20	18	20	23	21	22	0	1	2	6	1	1	10	3	18	5	4	6	5	11	12	27	15	4	8	11	23	7	3	30	22	18	18	26	23	4	18	11	15	25	27	8	32	26	26	24	39	16	37	32	35	37	25	32	30	41	43	35	46	50	53	54	56	54	51	51	60	59	16	57	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	3	2	1	1	5	1
28000	-164.256604515975908	-162.794522431457040	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938249296408678	0	2	4	5	3	3	5	7	6	5	6	5	5	8	7	8	7	6	8	8	7	7	7	9	9	7	8	8	11	10	9	9	8	9	9	9	9	9	9	11	11	13	12	11	14	12	13	12	11	14	13	14	15	16	17	16	17	18	20	19	20	24	23	21	0	1	2	6	1	2	6	9	6	6	3	3	6	17	10	22	4	4	18	11	4	12	12	17	15	12	22	22	16	33	18	19	9	21	18	18	20	28	15	34	35	19	20	39	47	25	28	37	27	51	29	46	51	50	53	50	43	56	56	55	60	63	59	59	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
28500	-160.743555155825959	-159.281473071307090	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979549933589065	0	3	4	4	2	2	5	6	6	5	5	4	6	9	7	7	8	5	7	8	7	7	6	10	9	6	8	8	12	10	8	9	10	9	10	8	8	9	10	11	11	14	12	14	14	11	13	12	13	15	13	15	13	15	17	17	19	17	20	19	21	24	24	22	0	1	6	5	1	1	3	12	3	12	3	5	18	23	10	13	13	2	9	23	10	8	3	28	21	18	23	21	39	14	8	15	20	26	36	9	9	16	36	30	32	41	38	39	29	36	46	14	39	46	40	45	41	51	52	54	55	52	57	56	56	59	64	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1
29000	-152.742216905922447	-151.280134821403578	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.950383121391927	1	2	4	4	3	3	5	7	6	5	5	6	6	9	6	8	9	8	8	9	7	5	7	8	8	7	8	9	10	9	10	8	8	10	10	7	9	9	10	11	11	13	11	11	11	13	12	13	13	14	15	14	15	15	17	17	18	18	20	21	19	23	23	23	0	1	2	2	1	1	2	7	3	4	1	22	7	23	3	7	21	26	13	21	13	5	7	7	26	9	12	25	26	23	36	15	8	25	32	22	12	36	16	33	38	41	14	20	21	35	29	43	34	41	48	31	42	46	42	54	56	56	58	61	58	61	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-166.477893612904609	-165.015811528385740	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995495905960948	1	3	4	5	2	3	6	7	6	5	5	6	4	8	6	7	8	8	9	9	8	7	7	9	8	8	9	9	12	9	8	8	10	7	11	7	9	9	10	11	10	12	12	14	14	12	13	13	12	14	14	14	15	14	17	17	19	17	20	19	21	22	21	22	0	1	5	6	1	1	11	9	13	13	2	4	5	36	11	9	9	9	12	34	12	11	10	23	8	8	14	14	41	12	16	10	22	3	19	3	16	21	38	38	25	20	39	41	29	41	46	35	25	42	42	42	54	42	51	52	51	44	60	58	59	63	58	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
30000	-159.174497207385542	-157.712415122866673	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.978014433987872	1	2	4	4	2	3	6	7	6	6	6	5	5	9	7	8	8	7	7	8	8	6	7	9	7	8	7	8	11	10	9	9	9	9	10	9	8	8	10	11	10	12	12	14	13	11	14	13	12	14	13	15	16	16	16	18	18	18	21	21	18	22	23	24	0	1	1	6	1	5	3	7	3	3	13	5	4	27	12	15	11	3	13	7	15	4	9	20	12	7	11	22	35	26	25	27	15	23	16	11	23	9	38	7	27	39	30	51	35	32	46	40	32	48	24	43	50	51	45	52	50	53	56	61	53	58	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
30500	-189.358089161444667	-187.896007076925798	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.876495562179966	1	2	3	4	3	3	5	7	6	3	5	5	5	9	6	8	8	7	8	9	7	6	6	9	8	7	7	8	11	10	10	10	8	7	10	9	9	8	10	11	11	12	11	11	13	13	13	13	13	13	14	14	15	15	17	17	19	18	21	19	20	24	22	22	0	1	1	3	1	1	3	15	5	2	10	3	4	34	4	15	23	22	3	7	10	4	11	34	18	22	9	23	31	38	34	33	18	15	22	27	34	2	16	32	24	31	14	26	40	44	30	42	44	25	43	29	50	45	47	43	56	54	61	55	58	64	60	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
31000	-176.466840465950156	-175.004758381431287	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.832474681874295	1	3	4	4	3	2	6	6	6	5	5	6	6	8	5	8	8	7	8	9	7	6	7	10	8	8	9	7	11	10	10	9	10	8	11	9	9	9	9	12	12	13	11	13	12	12	13	13	14	11	15	13	15	15	15	16	18	19	20	20	20	24	23	22	0	6	2	2	1	1	11	4	3	3	6	5	3	13	5	7	15	15	12	23	22	15	9	36	28	13	28	15	37	16	36	16	39	10	33	17	13	34	13	39	31	38	18	33	19	35	26	30	41	34	52	35	40	46	44	54	54	57	51	57	57	64	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
31500	-176.652431177471215	-175.190349092952346	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.872697326321635	0	2	3	5	2	3	6	7	6	5	4	5	5	9	7	9	7	8	8	9	8	4	6	9	8	6	7	7	12	9	9	10	9	9	11	10	10	7	10	11	11	13	12	13	12	13	12	14	12	15	14	14	15	15	17	16	19	17	19	21	19	23	21	23	0	1	2	5	1	5	4	13	10	11	5	3	6	27	4	27	4	8	17	27	22	5	12	7	10	3	7	11	39	28	25	21	8	28	39	22	25	13	24	34	19	45	25	49	32	34	37	44	36	29	35	35	48	42	52	51	55	45	58	57	56	60	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
32000	-178.092837033063404	-176.630754948544535	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.844493228543070	1	2	4	2	3	2	6	6	7	5	4	6	5	8	6	9	8	7	9	8	7	6	8	10	8	7	9	8	11	10	9	9	8	9	10	9	7	9	10	11	10	12	12	12	12	13	13	14	13	14	14	15	15	13	17	17	17	18	20	20	20	22	22	23	0	1	5	1	6	1	13	2	13	6	6	11	3	18	3	7	7	7	18	22	15	3	22	28	7	11	23	37	23	25	26	12	8	37	33	37	7	14	17	14	14	25	30	35	9	20	41	43	40	44	29	47	51	14	48	52	51	52	57	58	49	60	61	59	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1
32500	-160.265095989239484	-158.803013904720615	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983925124246328	0	3	4	4	2	2	5	7	7	4	4	6	6	9	6	7	9	8	9	8	8	6	6	10	8	8	7	8	11	9	9	8	10	10	11	9	10	9	11	11	12	13	12	11	12	12	12	13	13	14	13	14	14	15	15	15	18	18	21	21	20	22	22	22	0	5	6	2	1	1	6	10	23	5	5	3	3	15	3	3	32	13	21	22	10	4	2	21	9	22	3	27	8	8	28	13	20	19	14	26	20	8	30	36	37	39	29	36	24	29	37	41	34	49	39	46	35	48	42	45	50	55	58	61	58	60	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-159.367073011374885	-157.904990926856016	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937194563873729	0	3	3	3	2	3	6	6	7	5	4	5	5	9	5	8	7	7	8	8	7	6	7	10	8	7	8	8	11	8	9	9	10	8	11	9	9	9	9	11	11	12	10	12	14	12	14	13	14	13	13	13	15	16	17	17	18	19	20	21	20	23	23	23	0	5	1	5	1	5	10	15	2	6	1	2	6	8	4	23	12	10	15	9	13	11	15	19	18	15	8	21	38	8	23	16	12	22	31	22	30	26	21	14	38	40	26	9	52	39	51	43	46	41	40	40	48	47	45	53	53	57	55	58	55	60	58	60	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-161.148370239848276	-159.686288155329407	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.964471965737021	1	2	4	4	3	3	5	6	6	4	5	5	4	7	7	8	8	7	8	6	7	7	8	10	9	6	8	9	11	9	9	8	10	9	10	8	10	10	10	11	11	13	12	13	11	11	14	12	12	15	14	14	15	16	16	17	19	19	21	20	19	23	23	22	0	1	1	2	1	2	3	10	11	6	13	5	2	10	3	9	26	7	22	13	11	8	8	32	21	6	20	21	31	32	15	18	36	18	27	22	34	23	17	36	25	35	29	49	24	30	48	38	37	43	42	29	44	40	29	51	50	56	58	61	47	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
34000	-174.964982313946706	-173.502900229427837	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.908141090041547	0	2	3	5	2	3	4	6	7	6	5	5	6	9	6	9	8	7	8	8	8	6	7	8	9	7	9	8	12	9	9	10	10	8	11	10	8	9	10	11	11	10	11	14	11	11	13	14	13	14	14	13	16	15	17	17	17	18	17	20	20	22	23	24	0	1	5	6	1	2	3	6	15	6	5	6	7	9	7	37	23	8	23	13	8	3	10	15	21	11	9	4	30	18	10	20	15	10	24	31	15	37	28	32	16	34	36	35	34	36	35	52	33	49	42	43	45	42	49	53	49	53	54	56	57	60	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
34500	-165.538663489782380	-164.076581405263511	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.873658086110209	0	2	3	4	2	2	4	6	6	6	4	4	6	8	7	9	8	8	8	7	8	7	7	9	7	6	9	8	10	10	10	9	9	10	10	10	9	9	11	12	12	13	12	13	13	12	12	13	14	14	14	14	15	14	17	15	19	17	21	20	19	23	24	24	0	1	5	3	1	1	2	12	12	12	5	5	11	4	10	17	25	22	10	8	23	9	12	21	7	3	22	25	14	27	18	25	25	24	21	38	14	22	18	27	38	39	36	41	39	31	24	30	44	46	46	42	40	44	56	49	55	56	60	58	52	59	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
35000	-199.574984548921719	-198.112902464402850	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.830355005654000	1	3	3	4	2	3	6	6	6	5	5	4	6	7	7	7	8	5	8	8	8	5	5	10	9	6	8	8	11	8	10	10	10	8	10	9	9	9	11	11	11	12	13	14	12	13	14	12	13	13	14	15	14	16	15	17	18	18	20	19	20	24	22	22	0	1	5	3	1	1	23	18	10	2	6	1	4	18	4	4	11	6	23	7	26	3	2	30	5	10	26	7	14	15	27	34	14	26	20	22	16	18	7	33	14	40	24	42	35	38	42	24	41	27	42	48	29	53	47	31	55	31	55	54	57	63	59	61	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	3	2	4	2	1	1	1	1	1
35500	-181.336782611503196	-179.874700526984327	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.890126166795983	0	2	3	5	2	3	4	7	7	5	6	4	6	8	4	8	8	8	9	7	6	7	6	9	8	6	8	8	12	8	9	10	10	8	11	8	8	10	8	9	11	14	12	14	12	12	14	13	14	13	13	14	14	16	16	18	18	17	20	20	21	22	23	20	0	1	2	3	1	5	6	15	11	6	3	2	7	26	6	11	21	21	22	11	12	11	10	9	11	5	11	20	36	9	22	27	37	22	19	23	21	27	9	37	32	29	32	46	35	19	22	29	41	38	35	50	46	52	53	53	54	55	56	56	59	64	61	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-180.313558192259450	-178.851476107740581	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.818612984324852	1	3	3	4	2	2	5	6	6	6	5	4	5	7	6	8	8	6	8	8	7	6	7	9	8	8	8	9	12	9	10	9	9	9	10	7	10	9	11	11	11	13	11	13	11	13	10	13	13	14	14	13	14	15	17	17	18	15	18	20	21	23	24	23	0	1	1	6	1	1	6	6	4	11	6	3	3	11	2	7	10	4	15	36	8	13	8	14	13	4	10	14	27	16	25	9	14	18	16	10	16	15	31	17	38	29	37	35	28	40	38	39	14	46	20	45	35	42	54	53	58	29	58	59	60	60	62	61	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1
36500	-194.030199471546439	-192.568117387027570	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.753572598197975	0	2	4	3	1	3	5	7	6	6	5	6	6	8	7	7	9	7	9	9	7	6	8	9	9	8	8	9	12	9	10	10	9	9	10	10	9	10	10	10	12	13	12	13	13	12	11	14	14	14	14	13	15	15	16	15	18	19	21	20	21	22	23	23	0	5	6	2	1	1	2	12	3	2	5	3	3	7	9	7	8	13	21	3	22	6	16	27	16	13	18	9	38	18	34	23	8	23	22	8	15	17	34	24	37	40	36	46	36	36	40	8	45	26	46	29	49	52	52	44	46	56	58	57	58	59	59	60	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	4	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1
37000	-165.973049680065742	-164.510967595546873	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.964217240044409	0	3	3	4	1	2	3	6	6	5	6	4	5	6	7	7	8	7	9	9	6	6	8	10	8	7	7	8	11	8	7	9	9	9	10	10	9	8	9	11	11	13	11	13	13	13	13	13	14	14	14	12	16	15	15	16	18	18	21	19	18	21	23	23	0	6	5	5	1	1	6	12	12	3	12	6	2	4	13	11	7	13	31	30	4	4	10	17	22	21	8	22	24	9	14	26	8	23	16	37	16	21	15	19	31	52	34	24	41	40	29	52	40	40	48	19	52	47	44	47	53	53	61	53	49	60	62	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
37500	-187.764467304802082	-186.302385220283213	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.891793289655396	-1	2	4	5	3	1	4	3	6	4	5	5	4	6	6	9	8	6	8	8	6	7	7	9	9	7	8	9	10	9	9	9	10	7	10	9	10	9	11	11	10	13	11	14	13	12	12	11	13	15	14	12	15	13	18	17	18	19	20	21	20	21	23	23	0	6	2	8	6	1	2	6	7	8	8	2	8	7	12	26	4	5	9	21	12	4	4	27	5	11	34	4	34	10	34	4	19	10	20	22	19	26	41	17	4	46	30	40	33	35	39	31	40	45	47	37	42	46	56	53	44	53	56	58	57	55	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1
