step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
10000	-162.718118845765503	-161.256036761246634	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.986322590282940	0	3	3	5	2	1	6	7	6	5	4	6	5	8	6	8	7	8	8	8	8	5	7	10	7	7	8	8	11	10	9	7	6	10	9	9	10	10	11	12	10	12	11	13	12	12	12	14	12	13	14	15	15	14	17	17	19	18	20	21	21	23	24	23	0	5	6	11	1	1	13	11	11	3	6	10	11	26	2	33	10	9	32	11	22	3	33	8	33	10	7	10	31	27	33	9	2	20	7	15	36	21	35	37	21	38	21	43	38	30	36	46	30	24	49	45	50	45	54	48	56	56	55	57	57	61	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
10500	-168.449613591691019	-166.987531507172150	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.897967737189040	0	3	3	4	2	1	5	7	5	4	5	4	6	7	7	8	9	7	9	8	7	7	6	8	8	7	7	8	12	10	9	9	10	10	10	8	10	10	10	10	12	14	12	12	14	13	13	13	13	12	15	15	15	15	18	16	18	18	21	20	20	23	23	24	0	5	1	5	1	1	4	9	2	5	3	5	9	11	23	9	8	9	13	4	11	7	11	26	15	11	9	15	16	28	15	16	28	36	36	10	15	32	32	20	34	40	32	38	50	41	40	38	50	30	49	47	46	50	52	54	54	56	61	57	58	59	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-169.904623339194956	-168.442541254676087	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.951937359418289	1	2	3	4	2	3	5	5	7	3	5	6	5	8	7	8	8	6	9	9	7	6	6	9	9	8	6	8	12	9	9	7	10	8	11	10	9	9	10	12	10	13	12	14	13	12	12	14	13	14	15	13	12	15	17	18	18	18	20	21	21	23	22	21	0	1	2	5	1	5	5	6	11	1	10	11	4	27	11	22	15	3	9	21	22	7	13	21	28	22	11	13	41	12	9	11	16	32	30	27	23	9	14	36	16	31	4	43	36	19	36	49	35	43	44	35	33	43	51	55	55	55	54	57	59	60	64	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
11500	-172.695061745718846	-171.232979661199977	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.829907430281545	0	2	4	4	2	2	6	6	7	5	6	3	4	8	6	8	7	8	8	8	8	6	7	9	9	7	8	8	11	9	8	9	10	10	9	10	10	9	11	10	12	12	13	12	14	11	12	12	12	14	13	14	15	16	17	16	18	16	21	20	20	22	24	23	0	1	6	5	1	1	3	4	8	2	4	6	6	26	10	22	10	15	8	22	26	3	6	11	21	7	11	17	32	21	22	19	18	16	7	28	18	10	21	25	36	40	41	40	48	35	18	31	37	39	33	43	49	50	50	53	45	51	60	57	57	60	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1
12000	-167.547848642598581	-166.085766558079712	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.925841929260352	1	2	4	5	3	3	6	7	7	5	5	5	5	9	5	8	7	7	8	6	7	6	8	9	9	5	9	9	11	9	9	9	9	10	8	9	9	8	11	11	11	14	12	13	14	13	13	13	12	14	15	14	14	15	17	18	16	17	20	19	20	22	23	23	0	1	2	3	1	1	5	3	7	6	5	6	6	16	6	20	4	12	21	12	13	15	26	21	9	6	38	16	31	16	7	20	9	18	21	35	11	4	32	34	14	48	37	27	43	39	43	29	25	47	45	49	49	44	45	52	52	52	56	57	56	59	61	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
12500	-158.242550041532922	-156.780467957014054	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990365420710066	1	2	4	5	3	3	5	6	5	6	5	3	5	8	5	9	9	7	7	9	7	5	7	8	7	7	7	8	10	10	9	6	10	9	11	9	9	8	10	11	11	14	13	12	13	12	12	11	13	15	14	13	14	15	17	17	17	19	19	21	21	23	23	23	0	1	1	3	1	2	12	3	12	22	3	1	2	23	6	18	28	2	10	18	10	6	9	8	13	4	9	25	28	25	28	9	34	18	16	27	23	10	18	32	34	35	34	35	33	16	35	17	29	49	52	41	46	45	54	50	54	57	56	59	58	61	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-161.808745729051822	-160.346663644532953	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.972905117194980	1	3	3	4	2	3	5	4	6	5	5	6	6	9	5	7	7	8	8	8	7	6	8	10	8	7	9	7	12	9	9	9	10	10	10	8	10	10	10	11	10	13	12	11	12	12	13	12	13	14	13	14	15	15	18	17	19	19	19	20	20	22	23	22	0	1	5	3	1	1	6	5	4	8	4	8	8	10	6	10	11	9	22	10	22	4	22	20	11	13	17	7	37	13	23	28	23	17	27	13	31	26	23	34	19	39	18	19	33	39	41	44	46	29	41	41	46	50	51	54	56	56	56	55	57	60	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1
13500	-167.508220347014799	-166.046138262495930	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.952267592826987	0	3	2	5	3	2	5	7	6	5	6	5	4	9	6	8	9	7	8	7	6	6	8	9	8	7	8	7	12	9	9	10	8	8	11	9	9	10	10	11	11	13	11	13	13	13	14	14	14	14	14	15	15	15	17	18	19	18	20	20	21	23	23	24	0	6	1	2	3	1	2	22	6	2	7	6	5	20	10	11	23	15	28	21	3	3	15	20	11	21	26	22	14	15	18	16	26	15	33	27	26	14	17	37	38	32	36	35	35	39	42	29	35	45	29	51	49	50	29	53	55	49	55	54	57	61	59	57	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
14000	-146.270614270543319	-144.808532186024451	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.998583842282035	1	3	3	4	2	2	6	6	7	5	5	4	5	8	6	8	8	7	8	7	7	6	7	9	9	8	8	8	10	10	10	9	8	9	10	7	9	9	9	11	11	13	12	11	13	11	14	12	13	15	14	13	16	15	17	18	17	18	20	20	20	24	22	24	0	5	6	6	1	1	13	10	11	1	12	1	2	12	5	23	7	7	20	8	13	12	22	20	16	11	20	13	23	38	28	23	22	23	14	10	23	36	19	29	28	44	35	32	39	24	48	24	41	49	43	44	49	52	54	50	53	57	56	57	58	63	59	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-154.411517793183265	-152.949435708664396	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990443451052142	0	3	3	4	2	2	5	6	6	6	4	6	5	9	7	9	8	6	8	8	7	5	7	9	8	7	8	8	11	8	10	9	9	9	10	10	10	10	9	12	11	14	12	13	13	12	14	12	13	14	15	14	15	13	17	18	17	17	19	19	19	21	23	23	0	5	1	6	1	1	6	11	4	4	6	2	3	21	12	15	8	4	12	10	8	5	12	23	21	18	18	10	24	23	17	19	10	7	39	19	26	25	9	35	34	49	38	36	35	17	40	39	48	40	50	43	47	32	42	53	53	51	56	55	55	60	56	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-160.525626882225282	-159.063544797706413	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.973985903777662	0	3	1	5	2	2	5	6	7	5	6	5	4	7	7	9	8	8	9	9	7	3	8	9	8	7	7	8	11	10	9	9	9	10	10	10	9	10	11	12	10	14	11	13	13	12	13	13	10	13	14	14	15	15	17	17	17	19	21	20	20	22	23	24	0	3	1	5	3	1	3	13	12	2	2	22	22	7	8	17	11	8	23	14	13	1	27	26	11	12	11	9	16	24	21	8	21	17	28	17	9	23	33	34	24	50	28	36	35	16	46	29	28	19	47	45	45	51	51	52	50	56	55	58	57	58	59	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-138.070951482677259	-136.608869398158390	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.980743655545261	1	3	3	4	2	2	6	4	6	5	5	5	5	8	6	7	9	7	9	8	8	4	7	10	8	7	9	8	11	7	9	10	8	9	11	9	10	10	11	11	11	12	12	13	13	13	12	13	13	14	14	14	16	15	16	15	18	17	20	21	20	22	23	24	0	1	5	3	1	1	3	5	13	6	4	3	3	15	8	13	26	10	33	18	7	1	11	14	18	15	16	18	17	7	28	34	12	26	34	26	33	27	36	33	24	29	24	41	35	41	37	40	39	39	47	43	51	52	56	49	53	54	57	61	57	59	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-148.893525932043616	-147.431443847524747	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.971788183297306	-1	3	3	4	2	1	4	6	7	6	6	5	5	7	6	9	9	7	8	9	8	6	6	9	8	8	8	8	10	10	10	10	10	8	10	10	10	9	11	12	11	13	10	12	13	11	13	12	13	13	15	13	15	15	17	18	17	16	20	21	19	24	23	23	0	5	6	3	1	1	5	13	13	4	7	2	3	23	4	28	18	12	18	14	10	12	7	9	9	9	18	10	19	34	20	26	21	8	28	28	27	14	31	37	35	46	16	35	39	28	34	29	41	46	42	41	47	40	54	55	53	54	61	61	55	64	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-172.640530682612962	-171.178448598094093	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.880301266214915	1	2	3	3	3	3	5	7	6	6	5	5	5	8	6	8	8	8	9	8	7	6	7	10	8	7	9	9	11	10	8	7	9	9	9	10	9	9	10	9	11	13	12	12	13	12	13	12	14	14	15	12	14	16	17	17	18	19	18	20	20	24	22	24	0	1	2	1	1	1	4	9	7	12	5	5	5	13	11	15	32	11	23	22	22	2	7	8	23	7	26	6	37	40	13	11	17	9	25	14	13	16	18	16	31	29	36	16	39	19	41	27	41	46	48	35	44	49	50	51	43	59	49	57	58	63	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
17000	-154.609777555631780	-153.147695471112911	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.957103435865343	1	2	4	4	2	3	6	7	6	5	6	5	5	9	7	9	9	8	8	9	7	6	7	9	8	7	9	6	11	10	9	10	9	9	10	8	10	9	9	11	12	12	11	14	11	13	12	11	13	15	13	14	16	15	16	17	17	18	20	20	21	23	23	23	0	1	5	2	1	2	6	22	4	6	3	3	5	26	13	22	15	26	11	26	28	13	7	19	23	4	19	4	33	36	19	31	25	18	21	22	21	28	36	33	14	39	24	46	16	43	20	38	48	51	42	42	52	52	46	55	50	50	56	58	58	61	61	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
17500	-168.204944769116622	-166.742862684597753	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.825027950680415	1	3	3	4	2	2	5	7	6	6	5	5	4	7	6	9	7	8	8	9	7	5	8	10	8	8	8	9	12	9	7	9	8	8	10	9	9	9	10	11	11	12	11	13	12	11	13	13	13	14	14	15	15	15	17	16	19	19	20	20	20	23	22	22	0	1	5	5	1	1	13	22	7	4	2	13	6	7	12	21	12	22	11	21	11	3	9	38	8	9	7	31	41	17	12	19	14	11	12	18	21	8	23	37	26	39	37	37	40	39	43	42	45	45	28	49	45	45	50	50	56	54	57	57	58	58	59	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3
18000	-146.402511540275810	-144.940429455756941	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994741555064140	1	2	4	5	3	3	5	7	7	5	6	5	5	8	6	8	9	7	9	8	8	7	7	10	9	6	8	9	12	10	10	9	9	10	10	10	10	9	10	11	12	11	13	14	12	12	13	14	13	15	13	14	16	16	15	17	18	19	18	20	20	23	22	22	0	1	2	5	2	1	6	10	11	1	7	5	3	26	10	18	20	13	9	12	10	10	11	32	26	3	4	18	39	14	32	27	22	14	21	21	14	26	20	25	36	17	42	29	30	37	42	47	29	52	46	46	50	41	45	55	54	57	55	59	59	61	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-190.473196057985035	-189.011113973466166	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.873267349693037	1	3	2	5	3	2	6	7	7	4	4	5	5	8	6	7	8	7	7	7	7	6	7	8	9	8	7	9	11	8	9	9	9	8	10	9	8	8	10	10	12	13	12	12	12	11	13	12	13	15	14	14	14	15	17	18	17	18	20	19	21	24	21	23	0	3	1	3	1	1	5	15	13	6	1	1	10	18	11	10	15	12	7	10	15	13	4	10	16	21	15	34	39	7	21	19	9	21	30	16	21	11	20	27	18	41	31	35	39	33	27	37	43	45	41	41	41	47	50	50	53	55	50	55	59	64	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	3
19000	-178.912152459276996	-177.450070374758127	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.881653717813570	1	2	3	4	3	2	5	4	6	4	5	5	5	8	7	9	9	5	7	8	6	6	6	10	8	7	9	8	11	9	9	8	9	10	9	9	9	10	10	10	11	12	12	13	12	11	14	12	13	14	14	14	15	16	16	17	19	18	20	19	20	23	23	24	0	1	1	2	1	1	4	3	4	3	4	3	5	23	8	15	15	5	7	12	6	8	6	32	19	5	23	19	37	15	9	11	15	28	22	15	9	15	19	17	24	31	24	29	36	27	45	16	19	41	43	43	45	52	52	52	50	54	58	52	56	61	59	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	4
19500	-167.326442901064411	-165.864360816545542	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937241336743368	1	2	4	4	2	2	5	5	6	4	5	4	5	9	7	8	8	6	9	7	7	7	8	9	7	8	7	7	11	9	9	10	8	8	9	9	9	9	10	12	12	14	13	14	14	12	13	11	13	12	15	15	15	15	17	17	19	18	19	17	18	21	24	23	0	1	5	2	1	1	2	2	7	1	5	6	3	15	3	22	9	3	27	8	8	3	21	20	9	18	13	7	37	15	22	33	27	18	17	21	18	21	35	39	48	40	29	46	41	35	40	19	29	39	41	49	43	46	42	44	56	55	61	52	42	58	64	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-145.066826356101075	-143.604744271582206	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995699378420389	0	2	3	4	2	2	5	6	5	6	5	4	4	8	7	8	7	7	6	9	8	6	7	9	7	7	8	8	11	9	10	10	9	9	10	10	9	9	11	11	11	14	13	14	13	12	14	12	12	15	14	15	16	16	17	17	18	18	20	21	21	23	23	22	0	1	2	6	1	1	3	12	3	11	13	3	3	15	11	23	12	11	13	19	17	4	9	25	22	9	17	10	30	18	14	38	15	25	21	21	26	11	28	32	36	41	41	41	49	33	41	29	41	43	41	49	44	52	43	53	54	53	57	56	59	61	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-164.369400810873771	-162.907318726354902	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.924519983365583	2	3	4	5	3	3	6	6	7	6	5	6	5	8	6	9	9	8	8	7	8	7	7	10	7	8	8	6	11	9	10	9	10	9	8	9	10	9	11	12	9	14	13	13	14	12	13	13	13	14	14	14	16	16	16	17	18	19	19	20	19	22	22	23	0	1	5	6	1	1	3	3	12	3	5	4	3	12	11	8	27	10	10	13	15	13	7	14	12	10	20	3	37	23	26	27	25	25	15	19	18	19	37	30	10	43	46	39	40	24	29	39	19	43	48	40	48	42	50	45	55	56	52	58	57	60	59	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
21000	-190.781368690484356	-189.319286605965488	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.733537885581138	1	3	3	4	2	3	6	6	7	5	6	4	5	9	5	7	8	7	9	9	8	6	7	10	9	7	9	7	11	9	9	9	9	10	11	10	9	10	10	11	12	13	12	13	12	12	13	13	13	14	15	15	15	15	17	17	18	18	20	21	20	23	22	23	0	5	5	1	1	1	4	15	7	3	4	6	2	8	3	7	15	7	7	28	7	12	10	20	23	11	9	13	27	26	28	28	28	16	23	31	16	25	27	14	30	38	15	19	38	24	20	41	35	29	45	49	45	29	53	50	56	34	56	61	43	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	1	1	3	2	1	1
21500	-188.519043354010165	-187.056961269491296	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.737467117535901	1	3	3	5	2	2	6	6	5	4	5	6	5	8	6	8	9	8	7	9	7	7	7	9	7	6	9	7	12	7	9	9	8	9	9	10	9	9	11	11	11	13	13	13	12	11	12	14	13	15	14	14	15	14	15	17	17	18	19	19	21	23	21	24	0	6	1	3	1	1	1	3	10	3	2	4	2	4	2	12	23	28	11	28	13	11	4	15	8	4	28	8	20	11	4	30	21	8	16	27	19	30	23	17	32	47	39	39	36	7	8	36	45	41	45	47	42	36	43	55	45	53	56	57	60	60	60	63	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	3	1	1
22000	-186.958498390455929	-185.496416305937061	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.921686595186639	1	3	4	5	2	3	6	6	4	6	6	5	5	9	5	9	8	8	8	6	7	7	8	9	9	7	8	7	12	8	9	9	10	10	8	10	10	10	9	12	12	13	12	13	13	11	13	12	11	13	13	14	16	14	18	15	19	17	17	21	18	22	23	23	0	1	2	2	1	1	3	3	6	3	3	2	3	28	2	19	28	8	22	3	4	12	8	30	7	15	8	20	27	4	35	21	32	23	20	24	30	21	21	39	33	37	36	39	25	23	29	33	21	38	46	47	54	29	53	50	55	56	54	57	52	55	62	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
22500	-157.730151391351825	-156.268069306832956	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.993346639233471	1	3	4	5	3	2	5	5	7	4	5	5	5	9	6	9	8	6	9	8	7	6	7	8	7	7	8	7	10	10	9	9	9	8	10	10	8	10	11	9	11	14	12	13	13	11	13	12	13	14	15	14	16	16	16	17	18	19	20	20	20	22	24	23	0	1	6	2	6	1	2	2	13	2	5	1	2	27	7	27	15	4	28	12	12	7	7	8	5	7	8	15	28	9	25	37	37	21	16	37	18	23	19	23	34	43	30	43	39	27	30	36	46	49	47	41	51	49	52	49	53	56	57	53	58	61	64	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-183.557568142416557	-182.095486057897688	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.837262411127584	0	2	4	4	3	1	5	6	4	5	5	6	5	8	6	6	8	8	9	8	7	7	7	9	7	6	9	8	12	9	10	9	9	10	10	10	10	9	10	11	11	14	12	11	13	12	13	14	13	14	14	13	15	13	18	17	16	18	20	21	20	22	23	22	0	1	2	1	6	1	3	3	6	2	9	3	5	12	3	10	16	23	26	1	8	8	15	28	7	4	18	22	36	21	33	7	23	32	28	24	19	20	4	32	18	54	23	32	37	35	33	46	44	43	40	31	29	31	29	45	51	57	57	61	55	61	61	61	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	3	2	1	1	2	1	1	1	1	1
23500	-174.148512385451767	-172.686430300932898	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958869862731752	1	3	4	4	2	3	5	6	7	5	4	5	5	6	7	9	7	7	6	8	7	6	8	7	8	7	9	8	12	9	8	9	10	9	10	10	9	10	11	8	12	14	12	12	14	11	14	12	14	14	14	15	15	16	16	16	19	17	21	20	19	23	24	23	0	5	5	6	1	1	6	2	13	2	2	3	11	12	13	26	12	13	11	21	19	11	8	19	13	22	21	14	23	14	14	15	28	28	20	8	9	24	16	3	27	36	33	38	41	21	29	25	29	30	29	49	50	42	41	53	58	51	60	57	53	59	62	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
