step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-1157.165714354304555	-1164.021202305263841	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.187802091106977	0	1	4	1	3	3	3	3	4	3	6	5	5	4	6	4	5	6	5	6	6	7	6	7	7	8	7	7	7	9	8	7	9	7	7	8	8	8	11	9	9	9	9	9	11	9	9	9	11	11	11	11	11	10	13	11	11	12	11	11	12	12	13	13	13	13	14	14	14	13	13	13	15	16	16	16	16	17	18	19	19	19	20	22	22	22	22	25	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	3	4	3	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	6	5	5	5	5	5	6	5	5	5	6	6	6	6	6	5	7	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	9	10	10	10	10	11	11	11	11	13	13
500	-621.799233969810757	-628.654721920770157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.313468608641874	-1	1	3	1	4	2	3	1	4	3	6	5	5	4	7	5	5	6	6	6	7	7	7	7	6	8	7	7	6	10	8	8	10	7	8	9	8	9	12	9	7	9	10	8	10	9	9	9	12	11	11	12	12	11	14	11	12	13	11	12	12	13	12	13	13	12	14	15	14	13	13	14	16	16	15	16	17	17	18	19	17	19	21	22	22	23	21	25	24	0	1	4	1	4	2	4	1	1	4	3	3	7	7	7	2	6	10	8	1	9	16	6	16	2	19	12	13	4	37	12	22	24	12	29	19	16	4	48	25	8	21	26	19	13	17	34	22	16	47	47	26	40	18	13	46	47	51	22	34	37	45	41	59	13	45	46	39	60	51	47	28	23	8	56	8	48	68	60	59	51	81	58	77	54	82	80	83	58	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	3	1	1	2	5	2	2	3	1	2	1	2	1	1	1	3	1	2	1	2	1	1	4	2	2	3	1	2	1	2	2	2	1	3	1	1	2	2	4	4	1	3	2	2	5	3	2	2	1	4	1	2	1	1	1	2	4	6	7	2	9	4	1	4	4	2	1	4	3	7	2	1	2	6
1000	-532.931850846054090	-539.787338797013490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521874452977488	0	1	2	1	2	3	3	4	5	3	6	6	5	4	6	4	6	6	5	6	6	7	7	8	7	8	8	7	7	10	9	8	10	8	6	8	7	8	12	8	9	10	10	9	10	9	10	9	11	12	12	12	12	10	13	11	11	13	10	11	13	10	14	12	14	14	14	14	14	12	12	12	14	17	16	16	15	17	17	20	18	19	20	22	22	22	23	24	25	0	1	1	1	1	4	3	2	2	4	3	1	7	7	7	5	6	8	2	1	5	12	6	11	9	29	22	13	20	41	22	21	24	12	19	37	19	21	48	25	2	21	36	19	28	17	34	12	46	47	41	37	25	44	45	46	47	48	12	47	8	13	48	59	72	62	46	51	47	22	47	45	56	76	56	12	58	64	71	63	77	63	81	82	44	83	83	86	77	1	1	1	1	1	1	1	2	2	1	2	3	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	3	2	2	1	1	2	1	2	2	2	1	2	2	1	2	2	1	6	2	2	1	1	2	3	1	2	2	1	2	1	1	2	5	1	3	2	2	2	3	1	2	8	2	2	1	5
1500	-519.723623400305542	-526.579111351264942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609759801345365	0	2	3	1	2	3	3	2	5	4	6	5	5	5	6	5	5	5	6	4	6	8	7	7	8	9	7	8	7	9	7	7	8	7	7	9	9	8	11	9	6	8	10	9	9	9	9	9	12	12	11	10	11	10	14	11	11	12	10	11	11	11	13	12	12	12	14	13	14	13	14	13	15	16	17	16	16	17	17	19	20	17	20	23	21	22	23	26	25	0	1	5	1	1	4	2	1	4	5	2	10	7	7	7	2	6	8	8	2	9	12	6	11	41	35	12	13	16	21	12	4	24	12	19	35	19	21	48	25	8	21	35	23	41	17	34	22	46	47	22	37	40	19	28	46	47	39	41	34	54	45	48	59	45	62	56	32	60	51	47	65	46	41	56	37	58	59	71	77	82	58	77	83	41	80	77	81	83	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	4	1	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	2	3	1	1	2	1	2	4	3	4	2	4	2	1	2	2	3	2	6	2	4	4	2
2000	-518.196161358010272	-525.051649308969672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555421825448659	0	1	4	1	3	3	3	3	5	3	6	4	4	4	5	3	5	6	5	6	6	8	7	8	7	8	7	7	8	10	7	8	9	7	6	9	8	7	11	8	8	7	9	9	9	9	9	8	11	11	8	11	10	10	13	10	11	12	11	12	12	12	13	13	11	14	14	14	14	13	13	13	15	16	16	16	17	17	19	20	19	18	18	23	22	22	20	25	25	0	1	1	1	2	2	2	2	4	4	3	1	7	7	7	2	3	3	8	3	10	12	6	3	10	35	12	13	5	21	3	9	24	1	19	35	19	10	48	25	18	2	35	9	13	17	31	12	46	47	12	44	40	29	62	46	47	22	27	47	19	45	59	27	45	55	56	39	60	39	34	65	56	29	73	44	39	59	71	82	83	77	78	82	61	87	83	83	80	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	3	2	2	2	1	3	1	2	2	2	2	1	1	3	1	2	2	2	1	2	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	2	1	1	2	2	1	1	3	1	2	4	1	3	4	3	2	2	1	1	1	2	4	1	1	3	2
2500	-541.370021768243987	-548.225509719203387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509096791122267	-1	2	2	1	4	3	3	3	4	3	6	5	6	4	5	3	5	6	4	6	7	7	5	8	7	9	7	7	7	9	8	7	9	7	6	9	5	8	12	9	9	10	10	9	8	10	10	9	12	12	12	11	12	10	14	11	12	12	12	12	12	10	14	13	14	13	14	14	14	13	12	12	14	15	16	14	17	17	18	17	19	18	20	23	22	21	23	25	23	0	1	4	1	4	4	3	2	2	1	3	3	7	7	7	4	6	2	8	9	16	12	6	11	5	35	12	13	19	8	12	12	24	12	37	29	19	2	48	25	29	38	6	18	13	17	34	12	46	47	22	37	25	44	45	23	34	48	48	47	54	45	58	59	45	72	46	39	60	48	34	45	56	38	67	61	39	70	71	58	82	80	58	81	52	82	86	84	82	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	3	1	1	2	2	2	1	1	2	1	1	2	3	2	1	1	1	1	2	1	4	2	1	2	1	4	2	1	2	1	2	1	1	2	3	2	1	2	3	2	1	2	1	1	1	1	1	3	1	2	1	1	2	2	2	2	3	1	1	3	2	3	2	1	1	4	2	6	1	2	2	3
3000	-516.161938721020874	-523.017426671980274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577984098113686	0	2	2	1	2	3	3	3	4	4	6	4	4	5	6	4	5	7	5	5	6	7	6	7	7	8	7	8	7	8	8	6	10	8	8	9	8	8	11	9	9	9	10	9	10	9	9	9	12	10	11	11	12	10	14	11	11	13	11	11	12	12	14	14	14	13	14	15	15	12	14	13	14	16	17	16	16	16	18	19	20	19	20	22	22	22	23	25	24	0	1	1	1	1	1	3	4	6	4	10	3	7	7	7	2	6	2	2	9	19	2	6	19	10	29	12	13	8	21	22	10	24	27	8	18	8	5	48	25	4	21	26	29	28	23	34	22	46	22	22	41	40	44	28	46	47	39	41	47	29	45	48	58	72	45	49	59	60	37	47	45	56	54	67	41	58	64	71	68	77	58	77	80	61	82	86	86	86	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	3	3	1	1	4	2	1	1	1	2	1	1	3	1	2	2	2	1	3	2	1	1	1	1	2	1	2	1	1	2	1	3	2	2	3	1	1	4	2	3	2	2	2	2	2	3	2	1	4	2	1	2	1
3500	-491.673815203255856	-498.529303154215256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652998305156385	-1	1	3	2	2	3	3	3	4	3	7	6	5	5	6	3	5	6	5	6	6	7	6	7	5	9	7	7	8	9	8	7	9	8	6	7	8	8	11	10	9	9	10	8	10	10	10	10	11	11	11	11	11	10	13	12	11	13	12	12	12	11	13	13	13	13	14	14	13	12	12	12	16	17	16	16	16	16	17	20	20	17	18	22	23	22	22	24	25	0	1	4	1	2	2	5	4	4	5	18	3	7	7	7	5	6	8	3	4	10	12	19	5	4	19	12	13	19	21	12	3	24	12	19	35	19	21	48	25	37	38	35	18	13	17	34	12	46	34	22	37	40	19	45	46	47	39	12	47	29	45	39	22	45	72	56	59	60	22	47	28	67	41	67	37	48	59	71	82	82	77	82	81	61	80	81	81	86	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	2	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	3	1	2	1	1	2	2	1	2	1	1	1	1	2	1	3	1	2	2	2	1	1	1	1	2	1	2	1	3	1	3	3	2	2	2	2	1	1	1	4	1	1	2	2
4000	-499.130491659470408	-505.985979610429808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677187340790171	-1	1	3	2	3	3	2	3	4	4	6	5	4	3	6	5	5	6	5	6	6	6	7	6	6	9	8	7	7	10	7	7	7	7	7	9	7	8	12	10	8	9	10	9	10	9	10	10	11	11	12	11	10	11	13	10	12	12	11	11	13	13	14	14	12	13	13	13	13	14	14	14	15	17	16	17	16	17	17	20	19	18	19	22	22	22	22	25	25	0	1	2	2	2	4	1	1	4	1	3	10	7	7	7	1	6	4	8	10	10	3	6	3	16	35	24	13	19	21	22	2	24	22	16	35	19	16	59	25	18	23	35	18	15	23	34	34	46	47	59	29	25	37	65	46	32	48	12	47	41	45	39	27	45	45	46	59	60	59	57	55	67	54	56	54	63	68	71	81	77	77	77	81	74	83	83	82	80	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	3	1	1	1	2	1	3	1	3	2	1	3	2	1	2	1	1	1	1	1	1	2	3	3	1	2	1	1	1	1	1	2	3	2	2	4	3
4500	-498.691043073368178	-505.546531024327578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656594347751073	0	1	3	1	2	3	4	3	4	4	5	4	5	5	7	5	5	5	4	7	6	8	6	7	7	7	7	7	8	9	8	6	9	7	6	9	8	9	11	9	9	10	10	10	10	8	9	10	11	12	12	10	12	11	14	10	11	12	12	10	11	13	12	13	13	13	14	14	13	13	14	14	16	17	17	14	15	17	19	19	20	17	19	22	22	23	22	25	25	0	1	2	1	4	2	3	4	5	4	3	3	7	7	7	1	6	8	8	16	10	12	16	11	18	35	12	13	19	21	12	3	24	12	19	26	19	21	48	25	10	21	26	19	28	17	34	31	46	34	32	37	40	41	65	46	47	39	22	47	8	45	12	22	45	45	56	63	60	51	47	65	67	37	67	44	58	64	71	63	82	77	82	80	74	77	83	81	84	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2	2	1	1	3	2	2	3	2	2	2	1	1	2	3	1	1	1	1	1	1	1	2	1	3	2	4	2	1	1	3	1	1	1	2	1	1	5	1	1	2	2	3	3	2	1	1	2	1	4	2	2	2
