step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-594.450676574238514	-601.306164525197914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574393201325251	0	2	2	4	4	3	4	6	3	3	4	7	5	4	6	5	7	6	6	6	7	6	5	6	7	7	8	7	9	8	8	7	8	8	8	8	8	8	7	8	8	7	9	10	11	9	9	10	9	9	8	10	9	9	10	10	9	9	9	11	11	13	11	11	11	12	11	12	11	13	12	14	13	13	14	14	14	14	16	16	17	19	18	20	18	18	21	18	22	20	19	21	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	4	3	2	3	3	4	3	3	3	4	3	3	3	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	6	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	6	7	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	8	8	9	10	9	10	9	9	11	9	11	10	10	11	10	11
500	-476.478911815261881	-483.334399766221281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451345455038178	0	2	3	5	4	3	4	6	3	3	4	8	6	5	7	6	7	6	5	4	8	7	5	6	6	7	7	6	9	5	8	8	8	8	8	9	8	8	7	8	8	7	9	11	12	9	8	8	10	10	8	9	8	9	10	11	7	9	10	10	11	12	10	12	10	12	12	11	12	14	11	13	14	14	14	15	14	14	13	16	17	18	19	20	18	18	20	18	23	21	20	21	20	19	0	1	1	10	1	1	6	10	2	1	6	24	9	3	16	1	23	9	1	1	16	23	10	19	3	11	30	11	30	10	25	13	4	28	18	33	15	16	16	14	16	4	19	27	17	11	10	30	42	12	14	20	18	51	38	52	11	32	0	28	16	32	10	40	42	16	33	25	71	45	7	5	67	67	14	0	60	44	40	70	57	1	64	81	77	0	16	77	90	83	51	94	86	81	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	4	3	2	3	1	2	4	1	1	1	1	1	1	1	1	2	3	3	2	1	3	2	2	1	1	2	3	1	1	6	1	2	1	1	1	4	9	3	2	1	1	6	2	1	1	7	1	1	1
1000	-464.473565441545190	-471.329053392504591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490813629589455	0	3	1	4	4	2	4	4	3	2	4	8	5	4	5	6	5	6	6	5	8	4	5	6	6	8	9	8	8	8	7	6	8	7	8	7	8	6	8	8	8	7	9	10	12	10	10	11	8	9	8	9	8	9	10	10	10	8	9	11	10	13	11	12	12	11	11	13	12	13	12	14	13	14	13	14	14	13	15	16	15	20	17	20	19	18	20	17	23	21	19	21	20	20	0	1	1	10	10	1	10	1	3	1	10	13	22	2	1	4	7	7	9	9	25	1	11	9	22	20	7	25	36	4	22	11	5	20	25	18	24	7	7	32	7	23	36	12	53	58	25	2	8	11	42	7	7	7	28	12	11	34	0	51	25	23	1	35	53	22	44	25	41	37	26	78	28	60	43	0	56	30	58	77	67	9	80	75	63	0	1	78	90	81	53	86	86	44	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	3	1	1	2	3	1	2	1	2	1	1	1	2	1	2	1	1	1	3	1	2	4	2	2	1	2	2	2	1	1	4	1	1	1	1	4	5	3	2	3	1	3	2	3	2	1	2	2	3	1	2	3	4	1	3	7	1	4	3	1	11	2	1	3	7	1	1	4
1500	-546.048623392492004	-552.904111343451405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550266757451667	1	2	3	5	3	3	5	5	4	4	4	7	5	2	7	5	7	5	6	6	6	6	5	4	7	8	7	8	9	8	8	6	8	8	7	9	9	8	8	6	9	8	8	9	12	9	9	10	7	9	9	10	8	8	11	10	9	8	10	12	11	12	12	12	11	12	11	12	11	13	13	14	10	10	15	14	14	14	17	17	16	17	18	21	15	18	22	17	22	20	20	22	21	21	0	1	1	10	1	1	6	1	6	1	1	4	1	1	40	3	4	14	11	9	11	23	5	2	32	1	14	19	33	7	17	11	10	5	23	34	11	10	16	10	33	23	35	17	36	54	1	12	16	22	33	10	13	17	27	57	14	12	0	44	53	59	20	48	43	24	1	1	41	50	59	7	27	17	9	0	69	55	16	70	72	67	76	81	62	0	53	17	85	77	83	82	79	79	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	4	2	1	2	1	2	1	1	3	1	3	1	1	2	2	1	3	1	2	3	4	6	1	1	2	5	2	1	5	1	2	1	4	2	1	5	2	4	2	1	4	5	4	2	1	2	3	2
2000	-485.234934793789876	-492.090422744749276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489832297484015	1	2	3	4	3	3	5	7	4	3	5	6	6	3	7	5	7	7	5	6	7	7	5	6	7	6	9	7	9	8	7	6	8	9	8	9	8	6	6	9	7	7	9	11	11	9	6	9	9	7	9	9	9	9	11	11	10	8	9	11	12	12	11	12	11	13	11	12	11	14	13	14	13	13	14	15	15	13	16	17	14	19	19	21	19	16	22	19	23	21	17	22	20	22	0	1	1	10	1	1	6	3	2	1	10	2	14	1	14	3	39	20	14	9	7	19	1	11	38	1	15	32	25	15	14	10	13	1	39	23	26	14	1	41	1	38	25	57	16	24	14	28	20	19	33	10	33	14	20	54	51	39	0	43	57	52	24	1	10	47	26	38	41	50	56	64	69	64	11	0	43	65	36	75	14	1	67	75	70	0	37	20	92	80	70	91	91	64	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	3	2	1	4	1	2	2	2	3	1	3	1	1	1	2	2	2	1	2	1	1	3	1	3	2	1	1	2	1	1	2	2	2	7	4	3	2	2	3	3	1	2	1	1	4	1	3	1	3	1	6	6	4	4	3	1	8	9	1	2	1	2	2	4
2500	-495.107840611028621	-501.963328561988021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480733794531784	1	2	2	5	4	3	4	5	3	4	4	6	5	5	6	6	7	5	5	6	8	6	6	5	8	7	6	8	9	7	8	7	9	9	8	8	8	8	7	7	9	7	9	10	11	10	9	9	10	10	8	9	10	8	10	10	9	9	10	12	9	13	12	11	11	12	9	12	11	13	12	14	13	12	14	14	13	15	16	16	18	18	18	21	19	18	21	18	20	21	19	21	21	21	0	1	1	1	9	1	2	9	2	2	9	5	11	1	1	19	8	9	1	18	1	10	1	2	20	3	11	20	10	27	14	10	32	1	12	26	40	1	7	22	1	3	12	54	32	1	40	13	9	14	12	40	30	12	25	15	10	19	0	53	1	4	54	1	1	42	38	32	22	69	37	59	64	54	62	0	71	71	62	48	56	65	66	73	77	0	78	51	74	81	86	73	91	72	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	3	1	4	1	2	1	1	3	1	1	2	1	1	2	1	4	1	1	1	2	1	1	4	2	1	1	3	5	1	1	4	2	1	1	3	1	2	2	3	2	1	1	4	4	2	4	5	3	1	3	1	1	3	2	1	2	1	1	1	2	3	4	4	4	3	5	4	1	4	5	4	2	1	4	1	3
3000	-511.797941453435897	-518.653429404395297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536000310073843	1	3	2	5	4	3	4	7	4	3	4	8	5	5	6	5	8	6	7	6	7	6	4	6	6	5	9	7	9	6	8	8	7	8	7	8	8	9	7	8	9	7	10	10	12	9	9	10	7	9	8	10	10	9	11	10	9	9	8	12	11	13	10	11	12	13	11	11	11	12	13	14	14	11	14	15	12	12	16	16	17	19	19	19	16	19	21	17	23	19	18	21	19	22	0	3	1	1	1	1	6	30	6	3	1	6	10	10	7	6	42	1	14	11	7	9	1	4	4	1	1	10	1	11	9	9	3	7	24	49	19	16	1	22	17	4	50	26	25	40	51	37	1	20	9	20	58	40	37	41	24	19	0	53	41	18	1	1	9	51	43	37	33	50	64	36	36	34	55	0	47	69	40	47	41	71	54	64	72	0	55	14	81	58	79	78	91	75	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	3	2	3	1	2	2	3	1	1	1	1	2	3	2	1	1	1	2	3	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	3	4	5	5	1	1	2	2	1	1	3	3	1	1	1	1	1	3	3	4	5	6	3	1	1	5	5	3	4	1	4	1	3
3500	-468.704651451651216	-475.560139402610616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537990778707488	1	2	3	4	4	4	5	5	2	4	4	7	4	5	5	5	7	6	7	6	7	6	6	4	7	8	7	7	9	9	7	6	8	9	9	7	8	8	6	7	7	8	9	10	12	10	6	7	9	9	8	11	8	9	10	10	8	9	9	11	11	13	11	11	11	11	12	12	11	12	12	15	13	12	13	13	14	14	16	15	17	19	17	18	18	17	21	19	22	19	19	21	21	22	0	1	1	9	2	9	11	9	1	2	1	20	1	13	1	2	13	1	24	8	24	16	1	9	14	1	1	9	9	28	11	4	47	16	26	7	20	5	7	2	7	36	25	20	7	1	11	8	10	51	28	49	20	21	57	7	1	4	0	19	30	69	42	23	36	22	53	25	41	54	36	65	52	46	61	0	39	46	1	30	75	7	45	69	73	0	70	36	91	76	77	79	91	52	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	3	1	1	3	3	3	3	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	4	3	1	1	2	1	1	1	1	1	1	4	4	2	1	2	1	1	1	3	2	2	2	1	1	1	2	2	1	1	2	1	5	2	4	2	3	11	1	4	2	1	7	5	2	3	2	2	1	5
4000	-497.956187941127951	-504.811675892087351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623365302843935	0	2	3	4	4	4	4	6	2	3	4	8	6	4	6	5	8	6	6	6	8	7	5	5	7	6	7	8	9	8	8	6	8	9	9	9	9	8	5	7	9	7	9	10	11	9	10	9	9	9	9	8	9	9	10	10	9	9	9	11	10	12	12	11	11	11	12	12	12	13	11	14	13	13	13	14	14	14	15	16	17	19	18	20	18	18	20	17	21	20	19	22	21	22	0	1	9	10	10	9	1	14	1	2	3	10	5	9	10	9	40	1	10	2	13	15	1	3	3	10	7	11	1	27	10	14	26	7	42	8	13	11	9	24	42	18	8	42	18	22	54	25	1	1	16	18	20	17	4	21	10	19	0	48	17	21	58	28	24	10	33	14	61	59	32	25	34	67	71	0	67	74	58	67	80	79	55	83	73	0	52	74	79	83	86	84	91	85	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	3	1	2	1	1	5	1	2	2	2	2	2	1	3	1	1	3	1	2	2	2	1	1	2	1	1	2	3	2	1	1	4	4	1	2	2	1	4	1	3	1	1	1	1	2	2	1	3	3	3	4	1	2	2	3	2	1	1	1	1	1	2	2	1	3	4	1	2	1	9	1	2	1	1	1	1	2
4500	-507.146031458533685	-514.001519409493085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444389795039434	1	2	3	4	5	3	5	5	4	3	4	5	6	5	5	5	6	6	6	6	7	7	6	6	7	7	8	6	9	8	7	6	9	8	9	7	8	7	8	9	5	7	9	8	10	9	9	11	9	10	8	10	9	9	10	10	10	9	9	11	11	14	11	11	12	11	10	12	11	12	13	14	13	13	14	14	14	14	15	16	15	19	18	20	17	18	21	19	22	19	18	20	20	21	0	1	1	1	1	1	4	11	2	2	6	9	1	9	1	3	5	5	1	5	9	7	11	7	9	6	9	12	37	26	17	5	16	42	42	4	9	1	9	10	1	5	22	18	44	16	1	37	22	54	36	1	13	25	21	21	36	13	0	53	41	63	35	22	44	47	41	4	51	35	51	49	50	51	41	0	55	65	1	70	69	56	9	37	45	0	42	37	82	68	9	80	86	82	1	1	1	2	2	2	1	1	1	1	1	1	3	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	3	2	3	2	1	2	1	1	2	3	2	1	1	1	3	1	1	1	1	1	1	1	1	3	2	1	1	2	1	3	3	2	2	3	2	1	2	5	1	2	1	5	2	2	4	6	7	3	1	6	4	2	3	5	2	1	1
5000	-531.801206403791639	-538.656694354751039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529312382989264	1	2	2	4	4	3	5	7	3	3	3	7	5	4	7	4	7	6	7	6	5	6	6	5	8	8	9	8	9	8	6	8	9	9	9	9	8	7	8	8	9	7	10	10	10	8	9	10	7	9	8	10	9	8	9	10	10	8	8	11	10	12	10	10	10	12	9	12	12	13	12	12	14	13	14	14	14	14	16	16	18	18	17	19	18	19	19	17	23	20	17	19	20	21	0	1	1	9	1	1	10	10	2	3	2	5	9	6	24	3	13	9	1	5	11	21	13	2	19	1	1	31	25	14	9	18	20	18	17	5	7	9	7	21	16	22	54	14	18	9	20	1	9	19	18	54	42	42	18	28	30	15	0	65	41	49	9	28	40	36	38	44	36	64	67	18	53	42	18	0	51	19	40	71	30	79	79	69	17	0	52	44	81	81	1	73	79	81	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	5	3	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	3	2	3	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	3	2	3	4	1	3	3	4	2	3	2	1	2	4	1	4	5	2	1	5	2	2	2
5500	-501.303952122773865	-508.159440073733265	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639200000458657	1	2	3	3	5	4	5	6	4	4	4	7	5	3	7	5	7	6	6	6	7	6	5	5	7	7	7	8	9	6	6	7	8	5	6	7	8	7	6	6	8	8	10	10	11	10	9	9	10	9	9	9	10	8	11	11	9	8	8	12	11	14	11	10	10	12	12	12	12	14	13	14	14	13	13	14	14	15	16	15	17	20	19	20	17	18	21	17	22	21	18	18	20	22	0	1	1	1	11	1	4	10	4	2	14	9	14	1	30	3	39	11	9	10	24	24	1	4	16	7	23	32	30	5	1	14	22	14	10	35	25	10	10	1	12	30	39	35	10	42	35	35	42	36	26	1	42	34	29	44	22	30	0	42	54	64	17	1	11	1	56	2	54	56	40	56	57	41	45	0	50	68	14	70	57	86	85	74	53	0	85	64	93	84	36	85	79	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	4	1	1	1	1	1	1	4	1	2	1	1	2	1	1	2	2	2	2	3	3	3	1	5	3	2	4	1	2	3	1	1	2	2	4	1	4	2	1	3	2	1	4	3	1	1	3	1	2	1
6000	-551.403636888188885	-558.259124839148285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462103484943010	0	2	2	4	5	4	5	7	3	3	2	6	6	4	6	5	7	6	6	6	7	6	5	7	8	7	9	7	8	9	7	7	8	9	8	8	9	8	7	9	7	8	8	9	12	7	8	9	10	10	9	10	9	9	10	10	9	9	8	11	9	13	11	10	11	11	10	11	12	12	12	15	13	13	13	15	14	14	16	16	18	17	18	20	18	17	21	19	21	20	17	20	17	20	0	1	1	1	14	9	2	9	1	3	1	6	4	2	9	14	3	9	7	4	1	2	1	13	9	12	16	11	9	24	7	5	22	33	2	23	21	20	16	7	10	3	15	41	42	12	11	12	1	19	3	9	13	8	17	30	17	9	0	38	10	64	24	28	25	25	35	30	9	66	56	62	50	42	11	0	52	73	77	34	75	16	79	20	70	0	10	43	73	82	55	77	71	68	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	3	1	1	1	3	2	2	1	2	1	3	2	2	1	1	1	1	1	2	1	1	1	1	2	2	3	1	1	3	1	3	2	5	4	4	2	2	1	3	1	1	3	1	1	2	2	4	3	1	2	1	1	4	1	1	1	2	3	3	1	3	1	1	3	2	5	1	7	3	1	8	5	3	1	3	3	4	3
6500	-507.100034549888164	-513.955522500847565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503490655170118	1	3	3	2	4	2	5	6	4	4	3	6	5	5	7	6	7	4	6	6	7	6	3	6	7	7	9	6	9	9	8	7	7	8	9	8	8	7	5	7	7	8	9	11	8	8	7	10	10	9	8	10	9	8	10	9	9	8	9	11	11	11	11	12	10	12	11	12	10	14	12	13	13	13	13	15	14	13	16	16	17	20	18	20	15	18	21	17	22	20	18	22	20	21	0	1	1	1	1	1	11	3	4	1	4	18	1	2	39	2	13	1	5	5	10	23	1	1	7	22	11	1	9	19	24	5	8	14	33	13	10	10	1	39	11	32	41	42	24	10	1	51	7	20	8	1	16	26	6	17	54	11	0	54	1	42	12	43	51	27	69	60	43	21	6	26	48	45	62	0	44	33	56	77	41	70	59	75	38	0	58	72	93	91	77	80	91	86	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	3	3	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	3	1	2	3	1	4	1	1	5	1	1	5	1	1	2	1	2	4	2	2	1	2	2	1	1	1	4	4	3	1	3	1	1	1	3	5	2	5	4	4	4	3	1	6	2	1	1	2	2	1	2
7000	-434.540456258509835	-441.395944209469235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544135803000671	1	2	3	5	4	3	4	4	3	3	5	7	5	5	6	5	7	6	7	5	7	7	5	7	6	6	9	7	9	8	9	6	7	7	7	7	8	9	7	8	9	8	9	10	10	10	9	11	9	6	7	10	9	7	11	11	9	10	8	11	11	13	11	11	12	13	12	11	12	14	11	14	14	14	14	14	14	14	16	17	18	20	17	19	18	18	20	18	22	20	18	20	20	21	0	1	1	10	9	1	10	1	1	1	3	6	9	3	7	9	9	1	25	5	7	16	10	16	7	1	9	7	33	15	7	7	32	18	7	15	26	16	18	32	1	23	54	30	16	38	10	35	51	9	11	1	39	13	32	21	25	30	0	13	9	60	10	5	45	60	53	32	43	62	19	45	67	71	12	0	48	66	1	73	69	86	76	48	64	0	25	71	77	43	79	86	91	60	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	2	1	2	3	1	1	1	3	1	1	1	1	1	1	2	1	1	3	1	1	1	3	1	3	4	1	1	1	5	1	1	2	2	2	1	1	3	3	1	4	4	1	2	1	2	2	1	3	1	1	2	4	1	2	1	5	2	4	1	1	3	4	1	3	4	3	5	1	1	1	5
7500	-481.632119410902533	-488.487607361861933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587019335953309	0	2	2	4	5	3	3	6	3	4	5	7	6	5	5	5	7	7	6	4	7	6	5	5	7	6	9	8	10	8	7	7	7	9	8	9	8	9	7	7	8	8	10	11	11	9	9	10	10	9	9	11	9	8	11	11	9	10	9	10	12	13	10	12	11	12	11	12	12	12	12	14	11	13	14	14	14	14	13	17	17	19	19	20	19	17	20	18	23	20	18	22	20	22	0	1	1	9	9	1	3	14	2	1	4	16	4	20	7	2	20	24	10	3	16	7	1	2	13	7	18	22	9	33	23	24	26	12	19	12	26	24	1	24	11	5	38	47	24	1	37	42	20	18	18	17	40	10	60	11	40	40	0	33	33	29	11	16	18	1	34	33	24	30	60	28	29	38	61	0	68	59	1	67	57	86	88	75	50	0	80	54	90	81	79	84	79	75	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	4	1	2	1	1	1	2	3	1	1	4	1	1	2	1	2	1	2	1	1	1	1	1	2	3	5	2	6	1	2	3	2	1	3	1	2	1	1	1	2	6	3	4	1	1	4	4	1	1	5	2	1	3	1	4	4
8000	-472.220090041138178	-479.075577992097578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542099673505548	1	3	3	3	3	3	5	7	3	4	4	7	4	4	6	6	8	6	7	7	7	6	4	6	7	7	7	6	10	7	8	7	9	8	7	6	8	9	8	8	9	8	8	11	11	9	10	9	9	10	8	11	9	10	11	9	10	9	9	12	11	12	12	9	10	11	11	12	11	13	12	14	13	13	15	14	14	14	16	16	18	20	19	20	17	19	21	18	22	20	20	22	19	22	0	1	1	1	1	1	2	11	1	6	1	7	1	9	1	6	14	14	9	11	9	9	1	14	18	7	11	1	43	9	10	28	21	1	28	13	15	34	15	15	9	32	28	20	24	30	15	20	30	17	27	17	20	42	38	31	43	18	0	29	1	50	54	24	7	1	38	53	51	41	42	41	71	68	56	0	63	56	1	75	12	86	25	41	75	0	83	71	91	79	36	82	67	91	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	2	2	2	2	1	1	1	1	1	2	1	3	2	1	1	4	1	1	1	1	1	1	2	1	1	2	3	2	2	1	2	1	1	2	1	1	2	1	1	2	1	1	4	1	2	2	2	3	1	1	1	2	2	2	1	1	3	1	1	3	8	1	3	1	6	5	1	1	1	3	1	2	8	1	3	1
