step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-2597.842412480603343	-2596.380330396084446	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.549959034225647	0	3	5	6	7	6	8	8	8	9	9	8	8	9	9	10	9	10	11	10	10	11	11	10	11	11	10	10	10	11	11	13	11	12	11	13	12	12	13	13	13	13	12	15	13	12	12	14	14	15	14	14	15	14	15	14	15	15	15	15	16	15	15	15	16	16	15	16	19	16	15	17	17	17	16	16	17	17	18	18	17	18	19	21	19	18	18	18	18	19	19	20	20	20	22	20	24	22	24	25	26	28	28	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	3	4	4	4	5	5	4	4	5	5	5	5	5	6	5	5	6	6	5	6	6	5	5	5	6	6	7	6	6	6	7	6	6	7	7	7	7	6	8	7	6	6	7	7	8	7	7	8	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	10	8	8	9	9	9	8	8	9	9	9	9	9	9	10	11	10	9	9	9	9	10	10	10	10	10	11	10	12	11	12	13	13	14	14	15
500	-896.987468938239658	-895.484007704845794	-1.503461233393809	0.000009992094786	0.000011099654468	1.110843592341606	0.319174785036208	0	3	5	5	6	6	8	5	8	9	9	8	8	8	9	10	10	8	11	10	11	11	10	8	11	12	10	11	11	8	11	14	12	13	11	13	13	12	13	13	13	13	12	15	14	13	12	15	13	13	15	14	15	15	15	14	15	16	15	15	17	15	15	15	16	16	16	16	19	15	13	16	17	18	16	16	16	17	19	19	16	19	20	21	20	19	19	17	18	19	19	19	21	21	23	21	23	22	23	25	27	29	29	30	0	1	1	2	3	4	2	1	5	5	24	2	3	3	9	7	7	8	9	2	15	11	24	6	12	14	15	15	18	8	8	19	18	19	11	35	8	18	16	25	14	28	30	8	30	29	8	19	24	25	25	49	29	71	8	7	8	47	50	9	75	19	19	35	13	25	41	49	53	37	31	25	38	29	33	8	25	55	25	76	8	31	28	6	37	33	29	44	65	54	75	54	55	59	54	13	37	81	81	81	98	37	81	81	1	1	3	2	1	1	2	3	1	2	1	2	1	1	1	1	1	2	2	3	1	1	2	1	2	2	1	1	1	2	4	1	3	1	1	1	5	2	2	1	2	2	2	5	4	1	4	3	3	1	3	1	2	2	6	3	5	3	1	5	1	1	3	2	5	3	1	2	2	2	1	2	2	4	2	3	4	1	3	2	10	6	8	6	4	6	5	1	1	2	2	2	3	3	6	8	6	5	3	6	3	12	11	11
1000	-738.701138246326764	-737.047435500899496	-1.653702745427244	0.000010018218887	0.000014858573856	1.483155241733181	0.439874500773404	1	3	5	6	6	5	8	7	8	9	10	9	8	8	9	11	10	10	11	10	10	10	11	7	12	11	11	11	10	12	11	12	12	12	10	13	12	13	13	14	13	14	13	15	11	12	12	14	13	13	15	15	14	14	15	15	14	15	15	15	16	16	15	15	15	16	16	16	19	16	13	18	17	18	16	15	17	18	18	18	15	17	20	21	19	18	17	18	19	19	20	18	21	19	23	21	24	22	24	26	26	29	28	30	0	1	1	2	2	1	3	5	5	5	24	14	5	2	9	7	7	8	9	1	9	24	24	1	13	14	15	15	8	18	8	19	18	9	24	11	8	37	16	20	14	28	18	38	8	18	29	9	24	13	26	23	30	71	38	16	43	47	50	28	29	48	32	35	50	6	14	52	38	33	45	77	31	45	44	33	59	33	59	70	54	44	42	65	37	18	44	30	77	81	82	81	75	72	81	13	93	92	92	81	99	92	92	81	1	2	2	1	3	2	2	1	1	1	2	1	1	2	1	2	1	2	2	4	1	1	3	2	2	2	1	1	3	1	2	1	2	2	2	2	2	1	1	2	3	2	1	2	2	1	1	3	3	2	2	2	1	1	2	3	1	2	1	3	3	2	2	3	1	6	4	1	3	2	1	1	3	3	1	2	1	2	2	1	1	1	4	3	3	5	1	3	2	2	2	1	2	1	5	9	1	2	3	7	2	7	8	7
1500	-682.095632420739776	-680.551963638849770	-1.543668781890033	0.000010065988382	0.000012213585996	1.213351886768472	0.541784173281960	0	3	5	6	7	6	8	8	8	10	9	8	8	9	9	10	9	9	11	11	10	12	11	8	10	11	11	11	10	10	9	14	11	12	11	13	12	12	13	13	12	14	12	13	14	13	13	14	13	13	13	13	13	15	15	15	15	16	15	15	15	16	16	16	15	16	15	16	19	16	13	18	14	16	16	16	16	17	17	19	17	17	19	22	19	18	17	19	19	20	20	19	21	20	22	20	24	23	24	25	27	29	27	30	0	1	2	1	4	1	4	4	6	5	24	3	3	12	9	7	12	8	9	13	15	24	24	1	13	14	15	15	18	8	8	19	8	9	11	35	18	31	16	25	14	28	8	31	29	38	29	19	24	25	26	24	33	71	31	16	45	47	12	28	44	48	48	11	50	50	51	52	45	38	29	77	29	73	44	55	59	73	59	70	54	45	42	96	73	55	61	87	77	81	82	81	75	72	81	65	93	92	95	92	99	99	92	95	1	2	1	2	1	3	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	4	2	2	1	1	1	2	1	2	2	2	1	1	2	1	2	2	1	2	3	2	3	1	2	1	1	2	1	3	1	2	3	3	1	2	3	2	1	2	1	4	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	4	3	2	2	1	2	2	4	4	5
2000	-608.223914496311977	-606.433535081305308	-1.790379415006679	0.000010006524297	0.000018161960123	1.815011844626558	0.709537488820601	1	3	5	6	6	6	8	8	8	10	9	8	9	8	9	9	10	10	9	10	10	11	11	8	11	12	11	10	10	12	11	13	11	12	12	13	11	10	14	13	13	14	12	14	12	11	11	14	13	14	12	14	12	14	15	15	14	15	15	16	16	15	16	15	16	15	16	15	18	16	13	18	16	16	17	16	16	17	19	18	17	18	20	21	18	18	18	19	19	19	19	20	20	21	22	20	23	23	23	26	26	28	28	29	0	1	2	2	3	1	4	2	4	5	24	4	12	6	9	7	16	8	9	4	19	11	11	6	13	14	15	15	8	18	29	19	29	9	11	11	18	8	16	25	14	28	37	18	31	38	8	34	24	25	14	49	38	71	37	39	43	47	50	42	44	48	48	24	50	50	51	52	8	53	30	77	18	45	61	55	59	73	59	70	54	44	60	96	33	73	61	87	77	81	82	90	61	89	90	50	93	92	92	98	99	101	101	99	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	3	2	1	2	1	4	2	1	1	4	2	1	1	1	1	2	1	1	3	2	1	4	1	2	1	1	1	1	1	2	2	2	3	1	2	1	2	1	1	1	3
2500	-585.921834759585295	-584.180517626810342	-1.741317132774983	0.000009815290318	0.000016640864813	1.695402201534028	0.718033703866671	1	4	5	7	7	6	7	8	8	9	10	8	8	9	9	9	10	11	11	10	10	12	11	8	11	12	10	11	10	10	11	12	10	12	12	12	11	12	12	13	13	14	12	16	13	12	12	13	14	15	13	15	15	15	15	14	15	15	15	15	14	15	16	13	17	17	16	16	19	16	13	18	16	18	17	17	17	16	18	18	17	18	19	22	19	19	19	17	19	19	20	20	19	20	22	20	24	23	24	26	26	28	29	30	0	1	1	6	3	3	3	3	5	5	24	2	3	4	9	7	7	8	9	12	15	11	24	3	13	14	15	15	8	8	30	19	8	19	23	11	8	31	16	12	14	28	30	61	29	30	30	19	11	40	4	49	30	71	33	39	43	47	25	28	33	48	48	11	50	50	51	52	30	53	37	77	18	73	38	70	59	55	59	70	71	61	28	96	75	74	44	44	72	81	82	90	75	72	90	65	91	92	92	98	99	101	99	102	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	2	2	2	1	1	1	2	2	1	1	4	1	1	1	2	1	3	1	1	1	1	1	2	2	3	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1
3000	-625.130449765475078	-623.628365323672028	-1.502084441803052	0.000009918775878	0.000010982676541	1.107261286608483	0.680597276014240	1	3	5	6	6	4	6	8	7	9	9	8	9	7	8	9	10	10	11	10	11	10	11	7	11	12	9	10	9	11	11	14	11	13	11	13	12	11	13	14	10	14	11	14	12	12	11	12	14	16	13	15	16	15	14	14	16	14	16	16	16	14	13	16	16	17	15	17	19	15	13	18	17	17	17	16	17	17	18	18	17	17	19	21	19	16	18	18	19	20	20	18	21	20	21	19	25	23	24	25	27	28	28	26	0	1	1	2	6	1	6	5	5	5	24	4	3	4	9	7	16	8	9	12	15	11	11	3	13	14	15	15	8	29	29	9	8	19	11	35	31	8	16	25	14	28	18	37	29	8	29	19	35	25	26	36	33	71	33	39	43	47	25	42	44	48	48	49	40	13	51	52	73	18	33	77	37	38	44	70	59	31	77	70	54	44	60	96	73	37	44	61	77	81	82	81	87	72	81	50	91	92	92	98	99	99	99	99	1	1	2	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	4	2	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	3	2	2	1	2	1	2	1	2	2	1	1	1	4	1	2	1	3	1	1	2	4	2	1	1	2	1	2	1	2	2	1	1	2	2	1	2	2	2	1	2	1	2	1	2	2	3	1	2	2	1	1
3500	-597.927617306024786	-596.199276172191048	-1.728341133833738	0.000009780027345	0.000016272999087	1.663901184890387	0.677402678208991	1	2	5	6	6	6	7	8	7	10	10	8	8	9	9	10	9	10	10	10	11	11	11	8	11	12	10	11	10	12	11	12	12	12	12	13	13	12	13	13	12	14	12	15	14	12	12	13	14	15	14	14	14	14	15	15	16	16	15	16	16	16	15	15	14	16	15	15	17	15	13	18	16	16	16	16	17	18	18	18	17	19	19	21	19	17	19	18	19	19	20	19	20	21	21	18	24	21	24	24	27	27	28	29	0	1	1	1	1	3	3	5	5	5	24	4	3	3	9	7	3	8	9	6	15	24	11	3	13	14	15	15	8	8	18	19	8	9	24	24	38	31	17	25	14	28	18	30	18	29	8	9	24	65	14	36	18	71	33	39	43	47	65	42	29	48	48	35	13	65	26	52	55	33	30	77	18	37	44	70	59	73	59	70	71	61	60	96	69	37	61	44	77	81	87	81	44	89	90	50	91	92	92	98	99	99	99	101	1	1	3	2	3	1	1	1	1	2	2	1	1	3	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	2	1	2	1	2	3	1	1	2	2	1	2	2	1	2	1	1	1	1	1	3	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1
4000	-614.393355468090363	-612.699198243878186	-1.694157224212216	0.000010301391170	0.000016287323948	1.581080038501975	0.699897907849285	0	4	6	6	7	6	8	8	8	8	9	9	8	8	9	10	9	11	12	8	10	11	11	8	11	11	11	10	10	11	10	13	11	13	11	12	13	12	14	13	13	14	13	16	13	11	12	13	13	16	14	14	14	15	16	15	16	14	15	14	16	15	14	15	15	17	13	16	18	13	14	17	17	17	15	15	16	16	18	17	15	18	19	21	18	18	18	15	19	19	19	21	21	20	21	19	24	23	23	24	26	29	27	30	0	1	2	2	3	2	4	5	5	5	24	3	6	6	20	7	7	8	9	1	15	24	24	4	13	20	15	15	8	8	8	19	8	9	11	11	29	8	7	25	14	28	30	75	29	29	18	19	24	65	67	49	8	71	45	39	43	47	25	28	75	48	48	49	25	65	14	49	55	33	30	77	45	55	38	70	59	45	59	70	71	61	60	96	29	74	30	37	77	81	82	90	61	72	90	65	82	92	92	98	99	101	99	102	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	2	2	1	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	1	2	2	2	1	2	1	1	1	3	1	1	1	3	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	5	1	4	1	2	2	1	1	2	1	1	2	3	1	1	1	2	2	2	1
4500	-583.015693798501388	-581.359691176751539	-1.656002621749894	0.000011398864766	0.000016969786066	1.488725975347451	0.684899343692759	0	3	5	4	7	6	8	7	8	10	9	8	7	9	9	11	9	11	11	9	11	11	11	7	11	11	11	10	10	12	11	12	9	12	11	13	13	13	13	14	13	14	12	15	14	13	12	13	12	14	14	14	14	15	15	15	15	15	13	16	16	16	15	15	17	17	16	16	19	16	13	17	17	18	14	17	16	17	18	17	17	17	18	21	20	19	18	18	18	20	19	20	21	20	22	19	23	22	22	26	26	28	28	30	0	1	2	1	6	4	6	2	5	5	24	1	3	6	9	7	7	29	9	6	15	24	11	4	13	14	15	15	8	18	33	9	8	19	24	49	18	31	16	25	14	28	29	75	33	29	29	19	11	13	41	49	29	71	18	39	43	47	25	28	75	48	48	49	50	50	41	52	78	53	29	77	38	55	37	70	59	55	59	70	71	37	42	96	73	74	75	44	72	81	82	81	53	89	90	65	91	92	92	98	99	101	101	102	1	1	1	2	1	1	1	2	1	2	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	3	1	1	3	1	1	2	1	2	2	1	1	2	2	2	1	2	2	2	1	2	3	1	1	2	1	2	1	2	2	1	3	2	2	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	2	1	2	4	1	1	1	2	1	1	2	2	1	1	2
