step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
1	-964.719134597465427	-973.769977977916824	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.245828019866439	3	5	15	10	11	14	20	20	23	22	23	24	42	22	27	24	30	29	32	37	29	29	39	35	28	36	29	36	39	47	36	31	37	39	38	41	38	41	48	37	42	41	39	38	41	45	47	43	50	55	48	47	45	57	44	50	45	49	53	50	49	50	54	61	55	59	52	55	58	52	58	62	65	65	67	67	77	71	75	78	83	0	1	1	2	1	1	5	3	6	7	3	6	9	7	9	9	8	9	11	9	9	9	9	9	9	9	14	6	18	9	9	7	16	18	9	9	22	26	32	9	18	9	27	31	31	32	37	38	38	28	37	44	44	19	36	44	38	44	33	44	38	39	44	50	41	52	44	53	50	33	56	31	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-834.013254089773568	-841.933661923959221	7.920407834185646	0.000010001170459	0.000040528287033	4.052354392044166	0.645479821401844	1	4	7	7	10	10	17	19	20	25	20	14	32	19	28	25	25	32	35	30	32	30	37	29	29	34	30	31	39	39	33	32	35	39	36	40	39	38	37	34	45	44	36	39	39	37	45	40	50	47	48	50	44	45	45	52	48	47	45	50	45	41	56	59	50	57	54	54	58	52	57	59	59	62	61	62	73	69	63	76	80	0	1	1	2	3	1	5	3	6	7	3	6	9	7	9	9	8	9	11	9	24	9	13	9	9	24	14	12	18	24	24	10	16	18	13	24	22	26	32	24	18	30	27	31	31	32	37	38	61	28	37	44	44	19	36	58	38	44	33	44	38	39	58	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-796.061217382197583	-804.192342656636242	8.131125274438702	0.000010004390755	0.000033999442028	3.398452025924636	0.998798567362712	1	6	10	9	13	10	16	17	24	21	22	25	32	22	28	27	30	27	32	39	32	32	36	33	28	29	31	30	35	38	39	31	39	34	39	41	40	40	37	37	40	42	37	42	44	41	48	43	50	50	49	48	46	52	47	52	46	46	46	49	46	47	49	60	54	53	51	51	54	54	56	54	60	62	67	70	75	72	72	69	81	0	1	1	2	3	1	5	3	6	7	3	6	9	7	9	9	8	9	11	24	9	9	13	9	9	9	14	12	18	24	24	7	16	18	13	24	22	26	32	24	18	30	27	31	31	32	37	38	61	28	37	44	44	19	36	44	48	44	33	44	48	39	44	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-797.658312229724515	-805.599975238285083	7.941663008560568	0.000010012012585	0.000039853480812	3.980566392061821	0.999251626537991	2	6	11	11	13	16	19	21	23	23	24	24	30	25	28	27	31	29	29	31	32	29	40	25	27	30	31	34	37	36	32	33	39	39	33	32	38	35	41	34	42	39	37	40	41	41	43	42	47	54	44	49	45	44	39	53	47	47	43	48	52	50	58	60	56	56	51	59	59	53	60	57	57	69	63	65	74	73	72	78	81	0	1	1	2	3	1	5	3	6	7	3	6	24	7	24	9	8	9	11	24	24	24	13	9	24	24	14	12	18	24	9	7	16	18	13	9	22	26	32	9	18	30	27	31	31	32	37	38	38	28	37	44	44	19	36	58	48	44	33	44	48	39	58	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-806.244321713763838	-814.014407167266427	7.770085453502590	0.000010071595386	0.000045603995487	4.527981291929228	0.999895927323752	3	5	5	11	9	14	13	9	23	18	17	20	33	22	29	26	24	28	26	35	30	28	38	28	27	37	28	27	30	37	34	33	39	34	35	39	32	41	43	34	39	43	40	41	41	39	40	44	45	50	40	45	46	35	42	46	48	47	50	48	50	51	52	61	43	61	53	56	57	54	57	48	67	66	65	62	76	67	67	71	76	0	1	1	2	3	1	5	3	12	7	3	6	24	10	9	9	8	9	11	24	9	9	13	9	9	24	14	12	18	24	9	10	16	18	13	24	22	26	32	9	18	30	27	31	31	32	37	38	38	28	37	44	44	19	36	44	48	44	33	44	38	39	44	50	41	52	58	53	50	59	56	31	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-800.768706538630113	-808.833563633027097	8.064857094397004	0.000009930478562	0.000035954494830	3.620620557737015	0.974864903167780	5	8	8	12	10	15	19	17	23	23	24	22	32	21	28	26	22	31	34	35	26	32	40	29	25	28	28	34	39	35	34	32	39	39	38	37	39	36	43	37	42	42	40	37	41	46	44	40	50	54	49	47	42	46	42	43	46	41	46	52	50	47	46	59	50	57	51	57	58	52	60	46	65	64	60	65	75	70	59	73	74	0	1	1	2	3	1	5	3	6	7	3	6	24	7	9	9	8	9	11	9	9	9	13	9	9	9	14	12	18	9	9	10	16	18	13	24	22	26	32	24	18	30	27	31	31	32	37	38	48	28	37	58	44	19	36	44	38	44	33	44	48	39	44	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-814.454431464086042	-822.618775966010730	8.164344501924653	0.000009854437545	0.000032957706132	3.344453296590393	0.988397398876693	-4	4	9	10	13	15	17	21	19	24	19	26	36	20	25	26	26	26	31	32	29	27	41	22	25	34	30	33	36	36	30	33	36	31	42	36	38	42	38	31	40	39	42	42	35	43	46	43	45	47	47	50	48	55	41	50	47	47	44	50	46	49	52	51	53	54	53	56	56	55	58	45	63	66	65	64	66	72	69	78	72	0	1	1	2	3	1	5	3	6	7	3	6	24	7	9	9	8	24	11	9	24	24	13	9	9	24	14	12	18	9	24	10	16	18	13	9	22	26	32	24	18	30	27	45	31	32	37	38	38	28	37	58	44	19	36	58	38	44	33	44	38	39	44	50	41	52	44	53	50	59	56	45	70	71	67	68	73	76	70	81	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-796.743765785706728	-804.872135338246721	8.128369552539997	0.000010114134313	0.000034125622972	3.374052777616841	0.970151671415179	2	4	11	12	13	11	19	24	24	25	23	21	32	24	27	26	31	32	30	38	30	28	37	30	29	36	27	31	39	37	33	31	37	40	41	33	37	40	40	37	39	42	38	39	38	46	40	44	51	55	43	49	46	54	40	50	46	45	45	49	48	47	55	64	45	58	53	55	60	54	56	65	65	67	65	66	70	70	75	78	74	0	1	1	2	3	1	5	3	12	7	3	6	24	7	9	9	8	24	11	24	9	9	13	9	9	24	14	12	18	24	9	10	16	18	13	24	22	26	32	9	18	30	27	31	31	32	37	38	61	28	37	58	44	19	36	44	48	44	33	58	38	39	58	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	81	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-795.120868908408397	-802.716729458649070	7.595860550240644	0.000010038515429	0.000051752425310	5.155386339609458	0.990467648812552	3	7	8	12	14	14	20	18	20	24	21	20	33	23	26	24	24	31	32	35	33	26	38	30	28	34	33	32	37	39	32	32	35	36	36	39	38	39	41	37	39	42	39	41	40	39	43	42	44	47	50	45	45	52	43	50	46	47	47	51	43	46	51	60	49	55	52	53	51	55	56	62	69	66	60	63	79	72	71	80	79	0	1	1	2	3	1	5	3	6	7	3	6	24	7	9	9	8	9	11	24	24	9	13	9	9	24	14	12	18	24	9	7	16	18	13	24	22	26	32	9	18	30	27	31	31	32	37	38	48	28	37	44	44	19	36	44	48	44	33	44	38	39	58	50	41	52	58	53	50	59	56	45	70	71	67	68	73	76	70	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-779.530202152967490	-787.607412086344880	8.077209933377397	0.000011972916826	0.000035737083879	2.984826872028058	0.994276007272582	2	6	11	10	15	9	18	16	21	22	24	21	30	24	24	24	27	29	30	37	30	30	37	26	30	27	26	37	42	36	36	34	34	40	38	39	39	39	44	38	45	43	35	39	45	41	42	46	53	49	49	49	45	45	46	52	47	45	45	47	44	50	53	56	52	60	54	56	55	54	60	60	63	67	67	64	73	70	59	81	75	0	1	1	2	3	1	5	3	6	7	3	6	24	7	9	9	8	9	11	24	9	24	13	9	9	9	14	12	18	24	24	10	16	18	13	24	22	26	32	24	18	30	27	31	31	32	37	38	61	28	37	58	44	19	36	58	38	44	33	58	38	39	44	50	41	52	44	53	50	59	56	45	70	71	67	68	73	76	70	81	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
