step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-3217.711359754750447	-3224.566847705709733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577370200305871	0	2	3	4	4	7	7	7	8	8	8	7	8	9	8	8	8	9	9	9	9	10	9	10	11	10	10	11	11	11	13	13	11	11	11	11	14	14	13	12	15	14	12	12	12	12	12	12	15	15	13	13	14	13	13	13	14	13	13	14	14	14	14	14	14	15	14	14	15	15	15	15	16	16	15	15	15	16	16	16	16	16	17	17	17	17	19	18	20	18	19	19	18	20	20	19	19	19	19	19	20	20	20	20	20	22	24	23	27	24	25	26	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	6	6	6	6	6	6	6	6	7	6	6	6	7	7	7	7	8	7	8	8	8	8	8	8	8	10	10	8	8	8	8	11	11	10	9	11	11	9	9	9	9	9	9	11	11	10	10	11	10	10	10	11	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	11	11	11	12	12	12	12	12	13	13	13	13	14	13	15	13	14	14	13	15	15	14	14	14	14	14	15	15	15	15	15	16	18	17	20	18	18	19	20
500	-1038.721834701803118	-1045.577322652762405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.186541148259558	-2	0	1	3	2	7	4	6	7	5	8	7	5	7	5	6	8	9	6	9	9	10	7	8	10	10	8	10	10	10	12	12	11	11	11	11	13	14	13	11	14	13	12	12	12	12	12	12	14	15	13	13	14	11	12	13	13	13	13	14	13	14	14	12	14	15	13	14	15	14	15	15	16	14	15	15	14	16	16	16	15	16	16	16	17	16	19	18	20	17	19	19	18	18	20	19	19	19	19	19	20	19	20	20	20	22	24	23	27	24	25	26	27	0	1	2	3	3	3	5	10	3	3	10	3	4	10	3	5	7	7	10	9	9	14	5	9	15	4	9	4	11	13	3	15	17	25	4	28	4	25	29	7	10	54	11	10	27	20	24	0	47	11	55	18	25	18	10	33	23	10	10	9	9	8	43	5	7	5	18	11	3	29	18	27	30	21	61	15	25	33	36	13	7	10	22	18	3	16	10	7	55	11	51	15	71	51	96	41	66	7	7	25	16	67	16	16	10	16	88	7	15	100	0	71	18	1	2	1	1	1	4	2	1	3	4	2	4	2	2	2	4	3	4	1	2	2	3	2	1	3	6	1	2	1	4	6	5	3	1	8	1	7	3	3	6	8	2	3	5	4	3	4	1	2	5	1	3	3	2	5	1	6	5	6	4	6	8	2	9	9	6	4	5	13	4	4	4	5	5	1	5	4	4	4	11	8	11	3	6	13	8	11	11	7	8	5	13	2	5	1	3	4	14	13	9	13	5	13	12	14	11	4	15	17	2	1	9	18
1000	-908.113964580369498	-914.969452531328898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.269297603826923	-1	2	3	4	4	6	6	7	8	8	7	5	7	9	6	8	8	9	9	9	9	9	8	10	10	9	10	11	11	11	10	12	11	11	10	11	14	14	13	10	13	14	11	12	12	11	12	12	15	15	12	12	14	13	13	12	14	12	13	14	14	13	13	14	13	15	14	14	14	15	15	15	15	15	15	15	12	16	16	15	16	16	16	17	17	16	18	18	20	18	19	19	18	20	20	18	19	19	19	19	20	20	20	18	18	21	24	22	27	24	22	25	27	0	1	2	3	3	3	5	15	15	3	7	5	4	7	5	15	15	10	7	6	15	8	2	8	11	9	7	27	17	21	7	22	16	23	26	24	51	11	31	8	19	56	11	25	35	20	23	0	7	37	16	31	34	40	51	23	32	25	44	35	27	30	15	16	32	31	51	77	3	29	40	22	32	22	61	40	31	53	27	3	23	42	46	25	31	65	10	10	64	51	50	15	40	96	90	51	90	5	67	16	51	90	31	23	51	82	88	6	71	32	0	107	7	1	3	1	1	1	2	2	1	1	2	1	1	3	3	2	2	1	1	3	3	2	2	3	1	3	1	3	1	2	1	4	3	2	3	1	1	2	5	1	2	3	2	1	2	2	2	4	1	6	1	3	1	2	2	1	2	2	1	1	2	2	1	6	5	1	4	2	2	8	4	4	6	2	5	1	5	2	2	5	9	6	2	5	6	7	3	7	10	3	3	2	13	4	2	2	5	1	13	4	8	8	2	10	7	5	3	4	13	10	7	1	1	15
1500	-756.078665466347957	-762.934153417307357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.392452227534654	0	2	3	4	4	6	7	7	8	8	8	7	8	9	5	8	8	9	9	9	9	10	9	7	11	10	8	10	11	11	10	13	10	11	11	11	14	14	13	12	15	13	12	11	12	12	12	11	15	15	13	13	13	11	13	12	13	12	13	13	13	14	13	13	11	15	14	14	15	15	14	15	16	16	15	14	15	16	15	16	16	16	17	16	17	17	19	18	17	17	19	18	18	20	19	18	18	19	19	19	20	20	20	20	20	21	24	20	27	23	24	26	27	0	1	2	3	3	2	3	4	4	5	7	6	24	8	5	7	5	11	15	9	27	13	9	6	18	10	24	21	17	8	5	15	18	11	20	22	42	18	29	31	38	8	33	9	26	35	35	0	23	37	23	18	25	19	7	54	9	25	44	35	9	9	54	18	10	10	25	53	7	29	9	61	30	66	30	16	53	77	60	75	41	31	61	67	38	42	82	37	54	67	67	17	57	97	37	37	67	96	96	90	37	84	96	84	100	55	82	15	106	92	0	106	69	1	2	1	1	1	4	3	2	3	4	1	1	1	2	1	1	3	1	2	1	1	2	1	1	2	2	1	1	2	2	2	6	1	2	2	1	1	4	2	2	1	5	2	2	2	1	1	1	3	1	4	2	2	2	5	1	4	1	2	2	3	5	2	2	3	6	3	1	5	4	2	2	4	1	2	4	1	1	2	1	1	4	3	2	3	3	2	3	4	3	5	10	4	2	3	3	2	1	1	2	5	4	2	2	1	5	5	11	4	3	1	3	7
2000	-713.057538500341252	-719.913026451300652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515202531756109	0	2	3	4	4	7	6	7	7	8	8	7	7	8	8	8	7	9	8	9	9	10	9	10	11	10	10	11	11	11	13	11	11	10	11	11	12	14	13	12	15	14	10	12	12	12	12	12	13	15	13	13	14	13	13	13	14	11	13	14	13	14	14	14	14	15	14	13	15	15	15	15	15	16	15	14	15	16	15	15	16	16	17	17	17	16	18	18	20	18	19	19	18	19	18	19	18	19	19	19	20	20	20	20	19	21	24	22	27	23	25	26	27	0	1	2	3	3	7	5	4	4	5	5	7	4	7	13	7	7	11	12	9	13	13	11	9	18	10	21	8	11	21	15	21	18	11	15	8	25	25	29	23	65	55	11	34	26	9	28	0	11	51	37	25	54	7	10	32	32	43	25	13	13	27	40	51	40	10	37	10	54	39	42	61	61	21	8	51	68	53	28	27	65	71	61	67	53	41	40	76	40	67	97	15	42	50	67	50	76	97	97	90	84	67	98	98	90	82	40	42	32	108	0	107	75	1	2	1	1	1	1	1	3	2	2	2	1	2	2	1	2	1	1	1	2	2	3	1	2	2	1	1	2	1	2	3	2	1	1	1	3	1	3	2	3	1	1	1	1	2	3	1	1	3	1	1	2	1	5	3	1	3	1	2	6	4	2	2	1	2	5	2	2	1	2	1	1	2	5	5	1	1	2	4	5	2	1	4	2	3	1	5	2	4	3	1	8	3	3	4	4	2	1	1	1	3	5	1	1	1	5	10	5	9	1	1	2	9
2500	-709.389073562124622	-716.244561513084022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444106216014004	0	2	3	4	4	7	7	7	8	7	8	7	8	9	8	8	8	9	9	9	9	9	9	10	11	8	9	11	11	11	13	13	11	11	11	11	12	12	13	11	15	14	12	10	9	10	12	11	15	15	13	11	14	13	13	12	14	13	13	12	14	12	14	14	14	14	13	14	15	15	14	15	16	15	14	15	15	16	16	14	16	16	17	17	16	17	18	18	19	17	18	19	17	20	20	19	19	18	19	19	20	20	20	20	19	22	22	23	27	24	25	26	27	0	1	2	3	3	3	5	4	7	5	10	5	8	10	3	7	5	11	15	15	13	13	5	21	11	8	7	22	17	21	11	40	18	18	45	24	7	15	29	23	65	38	25	11	26	26	8	0	32	51	37	7	18	47	15	10	55	18	25	46	28	21	10	55	32	31	25	31	65	29	54	62	24	30	24	67	68	53	62	27	65	40	72	50	53	41	93	67	42	67	76	31	71	91	76	91	84	90	84	91	91	51	88	98	88	32	71	71	54	31	0	106	89	1	1	1	1	1	2	2	2	1	1	1	3	1	2	5	1	3	1	1	1	1	1	4	1	2	1	2	2	1	2	4	2	2	2	2	1	3	4	2	2	1	1	1	2	1	2	3	1	2	2	1	3	2	1	5	3	1	4	2	2	3	3	4	1	1	1	2	1	1	3	1	2	3	4	3	2	1	2	3	4	2	3	2	1	2	1	1	5	4	2	3	4	2	1	2	1	1	1	1	1	1	5	2	2	1	6	7	5	11	6	1	3	8
3000	-676.183668109588325	-683.039156060547725	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513424600806602	0	1	3	4	4	7	7	7	8	8	8	7	8	9	6	8	8	9	9	9	9	10	9	10	11	10	10	11	11	11	12	13	11	11	10	11	12	11	13	10	15	13	12	12	12	12	12	10	13	15	13	13	14	13	12	12	14	13	13	14	14	14	14	14	11	14	14	14	14	14	14	15	15	16	15	15	15	16	16	16	16	15	17	16	17	16	19	17	20	18	19	18	17	20	17	18	19	19	19	19	20	18	19	18	17	21	24	23	27	23	25	26	27	0	1	2	3	2	5	15	4	7	7	15	2	4	9	4	12	15	11	11	13	9	21	7	13	18	13	21	13	17	27	34	40	11	11	20	22	16	18	29	15	49	40	18	18	26	20	35	0	15	51	37	38	25	40	23	65	32	33	44	46	30	22	15	51	23	54	51	33	55	39	54	61	28	46	24	67	38	53	62	30	23	71	72	67	68	41	82	76	40	76	88	41	82	90	67	88	105	67	105	96	91	76	104	37	37	42	89	82	54	65	0	110	110	1	1	2	1	2	2	1	1	1	1	2	5	4	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	3	3	1	1	2	1	2	2	2	2	2	3	2	3	2	1	5	2	1	2	2	2	3	1	1	2	1	2	3	4	4	1	2	1	1	2	2	1	1	1	3	1	4	1	2	2	2	2	5	1	2	2	2	1	3	1	4	2	2	3	2	1	3	1	1	2	1	1	1	3	1	3	2	6	3	6	12	8	1	1	4
3500	-686.547769741902016	-693.403257692861416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522730841688369	0	2	3	4	4	7	5	7	8	8	7	7	8	9	6	8	8	9	9	9	9	10	9	10	11	10	10	9	11	11	11	13	10	11	11	11	11	14	12	11	12	14	11	12	12	12	12	12	15	14	13	12	13	12	13	13	14	13	13	14	14	14	13	14	14	13	14	14	15	15	15	15	16	16	13	15	15	14	16	15	16	16	17	17	17	17	19	17	18	17	18	19	17	19	20	19	18	18	18	19	20	20	18	20	20	22	24	22	27	24	24	26	27	0	1	2	3	3	3	5	4	4	3	15	3	8	10	7	11	6	11	10	10	13	28	15	13	18	20	21	13	23	21	6	54	11	18	26	28	16	40	29	23	40	31	18	34	26	26	36	0	66	51	11	33	25	23	25	37	63	37	44	35	24	40	15	37	41	10	37	53	55	39	42	62	62	75	24	65	68	18	22	27	54	71	72	50	38	65	93	50	55	50	88	65	71	76	76	88	51	90	76	97	67	67	67	98	100	71	106	82	89	93	0	107	110	1	2	1	1	1	2	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	2	3	2	1	2	1	3	2	1	2	2	1	1	1	1	3	1	2	2	2	2	1	2	1	2	4	2	5	2	2	2	3	1	1	3	1	1	1	3	2	1	1	3	5	5	1	1	2	2	1	3	2	2	4	3	1	2	2	2	2	1	3	1	1	1	4	4	1	2	1	4	2	4	7	5	1	1	3
4000	-662.067016495267808	-668.922504446227208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578391779436885	0	2	3	3	4	7	6	7	8	7	8	6	8	8	7	8	8	9	9	9	8	9	9	10	11	10	9	10	11	11	12	13	11	11	11	11	14	14	12	12	15	14	12	12	11	12	12	12	15	12	13	13	12	13	13	11	14	12	13	14	14	13	14	14	14	13	14	13	14	15	15	15	15	16	15	15	15	16	16	15	15	16	17	17	17	16	19	17	20	18	19	19	18	20	20	19	19	18	18	19	20	20	20	20	20	21	23	22	27	24	25	26	26	0	1	2	2	3	3	3	7	15	3	15	5	12	10	4	15	15	10	10	13	8	13	6	13	18	20	21	10	17	21	56	9	18	18	26	13	51	18	29	16	55	31	15	34	6	26	35	0	66	25	50	33	33	23	40	7	32	33	44	35	13	36	45	50	56	15	50	53	32	39	42	61	28	73	45	67	68	38	80	30	40	40	72	76	78	41	93	67	65	76	99	54	82	100	90	98	64	37	84	84	90	90	88	98	90	71	106	65	106	106	0	107	80	1	2	1	1	1	3	2	1	1	3	1	2	2	1	3	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	3	2	2	1	2	1	4	1	3	2	2	3	1	3	2	1	1	2	1	1	1	1	4	1	3	1	1	1	3	5	2	2	2	2	2	1	1	1	2	1	1	3	1	3	1	2	2	1	3	2	3	2	2	1	1	1	2	4	3	1	4	2	1	1	1	4	2	1	2	1	2	2	2	1	3	2	3	5	1	1	2	4
4500	-595.078544638183985	-601.934032589143385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607245672503746	0	1	3	4	4	7	6	6	7	8	8	6	7	9	8	8	8	9	8	8	8	10	9	10	11	10	10	8	11	11	12	13	10	10	9	11	14	14	13	12	15	13	12	12	12	12	12	12	13	15	13	12	13	10	13	11	14	13	13	13	14	14	14	13	12	15	14	14	15	15	15	15	16	16	15	15	15	15	16	16	16	14	17	17	14	17	19	18	19	18	19	19	18	20	20	18	19	19	19	19	20	20	20	20	20	22	24	23	25	24	22	26	27	0	1	2	3	3	8	5	4	3	3	7	5	8	10	7	9	7	10	9	9	8	28	15	28	18	35	21	9	17	21	9	40	11	18	20	28	64	18	29	9	65	56	18	33	26	26	24	0	25	64	33	18	25	16	65	24	40	43	44	35	46	36	31	16	54	31	51	25	65	39	31	61	61	13	9	67	53	53	45	61	40	42	72	76	25	81	71	67	40	64	84	86	31	97	97	84	76	90	84	84	97	91	91	98	100	93	108	106	87	108	0	106	111	1	1	1	1	1	1	2	2	3	3	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	2	4	1	2	1	1	3	1	2	2	4	2	1	2	2	2	2	2	1	2	2	3	2	2	2	1	1	2	1	1	2	1	3	2	2	1	2	1	2	1	2	1	1	2	5	4	1	2	2	2	1	3	1	2	2	3	1	4	2	7	3	2	2	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	6	1	1	3	5
