"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"091bd46d08","zuper",12,0.545454545454545,0.535227272727273,4.13802083333333,NA,0,1,0.0697344220466962
